"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","yearIdentified","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem","dayIdentified"
"11","2021-03-15 16:37:00-03","NY","NYBG","3108049","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","P. J. S. da Silva","O. Huber","650","1977","04","16","South America","Venezuela","Amazonas",NA,"Estación Piscicultura de Puerto Ayacucho. Terreno situado entre la Carretera hacia Samariapo y la pista de aterrizaje del Aeropuerto de Puerto Ayacucho.","-67.6","5.62","75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3535100' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108049","NY03108049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3108234","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","P. J. S. da Silva","C. E. O. Kuntze","s.n.","1892","07",NA,"South America","Bolivia",NA,NA,"Ost Velasco",NA,NA,"200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3638772' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108234","NY03108234_01","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3108053","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","P. J. S. da Silva","W. W. Thomas","3972","1985","09","22","South America","Brazil","Mato Grosso","Sinop","Savanna 1-2 km E of Rio Teles Pires on rd from BR 163 to Pôrto dos Gaúchos (MT220)","-55.7","-11.7",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3535106' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108053","NY03108053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00939338","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","P. J. S. da Silva","L. Roth","16519","1955","12","05","South America","Brazil","Minas Gerais","Belo Horizonte","Serra do Curral.","-43.9378","-19.9208",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972919' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939338","NY00939338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","687134","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"A. F. M. Glaziou","20545","1893","11","22","South America","Brazil",NA,NA,"Santa Luzia da Sabera",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=857752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687134","NY00687134_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3108052","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","P. J. S. da Silva","O. Huber","5212","1980","05","09","South America","Venezuela","Amazonas","Mun. Atures","Sabanas y bosques en la región de Rincones de Chacorro, a unos 30 km al N de Puerto Ayacucho y a unos 5 km al NE de Galipero","-67.33","5.8","80","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3535105' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108052","NY03108052_01","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3108050","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","P. J. S. da Silva","O. Huber","5222","1980","05","09","South America","Venezuela","Amazonas","Mun. Atures","Sabanas y bosques en la región de Rincones de Chacorro, a unos 30 km al N de Puerto Ayacucho y a unos 5 km al NE de Galipero","-67.33","5.8","80","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3535103' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108050","NY03108050_01","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","602864","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","T. M. Koyama","G. Jönsson","1085a","1914","10","08","South America","Brazil","Paraná",NA,"Serrinha, in campo graminoso.",NA,NA,"840","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602864","NY00602864_01","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3108048","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","P. J. S. da Silva","C. A. Cid Ferreira","6041","1985","09","17","South America","Brazil","Mato Grosso","Diamantino","MT. BR 163, Rod. Cuiabá-Sinop a 160 km ao S de Sinop, margens da rodovia.","-56","-13.2",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3535098' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108048","NY03108048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:52:14-03","EAO","IAN","145255","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeck.","Silva Filho, PJ","Richards, PW","6601","1968","08","06","Southern America","Brasil","Mato Grosso","Xavantina","Campo at S end of R 11, Base Camp Square, Serra do Roncador, ca. 250Km NNE of Xavantina. Near upper margin of recently burnt campo shale.",NA,NA,NA,NA,"Flowers straw coloured, sweetly scented. In small tufts.","IAN145255",NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:14:39-03","NBC","NL-BOTANY","U.1280175","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Steyermark JA; Berry P; Delascio F",NA,"1984","03","01","Southern America","Venezuela",NA,NA,"TERR. FEDERAL AMAZONAS: Departamento Rio Negro: piedra arenisca cuarzose, afloramientos en sabanas y bosques de galeria, vecindades y al norte de Cerro Vinilla, aprox. 30 km al SSW de Ocamo, caños afluente al río Orinoco.","-65.383333","2.516667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1280175 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1280175","NL-U1280175",NA,NA,"Magnoliopsidae","-65.383333","2.516667",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:16:48-03","UFV","VIC","032443","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Longhi- Wagner, H.; et al.","s.n.","2007","12","02",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco área 1","-43.6918983459473","-20.5207996368408",NA,NA,"Bainhas velhas desfiadas.","VIC032443","VIC032443",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-20 21:16:48-03","UFV","VIC","032444","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Longhi- Wagner, H.; Coelho, C.","s.n.","2006","01","08",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco área 3, Campo rupestre.","-43.6918983459473","-20.5207996368408",NA,NA,"Comum.","VIC032444","VIC032444",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:34:05-03","UFJF","CESJ","66634","PreservedSpecimen","Plantae","Angiosperma",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","R. Trevisan","J.G.F. Mendonça; E. Landroz","102","2015","09","12","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Caminho do Charco","-44.720778","-22.130828","1660",NA,"Erva, 30cm. Campo de Altitude.Inflorescência marrom. Estames amarelados.","CESJ066634",NA,"1660","2016",NA,"-44.720778","-22.130828",NA,NA,"09",NA,NA,NA,NA,NA
"25","2021-03-01 16:19:41-03","UNICAMP","UEC","179059","S","Plantae","Liliopsida",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeck.",NA,"Coradin, L","146","1975","02","28",NA,"Brazil","Pará",NA,"Martins Pinheiro Campina do Mangaba.",NA,NA,NA,NA,"Campo, solo arenoso.","UEC099319","UEC099319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:05:20-03","UFSM","SMDB","17419","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","narddifolia","Rhynchospora narddifolia","(Kunth) Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Coelho, C","10331","2007","12","02",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco área 1","-43.633139","-20.506111","1275",NA,"Bainhas velhas desfiadas. ICN 153677","SMDB017419",NA,"1275",NA,NA,"-43.633139","-20.506111",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:22:30-03","MBM","MBM","11732","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeck.","Pedersen, T.M.","Hatschbach, G.","22432","1968","10","31","Southern America","Brazil","Paraná","Palmeira","Fazenda Padre Inácio","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM011732","MBM011732",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"28","2017-10-12 15:27:30-03","MNHN","RECOLNAT_MNHN_P","P00267689","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil",NA,NA,"Prov. San Paolo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00267689' target='other'> <mi>dwc_moreinfo</mi></a>","P00267689","P00267689_01",NA,NA,NA,NA,NA,NA,NA,NA,"68",NA,NA,NA,NA
"29","2017-10-12 15:27:30-03","MNHN","RECOLNAT_MNHN_P","P00267690","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00267690' target='other'> <mi>dwc_moreinfo</mi></a>","P00267690","P00267690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-11-04 17:54:04-02","MNHN","RECOLNAT_MNHN_P","P00267691","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Irwin, H.S.|Harley, R.M.|Smith, G.L.",NA,"1971","2","24",NA,"Brésil",NA,NA,"23 km N Seabra, route de Agua de Rega, Bahia",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00267691' target='other'> <mi>dwc_moreinfo</mi></a>","P00267691","P00267691_01",NA,NA,NA,NA,NA,NA,NA,NA,"30924",NA,NA,NA,NA
"31","2020-12-11 11:43:52-03","UFMG","BHCB","11503","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","Boeckeler",NA,"Morais, AC","s.n.","1987","11","15","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda, Km 2 Estrada BH - Serra da Moeda","-43.966667","-20.3","1550",NA,"Herbáceo; Campo rupestre","BHCB032243",NA,"1550","2018",NA,"-43.966667","-20.3",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:43:52-03","UFMG","BHCB","79735","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","Boeckeler",NA,"Viana, PL","614","2002","03","19","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras. Serra da Calçada.","-43.983611","-20.093056","1400",NA,"Erva terrestre","BHCB032253",NA,"1400","2018",NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:43:52-03","UFMG","BHCB","11405","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","Boeckeler",NA,"Vasconcelos, MF de","s.n.","1987","11","15","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"Herbácea; Campo rupestre, terreno arenoso","BHCB032248",NA,NA,"2018",NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA
"34","2012-01-24 04:59:00-02","MO","MOBOT","100335994","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"J.R.I. Wood|P. Pozo|D. Soto","Wood 23882","2007","11","12","South America","Bolivia","Santa Cruz","Chiquitos","Meseta arriba Sta, Barbara",NA,NA,"1068.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2009-07-09 17:05:00-03","MO","MOBOT","2454931","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Gert G. Hatschbach","Hatschbach 22432","1968","10","31","South America","Brazil","Paraná",NA,"Palmeira. Fazenda Pai Inácio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2014-09-11 13:01:00-03","MO","MOBOT","267473","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","R. Guaglianone","Gerrit Davidse|Mauricio Ramia|Rubén A. Montes","Davidse 4709","1973","12","3","South America","Venezuela","Bolívar","Gran Sabana","La Gran Sabana, KM 145 along highway, 2 km S of La Ciudadella.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"865","1",NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","270355","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Otto Huber","Huber 6202",NA,NA,NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-06-10 10:22:00-03","MO","MOBOT","270364","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Julian A. Steyermark|et al.","Steyermark 130337",NA,NA,NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","270372","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Otto Huber","Huber 6167",NA,NA,NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","270381","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Julian A. Steyermark|G.C.K. Dunsterville","Steyermark 113346",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","270389","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Julian A. Steyermark","Steyermark 59166",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2014-09-18 09:01:00-03","MO","MOBOT","271839","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","G. Davidse","Gerrit Davidse|Otto Huber","Davidse 22818","1982","11","27","South America","Venezuela","Bolívar","Piar","Between eastern base of Uaipan-tepui and Guayaraca.","-62.45","5.6666667","950.00000000",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,"82-9","3",NA,NA,NA
"43","2011-06-27 08:43:00-03","MO","MOBOT","3129336","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-06-27 08:43:00-03","MO","MOBOT","3129337","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 09:20:48-03","INPA","INPA","137676","S","Plantae","Monocotyledon","Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeck.","Silva Filho, PJ","Ferreira, CAC","6041","1985","09","17","Southern America","Brasil","Mato Grosso","Diamantino","BR163 Cuiabá-Sinop a 160 km ao S de Sinop., BR 163, Rod. Cuiabá-Sinop a 160 km ao sul de Sinop.","-56","-13.2",NA,NA,NA,"INPA0137676","INPA0137676 INPA0137676_e INPA0137676_e1",NA,"2018",NA,"-56","-13.2",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 11:55:52-03","UFPE","UFP","42359","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","Silva-Filho, PJS","Eduardo Kühn; M.Kuhlmann","2046","1949","11","22",NA,"Brasil","São Paulo","Umuarama",NA,NA,NA,NA,NA,NA,"UFP042359",NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2706809","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock",NA,"G. Hatschbach","22432","1968","10","31","South America","Brazil","Paraná",NA,"Fda. P. Inacio (Mun. Palmeira)",NA,NA,NA,NA,NA,"US02256613","US02256613_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
