"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"55","2019-01-17 11:24:16-02","PUCRS","MPUC","10550","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Equipe do Projeto",NA,"2000","10","21","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Less.","2011","01","01",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA,NA
"56","2019-01-17 11:24:16-02","PUCRS","MPUC","1768","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","N.I. Matzenbacher",NA,"1978","11","09","Brasil","RS","Antônio Prado",".","-51.2827778","-28.8586111","-51.2827778000","-28.8586111000",NA,NA,"Less.","1990","01","01",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida","1",NA,NA,"542",NA
"57","2019-01-17 11:24:16-02","PUCRS","MPUC","3090","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","N.I. Matzenbacher","C.S.A. Martins","1988","05","27","Brasil","SC","Capinzal","Lageado Barra Grande, Arroio Santa Cruz","-51.6072222","-27.3455556","-51.6072222000","-27.3455556000",NA,NA,"Less.","1988","01","01",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA,NA
"58","2019-01-17 11:24:16-02","PUCRS","MPUC","2901","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","S.M. Nunes",NA,"1986","11","20","Brasil","SC","Tubarão",".","-49.0072222","-28.4644444","-49.0072222000","-28.4644444000",NA,NA,"Less.","1986","01","01",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA,NA
"59","2019-01-17 11:24:16-02","PUCRS","MPUC","15509","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"C.S.A. Martins","2002","01","03","Brasil","RS","Triunfo",".","-51.7180555556","-29.9433333333","-51.7180555556","-29.9433333333",NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA,NA
"60","2019-01-17 11:24:16-02","PUCRS","MPUC","14938","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Berenice",NA,"1976","10","20","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,"Less.","1976","01","01",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida","2",NA,NA,NA,NA
"61","2019-01-17 11:24:16-02","PUCRS","MPUC","18317","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","N.I. Matzenbacher",NA,"1990","09","30","Brasil","RS","Guaíba","BR 116 km 307, Fazenda São Maximiano","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"Less.","1990","01","01",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA,NA
"62","2019-01-17 11:24:16-02","PUCRS","MPUC","2900","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","S.M. Nunes",NA,"1986","11","21","Brasil","SC","Tubarão",".","-49.0072222","-28.4644444","-49.0072222000","-28.4644444000",NA,NA,"Less.","1986","01","01",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA,NA
"63","2020-01-24 17:51:11-03","PUCRS","MPUC","22486","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","N.I. Matzenbacher",NA,"1993","09","06","Brasil","RS","Quaraí","Cerro do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Less.","1994","11","09",NA,NA,NA,NA,NA,"Asterales","South America",NA,"74636","auto","Magnoliopsida","2",NA,NA,NA,NA
"64","2020-01-24 17:51:11-03","PUCRS","MPUC","22487","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","N.I. Matzenbacher",NA,"1992","08","20","Brasil","RS","Quaraí","Cerro do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Less.","1994","11","09",NA,NA,NA,NA,NA,"Asterales","South America",NA,"74636","auto","Magnoliopsida","2",NA,NA,NA,NA
"65","2019-01-17 11:24:16-02","PUCRS","MPUC","19306","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"C.S.A. Martins","2005","10","24","Brasil","RS","Viamão","Sítio dos Pôneis","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,"41667","auto","Magnoliopsida","3",NA,NA,NA,NA
"66","2019-01-17 11:24:16-02","PUCRS","MPUC","19271","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","C.R. Carneiro","C.S.A. Martins","2005","10","24","Brasil","RS","Viamão","Sítio dos Pôneis","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Less.","2013","01","01",NA,NA,NA,NA,NA,"Asterales","South America",NA,"41667","auto","Magnoliopsida","1",NA,NA,NA,NA
"67","2021-03-16 17:50:37-03","UCS","HUCS","13141","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Jarenkow, J.A.","Jarenkow, J.A.","1990","10","18","Brasil","Rio Grande do Sul","Torres","Morro Azul","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Less.","1990","10",NA,"1736",NA,NA,"Herbário PEL - 12057; Trepadeira em borda da mata pluvial","Angiospermae","Asterales",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"68","2020-06-29 09:29:27-03","UFRRJ","RBR","10463","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"S. Nunes","1979","07","09","Brasil","Minas Gerais","Passa Quatro","Dsitrito de Pinheirinhos, Sertão dos Martins. Cerca de 1600m.s.m.","-44.9667015075684","-22.3903007507324",NA,NA,"RBR00010463","RBR00010463","Less.",NA,NA,NA,"140",NA,NA,NA,NA,NA,NA,NA,"17293","auto",NA,NA,NA,NA,NA,NA
"69","2020-06-29 09:29:27-03","UFRRJ","RBR","10462","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"S. Nunes","1979","07","01","Brasil","Minas Gerais","Passa Quatro","Distrito de Pinheirinhos, Estrada da Faz, São Bento. Cerca de 1300m.s.m.","-44.9667015075684","-22.3903007507324",NA,NA,"RBR00010462","RBR00010462","Less.",NA,NA,NA,"135",NA,NA,NA,NA,NA,NA,NA,"17293","auto",NA,NA,NA,NA,NA,NA
"70","2021-03-21 19:32:50-03","UFC","EAC","13454","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Sobral, M.","Sobral, M.","1984","11","22","Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,"EAC0013454","EAC0013454","Less.","1984",NA,NA,"3488",NA,NA,"Trepadeira de beira de mata;&nf;Capítulos amarelos.; Mata","Dicotyledon",NA,"Southern America",NA,"29946","auto",NA,NA,NA,NA,NA,NA
"71","2019-11-25 12:11:32-03","UFSM","SMDB","830","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Barroso, GM","Rizzini, C T","1956","12",NA,"Brasil","Rio de Janeiro","Terezópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,"SMDB000830",NA,"Less.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:15:16-03","MBM","MBM","346739","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Roth, L.","1955","07","23","Brazil","Minas Gerais","Betim",NA,"-44.198299407959","-19.9678001403809",NA,NA,"MBM346739","MBM346739","Less.",NA,NA,NA,"1471",NA,NA,"Arbusto escandente, da capoeira, fl. amarelas",NA,NA,"Southern America",NA,"15199","auto",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:15:16-03","MBM","MBM","414723","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Barboza, E.","Barboza, E.; Brotto, M.L.; Vaz, J.; Brotto, M.L.; Vaz, J.","2018","09","09","Brazil","Minas Gerais","Tiradentes","Serra de São José, trilha do Carteiro","-44.161944","-21.088333","-44.161944","-21.088333","MBM414723","MBM414723","Less.","2018","09","20","4757","1010","1010","Arbusto apoiante; capítulos amarelos.; Floresta Estacional Semidecidual em estágio inicial de sucessão.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:15:16-03","MBM","MBM","185856","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Barroso, G.M.","Freire de Carvalho, L.A.","1978","09","08","Brazil","Minas Gerais","Poços de Caldas","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,"MBM185856",NA,"Less.",NA,NA,NA,"1046",NA,NA,NA,NA,NA,"Southern America",NA,"23696","auto",NA,NA,NA,NA,NA,NA
"75","2019-11-01 15:27:58-03","PUC-RIO","FCAB","0859","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","G.M. Barroso","P.E. Leite S.J.","1945","03",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"000859",NA,"Less.",NA,NA,NA,"s.n.",NA,NA,NA,NA,"Angiospermae",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"76","2015-09-04 05:49:33-03","MNHN","RECOLNAT_MNHN_P","P02469860","PreservedSpecimen",NA,"Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"[Dunela]","1825","1","1","Chile",NA,NA,"Chili. Chile",NA,NA,NA,NA,"P02469860","P02469860_01","Less.",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469860' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"77","2018-04-24 14:12:28-03","MNHN","RECOLNAT_MNHN_P","P00148856","PreservedSpecimen",NA,"Asteraceae","Calea","serrata",NA,"Calea serrata","Esteves","Burchell, W.J.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"P00148856","P00148856_01","Less.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148856' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"5557",NA
"78","2015-09-04 05:49:33-03","MNHN","RECOLNAT_MNHN_P","P02469856","PreservedSpecimen",NA,"Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Lindberg",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,"P02469856","P02469856_01","Less.",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469856' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"114",NA
"79","2015-09-04 05:49:33-03","MNHN","RECOLNAT_MNHN_P","P02469857","PreservedSpecimen",NA,"Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,"P02469857","P02469857_01","Less.",NA,NA,NA,NA,NA,NA,". s.d. No809 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469857' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"773",NA
"80","2015-09-04 05:49:33-03","MNHN","RECOLNAT_MNHN_P","P02469858","PreservedSpecimen",NA,"Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,"P02469858","P02469858_01","Less.",NA,NA,NA,NA,NA,NA,". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469858' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:32:36-03","UFMG","BHCB","96568","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Stehmann, JR; Mentz, LA; Fregonezi, JN; Teles, AM","2005","11","22","Brasil","Paraná","Guarapuava","BR 378, em direção à Guarapuava, início da subida da Serra.","-51.196111","-25.322222","-51.196111","-25.322222","BHCB036446",NA,"Less.",NA,NA,NA,"4242","929","929","Plantas do Brasil.MATERIAL PRESERVADO EM ÁLCOOL ANTES DA SECAGEM.; Arbusto sarmentoso. Capítulos amarelos.; Em borda de mata úmida.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:32:36-03","UFMG","BHCB","104012","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Teles, AM; Salino, A; Assis, FC; Heringer, G; Melo, LCN; Viana, PL; Almeida, TE; Santos, L","2006","11","25","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Macieira., Trilha para a cachoeira do Aurélio.","-41.8683013916016","-20.4333000183105",NA,NA,"BHCB036444",NA,"Less.","2006","11",NA,"315",NA,NA,"Plantas do Brasil.; Arbusto escandente. Capítulos com flores amarelas.; Mata Nebular.","Dicotyledon",NA,"Southern America",NA,"21645","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:32:36-03","UFMG","BHCB","83500","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Magalhães, GM","1942","07","25","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"BHCB051401",NA,"Less.","2019","07",NA,"3290",NA,NA,"Pouco frequente.; Subarbusto 1m; Flor amarela;; Mata.","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA
"84","2016-08-26 09:16:21-03","UFSM","HDCF","2175","S","Plantae","Compositae","Calea","serrata",NA,"Calea serrata","Sobral, M.","Marchiori, J. N. C.","1986","01","14","Brasil","Rio Grande do Sul","Santana da Boa Vista","Passo dos Neves","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,"Less.","1986","10","05","223",NA,NA,NA,NA,NA,"América",NA,"47489","auto",NA,NA,NA,NA,NA,NA
"85","2021-03-04 11:04:28-03","UFRB","HURB","1883","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","G.V.Fonseca","Faria, A.D.; et al.","1997","01","15","Brasil","São Paulo","Iguarapava","brejo localizado a 12km de Iguarapeva; do lado esquerdo da pista,sent.Iguarapeva-Rifaina",NA,NA,NA,NA,"HURB000001883","HURB000001883","Less.","2018","12","20","97/94",NA,NA,"n.º de coleta: 97/94.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-05-23 11:07:46-03","UFLA","ESAL","10065","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Mansanares, ME","Melo, PHA; Pellicciotti, AS; Gomes, DJS",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","Parque Mun.Serra de São Domingos, Fontanário São José à entrada para a Pedra Balão","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"Less.","2016","05","13","2980",NA,NA,"liana; ; amarela;; floresta",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"87","2019-05-23 11:07:46-03","UFLA","ESAL","29817","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Nakajima, J","Silva, AF; Ribeiro, AO (150)","2003","07","23","Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,NA,"Less.","2017","07",NA,"422",NA,NA,"Subarbusto escandente. Folhas simples, opostas cruzadas, inflorescência e flores amarelas; Cerrado",NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA
"88","2019-11-07 11:43:56-03","FUVATES","HVAT","2743","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","E. Freitas","E. Freitas","2010","10","03","Brasil","Rio Grande do Sul","Sério","São Francisco.","-52.268611","-29.383333","-52º16'7''W","-29º22'60''S","HVAT00002743",NA,"Less.","2010","10","05","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-06-25 16:06:06-03","FUVATES","HVAT","4358","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","E. Freitas","M. Tremarin","2011","10","15","Brasil","Rio Grande do Sul","Vespasiano Correa","Linha Eduardo Guineer, Cascata Rasga Diabo.","-51.896111","-29.098333","-51º53'46''W","-29º5'54''S","HVAT00004358",NA,"Less.","2013","08","13","s.n.",NA,NA,"Trepadeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-06-25 16:06:06-03","FUVATES","HVAT","3260","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","E. Freitas","G. Bruisma","2010","09","07","Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.","-51.932778","-29.337222","-51º55'58''W","-29º20'14''S","HVAT00003260",NA,"Less.","2011","02","23","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-07 11:43:56-03","FUVATES","HVAT","111","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","E. Freitas","A. M. Pavan","2013","11","04","Brasil","Rio Grande do Sul","Roca Sales","Linha Bento Gonçalves.","-51.8575","-29.240833","-51º51'27''W","-29º14'27''S","HVAT00000111",NA,"Less.","2014","01","17","s.n.",NA,NA,"Arbusto apoiante; Mata ciliar do Rio Taquari - preservada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-07 11:43:56-03","FUVATES","HVAT","1586","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","E. Freitas","E. Freitas","2004","10","01","Brasil","Rio Grande do Sul","Lajeado","Bairro Carneiros.","-51.961389","-29.466944","-51º57'41''W","-29º28'1''S","HVAT00001586",NA,"Less.","2004","10","09","s.n.",NA,NA,"Trepadeira; Coletada na borda de um fragmento de mata nativa (secundária)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-06-25 16:06:06-03","FUVATES","HVAT","2380","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","E. Freitas","E. Freitas","2012","10","18","Brasil","Rio Grande do Sul","Lajeado","Jardim Botânico.","-51.961389","-29.466944","-51º57'41''W","-29º28'1''S","HVAT00002380",NA,"Less.","2012","10","18","309",NA,NA,"Decumbente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-12-19 11:17:18-03","UFG","UFG","1407","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Barroso, G.M.","Rizzo, J.A.; Barbosa, A.","1968","05","13","Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,"UFG0001407","UFG0001407","Less.","1969","07","30","613",NA,NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA
"95","2019-12-19 11:17:18-03","UFG","UFG","1407","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Barroso, G.M.","Rizzo, J.A.; Barbosa, A.","1968","05","13","Brasil","Goiás","Goiânia","À esquerda do ribeirão Dourado, próximo a sua cabeceira. Cerrado, ocorre mata ciliar.","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Less.","1969","07",NA,"613",NA,NA,"Trepadeira, inflorescência, amarela. Rara.",NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","3219306","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Riedel, --",NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,"US01792378","US01792378_01","Less.",NA,NA,NA,"773",NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","1401748","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"-- Widgren","1845",NA,NA,"Brazil","Minas Gerais",NA,"Prov. Minas Geraes.",NA,NA,NA,NA,"US03340554","US03340554_01","Less.",NA,NA,NA,"s.n.",NA,NA,NA,NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US","1401747","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"A. Regnell",NA,"6","13","Brazil","Minas Gerais",NA,"Caldas.",NA,NA,NA,NA,"US01792376","US01792376_01","Less.",NA,NA,NA,"III790",NA,NA,NA,NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"99","2020-09-12 05:00:02-03","US","US","762774","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Collector unknown",NA,NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA,NA,"US01792377",NA,"Less.",NA,NA,NA,"20805",NA,NA,NA,NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"100","2020-09-12 05:00:02-03","US","US","2561133","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"J. R. Coleman","1966","9","9","Brazil",NA,NA,"Near km 24 along road from Itatiaia (Estado de Rio de Janeiro) to Caxambu (Est. de Minas Gerais).",NA,NA,NA,NA,"US03340555","US03340555_01","Less.",NA,NA,NA,"467",NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"101","2020-09-12 05:00:02-03","US","US","1876645","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"M. Barreto","1936","8","23","Brazil","Minas Gerais",NA,"Bello Horizonte, Andrelandia.",NA,NA,NA,NA,"US03340553","US03340553_01","Less.",NA,NA,NA,"27356",NA,NA,NA,NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"102","2019-11-13 11:16:14-03","USP","SPF","186964","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Roth, L","Roth, L","1955","07","23","Brasil","Minas Gerais","Betim",NA,"-44.198299407959","-19.9678001403809",NA,NA,"SPF00186964",NA,"Less.",NA,NA,NA,"1471",NA,NA,NA,NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA
"103","2019-11-13 11:16:14-03","USP","SPF","216809","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Loeuille, B","Ivanauskas, N","2013","08","27","Brasil","Minas Gerais","Delfim Moreira","Areia Branca- estrada para São Francisco dos Campos, Beira de estrada (WGS 84, Zona 23K, 7504514S, 47843W, 1460m), 27_08_2-013.","-45.2799987792969","-22.5091991424561",NA,NA,"SPF00216809",NA,"Less.","2015",NA,NA,"6483","1460","1460",NA,NA,NA,NA,NA,"20219","auto",NA,NA,NA,NA,NA,NA
"104","2021-03-25 13:51:37-03","UNIVILLE","JOI","10916","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","E.Pasini","M. Sartori","2009","04","25","Brasil","Rio Grande do Sul","Santana do Livramento","Macaco branco","-55.5327987670898","-30.8908004760742",NA,NA,"JOI010916","JOI010916","Less.","1905","07","03","368",NA,NA,"borda de mata",NA,NA,NA,NA,"79795","auto",NA,NA,NA,NA,NA,NA
"105","2019-12-04 16:39:46-03","FFCLRP","SPFR","2880","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Magenta,M.","Marcondes-Ferreira,W.; Silva,A.A.;Zanini,E.;Belinelo,R.;Torres Jr,A.H.;Rizzatti,A.C.S.","1995","05","04","Brasil","São Paulo",NA,"Estrada Igaçaba a Rifaina.",NA,NA,NA,NA,NA,NA,"Less.","2003","05",NA,"1147",NA,NA,"Cerrado em solo com afloramento quartzitivo e beirando um riacho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-12-04 16:39:46-03","FFCLRP","SPFR","9199","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Magenta,M.","Sasaki,D.; Junqueira,A.B.","2003","05","24","Brasil","São Paulo","Pedregulho","Estreito.Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem.","-47.277222","-20.157778","47°16'38''W","20°09'28''S",NA,NA,"Less.","2004",NA,NA,"523","720","720","Campo sujo pedregoso com afloramentos rochosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-09-04 18:46:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"867",NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]"
"108","2019-01-25 15:33:50-02","IAC","IAC","21975","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","H.F. Leitão Filho","H.F. Leitão Filho","1971","09","16","Brasil","São Paulo","Campos do Jordão",NA,"-45.5914","-22.7394","-45.5914","-22.7394",NA,NA,"Less.","1971","09","16","1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-07-16 10:35:58-03","UFSJ","HUFSJ","1252","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Reis-Silva, GA","Sobral, M; Guimarães, R; Teixeira, LR","2010","08","10","Brasil","Minas Gerais","Prados","Estrada dos Fundadores","-44.0797004699707","-21.0575008392334",NA,NA,"HUFSJ001252","HUFSJ001252_v00 HUFSJ001252_v01 HUFSJ001252_v02","Less.","2017","03",NA,"13284",NA,NA,"Trepadeira em beira de estrada, em interior de mata; capítulos amarelos; flores com aroma forte e agradável, adocicado.",NA,NA,NA,NA,"21382","auto",NA,NA,NA,NA,NA,NA
