"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","typeStatus","fieldNumber","individualCount","class","monthIdentified","dayIdentified"
"18","2012-12-27 12:13:00-02","MO","MOBOT","3238202","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.","C.P. Bruniera (SPFR)","Jacquelyn A. Kallunki|José R. Pirani","Kallunki 631","1995","2","17","South America","Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra Sepeatiba, at TELERJ tower reached (eventually) after 5.8 km on dirt road turing N form Araruama-S. Pedro de Aldeia road at 3.5 km W of turn to Macaé, on road between tower and locked gate 3.8 km below tower.","-42.15","-22.8166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"19","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","31863",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.","Daniela Zappi/Set.-2009","V. Demuner; T. A. Cruz, R. R. Vervloet e M. Belisario.","4413","2007","10","25",NA,"Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba, propr.: Claúdio Virloni.","-40.470333","-20.055833",NA,"Arbusto 1m, botões florais brancos. Interior de mata secundária.","MBML031863",NA,"40W28'13,2","20S3'21","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","39012",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.","M.C. Pessoa/04-III-2013","A. P. Fontana; C.N.Fraga, R.Goldenberg, L.Kollmann, A.M.Amorim, L.Daneu & J.Meirelles","5871","2009","04","11",NA,"Brasil","Espírito Santo","Santa Leopoldina","Reserva Biológica Duas Bocas. Boqueirão do Saltinho, floresta na beira da estrada. Floresta Ombrófila Densa Sub-Montana.","-40.533333","-20.243056",NA,"Arbusto, ca. 2m. Frutos verdes alaranjados.","MBML039012",NA,"40W31'60","20S14'35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","39034",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.","M.C. Pessoa/04-III-2013","A. P. Fontana; C.N.Fraga, R.Goldenberg, L.Kollmann, A.M.Amorim, L.Daneu & J.Meirelles","5867","2009","04","11",NA,"Brasil","Espírito Santo","Santa Leopoldina","Boqueirão do Santilho, floresta na beira da estrda. Floresta Ombrófila Densa Sub-montana.","-40.5","-20.216667",NA,"Arbusto, ca. 2m, na sombra. Frutos alaranjados.","MBML039034",NA,"40W29'60","20S13'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","3058106","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.",NA,"D. Sucre","3778","1968","10","7","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Morro da Gamboa, Cabo Frio",NA,NA,NA,NA,"US02743411","US02743411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"23","2020-09-12 05:00:02-03","US","US","3075536","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.",NA,"D. Sucre","1365","1967","1","17","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Morro do lado do canal do Cabo Frio",NA,NA,NA,NA,"US02743412","US02743412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"24","2019-11-13 11:30:34-03","USP","SPF","205024","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Gomes, M","Farág, PRC","313","1997","01","11",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,"SPF00205024",NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"06",NA
"25","2019-11-13 11:30:34-03","USP","SPF","205037","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Gomes, M","Farney, C","3843","1998","10","08",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Serra das Emerências",NA,NA,NA,NA,"SPF00205037",NA,NA,NA,"160","160",NA,NA,"2004",NA,NA,NA,NA,"06",NA
"26","2019-11-13 11:30:34-03","USP","SPF","205043","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Gomes, M","Farney, C","4076","2000","05","04",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,"SPF00205043",NA,NA,NA,"30","30",NA,NA,"2004",NA,NA,NA,NA,"06",NA
"27","2021-03-15 18:29:39-03","USP","SPF","212768","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Bruniera, CP","Fiaschi, P","3768","2012","01","09",NA,"Brasil","Rio de Janeiro","Casimiro de Abreu","Reserva Biológica União, BR-101, ca. 3 km após sede do parque, em direção a Campos dos Goytacazes. Estrada da Macuca, rumo a Rio das Ostras, entrada à dir. em frente ao cemitério de Rocha Leão. Trilha em meio a Eucalyptus, ca. 2 km da estrada da Macu","-42.026167","-22.436361",NA,"Arbusto ca. 1,5 m alt. Inflorescência com eixo verde. Flores com cálice creme, corola alva translúcida.; Floresta Ombrófila Densa (Mata Atlântica).","SPF00212768",NA,"-42.026167","-22.436361",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA
"28","2021-03-15 18:29:39-03","USP","SPF","227521","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Zappi, DC","Pirani, JR","6634","2016","10","24",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Área de Proteção Ambiental do Pau Brasil, Estrada de José Gonçalves. Cerca de 1 km da praia de José Gonçalves.","-41.945194","-22.820556",NA,"Arbusto 1 m alt., no interior da mata de restinga. Flores na maioria em botão, com hipanto verde e pétalas alvas.; Restinga arbórea.","SPF00227521","SPF00227521","-41.945194","-22.820556","25","25",NA,NA,"2018",NA,NA,NA,NA,"06",NA
"29","2021-03-15 18:29:39-03","USP","SPF","227729","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Zappi, DC","Pirani, JR","6647","2016","10","24",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Área de Proteção Ambiental do Pau Brasil, Estrada principal para a Praia das Caravelas.","-41.960528","-22.806444",NA,"Arbusto 1 m alt., à sombra da mata de restinga. Botões alvo-esverdeados. Corola em pre-antese alva.; Restinga arbórea de planície.","SPF00227729","SPF00227729","-41.960528","-22.806444","26","27",NA,NA,"2018",NA,NA,NA,NA,"06",NA
"30","2019-11-13 11:30:34-03","USP","SPF","205045","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Gomes, M","Farney, C","4406","2001","11","21",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","Ilha de Cabo Frio","-42.0278015136719","-22.966100692749",NA,NA,"SPF00205045",NA,NA,NA,NA,NA,"25964","auto","2004",NA,NA,NA,NA,"06",NA
"31","2019-11-13 11:30:34-03","USP","SPF","85986","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Zappi, DC","Mello-Silva, R","859","1993","05","15",NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,"SPF00085986",NA,NA,NA,NA,NA,"47209","auto","2000",NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:30:34-03","USP","SPF","205035","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Gomes, M","Farney, C","4187","2000","09","11",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba","-42.1027984619141","-22.8391990661621",NA,NA,"SPF00205035",NA,NA,NA,"100","300","20879","auto","2004",NA,NA,NA,NA,"06",NA
"33","2019-10-07 09:14:55-03","UEFS","HUEFS","180711","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.",NA,"Matos, E.N.de","926","2011","12","11",NA,"Brasil","Bahia","Caravelas","Mata do Rodrigo.","-39.171667","-17.668611",NA,"Floresta","HUEFS0180711","HUEFS0180711","39W10'18''","17S40'7''",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"34","2019-10-07 09:14:55-03","UEFS","HUEFS","250470","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.",NA,"Pirani, J.R.","6634","2016","10","24",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Área de Proteção Ambiental Pau Brasil. Estrada de José Gonçalves. Cerca de 1 Km da praia de José Gonçalves.","-41.945278","-22.801944",NA,"Restinga arbórea.","HUEFS0250470","HUEFS0250470","41W56'43''","22S48'7''","25","25",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"35","2019-10-07 09:14:55-03","UEFS","HUEFS","217552","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.",NA,"Farney, C.","4996","2000","08","25",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba, Floresta Estacional Semidecídua, Vertente Norte.","-42.1027984619141","-22.8391990661621",NA,NA,"HUEFS0217552","HUEFS0217552",NA,NA,"270","300","20879","auto",NA,NA,NA,NA,"Asteranae",NA,NA
"36","2019-01-23 10:18:48-02","F","FMNH-SEEDPLANTS","V0070957F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","amplicalyx","Rudgea amplicalyx",NA,NA,"A. Saint-Hilaire","332",NA,NA,NA,"South America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,"V0070957F","V0070957F_01",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA,NA
"37","2019-01-23 11:12:15-02","F","FMNH-SEEDPLANTS","V0077633F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","amplicalyx","Rudgea amplicalyx",NA,NA,"A. Saint-Hilaire","332",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0077633F","V0077633F_01",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA,NA
"38","2019-09-04 18:14:28-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","ovalis","Rudgea ovalis",NA,NA,"A. Glaziou","9478",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA,NA
"39","2019-01-23 11:12:23-02","F","FMNH-SEEDPLANTS","V0071010F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","ovalis","Rudgea ovalis",NA,NA,"A. Glaziou","9478",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0071010F","V0071010F_01",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA,NA
"40","2019-01-23 11:12:23-02","F","FMNH-SEEDPLANTS","V0071011F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","ovalis","Rudgea ovalis",NA,NA,"A. Glaziou","9478",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0071011F","V0071011F_01",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA,NA
"41","2019-09-04 18:18:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa",NA,NA,"L. Riedel","549",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,"Dicotyledoneae",NA,NA
"42","2019-01-22 15:33:46-02","F","FMNH-SEEDPLANTS","V0071029F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa",NA,NA,"L. Riedel",NA,"1821",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0071029F","V0071029F_01",NA,NA,NA,NA,NA,NA,NA,"Possible type",NA,NA,"Dicotyledoneae",NA,NA
"43","2019-01-23 10:06:21-02","F","FMNH-SEEDPLANTS","V0071030F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa",NA,NA,"L. Riedel","549","1821",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0071030F","V0071030F_01",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,"Dicotyledoneae",NA,NA
"44","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","ovalis","Rudgea ovalis","Müll.Arg.",NA,"Glaziou, AFM","9478",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.",NA,"Riedel, L","549",NA,NA,NA,"Southern America","Brazil",NA,NA,"Castel Novo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Prope Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.",NA,"Riedel, L","549",NA,NA,NA,"Southern America","Brazil",NA,NA,"in umbross silvaticis prope Castel Novo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:18:38-03","IBt","SP","497433","S","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Bruniera, CP","Bruniera, CP; et al.","290","2011","03","29",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antonio. estrada para a REBIO Augusto Ruschi. Estrada de terra à esquerda. Terreno do Boza","-40.594722","-19.910556",NA,NA,NA,NA,"-40.594722","-19.910556","819","819",NA,NA,"2011",NA,NA,NA,NA,NA,NA
"50","2020-02-13 09:37:17-03","IBt","SP","219286","S","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Zappi, DC","Pereira, OJ","1331","1984","07","03",NA,"Brasil","Espírito Santo","Vitória","Fradinhos, Morro da TV","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,NA,NA,NA,NA,"15291","auto","2004",NA,NA,NA,NA,"01",NA
