"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","typeStatus","fieldNumber","individualCount","class","monthIdentified","dayIdentified"
"1","2021-03-15 16:37:00-03","NY","NYBG","01405110","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","C. P. Bruniera","J. A. Kallunki","631","1995","02","17","South America","Brazil","Rio de Janeiro","Sao Pedro da Aldeia","Serra Sepeatiba, at TELERJ tower reached (eventually) after 5.8 km on dirt road turning N from Araruama-S. Pedro de Aldeia road at 3.5 km W of turn to Macaé, on road between tower and locked gate 3.8 km below tower.","-42.15","-22.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412047' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405110","NY01405110_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-12 15:31:51-03","UFABC","HUFABC","001015","PreservedSpecimen","Plantae","Angiospermas",NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Bruniera, C P","Bruniera, C P; Groppo, M; Lemos, LC","290","2011","03","29",NA,"Brasil","Espírito Santo","Santa Teresa.","Santo Antônio. Estrada para a REBIO Augusto Ruschi","-40.594944","-19.910611",NA,"Arvoreta ca. 2m alt. DAP 3cm. Folha cartáceas, discolores, com domácias conspícuas, estípulas com apêndices bem visíveis. Infrutescência com raque verde. Frutos mais novos amarelo-esverdeados, maduros alaranjados, cálice persistente","HUFABC001015","HUFABC001015","-40.594944","-19.910611","819","819",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-04 11:18:58-03","ESALQ","ESA","124710","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa",NA,"Gomes, M.","Quinet, A.","709.0","1905","06","24",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"ESA124710",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA
"4","2019-02-15 11:49:53-02","IPA","IPA","78891","S","Plantae","Plantae",NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.","Gomes, M.","Farney, C.; Gomes, J.C.; Gomes, J.C.","4996","2000","08","25","Southern America","Brasil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba., Vertente Norte.","-42.1027984619141","-22.8391990661621",NA,"Arbusto ca. 3m de altura, DAP 3 cm; folhas discolores, subcoriáceas; flores alvas. Indivíduo Sap 10 -48; Floresta Estacional Semidecídua.","IPA0078891",NA,NA,NA,"270","270","20879","auto","2004",NA,NA,NA,NA,NA,NA
"5","2021-03-01 16:40:16-03","UNICAMP","UEC","110227","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Zappi, DC","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","449","1999","09","25",NA,"Brazil","Espírito Santo","Santa Leopoldina","Estrada para Stª Teresa, propriedade de Floriano Bremekamp.&nf;Habitat: Mata de pedreira (floresta semidecídua sobre rochas). Alt. c. 600m.","-40.548611","-20.056667",NA,"Arbusto 3m, estéril.","UEC112784","UEC112784","-40.548611","-20.056667",NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA
"6","2020-04-22 16:24:34-03","UFPB","JPB","56059","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Rudgea","ovalis","Rudgea ovalis","Müll. Arg",NA,"Conrado, R","59",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Cabo Frio","Buzios, entre as praias das Focas e do forno.","-42.0186004638672","-22.8794002532959",NA,"; DESC: Arbusto. Ramos pálidos 1m. Folhas coriaceas discolor face inferior palida. Inflor.c/ raque branco c/ nós verdes cálice branco flores passadas, frutos imaturos verdes.","JPB0056059",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA
"7","2015-09-18 03:38:20-03","MNHN","RECOLNAT_MNHN_P","P00074155","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","amplicalyx","Rudgea amplicalyx","Standl.","Standley","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Espiritu Santo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00074155' target='other'> <mi>dwc_moreinfo</mi></a>","P00074155","P00074155_01",NA,NA,NA,NA,NA,NA,NA,"holotype","B2 332",NA,NA,NA,NA
"8","2015-09-03 23:48:26-03","MNHN","RECOLNAT_MNHN_P","P00074156","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","amplicalyx","Rudgea amplicalyx","Standl.","Standley","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Espiritu Santo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00074156' target='other'> <mi>dwc_moreinfo</mi></a>","P00074156","P00074156_01",NA,NA,NA,NA,NA,NA,NA,"isotype","B2 332",NA,NA,NA,NA
"9","2015-09-03 21:43:32-03","MNHN","RECOLNAT_MNHN_P","P00074157","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","amplicalyx","Rudgea amplicalyx","Standl.","Standley","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Espiritu Santo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00074157' target='other'> <mi>dwc_moreinfo</mi></a>","P00074157","P00074157_01",NA,NA,NA,NA,NA,NA,NA,"isotype","B2 332",NA,NA,NA,NA
"10","2015-09-18 07:05:46-03","MNHN","RECOLNAT_MNHN_P","P00582123","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Zappi","Riedel, L.",NA,"1833",NA,NA,NA,"Brasilia",NA,NA,"Castelnovo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582123' target='other'> <mi>dwc_moreinfo</mi></a>","P00582123","P00582123_01",NA,NA,NA,NA,NA,NA,NA,"type","549",NA,NA,NA,NA
"11","2015-09-18 07:31:22-03","MNHN","RECOLNAT_MNHN_P","P00582135","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Zappi","Glaziou, A.",NA,"1875","8","8",NA,"Brésil",NA,NA,"Province de Rio de Janeiro, Cabo Frio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582135' target='other'> <mi>dwc_moreinfo</mi></a>","P00582135","P00582135_01 P00582135_02",NA,NA,NA,NA,NA,NA,NA,NA,"9478",NA,NA,NA,NA
"12","2015-09-04 15:55:50-03","MNHN","RECOLNAT_MNHN_P","P00582136","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Zappi","Glaziou, A.",NA,"1875","8","8",NA,"Brésil",NA,NA,"Province de Rio de Janeiro, Cabo Frio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582136' target='other'> <mi>dwc_moreinfo</mi></a>","P00582136","P00582136_01",NA,NA,NA,NA,NA,NA,NA,NA,"9478",NA,NA,NA,NA
"13","2015-09-05 02:39:44-03","MNHN","RECOLNAT_MNHN_P","P05058473","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.","Bruniera","Kallunki, J.A.|Pirani, J.R.",NA,"1995","2","17",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia","Serra Sepeatiba, at TELERJntower reached (eventually) after 5,8km on dirt road turning N from Araruama-S. Pedro de Aldeia road at 3,5km W of turn to Macaé; on road between tower and locked gate 3,8km below tower.","-42.15","-22.81667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05058473' target='other'> <mi>dwc_moreinfo</mi></a>","P05058473","P05058473_01",NA,NA,NA,NA,NA,NA,NA,NA,"631",NA,NA,NA,NA
"14","2015-09-04 19:49:21-03","MNHN","RECOLNAT_MNHN_P","P05194578","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll.Arg.",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05194578' target='other'> <mi>dwc_moreinfo</mi></a>","P05194578","P05194578_01",NA,NA,NA,NA,NA,NA,NA,NA,"103",NA,NA,NA,NA
"15","2015-12-05 10:57:00-02","MO","MOBOT","100880372","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.","M. Gomes","Cyl Farney|et al.","Farney 4955","2000","9","25","South America","Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba, Floresta Estacional Semidecídua, Vertente Norte.","-42.1027984619141","-22.8391990661621",NA,NA,NA,NA,NA,NA,"260.00000000","300.00000000","20879","auto",NA,NA,NA,"1",NA,NA,NA
"16","2017-06-27 09:08:00-03","MO","MOBOT","100983899","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.","C.P. Bruniera","C.P. Bruniera|Milton Groppo|Ludovic Kollmann","Bruniera 290","2012","3","29","South America","Brazil","Espírito Santo","Santa Teresa","Santo Antônio. Estrada para a Rebio Agusto Ruschi. Estrada de terra à esquerda. Terreno de Boza.","-40.595","-19.9105556",NA,NA,NA,NA,NA,NA,"819.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"17","2015-09-28 17:15:00-03","MO","MOBOT","3236359","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","umbrosa","Rudgea umbrosa","Müll. Arg.","D. Zappi, K","W. Pizziolo","Pizziolo 158","1984",NA,NA,"South America","Brazil","Espírito Santo",NA,"Santa Teresa, Goipaboaçu.",NA,NA,NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
