"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"48","2016-03-09 17:11:52-03","MNHN","RECOLNAT_MNHN_P","P01033072","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"Leitão Filho, H.F.|Rodrigues, R.R.|Fonseca, R.C.B.|Arzolla, F.A.R.D.P.|Galvão, J.C.|Kim, A.C.",NA,"Brasil","Bahia","Jandaíra","Estrada p/ Barra do Turvo","-48.47861","-24.785","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01033072' target='other'> <mi>dwc_moreinfo</mi></a>","P01033072","P01033072_01",NA,"1995","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32756",NA,NA,NA
"49","2021-02-11 17:19:27-03","UFPR","UPCB","51755","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Guimarães, O.A.","Dunaiski Jr., A.",NA,"Brasil","Paraná","Piraquara","Morro do Anhangava","-49.0633010864258","-25.4416999816895",NA,"Árvore 8m, ramagem fechada, fruto maduro vermelho..",NA,NA,"736","1998","08","26",NA,NA,"2005","05",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:19:27-03","UFPR","UPCB","31210","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Hatschbach, G.","Schütz, A.L.",NA,"Brasil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,"Árvore, 10m, flor branca..",NA,NA,"42","1996","03","13",NA,NA,"1996","08","05","17116","auto",NA,NA,NA,NA,NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","2851590","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"PESSOA","South America","Brazil","Rio de Janeiro",NA,"Mun. Nova Friburgo, Reserva ecologica Municipal de Macae de Cima. Morro Curuzu. Ponte de Saudade.","-42.5","-22.55",NA,NA,NA,NA,"PESSOA 172","1987","7","15","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-10 04:40:00-03","MO","MOBOT","2851637","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"H. C. de Lima|et al.","South America","Brazil","Rio de Janeiro",NA,"Mun.Nova Friburgo, Reserva Ecológica Municipal de Macae de Cima, Sitio Sophronites.","-42.5","-22.55",NA,NA,NA,NA,"Lima 3498","1989","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2011-02-28 10:14:00-03","MO","MOBOT","2851666","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"Auguste F.M. Glaziou","South America","Brazil",NA,NA,"Province .",NA,NA,NA,NA,NA,NA,"Glaziou 17489","1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","3326708","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","W.R. Anderson","J.M. Silva","South America","Brazil","Paraná",NA,"Estrada Pacas para o Parque das Lauráceas (Mun. Tunas do Paraná).",NA,NA,NA,NA,NA,NA,"Silva 3361","2001","3","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","14812",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","R.F. Almeida/IX-2012","L. Kollmann; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167",NA,"Arvoreto 6m. DAP 19cm. Fuste 5m. Botões verdes.","MBML014812","MBML014812","3901","2001","06","12",NA,NA,NA,NA,NA,NA,NA,NA,"40W34'60","19S59'3",NA,NA,NA,NA
"56","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","20296",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","R.F. Almeida/III-2013","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore de 9m, frutos imaturos de cor verde, meia encosta, dossel 18m.","MBML020296","MBML020296","2155","2003","04","08",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"57","2021-01-09 21:48:38-03","UNICENTRO","HUCO","3707","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Pastore, J.A.","Chautems, A.; et al.; et al.",NA,"Brasil","São Paulo","Biritiba Mirim",NA,NA,NA,NA,"SPSF 11202","HUCO003707",NA,"48","1983","03","29",NA,NA,"2004","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-04 11:05:39-03","UFRB","HURB","3144","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","W.R. Anderson","Custódio Filho, A.",NA,"Brasil","São Paulo","Biritiba Mirim","Estação Biológica de Boracéia;",NA,NA,NA,NA,"HURB000003144",NA,"2678","1986","05","29",NA,NA,"1998","08","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-04 11:05:39-03","UFRB","HURB","3163","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","W.R. Anderson","Dais, A.C.",NA,"Brasil","São Paulo","São Miguel Arcanjo","parque estadual Carlos Botelho;","-47.9900016784668","-23.8700008392334",NA,NA,"HURB000003163",NA,"73","1986","03","24",NA,NA,"1998","08","14","27904","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","1362322","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01874785","US01874785_01 US01874785_02","16728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2646724","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"F. C. Hoehne","South America - Neotropics","Brazil",NA,NA,"Alto da Serra",NA,NA,NA,NA,"US01874779","US01874779_01 US01874779_02","s.n.","1919","3","4",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2646731","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"A. Gehrt","South America - Neotropics","Brazil",NA,NA,"Alto da Serra, Estação Biológica",NA,NA,NA,NA,"US01874781","US01874781_01 US01874781_02","s.n.","1922","5","4",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","250350","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01874784","US01874784_01 US01874784_02","16728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","2027078","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"G. Hatschbach","South America - Neotropics","Brazil","Piraquara",NA,"Morro Anhangava.",NA,NA,NA,NA,"US01874782","US01874782_01 US01874782_02","1236","1949","4","14",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","1543112","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"F. C. Hoehne","South America - Neotropics","Brazil",NA,NA,"Alto da Serra.",NA,NA,NA,NA,"US01874783","US01874783_01 US01874783_02","4677","1920","12","23",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2646730","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"A. C. Brade","South America - Neotropics","Brazil",NA,NA,"Serra do Mar, Campo Grande",NA,NA,NA,NA,"US01874780","US01874780_01 US01874780_02","5953","1915","1","17",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"67","2020-09-02 16:32:10-03","Cenargen","CEN","23429","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","S. V. A. Pessôa","Solange de V. A. Pessoa",NA,"Brasil","RJ","NOVA FRIBURGO","Reserva Ecológica Municipal de Macaé de Cima, Morro Curuzu.","-42.5311012268066","-22.2819004058838","Exsicatas","(Coord. 22º 33 / 22º 28 S, 42º 30 / 42º 34 W). Ponte da Saudade. Folhas discolores verdes. Doação do Jardim Botânico do Rio de Janeiro/RB. Programa Mata Atlântica. Flora de Macaé de Cima Área I. Projeto financiado pela MacArthur Foudation e Shell Brasil S. A.","CEN00023429","CEN00023429","172","1987","07","15","1400","1400","1987","07",NA,"33190","auto",NA,NA,NA,NA,NA,"1",NA
"68","2019-12-09 17:30:11-03","UFPR","EFC","16883","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Barboza, E.","Brotto, M.L.; Barboza, E.",NA,"Brasil","Paraná","Adrianópolis","Parque estadual das Lauráceas","-48.7167","-24.8639",NA,"Árvore com 6m de altura; pétalas vermelho-róseas","EFC016883",NA,"2090","2015","10","26",NA,NA,"2015","12","03",NA,NA,NA,"-48.7167","-24.8639",NA,NA,NA,NA
"69","2019-10-29 10:07:59-03","UFPR","EFC","6211","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Hatschbach, G.","Schütz, A.L.; Gatti, G.",NA,"Brasil","Paraná","Quatro Barras","Serra da Baitaca","-49.0036","-25.3887",NA,"Árvore de 10m, flores brancas. __COMMOM_NAME__: Murici","EFC006211",NA,"42","1996","03","13",NA,NA,"1996","08","05",NA,NA,NA,"-49.0036","-25.3887",NA,NA,NA,NA
"70","2021-03-15 18:28:20-03","USP","SPF","133556","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Silva, AA","Pirani, JR",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Perto do limite com a cidade. Trilha do campo.","-46.733333","-23.987778",NA,"Arvoreta 4 m alt., em capão, heliófila. Frutos imaturos verde-claros, maduros vermelhos.","SPF00133556","SPF00133556","4429","1998","09","19","799","799","2016","08",NA,NA,NA,NA,"-46.733333","-23.987778",NA,NA,NA,NA
"71","2021-03-15 18:28:20-03","USP","SPF","37622","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Mamede, MCH","Hensold, N",NA,"Brasil","Minas Gerais","Fechados","Serra do Cipó, SW of Congonhas do Norte, N of the Rio Preto. 18º49'20 - 18º50'50S, 43º47'00 - 43º50'00W.","-43.783333","-18.822222",NA,"Col. Hensold nº749; Shrub 1 m; petals yellow turning orange-red; gravelly campo.","SPF00037622","SPF00037622","CFCR3912","1982","04","23","1150","1400","2014","02","12",NA,NA,NA,"-43.783333","-18.822222",NA,NA,NA,NA
"72","2021-03-15 18:28:20-03","USP","SPF","174546","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Wesenberg, J","Wesenberg, J",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Próximo à parte superior da trilha do Rancho Frio. Floresta alto-montana.","-43.013333","-22.463889",NA,"Árvore, DAP 15,6 cm, altura ca. 6 m. Flor 5-mera. Petalos gravados. Casca fina, com fisuras longitudinais finas. Madeira avermelhada com cheiro desagradável.","SPF00174546","SPF00174546","JW653","2005","03","12","1625","1625","2005","04","06",NA,NA,NA,"-43.013333","-22.463889",NA,NA,NA,NA
"73","2021-03-15 18:28:20-03","USP","SPF","198797","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Mamede, MCH","Moura, C",NA,"Brasil","São Paulo",NA,"Reserva Florestal Alto da Serra.",NA,NA,NA,"Data de coleta: 17-18.II.1968; Árvore pequena.","SPF00198797","SPF00198797","s.n.","1968","02","17",NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 18:28:20-03","USP","SPF","194597","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, WR","Custódio-Filho, A",NA,"Brasil","São Paulo","Biritiba-Mirim","23º38' - 23º39' S, 45º52' - 45º53' W.","-45.866667","-23.633333",NA,"Arbusto, flores brancas, estames amarelos","SPF00194597","SPF00194597","2678","1986","05","29","890","950","1998","08","14",NA,NA,NA,"-45.866667","-23.633333",NA,NA,NA,NA
"75","2021-03-15 18:28:20-03","USP","SPF","171837","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, WR","Hatschbach, G",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras. Floresta atlântica.","-41.1347007751465","-20.3397006988525",NA,"Árvore, 8 m, fruto amarelo.","SPF00171837","SPF00171837","71483","2000","10","20","900","1000","2002",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 18:28:20-03","USP","SPF","156375","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, WR","Silva, JM",NA,"Brasil","Paraná","Tunas do Paraná","Estrada para o Parque das Lauráceas. Mata atlântica.","-49.0858001708984","-24.9743995666504",NA,"Árvore, 6 m, fruto imaturo.","SPF00156375","SPF00156375","3361","2001","03","23",NA,NA,"2002",NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-22 16:09:03-03","UEFS","HUEFS","231173","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","R.Moura",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Conglomerado 14-2-4-43. Localidade de Rio Bonito.","-36.440278","-22.410556",NA,"Floresta Densa Montana","HUEFS0231173","HUEFS0231173","85","2014","08","13",NA,NA,"2017","03",NA,NA,NA,"Rosanae","36W26'25''","22S24'38''",NA,NA,NA,NA
"78","2019-09-04 20:02:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,NA,"A. Glaziou","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"3893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]",NA,NA
"79","2018-02-27 14:13:55-03","F","FMNH-SEEDPLANTS","V0449363F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,NA,"L. Biral","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449363F","V0449363F_01","904","2013","9","15",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"80","2019-01-25 15:42:06-02","IAC","IAC","53793","S","Plantae",NA,NA,"Malpighiaceae-1.Byrsonimoideae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","W.R. Anderson","A.C. Dias",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9972","-23.8783",NA,NA,NA,NA,"73","1986","03","24",NA,NA,"1998","08","14",NA,NA,NA,"-47.9972","-23.8783",NA,NA,NA,NA
"81","2020-07-23 12:11:00-03","CEPLAC","CEPEC","121438","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"E. P. Queiroz","H. C. de Lima",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, estrada da Trilha do Raia, Sapé.","-43.484167","-22.589444",NA,NA,NA,NA,"6018","2002","01","30",NA,NA,NA,NA,NA,NA,NA,NA,"43W29'3","22S35'22",NA,NA,NA,"24/03/2011"
"82","2020-07-23 12:11:00-03","CEPLAC","CEPEC","131684","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"M.C.H. Mamede","M. Carra",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-23 12:11:00-03","CEPLAC","CEPEC","4503","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"A. M. Amorim","R. P. Belém",NA,"Brasil","Minas Gerais",NA,"Rod. BR-4, Km 944. MG.",NA,NA,NA,NA,NA,NA,"3752","1968","06","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/04/1991"
"84","2020-07-23 12:11:00-03","CEPLAC","CEPEC","94644","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"W. R. Anderson","G. Hatschbach",NA,"Brasil","Distrito Federal","SÃO BENTO DE URÂNIA","Estrada São bento de Urânia a Alfredo Chaves.",NA,NA,NA,NA,NA,NA,"59056","1999","05","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2002"
"85","2020-07-23 12:11:00-03","CEPLAC","CEPEC","102624","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"A. Francener","L. Kollmann",NA,"Brasil","Espírito Santo","SANTA TERESA","Cabeceira do Rio Bonito. Terreno da Aeronáutica, Radar.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"3901","2001","06","12",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,"05/12/2013"
"86","2020-07-23 12:11:00-03","CEPLAC","CEPEC","118579","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"W. R. Anderson","G. Hatschbach",NA,"Brasil","Espírito Santo","venda nova do imigrante","Alto Bananeira.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"71483","2000","10","20",NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/2002"
"87","2020-07-23 12:11:00-03","CEPLAC","CEPEC","99126","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"W. R. Anderson","J. M. Silva",NA,"Brasil","Paraná","BOCAIÚVA DO SUL","Estrada de Pacas para o Parque das Lauráceas.","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"3361","2001","03","23",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,"30/12/2002"
"88","2020-07-23 12:11:00-03","CEPLAC","CEPEC","51853","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"A. M. Amorim","H. C. de Lima",NA,"Brasil","Rio de Janeiro","nova friburgo","Distrito de Macaé de Cima, nascente do Rio das Flores. Sitio Sophronites.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"3498","1997","11","08",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"30/12/1991"
"89","2020-07-23 12:11:00-03","CEPLAC","CEPEC","51856","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"A. M. Amorim","G. Martinelli",NA,"Brasil","Rio de Janeiro","nova friburgo","Macaé de Cima, nascente do Rio das Flores.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"11916","1986","11","26",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"10/07/1990"
"90","2020-07-23 12:11:00-03","CEPLAC","CEPEC","51854","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"J.F.A. Baumgratz","C. M. B. Correia",NA,"Brasil","Rio de Janeiro","nova friburgo","Macaé de Cima, Sitio Hum Bacus.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"213","1990","09","13",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"30/12/1991"
"91","2020-07-23 12:11:00-03","CEPLAC","CEPEC","51915","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"A. M. Amorim","C. M. Vieira",NA,"Brasil","Rio de Janeiro","nova friburgo","Macaé de Cima, trilha para a Serra dos Pirineus.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"59","1989","08","16",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"30/12/1991"
"92","2020-07-23 12:11:00-03","CEPLAC","CEPEC","51855","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"A. M. Amorim","S. de V. A. Pessoa",NA,"Brasil","Rio de Janeiro","nova friburgo","Morro Curusu, Ponte da Saudade.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"172","1987","07","15",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"30/12/1991"
"93","2020-07-23 12:11:00-03","CEPLAC","CEPEC","121478","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"E. P. Queiroz","S. J. S. Neto",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Pico do Tinguá.","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"1659","2002","01","30",NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,"24/03/2011"
"94","2020-07-23 12:11:00-03","CEPLAC","CEPEC","79020","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"A. M. Amorim","C. Farney",NA,"Brasil","Rio de Janeiro","PETRÓPOLIS","Caxambu, Morro do Inferno.","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"1112","1978","06","02",NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,"30/12/1998"
"95","2020-07-23 12:11:00-03","CEPLAC","CEPEC","154375","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"C. Baez","C. Baez",NA,"Brasil","Rio de Janeiro","santa maria madalena",NA,"-42.0080986022949","-21.9552993774414",NA,"<ll>dwc_commonname:</ll>",NA,NA,"881",NA,NA,NA,NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA
"96","2020-07-23 12:11:00-03","CEPLAC","CEPEC","78384","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"E. C. Dalcin","G. Martinelli",NA,"Brasil","Rio de Janeiro","santa maria madalena","Parque Nacional de Desengano, pedra do Desengano, vertente NW.","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"13222","1988","12","20",NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,"18/07/1989"
"97","2020-07-23 12:11:00-03","CEPLAC","CEPEC","115021","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"Wesenberg, J. W.","Wesenberg, J. W.",NA,NA,"Rio de Janeiro","TERESÓPOLIS","Parque Nacional da Serra dos Órgãos.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"586","2005","02","14","1585","1585",NA,NA,NA,"38539","auto",NA,"430'48","2227'50",NA,NA,NA,NA
"98","2020-07-23 12:11:00-03","CEPLAC","CEPEC","115020","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"Wesenberg, J. W.","Wesenberg, J. W.",NA,NA,"Rio de Janeiro","TERESÓPOLIS","Parque Nacional da Serra dos Órgãos.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"605","2005","03","11","1615","1615",NA,NA,NA,"38539","auto",NA,"430'48","2227'50",NA,NA,NA,NA
"99","2020-07-23 12:11:00-03","CEPLAC","CEPEC","82565","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"A. M. Amorim","C. M. Izumizawa",NA,"Brasil","São Paulo","SÃO PAULO","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Embú Guaçú.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"56","1980","08","19",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,"30/06/1999"
