"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00978994","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","52051","1988","05","16","South America","Brazil","Minas Gerais","Rio das Mortes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978994","NY00978994_01","R. C. Barneby","Grão Mogol","-42.8894","-16.5594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00978996","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"H. S. Irwin","23447","1969","02","17","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 16 km west of Grão Mogol","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978996","NY00978996_01",NA,"Cristália","-42.98155","-16.6439","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00978923","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","41461","1978","07","23","South America","Brazil","Minas Gerais","Grão Mogol, arredores","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063706' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978923","NY00978923_01","R. C. Barneby","Grão Mogol","-42.8943","-16.5648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00978973","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","18354","1960","09",NA,"South America","Brazil","Minas Gerais","Serra de Grão Mogol","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978973","NY00978973_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00978925","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","52106","1988","05","17","South America","Brazil","Minas Gerais","Grão Mogol, subida para Pasto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978925","NY00978925_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00978949","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"A. M. V. de Carvalho","6540","1998","08","02","South America","Brazil","Minas Gerais","Grao Mogol, atrás da cidade. Trilha do Barão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=380169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978949","NY00978949_01","R. C. Barneby","Grão Mogol","-42.895","-16.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00978997","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"H. S. Irwin","23447","1969","02","17","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 16 km west of Grão Mogol","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978997","NY00978997_01",NA,"Cristália","-42.98155","-16.6439","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00978998","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"H. S. Irwin","23447","1969","02","17","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 16 km west of Grão Mogol","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978998","NY00978998_01",NA,"Cristália","-42.98155","-16.6439","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:39:38-03","EAO","IAN","153968","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","stillifera","Cassia stillifera","H.S. Irwin & Barneby",NA,"Irwin, HS; Souza, R","23447","1969","02","17","Southern America","Brasil","Minas Gerais","Serra do Espinhaço. Wet sandy campo with low outcrops, ca. 16Km W of Grão Mogol.",NA,NA,"IAN153968",NA,"Irwin, HS",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:11-03","PUCPR","HUCP","16623","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(Irwin, H.S. & Barneby) Irwin, H.S. & Barneby",NA,"Hatschbach, GG","73644","2002","08","19",NA,"Brasil","Minas Gerais","Curimataí, Rio Preto.",NA,NA,NA,NA,"Hatschbach, GG","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-26 18:08:13-03","CPAN-UFMS","COR","8919","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Hatschbach, G.; Hatschbach, M. & Silva, J. M.","73644","2002","08","19",NA,"Brasil","Minas Gerais","Curimataí, rio Preto",NA,"Arbusto ramoso com 2m de altura; untuoso ao tacto Habito: Arbusto",NA,NA,"G. Hatschbach","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,"2002","42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:08:13-03","CPAN-UFMS","COR","7884","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. Hatschbach; M. Hatschbach e E. Barbosa","72026","2001","05","15",NA,"Brasil","Minas Gerais","Serra do Cabral. Campo rupestre; Arenoso; serra.",NA,"Arbusto ramoso, copa arredondada. Próximos a afloramentos rochosos ; Com Flor: Amarela",NA,NA,"G. Hatschbach","Joaquim Felício","-44.1721992492676","-17.7574996948242","900","900",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:15:45-03","UFBA","ALCB","60453a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","73644","2002","08","19","Southern America","Brasil","Minas Gerais","Curimataí, rio Preto.",NA,"Arbusto. Ramoso, 2 m, untuoso ao tacto.; Campo rupestre, margem do rio.","ALCB027015","ALCB027015","Hatschbach, G","Buenopolis","-44.1800003051758","-17.8733005523682",NA,NA,"2002","42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:15:45-03","UFBA","ALCB","050083","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","67988","1998","07","18","Southern America","Brasil","Minas Gerais","estrada Grão Mogol - Cristália, ponte sobre o rio Itacambiruçu",NA,"Arbusto. 1 m, ramoso, untuoso ao tacto. Flor amarela.; Campo rupestre. Solo arenoso.","ALCB027014","ALCB027014","Barneby, R","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,"1999","30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:09:05-03","ESALQ","ESA","73930","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","stilifera","Chamaecrista stilifera","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.; Elias, S.I.","25679.0","2001","07","11",NA,"Brasil","Minas Gerais","Estrada Grão Mogol - Cristália, ca. 6 km de Grão Mogol. 16o35'47S, 42o54'05W. Campo rupestre com elementos de caatinga.",NA,"Arvoreta, ca 4 m alt.; flores amarelas. Viscosa.","ESA073930",NA,"Souza, A.O.","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"2017","67219","auto","03","16",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:09:05-03","ESALQ","ESA","61951","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","Irwin & Barneby",NA,"Hatschbach, G. et al.","68052.0","1998","07","19",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA061951","ESA061951",NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"1998","67219","auto","01","01",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:09:05-03","ESALQ","ESA","60956","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera",NA,NA,"Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22451.0","1999","05","16",NA,"Brasil","Minas Gerais","Serra do Cabral. 17o42'29S, 44o11'31W. Campo arenoso com cerrado e afloramentos rochosos adjacentes.",NA,"Arbusto viscosíssimo; flores amarelas.","ESA060956",NA,"Cota, M.","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"2014","37503","auto","11","10","-44,191,944","-17,708,083",NA,NA,NA,NA,NA
"28","2020-11-04 11:09:05-03","ESALQ","ESA","120880","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera",NA,NA,"Delfini, C.","472.0","2012","05","01",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Preto, proximidades da prainha.",NA,"Arbusto, ca. 1m alt., cálice e corola amarelos.","ESA120880",NA,"Cota, M.","São Gonçalo do Rio Preto","-43.345","-18.116","790","790","2014",NA,NA,"11","10","-43.345","-18.116",NA,NA,NA,NA,NA
"29","2020-11-04 11:09:05-03","ESALQ","ESA","73915","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera",NA,NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25664.0","2001","07","10",NA,"Brasil","Minas Gerais","Serra do Cabral. Estrada Joaquim Felício - Várzea da Palma, ca. 9 km de Joaquim Felício. Beira da estrada.",NA,"Arvoreta, ca. 3 m alt.; flores amarelas.","ESA073915",NA,"Cota, M.","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"2014","37503","auto","11","10",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:28:56-03","MN","R","198069","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","68052","1998","08","19",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Hatschbach, G.","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"1998","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:29:18-03","IAP","PACA-AGP","86772","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Caesalpinaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H. S. Irwin & Barneby) H. S. Irwin & Barneby",NA,"Hatschbach, G.","73644","2002","08","19",NA,"Brasil","MG","Curimataí, Rio Preto.",NA,"Arbusto ramoso 2m de altura , untuoso ao tato. Habitat: Campo rupestre, margem de rio Hábito: arbusto","PACA086772",NA,"G. Hatschbach","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,"2002","42854","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"32","2020-12-20 21:17:17-03","UFV","VIC","45743","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S. Irwin & Barneby) H.S Irwin & Barneby",NA,"Silva, M.; et al.","CFCR10796","1987","05","22",NA,"Brasil","Minas Gerais","Vale do Ribeirão dos Bois.",NA,"Arbusto ou arvoreta, até 5 m alt. Casca fendida longitudinalmente, cinérea. Botões verdes. Flores totalmente amarelas exceto a quilha das sépalas que são verdes. Muito frequente em toda a serra, em intensa floração.; Botões verdes. Flo","VIC045743","VIC045743","Barneby, R.","Grão Mogol","-42.8897018432617","-16.5594005584717","820","820","1988","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:17:17-03","UFV","VIC","30693","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Guarçoni, E.; Sartori, M.A.","840","2004","05","16",NA,"Brasil","Minas Gerais","Serra do Cabral, Matinha de Cerrado antropizado.",NA,"Subarbusto, c.a. de 70 cm de altura. Produz resina. Folhas verdes. Sépala verde, abaxialmente amarela. Pétala amarela.","VIC030693","VIC030693","Dutra, V.F.","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"2006","37503","auto","03","08",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:17:17-03","UFV","VIC","45751","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S. Irwin & Barneby) H.S Irwin & Barneby",NA,"Borges, L.M.; et al.","645","2012","04","26",NA,"Brasil","Minas Gerais","Serra do Cabral., Estrada Joaquim Felício-Várzea da Palma, 78,7 km de Joaquim Felício, margem direita. Campo rupestre após campo úmido.",NA,"Árvoreta ca 3m alt. Ramos, folhas e cálice viscosos. Folhas verdes discolores. Cálice amarelo. Corola amarelo ouro.; Folhas verdes discolores. Cálice amarelo. Corola amarelo ouro.; Árvoreta ca 3m alt. Ramos, folhas e cálice viscosos.","VIC045751","VIC045751","Rando, J.G.","Joaquim Felício.","-44.191944","-17.708333","1023","1023","2014",NA,NA,NA,NA,"-44.191944","-17.708333",NA,NA,NA,NA,NA
"35","2020-12-20 21:17:17-03","UFV","VIC","26098","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Hatschbach, G.; et al.","67988","1998","07","18",NA,"Brasil","Minas Gerais","Estrada Grão Mogol - Cristália, Campo rupestre; solo arenoso.",NA,"Arbusto, c.a. de 1,0 metro de altura, untuoso ao tacto, flor amarela.","VIC026098","VIC026098","Barneby, R.","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,"1999","30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:17:17-03","UFV","VIC","45715","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S. Irwin & Barneby) H.S Irwin & Barneby",NA,"Barreto, R.; et al.","CFCR12073","1988","05","28",NA,"Brasil","Minas Gerais","Carrascal entre córrego da Bonita e córrego das Mo",NA,"Arbusto ca. 3 m alt, extremamente glutinoso.Flores amarelas.; Flores amarelas.; Arbusto ca. 3 m alt, extremamente glutinoso.","VIC045715","VIC045715",NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:17:17-03","UFV","VIC","45740","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S. Irwin & Barneby) H.S Irwin & Barneby",NA,"Giulietti, A.M.; et al.","CFCR9876","1986","07","23",NA,"Brasil","Minas Gerais","Córrego Escurinha.",NA,"Arbusto de até 3m alt, em solo arenoso. Flores amarelas.; Flores amarelas.; Arbusto de até 3m alt, em solo arenoso.","VIC045740","VIC045740","Barneby, R.","Grão Mogol","-42.8897018432617","-16.5594005584717","740","740","1988","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:36:15-03","UFJF","CESJ","31845","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. Hatschbach; M. Hatschbach; E. Barbosa","67988","1998","07","18","América do Sul","Brasil","Minas Gerais","Estrada Grão Mogol - Cristália, ponte sobre o Rio Itacambiruçu",NA,"Arbusto, 1m, ramoso, untuoso ao tacto, flor amarela. campo rupestre, solo arenoso.","CESJ031845",NA,"R. Barneby","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,"1999","30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:12:28-03","UNICAMP","UEC","146801","S","Plantae","Magnoliopsida",NA,"Fabaceae","Cassia","stillifera","Cassia stillifera","H.S.Irwin & Barneby",NA,"Hatschbach, G","41318","1978","04","22",NA,"Brazil","Minas Gerais","Rio Itacambiçuru, Encosta escarposa dos morros.",NA,"Arbusto ramoso, 1,5 m, flor amarela.","UEC144786",NA,"Barneby, RC","Grão Mogol","-42.893889","-16.557222",NA,NA,"1979",NA,NA,NA,NA,"-42.893889","-16.557222",NA,NA,NA,NA,NA
"40","2021-03-01 16:30:15-03","UNICAMP","UEC","137957","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Meireles, LD; Mansanares, ME; Verola, CF; Azevedo, MTA","1125","2002","07","27",NA,"Brazil","Minas Gerais","Morro do Jambeiro",NA,"Arvoreta, 2m, frutos esverdeados.","UEC133111",NA,"Souza, AO","Grão Mogol","-42.962639","-16.605056","760","760","2017",NA,NA,"03","15","-42.962639","-16.605056",NA,NA,NA,NA,NA
"41","2021-03-01 16:30:15-03","UNICAMP","UEC","102692","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","stillifera","Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Romero, R; Almeda, F; Robinson, O; Robinson, D; et al.","5441","1998","06","12",NA,"Brazil","Minas Gerais","Próximo à entrada da cidade. Campo rupestre.",NA,"Arvoreta, ca. 2m. Botões verdes; cálice e corola amarela.","UEC054690","UEC054690","Souza, AO","Grão Mogol","-42.583333","-16.416667",NA,NA,"2017",NA,NA,"03","15","-42.583333","-16.416667",NA,NA,NA,NA,NA
