"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00918258","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"R. de Mello-Silva","South America","Brazil","Rio das Perobas, 2a cachoeira a montante","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986076' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918258","Magnoliophyta","Laurales","Nees & Mart.","H. H. van der Werff","1016","1994","09","24","Minas Gerais","Santos Dumont","-43.5525","-21.4569","NY00918258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00918256","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"P. Clausen","South America","Brazil","Brésil (Minas Geraes)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918256","Magnoliophyta","Laurales","Nees & Mart.","C. C. Mez","107","1841",NA,NA,"Minas Gerais",NA,NA,NA,"NY00918256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00918257","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"P. Clausen","South America","Brazil","Brésil (Minas Geraes)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918257","Magnoliophyta","Laurales","Nees & Mart.",NA,"s.n.",NA,NA,NA,"Minas Gerais",NA,NA,NA,"NY00918257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","642434","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"J. G. Jardim","South America","Brazil","Rod. Itambé/Encruzilhada, entrada para fazendas de cafe, 22.3 km. Regiao do Tomba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642434","Magnoliophyta","Laurales","Nees & Mart.","H. H. van der Werff","3166","2000","11","03","Bahia","Ribeirao do Largo","-40.7511","-15.3283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00918255","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"P. Clausen","South America","Brazil","Brésil (Minas Geraes)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986073' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918255","Magnoliophyta","Laurales","Nees & Mart.","R. C. Barneby; C. K. Allen","2",NA,NA,NA,"Minas Gerais",NA,NA,NA,"NY00918255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","469173","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"F. C. Hoehne","South America","Brazil","Campinas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469173","Magnoliophyta","Laurales","Nees & Mart.","B. Coe-Teixeira","28336","1931","10","06","São Paulo","Campinas","-47.039738","-22.887661","NY00469173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00918251","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"A. F. M. Glaziou","South America","Brazil","Brésil. Province de Minas, Barbacema.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918251","Magnoliophyta","Laurales","Nees & Mart.",NA,"19804","1887","07","27","Minas Gerais",NA,NA,NA,"NY00918251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00918100","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"A. F. M. Glaziou","South America","Brazil","Brésil. Province de Minas, Barbacema.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918100","Magnoliophyta","Laurales","Nees & Mart.",NA,"17190","1887","07","27","Minas Gerais",NA,NA,NA,"NY00918100_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","469175","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"F. C. Hoehne","South America","Brazil","Butantan","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469175","Magnoliophyta","Laurales","Nees & Mart.","F. C. Hoehne","926","1917","11",NA,"São Paulo","Sao Paulo","-46.724373","-23.565521","NY00469175_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","469170","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"J. B. E. Pohl","South America","Brazil","Barbaçena","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469170","Magnoliophyta","Laurales","Nees & Mart.","R. C. Barneby; C. K. Allen","248",NA,NA,NA,"Minas Gerais","Barbaçena","-43.7692","-21.2172","NY00469170_01 NY00469170_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00918254","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"J. E. B. Warming","South America","Brazil","Brasilia. Ad Lagoa Santa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918254","Magnoliophyta","Laurales","Nees & Mart.","J. G. Rohwer","s.n.",NA,NA,NA,NA,NA,NA,NA,"NY00918254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00918253","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"A. F. Regnell","South America","Brazil","Prov. Minas Geraes, Caldas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918253","Magnoliophyta","Laurales","Nees & Mart.",NA,"I395",NA,NA,NA,"Minas Gerais","Caldas","-46.3858","-21.9236","NY00918253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","469169","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"R. Kummrow","South America","Brazil","Veu de Noiva. Mata pluvial da Serra do Mer","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469169","Magnoliophyta","Laurales","Nees & Mart.","H. H. van der Werff","2939","1987","08","18","Paraná","Morretes","-48.8342","-25.4769","NY00469169_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","469171","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"G. Gardner","South America","Brazil","Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469171","Magnoliophyta","Laurales","Nees & Mart.","R. C. Barneby; C. K. Allen","5152","1836",NA,NA,NA,NA,NA,NA,"NY00469171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","469174","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"M. Kuhlmann","South America","Brazil","Mogy-Mirim","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498045' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469174","Magnoliophyta","Laurales","Nees & Mart.","B. Coe-Teixeira","1478","1947","11","11","São Paulo","Moji-Mirim","-46.96013","-22.425035","NY00469174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","355481","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula major","possible syntype","Martii Herbar. Florae Brasil.","South America","Brazil","Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355481","Magnoliophyta","Laurales","Nees",NA,"1239",NA,NA,NA,"Minas Gerais",NA,NA,NA,"NY00355481_01","major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:05-03","UFRJ","RFA","14863","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"A.P. Duarte",NA,"Brasil","Estrada para Barão de Cocais",NA,NA,"Pequena árvore de formação secundária","RFA13063",NA,NA,"Nees","I. de Vattimo","11110","1968","09","18","Minas Gerais","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-19 15:44:14-03","UNEB","HUNEB","7611","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Miranda Silva, E.B.",NA,"Brasil","Morro do Cruzeiro",NA,NA,NA,"HUNEB0007611","Angiospermae","Florideophycidae","Nees",NA,"14","1997","09","13","Bahia","Santa Teresinha","-39.541111","-12.805556",NA,NA,"366","366","Dicotyledoneae","39W32'28''","12S48'20''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:39:15-03","EAO","IAN","105360","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Magalhães, MG","Southern America","Brasil","Santa Luzia, Sanatório Werneck, capoeira ciliar, curso dagua (córrego).",NA,NA,NA,"IAN105360","Dicotiledônea",NA,"Nees & Mart. ex Nees","Barreto, M","645","1941","09","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:39:15-03","EAO","IAN","105361","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Magalhães, MG","Southern America","Brasil","Santa Luzia, Sanatório Werneck, capoeira na margem, curso d'agua.(córrego).",NA,NA,NA,"IAN105361","Dicotiledônea",NA,"Nees & Mart. ex Nees","Barreto, M","665","1941","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:39:15-03","EAO","IAN","145937","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Rosa, NA","Southern America","Brasil","Sub base Marapí, margem do Rio Marapí.",NA,NA,NA,"IAN145937","Dicotiledônea",NA,"Nees & Mart. ex Nees",NA,"223","1974","10","16","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:39:15-03","EAO","IAN","15184","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Oliveira, JE de","Southern America","Brasil","Capoeira, Ibereté, Municipio de Betim, muito frequente.",NA,NA,NA,"IAN015184","Dicotiledônea",NA,"Nees & Mart. ex Nees","Barreto, M","622","1941","10","06","Minas Gerais",NA,NA,NA,"IAN015184 IAN015184_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:39:15-03","EAO","IAN","198033","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Moraes, PLR de; Vergne, MC","Southern America","Brasil","Linhares-ES. Reserva Natural Vale.",NA,NA,"Árvore 4 m, flores brancas, área de reflorestamento.","IAN198033","Dicotiledônea",NA,"Nees & Mart. ex Nees","Moraes, P","3711","2014","09","22","Espirito Santo","Linhares","-40.075917","-19.158861",NA,NA,"67","67",NA,"-40.075917","-19.158861","2014","09","22",NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:39:15-03","EAO","IAN","198034","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Moraes, PLR de; Vergne, MC","Southern America","Brasil","Linhares-ES. Reserva Natural Vale.",NA,NA,"Árvore 6 m,flores brancas, área de reflorestamento.","IAN198034","Dicotiledônea",NA,"Nees & Mart. ex Nees","Moraes, P","3709","2014","09","22","Espirito Santo","Linhares","-40.075917","-19.158861",NA,NA,"67","67",NA,"-40.075917","-19.158861","2014","09","22",NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:39:15-03","EAO","IAN","93349","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Glaziou, AFM","Southern America","Brasil",NA,NA,NA,NA,"IAN093349","Dicotiledônea",NA,"Nees & Mart. ex Nees","Teixeira, BC","20442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965","05",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:39:15-03","EAO","IAN","93351","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Glaziou, AFM","Southern America","Brasil",NA,NA,NA,NA,"IAN093351","Dicotiledônea",NA,"Nees & Mart. ex Nees","Teixeira, BC","17190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965","05",NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:38:44-03","EAO","IAN","XILO1586","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Rosa, NA","Southern America","Brasil","Sub base Marapí, margem do Rio Marapí.",NA,NA,NA,"IANXILO1586","Dicotiledônea",NA,"Nees & Mart. ex Nees",NA,"223","1974","10","16","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:39:15-03","EAO","IAN","100106","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Fróes, RL","Southern America","Brasil","Barra do Rio Sapucaí.",NA,NA,NA,"IAN100106","Dicotiledônea",NA,"Nees & Mart. ex Nees","Barneby, RC","33910","1957","09","03","Minas Gerais","Alpinópolis","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,NA,NA,"1973",NA,NA,"22010","auto",NA,NA,NA,NA
"39","2020-01-20 14:40:31-03","UPM","MACK","404","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"M. J. Robim",NA,"Brasil","Região do Reizinho, mata latifoliada de auracária",NA,NA,NA,NA,NA,NA,"Nees & Mart.","R. Esteves","739","1991","11","07","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"1991",NA,NA,"21048","auto",NA,NA,NA,NA
"40","2019-12-12 15:31:44-03","UFABC","HUFABC","001224","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Barreto, E H P",NA,"Brasil","Área rural, mata ciliar.",NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; arvoreta, 3 m alt.","HUFABC001224","Angiospermas",NA,"Nees & Mart.","E.H.P.B","1402","2018","02","11","São Paulo","Piracaia","-46.3499984741211","-23.0499992370605",NA,NA,NA,NA,NA,NA,NA,"2018","05",NA,"26647","auto",NA,NA,NA,NA
"41","2019-12-04 15:26:04-03","PUCPR","HUCP","23177","S","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Bonaldi, R",NA,"Brasil",NA,NA,NA,NA,"HUCP00012923","Magnoliidae",NA,"Ness.","Brotto, M","262","2007","09","27","Minas Gerais","Caxambu","-44.9324989318848","-21.9771995544434","HUCP00012923",NA,NA,NA,NA,NA,NA,"2018","03","06","11683","auto",NA,NA,NA,NA
"42","2019-10-09 11:18:10-03","UFBA","ALCB","74079","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Guedes, ML","Southern America","Brasil","Piemonte da Diamantina, Trilha para a Grota de Dona antonia.",NA,NA,"de ca 4 m de altura. Folhas cartáceas, levemente discolores. Fruto imaturo.",NA,"Dicotyledon",NA,"Nees","Guedes, ML","s/n","2006","08","02","Bahia","Miguel Calmon","-40.583333","-12.416667",NA,NA,NA,NA,NA,"-40.583333","-12.416667","2006","02",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:18:10-03","UFBA","ALCB","110510","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula",NA,"Guedes, ML; Silva, MS dos; et al.","Southern America","Brasil","Recôncavo Sul, ao redor da Torre.",NA,NA,"Folhas coriáceas, discolores. Inflorescência axilar, botões e flores cremes.","ALCB003048","Dicotyledon",NA,"Nees","Moraes, PLR de","20730","2013","08","17","Bahia","Santa Teresinha","-39.516667","-12.766667","ALCB003048",NA,NA,NA,NA,"-39.516667","-12.766667","2018","04",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L 0037144","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula","isosyntype","Martius CFP von","Southern America","Brazil","Brasilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037144",NA,"Laurales","Nees & Mart. ex Nees","Rohwer JG",NA,"1848","01","01",NA,NA,NA,NA,"NL-L0037144",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"93512399",NA,NA,NA
"45","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L 0037145","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula","isosyntype","Martius CFP von","Southern America","Brazil","Brasilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037145",NA,"Laurales","Nees & Mart. ex Nees","Rohwer JG",NA,"1848","01","01",NA,NA,NA,NA,"NL-L0037145",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"905234331",NA,NA,NA
"46","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L 0037146","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula","isosyntype","Martius CFP von","Southern America","Brazil","Brasilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037146",NA,"Laurales","Nees & Mart. ex Nees","Rohwer JG",NA,"1848","01","01",NA,NA,NA,NA,"NL-L0037146",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"905234333",NA,NA,NA
"47","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L 0037147","PreservedSpecimen","Plantae","Lauraceae","Nectandra","nitidula","Nectandra nitidula","syntype","Sello F","Southern America","Brazil","Brasilia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037147 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037147",NA,"Laurales","Nees & Mart. ex Nees","Rohwer JG",NA,"1833","01","01",NA,NA,NA,NA,"NL-L0037147",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"905234335",NA,NA,NA
