"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","sex"
"11","2020-06-29 11:29:18-03","UFRJ","RFA","5951","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme",NA,"E. Pereira","5446","1960","02","23",NA,"Brasil","Paraná","São Luiz do Purunã","Campo Largo",NA,NA,"1250","1250",NA,"Trepadeira; flor alvescente","RFA26066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-27 20:28:30-03","PUCPR","HUCP","18170","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme.","Cordeiro, J; Rodrigues, R","Bassi, GSM","004","2000","05","28",NA,"Brasil","Santa Catarina","Itapoá","Chácara do Wernei","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"HUCP00007881","HUCP00007881",NA,"2007","18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:24:51-03","PUCPR","HUCP","13191","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme.","Selusniaki, M",NA,"005","2000","05","28",NA,"Brasil","Santa Catarina","Itapoá",NA,"-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"HUCP00007933","HUCP00007933",NA,"2008","18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:50:37-03","NBC","NL-BOTANY","L.3656343","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme",NA,"Hatschbach GG",NA,"1960","02","23","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3656343","NL-L3656343",NA,NA,NA,NA,"Magnoliopsidae","L 0276583",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:50:37-03","NBC","NL-BOTANY","L.3656344","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Ritter MR","Hatschbach GG",NA,"1967","03","30","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3656344","NL-L3656344",NA,"2001",NA,NA,"Magnoliopsidae","L 0276610","01","29",NA,NA,NA,NA,NA
"16","2020-02-08 08:50:37-03","NBC","NL-BOTANY","WAG.1230313","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme",NA,"Hatschbach GG; Guimarães OA",NA,"1966","09","14","Southern America","Brazil",NA,NA,"Cadesdo (Mun. Morretes) Faraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1230313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1230313","NL-WAG1230313",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:01:57-03","ESALQ","ESA","69867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Holmes, W.C.","Hatschbach, G. ; Silva, J.M.","62087.0","1985","04","03",NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"ESA069867","ESA069867",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:01:57-03","ESALQ","ESA","13982","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Hatschbach, G.","Cordeiro, J. ; Poliquesi, C.B.","816.0","1992","03","11",NA,"Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"ESA013982","ESA013982",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:01:57-03","ESALQ","ESA","78510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Oliveira, C.T.","Ribas, O.S. et al.","3538.0","2001","04","28",NA,"Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"ESA078510",NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-02-02 14:37:57-02","BGBM","B","B 10 0002116","S","Plantae",NA,NA,"Compositae","Mikania","smaragdina","Mikania smaragdina",NA,NA,"Pereira","5446",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Paraná.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002116 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002116","B100002116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:32:04-03","UFJF","CESJ","64294","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusen ex Malme","J. Cordeiro","M.G. Caxambu; et al.","2143","2008","04","19","América do Sul","Brasil","Paraná","Piraquara","Mananciais da Serra","-45.313889","-22.79","1020","1020",NA,"Trepadeira volúvel, heliófita, com flores de cor creme. Relevo: forte ondulado. Vegetação: Floresta Ombrófila Densa Montana.","CESJ064294",NA,NA,"2008",NA,NA,NA,NA,NA,NA,"-45.313889","-22.79",NA,NA,NA
"22","2019-12-09 15:31:02-03","UNICAMP","UEC","108631","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme",NA,"Anunciação, EA; Gomes, MZ","259","1993","06","26",NA,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para o Morrinho, mata de encosta.","-47.25","-24.55",NA,NA,NA,"Trepadeira. Flores creme.","UEC162912","UEC162912",NA,NA,NA,NA,NA,NA,NA,NA,"-47.25","-24.55",NA,NA,NA
"23","2021-03-01 16:24:51-03","UNICAMP","UEC","121440","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme",NA,"Farah, FT; Souza, VC; Rodrigues, RR; Tamashiro, JY; Aguiar, S; Breier, TB","2076","2001","04","10",NA,"Brazil","São Paulo","São Paulo","Parque Estadual da Sera do Mar, Núcleo Curucutu, trilha do campo. floresta de neblina com campo adjacente","-46.733333","-23.983333","800","800",NA,"liana, flores esverdeadas","UEC162914","UEC162914",NA,NA,NA,NA,NA,NA,NA,NA,"-46.733333","-23.983333",NA,NA,NA
"24","2021-03-01 16:24:51-03","UNICAMP","UEC","121442","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Oliveira, CT","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","128","2001","04","13",NA,"Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.775417","-23.989083","750","750",NA,"Liana, flores alvas.; Floresta ribeirinha ao longo do rio Mambu.","UEC126080","UEC126080",NA,"2015",NA,NA,NA,NA,"08",NA,"-46.775417","-23.989083",NA,NA,NA
"25","2021-03-01 16:24:51-03","UNICAMP","UEC","128535","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Oliveira, CT","Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, C; et al.","585","2002","04","21",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, km 69).","-47.994167","-24.141389",NA,NA,NA,"Liana volúvel. Flores brancas.; Floresta Ombrófila Densa Montana no entorno do rio Bonito. Coleta em borda de mata.","UEC126081","UEC126081",NA,"2015",NA,NA,NA,NA,"05",NA,"-47.994167","-24.141389",NA,NA,NA
"26","2021-03-01 16:24:51-03","UNICAMP","UEC","26465","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Oliveira, CT","Hatschbach, G","21305","1969","04","01",NA,"Brazil","Paraná","Quatro Barras","Rio do Corvo.","-49.0769004821777","-25.3656005859375","800","900",NA,"Volúvel, capítulos alvacente.; Margens de rio.","UEC126082","UEC126082",NA,"2015","17116","auto",NA,NA,"05",NA,NA,NA,NA,NA,NA
"27","2019-12-02 11:49:48-03","UNICAMP","UEC","77991","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme",NA,"Martins, E","26494","1992","06","08",NA,"Brazil","São Paulo","Campos do Jordão","Caminho para S. José dos Alpes","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Liana, só com frutos, papus plumoso.","UEC162877","UEC162877",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:24:51-03","UNICAMP","UEC","161969","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Oliveira, CT","Barros, F","2269","1991","04","09",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso, Pico do Cardoso.","-47.9199981689453","-25.0100002288818","840","840",NA,"Trepadeira em mata baixa. Capítulos com flores perfumadas, brancas.","UEC009318","UEC009318",NA,"2015","37574","auto",NA,NA,"05",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:24:51-03","UNICAMP","UEC","177450","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Maruyama, A","Baitello, JB","534","1994","03","29",NA,"Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, estrada do Rio Bonito e Paraíbuna.","-44.9599990844727","-23.0699996948242",NA,NA,NA,"Trepadeira, prostrada, flores brancas.","UEC065874","UEC065874",NA,"2020","38855","auto",NA,NA,"05",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:24:51-03","UNICAMP","UEC","177451","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Oliveira, CT","Baitello, JB","606","1994","03","30",NA,"Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, pedreira e arredores.","-44.9599990844727","-23.0699996948242",NA,NA,NA,"Herbácea, inflorescência branco-esverdeadas, trepadeira.; Área de solo arenoso e pedregoso, em alguns locais bastante úmido.","UEC065873","UEC065873",NA,"2015","38855","auto",NA,NA,"05",NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:06:13-03","UNICAMP","UEC","160568","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Oliveira, CT","Guillaumon, JR","s.n.","1980","07","30",NA,"Brazil","São Paulo","Santo André","Alto da Serra de Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"UEC017233","UEC017233",NA,"2015","27258","auto",NA,NA,"05",NA,NA,NA,NA,NA,NA
"32","2021-01-28 13:24:30-03","PUCRS","MPUC","12963","S","Plantae",NA,"Asterales","Asteraceae","Mikania","latisquama","Mikania latisquama","Cabrera","B. Harter",NA,NA,"1998","04","17","South America","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"33","2019-01-17 11:24:34-02","PUCRS","MPUC","10788","S","Plantae",NA,"Asterales","Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusen ex. Malme","C.A. Mondin",NA,NA,"2005","03","08","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"-50.1744444000","-29.4808333000","1",NA,NA
"34","2021-01-28 13:24:30-03","PUCRS","MPUC","8774","S","Plantae",NA,"Asterales","Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusen ex. Malme","B. Harter",NA,NA,"1998","04","17","South America","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"2012","76715","auto","Magnoliopsida",NA,"01","01",NA,NA,"1",NA,NA
"35","2021-03-16 17:50:58-03","UCS","HUCS","10592","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Robinson, H.","Cordeiro, J.","s.n.","1993","03","09",NA,"Brasil","Paraná","Bocaiúva","Serra de Santana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:50:58-03","UCS","HUCS","02720","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Robinson, H.","Kummrow, R.","2287","1983","04","13",NA,"Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,NA,"1986","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 11:51:27-03","UTFPR","HCF","6769","S","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusen ex Malme","J. Cordeiro","M.G. Caxambu","2143","2008","04","19",NA,"Brasil","PR","Piraquara","Mananciais da Serra","-48.980556","-25.49","1020","1020",NA,"trepadeira volúvel, heliófita, com flores de cor creme.",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,"48°58'50 W","25°29'24 S",NA,NA,NA
"38","2020-12-21 16:16:42-03","MBM","MBM","38230","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Barroso, G.M.","Hatschbach, G.","7967","1961","05","09","Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra do Araçoeiro","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM038230","MBM038230",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:16:42-03","MBM","MBM","159586","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Robinson, H.","Poliquesi, C.B.; Barboza, E.; Barboza, E.","143","1993","04","28","Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra do Santana","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM159586","MBM159586",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:16:42-03","MBM","MBM","38228","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Barroso, G.M.","Hatschbach, G.","6766","1960","02","23","Southern America","Brazil","Paraná","Campo Largo","Serra São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"MBM038228","MBM038228",NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:16:42-03","MBM","MBM","248148","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Holmes, W.C.","Barboza, E.; Ribas, O.S.; Ribas, O.S.","425","2000","04","08","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM248148",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:16:42-03","MBM","MBM","80476","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Robinson, H.","Kummrow, R.","2287","1983","04","13","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM080476","MBM080476",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:16:42-03","MBM","MBM","232691","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Ritter, M.R.","Soares, A.","172","1997","03","18","Southern America","Brazil","Paraná","Morretes","Morro do Rochedinho, Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM232691","MBM232691",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:16:42-03","MBM","MBM","3190","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Ritter, M.R.","Hatschbach, G.; Haas, H.; Haas, H.","16220","1967","03","30","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM003190","MBM003190",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:16:42-03","MBM","MBM","173070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme",NA,"Holmes, W.C.","5055","1990","05","30","Southern America","Brazil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM173070","MBM173070",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:42-03","MBM","MBM","99140","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Hatschbach, G.","Hatschbach, G.","48938","1985","02","27","Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM099140","MBM099140",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:16:42-03","MBM","MBM","173083","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme",NA,"Holmes, W.C.","5078","1990","06","28","Southern America","Brazil","Paraná","Tijucas do Sul","Lagoinhas","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM173083","MBM173083",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:16:42-03","MBM","MBM","101370","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Robinson, H.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","49494","1985","06","19","Southern America","Brazil","Bahia","Caravelas","Rod. ?","-39.2658004760742","-17.7318992614746",NA,NA,NA,NA,"MBM101370","MBM101370",NA,NA,"106553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:16:42-03","MBM","MBM","173973","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Holmes, W.C.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","62087","1995","04","03","Southern America","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, Cota 800","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM173973","MBM173973",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:16:42-03","MBM","MBM","156801","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Robinson, H.","Cordeiro, J.; Barboza, E.; Barboza, E.","1018","1993","03","09","Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra de Santana","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM156801","MBM156801",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:16:42-03","MBM","MBM","256033","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","smaragdina","Mikania smaragdina","Dusén ex Malme","Ritter, M.R.","Cândido, L.C.; et al.; et al.","10","1999","03","12","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM256033",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
