"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"21","2021-03-15 16:37:00-03","NY","NYBG","1065784","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","M. Silveira","1996","11","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065784",NA,"1462","Acre","Rio Purus, margem direira, seringal Samaúma Nova, colocaçao do Sr. Narciso da Silva.","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-69.2594","-8.8392","NY01065784_01","P. J. M. Maas; L. Y. T. Westra","Manoel Urbano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1147432","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","D. F. Austin","1979","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309352' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147432",NA,"7392","Amapá","Curiau de Dentro, ca 12 km NE de Macapá","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-51.0475","0.1364","NY01147432_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1147400","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","N. A. Rosa",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309355' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147400",NA,"4389","Amapá",NA,"Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.",NA,NA,"NY01147400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1147354","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","H. T. Beck",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309387' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147354",NA,"213","Amazonas",NA,"Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.",NA,NA,"NY01147354_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00957843","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","R. de Lemos Fróes","1932","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957843",NA,"1700","Maranhão","Maracassumé River Region. Candido Mendez","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-45.7278872","-1.456347","NY00957843_01","P. J. M. Maas; L. Y. T. Westra","Cândido Mendes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00957563","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","P. I. Oliveira","1982","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957563",NA,"397","Goiás","10 km O","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-50.9417","-18.7633","NY00957563_01","P. J. M. Maas; L. Y. T. Westra","Cachoeira Alta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1147389","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","G. T. Prance","1966","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309398' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147389",NA,"2394","Amazonas","Capoeira on high sloping river bank at terra firme. Rio Purus, opposite Boca do Acre","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-67.3978","-8.7522","NY01147389_01",NA,"Boca do Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1147385","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","C. A. Cid Ferreira","1980","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309391' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147385",NA,"1401","Pará","Rio Trombetas, margem esquerda, ao longo do rio.","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-57.0284843","-1.1004856","NY01147385_01",NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1147363","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","L. A. Maia",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309362' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147363",NA,"284","Amazonas",NA,"Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.",NA,NA,"NY01147363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00957571","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","E. P. Heringer","1979","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957571",NA,"807","Mato Grosso do Sul","Próximo à Reserva indígena de Caiua","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-54.8056","-22.2211","NY00957571_01","P. J. M. Maas; L. Y. T. Westra","Dourados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1147365","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","A. S. L. da Silva",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309390' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147365",NA,"P25446","Pará",NA,"Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.",NA,NA,"NY01147365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00957823","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","R. M. Harley","1969","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957823",NA,"10599","Mato Grosso","c. 10 km S. of Base Camp","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-51.77","-12.82","NY00957823_01","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1147382","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","J. M. de S. Miralha",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309412' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147382",NA,"131","Amazonas",NA,"Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.",NA,NA,"NY01147382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1187559","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","D. C. Daly","2001","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=677323' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187559",NA,"10857","Acre","Basin of Rio Juruá, Rio Bagé (tributary of Rio Tejo), left bank, trail from Colocaçao Massaranduba to Coloc. Boca do Rio Branco.","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-72.53875","-8.92833","NY01187559_01","P. J. M. Maas; L. Y. T. Westra","Marechal Thaumaturgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00957572","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","E. P. Heringer","1979","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957572",NA,"17643","Goiás","Caldas Novas (Hotel do Rio Quente)","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-48.6247","-17.7419","NY00957572_01","P. J. M. Maas; L. Y. T. Westra","Caldas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00957841","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","R. R. de Santos","1968","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957841",NA,"R1660","Mato Grosso","10 km S. of the Base Camp of the Expedition, close to the Xavantina-Sâo Felix road","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-51.87","-12.9","NY00957841_01","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00958923","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","H. S. Irwin","1966","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958923",NA,"17135","Mato Grosso","Ca. 78 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-52.23","-15.33","NY00958923_01","P. J. M. Maas; L. Y. T. Westra",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1065770","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","D. C. Daly","1993","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392305' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065770",NA,"8006","Acre","Rio Acre, basin of Rio Purus, Reserva Florestal de Humaitá, 4 hours downstream from Rio Branco by inboard-engine boat","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-67.63","-9.75","NY01065770_01","P. J. M. Maas; L. Y. T. Westra","Porto Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00957585","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","H. S. Irwin","1970","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957585",NA,"25194","Goiás","Contraforte Central, ca. 20 km N.E. of Catalão","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-47.81634","-18.03893","NY00957585_01","P. J. M. Maas; L. Y. T. Westra","Catalão","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1065758","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","M. H. Nee","1990","09","10","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065758",NA,"38704","Santa Cruz","Prov. Guarayos [formerly Prov. Nuflo de Chavez], ca. 6 km. W of Perseverancia.","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-62.83","-14.73",NA,"P. J. M. Maas; L. Y. T. Westra",NA,"275","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1147370","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","M. N. F. da Silva","1983","05","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309399' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147370",NA,"291","Pará","Estrada Santarém-Cuiabá, BR 163, km 1011 com a penetração de 3 km, margem direita do rio Jamanxim","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-55.25","-7.666667","NY01147370_01",NA,"Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00957821","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","R. M. Harley","1968","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957821",NA,"10597","Mato Grosso","c. 10 km S. of Base Camp","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-51.77","-12.82","NY00957821_01","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00957569","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","J. A. Ratter","1980","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957569",NA,"R4433","Tocantins","Ilha do Bananal, Parque Nacional do Araguaia (IBDF), nr HQ (c. 2 km from Macaúba). By Lago Rufino","Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.","-50.5","-10.5","NY00957569_01","P. J. M. Maas; L. Y. T. Westra","Pium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
