"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1","2020-09-23 10:36:11-03","E","E","80865","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.; Rocha, M.P. & de Castro, R.A.","1980","09","17","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89541","<a href=http://data.rbge.org.uk/herb/E00080865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:36:10-03","E","E","80860","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.; Da Fonsêca, S.G. & de Castro, R.A.","1972","08","23","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89547","<a href=http://data.rbge.org.uk/herb/E00080860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:36:10-03","E","E","80858","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.; Da Fonsêca, S.G. & de Castro, R.A.","1972","08","23","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89549","<a href=http://data.rbge.org.uk/herb/E00080858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-09-23 10:36:10-03","E","E","80862","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.; Pott, A. & Bastos, E.K.","1984","08","30","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89545","<a href=http://data.rbge.org.uk/herb/E00080862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-09-23 10:36:10-03","E","E","80859","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.; Da Fonsêca, S.G. & de Castro, R.A.","1972","08","23","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89548","<a href=http://data.rbge.org.uk/herb/E00080859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-09-23 10:36:10-03","E","E","80854","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Mathews, Andrew","1905","01","08","W. Tropical South America","PE","herbarium specimen of unspecif","BGBASE:89553","<a href=http://data.rbge.org.uk/herb/E00080854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080854","syntype","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-09-23 10:36:10-03","E","E","80855","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides",NA,NA,NA,NA,"W. Tropical South America","BO","herbarium specimen of unspecif","BGBASE:89552","<a href=http://data.rbge.org.uk/herb/E00080855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080855","syntype","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-09-23 10:36:11-03","E","E","80864","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.","1976","09","05","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89542","<a href=http://data.rbge.org.uk/herb/E00080864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-09-23 10:36:10-03","E","E","80856","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Spruce, R.","1905","01","28","W. Tropical South America","BO","herbarium specimen of unspecif","BGBASE:89551","<a href=http://data.rbge.org.uk/herb/E00080856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080856",NA,"4402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-09-23 10:36:11-03","E","E","80868","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.; Da Silva, P.E.; Filho, J.F. & Dos Santos, J.B.","1993","11","10","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89535","<a href=http://data.rbge.org.uk/herb/E00080868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-09-23 10:36:10-03","E","E","80857","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Bang, Miguel",NA,NA,NA,"W. Tropical South America","BO","herbarium specimen of unspecif","BGBASE:89550","<a href=http://data.rbge.org.uk/herb/E00080857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080857",NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:36:11-03","E","E","80863","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.","1976","09","04","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89544","<a href=http://data.rbge.org.uk/herb/E00080863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:36:10-03","E","E","80861","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A.; Da Cunha, C.; Rocha, M.; Rodrigues, S.; Ramos, A. & Rosa, C.","1986","10","04","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89546","<a href=http://data.rbge.org.uk/herb/E00080861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:36:11-03","E","E","80867","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Ratter, J.A., Proenca, C., Filho, J.F., Dos Santos, J.B., de Oliveira, N.R. & Pais, N.O.","1993","11","15","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89538","<a href=http://data.rbge.org.uk/herb/E00080867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:36:11-03","E","E","80869","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Spruce, R.",NA,NA,NA,"E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89532","<a href=http://data.rbge.org.uk/herb/E00080869 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080869","isotype","2576","Amazonas","Prope Panure ad Rio Uaupes [Near Panure and Rio Uaupes]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:36:11-03","E","E","80866","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","Dubs, B.","1989","05","24","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:89539","<a href=http://data.rbge.org.uk/herb/E00080866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00080866",NA,"947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:36:11-03","E","E","161777","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","lindmanii","Unonopsis lindmanii","J.H.Kirkbride","1980","02","13","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:169975","<a href=http://data.rbge.org.uk/herb/E00161777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00161777",NA,"3442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:36:11-03","E","E","161658","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","lindmanii","Unonopsis lindmanii","Kirkbride, J.H., Meirelles, M.L. & Carvalho Leite, S.L.","1980","02","05","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:169733","<a href=http://data.rbge.org.uk/herb/E00161658 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00161658",NA,"3213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","26300","PreservedSpecimen","Plantae","Annonaceae","Trigynaea","angustifolia","Trigynaea angustifolia","R. Spruce","1852","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00026300","isotype","2567",NA,"Prope Panuré ad Rio Uaupès","Magnoliophyta","Magnoliales","Benth.","-68.5121369","0.2251762","NY00026300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1147377","PreservedSpecimen","Plantae","Annonaceae","Unonopsis","guatterioides","Unonopsis guatterioides","S. A. da M. Souza",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309410' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147377",NA,"1044","Pará",NA,"Magnoliophyta","Magnoliales","(A.DC.) R.E.Fr.",NA,NA,"NY01147377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
