"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"496","2019-08-20 10:14:34-03","UNICAMP","UEC","146854","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Lima, HC; Ribeiro, RD; Filardi, FLR; Maioli, V","6494","2007","02","12","Brazil","Rio de Janeiro","São Pedro da Aldeia","ponto 266.","-42.298611","-22.815833","-42.298611","-22.815833",NA,NA,"UEC144149",NA,"Árvore pequena com 5-6 metros de altura. Frutos imaturos esverdeados. Muito freqüente nas matas secas degradadas.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2021-03-01 16:31:07-03","UNICAMP","UEC","164702","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Cardoso, D; Santos, RM","1912","2007","05","22","Brazil","Bahia","Anguera","Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá.","-39.188889","-13.572222","-39.188889","-13.572222","300","600","UEC050319","UEC050319","Árvore com ca. 4 de altura. Folíolos papiráceos. Estéril.; Floresta Estacional semidecídua com dossel a ca. 20 m de altura e afloramentos rochosos no topo da serra.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-08-20 10:14:34-03","UNICAMP","UEC","142423","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","142","2003","01","17","Brazil","Mato Grosso do Sul","Corumbá","Serra Grande, Planalto Residual do Urucum. Interior de Floresta Estacional Decidual.","-57.671806","-19.209194","-57.671806","-19.209194","550","550","UEC144100",NA,"Árvore de 18m de altura. . Flores amarelas, perfumadas visitadas por formigas. Solo ferruginoso.","2003","01",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2019-08-20 10:14:34-03","UNICAMP","UEC","142700","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","1029","2004","07","29","Brazil","Mato Grosso do Sul","Corumbá","Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Interior de Floresta Estacional Decidual.","-57.677028","-19.20475","-57.677028","-19.20475","394","394","UEC144111",NA,"Árvore de 18m de altura. Frutos maduros marrons, sementes cremes. Solo minério de ferro.","2004","07",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2021-03-01 16:31:07-03","UNICAMP","UEC","153013","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Santos, K","Santos, K","3567","2000","11","02","Brazil","São Paulo",NA,"Campinas/Itatiba, Mata Espírito Santo.","-46.95","-22.8","-46.95","-22.8",NA,NA,"UEC144109",NA,"Árvore decídua; autocórica. Pêlos glandulares, estípulas ramificadas. Altura total: 18m.; altura do fuste: 14m. PAP: 98cm. Casca rugosa; madeira moderadamente pesada; nome popular: ibiraputá.","2001",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2021-03-01 16:31:07-03","UNICAMP","UEC","153014","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Tozzi, AMGA; Santos, K","Santos, K","1179","2000","04","19","Brazil","São Paulo",NA,"Campinas/Itatiba, Mata Ribeirão Cachoeira.","-46.916667","-22.816667","-46.916667","-22.816667",NA,NA,"UEC144129",NA,"Árvore decídua; autocórica. Pêlos glandulares peltados. Altura total: 5m.; altura do fuste: 4,5m. PAP: 20cm. Casca rugosa; madeira moderadamente pesada; nome popular: ibiraputá.","2001",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2021-03-01 16:31:07-03","UNICAMP","UEC","161773","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Tomasetto, F; Ranga, NT; Rabalho, A","71","1999","12","02","Brazil","São Paulo","São José do Rio Preto","Mata dos Macacos","-49.4","-20.883333","-49.4","-20.883333","400","400","UEC009596","UEC009596","Árvore, ca. 15 m de altura, inflorescência amarela, borda da mata.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2021-03-01 16:31:07-03","UNICAMP","UEC","165118","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Lima, HC; Ribeiro, RD; Faria, C; Brandes, A","6347","2005","05","19","Brazil","Rio de Janeiro",NA,"Saguarema, Morro dos Pregos, estrada do Jundiá, próx. a Fazenda Santa Bárbara, cerca de 300 metros do entroncamento com a estrada para Morro dos Pregos.","-42.196389","-22.848056","-42.196389","-22.848056",NA,NA,"UEC050052","UEC050052","Árvore com 9 metros de altura. Tronco com casca levemente fissurada, DAP com aproximadamente 45 cm. Frutos passados acastanhados. Frequente. Material para DNA. ( = HCL 6230).",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2021-03-01 16:31:07-03","UNICAMP","UEC","165119","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Lima, HC; Ribeiro, RD; Faria, C; Brandes, A","6347","2005","05","19","Brazil","Rio de Janeiro",NA,"Saguarema, Morro dos Pregos, estrada do Jundiá, próx. a Fazenda Santa Bárbara, cerca de 300 metros do entroncamento com a estrada para Morro dos Pregos.","-42.196389","-22.848056","-42.196389","-22.848056",NA,NA,"UEC050050","UEC050050","Árvore com 9 metros de altura. Tronco com casca levemente fissurada, DAP com aproximadamente 45 cm. Frutos passados acastanhados. Frequente. Material para DNA. ( = HCL 6230).",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2021-03-01 16:31:07-03","UNICAMP","UEC","194496","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Verdi, M","Verdi, M; Hasckel, RP; Klemz, G","1658","2009","02","27","Brazil","Santa Catarina","Tunápolis","Raigão. Alt. 604m.","-52.74","-26.954722","-52.74","-26.954722",NA,NA,"UEC133582","UEC133582","Arbórea, flor amarela.; Floresta estacional decidual.","2009","02","27",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2021-03-01 16:31:07-03","UNICAMP","UEC","170345","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Filardi, FLR","Garcia, LC","352","2008","12","15","Brazil","São Paulo","Santa Bárbara d'Oeste","Represa São Luís.","-47.720969","-23.383747","-47.720969","-23.383747","554","554","UEC039939","UEC039939","Árvore plantada de 9 m, flores amarelas.; Mata ciliar em processo de restauração desde 1998.&nf;Mata Atlântica.&nf;Floresta Estacional Semidecídua.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2021-03-01 16:31:07-03","UNICAMP","UEC","41563","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Sartori, A; Müller, C","Gentry, A; Zardini, E","49279","1985","01","06","Brazil","São Paulo","Americana","SP-304 entre Americana e Piracicaba, km 149.","-47.5","-22.75","-47.5","-22.75","570","570","UEC026611","UEC026611","Árvore 35m, cume frutificado, casca áspera, frutos esverdeados, flores amarelas.; Floresta remanescente próxima à rodovia.","1994","11",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2021-03-01 16:31:07-03","UNICAMP","UEC","188533","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Rodrigues, RR","Scatigna, AV; et al.","820","2015","06","30","Brazil","São Paulo","Nova Odessa","Instituto de Zootecnia.","-47.479383","-28.433361","-47.479383","-28.433361","600","600","UEC118532","UEC118532","Árvore, ca. 5 m de alt. Frutos maduros cor marrom.; Borda de Fragmento de Floresta Estacional Semidecidual Degradada.","2015","07",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2021-03-01 16:31:07-03","UNICAMP","UEC","192781","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Salvador, GJL; Machado, C; Silva, JA; Silva, DV","62","1998","06","19","Brazil","Mato Grosso do Sul","Anaurilândia","Fazenda Beira Rio; Fazenda Parana e Fazenda Bacuri","-52.929167","-22.397778","-52.929167","-22.397778",NA,NA,"UEC129889","UEC129889","Árvore de 7m de altura, caule rugoso, fruto marom, no sol; Cerrado",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2021-03-01 16:31:07-03","UNICAMP","UEC","203277","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Medina, WA","Medina, WA; Portela, AJ","806","2011","10","26","Argentina","Corrientes","Empedrado","Establ. Los Origens, por RN 12, antiga Ea Las Tres Marilas.","-58.799444","-27.736389","-58.799444","-27.736389",NA,NA,"UEC189669","UEC189669","Árbol de 8m alt. Flores amarilas.; Remanente de bosque mesófilo a orilas del rio Paraná.","2014",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2021-03-01 16:31:07-03","UNICAMP","UEC","61796","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Bernacci, LC","24437","1990","07","31","Brazil","São Paulo",NA,"Fazenda São Vicente Mata",NA,NA,NA,NA,NA,NA,"UEC144135",NA,"Indivíduo jovem vegetativo. Correndo nas margens do rio.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2021-03-01 16:31:07-03","UNICAMP","UEC","80537","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Oliveira, A; Leite, C","Leite, C; Oliveira, A","26814","1993","01","02","Brazil","São Paulo","São Roque","Mata da Câmara, Mata mesófila semidecídua.","-47.1","-23.516667","-47.1","-23.516667",NA,NA,"UEC144136",NA,"8m alt.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-08-20 10:14:37-03","UNICAMP","UEC","82422","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Santin, DA","30945","1993","06","01","Brazil","São Paulo","Campinas","UEC, Instituto de Biologia.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC144145",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"514","2021-03-01 16:31:07-03","UNICAMP","UEC","93337","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Kraprovickas, A","Kraprovickas, A","43597","1990","02","23","Argentina","Corrientes","Capital","Corrientes, En el Parque de la Faculdad de Ciencias Agrarias. UNNE.",NA,NA,NA,NA,NA,NA,"UEC144133",NA,"Arbol 15m alt. Flores amarillas.","1990",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-08-20 10:14:34-03","UNICAMP","UEC","126816","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Queiroz, LP; Nascimento, NS","3916","1994","06","14","Brazil","Bahia","Xique-Xique","Vale do Rio São Francisco, Ca. 57 km SW de Xique-xique, na estrada para Barra. Pequena mata ciliar à beira do rio.","-42.7310981750488","-10.8217000961304",NA,NA,NA,NA,"UEC144130",NA,"Árvore de ca. 15m, copada. Folíolos cartáceos. Frutos imaturos verdes. Frequente, em frutificação.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"100560","auto",NA,NA,NA,NA,NA,NA,NA,NA
"516","2021-03-01 16:31:07-03","UNICAMP","UEC","130064","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Sciamarelli, A; Silva, SM","1197","2001","12","17","Brazil","Mato Grosso do Sul","Caarapó","Faz. V R (Rancho Verde)","-54.8222007751465","-22.6341991424561",NA,NA,NA,NA,"UEC070603","UEC070603","Árvore ca. 15 m, flores amarelas e frutos.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"38411","auto",NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-08-20 10:14:34-03","UNICAMP","UEC","141828","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","610","2003","11","24","Brazil","Mato Grosso do Sul","Corumbá","Serra Grande, Planalto Residual do Urucum. Acesso pela Fazenda Nossa Senhora Aparecida. Borda de Floresta Estacional Semidecidual.","-57.6533012390137","-19.0091991424561",NA,NA,"400","400","UEC144141",NA,"Árvore de 10m de altura. Flores com botões florais verde-amarelados, flores abertas amarelas. Solo ferruginoso.","2003","11",NA,NA,NA,NA,"Magnoliopsida",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"518","2019-08-20 10:14:34-03","UNICAMP","UEC","141941","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","142A","2003","01","17","Brazil","Mato Grosso do Sul","Corumbá","Serra Grande, Planalto Residual do Urucum. Borda de Floresta Estacional Decidual.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"UEC144102",NA,"Árvore de 18m de altura. Botões florais verde-claros, flores amarelas, perfumadas, flores abertas amarelas; frutos imaturos verde-amarelados, maduros castanho-vermelhados. Solo ferruginoso.","2003","01",NA,NA,NA,NA,"Magnoliopsida",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"519","2019-08-20 10:14:34-03","UNICAMP","UEC","141653","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","193A","2003","01","27","Brazil","Mato Grosso do Sul","Corumbá","Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Interior de Floresta Estacional Decidual.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"UEC144142",NA,"Árvore de 10m de altura. Botões verdes; flores com cálice verde-amarelado, corola amarela, rugosa; frutos imaturos verdes. Solo ferruginoso.","2003","01",NA,NA,NA,NA,"Magnoliopsida",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"520","2019-08-20 10:14:34-03","UNICAMP","UEC","141656","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","593","2003","11","21","Brazil","Mato Grosso do Sul","Corumbá","Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Interior de Floresta Estacional Decidual.","-57.6533012390137","-19.0091991424561",NA,NA,"250","250","UEC144143",NA,"Árvore de 12m de altura. Frutos maduros castanho-escuros. Solo ferruginoso.","2003","11",NA,NA,NA,NA,"Magnoliopsida",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"521","2019-08-20 10:14:34-03","UNICAMP","UEC","141657","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","594","2003","11","21","Brazil","Mato Grosso do Sul","Corumbá","Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Interior de Floresta Estacional Decidual.","-57.6533012390137","-19.0091991424561",NA,NA,"250","250","UEC144110",NA,"Árvore de 20m de altura. Botões amarelo-verdeados. Solo ferruginoso.","2003","11",NA,NA,NA,NA,"Magnoliopsida",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"522","2019-08-20 10:14:34-03","UNICAMP","UEC","140810","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","161","2003","01","17","Brazil","Mato Grosso do Sul","Corumbá","Sopé da Serra Santa Cruz, Planalto Residual do Urucum. &nf;Borda de Floresta Estacional Decidual.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"UEC144123",NA,"Árvore de 10 m de altura. Frutos imaturos verdes. Solo minério de ferro.","2003","01",NA,NA,NA,NA,"Magnoliopsida",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"523","2019-08-20 10:14:34-03","UNICAMP","UEC","140860","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Silva, RR","Silva, RR; Velásquez, JS","1083","2004","07","31","Brazil","Mato Grosso do Sul","Corumbá","Sopé da Serra Santa Cruz, Planalto Residual do Urucum. &nf;Borda de Floresta Estacional Decidual. Acesso pelo Lago Azul.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"UEC144139",NA,"Árvore de 17 m de altura. Frutos maduros marrom-escuros a negros, sementes marrons. Solo minério de ferro.","2004","07",NA,NA,NA,NA,"Magnoliopsida",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"524","2019-08-20 10:14:37-03","UNICAMP","UEC","68949","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Assis, MA","25294","1990","09","02","Brazil","Mato Grosso do Sul","Ivinhema","Fazenda Lagoa. Encantada-rio","-53.815299987793","-22.3047008514404",NA,NA,NA,NA,"UEC144132",NA,"Árvore de 5,0m.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"38521","auto",NA,NA,NA,NA,NA,NA,NA,NA
"525","2019-08-20 10:14:34-03","UNICAMP","UEC","11749","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Hatschbach, G","26097","1971","01","24","Brazil","Mato Grosso do Sul","Rio Brilhante","Faz. Bela Vista","-54.5463981628418","-21.8019008636475",NA,NA,NA,NA,NA,NA,"Árvore 18m, flores amarela, mata.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA,NA
"526","2019-08-20 10:14:37-03","UNICAMP","UEC","6719","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Hatschbach, G","26097","1971","01","24","Brazil","Mato Grosso do Sul","Rio Brilhante","Faz. Bela Vista","-54.5463981628418","-21.8019008636475",NA,NA,NA,NA,"UEC144144",NA,"Árvore 18m, flores amarela, mata.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA,NA
"527","2021-03-01 16:31:07-03","UNICAMP","UEC","124143","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Castro, RM","Forzza, RC; et al.","1759","2001","01","24","Brazil","Minas Gerais","Descoberto","Reserva biológica da represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"UEC144128",NA,"Árvore em pasto próximo a mata, 7 m. Flores com cálice esverdeado, corola amarela, filetes alvos, anteras amarelas.","2001","08",NA,NA,NA,NA,"Magnoliopsida",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA
"528","2019-08-20 10:14:37-03","UNICAMP","UEC","6721","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","3830","1976","11","30","Brazil","Minas Gerais","Santo Hipólito","Campo, beira da estrada.","-44.2230987548828","-18.2968997955322",NA,NA,NA,NA,"UEC144127",NA,"Árvore 8,0m, flores amarelas.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"32313","auto",NA,NA,NA,NA,NA,NA,NA,NA
"529","2019-08-20 10:14:37-03","UNICAMP","UEC","45086","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Hatschbach, G","47561","1984","04",NA,"Brazil","Paraná","Curitiba","Museu Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UEC144107",NA,"Árvore 8m, flor amarela, mata.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"530","2019-08-20 10:14:34-03","UNICAMP","UEC","39103","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Dias, MC","s.n.","1986","11","10","Brazil","Paraná","Londrina","Bosque I","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"UEC144105",NA,"Árvore, 10m, frutos secos e escuros.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"531","2019-08-20 10:14:34-03","UNICAMP","UEC","39102","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Dias, MC; Perri, CG","s.n.","1986","09","08","Brazil","Paraná","Londrina","Bosque I.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"UEC144131",NA,"Árvore, 12-15m, frutos secos marrom escuros.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"532","2019-08-20 10:14:37-03","UNICAMP","UEC","6720","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Hatschbach, G","39924","1977","05","18","Brazil","Paraná","Medianeira","Parque Nacional","-54.0938987731934","-25.2952995300293",NA,NA,NA,NA,"UEC144106",NA,"Árvore 20m, mata pluvial, bacia rio Paraná.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"17581","auto",NA,NA,NA,NA,NA,NA,NA,NA
"533","2019-08-20 10:14:34-03","UNICAMP","UEC","145509","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Bortoluzzi, RLC","Bortoluzzi, RLC; Reis, A; Silva, GR","1089","2002","01","23","Brazil","Santa Catarina","Garuva","Centro da cidade, Planta nativa do oeste catarinense e cultivado nas outras regiões.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"UEC144126",NA,"Árvore, ca. 20 m de altura. Flores amarelas, frutos verdes imaturos.","2002",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA,NA
"534","2021-03-01 16:31:07-03","UNICAMP","UEC","071009","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Tamashiro, JY; Rodrigues, RR; Ivanauskas, NM; Belinello, R","1035","1995","05","09","Brazil","São Paulo","Águas de Lindóia","Estrada de terra para Barão de Ataliba","-46.6300010681152","-22.4699993133545",NA,NA,NA,NA,"UEC144113",NA,"Árvore de 10m, frutos.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"8148","auto",NA,NA,NA,NA,NA,NA,NA,NA
"535","2021-03-01 16:31:07-03","UNICAMP","UEC","179890","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Alves, FM; Colletta, GD","Colletta, GD; Alves, FM","660","2012","05","16","Brazil","São Paulo","Agudos","Mata ao lado da Fazenda São João Do Guarantã.","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"UEC042653","UEC042653","Árvore, 22m, frutos amarronzados.; Floresta Estaciona Semidecidual.","2012","05","16",NA,NA,NA,"Magnoliopsida",NA,"52219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"536","2021-03-01 16:31:07-03","UNICAMP","UEC","92358","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Oliveira, DMT; Campos, CJ","s.n.","1997","08","08","Brazil","São Paulo","Botucatu","Campus de Rubião Jr., UNESP.","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"UEC144121",NA,"Árvore de cerca de 10m de alt., muitos frutos maduros.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"40412","auto",NA,NA,NA,NA,NA,NA,NA,NA
"537","2021-03-01 16:31:07-03","UNICAMP","UEC","46764","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Salis, SM; Joly, CA; Lieberg, SA","19227","1986","10","08","Brazil","São Paulo","Brotas","Mata ciliar do Rio Jacaré - Pepira Mirim, Fazenda Santa Elisa.","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"UEC144137",NA,"Árvore com 5,5m sem flores ou frutos, com rebrota.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA
"538","2021-03-01 16:31:07-03","UNICAMP","UEC","49577","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Bernacci, LC","Bernacci, LC","168","1986","01","23","Brazil","São Paulo","Cajuru","Fazenda Santa Clara.","-47.2999992370605","-21.2700004577637",NA,NA,NA,NA,"UEC026609","UEC026609","Árvore ca. 12m alt.; pétalas amarelas.; Próxima à beira de rio.","1988",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA
"539","2021-03-01 16:31:07-03","UNICAMP","UEC","186678","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Bernacci, LC","Bernacci, LC","168","1986","01","23","Brazil","São Paulo","Cajuru","Fazenda Santa Clara.","-47.2999992370605","-21.2700004577637",NA,NA,NA,NA,"UEC116382","UEC116382","Árvore ca. 12m alt.; pétalas amarelas.; Próxima à beira de rio.","1988",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA
"540","2019-08-20 10:14:34-03","UNICAMP","UEC","071312","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.","Santim, D","Santin, DA; Bertani, DF; Cielo-Filho, R","33598","1994","11","07","Brazil","São Paulo","Campinas","Bosque São José","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC144134",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"541","2019-08-20 10:14:34-03","UNICAMP","UEC","144731","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","Taub.",NA,"Ikemoto, E","0520","2005","08","09","Brazil","São Paulo","Campinas","Parque Portugal, Entorno da lagoa principal.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC144108",NA,"Árvore de 7 m.; fruto marrom achatado.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
