"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"50","2020-12-21 16:26:56-03","MBM","MBM","218283","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Araujo, P.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Amparo","Amparo","-46.7599983215332","-22.7000007629395",NA,NA,"MBM218283",NA,NA,"18036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:26:56-03","MBM","MBM","86662","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lima, H.C. de","Machado Nunes","295",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Cachoeira do Salto",NA,NA,NA,NA,"MBM086662","MBM086662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2012-08-16 10:26:00-03","MO","MOBOT","3197483","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","D. Cardoso (HUEFS)","Gert G. Hatschbach|J. Carneiro|J.M. Silva","Hatschbach 69942","2000","1","14","South America","Brazil","Paraná",NA,"Fazenda Monte Verde (Mun. Jundiaí do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"53","2021-02-04 10:28:57-03","UFRPE","HST","14189","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","D.Cardoso","E.M.Francisco; et al.","s.n.","2000","05","12",NA,"Brasil","Paraná","Cornélio Procópio","Sítio Nossa Senhora Aparecida","-50.6467018127441","-23.1811008453369",NA,"Árvore 10 m; fruto seco.","HST014189",NA,"2012","23842","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2404763","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"G. Hatschbach","9674","1963","1","12","South America","Brazil","Paraná",NA,"Mun. Guaratuba, Pedra Branca de Araraquara",NA,NA,NA,NA,"US02213378","US02213378_01",NA,NA,NA,NA,NA,NA,NA,"50","150","Dicotyledonae",NA,"1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","3321129","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"A. Butzke & et al.","11118","1995","10","6","South America","Brazil","Rio Grande do Sul",NA,"RS-Marcelino Ramos-junto ao Rio Uruguai",NA,NA,NA,NA,"US02213377","US02213377_01",NA,NA,NA,NA,NA,NA,NA,"550",NA,"Dicotyledonae",NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","2857626","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"P. de Araugo","Sao Paulo Inst. Bot. 42179","1939","12","26","South America - Neotropics","Brazil","São Paulo",NA,"Amparo.",NA,NA,NA,NA,"US00002886","US00002886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Isotype","1",NA,NA
"57","2020-09-02 16:28:01-03","Cenargen","CEN","46318","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","D. Cardoso","Gert Guenther Hatschbach","69942","2000","01","14",NA,"Brasil","PR","JUNDIAI DO SUL","Fazenda Monte Verde.","-50.247501373291","-23.4367008209229","Exsicatas","Árvore, 10 m, flor vermelha. Floresta. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00046318","CEN00046318","2014","17300","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"58","2019-11-13 11:22:31-03","USP","SPF","180960","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Hatschbach, G","69942","2000","01","14",NA,"Brasil","Paraná","Jundiaí do Sul",NA,"-50.247501373291","-23.4367008209229",NA,NA,"SPF00180960",NA,"2007","17300","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-13 11:22:31-03","USP","SPF","85522","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Sartori, A","Araújo, P","s.n.","1939","12","26",NA,"Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395",NA,NA,"SPF00085522",NA,"1997","18036","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-25 13:52:17-03","UNIVILLE","JOI","13016","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","S.F. Smith","R. Beitz","6916","1972","04","25",NA,"Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,"; HABITAT: capoeira; HABITO: Árvore","JOI013016",NA,"1992","18275","auto","01","01",NA,NA,"230","230",NA,NA,NA,NA,NA
"61","2021-03-25 13:52:17-03","UNIVILLE","JOI","2541","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Jotham Ziffer Berger","Björn Mehlhaff","199","2006","09","13",NA,"Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória, trilha preta.","-48.6380996704102","-26.2432994842529",NA,"; HABITO: Árvore","JOI002541",NA,"2006","23627","auto","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-05-08 11:12:43-03","UEFS","HUEFS","130952","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Cardoso, D.","2202","2007","11","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Arboreto do Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0130952",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"63","2020-05-08 11:12:43-03","UEFS","HUEFS","130677","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Moreira, F.F.","RB425958","2005","02","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Arboreto do JBRJ, canteiro 30F.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0130677","HUEFS0130677",NA,"57442","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"64","2020-05-08 11:12:43-03","UEFS","HUEFS","130647","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Hatschbach, G.","46098","1983","02","05",NA,"Brasil","Paraná","Morretes","Barro Branco.","-48.834400177002","-25.476900100708",NA,NA,"HUEFS0130647",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"65","2020-05-08 11:12:43-03","UEFS","HUEFS","131938","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Guillaumon, J.R.","s/nº","2005","01","23",NA,"Brasil","São Paulo","Vinhedo","Condomínio Estância Marambaia, Rua Guarujá.","-46.9700012207031","-23.0300006866455",NA,"Mata natural.","HUEFS0131938",NA,NA,"9595","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"66","2020-05-08 11:12:43-03","UEFS","HUEFS","156772","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Cardoso, D.","2726","2009","10","17",NA,"Brasil","São Paulo","Campinas","Distrito de Sousas. Condomínio Colinas do Atibaia, em frente da primeira portaria.","-47.060001373291","-22.8999996185303",NA,"Remanescente de floresta semidecídua bastante antropizada.","HUEFS0156772",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"67","2020-05-08 11:12:43-03","UEFS","HUEFS","49191","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","D.Cardoso","Hatschbach, G.","69942","2000","01","14",NA,"Brasil","Paraná","Jundiaí do Sul","Fazenda Monte Verde.","-50.247501373291","-23.4367008209229",NA,"Floresta.","HUEFS0049191",NA,"2007","17300","auto","06",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"68","2020-05-08 11:12:43-03","UEFS","HUEFS","130644","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Albuquerque, E.","RB292069","1991","03",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do RJ, Parque florístico, canteiro n. 30 F.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0130644",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"69","2020-05-08 11:12:43-03","UEFS","HUEFS","197339","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Reitz, R.","6916","1972","04","25",NA,"Brasil","Santa Catarina","Ilhota","Parque Bôtanico Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,"Na mata ciliar.","HUEFS0197339",NA,NA,"18275","auto",NA,NA,NA,NA,"230","230","Rosanae",NA,NA,NA,NA
"70","2020-05-08 11:12:43-03","UEFS","HUEFS","74107","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","D.Cardoso","Francisco, E.M.","FUEL27262","2000","05","12",NA,"Brasil","Paraná","Cornélio Procópio","Sítio Nossa Senhora Aparecida","-50.6467018127441","-23.1811008453369",NA,NA,"HUEFS0074107",NA,"2007","23842","auto","06",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"71","2020-05-08 11:12:43-03","UEFS","HUEFS","130963","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Cardoso, D.","2213","2007","11","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Arboreto do Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0130963",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"72","2018-05-14 17:15:35-03","F","FMNH-SEEDPLANTS","V0357912F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara",NA,"RRC ID Flag","L. A. F. Mattos","7329","1978","3","20","South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,"V0357912F","V0357912F_01 V0357912F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"7329",NA
"73","2019-01-25 15:40:54-02","IAC","IAC","35684","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","D.B.O.S. Cardoso","N.L. Silva Filho","s/nº","1980","01","13",NA,"Brasil","São Paulo","Espírito Santo do Pinhal","estrada dos Padres, 10 km da Bifurcação","-46.6828","-22.1158",NA,NA,NA,NA,"2009",NA,NA,"10","13","-46.6828","-22.1158",NA,NA,NA,NA,NA,NA,NA
"74","2019-01-25 15:40:54-02","IAC","IAC","18238","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","D.B.O.S. Cardoso","J. Vinicius","s/nº","1956","09","26",NA,"Brasil","São Paulo","Cosmópolis","Fazenda São Francisco, da Cia.Rhodia","-47.1961","-22.6458",NA,"Ñome popular: guaissara-branca",NA,NA,"2009",NA,NA,"10","26","-47.1961","-22.6458",NA,NA,NA,NA,NA,NA,NA
"75","2020-07-23 12:07:41-03","CEPLAC","CEPEC","85652","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara",NA,"D. Cardoso","G. Hatschbach","69942","2000","01","14",NA,"Brasil","Paraná","JUNDIAÍ DO SUL","Faz. Monte Verde.","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2007"
"76","2020-11-12 16:59:31-03","UEL","FUEL","35727","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lovato, MC","Lovato, MC; et al.","102","2003","11","14",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,NA,"2003",NA,NA,NA,NA,"-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA
"77","2020-11-12 16:59:31-03","UEL","FUEL","27263","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Dias, MC","Francisco, EM; et al.","s.n.","2000","05","12",NA,"Brasil","Paraná","Cornélio Procópio","Sítio Nossa Senhora Aparecida","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,"2000","23842","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-12 16:59:31-03","UEL","FUEL","27262","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Dias, MC","Francisco, EM; et al.","s.n.","2000","05","12",NA,"Brasil","Paraná","Cornélio Procópio","Sítio Nossa Senhora Aparecida","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,"2000","23842","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-12 16:59:31-03","UEL","FUEL","12133","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Tamashiro, JY","Dias, MC; et al.","s.n.","1990","03","20",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"1999","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-12 16:59:31-03","UEL","FUEL","12134","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Tamashiro, JY","Medri, ME; et al.","s.n.","1990","03","09",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"1999","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-12 16:59:31-03","UEL","FUEL","12135","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Tamashiro, JY","Dias, MC; et al.","s.n.","1990","03","13",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"1999","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-12 16:59:31-03","UEL","FUEL","26138","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Tamashiro, JY","Francisco, EM","s.n.","1999","11","16",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"1999","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-12 16:59:31-03","UEL","FUEL","31072","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Dias, MC","Francisco, EM; Alves, J","s.n.","2000","02","09",NA,"Brasil","Paraná","Londrina","Fazenda Carranca, Distrito de Maravilha, Distritto de Maravilha","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-12 16:59:31-03","UEL","FUEL","26137","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Tamashiro, JY","Francisco, EM","s.n.","1999","10","11",NA,"Brasil","Paraná","Londrina","Ouro Fino, São Luis, São Luis","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"1999","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-12 16:59:31-03","UEL","FUEL","27264","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Vieira, AOS","Cavalheiro, AL; et al.","s.n.","2000","03","09",NA,"Brasil","Paraná","Londrina","Sítio Rampazzo, Distrito de São Luiz, Distrito de São Luiz","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-11-12 16:59:31-03","UEL","FUEL","18878","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Francisco das Chagas e Silva; Francisco das Chagas e Silva; Silva; Silva; Silva","Francisco das Chagas e Silva; Soares-Silva, LH","1882","1995","12","08",NA,"Brasil","Paraná","Sapopema","Estrada para Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"1995","21990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-01 14:59:55-03","UnB","UB","33651","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, JR","Hatschbach, G; Carneiro, J; Silva, JM","69942","2000","01","14","Southern America","Brasil","Paraná ","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,"Árvore 10m. Flor vermelha; Floresta.",NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-10-03 10:03:46-03","UFSCar","SORO","1571","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaisara","Luetzelburgia guaisara","Toledo",NA,NA,"23020","1990","01","17",NA,"Brasil","São Paulo","Campinas","Reserva Municipal Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-08-20 20:38:49-03","UFSC","FLOR","37280","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Falkenberg, D.B.; Oliveira, C.","Falkenberg, D.B.; Oliveira, C.P.L. de","11127","2009","02","17",NA,"Brasil","Santa Catarina","Florianópolis","Canto dos Araçás, Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"árvore, 35 cm de dap, flor vermelha, 7m altura. Início da encosta. Ver Kew Bulletin 63(2):289-300, 2008.","FLOR0037280",NA,"2009","27000","auto",NA,NA,NA,NA,"13","13",NA,NA,NA,NA,NA
"90","2020-08-20 20:38:49-03","UFSC","FLOR","28523","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Smith, S.F.","Reitz, R.","6916","1972","04","25",NA,"Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,"árvore, Fruto Maduro, cor-de-palha, 8m altura","FLOR0028523",NA,"1992","18275","auto",NA,NA,NA,NA,"230","230",NA,NA,NA,NA,NA
"91","2020-08-20 20:38:49-03","UFSC","FLOR","7900","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Luetzelburgia","reitzii","Luetzelburgia reitzii","Burkart","Reis, A.","Reis, A.","304","1982","05","06",NA,"Brasil","Santa Catarina","Rio do Sul","Matadouro (Dorval Batista).","-49.6431007385254","-27.2141990661621",NA,"árvore, Fruto Maduro, amarelo-escuro passando a preto","FLOR0007900",NA,"1987","15163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-04 15:43:17-03","IF","SPSF","26255","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara",NA,NA,"J.R.Guillaumon",NA,"2000","01","17","América do Sul","Brasil","SP","Vinhedo","Condominio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: rua Guaruja&nf;;",NA,NA,NA,"9595","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"93","2021-03-04 15:43:17-03","IF","SPSF","28508","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara",NA,NA,"E.M.Francisco & J. Alves",NA,"2000","02","09","América do Sul","Brasil","PR","Londrina","Distrito de Maravilha, fazenda Carranca","-51.1627998352051","-23.3103008270264",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"94","2021-03-04 15:43:17-03","IF","SPSF","33992","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara",NA,NA,"J.R.Guillaumon",NA,"2005","01","23","América do Sul","Brasil","SP","Vinhedo","Condominio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"9595","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"95","2021-02-08 12:41:57-03","UFRGS","ICN","179850","S","Plantae","Dicotyledon",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Smith, SF","Reitz, R","6916","1972","04","25","América do Sul","Brasil","SC","Ilhota","Parque Botânico Morro do Baú","-48.8272018432617","-26.8997001647949",NA,"Doação Herbário FLOR 28523; árvore, 8 m altura, fruto maduro cor de palha; capoeira","ICN00023520","ICN00023520",NA,"18275","auto",NA,NA,NA,NA,"230","230",NA,NA,NA,NA,NA
"96","2019-11-21 10:05:56-03","IBt","SP","45706a","Extra","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Toledo, JF","Kuhlmann, M","179","1942","12","18",NA,"Brasil","São Paulo","Amparo","Monte Alegre","-46.7599983215332","-22.7000007629395",NA,"Exemplar com frutos sem data. Árvore muito comum nas matas, capueiras, pastos e beira de caminhos. Fr. sem data","SP001000","SP001000","1951","18036","auto","02","14",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"97","2019-11-21 10:05:56-03","IBt","SP","45706","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Toledo, JF","Kuhlmann, M","179","1942","12","18",NA,"Brasil","São Paulo","Amparo","Monte Alegre","-46.7599983215332","-22.7000007629395",NA,"Exemplar com frutos sem data. Árvore muito comum nas matas, capueiras, pastos e beira de caminhos. Fr. sem data","SP000999","SP000999","1951","18036","auto","02","14",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"98","2021-02-25 18:37:30-03","IBt","SP","45375a","Carpo","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Toledo, JF","Kuhlmann, M","308","1943","03","26",NA,"Brasil","São Paulo","Amparo","Monte Alegre","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"1951","18036","auto","02","14",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"99","2019-11-21 10:05:56-03","IBt","SP","45375","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Toledo, JF","Kuhlmann, M","308","1943","03","26",NA,"Brasil","São Paulo","Amparo","Monte Alegre","-46.7599983215332","-22.7000007629395",NA,NA,"SP001002","SP001002","1951","18036","auto","02","14",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"100","2019-11-21 10:05:56-03","IBt","SP","42179","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Toledo, JF","Araújo, P","s.n.","1939","12","26",NA,"Brasil","São Paulo","Amparo","Na margem da estrada de ferro","-46.7599983215332","-22.7000007629395",NA,"Árvore grande, flores cor de vinho","SP000998","SP000998","1951","18036","auto","02","14",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA
"101","2020-09-10 10:17:51-03","IBt","SP","319127","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo",NA,"Bernacci, LC","25876","1990","08","09",NA,"Brasil","São Paulo","Campinas","Fazenda São Vicente, mata mesófila semi-decídua","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:05:56-03","IBt","SP","262116","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Lorenzi, H","s.n.","1991","12","20",NA,"Brasil","São Paulo","Jaguariúna",NA,"-46.9799995422363","-22.7000007629395",NA,NA,NA,NA,"2007","12963","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:05:56-03","IBt","SP","262118","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Lorenzi, H","s.n.","1992","01","03",NA,"Brasil","São Paulo","Jaguariúna","Fazenda Holambra","-46.9799995422363","-22.7000007629395",NA,"Frutos colhidos em 15-02-1992",NA,NA,"2007","12963","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:05:56-03","IBt","SP","45954","S","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Toledo, JF","Kuhlmann, M","299","1943","03","24",NA,"Brasil","São Paulo","São Paulo","Jaguaré","-46.6300010681152","-23.5400009155273",NA,"Árvore grande","SP001001","SP001001","1951","53584","auto","02","14",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
