"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","2332098","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa","(Pittier) R.S.Cowan","M. Silva","791","1967","04","02","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511463' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332098","NY02332098_01",NA,NA,NA,"Solimões, embocadura do Rio Purus, Anuri, lago Doaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","533438","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","J. C. Lindeman","4311","1967","01","20","South America","Brazil","Paraná","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533438","NY00533438_01","latifolia","M. C. Johnston","Icaraíma","Rocky bank of Rio Paraná at Pôrto Camargo.","-53.6139","-23.3958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","533437","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","T. C. Plowman","9041","1980","02","23","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533437","NY00533437_01","latifolia","M. C. Johnston","Conceição do Araguaia","Alacilândia, 42 km. west of Conceiçao do Araguaia along highway PA-287 at Rio Arraias do Araguaia.","-49.6","-8.22","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 11:09:58-03","UNESP-IBB","BOTU","22457","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) Borhidi","Amaral Jr., A.","387","1999","04","08",NA,"Brasil","Mato Grosso do Sul",NA,"Arbusto 4m, com flores esverdeadas.","BOTU022457",NA,"latifolia",NA,"Três Lagoas",NA,"-51.888333","-21.184444",NA,NA,"51°53'18w","21°11'04s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:47:27-03","EAO","IAN","162179","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnston","Plowman, T; Davidse, G","9041","1980","02","23","Southern America","Brasil","Pará",NA,"Treelet to 4m tall in roadside yhicket along river. Petals creamy white. Fruits green.","IAN162179",NA,"latifolia","Cordeiro, MR","Conceição do Araguaia","Alacilândia, 42km west of Conceição do Araguaia along higway PA-287 at rio Arraias do Araguaia.","-49.6","-8.216667","300","300","-49.6","-8.216667","1987","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:47:27-03","EAO","IAN","173848","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnston","Souza, MAD de; Hopkins, MJG","925","2000","05","10","Southern America","Brasil","Amazonas",NA,"Arbusto. Folhas com nervuras impressas na face adaxial, quatern rias formando ret¡culo vis¡vel. Frutos imaturos verdes.","IAN173848",NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:47:27-03","EAO","IAN","174836","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnston","Souza, MAD de; Hopkins, MJG","860","2000","05","01","Southern America","Brasil","Amazonas",NA,"Aprox. 7 m acima d' gua. Pedicelo e botäes verde-claros, c lice e corola amarelados, estames brancos, anel estaminal amarelo e pistilo esverdeado. Perfumadas. Frutos imaturos verdes.","IAN174836",NA,"latifolia",NA,NA,"Esta¦Æo Ecol¢gica Mamirau . Pr¢x. a boca do Pracu£ba.",NA,NA,NA,NA,NA,NA,"1901","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:47:27-03","EAO","IAN","64022","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnston","Fróes, RL","26994","1951","04","23","Southern America","Brasil","Pará",NA,"Arbusto de 2m de altura.","IAN064022","IAN064022 IAN064022_e","latifolia","Pires, JM",NA,"Rio Vermelho; região do Tocantins; terra baixa, ao longo do rio.",NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:47:27-03","EAO","IAN","71690","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnston","Pires, JM","3998","1952","01","22","Southern America","Brasil","Pará",NA,"Árvore pequena, com espinhos; flor branca, á margem do rio.","IAN071690",NA,"latifolia","Pires, JM",NA,"Alto Tapajós, Vila Nova, perto da cachoeira do Chacorão, terra firme.",NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:47:27-03","EAO","IAN","51196","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnston","Fróes, RL; Black, GA","24745","1949","06","30","Southern America","Brasil","Pará",NA,"Arbusto; flor amarelo-esbranquiçado.","IAN051196",NA,"latifolia","Pires, JM","Marabá","Beira do rio Itacaiunas.","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,"1971",NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:47:27-03","EAO","IAN","48642","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnston","Black, GA","7942","1949","06","21","Southern America","Brasil","Pará",NA,"Árvore de 6m de altura; flores amareladas.","IAN048642",NA,"latifolia","Pires, JM","Marabá","Capoeira do campo.","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,"1971",NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:47:27-03","EAO","IAN","50939","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnston","Fróes, RL; Black, GA","24360","1949","06","09","Southern America","Brasil","Pará",NA,NA,"IAN050939",NA,"latifolia","Pires, JM","Marabá","Rio Tocantins.","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,"1971",NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:25:48-03","NBC","NL-BOTANY","L.2323963","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Pedersen TM",NA,"1964","03","06","Southern America","Argentina","Corrientes",NA,"Low ground by the river, also in dense woodland<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2323963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2323963","NL-L2323963","latifolia",NA,NA,"Argentina, on the lower part of the Dep. Itati, Prov. Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0384909",NA,NA,NA,NA,NA
"24","2020-02-08 10:25:48-03","NBC","NL-BOTANY","L.2323964","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Hort Bot Fluminensis",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Arbor<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2323964 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2323964","NL-L2323964","latifolia","Johnston MC",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0384910",NA,NA,NA,NA,NA
"25","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U 0005774","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Pedersen TM",NA,"1957","05","11","Southern America","Argentina",NA,NA,"-Thickets on low ground<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005774","NL-U0005774","latifolia","Jonhston MC",NA,"by the R. Paraná",NA,NA,NA,NA,NA,NA,"1968","08",NA,NA,"Magnoliopsidae","90116 B","01","isotype",NA,NA,NA
"26","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U 0244499","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Lindeman JC; Haas JH de; Hatschbach GG",NA,"1967","01","20","Southern America","Brazil","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200244499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0244499",NA,"latifolia","Johnston MC",NA,"Est. Parana. Rocky bank of Rio Parana at Porto Camargo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556838","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Hatschbach GG; Lindeman JC; Haas JH de",NA,"1967","01","20","Southern America","Brazil","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556838","NL-U1556838","latifolia","Johnston MC",NA,"Est. Parana. Rocky bank of Rio Parana at Porto Camargo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0244500",NA,NA,NA,NA,NA
"28","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556848","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Meyer T",NA,"1944","02","20","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556848","NL-U1556848","latifolia",NA,NA,"Prov. Misiones. Posadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556849","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Unreadable",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556849","NL-U1556849","latifolia",NA,NA,"Provincia Corrientes. Arroy Itainti.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556850","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Meyer T",NA,"1944","02","16","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556850","NL-U1556850","latifolia",NA,NA,"Gob. de Misiones. Posadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556851","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Meyer T",NA,"1944","02","01","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556851","NL-U1556851","latifolia",NA,NA,"Prov. de Corrientes. Dep. Ituzaingó. Ituzaingó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:25:48-03","NBC","NL-BOTANY","WAG.1539549","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Pedersen TM",NA,"1964","03","06","Southern America","Argentina","Corrientes",NA,"Low ground by the river, also in dense woodland<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1539549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1539549","NL-WAG1539549","latifolia",NA,NA,"Argentina, on the lower part of the Dep. Itati, Prov. Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2021-03-31 13:41:32-03","MN","R","226508","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa","(Pittier) R.S. Cowan","Alves, R.J.V.","6571","1999","03","23",NA,"Brasil","Rio de Janeiro",NA,NA,"R010005237,R010061887,R010061886","R010005237 R010061886 R010061887 R010061887_1",NA,"Silva, N.G.","Arraial do Cabo","Ilha de Cabo Frio","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,"2019","02","25964","auto",NA,NA,"28",NA,NA,NA,NA
"34","2019-02-15 11:49:09-02","IPA","IPA","42245","S","Plantae","Plantae",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C. Johnst.","Sucre, D.","7483","1971","02","17","Southern America","Brasil","Rio de Janeiro",NA,"Hábito: arbusto com até 3 m alt., fuste curto (até Flor: Botões verdes muito claro, cálice e corola n","IPA0042245",NA,"latifolia","Carvalho, L.F.",NA,"Guanabara, Serra do Barata, Reserva da Represa do Piracuara, a 150 msm.",NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:49:09-02","IPA","IPA","42261","S","Plantae","Plantae",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C. Johnst.","Sucre, D.","7632","1970","04","09","Southern America","Brasil","Rio de Janeiro",NA,"Hábito: arbusto umbrófilo com mais ou menos 2,5 m Folhas: verde escuro muito brilhante na face ventr Inflorescência: botões de cor esverdeada, espinhos Fruto: ainda verde muito claro no meio superior e Este nº (D. Sucre 7632) em frut","IPA0042261",NA,"latifolia","Carvalho, L.F.",NA,"Guanabara, Serra do Mendanha, entre 360-410 msm, exposição Noroeste.",NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:49:09-02","IPA","IPA","42285","S","Plantae","Plantae",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C. Johnst.","Sucre, D.; S; Braga, 1.6.8.8.; S; Braga, 1.6.8.8.","6252","1969","11","13","Southern America","Brasil","Rio de Janeiro",NA,"Hábito: arbusto umbrófilo com ca 2,3-3,0 me alt., Folha: discolor com a face ventral verde escuro mu Inflorescência: botões de cor esverdeada.","IPA0042285",NA,"latifolia","Carvalho, L.F.",NA,"Guanabara - Serra do Mendanha, entre 300-410 msm, exposição Noroeste.",NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:48:04-03","UFMS","CGMS","41208","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa","(Pittier) Cowan","F. Chagas e Silva; L.H. Soares-Silva","1387","1988","11","21",NA,"Brasil","Paraná",NA,"Botões florais e flores esverdeadas. Frutos jovens verdes. Doação FUEL 8727.","CGMS1071196",NA,NA,"E.F.S. Rossetto","Porto Rico","Ilha Mutum.","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2012",NA,"18063","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:38:42-03","UNICAMP","UEC","36132","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Macedo, M; Assumpção, A","1767","1983","04","28",NA,"Brazil","Mato Grosso",NA,"Arbusto de 1,50m - frutos amadurecidos de cor verde. Solo arenoso inundável.","UEC171747","UEC171747","latifolia","Lima, R","Poconé","Fazenda Ipiranga, Gt. Porto Cercado.","-56.616667","-16.416667",NA,NA,"-56.616667","-16.416667","2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:38:42-03","UNICAMP","UEC","33267","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Byron, JL","213","1969","07","10",NA,"Brazil","Amazonas",NA,"Arvoreta de 6m de altura; frutos imaturos.","UEC171745","UEC171745","latifolia","Lima, R","Careiro","Lago do Janauacá, Italiano, igarapé do Cambixe; igapó.","-60.3692016601562","-3.76805996894836",NA,NA,NA,NA,"2003","04","91135","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:38:42-03","UNICAMP","UEC","63778","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa latifolia","(Reissek) M.C.Johnst.","Souza, MC","259","1992","11","09",NA,"Brazil","Paraná",NA,"Arbórea, pendente. Flores coloração creme esverdeada. Frequente solo alagado.","UEC171746","UEC171746","latifolia","Lima, R","Porto Rico","Rio Paraná, MArgem esquerda.","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"1996","05","18063","auto",NA,NA,"10",NA,NA,NA,NA
"41","2020-12-21 16:42:34-03","MBM","MBM","411109","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa","(Pittier) R.S. Cowan","Chagas; Silva, F.; Soares-Silva, L.H.; Soares-Silva, L.H.","1387","1988","11","21","Southern America","Brazil","Paraná",NA,"Árvore com 3,5m de altura; botões florais e flores esverdeadas. Frutos jovens verdes.","MBM411109","MBM411109",NA,"Rossetto, E.F.S.","Porto Rico","Ilha Mutum","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2012",NA,"18063","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:42:34-03","MBM","MBM","344369","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colubrina","retusa","Colubrina retusa","(Pittier) R.S. Cowan","Kallunki, J.A.; et al.; et al.","621","1995","02","17","Southern America","Brazil","Rio de Janeiro",NA,"Treelet or shurb, 2m. Calyx green outside, white inside; petals white. Frequent in understory","MBM344369","MBM344369",NA,"Kallunki, J.","São Pedro da Aldeia","Serra Sepeatiba, at TELERJ tower reached (eventually) after 5,8 km on dirt road turning N from Araruama-S. Pedro de Aldeia road at 3,5 km W of turn to Macaé, in forest near tower","-42.1027984619141","-22.8391990661621","400","400",NA,NA,"2008",NA,"20879","auto",NA,NA,NA,NA,NA,NA,NA
