"","threat.status","search.str"
"2941","EN","Leptohyptis pinheiroi"
"2942","LC","Leptolejeunea obfuscata"
"2943","LC","Leptoscyphus gibbosus"
"2944","EN","Leptostelma catharinense"
"2945","EN","Leptostelma catharinensis"
"2946","LC","Leptotes bicolor"
"2947","EN","Lessingianthus adenophyllus"
"2948","VU","Lessingianthus arachniolepis"
"2949","VU","Lessingianthus argenteus"
"2950","EN","Lessingianthus asteriflorus"
"2951","DD","Lessingianthus caiapoensis"
"2952","CR","Lessingianthus constrictus"
"2953","EN","Lessingianthus eitenii"
"2954","NT","Lessingianthus elegans"
"2955","VU","Lessingianthus exiguus"
"2956","NT","Lessingianthus grandiflorus"
"2957","EN","Lessingianthus heringeri"
"2958","VU","Lessingianthus irwinii"
"2959","NT","Lessingianthus niederleinii"
"2960","VU","Lessingianthus pumillus"
"2961","VU","Lessingianthus reitzianus"
"2962","EN","Lessingianthus rosmarinifolius"
"2963","DD","Lessingianthus rugulosus"
"2964","DD","Lessingianthus scaposus"
"2965","EN","Lessingianthus souzae"
"2966","VU","Lessingianthus stoechas"
"2967","EN","Lessingianthus subcarduoides"
"2968","EN","Lessingianthus venosissimus"
"2969","EN","Lessingianthus westermanii"
"2970","VU","Lessingianthus zuccarinianus"
"2971","EN","Leucochloron foederale"
"2972","NT","Leucochloron limae"
"2973","EN","Leucochloron minarum"
"2974","DD","Licania anneae"
"2975","LC","Licania aracaensis"
"2976","EN","Licania arianeae"
"2977","EN","Licania belemii"
"2978","DD","Licania bellingtonii"
"2979","CR","Licania conferruminata"
"2980","LC","Licania gardneri"
"2981","EN","Licania indurata"
"2982","EN","Licania maguirei"
"2983","DD","Lilaea scilloides"
"2984","VU","Lilaeopsis brasiliensis"
"2985","LC","Limnocharis laforesti"
"2986","DD","Linum carneum"
"2987","DD","Linum erigeroides"
"2988","LC","Linum littorale"
"2989","EN","Linum smithii"
"2990","LC","Liparis vexillifera"
"2991","VU","Lippia alnifolia"
"2992","LC","Lippia bellatula"
"2993","VU","Lippia bradei"
"2994","EN","Lippia bromleyana"
"2995","EN","Lippia campestris"
"2996","DD","Lippia ciliata"
"2997","LC","Lippia diamantinensis"
"2998","CR","Lippia duartei"
"2999","VU","Lippia elliptica"
"3000","VU","Lippia gardneriana"
"3001","VU","Lippia grandiflora"
"3002","VU","Lippia insignis"
"3003","EN","Lippia macedoi"
"3004","EN","Lippia morii"
"3005","EN","Lippia nana"
"3006","LC","Lippia pusilla"
"3007","DD","Lippia ramboi"
"3008","EN","Lippia rhodocnemis"
"3009","EN","Lippia rubella"
"3010","EN","Lithachne horizontalis"
"3011","EN","Lithobium cordatum"
"3012","EN","Lobelia anceps"
"3013","EN","Lobelia brasiliensis"
"3014","NT","Lobelia hederacea"
"3015","EN","Lobelia hilaireana"
"3016","EN","Lobelia langeana"
"3017","LC","Lobelia nummularioides"
"3018","CR","Lobelia santos-limae"
"3019","LC","Lobelia xalapensis"
"3020","LC","Loefgrenianthus blanche-amesiae"
"3021","LC","Loefgrenianthus blanche-amesii"
"3022","EN","Lomatozona artemisiifolia"
"3023","DD","Lonchocarpus muehlbergianus"
"3024","DD","Lonchocarpus torrensis"
"3025","VU","Lophiaris schwambachiae"
"3026","LC","Lophophytum leandri"
"3027","LC","Lophophytum pyramidale"
"3028","EN","Lophophytum rizzoi"
"3029","LC","Lophopterys floribunda"
"3030","LC","Loudetia flammida"
"3031","DD","Ludwigia anastomosans"
"3032","LC","Luehea candicans"
"3033","LC","Luehea conwentzii"
"3034","LC","Luetzelburgia guaissara"
"3035","EN","Lulia nervosa"
"3036","VU","Lundia damazii"
"3037","VU","Lundia damazioi"
"3038","VU","Lupinus coriaceus"
"3039","EN","Lupinus decurrens"
"3040","EN","Lupinus laevigatus"
"3041","DD","Lupinus linearis"
"3042","DD","Lupinus ovalifolius"
"3043","DD","Lupinus parvifolius"
"3044","DD","Lupinus prouvensalanus"
"3045","VU","Luxemburgia angustifolia"
"3046","EN","Luxemburgia ciliatibracteata"
"3047","VU","Luxemburgia corymbosa"
"3048","VU","Luxemburgia damazioana"
"3049","EN","Luxemburgia diciliata"
"3050","VU","Luxemburgia flexuosa"
"3051","EN","Luxemburgia hatschbachiana"
"3052","EN","Luxemburgia speciosa"
"3053","VU","Luziola brasiliensis"
"3054","CR","Lychnophora albertinioides"
"3055","DD","Lychnophora blanchetii"
"3056","CR","Lychnophora brunioides"
"3057","EN","Lychnophora crispa"
"3058","EN","Lychnophora diamantinana"
"3059","NT","Lychnophora ericoides"
"3060","EN","Lychnophora gardneri"
"3061","EN","Lychnophora granmogolensis"
"3062","CR","Lychnophora humillima"
"3063","EN","Lychnophora markgravii"
"3064","EN","Lychnophora martiana"
"3065","EN","Lychnophora mello-barretoi"
"3066","NT","Lychnophora passerina"
"3067","DD","Lychnophora phylicifolia"
"3068","NT","Lychnophora pinaster"
"3069","EN","Lychnophora pohlii"
"3070","VU","Lychnophora ramosissima"
"3071","EN","Lychnophora regis"
"3072","EN","Lychnophora reticulata"
"3073","EN","Lychnophora rosmarinifolia"
"3074","EN","Lychnophora santosii"
"3075","EN","Lychnophora sellowii"
"3076","CR","Lychnophora sericea"
"3077","CR","Lychnophora souzae"
"3078","EN","Lychnophora syncephala"
"3079","VU","Lychnophora tomentosa"
"3080","EN","Lychnophora villosissima"
"3081","EN|EN","Lychnophoriopsis candelabrum"
"3082","EN","Lychnophoriopsis damazioi"
"3083","EN","Lychnophoriopsis hatschbachii"
"3084","EN|EN","Lychnophoriopsis heterotheca"
"3085","LC","Lycianthes rantonnei"
"3086","LC","Lycianthes rantonnetii"
"3087","EN","Lycianthes repens"
"3088","DD","Lycium glomeratum"
"3089","EN","Lycopodiella benjaminiana"
"3090","EN","Lycopodiella bradei"
"3091","EN","Lycopodium jussiaei"
"3092","EN","Lymania alvimii"
"3093","EN","Lymania azurea"
"3094","EN","Lymania brachycaulis"
"3095","EN","Lymania corallina"
"3096","EN","Lymania globosa"
"3097","CR","Lymania spiculata"
"3098","LC","Lyroglossa grisebachii"
"3099","EN","Lysimachia barbata"
"3100","EN","Lysimachia buxifolia"
"3101","VU","Lytocaryum insigne"
"3102","DD","Lytoneuron crenulans"
"3103","EN","Lytoneuron itatiaiense"
"3104","LC","Lytoneuron lomariaceum"
"3105","VU","Lytoneuron paradoxum"
"3106","CR","Lytoneuron quinquelobatum"
"3107","EN","Lytoneuron rosenstockii"
"3108","EN","Lytoneuron rufum"
"3109","EN","Lytoneuron subsimplex"
"3110","EN","Lytoneuron tijucanum"
"3111","NT","Machaerina ensifolia"
"3112","LC","Machaerium fulvovenosum"
"3113","LC","Machaerium nyctitans"
"3114","VU","Machaerium obovatum"
"3115","LC","Machaerium paraguariense"
"3116","LC","Machaerium villosum"
"3117","EN","Maclura brasiliensis"
"3118","LC","Macradenia multiflora"
"3119","LC","Macradenia paraensis"
"3120","DD","Macradenia paulensis"
"3121","NT","Macradenia rubescens"
"3122","NT","Macradenia surinamensis"
"3123","LC","Macroditassa adnata"
"3124","LC","Macroditassa lagoensis"
"3125","CR","Macroditassa marianae"
"3126","EN","Macropeplus friburgensis"
"3127","VU","Macropeplus schwackeanus"
"3128","DD","Macrosamanea macrocalyx"
"3129","VU","Macrosamanea prancei"
"3130","DD","Macroscepis aurea"
"3131","DD","Macroscepis magnifica"
"3132","LC","Macrotorus utriculatus"
"3133","CR","Magdalenaea limae"
"3134","LC","Magnolia ovata"
"3135","LC","Magonia pubescens"
"3136","LC","Malachra radiata"
"3137","NT","Malaxis cogniauxiana"
"3138","LC","Malaxis excavata"
"3139","VU","Malaxis jaraguae"
"3140","LC","Malaxis parthonii"
"3141","DD","Malmea obovata"
"3142","LC","Malouetia cestroides"
"3143","LC","Malvastrum americanum"
"3144","LC","Mandevilla coccinea"
"3145","LC","Mandevilla fragrans"
"3146","LC","Mandevilla hirsuta"
"3147","EN","Mandevilla rubra"
"3148","NT","Mandevilla sellowii"
"3149","EN","Mandevilla semirii"
"3150","NT","Mandevilla venulosa"
"3151","DD","Mandirola ichthyostoma"
"3152","DD","Mandirola multiflora"
"3153","CR","Manettia campanulacea"
"3154","EN","Manettia pauciflora"
"3155","NT","Manettia tweedieana"
"3156","LC","Manihot carthagenensis"
"3157","LC","Manihot carthaginensis"
"3158","VU","Manihot procumbens"
"3159","EN|LC","Manilkara bella"
"3160","DD","Manilkara cavalcantei"
"3161","VU","Manilkara dardanoi"
"3162","VU","Manilkara decrescens"
"3163","DD|LC","Manilkara elata"
"3164","DD","Manilkara excelsa"
"3165","DD|LC","Manilkara huberi"
"3166","NT","Manilkara longifolia"
"3167","EN","Manilkara maxima"
"3168","VU","Manilkara multifida"
"3169","NT","Manilkara paraensis"
"3170","LC","Manilkara rufula"
"3171","EN|LC","Manilkara subsericea"
"3172","LC","Mapinguari desvauxianus"
"3173","LC","Maranta bicolor"
"3174","VU","Maranta subterranea"
"3175","LC","Maranta zingiberina"
"3176","CR","Marcetia alba"
"3177","EN","Marcetia bahiana"
"3178","DD","Marcetia bracteolaris"
"3179","EN","Marcetia formosa"
"3180","EN","Marcetia hatschbachii"
"3181","EN","Marcetia luetzelburgii"
"3182","EN","Marcetia lychnophoroides"
"3183","EN","Marcetia nummularia"
"3184","EN","Marcetia oxycoccoides"
"3185","EN","Marcetia semiriana"
"3186","EN","Marcetia shepherdii"
"3187","VU","Marcetia viscida"
"3188","LC","Marcgravia polyantha"
"3189","EN","Marchantia berteroana"
"3190","LC","Margaritaria nobilis"
"3191","LC","Margyricarpus pinnatus"
"3192","EN","Marlierea krapovickae"
"3193","CR","Marlierea lealcostae"
"3194","LC","Marlierea regeliana"
"3195","LC","Marlierea reitzii"
"3196","CR","Marlierea skortzoviana"
"3197","LC","Marlierea suaveolens"
"3198","NT","Marlierea sucrei"
"3199","LC","Marsdenia altissima"
"3200","DD","Marsdenia fontellana"
"3201","EN","Marsdenia neomanarae"
"3202","CR","Marsdenia otoniense"
"3203","CR","Marsdenia otoniensis"
"3204","EN","Marsdenia queirozii"
"3205","EN","Marsdenia sessilifolia"
"3206","DD","Marsdenia virgultorum"
"3207","EN","Martianthus sancti-gabrielii"
"3208","NT","Martianthus stachydifolius"
"3209","CR","Mascagnia aptera"
"3210","CR","Masdevallia discoidea"
"3211","EN","Matelea bahiensis"
"3212","VU","Matelea glaziovii"
"3213","EN","Matelea hatschbachii"
"3214","VU","Matelea marcoassisii"
"3215","DD","Matelea matogrossensis"
"3216","DD","Matelea refracta"
"3217","EN","Matelea santosii"
"3218","LC","Mauritia carana"
"3219","LC","Maxillaria cleistogama"
"3220","LC","Maxillaria crassifolia"
"3221","LC","Maxillaria desvauxiana"
"3222","LC","Maxillaria elluziae"
"3223","LC","Maxillaria luteograndiflora"
"3224","NT","Maxillaria marginata"
"3225","LC","Maxillaria parviflora"
"3226","LC","Maxillaria phoenicanthera"
"3227","LC","Maxillaria robusta"
"3228","EN","Maxillaria schunkeana"
"3229","LC","Maxillaria subrepens"
"3230","LC","Maxillaria valenzuelana"
"3231","VU","Maytenus acanthophylla"
"3232","LC","Maytenus aquifolia"
"3233","CR","Maytenus basidentata"
"3234","NT","Maytenus boaria"
"3235","LC","Maytenus brasiliensis"
"3236","DD","Maytenus comocladiaeformis"
"3237","LC","Maytenus floribunda"
"3238","LC","Maytenus glaucescens"
"3239","LC","Maytenus ilicifolia"
"3240","NT","Maytenus opaca"
"3241","EN","Maytenus quadrangulata"
"3242","DD","Maytenus radlkoferiana"
"3243","LC","Maytenus robusta"
"3244","VU","Maytenus rupestris"
"3245","NT","Mecardonia grandiflora"
"3246","VU","Medusantha carvalhoi"
"3247","LC","Medusantha eriophylla var. coriifolia"
"3248","LC","Medusantha simulans"
"3249","EN","Megalastrum wacketii"
"3250","VU","Melanopsidium nigrum"
"3251","VU","Melanoxylon brauna"
"3252","LC","Melanthera latifolia"
"3253","LC","Melasma rhinanthoides"
"3254","EN","Melica arzivencoi"
"3255","EN","Melicoccus espiritosantensis"
"3256","EN","Melocactus azureus"
"3257","CR","Melocactus conoideus"
"3258","CR","Melocactus deinacanthus"
"3259","EN","Melocactus ferreophilus"
"3260","EN","Melocactus glaucescens"
"3261","EN","Melocactus lanssensianus"
"3262","EN","Melocactus pachyacanthus"
"3263","VU","Melocactus paucispinus"
"3264","VU","Melocactus violaceus"
"3265","EN","Melocactus violaceus subsp. ritteri"
"3266","LC","Melpomene peruviana"
"3267","LC","Mendoncia mollis"
"3268","LC","Meniscium angustifolium"
"3269","LC","Meniscium macrophyllum"
"3270","VU","Meriania callophylla"
"3271","VU","Meriania calophylla"
"3272","NT","Meriania tetramera"
"3273","EN","Merianthera burlemarxii"
"3274","VU","Merianthera pulchra"
"3275","CR","Merostachys abadiana"
"3276","EN","Merostachys burmanii"
"3277","CR","Merostachys caucaiana"
"3278","DD","Merostachys neesii"
"3279","CR","Merostachys scandens"
"3280","LC","Merostachys skvortzovii"
"3281","LC","Merremia aturensis"
"3282","EN","Merremia repens"
"3283","NT","Mesadenella atroviridis"
"3284","EN","Mesosetum alatum"
"3285","LC","Mesosetum ferrugineum"
"3286","EN","Mesosetum longiaristatum"
"3287","NT","Mesosphaerum irwinii"
"3288","EN","Metastelma giuliettianum"
"3289","EN","Metastelma harleyi"
"3290","VU","Metrodorea maracasana"
"3291","LC","Metzgeria brasiliensis"
"3292","EN","Metzgeria hegewaldii"
"3293","LC","Metzgeria liebmanniana"
"3294","LC","Metzgeria psilocraspeda"
"3295","DD","Metzgeria subaneura"
"3296","EN","Mezia araujoi"
"3297","NT","Mezilaurus crassiramea"
"3298","VU","Mezilaurus itauba"
"3299","EN","Mezilaurus navalium"
"3300","LC","Miconia amoena"
"3301","CR","Miconia angelana"
"3302","CR","Miconia capixaba"
"3303","CR","Miconia carvalhoana"
"3304","EN","Miconia cipoensis"
"3305","LC","Miconia doriana"
"3306","LC","Miconia eichleri"
"3307","LC","Miconia fasciculata"
"3308","VU","Miconia glazioviana"
"3309","EN","Miconia johnwurdackiana"
"3310","NT","Miconia longicuspis"
"3311","VU","Miconia mendoncae"
"3312","LC","Miconia octopetala"
"3313","LC","Miconia paniculata"
"3314","LC","Miconia paucidens"
"3315","EN","Miconia penduliflora"
"3316","LC","Miconia petroniana"
"3317","EN","Miconia picinguabensis"
"3318","LC","Miconia polyandra"
"3319","LC","Miconia ramboi"
"3320","LC","Miconia rimalis"
"3321","LC","Miconia robusta"
"3322","LC","Miconia robustissima"
"3323","VU","Miconia setosociliata"
"3324","LC","Miconia willdenowii"
"3325","LC","Micranthemum umbrosum"
"3326","EN","Micranthocereus albicephalus"
"3327","EN","Micranthocereus auriazureus"
"3328","EN","Micranthocereus dolichospermaticus"
"3329","EN","Micranthocereus polyanthus"
"3330","CR","Micranthocereus streckeri"
"3331","EN","Micranthocereus violaciflorus"
"3332","LC","Microchilus arietinus"
"3333","LC","Microgramma crispata"
"3334","VU","Microlicia balsamifera"
"3335","EN","Microlicia canastrensis"
"3336","DD","Microlicia cardiophora"
"3337","EN|DD","Microlicia cipoana"
"3338","DD","Microlicia crebropunctata"
"3339","CR","Microlicia cuspidifolia"
"3340","NT","Microlicia doryphylla"
"3341","EN|DD","Microlicia elegans"
"3342","LC","Microlicia fasciculata"
"3343","EN","Microlicia flava"
"3344","LC","Microlicia fulva"
"3345","NT","Microlicia giuliettiana"
"3346","EN","Microlicia glazioviana"
"3347","VU","Microlicia humilis"
"3348","NT","Microlicia isophylla"
"3349","DD","Microlicia juniperina"
"3350","EN","Microlicia macedoi"
"3351","DD","Microlicia melanostagma"
"3352","CR","Microlicia microphylla"
"3353","NT","Microlicia minima"
"3354","NT","Microlicia monticola"
"3355","EN","Microlicia mucugensis"
"3356","NT","Microlicia myrtoidea"
"3357","EN","Microlicia noblickii"
"3358","EN","Microlicia obtusifolia"
"3359","EN","Microlicia oligochaeta"
"3360","EN","Microlicia ordinata"
"3361","VU","Microlicia petasensis"
"3362","EN","Microlicia pinheiroi"
"3363","EN","Microlicia psammophila"
"3364","NT","Microlicia scoparia"
"3365","LC","Microlicia serpyllifolia"
"3366","VU","Microlicia sincorensis"
"3367","EN","Microlicia subaequalis"
"3368","CR","Microlicia subalata"
"3369","EN","Microlicia suborbicularifolia"
"3370","EN","Microlicia tenuifolia"
"3371","CR","Microlicia trichocalycina"
"3372","EN","Microlicia vernicosa"
"3373","LC","Micropholis casiquiarensis"
"3374","DD","Micropholis caudata"
"3375","LC","Micropholis cayennensis"
"3376","NT","Micropholis compta"
"3377","LC","Micropholis crassipedicellata"
"3378","LC","Micropholis cylindrocarpa"
"3379","EN","Micropholis emarginata"
"3380","NT","Micropholis gnaphaloclados"
"3381","DD","Micropholis grandiflora"
"3382","LC","Micropholis humboldtiana"
"3383","LC","Micropholis madeirensis"
"3384","LC","Micropholis maguirei"
"3385","LC","Micropholis resinifera"
"3386","DD","Micropholis retusa"
"3387","LC","Micropholis sanctae-rosae"
"3388","EN","Micropholis splendens"
"3389","LC","Micropholis submarginalis"
"3390","LC","Micropholis williamii"
"3391","EN","Micropolypodium perpusillum"
"3392","EN","Microtea bahiensis"
"3393","LC","Microtea maypurensis"
"3394","VU","Microtea papilosa"
"3395","LC","Microtea scabrida"
"3396","LC","Miersiella umbellata"
"3397","EN","Mikania additicia"
"3398","EN","Mikania alvimii"
"3399","EN","Mikania anethifolia"
"3400","VU","Mikania argyreiae"
"3401","NT","Mikania biformis"
"3402","NT","Mikania capricorni"
"3403","NT","Mikania chlorolepis"
"3404","EN","Mikania cipoensis"
"3405","VU","Mikania clematidifolia"
"3406","NT","Mikania decumbens"
"3407","CR","Mikania dusenii"
"3408","VU","Mikania firmula"
"3409","EN","Mikania glabra"
"3410","EN","Mikania glauca"
"3411","LC","Mikania glomerata"
"3412","EN","Mikania hartbergii"
"3413","VU","Mikania hastato-cordata"
"3414","LC","Mikania hemisphaerica"
"3415","EN","Mikania itambana"
"3416","LC","Mikania lindbergii"
"3417","LC","Mikania lindleyana"
"3418","DD","Mikania malacolepis"
"3419","LC","Mikania microdonta"
"3420","NT","Mikania microptera"
"3421","DD","Mikania mosenii"
"3422","EN","Mikania neurocaula"
"3423","NT","Mikania nodulosa"
"3424","LC","Mikania oblongifolia"
"3425","EN","Mikania oreophila"
"3426","EN","Mikania pinnatiloba"
"3427","EN","Mikania premnifolia"
"3428","NT","Mikania rufescens"
"3429","NT","Mikania smaragdina"
"3430","LC","Mikania ternata"
"3431","LC","Mikania trinervis"
"3432","LC","Mikania ulei"
"3433","EN","Mikania variifolia"
"3434","EN","Mikania viminea"
"3435","EN","Mikania warmingii"
"3436","NT","Miltonia candida"
"3437","NT","Miltonia clowesii"
"3438","NT","Miltonia cuneata"
"3439","LC","Miltonia flavescens"
"3440","CR","Miltonia kayasimae"
"3441","LC","Miltonia regnellii"
"3442","NT","Miltonia russelliana"
"3443","LC","Miltonia spectabilis"
"3444","EN","Mimosa acroconica"
"3445","DD","Mimosa acutistipula var. ferrea"
"3446","EN","Mimosa adamantina"
"3447","LC","Mimosa adenophylla"
"3448","EN","Mimosa balduinii"
"3449","EN","Mimosa barretoi"
"3450","EN","Mimosa bathyrrhena"
"3451","EN","Mimosa bombycina"
"3452","LC","Mimosa caesalpiniifolia"
"3453","EN","Mimosa catharinensis"
"3454","CR","Mimosa chrysastra"
"3455","EN","Mimosa cryptothamnos"
"3456","CR","Mimosa cyclophylla"
"3457","LC","Mimosa decorticans"
"3458","DD","Mimosa exalbescens"
"3459","DD","Mimosa glycyrrhizoides"
"3460","EN","Mimosa hatschbachii"
"3461","EN","Mimosa heringeri"
"3462","DD","Mimosa humifusa"
"3463","DD","Mimosa humivagans"
"3464","EN","Mimosa involucrata"
"3465","DD","Mimosa lanata"
"3466","DD","Mimosa laniceps"
"3467","NT","Mimosa lepidophora"
"3468","EN","Mimosa leprosa"
"3469","DD","Mimosa leptantha"
"3470","EN","Mimosa lithoreas"
"3471","EN","Mimosa macedoana"
"3472","NT","Mimosa manidea"
"3473","EN","Mimosa mensicola"
"3474","EN","Mimosa montis-carasae"
"3475","VU","Mimosa myuros"
"3476","DD","Mimosa niomarlei"
"3477","EN","Mimosa oligosperma"
"3478","DD","Mimosa pabstiana"
"3479","VU","Mimosa paucifolia"
"3480","LC","Mimosa pseudotrachycarpa"
"3481","EN","Mimosa psittacina"
"3482","LC","Mimosa pteridifolia"
"3483","DD","Mimosa pycnocoma"
"3484","NT","Mimosa pyrenea"
"3485","EN","Mimosa regina"
"3486","LC","Mimosa sanguinolenta"
"3487","LC","Mimosa setosissima"
"3488","CR","Mimosa skinneri var. carajarum"
"3489","EN","Mimosa splendida"
"3490","CR","Mimosa suburbana"
"3491","EN","Mimosa thomista"
"3492","LC","Mimosa ulbrichiana"
"3493","EN","Mimosa ulei"
"3494","EN","Mimosa uniceps"
"3495","EN","Mimosa urticaria"
"3496","LC","Mimosa verrucosa"
"3497","NT","Mimosa virgula"
"3498","DD","Minaria abortiva"
"3499","LC","Minaria acerosa"
"3500","CR","Minaria bifurcata"
"3501","CR","Minaria campanuliflora"
"3502","CR","Minaria diamantinensis"
"3503","EN","Minaria grazielae"
"3504","EN","Minaria harleyi"
"3505","CR","Minaria hemipogonoides"
"3506","EN","Minaria inconspicua"
"3507","DD","Minaria lourteigiae"
"3508","EN","Minaria magisteriana"
"3509","CR","Minaria monocoronata"
"3510","EN","Minaria polygaloides"
"3511","VU","Minaria refractifolia"
"3512","EN","Minaria semirii"
"3513","EN","Minaria volubilis"
"3514","EN","Minasia alpestris"
"3515","EN","Minasia cabralensis"
"3516","DD","Minasia lewinsohnii"
"3517","EN","Minasia pereirae"
"3518","EN","Minasia scapigera"
"3519","EN","Mitracarpus anthospermoides"
"3520","LC","Mitracarpus baturitensis"
"3521","EN","Mitracarpus eritrichoides"
"3522","CR","Mitracarpus pusillus"
"3523","VU","Mitracarpus rigidifolius"
"3524","EN","Moldenhawera acuminata"
"3525","VU","Moldenhawera papillanthera"
"3526","LC","Mollinedia argyrogyna"
"3527","NT","Mollinedia blumenaviana"
"3528","NT","Mollinedia boracensis"
"3529","LC","Mollinedia engleriana"
"3530","EN","Mollinedia eugeniifolia"
"3531","LC","Mollinedia gilgiana"
"3532","LC","Mollinedia glabra"
"3533","NT|LC","Mollinedia lamprophylla"
"3534","EN","Mollinedia longicuspidata"
"3535","VU","Mollinedia luizae"
"3536","NT|LC","Mollinedia marqueteana"
"3537","LC","Mollinedia ovata"
"3538","LC","Mollinedia pachysandra"
"3539","NT","Mollinedia salicifolia"
"3540","NT","Mollinedia stenophylla"
"3541","CR","Monogereion carajensis"
"3542","LC","Monotagma plurispicatum"
"3543","CR","Monsanima morrenioides"
"3544","LC","Monteiroa bullata"
"3545","LC","Monteiroa ptarmicifolia"
"3546","EN","Monteiroa smithii"
"3547","VU","Monteverdia acanthophylla"
"3548","LC","Monteverdia aquifolia"
"3549","CR","Monteverdia basidentata"
"3550","LC","Monteverdia brasiliensis"
"3551","LC","Monteverdia floribunda"
"3552","LC","Monteverdia glaucescens"
"3553","NT","Monteverdia opaca"
"3554","EN","Monteverdia quadrangulata"
"3555","DD","Monteverdia radlkoferiana"
"3556","VU","Monteverdia rupestris"
"3557","LC","Moquiniastrum cinereum"
"3558","EN","Moquiniastrum cordatum"
"3559","VU","Moquiniastrum hatschbachii"
"3560","CR","Moquiniastrum mollissimum"
"3561","VU","Moquiniastrum ramboi"
"3562","VU","Moquiniastrum sordidum"
"3563","EN","Moranopteris perpusilla"
"3564","LC","Mormolyca cleistogama"
"3565","DD","Mormolyca galeata"
"3566","VU","Mostuea muricata"
"3567","LC","Mourera fluviatilis"
"3568","VU","Mourera weddelliana"
"3569","CR","Mouriri arborea"
"3570","CR","Mouriri megasperma"
"3571","DD","Muellera torrensis"
"3572","CR","Myoxanthus ruschii"
"3573","CR","Myoxanthus seidelii"
"3574","EN","Myracrodruon balansae"
"3575","LC","Myracrodruon urundeuva"
"3576","LC","Myrceugenia alpigena"
"3577","EN","Myrceugenia bracteosa"
"3578","EN","Myrceugenia brevipedicellata"
"3579","LC","Myrceugenia campestris"
"3580","EN","Myrceugenia foveolata"
"3581","EN","Myrceugenia franciscensis"
"3582","EN","Myrceugenia gertii"
"3583","LC","Myrceugenia glaucescens"
"3584","EN","Myrceugenia hamoniana"
"3585","VU","Myrceugenia hatschbachii"
"3586","VU","Myrceugenia hoehnei"
"3587","VU","Myrceugenia kleinii"
"3588","LC","Myrceugenia miersiana"
"3589","LC","Myrceugenia myrcioides"
"3590","LC","Myrceugenia oxysepala"
"3591","LC","Myrceugenia pilotantha"
"3592","NT","Myrceugenia reitzii"
"3593","LC","Myrceugenia rufescens"
"3594","NT","Myrceugenia scutellata"
"3595","EN","Myrceugenia smithii"
"3596","LC","Myrceugenia venosa"
"3597","EN","Myrcia almasensis"
"3598","LC","Myrcia cordiifolia"
"3599","VU","Myrcia diaphana"
"3600","LC","Myrcia dichrophylla"
"3601","LC","Myrcia eriopus"
"3602","EN","Myrcia eugenioides"
"3603","EN","Myrcia eumecephylla"
"3604","NT","Myrcia flagellaris"
"3605","CR|NT","Myrcia follii"
"3606","CR","Myrcia gilsoniana"
"3607","LC","Myrcia guianensis"
"3608","LC","Myrcia heringii"
"3609","EN","Myrcia hexasticha"
"3610","LC","Myrcia insularis"
"3611","EN","Myrcia isaiana"
"3612","EN","Myrcia limae"
"3613","EN","Myrcia lineata"
"3614","CR","Myrcia magnifolia"
"3615","CR","Myrcia neocambessedeana"
"3616","LC","Myrcia oblongata"
"3617","LC","Myrcia obovata"
"3618","LC","Myrcia ovata"
"3619","CR|NT","Myrcia plusiantha"
"3620","LC","Myrcia pubipetala"
"3621","LC","Myrcia pulchra"
"3622","LC","Myrcia reitzii"
"3623","CR","Myrcia riodocensis"
"3624","EN","Myrcia rupicola"
"3625","LC","Myrcia subcordata"
"3626","NT","Myrcia sucrei"
"3627","LC","Myrcia tijucensis"
"3628","LC","Myrcia undulata"
"3629","LC","Myrcia variabilis"
"3630","LC","Myrcia venulosa"
"3631","LC","Myrcianthes cisplatensis"
"3632","LC","Myrcianthes pungens"
"3633","LC","Myrciaria cuspidata"
"3634","LC","Myrciaria floribunda"
"3635","VU","Myrciaria plinioides"
"3636","DD","Myrciaria tenella"
"3637","VU","Myriocoleopsis fluviatilis"
"3638","LC","Myrocarpus frondosus"
"3639","LC","Myroxylon peruiferum"
"3640","DD","Myrsine cipoensis"
"3641","EN","Myrsine congesta"
"3642","EN","Myrsine glazioviana"
"3643","EN","Myrsine villosissima"
"3644","LC","Mysanthus uleanus"
"3645","LC","Najas conferta"
"3646","LC","Najas guadalupensis"
"3647","LC","Najas marina"
"3648","LC","Napeanthus primulifolius"
"3649","LC","Naucleopsis oblongifolia"
"3650","DD","Neblinaea promontoriorum"
"3651","LC","Nectandra angustifolia"
"3652","VU","Nectandra barbellata"
"3653","LC","Nectandra cissiflora"
"3654","DD","Nectandra debilis"
"3655","DD","Nectandra embirensis"
"3656","LC","Nectandra grandiflora"
"3657","VU","Nectandra grisea"
"3658","LC","Nectandra hihua"
"3659","DD","Nectandra impressa"
"3660","DD","Nectandra japurensis"
"3661","DD","Nectandra matogrossensis"
"3662","NT","Nectandra micranthera"
"3663","VU","Nectandra paranaensis"
"3664","LC","Nectandra psammophila"
"3665","DD","Nectandra spicata"
"3666","DD","Nectandra venulosa"
"3667","NT","Nectandra warmingii"
"3668","DD","Nectandra weddellii"
"3669","LC","Neea verticillata"
"3670","LC","Nematanthus crassifolius"
"3671","LC","Nematanthus fornix"
"3672","NT","Nematanthus hirtellus"
"3673","LC","Nematanthus lanceolatus"
"3674","EN","Nematanthus monanthos"
"3675","NT","Nematanthus sericeus"
"3676","NT","Nematanthus strigillosus"
"3677","LC","Nematanthus tessmannii"
