Família,Espécies,Espécie sem autor,Categoria,Critério,Territórios GEF,CR Lacuna,Fluxo,Ano,Tipo de avaliação,OBS
Euphorbiaceae,Omphalea brasiliensis Müll.Arg.,Omphalea brasiliensis,LC,,TER33 - TER35,,P.A.,2018,Nova avaliação,
Euphorbiaceae,Ophthalmoblapton crassipes Müll.Arg.,Ophthalmoblapton crassipes,DD,,,,P.A.,2018,Nova avaliação,
Euphorbiaceae,Ophthalmoblapton pedunculare Müll.Arg.,Ophthalmoblapton pedunculare,VU,"B2ab(i,ii,iii)",TER35 - TER39,,P.A.,2018,Nova avaliação,
Euphorbiaceae,Pausandra morisiana (Casar.) Radlk.,Pausandra morisiana,LC,,TER24 - TER30 - TER32 - TER33 - TER35,,P.N.A.,2018,Nova avaliação,
Euphorbiaceae,Sapium sellowianum (Müll.Arg.) Huber,Sapium sellowianum,LC,,TER10 - TER19 - TER20 - TER30 - TER32 - TER35,,P.N.A.,2019,Nova avaliação,
Euphorbiaceae,Sebastiania jacobinensis (Müll.Arg.) Müll.Arg.,Sebastiania jacobinensis,LC,,TER35 - TER39,,P.N.A.,2019,Nova avaliação,
Euphorbiaceae,Senefeldera verticillata (Vell.) Croizat,Senefeldera verticillata,LC,,TER32 - TER33 - TER35 - TER39,,P.N.A.,2018,Nova avaliação,
Euphorbiaceae,Stillingia loranthacea (Müll. Arg.) Pax,Stillingia loranthacea,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",,,P.A.,2019,Nova avaliação,
Euphorbiaceae,Stillingia oppositifolia Baill. ex Müll.Arg.,Stillingia oppositifolia,LC,,TER10 - TER24 - TER26 - TER39,,P.A.,2019,Nova avaliação,
Euphorbiaceae,Tetrorchidium parvulum Müll. Arg.,Tetrorchidium parvulum,NT,,TER10 - TER33,,P.A.,2019,Nova avaliação,
Fabaceae,Abarema campestris (Spruce ex Benth.) Barneby & J.W.Grimes,Abarema campestris,LC,,,,P.N.A.,2019,Nova avaliação,
Fabaceae,Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,Abarema langsdorffii,LC,,TER10 - TER19 - TER20 - TER24 - TER29 - TER30 - TER32 - TER33 - TER35,,P.N.A.,2019,Nova avaliação,
Fabaceae,Abarema villosa Iganci & M.P.Morim,Abarema villosa,LC,,TER10 - TER15 - TER32 - TER33,,P.N.A.,2019,Nova avaliação,
Fabaceae,Acosmium diffusissimum (Mohlenbr.) Yakovlev,Acosmium diffusissimum,LC,,TER35 - TER39,,P.A.,2019,Nova avaliação,
Fabaceae,Acosmium lentiscifolium Schott,Acosmium lentiscifolium,LC,,TER30 - TER32 - TER33 - TER35 - TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Aeschynomene monteiroi Afr.Fern. & P.Bezerra,Aeschynomene monteiroi,LC,,,,P.N.A.,2019,Nova avaliação,
Fabaceae,Albizia burkartiana Barneby & J.W.Grimes,Albizia burkartiana,EN,B2ab(iii),,,P.A.,2020,Reavaliação,
Fabaceae,Albizia decandra (Ducke) Barneby & J.W.Grimes,Albizia decandra,LC,,,,P.A.,2019,Reavaliação,
Fabaceae,Albizia glabripetala (H.S.Irwin) G.P.Lewis,Albizia glabripetala,EN,B1ab(iii)+2ab(iii),,,P.A.,2020,Reavaliação,
Fabaceae,Albizia polycephala (Benth.) Killip ex Record,Albizia polycephala,LC,,TER10 - TER11 - TER18 - TER19 - TER20 - TER24 - TER29 - TER32 - TER33 - TER35 - TER39,,P.N.A.,2020,Nova avaliação,
Fabaceae,Aldina heterophylla Spruce ex Benth.,Aldina heterophylla,VU,"B2ab(i,ii,iii)",,,P.A.,2018,Nova avaliação,
Fabaceae,Aldina microphylla M.Yu.Gontsch. & Yakovlev,Aldina microphylla,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Aldina occidentalis Ducke,Aldina occidentalis,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Aldina polyphylla Ducke,Aldina polyphylla,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Amburana acreana (Ducke) ACSm.,Amburana acreana,EN,"A2cd;B2ab(i,ii,iii,iv,v)",,,P.A.,2020,Reavaliação,
Fabaceae,"Amburana erythrosperma E.P.Seleme, C.H.Stirt. & V.F.Mansano",Amburana erythrosperma,DD,,TER39,,P.A.,2018,Nova avaliação,
Fabaceae,Andira carvalhoi R.T.Penn. & H.C.Lima,Andira carvalhoi,LC,,TER35,,P.A.,2018,Nova avaliação,
Fabaceae,Andira cujabensis Benth.,Andira cujabensis,LC,,TER12,,P.N.A.,2020,Nova avaliação,
Fabaceae,Andira humilis Mart. ex Benth.,Andira humilis,LC,,TER10 - TER12 - TER15 - TER18 - TER19 - TER20 - TER29 - TER39 - TER9,,P.N.A.,2020,Nova avaliação,
Fabaceae,Andira marauensis N.F.Mattos,Andira marauensis,EN,"B1ab(i,iii)+2ab(ii,iii)",TER35,,P.A.,2018,Nova avaliação,
Fabaceae,Andira parviflora Ducke,Andira parviflora,LC,,,,P.N.A.,2018,Nova avaliação,
Fabaceae,Andira praecox Arroyo ex R.T.Penn.,Andira praecox,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Andira unifoliolata Ducke,Andira unifoliolata,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Androcalymma glabrifolium Dwyer,Androcalymma glabrifolium,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Arapatiella emarginata R.S.Cowan,Arapatiella emarginata,EN,"B1ab(i,iii)+2ab(ii,iii)",TER35,,P.A.,2018,Nova avaliação,
Fabaceae,Bauhinia acreana Harms,Bauhinia acreana,LC,,,,P.N.A.,2020,Nova avaliação,
Fabaceae,Bauhinia aureopunctata Ducke,Bauhinia aureopunctata,NT,,,,P.A.,2019,Nova avaliação,
Fabaceae,Bauhinia bicolor (Bong.) Steud.,Bauhinia bicolor,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Bauhinia bombaciflora Ducke,Bauhinia bombaciflora,LC,,TER1 - TER12,,P.N.A.,2019,Nova avaliação,
Fabaceae,Bauhinia cheilantha (Bong.) Steud.,Bauhinia cheilantha,LC,,TER10 - TER39,,P.N.A.,2020,Nova avaliação,
Fabaceae,Bauhinia cupulata Benth.,Bauhinia cupulata,LC,,TER12 - TER9,,P.N.A.,2020,Nova avaliação,
Fabaceae,Bauhinia glaziovii Taub.,Bauhinia glaziovii,CR,"B2ab(i,ii,iii)",TER39,,P.A.,2019,Nova avaliação,
Fabaceae,Bauhinia grandifolia (Bong.) Steud.,Bauhinia grandifolia,LC,,,,P.A.,2019,Nova avaliação,
Fabaceae,Bauhinia longifolia (Bong.) Steud.,Bauhinia longifolia,LC,,TER10 - TER18 - TER19 - TER20 - TER29 - TER32 - TER33 - TER35 - TER39 - TER9,,P.N.A.,2020,Nova avaliação,
Fabaceae,Bauhinia longipedicellata Ducke,Bauhinia longipedicellata,LC,,TER1,,P.A.,2019,Nova avaliação,
Fabaceae,Bauhinia membranacea Benth.,Bauhinia membranacea,LC,,TER1,,P.N.A.,2019,Nova avaliação,
Fabaceae,Bauhinia ovata (Bong.) Vogel,Bauhinia ovata,LC,,TER32 - TER33 - TER35,,P.N.A.,2019,Nova avaliação,
Fabaceae,Bauhinia piresii Vaz & G.P. Lewis,Bauhinia piresii,DD,,TER1,,P.A.,2019,Nova avaliação,
Fabaceae,Bauhinia uberlandiana Vaz & G.P. Lewis,Bauhinia uberlandiana,CR,B2ab(iii),,CR Lacuna,P.A.,2019,Nova avaliação,
Fabaceae,Bocoa ratteri H.E.Ireland,Bocoa ratteri,DD,,,,P.A.,2019,Reavaliação,
Fabaceae,Brodriguesia santosii R.S.Cowan,Brodriguesia santosii,NT,,,,P.A.,2018,Nova avaliação,
Fabaceae,Calliandra carrascana Barneby,Calliandra carrascana,EN,"B2ab(ii,iii,iv)",TER11 - TER39,,P.A.,2019,Reavaliação,
Fabaceae,Calliandra duckei Barneby,Calliandra duckei,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Calliandra foliolosa Benth.,Calliandra foliolosa,LC,,TER18 - TER19 - TER22 - TER25,,P.N.A.,2020,Nova avaliação,
Fabaceae,Calliandra jariensis Barneby,Calliandra jariensis,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Cenostigma nordestinum E. Gagnon & G.P. Lewis,Cenostigma nordestinum,LC,,TER12 - TER20 - TER32 - TER35 - TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Cenostigma tocantinum Ducke,Cenostigma tocantinum,LC,,TER1 - TER2,,P.N.A.,2018,Nova avaliação,
Fabaceae,Centrolobium paraense Tul.,Centrolobium paraense,EN,"B2b(iii,iv,v)",,,P.A.,2020,Reavaliação,
Fabaceae,Chamaecrista amabilis H.S.Irwin & Barneby,Chamaecrista amabilis,EN,"B2ab(i,ii,iii)",,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista amorimii Barneby,Chamaecrista amorimii,EN,"B2ab(i,ii,iii)",TER35,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista aspleniifolia (H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista aspleniifolia,NT,,TER33,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista blanchetii (Benth.) Conc. et al.,Chamaecrista blanchetii,LC,,TER10 - TER33 - TER35 - TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista brachystachya (Benth.) Conc. et al.,Chamaecrista brachystachya,LC,,TER10 - TER29 - TER35 - TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista bracteolata (Vogel) H.S.Irwin & Barneby,Chamaecrista bracteolata,EN,B2ab(iii),TER10,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista celiae (H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista celiae,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",TER10,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista confertiformis (H.S.Irwin & Barneby) Conc. et al.,Chamaecrista confertiformis,NT,,TER39,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista decora (H.S.Irwin & Barneby) Conc. et al.,Chamaecrista decora,LC,,TER10 - TER35 - TER39,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista duartei (H.S.Irwin) H.S.Irwin & Barneby,Chamaecrista duartei,LC,,TER33 - TER35,,P.N.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista fodinarum H.S.Irwin & Barneby,Chamaecrista fodinarum,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER10,,P.A.,2019,Reavaliação,
Fabaceae,Chamaecrista fulgida Barneby,Chamaecrista fulgida,CR,B1ab(iii),,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista hedysaroides (Vogel) H.S.Irwin & Barneby,Chamaecrista hedysaroides,LC,,TER10,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista lentiscifolia (Benth.) H.S.Irwin & Barneby,Chamaecrista lentiscifolia,DD,,TER10,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista machaeriifolia (Benth.) H.S.Irwin & Barneby,Chamaecrista machaeriifolia,LC,,TER9,,P.N.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista nuda (H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista nuda,EN,B1ab(iii)+2ab(iii),,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista phyllostachya (Benth.) H.S.Irwin & Barneby,Chamaecrista phyllostachya,EN,"B2ab(ii,iii,iv,v)",TER10,,P.A.,2019,Reavaliação,
Fabaceae,Chamaecrista pilicarpa (Glaz. ex Harms) H.S.Irwin & Barneby,Chamaecrista pilicarpa,DD,,TER10,,P.A.,2019,Reavaliação,
Fabaceae,Chamaecrista pteropoda Barneby,Chamaecrista pteropoda,EN,"B2ab(ii,iii)",,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby,Chamaecrista scleroxylon,NT,,,,P.A.,2018,Nova avaliação,
Fabaceae,Chamaecrista spinulosa (H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista spinulosa,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista subpeltata (Rizzini) H.S.Irwin & Barneby,Chamaecrista subpeltata,EN,"B2ab(i,ii,iii,iv,v)",,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista unijuga (Benth.) Conc. et al.,Chamaecrista unijuga,EN,"B2ab(i,ii,iii)",,,P.A.,2019,Nova avaliação,
Fabaceae,Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby,Chamaecrista xinguensis,NT,,TER2,,P.A.,2018,Nova avaliação,
Fabaceae,Chloroleucon tortum (Mart.) Pittier,Chloroleucon tortum,NT,,TER32 - TER39,,P.A.,2019,Reavaliação,
Fabaceae,Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz,Copaifera arenicola,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Copaifera cearensis Huber ex Ducke,Copaifera cearensis,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Copaifera glycycarpa Ducke,Copaifera glycycarpa,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Copaifera lucens Dwyer,Copaifera lucens,LC,,TER30 - TER32 - TER33 - TER35,,P.N.A.,2018,Nova avaliação,
Fabaceae,Copaifera majorina Dwyer,Copaifera majorina,VU,"B2ab(i,ii,iii)",TER35,,P.A.,2018,Nova avaliação,
Fabaceae,Copaifera piresii Ducke,Copaifera piresii,LC,,,,P.A.,2019,Nova avaliação,
Fabaceae,Copaifera sabulicola J.Costa & L.P.Queiroz,Copaifera sabulicola,LC,,TER11 - TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Coursetia vicioides (Nees & Mart.) Benth.,Coursetia vicioides,EN,B2ab(iii),TER35 - TER39,,P.A.,2019,Nova avaliação,
Fabaceae,Cynometra duckei Dwyer,Cynometra duckei,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Cynometra macrocarpa A.S.Tav.,Cynometra macrocarpa,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Cynometra marleneae A.S.Tav.,Cynometra marleneae,EN,"B2ab(i,ii,iii,iv,v)",,,P.A.,2019,Nova avaliação,
Fabaceae,Cynometra stenopetala Dwyer,Cynometra stenopetala,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Dahlstedtia bahiana (A.M.G. Azevedo) M.J. Silva & A.M.G. Azevedo,Dahlstedtia bahiana,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Fabaceae,Dahlstedtia castaneifolia (MJ.Silva & AMG.Azevedo) MJ.Silva & AMG.Azevedo,Dahlstedtia castaneifolia,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Dahlstedtia dehiscens M.J Silva & A.M.G. Azevedo,Dahlstedtia dehiscens,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Dahlstedtia floribunda (Vogel) M.J. Silva & A.M.G. Azevedo,Dahlstedtia floribunda,LC,,TER19 - TER20 - TER32 - TER33,,P.N.A.,2018,Nova avaliação,
Fabaceae,Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo,Dahlstedtia lewisiana,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Dahlstedtia peckoltii (Wawra) M.J. Silva & A.M.G. Azevedo,Dahlstedtia peckoltii,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER30,,P.A.,2019,Nova avaliação,
Fabaceae,Dahlstedtia pentaphylla (Taub.) Burkart,Dahlstedtia pentaphylla,LC,,TER18 - TER19 - TER20 - TER22 - TER24 - TER32 - TER39,,P.N.A.,2018,Nova avaliação,
Fabaceae,Dalbergia acuta Benth.,Dalbergia acuta,LC,,TER10 - TER35,,P.A.,2019,Nova avaliação,
Fabaceae,Dalbergia cearensis Ducke,Dalbergia cearensis,LC,,TER39,,P.N.A.,2018,Nova avaliação,
Fabaceae,Dalbergia decipularis Rizzini & A.Mattos,Dalbergia decipularis,LC,,TER33 - TER39,,P.A.,2019,Nova avaliação,
Fabaceae,Dalbergia elegans A.M.Carvalho,Dalbergia elegans,LC,,TER33,,P.A.,2019,Reavaliação,
Fabaceae,Dalbergia ernest-ulei Hoehne,Dalbergia ernest-ulei,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Fabaceae,Dalbergia glaucescens (Mart. ex Benth.) Benth.,Dalbergia glaucescens,LC,,TER10 - TER11 - TER30 - TER33 - TER39,,P.A.,2019,Nova avaliação,
Fabaceae,"Dalbergia hortensis Heringer, Rizzini & A.Mattos",Dalbergia hortensis,DD,,TER9,,P.A.,2018,Nova avaliação,
Fabaceae,Dalbergia nigra (Vell.) Allemão ex Benth.,Dalbergia nigra,VU,"A2cd;B2ab(i,ii,iii,v)",TER10 - TER18 - TER29 - TER30 - TER32 - TER33 - TER35 - TER39,,P.A.,2019,Reavaliação,
Fabaceae,Deguelia costata (Benth.) A.M.G.Azevedo & R.A.Camargo,Deguelia costata,LC,,TER10 - TER33,,P.N.A.,2018,Nova avaliação,
Fabaceae,Deguelia hatschbachii A.M.G.Azevedo,Deguelia hatschbachii,VU,"B2ab(i,ii,iii)",TER10 - TER33,,P.A.,2018,Nova avaliação,
Fabaceae,Dialium rondoniense M. J. Falcão & Mansano,Dialium rondoniense,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Fabaceae,Dicymbe amazonica Ducke,Dicymbe amazonica,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Dicymbe arenicola W.A.Rodrigues,Dicymbe arenicola,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2019,Nova avaliação,
Fabaceae,Dicymbe heteroxylon Ducke,Dicymbe heteroxylon,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Dicymbe puncticulosa R.S.Cowan,Dicymbe puncticulosa,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",,,P.A.,2019,Nova avaliação,
Fabaceae,Dimorphandra campinarum Ducke,Dimorphandra campinarum,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Dimorphandra caudata Ducke,Dimorphandra caudata,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Dimorphandra exaltata Schott,Dimorphandra exaltata,LC,,TER10 - TER18 - TER32 - TER33,,P.A.,2018,Nova avaliação,
Fabaceae,Dimorphandra jorgei M.F.Silva,Dimorphandra jorgei,LC,,TER33 - TER35 - TER39,,P.A.,2018,Nova avaliação,
Fabaceae,Dimorphandra mediocris Ducke,Dimorphandra mediocris,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Dimorphandra parviflora Spruce ex Benth.,Dimorphandra parviflora,LC,,TER1,,P.N.A.,2019,Nova avaliação,
Fabaceae,Dimorphandra urubuensis Ducke,Dimorphandra urubuensis,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Dimorphandra wilsonii Rizzini,Dimorphandra wilsonii,EN,"A2bce;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v);C1",TER10,,P.A.,2019,Reavaliação,
Fabaceae,Dinizia jueirana-facao G. P. Lewis & G. S. Siqueira,Dinizia jueirana-facao,CR,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",TER33,CR Lacuna,P.A.,2018,Nova avaliação,
Fabaceae,Diplotropis ferruginea Benth.,Diplotropis ferruginea,LC,,TER10 - TER35 - TER39,,P.N.A.,2018,Nova avaliação,
Fabaceae,Diplotropis incexis Rizzini & A.Mattos,Diplotropis incexis,LC,,TER18 - TER33 - TER35 - TER39,,P.N.A.,2018,Nova avaliação,
Fabaceae,Diplotropis rodriguesii H.C.Lima,Diplotropis rodriguesii,VU,"B1ab(iii,v)",,,P.A.,2019,Nova avaliação,
Fabaceae,Elizabetha speciosa Ducke,Elizabetha speciosa,VU,"B2ab(i,ii,iii)",,,P.A.,2018,Nova avaliação,
Fabaceae,Enterolobium glaziovii (Benth.) Mesquita,Enterolobium glaziovii,LC,,TER10 - TER32 - TER33,,P.A.,2018,Nova avaliação,
Fabaceae,Enterolobium gummiferum (Mart.) J.F.Macbr.,Enterolobium gummiferum,LC,,TER10 - TER11 - TER12 - TER15 - TER18 - TER20 - TER29 - TER35 - TER39 - TER9,,P.N.A.,2020,Nova avaliação,
Fabaceae,Enterolobium monjollo (Vell.) Mart.,Enterolobium monjollo,LC,,TER30 - TER33 - TER35,,P.A.,2018,Nova avaliação,
Fabaceae,Eperua duckeana R.S.Cowan,Eperua duckeana,LC,,,,P.N.A.,2018,Nova avaliação,
Fabaceae,Eperua glabriflora (Ducke) R.S.Cowan,Eperua glabriflora,LC,,,,P.N.A.,2018,Nova avaliação,
Fabaceae,Eperua oleifera Ducke,Eperua oleifera,LC,,,,P.N.A.,2018,Nova avaliação,
Fabaceae,Eperua praesagata R.S.Cowan,Eperua praesagata,DD,,,,P.A.,2019,Nova avaliação,
Fabaceae,Erythrina speciosa Andrews,Erythrina speciosa,LC,,TER10 - TER12 - TER18 - TER19 - TER20 - TER26 - TER30 - TER32 - TER33 - TER35,,P.N.A.,2019,Nova avaliação,
Fabaceae,Erythrina verna Vell.,Erythrina verna,LC,,TER10 - TER18 - TER19 - TER20 - TER29 - TER32 - TER33 - TER35,,P.N.A.,2020,Nova avaliação,
Fabaceae,Erythrostemon calycina (Benth.) L.P.Queiroz,Erythrostemon calycina,LC,,TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Exostyles glabra Vogel,Exostyles glabra,DD,,,,P.A.,2018,Nova avaliação,
Fabaceae,Exostyles godoyensis Soares-Silva & Mansano,Exostyles godoyensis,NT,,TER19,,P.A.,2018,Nova avaliação,
Fabaceae,Exostyles venusta Schott,Exostyles venusta,LC,,TER32 - TER33 - TER35 - TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Gleditsia amorphoides (Griseb.) Taub.,Gleditsia amorphoides,VU,C2a(i),,,P.A.,2020,Reavaliação,
Fabaceae,Goniorrhachis marginata Taub.,Goniorrhachis marginata,LC,,TER11 - TER33 - TER35 - TER39,,P.N.A.,2018,Nova avaliação,
Fabaceae,Grazielodendron rio-docensis H.C.Lima,Grazielodendron rio-docensis,EN,"B2b(ii,iii,iv,v)",TER32 - TER33,,P.A.,2019,Reavaliação,
Fabaceae,Harleyodendron unifoliolatum R.S.Cowan,Harleyodendron unifoliolatum,EN,"B1ab(i,iii)+2ab(ii,iii)",TER35,,P.A.,2018,Nova avaliação,
Fabaceae,Hymenaea altissima Ducke,Hymenaea altissima,LC,,TER20 - TER32 - TER33 - TER35,,P.N.A.,2019,Nova avaliação,
Fabaceae,Hymenaea aurea Y.T.Lee & Langenh.,Hymenaea aurea,LC,,TER32 - TER33 - TER35,,P.N.A.,2019,Nova avaliação,
Fabaceae,"Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo",Hymenaea cangaceira,NT,,TER39,,P.A.,2019,Nova avaliação,
Fabaceae,"Hymenaea fariana R.D. Ribeiro, D.B.O.S. Cardoso & H.C. Lima",Hymenaea fariana,NT,,TER32 - TER33,,P.A.,2019,Nova avaliação,
Fabaceae,"Hymenaea longifolia (Benth.) I.M.Souza, Funch & L.P.Queiroz",Hymenaea longifolia,LC,,TER10 - TER12 - TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Hymenaea parvifolia Huber,Hymenaea parvifolia,VU,A2cd,TER1 - TER2,,P.A.,2020,Reavaliação,
Fabaceae,Hymenolobium alagoanum Ducke,Hymenolobium alagoanum,LC,,TER33 - TER39,,P.N.A.,2019,Nova avaliação,
Fabaceae,Hymenolobium excelsum Ducke,Hymenolobium excelsum,VU,A2cd,TER1,,P.A.,2019,Reavaliação,
Fabaceae,Hymenolobium grazielanum H.C.Lima,Hymenolobium grazielanum,LC,,,,P.A.,2018,Nova avaliação,
Fabaceae,Hymenolobium heringeranum Rizzini,Hymenolobium heringeranum,NT,,TER9,,P.A.,2018,Nova avaliação,
Fabaceae,Inga aptera (Vinha) T.D.Penn.,Inga aptera,EN,"B2ab(i,ii,iii)",TER35,,P.A.,2019,Reavaliação,
Fabaceae,Inga barbata Benth.,Inga barbata,LC,,TER10 - TER19 - TER20 - TER29 - TER30 - TER32,,P.N.A.,2018,Nova avaliação,
Fabaceae,Inga bullata Benth.,Inga bullata,NT,,TER32,,P.A.,2019,Reavaliação,
Fabaceae,Inga conchifolia L.P.Queiroz,Inga conchifolia,EN,"B1ab(i,iii)+2ab(ii,iii)",TER39,,P.A.,2018,Nova avaliação,
Fabaceae,Inga congesta T.D.Penn.,Inga congesta,NT,,TER20 - TER32 - TER35 - TER39,,P.A.,2019,Nova avaliação,
Fabaceae,Inga cordistipula Mart.,Inga cordistipula,VU,"B2ab(i,ii,iii)",TER32,,P.A.,2018,Nova avaliação,
Fabaceae,Inga edwallii (Harms) T.D.Penn.,Inga edwallii,LC,,TER19 - TER20,,P.N.A.,2018,Nova avaliação,
Fabaceae,Inga exfoliata T.D.Penn. & F.C.P.García,Inga exfoliata,NT,,TER33,,P.A.,2019,Reavaliação,
Fabaceae,Inga globularis T.D.Penn.,Inga globularis,EN,B2ab(iii),TER32,,P.A.,2019,Nova avaliação,
Fabaceae,Inga grazielae (Vinha) T.D.Penn.,Inga grazielae,EN,"B2b(i,ii,iii)",TER35 - TER39,,P.A.,2019,Reavaliação,
Fabaceae,Inga lentiscifolia Benth.,Inga lentiscifolia,NT,,TER19 - TER22 - TER24 - TER30 - TER32,,P.A.,2019,Reavaliação,
Fabaceae,Inga maritima Benth.,Inga maritima,EN,B2b(iii),TER32 - TER33,,P.A.,2019,Reavaliação,
Fabaceae,Inga mendoncaei Harms,Inga mendoncaei,EN,B1ab(iii)+2ab(iii),,,P.A.,2020,Reavaliação,
Fabaceae,Inga pedunculata (Vinha) T.D.Penn.,Inga pedunculata,EN,B1ab(iii)+2ab(iii),,,P.A.,2020,Reavaliação,
Fabaceae,Inga platyptera Benth.,Inga platyptera,EN,B2ab(iii),TER30 - TER33,,P.A.,2019,Reavaliação,
Fabaceae,Inga pleiogyna T.D.Penn.,Inga pleiogyna,EN,B2b(iii),TER35 - TER39,,P.A.,2019,Reavaliação,
Fabaceae,Inga praegnans T.D.Penn.,Inga praegnans,EN,B1ab(iii)+2ab(iii),,,P.A.,2020,Reavaliação,
Fabaceae,Inga retinocarpa Poncy,Inga retinocarpa,DD,,,,P.A.,2020,Nova avaliação,
Fabaceae,Inga schinifolia Benth.,Inga schinifolia,LC,,TER10 - TER30 - TER32 - TER33,,P.N.A.,2019,Nova avaliação,
Fabaceae,Inga sellowiana Benth.,Inga sellowiana,LC,,TER18 - TER19 - TER20 - TER24 - TER32,,P.A.,2019,Reavaliação,
Fabaceae,Inga sessilis (Vell.) Mart.,Inga sessilis,LC,,TER10 - TER18 - TER19 - TER20 - TER22 - TER24 - TER26 - TER29 - TER30 - TER32 - TER33 - TER35 - TER9,,P.N.A.,2018,Nova avaliação,
Fabaceae,Inga suborbicularis T.D.Penn.,Inga suborbicularis,EN,B2ab(iii),TER35,,P.A.,2019,Reavaliação,
Fabaceae,Inga unica Barneby & J.W.Grimes,Inga unica,EN,B2ab(iii),TER33 - TER35,,P.A.,2019,Reavaliação,
Fabaceae,Inga virescens Benth.,Inga virescens,LC,,TER19 - TER22 - TER24 - TER25 - TER26,,P.N.A.,2018,Nova avaliação,
Fabaceae,Inga vulpina Mart. ex Benth.,Inga vulpina,LC,,TER10 - TER18 - TER19 - TER20 - TER29 - TER32 - TER35,,P.N.A.,2018,Nova avaliação,
Fabaceae,Jacqueshuberia purpurea Ducke,Jacqueshuberia purpurea,LC,,,,P.A.,2018,Nova avaliação,
