"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","infraspecificEpithet","fieldNumber","individualCount"
"112","2020-11-19 10:23:25-03","CPAP","CPAP","14142","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Salis, S. M.","1995","10","17",NA,"Brasil",NA,NA,"Arbóreo, 5m de altura. FLOR: creme. FRUTO: não visto. INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Cerrado. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,"847",NA,NA,"A.DC.",NA,"MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 2","-56.65","-18.983333",NA,"90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-11-19 10:23:25-03","CPAP","CPAP","15805","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Pott, A.","1996","11","12",NA,"Brasil",NA,NA,"Arbusto a arvoreta 1,5-3,0m de altura. FLOR: não vista. FRUTO: ferrugineo. INTERESSE: Fruto para fauna. FREQUÊNCIA: Frequente. AMBIENTE: Cerrado de borda de cordilheira, pouco alagável. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Fruta-De-B",NA,"7889",NA,NA,"A.DC.",NA,"MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333",NA,"90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-11-19 10:23:25-03","CPAP","CPAP","18962","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Resende, U. M.","1998","08","31",NA,"Brasil",NA,NA,"Árvore 4m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado próximo a margem do rio. SUBSTRATO: . RELEVO: .",NA,"1540",NA,NA,"A.DC.","G. A. Damasceno Jr.","MS","Costa Rica","Fazenda Morro Alto - logradouro","-53.369722","-18.295833",NA,NA,NA,"53°22'11'' W","18°17'45'' S","1999","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-11-19 10:23:25-03","CPAP","CPAP","1910","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Ratter, J. A.","1985","10","03",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Olho-De-Boi",NA,"5066",NA,NA,"A.DC.",NA,"MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - , 100km SE de Corumbá","-57.016667","-19.233333",NA,"89","89","57°01' W","19°14' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-19 10:23:25-03","CPAP","CPAP","23987","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Pott, A.","2004","10","12",NA,"Brasil",NA,NA,"Arbusto (rebrota) 30cm de altura. com flor verde e marron e fruto ausente. Frequência Esparsa.. Vegetação secundária de cerrado, de beira de estrada, após fogo. Solo: latos.Solo: vermelho. Relevo: quase plano..",NA,"11909",NA,NA,"A.DC.","A. Pott; V. J. Pott","MS","Rio Brilhante","Prudêncio Thomaz, Rodovia BR-163.","-54.429167","-21.656944",NA,"315","315","54°25'45 W","21°39'25 S","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-19 10:23:25-03","CPAP","CPAP","2783","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Cunha, C. N. da","1986","12","07",NA,"Brasil",NA,NA,"Arbusto A arboreta. FLOR: castanha.. FRUTO: verde. INTERESSE: Fruto forrageiro.. FREQUÊNCIA: . AMBIENTE: Cordilheira paleodique com cerradão distrófico, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Fruta-de-boi",NA,"2023",NA,NA,"A.DC.",NA,"MS","Corumbá","Fazenda Ipanema; Sub-região da Nhecolândia; Pantanal","-56.783333","-19.066667",NA,"90","90","56°47' W","19°04' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-19 10:23:25-03","CPAP","CPAP","4331","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Pott, A.","1987","11","07",NA,"Brasil",NA,NA,"Arbusto/arboreta 1-4m de altura. FLOR: verde e castanha. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Campo alagável com Curatella. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano com mesorelev",NA,"3845",NA,NA,"A.DC.",NA,"MS","Corumbá","Fazenda Santana, Sub-região do Paiaguás, Pantanal","-56.566667","-18.066667",NA,"90","90","56°34' W","18°04' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-11-19 10:23:25-03","CPAP","CPAP","5012","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Salis, S. M.","1988","10","22",NA,"Brasil",NA,NA,"Arboreo, 3m de altura. FLOR: arroxeada. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Fruta-De-Boi",NA,"193",NA,NA,"A.DC.","S. M. Salis","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 6, baía 20 - planta 4 / linha 1a","-56.65","-18.983333",NA,"89","89","56°39' W","18°59' S","1988","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-11-19 10:23:25-03","CPAP","CPAP","5675","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Pott, A.","1988","10","31",NA,"Brasil",NA,NA,"Arbusto/arboreta 1-5 m de altura. FLOR: não vista. FRUTO: verde pardo. INTERESSE: Fruto forrageiro.. FREQUÊNCIA: Frequente. AMBIENTE: Cerrado de paleodique (cordilheira) não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano convexo.",NA,"4460",NA,NA,"A.DC.","A. Pott","MS","Corumbá","Fazenda Rancharia, Sub-região da Nhecolândia, Pantanal","-56.766667","-18.55",NA,"140","140","56°46' W","18°33' S","1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-11-19 10:23:25-03","CPAP","CPAP","776","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Pott, A.","1984","10","31",NA,"Brasil",NA,NA,"Arbusto a arboreta com polimorfismo foliar. FLOR: verdosa. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Caronal (campo de Elyonurus) e borda de cordilheira (paleodique), pouco ou não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano",NA,"1682",NA,NA,"A.DC.",NA,"MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333",NA,"90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-19 10:23:25-03","CPAP","CPAP","13607","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Cervi, A. C.","1993","12","09",NA,"Brasil",NA,NA,"Árvore de aproximadamente 4m de altura. FLOR: . FRUTO: ainda verde. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Fruta-De-B",NA,"4223",NA,NA,"A.DC.","A. C. Cervi; V. J. Pott","MS","Corumbá","Fazenda Santa Luzia, Sub-região da Nhecolândia; Pantanal","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"123","2020-11-19 10:23:25-03","CPAP","CPAP","20629","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Salis, S. M.","2004","11","05",NA,"Brasil",NA,NA,"Arbusto. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,"1322",NA,NA,"A. DC.","D.R.C.Padilha & S.M.Salis","MS","Corumbá","Fazenda São Francisco; Sub-região do Paiáguas; Pantanal - invernada Piquete 4","-57.6533012390137","-19.0091991424561",NA,NA,NA,"55 46'52''W","17 49'32''S",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"124","2020-11-19 10:23:25-03","CPAP","CPAP","16671","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Hatschbach, G.","1995","05","08",NA,"Brasil",NA,NA,"Árvore, 5m de altura. FLOR: . FRUTO: amarelo. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata de galeria. SUBSTRATO: . RELEVO: .",NA,"62471",NA,NA,"A.DC.","S. F. Smith","MT","Jauru","Rodovia MT-248, km 18 de Jauru para Figueirópolis d'Oeste","-58.8664016723633","-15.3418998718262",NA,NA,NA,NA,NA,"1996",NA,NA,"40234","auto",NA,NA,NA,NA,NA,NA
"125","2020-11-19 10:23:25-03","CPAP","CPAP","20178","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Donatti, C.I.","2003","01","15",NA,"Brasil",NA,NA,"Árvore. Folha e galhos pilosos. FLOR: . FRUTO: verde. Fruto grande e piloso;. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Olho de boi",NA,"293",NA,NA,"A.DC.","S.M. Salis; 05/04","MS","Aquidauana","Fazenda Rio Negro","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,"2004","05",NA,"212961","auto",NA,NA,NA,NA,NA,NA
"126","2020-11-19 10:23:25-03","CPAP","CPAP","24657","PreserverdSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Pott, A.","2006","03","01",NA,"Brasil",NA,NA,".invasora de pastagem.. Frequente.. Solo: argiloso. vermelho. Relevo: topo de odulado. <ll>dwc_commonname:</ll> Fruta-De-Boi; Caqui-De-Cerrado",NA,"14118",NA,NA,"A.DC.","A. Pott","MS","Campo Grande","Embrapa Gado de Corte","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"127","2015-07-02 14:01:39-03","JBP","HPL","10508","S","Plantae","Ebenaceae","Diospyros","cf. hispida","Diospyros cf. hispida","R. Tsuji","2007","10","10",NA,"Brasil",NA,NA,NA,NA,"2254",NA,NA,NA,NA,"SP","Itararé","Coletado nas proximidades do município de Itararé, porém antes de chegar a cidade; em área de vegetação de cerrado com afluente de campo úmido.","-49.34","-24.11",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"128","2015-07-02 14:42:27-03","JBP","HPL","12798","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","A. Campos-Rocha & D. Hueb","2009","01","03",NA,"Brasil",NA,NA,NA,NA,"238",NA,NA,NA,"A. Campos-Rocha","MG","Uberaba","Coletado em terreno localizado em condomínio fechado ao lado do Jockey Club Uberaba, acesso pela BR-262.","-47.977917","-19.772833",NA,NA,NA,"47° 58' 40,5 W","19° 46' 22,2 S","2012","10","01",NA,NA,NA,NA,NA,NA,NA,NA
"129","2015-07-02 14:01:39-03","JBP","HPL","12813","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","A. Campos-Rocha & K. Moura","2009","01","10",NA,"Brasil",NA,NA,NA,NA,"253",NA,NA,NA,"A. Campos-Rocha","MG","Uberaba","Coletado em área de mata em regeneração à beira de estrada de terra (com entrada sentido Fazenda Dom Paulino); idem 250. Material prensado em álcool.","-47.9319","-19.7483",NA,NA,NA,NA,NA,"2012","10","01","73879","auto",NA,NA,NA,NA,NA,NA
"130","2015-07-02 14:01:39-03","JBP","HPL","13722","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","R. Tsuji","2006","09","22",NA,"Brasil",NA,NA,NA,NA,"1385",NA,NA,"A. DC.","V.C. Souza","SP","Itirapina","Coletado em vegetação de cerrado, nas proximidades da cidade. Material anterior e erroneamente tombado como HPL-6744.","-47.82","-22.25",NA,NA,NA,NA,NA,"2012","12","11","22843","auto",NA,NA,NA,NA,NA,NA
"131","2015-07-02 14:01:39-03","JBP","HPL","6177","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","R. Tsuji","2006","03","28",NA,"Brasil",NA,NA,NA,NA,"1278",NA,NA,"A. DC.","R. Tsuji","MG","Patos de Minas","Coletado na Fazenda Experimental EPAMIG.","-46.5181","-18.5789",NA,NA,NA,NA,NA,"2006","03","28","69541","auto",NA,NA,NA,NA,NA,NA
"132","2015-07-02 14:01:39-03","JBP","HPL","9204","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","H. Lorenzi","1993","04","24",NA,"Brasil",NA,NA,NA,NA,"179",NA,NA,"A. DC.","H. Lorenzi","MG","São Sebastião do Paraiso","Coletado na estrada para Altinópolis, no posto, em área de cerrado.","-46.9914","-20.9169",NA,NA,NA,NA,NA,"1993","04","24","24792","auto",NA,NA,NA,NA,NA,NA
"133","2015-07-02 14:01:39-03","JBP","HPL","2932","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","H. Lorenzi","1994","01","14",NA,"Brasil",NA,NA,NA,NA,"1262",NA,NA,"A. DC","H. Lorenzi","SP","Aguai","Coletado no cerrado, na estrada Casa-Branca para Aguaí.","-46.97","-22.05",NA,NA,NA,NA,NA,"1994","01","14","25812","auto",NA,NA,NA,NA,NA,NA
"134","2015-07-02 14:01:39-03","JBP","HPL","7356","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","J. A. Lombardi, H. Lorenzi et al.","2005","11","02",NA,"Brasil",NA,NA,NA,NA,"6150",NA,NA,"A.DC.","V.C. Souza","TO","Natividade","Coletado na estrada Conceição do Tocantins/Natividade, ca. 10km de Natividade, BR-010 (em margem de estrada e cerrado perturbado). S 11° 45' 36,2; W 47° 44' 26,6 - 270 m.s.m.","-47.7233","-11.7097",NA,NA,NA,NA,NA,NA,NA,NA,"59394","auto",NA,NA,NA,NA,NA,NA
"135","2019-02-15 11:39:03-02","IPA","IPA","16886","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Belém, R.P.","1968","02","03","Southern America","Brasil",NA,NA,"Árvore de am. Flores esverdeadas, cálice piloso.; Cerrado.","IPA0016886","3933","Plantae",NA,"A. DC.","Barroso, G.M.","Distrito Federal","Brasilia","Campus da UNB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"1968","11",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"136","2020-12-20 21:16:53-03","UFV","VIC","25746","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Valente, G.E.; Meira Neto, J.A.A.","2001","04","14",NA,"Brasil",NA,NA,"Árvore, c.a. de 6,0 metros de altura, coletada no interior de cerradão. Com fruto.","VIC025746","737",NA,NA,"(Mart.) B.Walln.",NA,"Minas Gerais","Paraopeba","EFLEX, Cerradão próximo à formação de calcário.","-44.4042015075684","-19.2744007110596","VIC025746",NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"137","2020-12-20 21:16:53-03","UFV","VIC","24784","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Valente, G.E.; Meira Neto, J.A.A.","2000","04","22",NA,"Brasil",NA,NA,"Árvore, c.a. de 5,0 metros de altura. Fruto do tipo baga de coloração pardacenta. Com fruto na carpoteca sob nº 464.","VIC024784","511",NA,NA,"(Mart.) B.Walln.",NA,"Minas Gerais","Paraopeba","EFLEX, Cerrado stricto sensu Aberto.","-44.4042015075684","-19.2744007110596","VIC024784",NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"138","2020-12-20 21:16:53-03","UFV","VIC","48084","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Filardi, F.L.R.; et al.","2002","09","23",NA,"Brasil",NA,NA,"Flores,Árvore; Árvore; Cerrado","VIC048084","79",NA,NA,"(Mart.) Walln","Wallnofer, B.","Minas Gerais","Volta Grande","Trevo para Barragem","-42.5388984680176","-21.7705993652344","VIC048084",NA,NA,NA,NA,"2018","04","30","11543","auto",NA,NA,NA,NA,NA,NA
"139","2020-12-20 21:16:53-03","UFV","VIC","27252","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Santos, E.R. dos; et al.","1999",NA,NA,NA,"Brasil",NA,NA,"Árvore, c.a. de 4,20 metros de altura e 51,5 cm de perímetro basal. Parcela 43, coleta 1521.","VIC027252","s.n.",NA,NA,"(Mart.) B.Walln.","Santos, E.R. dos","Tocantins","Palmas","Parque Estadual do Lajeado, Cerrado stricto sensu.","-48.3602981567383","-10.2128000259399","VIC027252",NA,NA,NA,NA,"2000","01",NA,"62375","auto",NA,NA,NA,NA,NA,NA
"140","2020-12-20 21:16:53-03","UFV","VIC","14452","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Mota, A.L.P.; et al.","1991","11","28",NA,"Brasil",NA,NA,"Casca marrom-escuro e cinza, ligeiramente gretada, casca interna rosada, folhas alternas; ligeiramente trapezoidal; frutos pilosos, imaturos, verdes; alburno bege;","VIC014452","1036",NA,NA,"(Mart.) B.Walln.",NA,"Minas Gerais",NA,"Triângulo Mineiro, Mata de Cerrado Zé Costa.",NA,NA,"VIC014452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-20 21:16:53-03","UFV","VIC","15393","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Mota, A.L.P.; et al.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC015393","911",NA,NA,"(Mart.) B.Walln.",NA,"Minas Gerais",NA,"Triângulo Mineiro, Mata de Cerrado Zé Costa.",NA,NA,"VIC015393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-20 21:16:53-03","UFV","VIC","48086","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Filardi, F.L.R.; et al.","2003","02","24",NA,"Brasil",NA,NA,"Frutos,Árvore; Árvore; Cerrado","VIC048086","213",NA,NA,"(Mart.) Walln","Wallnofer, B.","Minas Gerais","Volta Grande","Rod. Recepção-Viveiro","-48","-20","VIC048086",NA,NA,"-48","-20","2018","04","30",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-20 21:16:53-03","UFV","VIC","25988","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Balduino, A.P.C.; et al.","2000","11","17",NA,"Brasil",NA,NA,"Planta arbórea.","VIC025988","35",NA,NA,"(Mart.) B.Walln.","Meira Neto, J.A.A.","Minas Gerais","Paraopeba","EFLEX, Cerrado stricto sensu.","-44.4042015075684","-19.2744007110596","VIC025988",NA,NA,NA,NA,"2001","06","25","26090","auto",NA,NA,NA,NA,NA,NA
"144","2020-12-20 21:16:53-03","UFV","VIC","48085","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Filardi, F.L.R.; et al.","2002","09","25",NA,"Brasil",NA,NA,"Flores e Frutos,Árvore; Árvore; Cerrado","VIC048085","128",NA,NA,"(Mart.) Walln","Wallnofer, B.","Minas Gerais","Volta Grande","100m portão Pscicultura","-42.5388984680176","-21.7705993652344","VIC048085",NA,NA,NA,NA,"2018","04","30","11543","auto",NA,NA,NA,NA,NA,NA
"145","2020-12-20 21:16:53-03","UFV","VIC","48087","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Filardi, F.L.R.; et al.","2003","09","28",NA,"Brasil",NA,NA,"Flores,Árvore; Árvore; Cerrado","VIC048087","305",NA,NA,"(Mart.) Walln","Wallnofer, B.","Minas Gerais","Volta Grande","Rod. Recepção-Barragem","-42.5388984680176","-21.7705993652344","VIC048087",NA,NA,NA,NA,"2018","04","30","11543","auto",NA,NA,NA,NA,NA,NA
"146","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043107","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","burchellii","Diospyros burchellii","C. Proenca; J. F. Ribeiro, S. Bridgewater, J. A. Ratter, J. Fonseca Filho","1997","11","12",NA,"Brazil",NA,NA,"Arvore 2.5 m. Flor esverdeada, fruto verde, frutos inmaduros, oblatas con apice depresso, mostrando 4 lobos sutis. Casca profundamente fissurada, cinza-escuro.",NA,"1827","Magnoliophyta","Ericales","Hiern","J. A. Ratter","Tocantins",NA,"Figueropolis, 18 km da cidade, centro oeste.","-49.25","-12.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043108","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","G. Hatschbach; M. Hatschbach, E. Barbosa","2003","10","18",NA,"Brazil",NA,NA,"Pequena arvore, flor creme, petalas com o lado interno vinoso.",NA,"76483","Magnoliophyta","Ericales","A.DC.","G. Hatschbach","Mato Grosso do Sul",NA,"Estrada entre a Rod. BR-060 e Santo Antonio (Mun. Bela Vista).","-55.7833","-18.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-21 14:34:59-03","UFJF","CESJ","40908","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","F.M. Ferreira","2003","11","09","América do Sul","Brasil",NA,NA,"Arbusto ca. 1m, heliófilo. Botões verdes e flores creme esverdedas.","CESJ040908","559","Angiosperma",NA,"A. DC.","A. Oliveira-FIlho","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,"2004","03",NA,"29865","auto",NA,NA,NA,NA,NA,NA
"149","2019-11-21 14:34:59-03","UFJF","CESJ","17515","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","L. Rennó","1955","10","06","América do Sul","Brasil",NA,NA,"Arbusto do cerrado, fl. amarelas escerdeadas 1m.","CESJ017515","s.n.","Angiosperma",NA,"A. DC.",NA,"Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:43:02-03","UFMS","CGMS","22065","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","W.M. Ramos","2007","10","24",NA,"Brasil",NA,NA,NA,"CGMS1051477","345",NA,NA,"A.DC.","W. M. Ramos","Mato Grosso do Sul","Aquidauana","Acampamento Batista, Distrito de Piraputanga.","-55.4833333","-20.4497222",NA,NA,NA,"-55,4833333","-20,4497222","2008","07","31",NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:39:12-03","UFMS","CGMS","49048","PreservedSpecimen",NA,"Ebernaceae","Diospyros","hispida","Diospyros hispida","G. Hatschbach; M. Hatschbach; E. Barbosa","2003","10","18",NA,"Brasil",NA,NA,"Flor creme, pétalas com o lado interno vinoso. Habitat: Cerrado. Habito: Pequena árvore.","CGMS1078993","76483",NA,NA,"A.DC.","G. Hatschbach","Mato Grosso do Sul","Bela Vista","Estrada entre Rodovia BR-060 e Santo Antônio.","-56.5210990905762","-22.1089000701904",NA,NA,NA,NA,NA,"2004",NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA
"152","2021-04-07 11:43:02-03","UFMS","CGMS","11920","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","R.O. Castilho","2004","06",NA,NA,"Brasil",NA,NA,NA,"CGMS1041273",NA,NA,NA,"A.DC.",NA,"Mato Grosso do Sul","Campo Grande","Cerrado próximo à UCDB.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"153","2021-04-07 11:43:02-03","UFMS","CGMS","18527","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","2006","12","12",NA,"Brasil",NA,NA,"Habitat: Mancha de cerrado rala e aberta. Solo arenoso. Relevo ondulado. Habito: Arbusto. 0,80m de altura.","CGMS1047828","4628",NA,NA,"(Mart.) B.Walln.",NA,"Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.4041667","-20.6805556",NA,"595","595","-54,4041667","-20,6805556","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-04-07 11:43:02-03","UFMS","CGMS","66652","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","C.R. Stritar; G.A. Damasceno Junior; L.S. Savala; T.D. Barbosa","2017","10","19",NA,"Brasil",NA,NA,"Flor seca marrom. Habitat: Cerrado stricto sensu. Solo arenoso. Entrada do Templo dos Pilares. Habito: Árvore. 2,20 m de altura.","CGMS1099613","42",NA,NA,"(Mart.) B.Walln.",NA,"Mato Grosso do Sul","Alcinópolis","Parque Municipal Templo dos Pilares.","-53.6805556","-18.1475",NA,"602","602","-53,6805556","-18,1475","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-04-07 11:43:02-03","UFMS","CGMS","35929","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","D.T. Azevedo; A.P.P. Oliveira; T.G. Freitas; L.S.B. Jordão","2012","11","02",NA,"Brasil",NA,NA,"Flor ausente. Fruto imaturo verde. Piloso. Habitat: Cerradão. Solo arenoso. Habito: Arbusto. 2,00m de altura.","CGMS1065335","96",NA,NA,"(Mart.) B.Walln.",NA,"Mato Grosso do Sul","Rio Verde de Mato Grosso","Pantanal da Nhecolândia, beira de estrada após a serra da Alegria.","-55.2833333","-18.6641667",NA,"160","160","-55,2833333","-18,6641667","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
