"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus"
"48","2019-08-27 13:34:27-03","IAP","PACA-AGP","94981","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Ohlweiler, A. A.",NA,"1999","11","29","Brasil","RS","Santa Maria do Herval","-50.9928016662598","-29.4981002807617",NA,NA,"PACA094981",NA,NA,NA,NA,"Cascata",NA,NA,"HASU 7859.","Magnoliophyta","Rutales",NA,NA,"10918","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:34:27-03","IAP","PACA-AGP","86047","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","A. Sehnem","P. A. Steffen",NA,"1966","03","20","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA086047",NA,NA,NA,NA,"Lar da Menina",NA,NA,"ASSL 8686 Habitat: Arbor in silvula.","Magnoliophyta","Rutales",NA,NA,"10287","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-27 13:34:27-03","IAP","PACA-AGP","34951","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Emrich-Rambo Sicher","Rambo, B.",NA,"1947","01","10","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"PACA034951",NA,"1954","09","17","Faz. da Ronda",NA,NA,"Habitat: In silva Fenofase: folium","Magnoliophyta","Rutales",NA,NA,"63451","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"51","2020-02-27 16:44:24-03","UFSC","CTBS","3358","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Mariot, A.","Steiner, F.",NA,"2013","11","06","Brasil","Santa Catarina","Vargem","-50.808611","-27.490833","50°48'31W","27°29'27S",NA,NA,"2013","11","06","Canteiro de Obras da UHE de São Roque","764","764",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6286",NA,NA,NA,NA,NA
"52","2020-02-27 16:44:24-03","UFSC","CTBS","3357","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Marcon, A.","Mariot, A.",NA,"2013","11","06","Brasil","Santa Catarina","Vargem","-50.808611","-27.490833","50°48'31W","27°29'27S",NA,NA,"2013","11","06","Canteiro de Obras da UHE de São Roque","764","764",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6285",NA,NA,NA,NA,NA
"53","2020-02-27 16:44:24-03","UFSC","CTBS","3359","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Steiner, F.","Steiner, F.",NA,"2013","11","06","Brasil","Santa Catarina","Vargem","-50.808611","-27.490833","50°48'31W","27°29'27S",NA,NA,"2013","11","06","Canteiro de Obras da UHE de São Roque","764","764",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6287",NA,NA,NA,NA,NA
"54","2021-03-24 17:10:04-03","UFES","SAMES","6473","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Verdi,M.; Grosch,B.;Klemz,G.","1110","2008","11","29","Brasil","Santa Catarina","Peritiba","-51.9039001464844","-27.3731002807617","-515305556.0","-272136111.0","SAMES06473",NA,NA,NA,NA,"Centro, próximo aos biscoitos Nani",NA,NA,NA,NA,NA,NA,NA,"11450","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:45:04-03","UFJF","CESJ","26608","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","J.R. Pirani","M.A.N.Cavalcanti","s.n.","1993","08",NA,"Brasil","Minas Gerais","Carangola","-42.0293998718262","-20.7331008911133",NA,NA,"CESJ026608",NA,"1993","10",NA,NA,NA,NA,"Árvore, ca. 7 m alt., frondoza, em meio a cafezal, ao lado de uma grande pedra. Em frutificação.","Angiosperma",NA,"América do Sul",NA,"21913","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:45:04-03","UFJF","CESJ","X-254/R-26608","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","J.R. Pirani","M.A.N. Cavalcanti","s.n.","1993","08",NA,"Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"CESJX254R2",NA,"1993","10",NA,NA,NA,NA,"Nome vulgar: Árvore ca.De 7m de altura.Frondosa, em meio a cafezal,ao lado de uma grande pedra.Em frutificação.","Angiosperma",NA,"América do Sul",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:48:51-03","UFMS","CGMS","73510","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","G.A.D. Junior","L.P. Oliveira; C. Estodutto, E.O. Souza, G.A. Damasceno Junior","139","2018","11","08","Brasil","Mato Grosso do Sul","Bonito","-56.8","-20.9055556","-56,8","-20,9055556","CGMS1106317",NA,"2018","11","08","Fazenda Muralha. Parque Nacional da Serra da Bodoquena","547","547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:48:51-03","UFMS","CGMS","73509","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","F. Macedo","R. M. Fernandes; V.A. Nakamura, D. Cuadrado, F.M. Alves","32","2018","10","30","Brasil","Mato Grosso do Sul","Bonito","-56.7077778","-20.9644444","-56,7077778","-20,9644444","CGMS1106316",NA,"2018","10","30","Fazenda Marambaia. Parque Nacional da Serra da Bodoquena","666","666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:41:15-03","UNICAMP","UEC","177265","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl.","Santos, K","Santos, K; Belinello, R","2271","2000","06","16","Brazil","São Paulo","Campinas","-46.9","-22.9","-46.9","-22.9","UEC023848","UEC023848",NA,NA,NA,"Mata da Fazenda Santa Helena (Fragmento P1); área total: 12,4ha.,","887","887","Árvore zoocórica, altura total: 13m, altura do fuste: 9m; PAP: 61cm. Nervuras translúcidas.; Floresta estacional semidecídua","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-19 14:09:32-03","UFRPE","PEUFR","8083","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl. in Engl. & Prantl","B. Rambo","A. Sehnem","3905","1949","10","19","Brasil","Rio Grande do Sul","Linha Bonita",NA,NA,NA,NA,"PEUFR008083",NA,"1949","10","19","Montenegro","450","450","Plantas do Sul do Brasil; coleção de P. Aloysio Sehnem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-19 14:09:32-03","UFRPE","PEUFR","12652","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl. in Engl. & Prantl","W. Thomas","E.M.N. Ferraz","46","1991","12","07","Brasil","Pernambuco","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,"PEUFR012652",NA,"1993","01",NA,"Sítio Lagoa Nova","1100","1100","Árvore co ca. 9m de altura; flores esverdeadas.",NA,NA,NA,NA,"14606","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-12 17:21:27-03","UFPB","JPB","27531","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Silva, AG da; Nascimento, LM","363","2001","01","16","Brasil","Pernambuco","Brejo da Madre de Deus","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,NA,NA,"Fazenda Bituri",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-04 13:19:44-03","UDESC","LUSC","6287","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Steiner, F.","Steiner, F.",NA,"2013","11","06","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC005566","LUSC005566","2013","11","06","Canteiro de obras da UHE São Roque.","776.6","776.6",NA,NA,NA,NA,NA,"16238","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-04 13:19:44-03","UDESC","LUSC","6286","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Mariot, A.","Steiner, F.",NA,"2013","11","06","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC005567","LUSC005567","2013","11","06","Canteiro de obras da UHE São Roque.","765.8","765.8",NA,NA,NA,NA,NA,"16238","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-04 13:19:44-03","UDESC","LUSC","6285","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Marcon, A.","Mariot, A.",NA,"2013","11","06","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC007684","LUSC007684","2013","11","01","Canteiro de obras da UHE São Roque.","764.6","764.6",NA,NA,NA,NA,NA,"16238","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-01-17 11:27:08-02","PUCRS","MPUC","9261","S","Plantae","Simaroubaceae","Aeschrion","crenata","Aeschrion crenata","Vell.","N.I. Matzenbacher",NA,NA,"1996","05","03","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,"Ponta das Canas",NA,NA,NA,NA,"Sapindales","South America",NA,"27000","auto","Magnoliopsida",NA,NA,"1",NA,NA,NA,NA
"67","2019-01-17 11:27:08-02","PUCRS","MPUC","21064","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl.","R.S. Bergamin","M.L. Vieira",NA,"2015","08","31","Brasil","PR","Santa Mariana","-50.5186004638672","-23.1508007049561",NA,NA,NA,NA,"2015","01","01",".",NA,NA,"Vegetação secundária",NA,"Sapindales","South America",NA,"29409","auto","Magnoliopsida",NA,NA,"1",NA,NA,NA,NA
"68","2019-01-17 11:27:08-02","PUCRS","MPUC","21195","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl.","B. Rambo",NA,NA,"1949","10","19","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,NA,"Linha Bonita",NA,NA,NA,NA,"Sapindales","South America",NA,"21601","auto","Magnoliopsida",NA,NA,NA,"3905","450","450",NA
"69","2020-10-14 10:06:33-03","FURB","FURB","39017","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Sobral, M","Funez, L.A.","846","2012","09","04","Brasil","Santa Catarina","Penha","-48.5991666","-26.7736111","-48.5991666","-26.7736111","FURB43490","FURB43490","2013","10",NA,"Praia da Paciência.","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:06:33-03","FURB","FURB","10239","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","451","2008","12","01","Brasil","Santa Catarina","Ipira","-51.7961111","-27.36","-51.7961111","-27.3600000","FURB43491","FURB43491","2010","08","10","Linhas dos Pintos.","653","653","Florística IFFSC 1618 Habitat: Floresta Estacional Decidual; Habito: Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-08 08:56:23-03","FURB","FURB","11601","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Gasper, AL de","Verdi, M.; Hasckel, R.P. & Klemz, G.","1399","2009","01","23","Brasil","Santa Catarina","Anita Garibaldi","-51.1641667","-27.7641667","-51.1641667","-27.7641667","FURB43493","FURB43493","2009","04",NA,"Lajeado dos Crespos.","575","575","Fito IFFSC 1000/L/69. Habitat: Floresta Estacional Decidual; Habito: Fruto preto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:06:33-03","FURB","FURB","11803","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Stival-Santos, A","Stival-Santos, A.; Uller, H.F. & Silveira, S.","304","2008","12","15","Brasil","Santa Catarina","Celso Ramos","-51.3019444","-27.6297223","-51.3019444","-27.6297223","FURB43494","FURB43494","2008","12","15","Linha Fabris.","749","749","Florística IFFSC 1187 Habitat: Floresta Estacional Decidual; interior da mata Habito: Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:06:33-03","FURB","FURB","11903","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Verdi, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","949","2008","11","18","Brasil","Santa Catarina","Lacerdópolis","-51.6144444","-27.2680556","-51.6144444","-27.2680556","FURB03504","FURB03504","2008","11","18","Canela Funda - Santa Bárbara.","647","647","Fito IFFSC 1787/S/30. Habitat: Floresta Estacional Decidual; Estágio Avançado Habito: Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:06:33-03","FURB","FURB","11957","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Gasper, AL de","Verdi, M.; Grosch, B. & Klemz, G.","1110","2008","11","29","Brasil","Santa Catarina","Peritiba","-51.885","-27.3602778","-51.8850000","-27.3602778","FURB43498","FURB43498","2009","05","12","Centro / Próximo aos Biscoitos Nani.","611","611","Fito IFFSC 1616/S/35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:06:33-03","FURB","FURB","14220","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Gasper, AL de","Korte, A.; Kniess, A.","232","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","-49.23","-27.3597222","-49.2300000","-27.3597222","FURB43495","FURB43495","2009","10","10","Tigre.","438","438","Florística IFFSC 424 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore; flor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-08 08:56:23-03","FURB","FURB","33438","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Korte, A","Korte, A.","5702","2010","12","15","Brasil","Santa Catarina","Penha","-48.5986111","-26.8077778","-48.5986111","-26.8077778","FURB43496","FURB43496","2010","12","15","Praia Vermelha.","7","7","Coleta Extra IFFSC (Arbusto) Habitat: Restinga; Habito: arbustiva; flor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:06:33-03","FURB","FURB","46191","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Oliveira, AA de","Oliveira, A.A. de","1220","2015","02","24","Brasil","Santa Catarina","Concórdia","-52.0197223","-27.18","-52.0197223","-27.1800000","FURB43488","FURB43488","2015","02","24","Lajeado dos Pintos.","768","768","Florística Entorno IFFSC 487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-08 08:56:24-03","FURB","FURB","54594","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Funez, L.A.","Funez, L.A.; Marascalchi, M.N., Kassner-Filho, A.","6434","2017","08","21","Brasil","Santa Catarina","Blumenau","-49.1025","-26.8797223","-49.1025000","-26.8797223","FURB54594","FURB54594","2017","08","21","Ponte do Salto.","42","42","Flores verdes Habitat: Entre rochas expostas Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:06:33-03","FURB","FURB","61371","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","3653","2018","10","10","Brasil","Santa Catarina","Santa Helena","-53.6413889","-26.9094444","-53.6413889","-26.9094444","FURB61371","FURB61371","2018","10","10","Sanga Joaçaba.","373","373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-09 14:47:26-03","FURB","FURB","61864","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Marinero, F","Oliveira, A.A. de","4032","2016","11","16","Brasil","Paraná","Ponta Grossa","-49.86","-25.1997222","-49.8600000","-25.1997222","FURB61864","FURB61864","2017","05","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:06:33-03","FURB","FURB","64638","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","3925","2018","11","08","Brasil","Santa Catarina","Xavantina","-52.3794445","-27.045","-52.3794445","-27.0450000","FURB64638","FURB64638","2018","11","08","Linha Guararapes.","898","898","Fruto imaturo Habitat: Floresta estacional decidual; Estágio avançado; Interior da unidade amostral Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-08 08:56:24-03","FURB","FURB","5536","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Gasper, AL de","Verdi, M.","866","2007","02","02","Brasil","Santa Catarina","Doutor Pedrinho","-49.4832992553711","-26.7143993377686",NA,NA,"FURB43492","FURB43492","2010","08","10",NA,NA,NA,NA,NA,NA,NA,NA,"18739","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-08 08:56:23-03","FURB","FURB","2959","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Oliveira, AA de","Sevegnani, L.",NA,"2001","06","25","Brasil","Santa Catarina","Lontras","-49.5419006347656","-27.1660995483398",NA,NA,"FURB43497","FURB43497","2011","01","24","Fazenda Sr. Bachanann.",NA,NA,NA,NA,NA,NA,NA,"15604","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-16 17:55:03-03","UCS","HUCS","42087","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Gasper, A.L.","Verdi, M.","1110","2008","11","29","Brasil","Santa Catarina","Peritiba","-51.885","-27.360278","-51.885","-27.360278",NA,NA,"2009","05","12","centro, próximoaos Biscoitos Nani","611","611","FURB 11957.; FED, sucessão avançada.","Angiospermae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-16 17:55:03-03","UCS","HUCS","975","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Rambo, B.","Sehnem, A.","s.n.","1949","10","19","Brasil","Rio Grande do Sul","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,NA,"Linha bonita",NA,NA,"Coleção ASSL - 3905; Arbor in silva","Angiospermae","Sapindales",NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-16 17:55:03-03","UCS","HUCS","42433","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Grings, M.","Grings, M.","281","2014","12","12","Brasil","Rio Grande do Sul","Nova Petrópolis","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"2014","12","12","Linha Brasil, Escola Bom Pasto",NA,NA,"árvore com 11 m de altura densamente frutificada em borda de mata com araucária; frutos vináceos a negros; em borda de mata com araucária","Angiospermae","Sapindales",NA,NA,"14669","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-12-19 16:37:04-03","UNESP-IBB","BOTUW","2342","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl. In Engl. & Prantl",NA,"Ceccantini, G.C.T.","1365","1999","08","27","Brasil","Paraná","Colombo","-49.233333","-25.333333","49º14' W","25º20'S","BOTUW002342",NA,NA,NA,NA,"Mata da Embrapa, próximo ao Jardim das Graças","920","920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-15 20:23:39-03","UTFPR","HCF","29743","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","M.G. Caxambu","M.G. Caxambu","9085","2019","10","25","Brasil","PR","Reserva do Iguaçu","-51.837194","-25.951056","51°50'13,9 W","25°57'03,8 S",NA,NA,"2019","11","15","Estação Ecológica Municipal Corredor das","790","790","árvore ca. 6 m, em orla de floresta. Flores esverdeadas. Casca usada por locais em infusão na água para tratamento de diabetes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-15 20:23:39-03","UTFPR","HCF","17884","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","F. Marinero","E.L. Siqueira","1638","2015","09","22","Brasil","PR","Nova Tebas","-51.949444","-24.374444","51°56'58 W","24°22'28 S",NA,NA,"2017",NA,NA,"Estação Ecológica Municipal Reinaldo","628","628","arvoreta ca. 4,5 m, heliófita. Flores amarelo-esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-15 20:23:39-03","UTFPR","HCF","21529","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","M.G. Caxambu","M.G. Caxambu","7587","2016","10","12","Brasil","PR","Céu Azul","-53.872306","-25.213194","53°52'20,3 W","25°12'47,5 S",NA,NA,"2016","10","19","Parque Nacional do Iguaçu - Estrada de","612","612","árvore ca. 8 m, heliófita. Flores e frutos verdes. Praticamente desprovida de folhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-15 20:23:39-03","UTFPR","HCF","17971","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","J. Cordeiro","M.G. Caxambu","6890","2015","10","01","Brasil","PR","Céu Azul","-53.846","-25.154778","53°50'45,6 W","25°09'17,2 S",NA,NA,"2016","03",NA,"Parque Nacional do Iguaçu - Posto de","651","651","arvoreta ca. 5 m, semi-ciófila. Flores verdes, odoríferas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-15 20:23:39-03","UTFPR","HCF","17993","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","J. Cordeiro","M.G. Caxambu","6912","2015","10","01","Brasil","PR","Céu Azul","-53.872278","-25.212861","53°52'20,2 W","25°12'46,3 S",NA,NA,"2016","03",NA,"Parque Nacional do Iguaçu - Estrada de","606","606","arvoreta ca. 5 m, semi-ciófila. Frutos imaturos verde-avermelhados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-15 20:23:39-03","UTFPR","HCF","13473","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","C.T. Blum","O.M.R. Bizarro",NA,"2013","10","25","Brasil","PR","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"2013","10","25","Capão do CIFLOMA",NA,NA,"árvore 10 m alt.; flores verdes com anteras amareladas pelos grãos de pólen; estrato intermediário; floresta em estágio médio.",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2013-04-01 09:14:42-03","IPT","BCTW","3705","S","Plantae",NA,"Aeschrion","crenata","Aeschrion crenata","Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"95","2013-04-01 09:14:42-03","IPT","BCTW","3146","S","Plantae",NA,"Aeschrion","crenata","Aeschrion crenata","Vell.",NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"96","2013-04-01 09:14:42-03","IPT","BCTW","2311","S","Plantae",NA,"Aeschrion","crenata","Aeschrion crenata","Vell.",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,"Horto Florestal",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"97","2013-04-01 09:14:41-03","IPT","BCTW","2252","S","Plantae",NA,"Aeschrion","crenata","Aeschrion crenata","Vell.",NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Chapecó","-52.6183","-27.0964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"22671","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"98","2013-04-01 09:14:42-03","IPT","BCTW","2754","S","Plantae",NA,"Aeschrion","crenata","Aeschrion crenata","Vell.",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Coronel Pacheco","-43.2656","-21.5878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Classificação original: pau-pereira","Magnoliophyta",NA,NA,NA,"10350","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"99","2013-04-01 09:19:09-03","IPT","BCTW","8787","S","Plantae",NA,"Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
