"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","615657","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","M. Sobral","R. Negrelle","1993","10","11","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6158","-26.1169",NA,NA,NA,NA,"NY00615657","NY00615657_01","A-449",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720552' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557927","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","C. M. D. E. Legrand","G. G. Hatschbach","1965","09","08","Brazil","Paraná","Paranaguá","Sertao do Indaial","-48.5092","-25.5203",NA,NA,"10","10","NY00557927","NY00557927_01","12742",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479580' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615661","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","L. R. Landrum","1977","10","31","Brazil","Paraná","Piraquara","Manancias da Serra","-49","-25.5",NA,NA,"1000","1000","NY00615661","NY00615661_01","2275",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720560' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","615673","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","C. M. D. E. Legrand","G. G. Hatschbach","1967","10","04","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizário","-49.0553","-25.3058",NA,NA,NA,NA,"NY00615673","NY00615673_01","17303",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720555' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","615662","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","L. R. Landrum","1977","12","13","Brazil","Paraná","Morretes","Via Graciosa, Grota Funda","-48.83","-25.33",NA,NA,NA,NA,"NY00615662","NY00615662_01","2873",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720561' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615656","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","M. Sobral","G. G. Hatschbach","1982","07","06","Brazil","Paraná","Morretes","Rio Taquaral","-48.8342","-25.4769",NA,NA,NA,NA,"NY00615656","NY00615656_01","44980",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720551' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615659","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","1967","05","21","Brazil","Paraná","Campina Grande do Sul","Caminho ao Cerro Verde","-49.0553","-25.3058",NA,NA,NA,NA,"NY00615659","NY00615659_01","16471",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720559' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","615666","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","M. Sobral","J. E. Leite","1941","08",NA,"Brazil","Rio Grande do Sul",NA,"Vicinity of Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"NY00615666","NY00615666_01","597",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720550' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","615669","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","1967","10","04","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario","-49.0553","-25.3058",NA,NA,NA,NA,"NY00615669","NY00615669_01","17303",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720565' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","615674","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","1968","07","11","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092","-25.5203",NA,NA,"100","100","NY00615674","NY00615674_01","19492",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720558' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","615668","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","1967","05","18","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario","-49.0553","-25.3058",NA,NA,"1000","1000","NY00615668","NY00615668_01","16423",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720564' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615671","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","R. M. Klein","1955","09","29","Brazil","Santa Catarina","Itajaí","Cunhae","-48.6617","-26.9081",NA,NA,"10","10","NY00615671","NY00615671_01","1600",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720567' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","615670","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","1967","08","09","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069",NA,NA,NA,NA,"NY00615670","NY00615670_01","16893",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720566' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","615655","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","M. L. Kawasaki","J. M. Silva","1997","10","24","Brazil","Paraná","Sao José dos Pinhais","Guaricana","-49.2064","-25.5347",NA,NA,NA,NA,"NY00615655","NY00615655_01","2112",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720554' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","03044849","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel",NA,"E. P. Fernandez","2013","09","04","Brazil","Minas Gerais","Marmelópolis","Pico do Itaguaré - APA Serra da Mantiqueira. Trilha entre o Acampamento Base do Pico do Itaguaré e o cume, entre os municípios de Marmelópolis e Passa Quatro; Floresta Ombrófila Mista ao longo de córrego encachoeirado.","-45.15","-22.5011111",NA,NA,"1500","1500","NY03044849","NY03044849_01","42",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281942' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","615667","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","1967","05","21","Brazil","Paraná","Campina Grande do Sul","Caminho ao Cerro Verde","-49.0553","-25.3058",NA,NA,"1100","1100","NY00615667","NY00615667_01","16471",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720563' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","615663","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","L. R. Landrum","1977","12","13","Brazil","Paraná","Morretes","Via Graciosa, Grota Funda","-48.83","-25.33",NA,NA,NA,NA,"NY00615663","NY00615663_01","2874",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720562' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","615664","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","L. R. Landrum","M. Kuhlmann","1951","02","20","Brazil","São Paulo","Sao Paulo","Cantareira, Horto Florestal","-46.63","-23.5403",NA,NA,NA,NA,"NY00615664","NY00615664_01","2808",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720557' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","615658","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","C. M. D. E. Legrand","G. G. Hatschbach","1967","05","18","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario","-49.0553","-25.3058",NA,NA,"1000","1000","NY00615658","NY00615658_01","16423",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720556' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","615660","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","G. G. Hatschbach","G. G. Hatschbach","1980","07","22","Brazil","Paraná","Piraquara","Roça Nova","-49.0631","-25.4419",NA,NA,NA,NA,"NY00615660","NY00615660_01","42027",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720569' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","31667","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D. Legrand & Kausel","Sobral, M.E.G.","Silva, S.M.P.","2006","07","18","Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande",NA,NA,"9999","9999",NA,NA,"BOTU031667",NA,"172","2007","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:39-03","UFRJ","RFA","18417","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","J.E.Q. Faria","Cézio Pereira","1977","08","13","Brasil","Rio de Janeiro","Itatiaia","Parque nacional do Itatiaia, Registro","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"RFA39134",NA,"759",NA,NA,NA,"Arbusto. Flores brancas",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"33","2020-06-29 11:31:39-03","UFRJ","RFA","16896","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","M. Sobral","P. Occhioni","1975","08","10","Brasil","Rio de Janeiro","Nova Friburgo","Serra de Friburgo, próximo a Muri","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RFA14272",NA,"7684","2001",NA,NA,"Arbusto; flores alvas",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA
"34","2020-11-13 09:20:24-03","UFRJ","RFA","12367","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","D. Legrand","G.G. Hatschbach","1967","05","21","Brasil","Paraná","Campina Grande do Sul","Caminho ao Cerro Verde","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"RFA11619",NA,"16471",NA,NA,NA,"Arvoreta de flor alva",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"35","2019-12-04 15:25:31-03","PUCPR","HUCP","12377","S","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D. Legrand & Kausel.","Sobral, M","Santos, EP","1997","10","15","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"HUCP00015170","HUCP00015170","308",NA,NA,NA,"Nº 34524.","Eudicotiledonea",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"36","2019-12-04 15:25:31-03","PUCPR","HUCP","3281","S","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D. Legrand & Kausel.","Silva, SM","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015071","HUCP00015071","1379","1987","03","01",NA,"Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"37","2019-12-04 15:25:31-03","PUCPR","HUCP","20389","S","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D. Legrand & Kausel.",NA,"Bonaldi, R","2007","07","14","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015380","HUCP00015380","224",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"38","2019-12-04 15:25:31-03","PUCPR","HUCP","3322","S","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D. Legrand & Kausel.","Silva, SM; Semir, J","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Praia Grande.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015123","HUCP00015123","1436","1987","04","24",NA,"Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"39","2019-12-04 15:25:31-03","PUCPR","HUCP","23302","S","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D. Legrand & Kausel.","Brotto, M","Silva, JM; Motta, JT","2014","10","07","Brasil","Paraná","Piraquara","Caminho Trentino","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00015391","HUCP00015391","8636",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"40","2020-11-26 18:08:58-03","CPAN-UFMS","COR","10426","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel","Maria L. Kawasaki","Cruz, J.M.; Cordeiro, J.","1999","11","30","Brasil","Paraná","São José dos Pinhais","Guaricana. Floresta atlântica baixa.; ;.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,"220",NA,NA,NA,"Com fruto:imaturo verde",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"41","2019-10-09 11:21:18-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) Legr. & Kaus.","Kawasaki, ML","Cruz, JM; Cordeiro, J","1999","11","30","Brasil","Paraná","São José dos Pinhais","Guaricana","-49.2","-25.533333","-49.2","-25.533333",NA,NA,NA,NA,"220","2000",NA,NA,"5,0 m. Fruto imaturo verde.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:21:18-03","UFBA","ALCB","50203","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) Legr. & Kaus.","Kawasaki, ML","Cruz, JM; Cordeiro, J","1999","11","30","Brasil","Paraná","São José dos Pinhais","Guaricana","-49.2","-25.533333","-49.2","-25.533333",NA,NA,"ALCB058608",NA,"220","2000",NA,NA,"5,0 m. Fruto imaturo verde.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:18-03","UFBA","ALCB","133430","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) Legr. & Kaus.",NA,"Sobral, M; et al.",NA,NA,NA,"Brasil","Rio Grande do Sul","Dom Pedro de Alcântara","Região da mata ombrófila densa (mata atlântica).","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"ALCB053296","ALCB053296","8842",NA,NA,NA,"3-4 m, b.m. alaranjada; flor creme; casca rugosa.","Dicotyledon",NA,"Southern America",NA,"7549","auto",NA,NA,NA,NA,NA
"44","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527335","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel",NA,"Hatschbach GG","1963","08","04","Brazil",NA,NA,"Est: Parana, Mun: Campina Gde. do Su, Serra da Lapinha.",NA,NA,NA,NA,NA,NA,"NL-L2527335","NL-L2527335",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527335 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527336","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel",NA,"Hatschbach GG","1967","05","18","Brazil",NA,NA,"Est: Paraná, Mun: Campira Grande Sul, Sitio do Balizario.",NA,NA,NA,NA,NA,NA,"NL-L2527336","NL-L2527336",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527337","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel",NA,"Hatschbach GG","1963","08","04","Brazil",NA,NA,"Est: Parana, Mun: Campina Gde. do Su, Serra da Lapinha.",NA,NA,NA,NA,NA,NA,"NL-L2527337","NL-L2527337",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-02-08 10:06:43-03","NBC","NL-BOTANY","U.1451313","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","campestris","Myrceugenia campestris","(DC.) D.Legrand & Kausel",NA,"Hatschbach GG; Silva JM","1988","08","03","Brazil",NA,NA,"Rio da Onça (mun. Garuva) Santa Catarina.",NA,NA,NA,NA,NA,NA,"NL-U1451313","NL-U1451313",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
