"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"11","2016-09-29 20:56:00-03","NY","NYBG","00861924","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Cryptochloa","capillata","Cryptochloa capillata",NA,"G. E. Schatz","915","1983","03","13","South America","Brazil","Maranhão","52 km S of Arame and 78 km N of Grajaú along highway 006","-46.2","-5.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861924","NY00861924_01","Grajaú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:53:12-03","EAO","IAN","113430","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Pires, JM; Rodrigues, WA","50416","1961","08","21","Southern America","Brasil","Amapá","In woods on way to tin mine, vic. Cachoeira Santa Maria","-51.966667","1.433333",NA,"1 m high.","IAN113430",NA,NA,NA,NA,NA,"-51.966667","1.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:53:12-03","EAO","IAN","38894","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Pessoal do Museu Goeldi","s.n.","1909","04","15","Southern America","Brasil","Pará","Piracauá; mata. (Herb. Museu Paraense 10.355).",NA,NA,NA,NA,"IAN038894",NA,NA,NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:53:12-03","EAO","IAN","50979","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Fróes, RL; Black, GA","24449","1949","06","13","Southern America","Brasil","Pará","Rio Itacaiuna; mata de Viraçãozinha.",NA,NA,NA,"Touceira.","IAN050979",NA,NA,NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:53:12-03","EAO","IAN","51060","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Fróes, RL; Black, GA","24520","1949","06","15","Southern America","Brasil","Pará","Rio Itacaiuna; Cachoeira Grande; mata.",NA,NA,NA,"Perene; em touceira.","IAN051060",NA,NA,NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:53:12-03","EAO","IAN","66894","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Kuhlmann, M","s.n.","1943","01","23","Southern America","Brasil","Rio de Janeiro","Barra da Tijuca, Rio de Janeiro.",NA,NA,NA,NA,"IAN066894",NA,NA,NA,NA,"Oliveira, RP de",NA,NA,"2015","07","09",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:53:12-03","EAO","IAN","66898","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Kuhlmann, M","1700","1924","03","20","Southern America","Brasil","Pará","Repartição, Rio Cuminá, afluente do Rio Trombetas.",NA,NA,NA,NA,"IAN066898",NA,NA,NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:53:12-03","EAO","IAN","96523","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Black, GA","20163","1957","07","15","Southern America","Brasil","Pará","Rio Maicuru; localidade Catéia; várzea alta.",NA,NA,NA,NA,"IAN096523",NA,NA,NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:53:12-03","EAO","IAN","16199","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Fróes, RL","20313","1944","06",NA,"Southern America","Brasil","Maranhão","Rio Pindaré.","-45.2510986328125","-3.49166989326477",NA,NA,"IAN016199",NA,"Monção",NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,"47919","auto",NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:12-03","EAO","IAN","16208","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Fróes, RL","20326","1944",NA,NA,"Southern America","Brasil","Maranhão","Rio Pindaré.","-45.2510986328125","-3.49166989326477",NA,NA,"IAN016208",NA,"Monção",NA,NA,NA,NA,NA,NA,NA,NA,"47919","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:53:12-03","EAO","IAN","78941","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Fróes, RL; Filho, JP","29404","1952","02","25","Southern America","Brasil","Pará","Mata de Bom Futuro; terra firme, alta; terreno de castanhais.","-54.7383003234863","-1.94166994094849",NA,NA,"IAN078941",NA,"Alenquer",NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,"394828","auto",NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:12-03","EAO","IAN","83169","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Black, GA","16160","1954","05","14","Southern America","Brasil","Pará","Rio Guajará; campina.","-48.5043983459473","-1.4558299779892",NA,"Fomando tapete; espigas masulinas, roxas; folhas potente.","IAN083169",NA,"Belém",NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:53:12-03","EAO","IAN","43608","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Swallen, JR","7041","1944","05",NA,"Southern America","Brasil","Pará","Along road through forest at base of Planalto.","-54.7083015441895","-2.44305992126465",NA,NA,"IAN043608",NA,"Santarém",NA,NA,"Soderstrom, TR",NA,NA,"1983",NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:53:12-03","EAO","IAN","195110","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Prado, JS","PSACF1061","2013","04","25","Southern America","Brasil","Pará","Sítio Bela Vista; Dique 14 C (UTM: 9639327N/ 418561E).","-52.0099983215332","-2.88000011444092",NA,"Coletada em vegetação secundária intermediária.","IAN195110",NA,"Vitória do Xingu",NA,NA,"Ferreira, FM",NA,NA,"2020","03","01","79439","auto",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:28:54-03","UFBA","ALCB","64077","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Söderstr.","Silva, BM; França, F; Melo, E; Oliveira, RP de","80","2000","05","30","Southern America","Brasil","Bahia","entrada para Itapetinga, próximo a Coréia, beira da estrada.","-39.438889","-15.686944",NA,"Erva decumbente. ca. 80 cm. Folh membranácea, sub-concolor. inflorescência passada.; Mata estacional.","ALCB021152","ALCB021152","Potiguara",NA,NA,"Oliveira, RP de","-39.438889","-15.686944","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1234876","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Soderstrom TR; Sucre Benjamin D",NA,"1972","03","10","Southern America","Brazil",NA,"Espirito Santo.","-40.066667","-19.4",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1234876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1234876","NL-L1234876",NA,NA,NA,NA,"-40.066667","-19.4",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1234877","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Soderstrom TR; Sucre Benjamin D",NA,"1972","03","06","Southern America","Brazil",NA,"State of Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1234877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1234877","NL-L1234877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1234878","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Soderstrom TR; Sucre Benjamin D",NA,"1972","03","14","Southern America","Brazil",NA,"Espirito Santo.","-40.133333","-18.966667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1234878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1234878","NL-L1234878",NA,NA,NA,NA,"-40.133333","-18.966667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1234879","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Soderstrom TR; Sucre Benjamin D",NA,"1972","03","18","Southern America","Brazil",NA,"Espirito Santo.","-40.066667","-19.4",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1234879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1234879","NL-L1234879",NA,NA,NA,NA,"-40.066667","-19.4",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1498453","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Swallen JR",NA,NA,NA,NA,"Southern America","Brazil","Pará",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1498453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1498453","NL-U1498453",NA,NA,NA,"Renvoize SA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0027879",NA,NA,NA,NA
"31","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1498454","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Swallen JR",NA,NA,NA,NA,"Southern America","Brazil","Pará",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1498454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1498454","NL-U1498454",NA,NA,NA,"Renvoize SA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0027880",NA,NA,NA,NA
"32","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1498459","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Black GA",NA,"1954","05","14","Southern America","Brazil",NA,"Amazonia Estado do Para. Belem; Rio Guajari campina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1498459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1498459","NL-U1498459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:18:24-03","NBC","NL-BOTANY","U.1498458","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Olyra","capillata","Olyra capillata","Trin.","Pires JM; Rodrigues W; Irvine GC",NA,"1961","08","21","Southern America","Brazil",NA,"Territorio amapa Brasil, Rio Araguari. Cachoeira Santa Maria.","-51.966667","1.433333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1498458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1498458","NL-U1498458",NA,NA,NA,NA,"-51.966667","1.433333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-11-04 12:18:36-03","ESALQ","ESA","62756","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Kozera, C. et al.","752.0","1999","01","06",NA,"Brasil","São Paulo",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA062756","ESA062756","Iguape",NA,NA,"Oliveira, R.P.",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 12:18:36-03","ESALQ","ESA","25308","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Sonderstrom","Souza, V.C.; Souza, J.P. et al.","9307.0","1995","10","09",NA,"Brasil","São Paulo","Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.","-46.9900016784668","-24.3199996948242",NA,"Erva, até 1 m alt.; espiguetas estaminadas vermelhas, pistiladas creme.","ESA025308","ESA025308","Peruíbe",NA,NA,"Oliveira, R.P.",NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 12:18:36-03","ESALQ","ESA","86945","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Marto, G.","1.0",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"ESA086945",NA,"Mogi da Cruzes",NA,NA,"Tsuji, R.",NA,NA,"2003","08","30",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 12:18:36-03","ESALQ","ESA","62103","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Gorenstein, M.R. et al.","72.0","1999","01","10",NA,"Brasil","São Paulo",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA062103","ESA062103","Iguape",NA,NA,"Oliveira, R.P.",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:33:00-03","MN","R","46739","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Glaziou, A.F.M.; Schwacke, C.A.W.",NA,"1882","09","22",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"Gabiente de Botânica da Escola Polytechnica, 5695; Herb. J. de Saldanha","R000046739","R000046739_001",NA,NA,NA,"Oliveira, R.P.",NA,NA,"2003","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2014-09-25 12:32:52-03","FEMACT","MIRR","2186","S","Plantae",NA,NA,"Poaceae","Olyra","capillata","Olyra capillata","Trin.","Milliken, W.","446","1987","07","17",NA,"Brasil","Roraima","Ilha de Maracá, SEMA Estação., Terra Firme florest W of Casa de Maracá.","-61.333333","3.366667",NA,"Herd to 40cm, on forest floor. Leaves longitudinally striated. Flowers deep pink.",NA,NA,"Alto Alegre",NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:47:34-02","IPA","IPA","16646","S","Plantae","Plantae",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Vianna, M.C.","260","2002","07",NA,"Southern America","Brasil","Rio de Janeiro","Pedra de Itaúna.","-43.2075004577637","-22.9027996063232",NA,"Porte herbáceo.Centro de Pesquisas Florestais e Conservação da Natureza nº 5988.","IPA0016646",NA,"Rio de Janeiro",NA,NA,"Oliveira, R.P.",NA,NA,"2002","07",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:47:34-02","IPA","IPA","3083","S","Plantae","Plantae",NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Goeldi, A.","279","1919","06",NA,"Southern America","Brasil","Pará","Mata.","-47.4832992553711","-1.62667000293732",NA,NA,"IPA0003083",NA,"São Miguel do Guamá",NA,NA,"Oliveira, R.P.",NA,NA,"2002","07",NA,"53234","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:18:57-03","UFV","VIC","23244","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Simonelli, M.","613","1997","04","03",NA,"Brasil","Espírito Santo","Reserva Florestal de Linhares, Mussununga. Estrada do Flamendo Km 4,5.","-40.0722007751465","-19.3910999298096",NA,"Erva com frutos novos avermelhados.","VIC023244","VIC023244","Linhares",NA,NA,"Oliveira, R.P.",NA,NA,"2001","02",NA,"48094","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:18:57-03","UFV","VIC","24616","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Santos-Gonçalves, A.P.; et al.","337","2000","01","18",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce, Trilha da Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,"Interior de mata.","VIC024616","VIC024616","Marliéria",NA,NA,"Santos-Gonçalves, A.P.",NA,NA,"2000","01","18","28215","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:18:57-03","UFV","VIC","24220","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Santos-Gonçalves, A.P.; et al.","304","1999","12","21",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce, Trilha da Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,"Interior de mata.","VIC024220","VIC024220","Marliéria",NA,NA,"Santos-Gonçalves, A.P.",NA,NA,"1999","12","21","28215","auto",NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:18:57-03","UFV","VIC","24215","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Santos-Gonçalves, A.P.; et al.","105","1999","04","13",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce, Trilha da Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,"VIC024215","VIC024215","Marliéria",NA,NA,"Santos-Gonçalves, A.P.",NA,NA,"1999","04","13","28215","auto",NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:18:57-03","UFV","VIC","24226","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Santos-Gonçalves, A.P.; et al.","311","1999","12","21",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce, Trilha da Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,"Interior de mata.","VIC024226","VIC024226","Marliéria",NA,NA,"Santos-Gonçalves, A.P.",NA,NA,"1999","12","21","28215","auto",NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:18:57-03","UFV","VIC","24609","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Cryptochloa","capillata","Cryptochloa capillata","(Trin.) Soderstr.","Santos-Gonçalves, A.P.; et al.","228","1999","11","01",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce, Trilha da garapa torta","-42.7322006225586","-19.7122001647949",NA,"Interior de mata","VIC024609","VIC024609","Marliéria",NA,NA,"Santos-Gonçalves, A.P.",NA,NA,"1999","11","01","28215","auto",NA,NA,NA,NA,NA,NA
