"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","identifiedBy","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","sex"
"672","2019-02-15 11:49:48-02","IPA","IPA","85119","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Cunha, L.V.","221","2008","11","06","Brasil","Pernambuco","Igarassu","Mata do Cabus, Usina São José.","-34.936667","-7.771944","-34.936667","-7.771944",NA,"ca. 4m de altura e 16cm de CAP.; Mata Atlântica.","IPA0085119",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,NA,NA,"2012","07","25",NA,NA,NA,NA
"673","2019-02-15 11:49:48-02","IPA","IPA","90631","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Barbosa, U do N","s.n.","2015","09","14","Brasil","D",NA,"Jardim Botânico do Recife, Curado.",NA,NA,NA,NA,NA,"Projeto: Ecologia e Influência de Artocarpus heterophyllus Lam. na fitossociologia do componemte árboreo do Jardim Botânico do Recife PE. Dissertação de Mestrado/Curso de Engenharia Florestal/ UFRPE, do aluno Uilian do Nascimento Barb","IPA0090631",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Cano, O.",NA,NA,NA,"2015","10","01",NA,NA,NA,NA
"674","2019-07-26 11:41:11-03","IPA","IPA","25966","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Andrade-Lima; Rita Pereira; Bocage, A.; Rita Pereira; Bocage, A.","25966","1981","06","08","Brasil","Alagoas","Flexeiras","Fazenda Sao Lourenço, dentro da mata.","-35.7807998657227","-9.19750022888184",NA,NA,NA,"Árvore ca. 8m. Flores alvas.; Solo areno-argiloso. Comum.","IPA0025966",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"21617","auto","2012","07","25",NA,NA,NA,NA
"675","2019-02-15 11:49:48-02","IPA","IPA","65860","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","944","2002","05","07","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra.","-35.9393997192383","-8.97249984741211",NA,NA,NA,"Árvore ca. 7m de altura; flores alvas; frutos imaturos verdes. Raro.; Solo argilo-arenoso.","IPA0065860",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"16798","auto","2012","07","25",NA,NA,NA,NA
"676","2019-02-15 11:49:48-02","IPA","IPA","69620","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","1006","2002","06","15","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra, caminho para a bica do ouro.","-35.9393997192383","-8.97249984741211",NA,NA,NA,"Árvore ca. 10m de altura. Caule esverdeado; frutos imaturos verdes. Ocasional.; Vegetação arbustivo-arbórea. Solo argiloso.","IPA0069620",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"16798","auto","2012","07","25",NA,NA,NA,NA
"677","2019-02-15 11:49:48-02","IPA","IPA","30272","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Carvalho, A.M. de; Mori, S.A.; Boom, B.M.; Mori, S.A.; Boom, B.M.","626","1981","04","19","Brasil","Bahia","Ilhéus","estrada Olivença/Pontal a 4km ao N de Olivença.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"Arvorezinha ca. 5m de altura. Folhas concolor, lúcidas. Frutos verdes amarelados.; Mata de restinga.","IPA0030272",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Kirkbride, J.H.",NA,"61245","auto","1981",NA,NA,NA,NA,NA,NA
"678","2019-02-15 11:49:48-02","IPA","IPA","75540","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Monteiro, M.T.","23605","1971","11","23","Brasil","Bahia","Prado","Fazenda Riacho das Pedras","-39.2207984924316","-17.341100692749",NA,NA,NA,"Árvores. Flores alvas pouco perfume.","IPA0075540",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"53161","auto","2012","07","25",NA,NA,NA,NA
"679","2019-02-15 11:49:48-02","IPA","IPA","54490","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Ronan; et al.; et al.","827","1982",NA,NA,"Brasil","Pernambuco","Goiana","Itapirema, área da barragem, mata.","-35.002498626709","-7.56056022644043",NA,NA,NA,"Arbusto 4m; flores alvas.","IPA0054490",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"22853","auto","2012","07","25",NA,NA,NA,NA
"680","2019-07-26 11:41:11-03","IPA","IPA","53608","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Rita Pereira; Bocage, A.; Bocage, A.","53608","1990","08","08","Brasil","Pernambuco","Goiana","mata do torrão duro. Solo arenoso.","-35.002498626709","-7.56056022644043",NA,NA,NA,"Arbusto escandente. Flores alvas, frutos vermelhos.","IPA0053608",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"22853","auto","2012","07","25",NA,NA,NA,NA
"681","2019-02-15 11:49:48-02","IPA","IPA","78073","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","26","2007","03","22","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Interior plano.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Frutos imaturos.","IPA0078073",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"24709","auto","2012","07","25",NA,NA,NA,NA
"682","2019-02-15 11:49:48-02","IPA","IPA","22899","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Andrade-Lima","70-6192","1970","11","12","Brasil","Pernambuco","Jaboatão dos Guararapes","Prazeres, Morros dos Guararapes em capoeira degradada.","-35.0147018432617","-8.11277961730957",NA,NA,NA,"Subarbusto.","IPA0022899",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"16392","auto","2012","07","25",NA,NA,NA,NA
"683","2019-07-26 11:41:11-03","IPA","IPA","63266","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Cano, O.; Maciel, J.R.; Eva; Ferreira, C.; Maciel, J.R.; Eva; Ferreira, C.","REC-230","2003","10","23","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó. Na cerca divisória, no final da trilha.","-35.0922012329102","-8.11861038208008",NA,NA,NA,"Arbusto, ca de 3 m de altura. Frutos globosos, pequenos, de cor alaranjada; imat","IPA0063266",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"15458","auto","2012","07","25",NA,NA,NA,NA
"684","2019-02-15 11:49:48-02","IPA","IPA","16154","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Andrade-Lima","67-4965","1967","03","22","Brasil","Pernambuco","Quipapá","Engenho Brejinho, mata.","-36.0116996765137","-8.82777976989746",NA,NA,NA,"Árvore 8-10m. Flores alvas.","IPA0016154",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"11788","auto","2012","07","25",NA,NA,NA,NA
"685","2019-02-15 11:49:48-02","IPA","IPA","15220","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Lira, O.C.","140","1967","11","30","Brasil","Pernambuco","Recife","Dois Irmãos, mata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Arbusto fino ca. 3m, frutos avermelhados.","IPA0015220",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"686","2019-02-15 11:49:48-02","IPA","IPA","67437","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Souza, A.C.","22","1996","08","06","Brasil","Pernambuco","Recife","Dois Irmãos, mata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Arbusto ca. 1,8m de altura; flores e estames alvos; frutos verdes imaturos.","IPA0067437",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"687","2019-02-15 11:49:48-02","IPA","IPA","74511","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Tavares, S.","948","1962","06","14","Brasil","Pernambuco","Recife","Dois Irmãos, Mata. Córrego da Mamajuda.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore ca. 3m de altura; flores alvas sem perfume. Muito ornamental.","IPA0074511",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"688","2019-07-26 11:41:11-03","IPA","IPA","56832","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Rita Pereira; et al.; et al.","56832","1994","09","13","Brasil","Pernambuco","Recife","Jardim Botânico, Curado.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Mata Atlântica.","IPA0056832",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"689","2019-02-15 11:49:48-02","IPA","IPA","90935","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Barbosa, U do N","s.n.","2015","12","21","Brasil","Pernambuco","Recife","Jardim Botânico, Curado.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Subarbusto.; Mata Atlântica.","IPA0090935",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Cano, O.",NA,"18865","auto","2016","03",NA,NA,NA,NA,NA
"690","2019-02-15 11:49:48-02","IPA","IPA","1672","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Andrade-Lima","50-493","1950","06","12","Brasil","Pernambuco","Recife","Mata de Dois Irmãos. Chã.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore pequena. Flôres alvas.","IPA0001672",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"691","2019-02-15 11:49:48-02","IPA","IPA","4994","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Pickel, B.","4004","1935","08","04","Brasil","Pernambuco","Jaboatão dos Guararapes","Prazeres, Capoeira dos Montes Guararapes.","-35.0147018432617","-8.11277961730957",NA,NA,NA,"Inflorescência e flores brancas.","IPA0004994",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"16392","auto","2012","07","25",NA,NA,NA,NA
"692","2019-02-15 11:49:48-02","IPA","IPA","29711","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Andrade-Lima","73-7372","1973","06","12","Brasil","Pernambuco","Jaboatão dos Guararapes","Prazeres, Montes Guararapes.","-35.0147018432617","-8.11277961730957",NA,NA,NA,NA,"IPA0029711",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"16392","auto","2012","07","25",NA,NA,NA,NA
"693","2019-07-26 11:41:11-03","IPA","IPA","44643","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Ehrendorfer, F.","44643","1981",NA,NA,"Brasil","Pernambuco","Recife","Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0044643",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"694","2019-02-15 11:49:48-02","IPA","IPA","13986","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Andrade-Lima","66-4550","1966","05","14","Brasil","Pernambuco","Recife","Dois Irmãos, mata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Arboreta 7-8m, flores alvas.","IPA0013986",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"695","2019-07-26 11:41:11-03","IPA","IPA","75236","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Soares, J.","75236","1966","05","16","Brasil","Pernambuco","Recife","Dois Irmãos, mata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore ca. 5m de altura; flores alvas sem perfume.","IPA0075236",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"696","2019-02-15 11:49:48-02","IPA","IPA","90650","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Barbosa, U do N","19","2015","10",NA,"Brasil","Pernambuco","Recife","Jardim Botânico do Recife, Curado.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Projeto: Ecologia e Influência de Artocarpus heterophyllus Lam. na fitossociologia do componemte árboreo do Jardim Botânico do Recife PE. Dissertação de Mestrado/Curso de Engenharia Florestal/ UFRPE, do aluno Uilian do Nascimento Barb","IPA0090650",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Cano, O.",NA,"18865","auto","2015","10","22",NA,NA,NA,NA
"697","2019-07-26 11:41:11-03","IPA","IPA","56789","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Rita Pereira","56789","1994","10","04","Brasil","Pernambuco","Recife","Mata do Curado (Exército).","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Mata Atlântica","IPA0056789",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"698","2019-07-26 11:41:11-03","IPA","IPA","75424","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Soares, J.","75424","1966","05","16","Brasil","Pernambuco","Recife","Mata Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore com mais ou menos 5m de altura, flores alvas, sem perfume.","IPA0075424",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"18865","auto","2012","07","25",NA,NA,NA,NA
"699","2019-02-15 11:49:48-02","IPA","IPA","7128","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Pickel, B.","1117","1926","06",NA,"Brasil","Pernambuco","São Lourenço da Mata","Tapera, na mata.","-35.0182991027832","-8.00222015380859",NA,NA,NA,"Flores de cor branca.","IPA0007128",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"Taylor, C.M.; Pereira, M.S.",NA,"21764","auto","2012","07","25",NA,NA,NA,NA
"700","2019-08-27 13:32:27-03","IAP","PACA-AGP","55632","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Reitz, R.","4078","1951","07","05","Brasil","SC","Blumenau",NA,"-49.0661010742188","-26.9193992614746",NA,NA,NA,"mata; fruto maturo amarelo. Habitat: in silva Ecossistema: MATA","PACA055632",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"34291","auto","2001","02","22","Magnoliatae",NA,NA,NA
"701","2019-08-27 13:32:27-03","IAP","PACA-AGP","66065","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","R. Klein","804","1954","08","12","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,"HBR 9811; árvore, fruto maduro avermelhado; altit. 30 msm; alt. 15 m. Habitat: mata Fenofase: fruto maturo Hábito: árvore Ecossistema: MATA","PACA066065",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"27253","auto","2001","11","22","Magnoliatae",NA,NA,NA
"702","2019-08-27 13:32:27-03","IAP","PACA-AGP","65794","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","R. Klein","1030","1955","01","07","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,"HBR 9845; árvore; flor branca; altura 20 m. Habitat: mata Fenofase: flor branca Hábito: árvore Ecossistema: MATA","PACA065794","50","50",NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"27253","auto","2001","02","22","Magnoliatae",NA,NA,NA
"703","2019-08-27 13:32:27-03","IAP","PACA-AGP","65768","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","R. Klein","1828","1956","01","24","Brasil","SC","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,NA,"HBR 14406; árvore; flor branca; altit. 250 m; altura 12 m. Habitat: mata Fenofase: flor branca Hábito: árvore Ecossistema: MATA","PACA065768",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"27253","auto","2001","02","22","Magnoliatae",NA,NA,NA
"704","2019-08-27 13:32:27-03","IAP","PACA-AGP","108803","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","M.H.O. Pinheiro","327","1997","06","22","Brasil","SP","Bauru","Jardim Botânico de Bauru.","-49.060001373291","-22.3099994659424",NA,NA,NA,"HRCB Habitat: mata brejo","PACA108803",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","C.M. Taylor",NA,"29186","auto","1997","08",NA,"Magnoliatae",NA,NA,NA
"705","2019-08-27 13:32:27-03","IAP","PACA-AGP","65787","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","R. Klein","1101","1955","01","18","Brasil","SC","Blumenau","Mata da Cia. Hering","-49.0661010742188","-26.9193992614746",NA,NA,NA,"HBR 9864; árvore; flor branca; altura 12 m. Habitat: mata Fenofase: flor branca Hábito: árvore Ecossistema: MATA","PACA065787","300","300",NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"34291","auto","2001","02","22","Magnoliatae",NA,NA,NA
"706","2019-08-27 13:32:27-03","IAP","PACA-AGP","65798","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Reitz & Klein","2386","1956","01","09","Brasil","SC","Guaramirim",NA,"-49.002799987793","-26.4731006622314",NA,NA,NA,"HBR 9838; árvore; flor branca; altura 15 m. Habitat: mata Fenofase: flor branca Hábito: árvore Ecossistema: MATA","PACA065798","100","100",NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"15937","auto","2000","02","22","Magnoliatae",NA,NA,NA
"707","2019-08-27 13:32:27-03","IAP","PACA-AGP","58224","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Reitz & Klein","1625","1954","03","02","Brasil","SC","Ibirama",NA,"-49.5177993774414","-27.0569000244141",NA,NA,NA,"HBR 9113; fruto imaturo verde; altura 10 m;. Habitat: in silva Hábito: árvore","PACA058224","100","100",NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"18533","auto","2001","02","22","Magnoliatae",NA,NA,NA
"708","2019-08-27 13:32:27-03","IAP","PACA-AGP","65801","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","Reitz & Klein","2380","1956","01","10","Brasil","SC","Itajaí","Luis Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,"HBR 9835; flor branca; altura 12 m. Habitat: mata Hábito: árvore","PACA065801","200","200",NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"27253","auto","2001","02","22","Magnoliatae",NA,NA,NA
"709","2019-08-27 13:32:27-03","IAP","PACA-AGP","65792","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","R. Klein","1345","1955","05","06","Brasil","SC","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,NA,"HBR 9852; árvore; fruto imaturo verde amarelado; altura 15 m. Habitat: mata Hábito: árvore Ecossistema: MATA","PACA065792","150","150",NA,NA,NA,NA,NA,"Magnoliophyta","Rubiales","E. A. Anunciação",NA,"27253","auto","2001","02","22","Magnoliatae",NA,NA,NA
"710","2020-12-20 21:19:20-03","UFV","VIC","023709","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC","Manara, M.P.; et al.","50","1998","06","19","Brasil","São Paulo","Presidente Epitácio","Lagoa São Paulo","-52.1100006103516","-21.7600002288818",NA,NA,NA,"Brejo, subarbusto , caule liso, fruto verde mna borda de mata.","VIC023709",NA,NA,"VIC023709",NA,NA,NA,NA,NA,NA,NA,NA,"59255","auto",NA,NA,NA,NA,NA,NA,NA
"711","2020-12-20 21:19:20-03","UFV","VIC","020132","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC","Meira, Neto J A","2163","1994","09",NA,"Brasil","Minas Gerais","Viçosa","Mata da Sivicultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arbusto de 1,2 m de altura.","VIC020132",NA,NA,"VIC020132",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"712","2019-10-25 11:40:25-03","IECOS","HBRA","6767","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","U. Mehlig","1278","2012","07","08","Brasil","Pará","Bragança","Comunidade Jessé Guimarães (Montenegro), margem de igapó, aprox. 3,7 km ao leste da comunidade Jessé Guimarães","-46.82061111","-1.32541667","-46.82061111","-1.32541667",NA,"Árvore. Frutos maduros alaranjados a vermelhos","HBRA0003318",NA,NA,"HBRA0003318",NA,"América do Sul","exsicata",NA,NA,NA,"U. Mehlig",NA,NA,NA,"2017","06","02",NA,NA,NA,NA
"713","2019-10-25 11:40:25-03","IECOS","HBRA","6839","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","U. Mehlig","1332","2012","12","02","Brasil","Pará","Bragança","margem de ramal entre Maçarico e São Tomé, aprox. 5,4 km ao noroeste de Bragança","-46.79375","-1.01638889","-46.79375000","-1.01638889",NA,"Arbusto. Corola branca","HBRA0003330",NA,NA,"HBRA0003330",NA,"América do Sul","exsicata",NA,NA,NA,"U. Mehlig",NA,NA,NA,"2017","06","02",NA,NA,NA,NA
"714","2019-10-25 11:40:25-03","IECOS","HBRA","7598","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","D. A. S. Nascimento","11","2012","01","22","Brasil","Pará","Tracuateua","Cajueiro Grande, igapó ao redor de um dos afluentes do igarapé Cajueiro, aprox. 2,3 km ao sul da vila Cajueiro Grande","-46.86722222","-1.10222222","-46.86722222","-1.10222222",NA,NA,"HBRA0004253",NA,NA,"HBRA0004253",NA,"América do Sul","exsicata",NA,NA,NA,"U. Mehlig",NA,NA,NA,"2017","06","02",NA,NA,NA,NA
"715","2019-12-09 11:51:01-03","IECOS","HBRA","7625","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","D. A. S. Nascimento","32","2012","03","15","Brasil","Pará","Tracuateua","Cajueiro Grande, igapó ao redor de uma das nascentes do igarapé Cajueiro, aprox. 2,3 km ao sul da vila Cajueiro Grande","-46.88491667","-1.10222222","-46.88491667","-1.10222222",NA,"Arvoreta","HBRA0004218",NA,NA,"HBRA0004218",NA,"América do Sul","exsicata",NA,NA,NA,"U. Mehlig",NA,NA,NA,"2017","06","02",NA,NA,NA,NA
"716","2019-10-25 11:40:25-03","IECOS","HBRA","4695","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","R. V. V. Sena","99","2010","11","16","Brasil","Pará","Bragança","Vila do Abacateiro, Vila do Abacateiro, Sítio da Família Monteiro","-46.78836111","-1.03277778","-46.78836111","-1.03277778",NA,"Flores brancas, frutos alaranjados","HBRA0003448",NA,NA,"HBRA0003448",NA,"América do Sul","exsicata",NA,NA,NA,"U. Mehlig",NA,NA,NA,"2017","06","02",NA,NA,NA,NA
"717","2019-10-25 11:40:25-03","IECOS","HBRA","9208","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","D. A. S. Nascimento","47","2012","05","24","Brasil","Pará","Tracuateua","Cajueiro Grande, igapó ao lado sudeste do ramal entre Cajueirinho e Cajueiro Grande, aprox. 5 km ao sudeste de Tracuateua","-46.86722222","-1.10222222","-46.86722222","-1.10222222",NA,"Árvore","HBRA0004277",NA,NA,"HBRA0004277",NA,"América do Sul","exsicata",NA,NA,NA,"U. Mehlig",NA,NA,NA,"2017","06","02",NA,NA,NA,NA
"718","2019-10-25 11:40:25-03","IECOS","HBRA","6906","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","A. R. Silva","17","2012","07","22","Brasil","Pará","Santa Bárbara do Pará","sítio particular Chacara Paraíso, ao oeste da estrada de Santo Antonio do Tauá à Santa Bárbara","-48.11969444","-0.97827778","-48.11969444","-0.97827778",NA,"Árvore, 10 m de altura","HBRA0003326",NA,NA,"HBRA0003326",NA,"América do Sul","exsicata",NA,NA,NA,"U. Mehlig",NA,NA,NA,"2017","06","02",NA,NA,NA,NA
"719","2019-10-25 11:40:25-03","IECOS","HBRA","5702","S","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","D. A. S. Nascimento","2","2011","12","18","Brasil","Pará","Tracuateua","Cajueiro Grande, igapó ao lado sudeste do ramal entre Cajueirinho e Cajueiro Grande, aprox. 5 km ao sudeste de Tracuateua","-46.86722222","-1.10222222","-46.86722222","-1.10222222",NA,"Árvore","HBRA0004184",NA,NA,"HBRA0004184",NA,"América do Sul","exsicata",NA,NA,NA,"U. Mehlig",NA,NA,NA,"2017","06","02",NA,NA,NA,NA
