"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","locality","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","relationshipType","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","423631","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","J. P. Souza",NA,NA,NA,"A. Gehrt","1935","11","15","Brazil","São Paulo","Santos","-46.350761","-23.970551",NA,NA,"NY00423631","NY00423631_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=714987' target='other'> <mi>dwc_moreinfo</mi></a>","Santos, Praia de José Menino","Magnoliophyta","Lamiales",NA,"South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","423629","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","O. A. Guimarães",NA,NA,NA,"A. Cardozo Lopez","1994","11","30","Brazil","Paraná","Curitiba","-49.22","-25.37",NA,NA,"NY00423629","NY00423629_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=714988' target='other'> <mi>dwc_moreinfo</mi></a>","Rua Cel. Dulcídio, próximo à Av. Batel","Magnoliophyta","Lamiales","UPCB23592","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02398850","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"L. Riedel","1831",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY02398850","NY02398850_01","1832 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623244' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Lamiales","s.n.","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-12-16 12:04:00-02","NY","NYBG","85240","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major",NA,"K. Rahn",NA,NA,NA,"K. S. Lowell","1985","09","24","Ecuador","Morona-Santiago",NA,"-78.551909","-3.45665",NA,NA,"NY00085240",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=714990' target='other'> <mi>dwc_moreinfo</mi></a>","Bomboiza","Magnoliophyta","Lamiales","523","South America","600","600","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","423634","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"M. H. Nee","1984","10","31","Bolivia","La Paz","Nor Yungas","-67.6","-15.77",NA,NA,"NY00423634",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=715001' target='other'> <mi>dwc_moreinfo</mi></a>","Caranavi","Magnoliophyta","Lamiales","30288","South America","600","600","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","584192","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","K. Rahn",NA,NA,NA,"J. L. Paixão","1998","12","16","Brazil","Bahia","Ilhéus","-39.2273659","-14.771874",NA,NA,"NY00584192","NY00584192_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=714993' target='other'> <mi>dwc_moreinfo</mi></a>","Area do CEPEC, km 22 na Rod. Ilhéus/Itabuna (BR 415)","Magnoliophyta","Lamiales","147","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-01-28 13:11:28-03","MCN-PUC-MINAS","HPUC-MG","ANG3124","S","Plantae","Plantaginaceae","Plantago","major","Plantago major",NA,NA,NA,NA,NA,"M.F.V. Starling","1983",NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Invasora.","PUC Minas",NA,NA,"40",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-02-17 12:02:27-03","UNESP-IBB","BOTU","34828","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Aranha, A.S.","2019","11","20","Aranha, A.S.","2019","11","20","Brasil","São Paulo","Monte Castelo","-51.557786","-21.304361","51º33'28,03w","21º18'15,70S","BOTU034828",NA,NA,"Fazenda União",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:09:48-03","UNESP-IBB","BOTU","28327","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Oliveira, E.F.","2012","04","05","Brasil","São Paulo","Botucatu","-48.008611","-22.886944","48°00'31w","22°53'13s","BOTU028327",NA,"tamanho de 25-35cm, local descampado e sombreado.",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 11:09:48-03","UNESP-IBB","BOTU","16516","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Carmello, S.M.","1987","10","04","Brasil","São Paulo","Itanhaem","-46.783333","-24.166667","46°47'w","24°10's","BOTU016516",NA,"planta estéril",NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 11:09:48-03","UNESP-IBB","BOTU","32786","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Ming, L.C.","2016","09","20","Cabral, M.N.F.","2016","06","25","Brasil","São Paulo","Botucatu","-48.427222","-22.843333","48°25'38w","22°50'36s","BOTU032786",NA,NA,"Fazenda Lageado Unesp - Area experimental do Departamento de Horticultura pertecente ao grupo Timbó de Agroecologia",NA,NA,"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 11:09:48-03","UNESP-IBB","BOTU","25577","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Ming, L.C.","2006","01","13","Santos, J.F.L.","2005","06","24","Brasil","São Paulo","Natividade da Serra","-45.25","-23.416667","45°15'w","23°25's","BOTU025577",NA,"Herbácea, ereta, acaule, folhas dispostas em roseta basal, com pecíolo longo e lâmina menmbranácea com nervuras bem destacadas, flores pequenas dispostas em inflorescências espigagadas eretas sobre haste floral","Bairro da vargem Grande",NA,NA,"249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 11:09:48-03","UNESP-IBB","BOTU","17300","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Amorim, T.A.","2011","05","20","Carmello, S.M.","1987","11","06","Brasil","São Paulo","Campos do Jordão","-45.5","-22.75","45°30'w","22°45's","BOTU017300",NA,"inflorescências com flores verdes",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:31:57-03","UFRJ","RFA","3020","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,NA,NA,NA,NA,"França",NA,"França",NA,NA,NA,NA,"RFA47890",NA,NA,"Montmorency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:57-03","UFRJ","RFA","3018","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"RFA47836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:57-03","UFRJ","RFA","3019","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,NA,"1836","08",NA,"França",NA,"França",NA,NA,NA,NA,"RFA47837",NA,NA,"Bondy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:31:57-03","UFRJ","RFA","22764","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Cezio Pereira; F. Agarez","1974","02","18","Brasil",NA,"Brasil",NA,NA,NA,NA,"RFA47886",NA,NA,"Caminho do Itararé",NA,NA,"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:31:57-03","UFRJ","RFA","34478","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","F.L. Santos",NA,NA,NA,"F.L. Santos","2005","07","30","Brasil","Rio de Janeiro","Petrópolis","-43.178611","-22.505","43º10'43''W","22º30'18''S","RFA47835",NA,"Erva. Folhas em roseta, membranáceas. Flores pequenas em inflorescência em forma de espiga Medicinal","Feira livre de Centro. Planta adquirida na feira-livre próxima a Rodoviária do Centro de Petrópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:57-03","UFRJ","RFA","40804","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Sérgio Monteiro","2015","10","28","Brasil","Rio de Janeiro","Petrópolis","-43.112222","-22.310833","43º6'44''W","22º18'39''S","RFA55638",NA,"Erva ca. 30 cm de altura; Folhas discolores verde escuro; Inflorescência com sépalas verde claro, pétalas bege e carpelos transparentes, pedúnculo de cor verde escuro, estames com anteras roxas e filetes transparentes.","Valparaíso, Rua Dr. Paulo Lobo de Moraes - 253.",NA,NA,"551",NA,"871","871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-13 09:20:39-03","UFRJ","RFA","42799","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","R.T. Valadares","2016","11","10","Vinícius Constant","2016","11","09","Brasil","Rio de Janeiro","Rio de Janeiro","-43.222222","-22.845556","43º13'20''W","22º50'44''S","RFA38415",NA,NA,"Ilha do Catalão, Cidade Universitária",NA,NA,"s.n.",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:57-03","UFRJ","RFA","39250","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","A.C. Tuler","2011","07","22","Amélia Carlos Túler","2011","07","22","Brasil","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752",NA,NA,"RFA47864",NA,"Herbácea; folhas verdes, ovaladas a elípticas, nervura paralela, lisas. Flores pequenas, brancas. Frutos globosos",NA,NA,NA,"412",NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:57-03","UFRJ","RFA","3017","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","F.R. da Silveira",NA,NA,NA,"Dionisio Constantino","1935","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA47846",NA,NA,"Jardim Botânico do Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:57-03","UFRJ","RFA","37576","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","R.C. Lopes","2011","09","04","Amélia Carlos Túler","2009","05","10","Brasil","Minas Gerais","Durandé","-41.7977981567383","-20.2033004760742",NA,NA,"RFA47825",NA,"Herbácea com cerca de 30 cm de comprimento. Folhas largas, coriáceas. Flores pequenas e brancas","Distrito de São José da Figueira, Zona rural",NA,NA,"13",NA,NA,NA,NA,"17816","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:57-03","UFRJ","RFA","39747","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Sérgio Monteiro; Jeferson Adriano e Silva Assunção, 16. Debora P. Peixoto, 10","2013","09","02","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"RFA24776",NA,"Erva ca. 20cm de altura; Folhas discolores verde escuro; Inflorescência com sépala verde claro, pétalas bege e carpelos transparentes, pedúnculo de cor verde escuro, estames com anteras roxa e filetes transparentes.","Valparaíso, trilha do arboreto do Palácio itaboraí, grupo 10.",NA,NA,"518",NA,"860","860",NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:10:58-03","UTFPR","DVPR","5146","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Estevan, DA","2017",NA,NA,"Medeiros, KA","2017","03","15","Brasil","Paraná","Francisco Beltrão","-53.044298","-26.047973","-53.044298","-26.047973","DVPR005146",NA,"erva,30 cm. Planta K14.",NA,"Magnoliophyta",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:10:58-03","UTFPR","DVPR","1867","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Estevan, DA","2014","11","20","Estevan, DA; Duarte, E","2014","10","16","Brasil","Paraná","Dois Vizinhos","-53.02431","-25.435961","-53.02431","-25.435961","DVPR001867","DVPR001867","Erva.; Borda de mata.",NA,"Magnoliophyta",NA,"2035",NA,"520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:10:58-03","UTFPR","DVPR","2067","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Gasperini, AM; Oligini, KF","2014",NA,NA,"Gasperini, AM; Oligini, KF","2014","07","15","Brasil","Paraná","Salto do Lontra","-53.3086013793945","-25.783899307251",NA,NA,"DVPR002067",NA,"Erva.",NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,"15986","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:10:58-03","UTFPR","DVPR","1031","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Estevan, DA","2012","12","06","Moura, APC","2012","01","04","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,"DVPR001031",NA,"Erva.","Comunidade São Cristóvão","Magnoliophyta",NA,"28",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-15 11:14:52-03","FUNED","FUNED-POL","4163","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major",NA,NA,NA,NA,NA,"Erika","1998","08","12","Brasil","MG",NA,NA,NA,NA,NA,"POL004163",NA,NA,"Museu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-10-18 16:27:08-02","UNEMAT","TANG","1490","S","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Araújo, LA","2011","08","22","Brasil","Mato Grosso","Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,NA,"TANG000001490",NA,"Folhas ovaladas, flores pequeninas reunidas em espiga.","Centro, Tangará da Serra",NA,NA,"42",NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA
"41","2016-10-18 16:27:08-02","UNEMAT","TANG","1157","S","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Lima, AG","2011","07","28","Brasil","Mato Grosso","Comodoro","-59.7858009338379","-13.6631002426147",NA,NA,"TANG000001157",NA,"Planta de porte arbustivo, folhas não coreaceas, inflorescência do tipo espiga, material fértil de uso medicinal, coletada no perído noturno.","Planta coletada na rua Goiás, nº 134- N, Jardim Mato Groso.",NA,NA,"5",NA,NA,NA,NA,"187708","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-19 15:44:52-03","UNEB","HUNEB","13776","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"DIAS,V.L.O","2011","11","16","Brasil","Bahia","Alagoinhas","-38.505833","-12.160278","38W30'21''","12S9'37''","HUNEB0013776",NA,"Floresta Ombrófila Densa","Boa União Fazenda Cangula","Angiospermae","Florideophycidae","22",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"43","2019-11-19 15:44:52-03","UNEB","HUNEB","11424","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Bastos, N.G.","2008","04","26","Brasil","Bahia","Andaraí","-41.164722","-12.140556","41W9'53''","12S8'26''","HUNEB0011424",NA,"Floresta Estacional Decidual (Mata Caducifólia.)","Quintal e arredores da casa de D. Carmosa.","Angiospermae","Florideophycidae","9",NA,"336","506",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:46:56-03","EAO","IAN","129425","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Rahn, K",NA,NA,NA,"Irwin, HS; Souza, R","1965","09","19","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"IAN129425",NA,NA,"Marshy slope. Cerrado slopes, chapada da Contagem, ca. 30km NE of Brasília.","Dicotiledônea",NA,"8470","Southern America","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:46:56-03","EAO","IAN","47291","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Black, GA","1936",NA,NA,"Estados Unidos","Califórnia",NA,NA,NA,NA,NA,"IAN047291",NA,NA,"Riverside.","Dicotiledônea",NA,"6588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:46:56-03","EAO","IAN","48523","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major klamathensis","L.",NA,NA,NA,NA,"Black, GA","1939","07","16","Estados Unidos","Califórnia",NA,NA,NA,NA,NA,"IAN048523",NA,NA,"Tee Bar. Beira do Rio Klamath.","Dicotiledônea",NA,"7820",NA,NA,NA,NA,NA,NA,NA,"klamathensis",NA,NA,NA,NA,NA
"47","2021-03-30 12:46:56-03","EAO","IAN","171771","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Rodrigues, IA",NA,NA,NA,"Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"IAN171771",NA,NA,"Monte Alegre.","Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:46:56-03","EAO","IAN","182556","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Rodrigues, IA",NA,NA,NA,"Brasil","Pará","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,"IAN182556",NA,NA,NA,"Dicotiledônea",NA,"3","Southern America",NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA
"49","2013-07-03 11:21:38-03","EBDA","BAH","385","S","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","Milton Mello","1959","10",NA,"Milton Mello","1951","10","12","Brasil","Bahia","Salvador","-38.5108","-12.9711",NA,NA,NA,NA,"IMPORT. PLANTA: Medicinal",NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-01-20 14:40:47-03","UPM","MACK","585","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","P. O. Brambila; A. Bortullucci","2006","05","19","P. O. B. Acosta","2006","03","20","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Pirituba, em uma residência no Jardim Nardine",NA,NA,"1",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-01-20 14:40:47-03","UPM","MACK","587","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","P. O. Brambila; A. Bortullucci","2006","05","19","A. Bortulucci","2006","05","01","Brasil","SP","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-01-20 14:40:47-03","UPM","MACK","589","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"G. Araújo","2005","09","15","Brasil","MG","Ataléia","-41.1100006103516","-18.0436000823975",NA,NA,NA,NA,NA,"Sítio Araújo",NA,NA,"1",NA,NA,NA,NA,"53540","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-01-20 14:40:47-03","UPM","MACK","590","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","L. M. P. Ribeiro","2007","11","23","M. Gonçalves",NA,NA,NA,"Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"Em frente a Rodoviária",NA,NA,"2",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-01-20 14:40:47-03","UPM","MACK","586","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.","P. O. Brambila; A. Bortullucci","2006","05","19","P. O. B. Acosta","2006","03","27","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Pirituba, em um terreno baldio no Jardim Nardine",NA,NA,"2",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
