"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"180","2020-12-21 16:30:06-03","MBM","MBM","20571","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","27117","1971","10","07","Southern America","Brazil",NA,NA,NA,"MBM020571",NA,NA,"Benth.","Hatschbach, G.","Paraná","Sengés","Rio Pelame","-49.4636001586914","-24.1128005981445","MBM020571",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA
"181","2020-12-21 16:30:06-03","MBM","MBM","189305","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Barreto, K.D.; et al.; et al.","1252",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM189305",NA,NA,"Benth.","Souza, V.C.","São Paulo","Campos do Jordão","Horto Florestal","-45.5900001525879","-22.7299995422363","MBM189305",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"182","2020-12-21 16:30:06-03","MBM","MBM","133573","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Robim, M.J.; et al.; et al.","s.n.","1984","10","16","Southern America","Brazil",NA,NA,NA,"MBM133573",NA,NA,"Benth.","Pastore, J.A.","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363","MBM133573",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"183","2020-12-21 16:30:06-03","MBM","MBM","213507","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66863",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM213507",NA,NA,"Benth.","Hatschbach, G.","Mato Grosso","Chapada dos Guimarães","Água Fria, 7km na estrada para Rio Manso","-55.749698638916","-15.460599899292","MBM213507",NA,NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA
"184","2020-12-21 16:30:06-03","MBM","MBM","186066","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.; A.; Barbosa; E.; A.; Barbosa; E.","63611","1995","10","20","Southern America","Brazil",NA,NA,NA,"MBM186066",NA,NA,"Benth.","Hatschbach, G.","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães, arredores","-55.749698638916","-15.460599899292","MBM186066",NA,NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA
"185","2020-12-21 16:30:06-03","MBM","MBM","206636","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","65345",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM206636",NA,NA,"Benth.","Hatschbach, G.","Mato Grosso do Sul","Bandeirantes","Rod. BR-163, São Pedro","-54.363899230957","-19.9178009033203","MBM206636",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50915","auto",NA,NA,NA,NA
"186","2020-12-21 16:30:06-03","MBM","MBM","8384","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","20048","1968","10","12","Southern America","Brazil",NA,NA,NA,"MBM008384",NA,NA,"Benth.","Hatschbach, G.","Paraná","Arapoti","Estrada Arapoti-Jaguariaíva","-49.8266983032227","-24.1578006744385","MBM008384",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA
"187","2020-12-21 16:30:06-03","MBM","MBM","68401","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","43378","1980","11","24","Southern America","Brazil",NA,NA,NA,"MBM068401",NA,NA,"Benth.","Hatschbach, G.","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611","MBM068401",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"188","2020-12-21 16:30:06-03","MBM","MBM","18408","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","26787","1971","06","17","Southern America","Brazil",NA,NA,NA,"MBM018408",NA,NA,"Benth.","Harley, R.M.","Paraná","Sengés","Rio Velame","-49.4636001586914","-24.1128005981445","MBM018408",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA
"189","2020-12-21 16:30:06-03","MBM","MBM","129454","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hoehne, W.","s.n.","1948","10","19","Southern America","Brazil",NA,NA,NA,"MBM129454",NA,NA,"Benth.","Hoehne, W.","São Paulo","São Paulo","Brooklin Paulista","-46.6300010681152","-23.5400009155273","MBM129454",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"190","2020-12-21 16:30:06-03","MBM","MBM","156191","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","56008","1991","11","10","Southern America","Brazil",NA,NA,NA,"MBM156191",NA,NA,"Benth.","Harley, R.M.","Tocantins",NA,"Arraias, 5-10 Km da rodovia para Paranã",NA,NA,"MBM156191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:30:06-03","MBM","MBM","28435","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","32352","1973","08","26","Southern America","Brazil",NA,NA,NA,"MBM028435",NA,NA,"Benth.","Harley, R.M.","Mato Grosso","Camapuã","Capão Redondo",NA,NA,"MBM028435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-21 16:30:06-03","MBM","MBM","28446","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","33025","1973","11","10","Southern America","Brazil",NA,NA,NA,"MBM028446",NA,NA,"Benth.","Harley, R.M.","Mato Grosso","Bandeirantes","Rod. BR-163",NA,NA,"MBM028446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-21 16:30:06-03","MBM","MBM","423439","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Bringel, J.B.; Hattori, E.; Batista, J.A.N.; Hattori, E.; Batista, J.A.N.","539","2010","02","01","Southern America","Brazil",NA,NA,"Erva com 15 cm. Flor lilás.; Campo sujo, recentemente queimado, cambissolo. Relevo acidentado.","MBM423439",NA,NA,"Benth.","Bringel, J.B.","Distrito Federal","Brasília","Estrada Asa Norte, Sobradinho, próximo ao Posto Colorado","-47.866667","-15.690833",NA,"1179","1179",NA,NA,"-47.866667","-15.690833","2010","02",NA,NA,NA,NA,NA,NA,NA
"194","2020-12-21 16:30:06-03","MBM","MBM","71244","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Davidse, G.; et al.; et al.","s.n.","1979","03","07","Southern America","Venezuela",NA,NA,NA,"MBM071244",NA,NA,"Benth.","Harley, R.M.",NA,NA,"Arupe, Distr. Rómulo Gallegos",NA,NA,"MBM071244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-21 16:30:06-03","MBM","MBM","75749","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Pereira, E.; et al.; et al.","9202","1964","09","13","Southern America","Brazil",NA,NA,NA,"MBM075749",NA,NA,"Benth.","Harley, R.M.","Minas Gerais",NA,"Rod. BR-3, km 432",NA,NA,"MBM075749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-21 16:30:06-03","MBM","MBM","50887","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","39092","1976","10","09","Southern America","Brazil",NA,NA,NA,"MBM050887",NA,NA,"Benth.","Harley, R.M.","Bahia","Barreiras","Roda Velha","-44.9900016784668","-12.1527996063232","MBM050887",NA,NA,NA,NA,NA,NA,NA,NA,NA,"152720","auto",NA,NA,NA,NA
"197","2020-12-21 16:30:06-03","MBM","MBM","186067","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63579","1995","10","19","Southern America","Brazil",NA,NA,NA,"MBM186067",NA,NA,"Benth.","Hatschbach, G.","Mato Grosso","Chapada dos Guimarães","Rod. MT-251, 1,5km do trevo para Chapada do Guimarães","-55.749698638916","-15.460599899292","MBM186067",NA,NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA
"198","2020-12-21 16:30:06-03","MBM","MBM","186068","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","63392","1995","10","15","Southern America","Brazil",NA,NA,NA,"MBM186068",NA,NA,"Benth.","Hatschbach, G.","Mato Grosso do Sul","Rio Brilhante","Rodovia Rio Brilhante a Maracaju, km 320","-54.5463981628418","-21.8019008636475","MBM186068",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65544","auto",NA,NA,NA,NA
"199","2020-12-21 16:30:06-03","MBM","MBM","242300","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69778","1999","10","26","Southern America","Brazil",NA,NA,NA,"MBM242300",NA,NA,"Benth.","Harley, R.M.","Minas Gerais","Gouveia","Córrego do Tigre","-43.7407989501953","-18.4543991088867","MBM242300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA
"200","2020-12-21 16:30:06-03","MBM","MBM","295927","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Farinaccio, M.A.; et al.; et al.","404","1999","10","01","Southern America","Brazil",NA,NA,NA,"MBM295927",NA,NA,"Benth.","Harley, R.M.","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra","-47.439998626709","-19.8652992248535","MBM295927",NA,NA,NA,NA,NA,NA,NA,NA,NA,"69737","auto",NA,NA,NA,NA
"201","2020-12-21 16:30:06-03","MBM","MBM","6296","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","18951","1968","03","24","Southern America","Brazil",NA,NA,NA,"MBM006296",NA,NA,"Benth.","Hatschbach, G.","Paraná","Jaguariaíva","Barra Rio Chopim","-49.7057991027832","-24.2511005401611","MBM006296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"202","2020-12-21 16:30:06-03","MBM","MBM","33254","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hatschbach, G.","35416","1974","11","12","Southern America","Brazil",NA,NA,NA,"MBM033254",NA,NA,"Benth.","Hatschbach, G.","Paraná","Sengés","Rio dos Bugres","-49.4636001586914","-24.1128005981445","MBM033254",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA
"203","2020-12-21 16:30:06-03","MBM","MBM","129449","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hoehne, W.","s.n.","1945","09","12","Southern America","Brazil",NA,NA,NA,"MBM129449",NA,NA,"Benth.","Hoehne, W.","São Paulo","Caieiras",NA,"-46.7400016784668","-23.3600006103516","MBM129449",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9448","auto",NA,NA,NA,NA
"204","2020-12-21 16:30:06-03","MBM","MBM","85800","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hoehne, W.","s.n.","1945","09","12","Southern America","Brazil",NA,NA,NA,"MBM085800",NA,NA,"Benth.","Hoehne, W.","São Paulo","Caieiras",NA,"-46.7400016784668","-23.3600006103516","MBM085800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9448","auto",NA,NA,NA,NA
"205","2020-12-21 16:30:06-03","MBM","MBM","150922","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Robim, M.J.","714","1991","07","13","Southern America","Brazil",NA,NA,NA,"MBM150922",NA,NA,"Benth.","Pastore, J.A.","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363","MBM150922",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"206","2020-12-21 16:30:06-03","MBM","MBM","116762","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Cesar, O.","218","1984","09","17","Southern America","Brazil",NA,NA,NA,"MBM116762",NA,NA,"Benth.","Furlan, A.","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25","MBM116762",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA
"207","2020-12-21 16:30:06-03","MBM","MBM","129453","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Ravister","s.n.","1946","09","14","Southern America","Brazil",NA,NA,NA,"MBM129453",NA,NA,"Benth.","Rachld, M.","São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182","MBM129453",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA
"208","2020-12-21 16:30:06-03","MBM","MBM","33040","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes crassipes","Hatschbach, G.; Kummrow, R.; Kummrow, R.","34939","1974","09","18","Southern America","Brazil",NA,NA,NA,"MBM033040",NA,NA,"Benth.","Harley, R.M.","Minas Gerais","Comendador Gomes","BR-153","-49.0806007385254","-19.698299407959","MBM033040",NA,NA,"crassipes",NA,NA,NA,NA,NA,NA,"33550","auto",NA,NA,NA,NA
"209","2020-12-21 16:30:06-03","MBM","MBM","65331","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes cristalinae","Irwin, H.S.; et al.; et al.","9795","1965","11","02","Southern America","Brazil",NA,NA,NA,"MBM065331",NA,NA,"R. Harley","Harley, R.M.","Goiás",NA,"5km W of Cristalina",NA,NA,"MBM065331",NA,NA,"cristalinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-08-15 09:03:41-03","UESC","UESC","13830","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Rocha, E.A.","1507","2006","09","14",NA,"Brasil",NA,NA,"Caatinga.; Subarbusto aromático cerca de 1,5m de altura.; Rara no local, em área de caatinga. Planta Medicinal.","UESC0013830","Angiospermae","Florideophycidae","Benth .",NA,"Pernambuco","Buíque",NA,"-37.250556","-8.537222",NA,"886","886",NA,NA,"37w15'2''","8s32'14''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"211","2019-08-15 09:03:41-03","UESC","UESC","13829","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes",NA,"1564","2006","10","21",NA,"Brasil",NA,NA,"Caatinga arenosa.; Subarbusto, cerca de 1-1,15m de altura.; Frequente no local em área de caatinga arenosa.","UESC0013829","Angiospermae","Florideophycidae","Benth .",NA,"Pernambuco","Buíque",NA,"-37.252222","-8.556389",NA,"885","885",NA,NA,"37w15'8''","8s33'23''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"212","2015-09-27 18:26:13-03","MNHN","RECOLNAT_MNHN_P","P00737458","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737458' target='other'> <mi>dwc_moreinfo</mi></a>","P00737458",NA,NA,"Benth.",NA,NA,NA,"Province de Goyaz et Piauhy",NA,NA,"P00737458_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3387",NA
"213","2015-09-04 08:51:53-03","MNHN","RECOLNAT_MNHN_P","P03012161","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03012161' target='other'> <mi>dwc_moreinfo</mi></a>","P03012161",NA,NA,"Benth.",NA,"Minas Gerais",NA,"St. Eloi.",NA,NA,"P03012161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"598",NA
"214","2015-09-04 08:51:53-03","MNHN","RECOLNAT_MNHN_P","P03012162","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03012162' target='other'> <mi>dwc_moreinfo</mi></a>","P03012162",NA,NA,"Benth.",NA,"Minas Gerais",NA,"Milho Verde.",NA,NA,"P03012162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"503",NA
"215","2015-09-04 08:51:53-03","MNHN","RECOLNAT_MNHN_P","P03012165","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Saint-Hilaire, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03012165' target='other'> <mi>dwc_moreinfo</mi></a>","P03012165",NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,"P03012165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2015-09-04 08:51:53-03","MNHN","RECOLNAT_MNHN_P","P03012167","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Widgren",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03012167' target='other'> <mi>dwc_moreinfo</mi></a>","P03012167",NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,"P03012167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"290",NA
"217","2015-09-04 08:51:53-03","MNHN","RECOLNAT_MNHN_P","P03012177","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03012177' target='other'> <mi>dwc_moreinfo</mi></a>","P03012177",NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,"P03012177_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"302",NA
"218","2015-09-27 18:16:59-03","MNHN","RECOLNAT_MNHN_P","P00737457","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Hyptis n. specif. ovalifolia A.St.-Hil. mss <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737457' target='other'> <mi>dwc_moreinfo</mi></a>","P00737457",NA,NA,"Benth.","Bentham",NA,NA,"Province de Goyaz : pâturages recement brûlés près l'aldea de St. Jozé, partie méridionale",NA,NA,"P00737457_01",NA,NA,NA,"lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 781 bis",NA
"219","2015-09-28 18:55:29-03","MNHN","RECOLNAT_MNHN_P","P00737459","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737459' target='other'> <mi>dwc_moreinfo</mi></a>","P00737459",NA,NA,"Benth.","Spach",NA,NA,"Province de Goyaz et Piauhy",NA,NA,"P00737459_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3387",NA
"220","2015-09-28 04:45:19-03","MNHN","RECOLNAT_MNHN_P","P00737460","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737460' target='other'> <mi>dwc_moreinfo</mi></a>","P00737460",NA,NA,"Benth.","Spach",NA,NA,"Province de Goyaz et Piauhy",NA,NA,"P00737460_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3387",NA
"221","2009-06-08 10:41:48-03","MNHN","RECOLNAT_MNHN_P","P00737461","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737461' target='other'> <mi>dwc_moreinfo</mi></a>","P00737461",NA,NA,"Benth.","Harley",NA,NA,"Minas : Arassuahy",NA,NA,"P00737461_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15313",NA
"222","2007-11-13 12:50:03-02","MNHN","RECOLNAT_MNHN_P","P00737462","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737462' target='other'> <mi>dwc_moreinfo</mi></a>","P00737462",NA,NA,"Benth.","Harley",NA,NA,"Province de Minas Geraes : Carrascos (forêts naines) nouvellement brûlés près la fazenda de Jozé Caetano de Mello, dans les Minas Novas",NA,NA,"P00737462_01 P00737462_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1662",NA
"223","2015-09-28 04:33:45-03","MNHN","RECOLNAT_MNHN_P","P00737463","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Hyptis n. sp. teucrioïdes A.St.-Hil. mss <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737463' target='other'> <mi>dwc_moreinfo</mi></a>","P00737463",NA,NA,"Benth.","Harley",NA,NA,"Province de Minas Geraes : plateau découvert entre Alto dos Bois et Villa do Fonado, terres rouges, dans les Minas Novas",NA,NA,"P00737463_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1364",NA
"224","2013-12-23 10:43:19-02","MNHN","RECOLNAT_MNHN_P","P00737465","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Sellow, F.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737465' target='other'> <mi>dwc_moreinfo</mi></a>","P00737465",NA,NA,"Benth.",NA,NA,NA,"Brasilia",NA,NA,"P00737465_01",NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1501",NA
"225","2015-09-04 08:48:30-03","MNHN","RECOLNAT_MNHN_P","P02979409","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Hassler, E.",NA,"1900","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979409' target='other'> <mi>dwc_moreinfo</mi></a>","P02979409",NA,NA,"Benth.",NA,NA,NA,"Fluminis Y-acá.",NA,NA,"P02979409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6994",NA
"226","2015-09-04 08:48:30-03","MNHN","RECOLNAT_MNHN_P","P02979410","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolívia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979410' target='other'> <mi>dwc_moreinfo</mi></a>","P02979410",NA,NA,"Benth.",NA,NA,NA,"Prova. de Chíquitos, Cerro de Santiago.",NA,NA,"P02979410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"885",NA
"227","2015-09-04 08:47:26-03","MNHN","RECOLNAT_MNHN_P","P02979411","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Grisol, M.",NA,"1921","4","7",NA,"Venezuela","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979411' target='other'> <mi>dwc_moreinfo</mi></a>","P02979411",NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,"P02979411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2015-09-04 08:47:26-03","MNHN","RECOLNAT_MNHN_P","P02979414","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Pinto, P.|Sastre, C.",NA,"1969","2","14",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979414' target='other'> <mi>dwc_moreinfo</mi></a>","P02979414",NA,NA,"Benth.",NA,NA,NA,"Depto. Meta: Márgen derecha del bosque de Galeria del Caño Piedra de Candela a 5 kilómetros de Remolino.",NA,NA,"P02979414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"843",NA
"229","2015-09-04 08:47:26-03","MNHN","RECOLNAT_MNHN_P","P02979415","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Pinto, E.P.|Sastre, C.",NA,"1969","2","15",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979415' target='other'> <mi>dwc_moreinfo</mi></a>","P02979415",NA,NA,"Benth.",NA,NA,NA,"Depto. Meta: Sabana abierta; entre Caño Victoria y Canõ Piedra de candela. Remolino.",NA,NA,"P02979415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"874",NA
"230","2015-09-04 08:47:26-03","MNHN","RECOLNAT_MNHN_P","P02979416","PreservedSpecimen",NA,"Lamiaceae","Eriope","crassipes","Eriope crassipes","Sastre, C.",NA,"1971","3","14",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979416' target='other'> <mi>dwc_moreinfo</mi></a>","P02979416",NA,NA,"Benth.",NA,NA,NA,"Comisaría del Vichada: carretera a Puerto Carreño; alrededores de Carijén.",NA,NA,"P02979416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1220",NA
