"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","imagecode","order"
"21","2020-12-21 16:14:01-03","MBM","MBM","304644","PreservedSpecimen","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E. Schill. & Panero","Takeda, I.J.M.; Takeda, A.K.; Takeda, A.K.","s.n.","2002","05","25","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Erva apoiante, flor amarela.; Do campo seco alterado.","MBM304644","Nakajima, J.N.","2009","09",NA,"46557","auto","MBM304644",NA
"22","2020-12-21 16:14:01-03","MBM","MBM","261196","PreservedSpecimen","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E. Schill. & Panero","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","3485","2001","10","05","Southern America","Brazil","Paraná","Porto Amazonas","Recanto dos Papagaios","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"Ereta, capítulo amarelo.; Campo limpo, seco.","MBM261196","Magenta, M.","2006",NA,NA,"14684","auto","MBM261196",NA
"23","2020-12-21 16:14:01-03","MBM","MBM","395735","PreservedSpecimen","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E. Schill. & Panero","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","1872","2013","11","03","Southern America","Brazil","Paraná","Porto Amazonas","Rodovia BR 277, margem da rodovia","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"Caule castanho. Folhas verdes. Capítulo amarelo.; Campo.","MBM395735","Barboza, E.","2015","04","06","14684","auto","MBM395735",NA
"24","2020-12-21 16:14:01-03","MBM","MBM","327418","PreservedSpecimen","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E. Schill. & Panero","Ribas, O.S.; Hatschbach, G.; Hatschbach, G.","7511","2007","02","13","Southern America","Brazil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"Ereta, 1,20 m, capítulo amarelo.; Pequeno campo rochoso.","MBM327418","Nakajima, J.N.","2009","09",NA,"48290","auto","MBM327418",NA
"25","2020-12-21 16:14:01-03","MBM","MBM","327386","PreservedSpecimen","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E. Schill. & Panero","Ribas, O.S.; Hatschbach, G.; Hatschbach, G.","7543","2007","02","13","Southern America","Brazil","Santa Catarina","Urubici","Arbusto, 80 cm, capítulo amarelo.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Arbusto, 80 cm, capítulo amarelo.; Campo de altitude.","MBM327386","Nakajima, J.N.","2009","09",NA,"30102","auto","MBM327386",NA
"26","2020-12-11 11:32:15-03","UFMG","BHCB","179180","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2724","2015","10","09","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,"Erva terrestre; brácteas involucrais verdes; flores amarelas.; Campo Rupestre Quartzítico",NA,NA,"2018","08","22",NA,NA,NA,NA
"27","2020-12-11 11:32:15-03","UFMG","BHCB","76218","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Silva, JM; Ribas, OS","3485","2001","10","05","Southern America","Brasil","Paraná","Porto Amazonas","Recanto dos Papagaios., Rodovia BR 277.","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"Campo limpo, seco. Ereta. Capítulo amarelo.",NA,NA,"2016","09",NA,"14684","auto",NA,NA
"28","2020-12-11 11:32:15-03","UFMG","BHCB","56011","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Barreto, HLM","4114","1933","07","21","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Pouco frequente. Herbáceo, 0,6m. Flor amarela.; Campo.","BHCB043317",NA,"2016","09",NA,"17082","auto","BHCB043317",NA
"29","2020-12-11 11:32:15-03","UFMG","BHCB","59819","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Roth, L","1376","1955","08","28","Southern America","Brasil","Minas Gerais","Nova Lima","Serra do Curral., Pico.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"Campo. Herbáceo, 0,6-0,7m. Flores amarelas.",NA,NA,"2016","09",NA,"29211","auto",NA,NA
"30","2020-12-11 11:32:15-03","UFMG","BHCB","56009","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Barreto, HLM","4116","1933","10","11","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Muito frequente. Herbáceo. 0,6m. Flor amarela.; Cerrado.","BHCB043318",NA,"2016","09",NA,"17082","auto","BHCB043318",NA
"31","2021-02-11 17:17:59-03","UFPR","UPCB","88079","PreservedSpecimen","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E. E. Schill. & Panero","Engels, M. E. | Lozano, E. D.","1872","2013","11","03",NA,"Brasil","Paraná","Porto Amazonas","Rodovia BR 277, margem da rodovia.","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"Caule castanho. Folhas verdes. Capítulo amarelo. Campo..",NA,"Barboza, E.","2015","04","06","14684","auto",NA,NA
"32","2020-08-31 08:52:46-03","INPA","INPA","112969","S","Plantae","Dicotyledon Asterids","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Hatschbach, GG","45454","1982","09","22","Southern America","Brasil","Paraná","Palmeira","Ponta do Papagaio. Campo limpo.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"INPA0112969","Robinson, HE","1983",NA,NA,"35166","auto","INPA0112969 INPA0112969_e","Asterales"
"33","2020-08-31 08:52:46-03","INPA","INPA","147843","S","Plantae","Dicotyledon Asterids","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Oliveira, PL","965","1985","10","15","Southern America","Brasil","Paraná","Palmeira","Rio dos Papagaios. Do campo limpo.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"INPA0147843","Robinson, HE","1986",NA,NA,"35166","auto","INPA0147843 INPA0147843_e","Asterales"
"34","2019-06-10 10:10:11-03","FZB-BH","BHZB","12362","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides",NA,"Fernandes, M.G.C. et al.","1797","2018","09","13",NA,"Brasil","MG","Belo Horizonte","Parque Municipal Fort Laudardale- Aceiro","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"unicata",NA,NA,NA,NA,NA,"17082","auto",NA,NA
"35","2019-06-10 10:10:11-03","FZB-BH","BHZB","3616","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides",NA,"Silveira, V.M. & Silveira, F.",NA,"1998","08","23",NA,"Brasil","MG","Brumadinho","Serra da Moeda","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"Doação BHCB 43.620.",NA,"J.N. Nakajima 2003","2003","05",NA,"26639","auto",NA,NA
"36","2019-11-13 11:15:58-03","USP","SPF","219764","PreservedSpecimen","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Magenta, MAG","479","2002","09","21",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.23825","-25.04275","-50.23825","-25.04275","960","960",NA,"SPF00219764","Magenta, MAG","2016","10",NA,NA,NA,NA,NA
"37","2019-02-27 14:01:40-03","UFSJ","HUFSJ","5179","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill & Panero","Roth, L","s.n.","1955","08","28",NA,"Brasil","Minas Gerais","Nova Lima","Serra do Curral (pico).","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"Herbácea do cerrado-campo, 60 a 70cm. Flores amarelas.","HUFSJ005179","Pereira, LC","2012","02",NA,"29211","auto",NA,NA
"38","2019-11-13 16:04:27-03","UNISANTA","HUSC","11860","PreservedSpecimen","Plantae","Magnoliophyta","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","M.Magenta; J.E. Magenta Neto","287","2001","10","21",NA,"Brasil","Minas Gerais","Capitólio","Morro-do-Chapéu. Estrada da TELEMIG.","-46.045833","-20.663611","-46.045833","-20.663611",NA,NA,"Erva ca. 80cm. Capítulos amarelos. Raízes intumescidas na extremidade.; Cerrado, campo rupestre.",NA,"M.Magenta; J.R. Pirani","2016",NA,NA,NA,NA,NA,NA
"39","2019-11-13 16:04:27-03","UNISANTA","HUSC","11884","PreservedSpecimen","Plantae","Magnoliophyta","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","M.Magenta; J.E. Magenta Neto","479","2002","09","21",NA,"Brasil","Paraná","Ponta Grossa","Estrada que liga Ponta Grossa à rod. PR-151.","-50.23825","-25.04275","-50.23825","-25.04275","960","960","Erva xilopodífera, 0.4 - 1m. Sistema subterrâneo com espessamentos próximos às extremidades. Capítulos amarelos. Terra roxa estruturada.; Campo limpo com alguns eucaliptos introduzidos, à beira da estrada.",NA,"M.Magenta","2016","10",NA,NA,NA,NA,NA
"40","2019-11-13 16:04:27-03","UNISANTA","HUSC","11870","PreservedSpecimen","Plantae","Magnoliophyta","Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","M. Magenta; J.E. Magenta Neto","479","2002","09","21",NA,"Brasil","Paraná","Ponta Grossa","Estrada que liga Ponta Grossa a Rod. PR. 151.","-50.23825","-25.04275","-50.23825","-25.04275","960","960","Erva xilopodífera 0,4-1m. Sistema subterrâneo com espessamentos próximo às extremidades. Capítulos amarelos. Terra roxa estruturada.; Campo limpo, com alguns eucaliptos introduzidos, à beira da estrada.",NA,"M.Magenta; J.R. Pirani","2016",NA,NA,NA,NA,NA,NA
"41","2020-08-04 12:47:25-03","UFU","HUFU","42711","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Romero, R.; Nakajima, J.N.; Arantes, A.A.A.; Rezende, T.M. & Hattori, E.K.O.","7204","2005","09","28",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Cachoeira Feixo da Serra, Rio Turvo.",NA,NA,NA,NA,NA,NA,"Erva, ca. de 1 m. Brácteas involucrais verdes, corola amarela, anteras nigrescentes.; Campo rupestre.","HUFU00057064","Nakajima, J.N.","2016","03",NA,NA,NA,"HUFU00057064",NA
"42","2019-05-06 11:52:26-03","UFU","HUFU","46199","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Soares, P.N. & Loeuille, B.","4340","2006","10","26",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Mineradora Gabi Extrações, depois do terceiro córrego.",NA,NA,NA,NA,NA,NA,"Subarbusto ca. de 0,8 m. Brácteas involucrais esverdeadas, corola e ramos do estilete amarelos.; Campo rupestre.","HUFU00057067","Nakajima, J.N.","2016","03",NA,NA,NA,"HUFU00057067",NA
"43","2019-05-06 11:52:26-03","UFU","HUFU","38184","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Hattori, E.K.O.; Faria, C.A. & Magalhães, C.C.","418","2004","09","14",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha da Escada de Pedras","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"Erva, ca. 1 m. Brácteas involucrais verdes, corola amarela e anteras nigrescentes.; Campo rupestre.","HUFU00057065","Nakajima, J.N.","2016","03",NA,"41380","auto","HUFU00057065",NA
"44","2019-05-06 11:52:26-03","UFU","HUFU","38025","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Nakajima, J.N.; Romero, R.; Andrade, T.; Cesarotti, S.N.; Machado, A.B. & Rocha, F.A.","3853","2004","09","14",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha da Escada de Pedras","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"Erva, ca. 0,7 m. Brácteas verdes, corola amarela, ramos do estilete amarelos.; Campo rupestre.","HUFU00057066","Nakajima, J.N.","2016","03",NA,"41380","auto","HUFU00057066",NA
"45","2019-05-06 11:52:26-03","UFU","HUFU","25852","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Roth, P.L.","1376","1955","08","23",NA,"Brasil","Minas Gerais","Nova Lima","Serra do Curral","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"Herbácea, ca. 60-70 cm. Flores amarelas.; Cerrado - campo.","HUFU00041826","Nakajima, J.N.","2016","03",NA,"29211","auto","HUFU00041826",NA
"46","2020-08-20 14:54:54-03","UFSC","FLOR","15206","PreservedSpecimen","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Silva Filho, F.A. da","422","1985","05","03",NA,"Brasil","Rio Grande do Sul","Guaíba","Estação Experimental da Faculdade de Agronomia da UFRGS.","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"erva, flor amarela Habitat: beira de mata","FLOR0015206","Bueno, V.R.","2019","06","25","28343","auto",NA,"Asterales"
"47","2020-03-10 19:41:24-03","UFMT","UFMT","2701","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Santos, J.U.; Rosário, C.S.","360","1982","11","18",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Próximo a Cachoeira Véu de Noiva","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"Erva com cerca de 50 cm de alt; capítulos com lígulas amarelas; Cerrado; solo pedregoso",NA,"Silva, G.H.","2014","09",NA,"107042","auto",NA,NA
"48","2020-03-10 19:41:24-03","UFMT","UFMT","36309","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Nasser, O.S.","424","2005","10","04",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Véu de Noiva","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"Cerrado solo litólico",NA,"Silva, G.H.","2014","09",NA,"107042","auto",NA,NA
"49","2020-03-10 19:41:24-03","UFMT","UFMT","2700","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","Prance, G.T.; Lleras, E.; Coelho, D.F.","18957","1973","10","14",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Vicinity of Veu de Noiva","-55.749698638916","-15.460599899292",NA,NA,"720","720","Herb to 70 cm tall; flowers yellow; Cerrado on laterite and gravel slope",NA,NA,NA,NA,NA,"107042","auto",NA,NA
"50","2019-11-21 09:59:43-03","IBt","SP","16106","S","Plantae",NA,"Asteraceae","Aldama","aspilioides","Aldama aspilioides","(Baker) E.E.Schill. & Panero","s.col.","27","1999","11","26",NA,"Desconhecido",NA,NA,"Sem localidade.",NA,NA,NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2015",NA,NA,NA,NA,NA,NA
