"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","558086","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"D. S. D. de Araújo","3903","1980","07","03","Brazil","Rio de Janeiro","Angra dos Reis","As margens de um pequeno rio, próx. ao manguezal de Bracuí","-44.3181","-23.0069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558086","NY00558086_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557960","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"D. S. D. de Araújo","4060","1980","10","08","Brazil","Rio de Janeiro","Campos","Restinga da Praia Barra do Açu",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557960","NY00557960_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02694436","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.",NA,NA,NA,NA,"J. L. da Costa Lima","568","2011","09","10","Brazil","Rio Grande do Norte","Baía Formosa","Mata Estrela, acesso pela Trilha do Pagão","-35.004053","-6.401767",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953145' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694436","NY02694436_01","60",NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","594874","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"L. A. Mattos Silva","1361","1981","07","23","Brazil","Bahia","Una","Povoado de Comandatuba, 17 km ao Sul de Una (ramal com entrada no km 13 da Rod. Una/Canavieras). Coletas efetuadas ao longo do ramal que liga Comandatuba à Pedras, com 8 km de extensao","-39.0753","-15.2933",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594874","NY00594874_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","558088","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"D. S. D. de Araújo","4332","1981","03","12","Brazil","Rio de Janeiro","Macaé",NA,"-41.7867","-22.3708",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558088","NY00558088_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","558085","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"D. S. D. de Araújo","3832","1980","06","12","Brazil","Rio de Janeiro","Macaé","Restinga de Carapebus","-41.7867","-22.3708",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558085","NY00558085_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01806177","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"L. A. Mattos Silva","877","1980","06","17","Brazil","Bahia","Santa Cruz Cabrália","Estrada que liga S. C. de Cabrália ao Povoado de Santo André, numa extensao de aprox. 3 km","-39.025","-16.25",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2139819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806177","NY01806177_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00864299","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"L. A. Mattos Silva","4612","2002","07","14","Brazil","Bahia","Una","Fazenda Bolandeira","-39.0056","-15.3153",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864299","NY00864299_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","594909","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","D. F. Lima",NA,NA,NA,"G. G. Hatschbach","17208","1967","09","25","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.365093","-25.575152",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594909","NY00594909_01","3","5","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01241085","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"L. A. Mattos Silva","3030","1994","06","15","Brazil","Sergipe","Estância","Rodovia que liga Abaís à BR 101, cerca de 1 km. ao Oeste de Abaís","-37.2922","-11.3214",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623205' target='other'> <mi>dwc_moreinfo</mi></a>","NY01241085","NY01241085_01","10","10","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","594912","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"A. M. V. de Carvalho","777","1981","07","24","Brazil","Bahia","Camamu","Ambar. Enseada de Camamu, ca. 5 km NE da sede do Mun. Ponta do Santo","-39.1","-13.94",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594912","NY00594912_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","558084","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","astringens","Eugenia astringens","Cambess.","M. Sobral",NA,NA,NA,"D. S. D. de Araújo","3713","1980","04","09","Brazil","Rio de Janeiro","Macaé","Na margem da Lagoa Feia, Fazenda Imbaíba","-41.362634","-22.025609",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558084","NY00558084_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","404886","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cassinoides","Eugenia cassinoides difformis","O.Berg",NA,NA,NA,NA,"J. S. Blanchet","1833",NA,NA,NA,"Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00404886","NY00404886_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet","difformis","isotype",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","404886","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cassinoides","Eugenia cassinoides difformis","O.Berg",NA,NA,NA,NA,"J. S. Blanchet","1833",NA,NA,NA,"Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00404886","NY00404886_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet","difformis","isotype",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","778801","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","M. Sobral",NA,NA,NA,"J. G. Jardim","2235","1999","08","15","Brazil","Bahia","Maraú","Rod. Maraú/Campinhos, ca. 6.5 km do Povoado de Saquaíra.","-38.95222222","-13.9883333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778801","NY00778801_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","778800","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","M. Sobral",NA,NA,NA,"S. C. de Sant'Ana","943","2000","08","16","Brazil","Bahia","Belmonte","Belmonte.","-38.90222222","-15.8991667",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778800","NY00778800_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","579924","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","M. Sobral",NA,NA,NA,"S. A. Mori","10913","1978","10","21","Brazil","Bahia","Santa Cruz Cabrália","2-4 Km a W se Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).","-39.0440986","-16.2986237",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579924","NY00579924_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","579926","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","M. L. Kawasaki",NA,NA,NA,"J. G. Jardim","1802","1998","07","09","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. Estrada que leva à Prainha.","-39.031091","-14.472473",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579926","NY00579926_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","561428","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","L. Lima",NA,NA,NA,"M. J. Hora","44","1996","01","10","Brazil","Pernambuco","Buíque","Estrada Buíque Catimbau.","-37.1542","-8.625",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561428","NY00561428_01","799","799","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","561436","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","L. Lima",NA,NA,NA,"M. F. A. Lucena","49","1995","09","04","Brazil","Pernambuco","Buíque","Serra do Catimbau.","-37.1542","-8.625",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561436","NY00561436_01","799","799","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","594890","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","F. F. Mazine",NA,NA,NA,"H. M. Curran","69","1918","04","24","Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594890","NY00594890_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","579927","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","M. Sobral",NA,NA,NA,"M. Sobral","5499","1987","03",NA,"Brazil","Bahia","Una","Comandatuba. Em beira da estrada Comand.-Pedras.","-39.0753","-15.2933",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579927","NY00579927_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","565227","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","L. Kawasaki",NA,NA,NA,"J. G. Jardim","2177","1999","08","14","Brazil","Bahia","Maraú","Peninsula de Maraú. Area de Preservaçao Ambiental (APA). Faz. Virgem del Mar","-38.95","-14.0992",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565227","NY00565227_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","579925","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg","M. Sobral",NA,NA,NA,"S. A. Mori","10141","1978","06","07","Brazil","Bahia","Itacaré","Cerca de 1 km ao S de Itacaré, beira-mar. Folha SD-24 (14-39c).","-38.995183","-14.2890182",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579925","NY00579925_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1801346","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cyclophylla","Eugenia cyclophylla","O.Berg",NA,NA,NA,NA,"E. M. Costa-Neto","32","1996","04","28","Brazil","Bahia","Conde","Praia de Siribinha.","-37.6105995178223","-11.8135995864868",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020430' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801346","NY01801346_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,"31737","auto",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1146208","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg","G. Siqueira",NA,NA,NA,"P. J. M. Maas","9821","2009","05","07","Brazil","Espírito Santo","Linhares","Reserva do Vale de Rio Doce, Estrada Aceiro Arlindinho.","-40.02","-19.07",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1333709' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146208","NY01146208_01","57","57","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","557618","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg",NA,NA,NA,NA,"J. W. C. Harshberger","3255","1927","07","16","Brazil","Rio de Janeiro",NA,"Ipanema",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557618","NY00557618_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","557599","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg","S. A. Mori",NA,NA,NA,"Restinga I","823","1953","08","13","Brazil","Rio de Janeiro","Cabo Frio","Arraial do Cabo, Pontal beach","-42.0317","-22.9467",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557599","NY00557599_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02782234","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg","M. C. Souza",NA,NA,NA,"S. A. Mori","9603",NA,NA,NA,"Brazil","Bahia","Alcobaça",NA,"-39.1956","-17.5194",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623127' target='other'> <mi>dwc_moreinfo</mi></a>","NY02782234","NY02782234_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","557856","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg","M. C. de Souza",NA,NA,NA,"B. D. Sucre","1792","1967","11","02","Brazil","Rio de Janeiro",NA,"Bahia de Sepetiba, Ilha Siri Pestana","-43.916455","-22.978385",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557856","NY00557856_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","557605","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg","C. M. D. E. Legrand",NA,NA,NA,"L. B. Smith","6518","1952","04","11","Brazil","Rio de Janeiro",NA,"Distrito Federal, Praia de Grumari, near Guaratiba",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557605","NY00557605_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","557595","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg","M. L. Kawasaki",NA,NA,NA,"W. W. Thomas","6153","1988","02","24","Brazil","Espírito Santo","Guarapari","0.3 km E of ES 060 on road to Praia Setiba, 6 km N of turn off to Praia do Morro in Guarapari","-40.47","-20.62",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557595","NY00557595_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","557619","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg","C. Farney",NA,NA,NA,"C. Farney","337","1983","07","24","Brazil","Rio de Janeiro","Saquarema","Restinga de Massambaba","-42.5103","-22.9203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557619","NY00557619_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","557597","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rotundifolia","Eugenia rotundifolia","O.Berg","S. A. Mori",NA,NA,NA,"W. Hoehne","5707","1964","04","04","Brazil","Rio de Janeiro",NA,"Guanabara, Rio de Janeiro, prox. Recreio dos Bandeirantes","-43.482796","-23.016442",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557597","NY00557597_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
