"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem","typeStatus"
"11","2020-12-20 21:16:17-03","UFV","VIC","18096","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Luiza, A.","s.n.","1995","08","10",NA,"Brasil","Bahia",NA,"FLONA Rio Preto",NA,NA,NA,"Planta com 15 metros de altura, P2 nº 92.","VIC018096","VIC018096","(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:16:17-03","UFV","VIC","20023","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","Araújo, R.S. de","Marquete, R.","1928","1994","08","05",NA,"Brasil","Rio de Janeiro",NA,"Relevo íngreme com solo argiloso. Altitude de 40 m.s.m.",NA,NA,NA,"Árvore com c.a. de 20 metros de altura. Botões esverdeados, corola avla-esverdeada, flor verde; fauce esverdeada, filetes alvos-esverdeados, estilete e estigma esverdeados. Folhas coriáceas verdes. Heliófila, xerófita.","VIC020023","VIC020023","(Cham.) Bureau",NA,NA,"2007","07","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-20 21:16:17-03","UFV","VIC","20037","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","Araújo, R.S. de","Melo, J.Q.","01","1995","08","21",NA,"Brasil","Rio de Janeiro","Paraty","APA-Cairuçu","-44.5","-23.166667",NA,"Árvore com cerca de 10 metros de altura, heliófila. Folhas cartáceas, discolores, flores alvas, com tubo da corola amarelo-claro internamente.","VIC020037","VIC020037","(Cham.) Bureau",NA,NA,"2007","07","31","-44.5","-23.166667",NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:16:17-03","UFV","VIC","20040","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","Araújo, R.S. de","Campos, M.D.","50","1995","06","29",NA,"Brasil","Rio de Janeiro","Paraty","APA-Cairuçu, Trilha para a Praia Brava. Altitude de 40 m.s.m.","-44.5","-23.166667",NA,"Semi-ciófila; árvore com c.a. de 15 metros de altura; CAP de 1,46 cm; folhas coriáceas, discolores verdes; flores com cálice verde e corola alva; botões esverdeados; frutos imaturos de cor verde.","VIC020040","VIC020040","(Cham.) Bureau",NA,NA,"2007","07","31","-44.5","-23.166667",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:16:17-03","UFV","VIC","20026","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","Araújo, R.S. de","Oliveira, S.P.; et al.","02","1995","12","30",NA,"Brasil","Rio de Janeiro","Paraty","APA-Cairuçu, Estrada paralela ao Rio dos Meros, c.a. de 1,0 Km da Rodovia Rio - Santos (BR 101).","-44.7131004333496","-23.2178001403809",NA,"Árvore com c.a. de 4-5 metros de altura, heliófila. Folhas coriáceas discolores. Botões verdes. Flores levemente aromáticas com lobos alvos e tubo amarelado externamente e amarelo intenso internamente.","VIC020026","VIC020026","(Cham.) Bureau","34470","auto","2007","07","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:16:17-03","UFV","VIC","20051","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","Araújo, R.S. de","Campos, M.D.","54","1995","06","29",NA,"Brasil","Rio de Janeiro","Paraty","APA-Cairuçu, Trindade, Praia Brava, lado direito, mata de escosta.","-44.7131004333496","-23.2178001403809",NA,"Heliófila, ambiente úmido; árvore com c.a. de 6,0 metros de altura; folhas coriáceas, discolores verdes; flores com cálice verde e corola alva, botões esverdeados; frutos secos, deiscentes de cor marrom.","VIC020051","VIC020051","(Cham.) Bureau","34470","auto","2007","07","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:08:12-03","UNICAMP","UEC","834","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","Gentry, A","Heringer, EP","2644","1950","08","28",NA,"Brazil","Minas Gerais","Rio Pomba",NA,"-43.17919921875","-21.2747001647949",NA,NA,"UEC148519","UEC148519","(Cham.) Bureau","18289","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:26:43-03","UNICAMP","UEC","833","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","Kuhlmann, JG","s/ coletor","s.n.","1927","08","12",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Gávea, Ponta Grossa","-43.2075004577637","-22.9027996063232",NA,"árvore 3-5m","UEC148521","UEC148521","(Cham.) Bureau","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:26:43-03","UNICAMP","UEC","22062","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","Gentry, A","Leitão Filho, HF; Yamamoto, K; Silva, AF","10248","1979","08","07",NA,"Brazil","São Paulo","Ubatuba","Estação Experimental de Ubatuba","-45.0699996948242","-23.4300003051758",NA,"árvore 20m, fruto verde","UEC148518","UEC148518","(Cham.) Bureau","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 11:05:56-03","UNESP-IBB","BOTUW","137","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000137",NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 09:29:50-03","UFRRJ","RBR","1262","S","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","A. Gentry","D.A. Folli","8779","1979","08","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Est. X-1, Km 10,251, lado direito.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00001262","RBR00001262","(Cham.) Bureau","48094","auto","1980","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2013-04-01 09:20:03-03","IPT","BCTW","6312","S","Plantae","Magnoliophyta",NA,NA,"Tabebuia","obtusifolia","Tabebuia obtusifolia","IPT",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Juquiá",NA,"-47.63","-24.32",NA,NA,NA,NA,"Bureau","32505","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"23","2013-04-01 09:20:03-03","IPT","BCTW","180","S","Plantae","Magnoliophyta",NA,NA,"Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Bureau",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"24","2013-04-01 09:20:03-03","IPT","BCTW","18721","S","Plantae","Magnoliophyta",NA,NA,"Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Kuhlmann, J.G.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"25","2019-08-15 09:03:20-03","UESC","UESC","8141","S","Plantae","Angiospermae","Florideophycidae","Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Ferreira, M.C.","579","1993","12","29",NA,"Brasil","Bahia","Jaguaripe",NA,"-38.8955993652344","-13.1133003234863",NA,"Veg. Floresta Ombrófila Aberta.","UESC0008141",NA,"Bur.","41836","auto",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"26","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592584","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Glaziou",NA,"1870","7","10",NA,"Brasil","Rio de Janeiro",NA,"Tijuca.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592584' target='other'> <mi>dwc_moreinfo</mi></a>","P03592584","P03592584_01","A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,"4698",NA,NA,NA,NA,NA
"27","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592590","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Glaziou",NA,"1868","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592590' target='other'> <mi>dwc_moreinfo</mi></a>","P03592590","P03592590_01","A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,"1477",NA,NA,NA,NA,NA
"28","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592592","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592592' target='other'> <mi>dwc_moreinfo</mi></a>","P03592592","P03592592_01","A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,"2817",NA,NA,NA,NA,NA
"29","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592593","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592593' target='other'> <mi>dwc_moreinfo</mi></a>","P03592593","P03592593_01","A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,"2817",NA,NA,NA,NA,NA
"30","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592585","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592585' target='other'> <mi>dwc_moreinfo</mi></a>","P03592585","P03592585_01","A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,"4733",NA,NA,NA,NA,NA
"31","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592591","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,NA,NA,"1838","5","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592591' target='other'> <mi>dwc_moreinfo</mi></a>","P03592591","P03592591_01","A.DC.","57442","auto",NA,NA,NA,NA,NA,NA,"4669",NA,NA,NA,NA,NA
"32","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592588","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Glaziou, A.",NA,"1886","7","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cova da onça.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592588' target='other'> <mi>dwc_moreinfo</mi></a>","P03592588","P03592588_01","A.DC.","57442","auto",NA,NA,NA,NA,NA,NA,"1477",NA,NA,NA,NA,NA
"33","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592589","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Glaziou, A.",NA,"1867","7","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cova da Onça.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592589' target='other'> <mi>dwc_moreinfo</mi></a>","P03592589","P03592589_01","A.DC.","57442","auto",NA,NA,NA,NA,NA,NA,"1477",NA,NA,NA,NA,NA
"34","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592586","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha grande. Les bord des marais.","-44.3180999755859","-23.0067005157471","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592586' target='other'> <mi>dwc_moreinfo</mi></a>","P03592586","P03592586_01","A.DC.","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592583","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Glaziou, A.",NA,"1871","7","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","São Christovão.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592583' target='other'> <mi>dwc_moreinfo</mi></a>","P03592583","P03592583_01","A.DC.","57442","auto",NA,NA,NA,NA,NA,NA,"4733",NA,NA,NA,NA,NA
"36","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592582","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Glaziou, A.",NA,"1871","7","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","São Cristóvão.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592582' target='other'> <mi>dwc_moreinfo</mi></a>","P03592582","P03592582_01","A.DC.","57442","auto",NA,NA,NA,NA,NA,NA,"4733",NA,NA,NA,NA,NA
"37","2015-09-04 07:58:48-03","MNHN","RECOLNAT_MNHN_P","P03592587","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","leucoxyla","Tabebuia leucoxyla",NA,"Glaziou, A.",NA,"1870","7","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592587' target='other'> <mi>dwc_moreinfo</mi></a>","P03592587","P03592587_01","A.DC.","57442","auto",NA,NA,NA,NA,NA,NA,"4698",NA,NA,NA,NA,NA
"38","2015-09-04 07:58:49-03","MNHN","RECOLNAT_MNHN_P","P03592634","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592634' target='other'> <mi>dwc_moreinfo</mi></a>","P03592634","P03592634_01","(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,"3145",NA,NA,NA,NA,NA
"39","2015-09-04 08:00:33-03","MNHN","RECOLNAT_MNHN_P","P03592635","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592635' target='other'> <mi>dwc_moreinfo</mi></a>","P03592635","P03592635_01","(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-09-04 07:58:49-03","MNHN","RECOLNAT_MNHN_P","P03592636","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Loefgren",NA,"1899","8","21",NA,"Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03592636' target='other'> <mi>dwc_moreinfo</mi></a>","P03592636","P03592636_01","(Cham.) Bureau","15123","auto",NA,NA,NA,NA,NA,NA,"54",NA,NA,NA,NA,NA
"41","2020-12-11 11:34:04-03","UFMG","BHCB","63698","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Forzza, RC; Scalon, VR; Meireles, LD; Menini Neto, L; Almeida, VR; Assis, LCS","2235","2002","09","23","Southern America","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Próxima a curso d'água. Árvore, 15m. Folhas discolores. Flores com cálice verde-escuro; corola com tubo verde-claro e lobos alvos; Árvore 15m alt., próxima de curso d#?#gua. folhas discolores, flores co cálice verde-escuro, corola com t","BHCB004295",NA,"(Cham.) Bureau","11991","auto","2011","05","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:34:04-03","UFMG","BHCB","142441","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Borges, LM; Santos, MF","291","2007","12","18","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","Santana do Rio Preto (Cabeça de Boi), Serra do Cip, Estrada das posses, a partir da casa de josé Fernandes, rumo à mata do Cachoeirão.","-43.3210983276367","-19.414400100708",NA,"Árvore ca. 10 m. Folhas verde escuro discolores. Fruto imaturo verde.Material prensado em álcool.",NA,NA,"(Cham.) Bureau","22479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2010-08-24 09:46:00-03","MO","MOBOT","1016025","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-08-23 04:12:00-03","MO","MOBOT","1041218","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","A. Gentry (MO)","C. Angeli","Angeli 468","1978","9","6","South America","Brazil","Rio de Janeiro",NA,"Estr. Vista Chinesa, pr. A Cachoeira dos Macacos",NA,NA,NA,NA,NA,NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-21 09:32:00-03","MO","MOBOT","1041237","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Auguste F.M. Glaziou","Glaziou 1477","1863","7",NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1041248","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Auguste F.M. Glaziou","Glaziou 4733","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-06-26 21:21:00-03","MO","MOBOT","1041257","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"Ezechias P. Heringer","Heringer 2644","1950","8","28","South America","Brazil","Minas Gerais",NA,"Rio Pamba.",NA,NA,NA,NA,NA,NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2012-03-08 11:50:00-03","MO","MOBOT","1041261","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"J. Almeida","Almeida 393","1969","3","11","South America","Brazil","Bahia",NA,"Ilheus, CEPEC",NA,NA,NA,NA,NA,NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1041274","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia",NA,"NEVES","NEVES 268","1890","7","18","South America","Brazil","Rio de Janeiro",NA,"Morro de Nova Cintra.",NA,NA,NA,NA,NA,NA,"(Cham.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
