"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber","sex"
"172","2019-11-27 13:50:38-03","UFS","ASE","5626","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","S. C. Sant'Ana; Carvalho, AM de; J. G. Jardim; J. Delabie; J. A","1993","10","09","Brasil","Sergipe","Santa Luzia do Itanhy","Cerca de 2 km do distrito de Crasto, na estrada para Santa Luzia do Itanhy. Orla da mata.","-37.448333","-11.350833","-37.448333","-11.350833",NA,NA,"Árvore. 6. m. Flores com pétalas amareladas.; Árvore. 6. m. Flores com pétalas amareladas.; Mata.","ASE0016256","ASE0016256","416",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-27 13:50:38-03","UFS","ASE","5679","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","André M. A. Amorim; S. C. Sant'Ana; J. G. Jardim; E. B. dos Santos.","1993","11","27","Brasil","Sergipe","Santa Luzia do Itanhy","Cerca de 2,5 km do distrito de Crasto, na estrada para Santa Luzia do Itanhy.","-37.448333","-11.350833","-37.448333","-11.350833",NA,NA,"Árvore. Ca. 8. m. Folíolos verdes, algo discolores. Flores com cálice verde-claro, corola e estames alvacentos.; Árvore. Ca. 8. m. Folíolos verdes, algo discolores. Flores com cálice verde-claro, corola e estames alvacentos.; Mata atl","ASE0016294","ASE0016294","1477",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-27 13:50:38-03","UFS","ASE","6364","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Proença, C","Landim, M; Proença, C; E.Melo; F.França; L.R.Landrum; D.S.Mour","1995","09","15","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Árvore. 12. m. botões e cálice verdes claro.; Árvore. 12. m. botões e cálice verdes claro.; Mata (borda)","ASE0016805","ASE0016805","640","2010","02",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-27 13:50:38-03","UFS","ASE","6435","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","I.R.Piroui","Landim, M","1995","10","10","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Árvore 4. m. Botões florais e flores com pétalas creme. Borda da mata.; Árvore 4. m. Botões florais e flores com pétalas creme. Borda da mata.; Mata","ASE0016856","ASE0016856","710","1999","06",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-27 13:50:38-03","UFS","ASE","6501","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","I.R.Piroui","Landim, M","1995","10","30","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"árvore. 8. m. Botões verdes-amarelados. Flores com pétalas creme. Borda da mata.; árvore. 8. m. Botões verdes-amarelados. Flores com pétalas creme. Borda da mata.; Mata","ASE0016906","ASE0016906","749","1999","06",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-27 13:50:38-03","UFS","ASE","6665","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Landim, M","Landim, M","1996","06","13","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Arvoreta. frutos imaturos verdes.; Arvoreta. frutos imaturos verdes.; Mata (sub-bosque)","ASE0017039","ASE0017039","916","2011","12",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-27 13:50:38-03","UFS","ASE","7779","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Proença, C","Landim, M; Carlos, A; Santos, E; joão; Damião","1997","04","24","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Arbusto.; Arbusto.; interior da mata","ASE0017726","ASE0017726","1211","2010","02",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-27 13:50:38-03","UFS","ASE","5686","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota ferruginea","Mart","T. D. Pennington","André M. A. Amorim; S. C. Sant'Ana; J. G. Jardim; E. B. dos Santos.","1993","11","27","Brasil","Sergipe","Santa Luzia do Itanhy","Cerca de 2,5 km do distrito de Crasto, na estrada para Santa Luzia do Itanhy.","-37.448333","-11.350833","-37.448333","-11.350833",NA,NA,"Árvore. Ca. 10. m. Folíolos com face superior verde e inferior marrom, lustrosa. Flores com cálice castanho, corola e estames alvos.; Árvore. Ca. 10. m. Folíolos com face superior verde e inferior marrom, lustrosa. Flores com cálice c","ASE0016298","ASE0016298","1484","2007",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,"ferruginea",NA,NA,NA,NA,NA,NA,NA
"180","2019-11-27 13:50:38-03","UFS","ASE","22099","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","Gomes, LA","Gomes, LA; Déda, RM; Santos, ACAS; Santos, E","2011","09","09","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Trilha no interior da mata","-37.419722","-11.395","-37.419722","-11.395",NA,NA,"Árvore, ca. de 14 m. de altura. Inflorescência creme.; Árvore, ca. de 14 m. de altura. Inflorescência creme.; Mata Atlântica.","ASE0028384","ASE0028384","197","2013","06",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,"lepidota",NA,NA,NA,NA,NA,NA,NA
"181","2019-11-27 13:50:38-03","UFS","ASE","22557","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","Gomes, LA","Déda, RM; Santos, E","2011","10","11","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de Mata","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Árvore com ca. de 12m. Com flores alvas.; Árvore com ca. de 12m. Com flores alvas.; Mata Atlântica.","ASE0028352","ASE0028352","71","2013","06",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,"lepidota",NA,NA,NA,NA,NA,NA,NA
"182","2019-11-27 13:50:38-03","UFS","ASE","34199","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","Amorim, AM","Almeida, ES","2014","04","16","Brasil","Sergipe","Laranjeiras",NA,"-37.169722","-10.806389","-37.169722","-10.806389",NA,NA,"Árvore com aprox. 12 m de altura, casca externa cinza e interna marrom, fina, áspera com placas lenhosas. Nº do conglomerado: 124, Coordenadas UTM do Ponto Central: E (0690209 m) e N (8800614 m), Número da Subunidade: 2, Nº da Subparc","ASE0012421","ASE0012421","207","2015","07","16",NA,NA,"Magnoliophyta",NA,"Southern America",NA,"lepidota",NA,NA,NA,NA,NA,NA,NA
"183","2019-11-27 13:50:38-03","UFS","ASE","41066","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Figueira, M","Figueira, M; Schindler, B; Costa, RMT","2017","10","25","Brasil","Alagoas","Quebrangulo","ALPE246P16 (conglomerado do Inventário Florestal Nacional).","-36.2257","-9.133","-36.2257","-9.133",NA,NA,"Árvore, aprox. 16,5 m de alt., DAP de 25,7 cm, eixo da inflorescência verde, botões verde-amarelados. Código do indivíduo no IFN ALPE246P16-1-2-13.; Floresta Pluvial Tropical do Domínio Atlântico, aprox. 790 m de altitude, área com ex","ASE0042581",NA,"s.n.","2017","10","25",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:35:40-03","UNICAMP","UEC","172127","S","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Sanches, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","02","04","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.816944","-23.3025","-44.816944","-23.3025","300","300","Mata Atlântica de encosta, Morro do Corrisco. Árvore 18 com 16m de alt, vegetativo.","UEC084577","UEC084577","1487","2012",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 16:35:40-03","UNICAMP","UEC","172132","S","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Sanches, M","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1997","05","29","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.816944","-23.3025","-44.816944","-23.3025",NA,NA,"Mata Atlântica de encosta, Morro do Corrisco.","UEC084578","UEC084578","1762","2012",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:35:40-03","UNICAMP","UEC","186152","S","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Assis, MA","Assis, MA","2006","02","08","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar , Núcleo Picinguaba, localizada ao longo da trilha do Corisco, no Sertão da Casa da Farinha.","-44.835556","-23.336944","-44.835556","-23.336944","33","57","Indivíduo n° B422; Floresta ombrófila Densa de Terras Baixas.","UEC110361","UEC110361","s.n.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-04-22 16:22:03-03","UFPB","JPB","16709","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"Miranda, CAB de","1977","09","21","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"307",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-06-25 21:38:12-03","UFPB","JPB","18903","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"Moura, OT","1992","10","05","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"JPB18903",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-04-22 16:22:03-03","UFPB","JPB","3406","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"Correia, IL","1973","01","08","Brasil","Paraíba","João Pessoa","Mta da Cidade Universitária próx. aos Instituto de Matemática","-34.863056","-7.115","-34.863056","-7.115","47","47","; DESC: Árvore de regular alt. c/ ramos decumbentes e folhas de dorso ferruginea, ramos bentes e folhas de dorso ferruginea. Ramos c/ pelos puverulentos. Frutos capsulas deihicentes.",NA,NA,"JPB3406",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-04-22 16:22:03-03","UFPB","JPB","34724-0","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"Leonhard, Krause","2003","10","13","Brasil","Pernambuco","Igarassu","Usina São José","-34.906139","-7.834444","-34.906139","-7.834444","19","19",NA,NA,NA,"EX401",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-04-22 16:22:03-03","UFPB","JPB","50966","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Pennington, TD","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","2012","04","17","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425861","-11.382639","-37.425861","-11.382639",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Árvore com cerca de 8m. Frutos cremes a amarelos.","JPB0050966",NA,"163","2014",NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-04-22 16:22:03-03","UFPB","JPB","52566","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Barbosa, MR","Souza-Alves, JP","2012","04","25","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Entrada principal 3 km ao leste do Povoado Paruí e área de ocorrência do Callicebus coimbrai, primata ameaçado de extinção","-37.233333","-11.2","-37.233333","-11.2",NA,NA,"; HABITAT: Mata Atlântica (Floresta Estacional Semidecidual)","JPB0052566",NA,"1470","2013","01","31",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-04-22 16:22:03-03","UFPB","JPB","5774","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"Miranda, CAB de","1977","09","21","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"2",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-04-22 16:22:03-03","UFPB","JPB","59798","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"Nusbaumer, L","2014","11","03","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo","-36.4356","-9.236886","-36.4356","-9.236886","850","850","; HABITAT: Forêt ombrophile submontagnarde de plateau; DESC: arbre, 22 m, 38 cm DBH. fl. à 5 pétales crème à traits brunvineux, 10 ét. à filets blancs à section applatie, anthères jaune pâle, rachis, jeunes rameaux et face inf. des f.","JPB0059798",NA,"4294",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-04-22 16:22:03-03","UFPB","JPB","61470","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Bevilacqua, TF","Nusbaumer, L","2015","11","10","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.","-36.423223","-9.251275","-36.423223","-9.251275","730","730","; HABITAT: Forêt ombrophile submontagnarde de pente à gros blocs de rochers; DESC: arbre, 15 m; jeune fruit vert en forme de dôme, velu de poils blancs, présence de reste de fl. et de boutons, f. à poils roux en forme de parapluie sur","JPB0061470",NA,"4775","2016","01","04",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-06-12 10:09:58-03","UFPB","JPB","65024","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Krause, L","Krause, L","2003","10","13","Brasil","Pernambuco","Igarassu","Usina São José, Mata Piedade","-35.010278","-7.848889","-35.010278","-7.848889","50","50","; HABITAT: Fragmento de Floresta Atlântica, borda; DESC: Árvore formando copa, até 20 m de altura. Folhetos com pêlos lepidóticos. Pétalas brancas, filamentos foliares brancos e anteras amarelas. Odor floral doce. Não são, mais freqüe","JPB0065024",NA,"401","2003","10","13",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-04-22 16:22:03-03","UFPB","JPB","63745","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","M.Figueira","M.Figueira; B.Schindler; R.M.T.Costa","2017","10","25","Brasil","Alagoas","Quebrangulo","ALPE246P16 (conglomerado do Inventário Florestal Nacional)","-36.3825","-9.2249","-36.3825","-9.2249",NA,NA,"Árvore, aprox. 16,5 m de alt., DAP de 25,7 cm, eixo da inflorescência verde, botões verde-amarelados. Código do indivíduo no IFN ALPE246P16-1-2-13; HABITAT: Floresta Pluvial Tropical do Domínio Atlântico, aprox. 790 m de altitude, áre","JPB0063745",NA,"s.n.","2017","10","25",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-04-22 16:22:03-03","UFPB","JPB","63731","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","M.Figueira","M.Figueira; B.Schindler; R.M.T.Costa","2017","10","30","Brasil","Alagoas","Quebrangulo","nas proximidades do ALPE246P16 (conglomerado do Inventário Florestal Nacional)","-36.3839","-9.223","-36.3839","-9.223",NA,NA,"Árvore, borda da mata, aprox. 11 m de alt., copa densifoliada, DAP de aprox. 20 cm, cálice verde, corola creme; HABITAT: Floresta Pluvial Tropical do Domínio Atlântico, aprox. 790 m de altitude, área com extração de madeira, relevo pl","JPB0063731",NA,"720","2017","10","30",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-04-22 16:22:03-03","UFPB","JPB","42291","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Piroui, IR","Landim, MF","1995","10","10","Brasil","Sergipe","Santa Luzia do Itanhy","Mata de Castro","-37.448299407959","-11.3507995605469",NA,NA,NA,NA,"; HABITAT: Mata; DESC: Árvore, 4 m. Botões florais e flores com pétalas creme. Borda da mata.",NA,NA,"710","1999","06",NA,"26417","auto","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-04 13:19:25-03","UDESC","LUSC","2871","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Ampessan, M.C.","Ampessan, M.C.","2008","09","27","Brasil","Santa Catarina","Corupá","Fazenda Rio Novo.","-49.2430992126465","-26.4253005981445",NA,NA,NA,NA,NA,"LUSC008563","LUSC008563",NA,NA,NA,NA,"23917","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-01-17 11:27:04-02","PUCRS","MPUC","13858","S","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","M. Sobral",NA,"2000","05","16","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Floresta Ombrófila Mista (F: 83)",NA,NA,NA,"2014","01","01",NA,NA,NA,"Sapindales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"202","2019-11-08 08:53:37-03","FURB","FURB","2054","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Oliveira, AA de","Hoeltgebaum, M.P.","2000","10","15","Brasil","Santa Catarina","Blumenau","Salto Weissbach.","-49.1275","-26.8925","-49.1275000","-26.8925000",NA,NA,NA,"FURB31184","FURB31184",NA,"2011","02","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-10-14 10:03:08-03","FURB","FURB","19099","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Oliveira, AA de","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","Florística IFFSC 51 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB02341","FURB02341","3321","2010","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-10-14 10:03:08-03","FURB","FURB","22584","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Schmitt, JL","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","12","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","211","211","Florística IFFSC e8005a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto marrom e piloso;","FURB31181","FURB31181","1608","2010","03","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-10-14 10:03:08-03","FURB","FURB","30343","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Oliveira, AA de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","24","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","330","330","Florística IFFSC e01b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto marrom;","FURB31183","FURB31183","2819","2011","02","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-10-14 10:03:08-03","FURB","FURB","45459","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Oliveira, AA de","Oliveira, A.A. de; Gasper, A.L. de & Pastório, F.F.","2015","01","14","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.8600000","-28.8000000","360","360","Regeneração IFFSC 28 /S/122","FURB31182","FURB31182","864","2015","01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-10-14 10:03:08-03","FURB","FURB","5306","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Thom; Silva, G","Thom; Silva, G.","2006","02","10","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.9252778","-26.8033333","-48.9252778","-26.8033333",NA,NA,NA,"FURB31185","FURB31185",NA,"2006","12","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-10-14 10:03:08-03","FURB","FURB","66349","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Kassner-Filho, A.","Kassner-Filho, A.","2020","02","08","Brasil","Santa Catarina","Porto Belo","Pereque.","-48.5952777","-27.1822223","-48.5952777","-27.1822223","32","32","fruto imaturo Habitat: borda do fragmento Habito: arbórea","FURB66349","FURB66349","5575","2020","02","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-09 14:46:52-03","FURB","FURB","66543","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Kassner-Filho, A.","Kassner-Filho, A.","2020","08","16","Brasil","Santa Catarina","Imbituba","Morro da Antena.","-48.6869444","-28.2466666","-48.6869444","-28.2466666","230","230","fruto imaturo Habitat: borda do fragmento Habito: arbórea","FURB66543","FURB66543","5742","2020","08","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-10-14 10:03:08-03","FURB","FURB","62186","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Guislon, A.V.","Medeiros, A.","2017","07","19","Brasil","Santa Catarina","Balneário Camboriú","Praia da Barra.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Fruto castanho. Coleta 491.","FURB62186","FURB62186","491","2017","09","18","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-08 08:53:37-03","FURB","FURB","5883","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Oliveira, AA de","Grippa, C.R.","2006","06","15","Brasil","Santa Catarina","Indaial","Warnow Central.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,NA,"FURB31186","FURB31186",NA,"2011","02","01","29534","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-16 17:54:59-03","UCS","HUCS","48607","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Oliveira, A.A.","Schmitt, J.L.","2010","06","24","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.074444","-29.205","-50.074444","-29.205","330","330","Florística IFFSC e01b (Arbórea); interior de fragmento",NA,NA,"2819","2011","02","10",NA,NA,"Angiospermae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-16 17:54:59-03","UCS","HUCS","41173","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Oliveira, A.A. de","Grippa, C.R.","2006","06","15","Brasil","Santa Catarina","Indaial","Warnow Central","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,"terrícola",NA,NA,"s.n.","2011","02","01","29534","auto","Angiospermae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-12-06 19:29:55-03","UFES","VIES","25686","S","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"Assis, A.M.; Cipriano, R. & Coutinho, H.","2012","01","04","Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Quadrado - restinga plesitocênica.","-39.7775","-18.646389","39º46'39''W","18º38'47''S","16","16",NA,"VIES025686","VIES025686","2937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-04-27 16:10:38-03","UFES","VIES","33336","S","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Flores, T.B.","Oliveira, R.N.","1994","02","10","Brasil","Espírito Santo","Aracruz","Coqueiral.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"VIES033336","VIES033336","712","2016","12",NA,"37987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-04-27 16:10:38-03","UFES","VIES","7634","S","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Flores, T.B.","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","04","29","Brasil","Espírito Santo","Aracruz","Retiro.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"VIES007634","VIES007634","3342","2016","12",NA,"37987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
