"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","typeStatus","fieldNumber","sex"
"106","2016-02-02 14:38:34-02","BGBM","B","B 10 0375157","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.",NA,NA,NA,NA,"A. Sehnem","3886","1949","09","28","Brazil",NA,NA,NA,NA,NA,NA,NA,"50","50","B100375157","B100375157","Habitat: in silva arbustiva. <a href=http://herbarium.bgbm.org/object/B100375157 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2016-02-02 14:38:34-02","BGBM","B","B 10 0375158","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.",NA,NA,NA,NA,"A. Sehnem","3886","1949","09","28","Brazil",NA,NA,"montenegro In Monte.",NA,NA,NA,NA,NA,NA,"B100375158","B100375158","Habitat: in silva arbustiva. <a href=http://herbarium.bgbm.org/object/B100375158 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2016-02-02 14:38:34-02","BGBM","B","B 10 0375160","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo",NA,NA,NA,"B. Rambo","57047","1955","10","11","Brazil",NA,NA,"RGS, ad montem Sapucaia p.S. Leopoldo. in silva campetri.",NA,NA,NA,NA,NA,NA,"B100375160","B100375160","Habitat: Kleinstrauch, 1 m. <a href=http://herbarium.bgbm.org/object/B100375160 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2016-02-02 14:38:34-02","BGBM","B","B 10 0251027","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","A. L. Peixoto","2004",NA,NA,"J. M. Silva, E. Barbosa, O. S. Ribas & E. F. Costa","3401","2001","08","18","Brazil",NA,NA,"sitio do Belizario (mun, Campina Grande do Sul) Parana.",NA,NA,NA,NA,NA,NA,"B100251027","B100251027","<a href=http://herbarium.bgbm.org/object/B100251027 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2016-02-02 14:38:34-02","BGBM","B","B 10 0375147","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo",NA,NA,NA,"O. Camargo","1778","1957","09","19","Brazil",NA,NA,"RGS, Montenegro.",NA,NA,NA,NA,NA,NA,"B100375147","B100375147","Habitat: in silva. <a href=http://herbarium.bgbm.org/object/B100375147 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2016-02-02 14:38:34-02","BGBM","B","B 10 0375150","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","P. R. Reitz","1960",NA,NA,"Reitz & Klein","4038","1957","08","23","Brazil",NA,NA,"Estrada Dona Francisca, Joinvile. Mata.",NA,NA,NA,NA,"650","650","B100375150","B100375150","<a href=http://herbarium.bgbm.org/object/B100375150 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2016-02-02 14:38:34-02","BGBM","B","B 10 0375151","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Stephen F. Smith","1995","06",NA,"R. Wasum & al.",NA,"1995","01","18","Brazil",NA,NA,"RS- Sao Fransisco de Paula-Florestal Nacional. junto ao caminho.",NA,NA,NA,NA,"800","800","B100375151","B100375151","<a href=http://herbarium.bgbm.org/object/B100375151 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2016-02-02 14:38:34-02","BGBM","B","B 10 0375155","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","P. R. Reitz",NA,NA,NA,"R. Klein","2012","1956","05","19","Brazil",NA,NA,"Horto Florestal I.N.P., Ibirama.",NA,NA,NA,NA,"250","250","B100375155","B100375155","Habitat: Mata. <a href=http://herbarium.bgbm.org/object/B100375155 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2016-02-02 14:38:34-02","BGBM","B","B 10 0375159","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo",NA,NA,NA,"B. Rambo","57034","1955","10","11","Brazil",NA,NA,"RGS, ad montem sapucaia p. S. Leopoldo.",NA,NA,NA,NA,NA,NA,"B100375159","B100375159","Habitat: in silva. <a href=http://herbarium.bgbm.org/object/B100375159 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-12-19 08:15:23-03","FPS","FPS","1089","MachineObservation","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Brotto, M.L.","2014","08","20","Schwirkowski, P.","177","2013","12","29","Brasil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro","-49.383622","-26.27563","-49.383622","-26.27563",NA,NA,"FPS01089,FURB31385,MBM391987","FPS01089_v01 FPS01089_v02 FPS01089_v03 FPS01089_v04 FPS01089_v05 FPS01089_v06 FURB31385 MBM391987 MBM391987_1 MBM391987_2","<ll>dwc_commonname:</ll> Pimenteira, capixim, pimentinha",NA,NA,NA,NA,NA,NA,NA,"MBM 391987, FURB 46403","voucher",NA,NA,NA,NA
"116","2019-12-19 08:15:23-03","FPS","FPS","895","MachineObservation","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Schwirkowski, P.","2018","07","18","Schwirkowski, P.","1157","2015","08","02","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro","-49.383895","-26.241027","-49.383895","-26.241027",NA,NA,"FPS00895,FURB48530","FPS00895_v01 FPS00895_v02 FPS00895_v03 FPS00895_v04 FPS00895_v05 FPS00895_v06 FPS00895_v07 FPS00895_v08 FPS00895_v09 FPS00895_v10 FPS00895_v11 FPS00895_v12 FURB48530","<ll>dwc_commonname:</ll> Pimenteira, capixim, pimentinha",NA,NA,NA,NA,NA,NA,NA,"FURB 48530","voucher",NA,NA,NA,NA
"117","2019-12-19 08:15:23-03","FPS","FPS","1889","MachineObservation","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Schwirkowski, P.","2018","07","18","Schwirkowski, P.","1444","2016","01","09","Brasil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro","-49.383622","-26.27563","-49.383622","-26.27563",NA,NA,"FPS01889,FURB49512,CRI011836","FPS01889_v01 FPS01889_v02 FPS01889_v03 FPS01889_v04 FURB49512","<ll>dwc_commonname:</ll> Pimenteira, capixim, pimentinha",NA,NA,NA,NA,NA,NA,NA,"FURB 49512, CRI 13205","voucher",NA,NA,NA,NA
"118","2019-08-27 13:30:48-03","IAP","PACA-AGP","31139","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1946","01","09","Brasil","RS","Caxias do Sul","Vila Marensa","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA031139",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva primaeva Fenofase: fruto submaturo","Magnoliophyta","Magnoliales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"119","2019-08-27 13:30:48-03","IAP","PACA-AGP","31282","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1946","02","21","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA031282",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in araucarieto Fenofase: fruto submaturo","Magnoliophyta","Magnoliales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:30:48-03","IAP","PACA-AGP","102662","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","L. Cappelatti","2007","05","16","L. Cappelatti","132","2007","05","05","Brasil","RS","São Francisco de Paula","Parque Municipal da Ronda.","-50.55","-29.433333","50°33'W","29°26'S",NA,NA,"PACA102662",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: mata","Magnoliophyta","Magnoliales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:30:48-03","IAP","PACA-AGP","107723","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","L. Cappelatti","2007","07","04","L. Cappelatti","020","2007","06","28","Brasil","RS","Novo Hamburgo","Parque Municipal Henrique Luís Roessler","-51.15","-29.666667","51°09'W","29°40'S",NA,NA,"PACA107723",NA,"Habitat: borda da mata","Magnoliophyta","Magnoliales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:30:48-03","IAP","PACA-AGP","110354","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Janine da Silva Demenighi",NA,NA,NA,"Janine da Silva Demenighi",NA,"2008","12","27","Brasil","RS","Triunfo",NA,"-51.436111","-29.8675","51°26'10''W","29°52'03''S",NA,NA,"PACA110354",NA,"Habitat: mata ciliar","Magnoliophyta","Magnoliales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:30:48-03","IAP","PACA-AGP","114617","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","L. Cappelatti","2008","02","15","L. Cappelatti","25a","2007","12","16","Brasil","RS","São Francisco de Paula","Parque Nacional da Ronda.","-50.545578","-29.448672","50°32'44.08W","29°26'55.22S",NA,NA,"PACA114617",NA,"Habitat: florestal","Magnoliophyta","Magnoliales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"124","2019-10-18 16:49:48-03","IAP","PACA-AGP","118243","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Valduga, E.","2014","12","19","Gonzatti, F.","1474","2014","11","30","Brasil","RS","Osório","morro da borrússia","-50.189167","-29.871111","50º11'21w","29º52'16s","229","229","PACA118243",NA,"arbusto&nf;hucs 41966 Habitat: interior de mara de encosta","Magnoliophyta","Magnoliales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"125","2019-08-27 13:30:48-03","IAP","PACA-AGP","51174","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Reitz","1961",NA,NA,"Hatschbach, G.","1439","1949","09","02","Brasil","PR","Sao Jose do Pinhais",NA,NA,NA,NA,NA,NA,NA,"PACA051174",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:30:48-03","IAP","PACA-AGP","35916","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Emrich, K.",NA,"1947","02","21","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA035916",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in araucarieto Fenofase: fruto maturo","Magnoliophyta","Magnoliales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:30:48-03","IAP","PACA-AGP","37196","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Emrich, K.",NA,"1948","02","25","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA037196",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in araucarieto Fenofase: fruto submaturo","Magnoliophyta","Magnoliales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"128","2019-08-27 13:30:48-03","IAP","PACA-AGP","44600","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1949","12","03","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA044600",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in araucarieto Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:30:48-03","IAP","PACA-AGP","44602","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1949","12","03","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA044602",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in araucarieto Fenofase: fruto novissimo","Magnoliophyta","Magnoliales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"130","2019-08-27 13:30:48-03","IAP","PACA-AGP","60570","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1957","05","02","Camargo, O. R.","1294","1957","04","12","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA060570",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva Fenofase: fruto","Magnoliophyta","Magnoliales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:30:48-03","IAP","PACA-AGP","60878","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo",NA,NA,NA,"Camargo, O. R.",NA,"1957","07","08","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA060878",NA,"Habitat: in araucarieto Fenofase: flor juvenili","Magnoliophyta","Magnoliales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:30:48-03","IAP","PACA-AGP","60879","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1957","08","19","Camargo, O. R.","1649","1957","07","08","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA060879",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in araucarieto Fenofase: fruto","Magnoliophyta","Magnoliales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:30:48-03","IAP","PACA-AGP","62204","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1958","09","28","Camargo, O. R.","2054","1957","10","13","Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,NA,NA,NA,"PACA062204",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva Fenofase: estéril","Magnoliophyta","Magnoliales",NA,NA,"25074","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:30:48-03","IAP","PACA-AGP","62387","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1958","09","27","Camargo, O. R.","1778","1957","09","19","Brasil","RS","Montenegro",NA,"-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA062387",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:30:48-03","IAP","PACA-AGP","26592","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA026592",NA,"sem material Habitat: in silva primaeva Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:30:48-03","IAP","PACA-AGP","27601","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA027601",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva primaeva Fenofase: estéril","Magnoliophyta","Magnoliales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:30:48-03","IAP","PACA-AGP","103011","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","R. Wasum",NA,NA,NA,"R. Wasum","493","1972","03","14","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA103011",NA,"Fenofase: frutos Hábito: arbusto","Magnoliophyta","Magnoliales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"138","2019-08-27 13:30:48-03","IAP","PACA-AGP","101165","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","R. Wasum",NA,NA,NA,"R. Wasum","604","1972","04","23","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA101165",NA,"Fenofase: fruto Hábito: arbusto","Magnoliophyta","Magnoliales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"139","2019-08-27 13:30:48-03","IAP","PACA-AGP","94232","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Bauer, D.",NA,NA,NA,"Bauer,D.",NA,"2001","04","04","Brasil","RS","Morro Reuter","Faz. Padre Eterno","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA094232",NA,"HASU 16133 Habitat: interior de mata Hábito: arbusto","Magnoliophyta","Magnoliales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"140","2019-08-27 13:30:48-03","IAP","PACA-AGP","94240","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.",NA,NA,NA,NA,"J. Larocca",NA,NA,NA,NA,"Brasil","RS","Novo Hamburgo","Lomba Grande, Faz. Turiscampo","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"PACA094240",NA,"HASU 10538","Magnoliophyta","Magnoliales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"141","2019-08-27 13:30:48-03","IAP","PACA-AGP","44213","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1949","11","02","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA044213",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva primaeva Fenofase: estéril","Magnoliophyta","Magnoliales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"142","2019-08-27 13:30:48-03","IAP","PACA-AGP","100262","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","J. Mauhs",NA,NA,NA,"Mauhs, J.",NA,"1994","10","27","Brasil","RS","São Francisco de Paula","Floresta Nacional","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA100262",NA,"HEDU 14149&nf;flores incnspícuas amarelo-claras Habitat: mata com araucária Hábito: arbusto","Magnoliophyta","Magnoliales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"143","2019-08-27 13:30:48-03","IAP","PACA-AGP","10951","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1943","12",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA010951",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva primaeva Fenofase: estéril","Magnoliophyta","Magnoliales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"144","2019-08-27 13:30:48-03","IAP","PACA-AGP","57047","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1957","05","15","Rambo, B.",NA,"1955","10","11","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA057047",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: ad montem Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"145","2019-08-27 13:30:48-03","IAP","PACA-AGP","35304","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Henz, E.",NA,"1946","10","02","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA035304",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"146","2019-08-27 13:30:48-03","IAP","PACA-AGP","94234","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","L. Amaral & J. Larocca",NA,NA,NA,"L. Amaral",NA,"2000","10","21","Brasil","RS","Sapiranga","Alto Ferrabraz","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA094234",NA,"HASU 16076 Habitat: área 2","Magnoliophyta","Magnoliales",NA,NA,"11711","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"147","2019-08-27 13:30:48-03","IAP","PACA-AGP","94236","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","L. Amaral & J. Larocca",NA,NA,NA,"L. Amaral",NA,"2000","09","23","Brasil","RS","Sapiranga","Alto Ferrabraz","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA094236",NA,"HASU 16077 Habitat: área 1","Magnoliophyta","Magnoliales",NA,NA,"11711","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"148","2019-08-27 13:30:48-03","IAP","PACA-AGP","60571","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1957","05","02","Camargo, O. R.","1295","1957","04","12","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA060571",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in araucarieto Fenofase: fruto","Magnoliophyta","Magnoliales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"149","2019-08-27 13:30:48-03","IAP","PACA-AGP","94231","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","J. Larocca",NA,NA,NA,"Daniela A. Marschner",NA,"2004",NA,NA,"Brasil","RS","Gramado","Serra Grande","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"PACA094231",NA,"HASU 17190&nf;Arroio Urutã Habitat: Mata ciliar","Magnoliophyta","Magnoliales",NA,NA,"13851","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"150","2019-08-27 13:30:48-03","IAP","PACA-AGP","73852","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","M. Sobral",NA,NA,NA,"L. Sevegnani",NA,"1994","01","11","Brasil","RS","Maquiné","Est. Exp. Fitotécnica de Osório","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"PACA073852",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: mata secundária","Magnoliophyta","Magnoliales",NA,NA,"28094","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"151","2019-08-27 13:30:48-03","IAP","PACA-AGP","50513","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Sehnem, A.","3886","1949","09","28","Brasil","RS","Montenegro",NA,"-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA050513",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: in silva campestri Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"152","2019-08-27 13:30:48-03","IAP","PACA-AGP","43208","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1949","09","02","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"PACA043208",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: ad silvam primaevam Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"153","2019-08-27 13:30:48-03","IAP","PACA-AGP","71249","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","M. Sobral",NA,NA,NA,"S. Diesel",NA,"1988","05","30","Brasil","RS","Parobé","Santa Cristina do Pinhal","-50.8347015380859","-29.6285991668701",NA,NA,NA,NA,"PACA071249",NA,"Levantamento fitossociológico do Rio dos Sinos.&nf;Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: mata nativa","Magnoliophyta","Magnoliales",NA,NA,"11610","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
