"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"325","2021-04-07 11:46:16-03","UFMS","CGMS","18980","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"K.M.C. Alencar; J.D. Dutra; G.M. Silva","2006",NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra, Junto BEP-UFMS.","-57.0177778","-19.5725","-57,0177778","-19,5725",NA,NA,NA,"CGMS1048281",NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-04-07 11:46:16-03","UFMS","CGMS","19909","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","A. Pott; G.A. Damasceno-Júnior; A. Guglieri","A.G. Boaretto; C.B. Leite; G. Atique; W.J. Martins","2007","07","31","Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque. Curva do Leque.","-57.0391666","-19.5527778","-57,0391666","-19,5527778",NA,NA,"Flor branca. esmaecido. Habitat: Beira de estrada. Antropizada. Solo arenoso. Planície. Habito: Liana.","CGMS1049212",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-04-07 11:46:16-03","UFMS","CGMS","22241","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"A.C. Araújo","1999","09","05","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Torre.","-57.0097222","-19.5575","-57,0097222","-19,5575",NA,NA,"Flor verde-amarelada. Habitat: Capão. Habito: Trepadeira.","CGMS1051650",NA,"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2021-04-07 11:46:16-03","UFMS","CGMS","8470","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","1999","04","12","Brasil","Mato Grosso do Sul","Bataguassu","Margem direita do Rio Paraná. Rio Pardo, Posto fiscal - Quinze novo.","-52.2002778","-21.6913889","-52,2002778","-21,6913889",NA,NA,"Flor presente. Fruto presente. Habitat: Solo arenoso, área de cerrado a ser inundada. Habito: Rasteira.","CGMS1015563",NA,"460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2021-04-07 11:46:16-03","UFMS","CGMS","12886","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","U.M. Resende","L.C. Rodrigues","2002","10","16","Brasil","Mato Grosso do Sul","Campo Grande","Parque Estadual do Prosa.","-54.6463889","-20.4427777","-54,6463889","-20,4427777",NA,NA,"Flor esverdeada.","CGMS1042288",NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-04-07 11:46:16-03","UFMS","CGMS","12257","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","U.M. Resende","U.M. Resende; S. Aragaki","2002","05","25","Brasil","Mato Grosso do Sul","Bodoquena","Estrada Morraria.","-56.8616667","-20.7011111","-56,8616667","-20,7011111",NA,NA,"Flor esverdeada. Fruto ausente. Estado de conservação regular. Heliófito. Habitat: Ruderal. Habito: Trepadeira.","CGMS1041656",NA,"1214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-04-07 11:46:16-03","UFMS","CGMS","22242","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"A.C. Araújo","1999","12","19","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Xaraés.","-57.0330556","-19.4833333","-57,0330556","-19,4833333",NA,NA,"Flor verde-amarelada. Habitat: Capão. Habito: Trepadeira.","CGMS1051651",NA,"743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-04-07 11:46:16-03","UFMS","CGMS","39700","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","A. Pott; V.J. Pott","I.P.P. Araújo; A.P. Costa; L.M.M. Arakaki; M.F. Barros","2012","10","16","Brasil","Mato Grosso do Sul","Corumbá","Base de Estudos do Pantanal.","-56.95","-19.6208334","-56,95","-19,6208334","92","92","Flor verde. Fruto vermelho. Habitat: Pantanal. Borda do capão, Fazenda São Bento. Habito: Liana.1,00 m de altura","CGMS1069079",NA,"33",NA,NA,NA,NA,NA,NA,NA,"2012","10","16",NA,NA,NA,NA,NA,NA
"333","2021-04-07 11:46:16-03","UFMS","CGMS","68000","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","A. Pott","L.C.P. Lima; V.J. Pott; A. Pott","2001","09","19","Brasil","Mato Grosso do Sul","Corumbá","Caminho próximo ao Córrego do Retiro, Fazenda Acurizal, Serra do Amolar.","-57.5588889","-17.8391666","-57,5588889","-17,8391666",NA,NA,"Flor ausente. Fruto vermelho. Habitat: Vegetação secundária de cerrado com manchas de pasto cultivado. Solo arenoso argiloso. Relevo plano. Habito: Liana. Ocasional.","CGMS1100959",NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2021-04-07 11:46:16-03","UFMS","CGMS","46793","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","F.M. Alves","P.P. Vaz; A.L. Simal; B.A. Coutinho; V.H.S. Brito; F.M. Alves","2014","11","26","Brasil","Mato Grosso do Sul","Aquidauana","Distrito de Piraputanga, MS 450 - 2 Km do retiro Batista.","-55.4866666","-20.455","-55,4866666","-20,455","226","226",NA,"CGMS1076765",NA,"64",NA,NA,NA,NA,NA,NA,NA,"2014","11","26",NA,NA,NA,NA,NA,NA
"335","2021-04-07 11:46:16-03","UFMS","CGMS","58070","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","A.H.A. Souza; B.B. Brandão; L.M. Bergamo","B.B. Brandão; A.H.A. Souza; L.M. Bergamo","2015","11","09","Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema.","-53.6575","-22.9166667","-53,6575","-22,9166667",NA,NA,"Fruto baga.Folha cordada,Inflorescência em bráctea. Coordenadas originais: 22°55#?#77' S 53°39#?#27,2' W Habitat: Área alterada com manchas de mata ripária. Habito: Liana, volúvel, trepadeira.","CGMS1088008",NA,"59",NA,NA,NA,NA,NA,NA,NA,"2015","11","09",NA,NA,NA,NA,NA,NA
"336","2021-04-07 11:46:16-03","UFMS","CGMS","22244","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"A.C. Araújo","1999","07","11","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Rio Vermelho.","-56.9497222","-19.6122222","-56,9497222","-19,6122222",NA,NA,"Flor verde-amarelada. Habitat: Capão. Habito: Trepadeira.","CGMS1051653",NA,"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-04-07 11:46:16-03","UFMS","CGMS","21300","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","S. Boff","S.V. Boff","2006","09","01","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667","-57,0188889","-19,5766667",NA,NA,"Flor amarela. Frutos verdes e amarelados. Habitat: Borda de capão. Solo calcimórfico. Habito: Liana.","CGMS1050705",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-04-07 11:46:16-03","UFMS","CGMS","33962","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R.H. Silva","M. Rocha; R.H.Silva; C.S.Souza","2010","07","14","Brasil","Mato Grosso do Sul","Corumbá","Lagoa do Jacadigo.","-57.6086111","-19.3027778","-57,6086111","-19,3027778","84","84","Flor verde. Profundidade da água no local com aproximadamente 50 cm. Habitat: Pirizal (Comunidade com dominância de Cyperus giganteus) sobre a Lagoa Jacadigo. Solo orgânico #?# Histossolo. Habito: Trepadeira.","CGMS1063358",NA,"79",NA,NA,NA,NA,NA,NA,NA,"2010","07","14",NA,NA,NA,NA,NA,NA
"339","2021-04-07 11:46:16-03","UFMS","CGMS","18899","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","G.A. Damasceno-Junior; A. Pott","K.M.C. Alencar; J.D. Dutra; G.M. Silva","2006","07",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada do Carandazal.","-57.0419444","-19.6919444","-57,0419444","-19,6919444",NA,NA,NA,"CGMS1048202",NA,"198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-04-07 11:46:16-03","UFMS","CGMS","6759","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","V.J. Pott","V.J. Pott; R. Foster","1998","08","29","Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Taboco, rio Taboco, próximo a ponte da sede. Sub-região de Aquidauana, pantanal.","-55.5127778","-20.0727778","-55,5127778","-20,0727778",NA,NA,"Flor creme. Habitat: Mata ciliar. Solo argiloso. Relevo plano. Frequencia rara. Habito: Liana.","CGMS1015565",NA,"3649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-04-07 11:46:16-03","UFMS","CGMS","39314","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","C.D.O. Cabral","M.A. Carniello; R. Santos-Silva; J.A. Pedroga; C.D. de O. Cabral; O.F. Ramos","2003","07",NA,"Brasil","Mato Grosso","Cáceres","Porto Limão.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"Doação HRCB. Habitat: Quintais, espontâneas (ruderal). Habito: Erva, trepadeira, prostrada.","CGMS1068696",NA,"65",NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-04-07 11:46:16-03","UFMS","CGMS","62105","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"A. Pott","2000","11","15","Brasil","Mato Grosso do Sul","Campo Grande","Reserva da Embrapa Gado de Corte.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor esverdeada. Fruto vinho. Habitat: Mata de galeria perturbada em ára de cerradão. Solo argiloso (latossolo). Relevo vale. Habito: Trepadeira volúvel. Freqüente.","CGMS1095101",NA,"8464",NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2021-04-07 11:46:16-03","UFMS","CGMS","16990","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","A. Pott","K.M.C. Alencar; J.D. Dutra; G.M. Silva","2006","07","25","Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"CGMS1046289",NA,"169",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2021-04-07 11:46:16-03","UFMS","CGMS","27499","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"G.A. Amador; W.M. Ramos; A. Oliveira; L.T. Oliveira","2004","11","01","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Bodoquena.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"CGMS1056942",NA,"229",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2021-04-07 11:46:16-03","UFMS","CGMS","27498","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","A. Pott","G.A. Amador; W.M. Ramos; A. Oliveira; L.T. Oliveira","2004","11","02","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Bodoquena.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"CGMS1056941",NA,"63",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2021-04-07 11:46:16-03","UFMS","CGMS","5130","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","U.M. Resende","U.M. Resende; J. Mendes","1991","09","19","Brasil","Mato Grosso do Sul","Corumbá","Periferia. Mata ciliar do rio Miranda. Base de Pesquisas da UFMS.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Flor alva. Habitat: Solo arenoso. Habito: Trepadeira.","CGMS1015566",NA,"1010",NA,NA,NA,NA,NA,"295160","auto","1996","11","25",NA,NA,NA,NA,NA,NA
"347","2019-11-27 13:50:38-03","UFS","ASE","4192","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Viana, G","1986","01","11","Brasil","Sergipe","Brejo Grande","Pov. Cabeço","-36.465833","-10.429444","-36.465833","-10.429444",NA,NA,"Trepadeira. Flores esverdeadas.; Trepadeira. Flores esverdeadas.; Margem de alagado","ASE0008746","ASE0008746","1231","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,"2015","11","17",NA,NA,NA,NA,NA,NA
"348","2019-11-27 13:50:38-03","UFS","ASE","7516","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Porto, NM","Melo, E; F.França; C.Correia; E.B.Miranda","1997","04","13","Brasil","Bahia","Iaçu","Morro sem nome, 354 msm","-39.911944","-12.794167","-39.911944","-12.794167",NA,NA,"Volúvel. Folha membranácea. Inflorescência com brácteas verde claro.; Volúvel. Folha membranácea. Inflorescência com brácteas verde claro.; Vegetação arbustiva dominada por volúveis","ASE0009333","ASE0009333","2156","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,"2012","04","24",NA,NA,NA,NA,NA,NA
"349","2021-03-25 09:28:14-03","UNICAMP","UEC","77124","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Costa, FN","Stehmann, JR; Borba, EL; Ippolito, A; Reis, C","1995","12","06","Brazil","Santa Catarina","Urubici","Estrada da Serra do Corvo Branco","-49.812778","-28.220778","-49.812778","-28.220778",NA,NA,NA,NA,NA,"1755",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1997","10","10",NA,NA,NA,NA,NA,NA
"350","2019-08-20 10:20:35-03","UNICAMP","UEC","136203","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Arzolla, FARDP","Kinoshita, LS; Galvão, JC; Antunes, RM; Seco, RC; Arzolla, FARDP","2004","10","13","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Mata Atlântica. Próximo à Trilha da Canela.","-47.993333","-24.538889","-47.993333","-24.538889",NA,NA,"Liana. Flores verdes.",NA,NA,"194",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2004","11",NA,NA,NA,NA,NA,NA,NA
"351","2021-03-01 16:35:44-03","UNICAMP","UEC","11375","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Tamashiro, JY","Leitão Filho, HF; Semir, J; Shepherd, GJ","1976","06","08","Brazil","Mato Grosso","Presidente Epitácio","Rodovia Presidente Epitácio-Campo Grande, km10",NA,NA,NA,NA,NA,NA,"Trepadeira até 2m, flores esverdeadas, frutos avermelhados.","UEC177545","UEC177545","2038A",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1979","04",NA,NA,NA,NA,NA,NA,NA
"352","2021-03-01 16:35:44-03","UNICAMP","UEC","11377","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Ratter, JA; Fonseca, SG; Castro, RA","1972","08","30","Brazil","Mato Grosso","Barra do Garças","Vale do Sonho","-52.333333","-15.666667","-52.333333","-15.666667",NA,NA,"Herbaceo climber. Flowers yellow-green. Climbery on shrubly a stream.",NA,NA,"2329",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2021-03-01 16:35:44-03","UNICAMP","UEC","11378","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Berg, CC; Henderson, AJ; Bahia, RP","1977","10","18","Brazil","Pará","Serra dos Carajás","Serra do Norte, ca 15-25 km SE of AMZA Exploration",NA,NA,NA,NA,NA,NA,"In liana forest. Vine, flowers white.",NA,NA,"BG626",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2021-03-01 16:35:44-03","UNICAMP","UEC","123191","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Ivanauskas, NM","1999","10","05","Brazil","Mato Grosso","Gaúcha do Norte","Área urbana, próximo da escola municipal","-53.25","-13.166667","-53.25","-13.166667",NA,NA,"Borda de floresta ombrófila aberta sobre Latossolo Vermelho-Amarelo de textura média.",NA,NA,"4099",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2021-03-01 16:35:44-03","UNICAMP","UEC","75114","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Souza, AA; Vendrameto, LP; Nakagomi, MY; Miyagi, PH; Ulson, SMBV","1994","10","11","Brazil","São Paulo","Riolândia",NA,"-49.770833","-19.987778","-49.770833","-19.987778",NA,NA,"Trepadeira com inflorescência masculina verde, infrutescência verde.",NA,NA,"23",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2021-03-01 16:35:44-03","UNICAMP","UEC","90545","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Santos, LB","Noronha, MRP; et al.","1995","08","04","Brazil","São Paulo","Sud Mennucci","Distrito de Bandeirantes D#?#Oeste","-50.916667","-20.683333","-50.916667","-20.683333",NA,NA,"Mata baixa, aberta, degradada, com bastante sangra d'água. Trepadeira verde.",NA,NA,"1334",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2009","06",NA,NA,NA,NA,NA,NA,NA
"357","2021-03-01 16:35:44-03","UNICAMP","UEC","92468","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Rezende, AA","1995","10","19","Brazil","São Paulo","São José do Rio Preto","Mirassol","-49.380556","-20.81","-49.380556","-20.81",NA,NA,"Liana herbácea, flor creme, fruto imaturo verde, folhas aveludadas. Borda da mata.",NA,NA,"211",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2021-03-01 16:35:44-03","UNICAMP","UEC","92469","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Rezende, AA","1995","09","22","Brazil","São Paulo","São José do Rio Preto","Mirassol","-49.380556","-20.81","-49.380556","-20.81",NA,NA,"Liana herbácea, flor creme, fruto imaturo verde, folhas aveludadas. Borda da mata.",NA,NA,"181",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2021-03-01 16:35:44-03","UNICAMP","UEC","92470","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Rezende, AA","1995","09","22","Brazil","São Paulo","São José do Rio Preto","Mirassol","-49.380556","-20.81","-49.380556","-20.81",NA,NA,"Liana herbácea, flores creme, folhas aveludadas. Borda da mata.",NA,NA,"165",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2021-03-01 16:35:44-03","UNICAMP","UEC","92471","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Rezende, AA","1995","07","22","Brazil","São Paulo","São José do Rio Preto","Mirassol","-49.380556","-20.81","-49.380556","-20.81",NA,NA,"Liana herbácea, flor creme, flores aveludadas. Borda da mata.",NA,NA,"164",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2021-03-01 16:35:44-03","UNICAMP","UEC","92472","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Rezende, AA","1995","07","22","Brazil","São Paulo","São José do Rio Preto","Mirassol","-49.380556","-20.81","-49.380556","-20.81",NA,NA,"Liana herbácea, flor creme, flores aveludadas. Borda da mata.",NA,NA,"164",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2021-03-01 16:35:44-03","UNICAMP","UEC","92730","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Rezende, AA","1995","10","26","Brazil","São Paulo","São José do Rio Preto","Mirassol","-49.380556","-20.81","-49.380556","-20.81",NA,NA,"Liana herbácea, com flores creme. Borda da mata.",NA,NA,"223",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2021-03-01 16:35:44-03","UNICAMP","UEC","92731","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Rezende, AA","1995","10","26","Brazil","São Paulo","São José do Rio Preto","Mirassol","-49.380556","-20.81","-49.380556","-20.81",NA,NA,"Liana herbácea, flor creme, fruto imaturo verde, folhas aveludadas. Borda da mata.",NA,NA,"220",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2021-03-01 16:35:44-03","UNICAMP","UEC","93189","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Ferrucci, MS","Arbo, MM; Cáceres, SAM; Ferrucci, MS; Maruñak, V","1996","10","23","Argentina","Corrientes","Concepción","Estancia Yatay Cora",NA,NA,NA,NA,NA,NA,"Em borda de isleta de monte al pie de lombadas arenosas. Borde occidental de la depresión Iberana. Voluble, flores verdes.",NA,NA,"6734",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"365","2021-03-01 16:35:44-03","UNICAMP","UEC","11376","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Rhodes, D","Irwin, HS; Anderson, WR; Stieber, M; Lee, EYT","1972","01","16","Brazil","Goiás","Pirenópolis","Serra do Pirineus","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"Twining vine ca.3m long. Bracts and fruit light green. Slope forest, Serra dos Pireneus, ca. 20Km E. of Pirenópolis.",NA,NA,"34348",NA,NA,NA,"Magnoliopsida",NA,"40887","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA
"366","2021-03-01 16:35:44-03","UNICAMP","UEC","123379","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Prado, AL","Prado, AL; Rawiel, P","1994","08","13","Brazil","Mato Grosso","Poconé","Faz. Campo Jofre, Margem da Rod. Transpantaneira Poconé-P. Jofre, Km 135. Campo sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva trepadeira fina, ca. 2m de comprimento; flores creme; frutos vermelho-alaranjados.",NA,NA,"2820",NA,NA,NA,"Magnoliopsida",NA,"200792","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA
"367","2021-03-01 16:35:44-03","UNICAMP","UEC","26047","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Santos, LB","Leitão Filho, HF; Cunha, C","1980","07","26","Brazil","Mato Grosso","Poconé","Transpantaneira","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Trepadeira com flores esverdeadas, em area sujeita a inundação.",NA,NA,"11360",NA,NA,NA,"Magnoliopsida",NA,"200792","auto","2009","06",NA,NA,NA,NA,NA,NA,NA
"368","2021-03-01 16:35:44-03","UNICAMP","UEC","068897","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Souza, WS; Silva, SM","1986","11","01","Brazil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Liana com flores verdes e frutos brancos, em local sombreados em floresta alterada",NA,NA,"25107",NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2021-03-01 16:35:44-03","UNICAMP","UEC","49038","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Britez, RM","Britez, RM; Melo, E; Silva, SM","1986","11","30","Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Trepadeira de flores pequenas, verdes envolta por brácteas esverdeadas, em início de frutificação.",NA,NA,"1215",NA,NA,NA,"Magnoliopsida",NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2021-03-01 16:35:44-03","UNICAMP","UEC","48923","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Britez, RM","Melo, E; Britez, RM; Silva, SM","1986","11","29","Brazil","Paraná","São Mateus do Sul","Fazenda Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"trepadeira de flores pequenas, esverdeadas, coletada em caminho de floresta de Araucária.",NA,NA,"032",NA,NA,NA,"Magnoliopsida",NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2021-03-01 16:35:44-03","UNICAMP","UEC","81480","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Costa, FN","Kinoshita, LS; Galvão, JC","1994","11","07","Brazil","São Paulo","Mococa",NA,"-47","-21.4599990844727",NA,NA,NA,NA,"Flores esverdeadas, estigma enegrecido.",NA,NA,"94207",NA,NA,NA,"Magnoliopsida",NA,"24370","auto","1997","09","15",NA,NA,NA,NA,NA,NA
"372","2021-03-01 16:35:44-03","UNICAMP","UEC","81499","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Costa, FN","Kinoshita, LS; Galvão, JC","1994","11","07","Brazil","São Paulo","Mococa",NA,"-47","-21.4599990844727",NA,NA,NA,NA,"Flores esverdeadas, estigma enegrecido.",NA,NA,"94207",NA,NA,NA,"Magnoliopsida",NA,"24370","auto","1997","09","15",NA,NA,NA,NA,NA,NA
"373","2021-03-01 16:35:44-03","UNICAMP","UEC","32675","S","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","Costa, FN","Martins, FR","1982","10","06","Brazil","São Paulo","Mogi Guaçu","Estação experimental de Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Trepadeira, à beira da mata, flores de cor creme.",NA,NA,"14327",NA,NA,NA,"Magnoliopsida",NA,"39309","auto","1997","09","16",NA,NA,NA,NA,NA,NA
