"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"49","2020-12-21 16:16:38-03","MBM","MBM","38237","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Lange, R.; Braga, R.; Braga, R.","6134","1959","06","09","Southern America","Brazil","Paraná",NA,NA,"MBM038237","MBM038237","Ritter, M.R.","Morretes","Morretes, arredores","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:16:38-03","MBM","MBM","190556","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Lange, R.; Braga, R.; Braga, R.","s.n.","1959","06","09","Southern America","Brazil","Paraná",NA,NA,"MBM190556","MBM190556","Ritter, M.R.","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:16:38-03","MBM","MBM","239563","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Jaster, C.; et al.; et al.","36","1996","05","29","Southern America","Brazil","Paraná",NA,NA,"MBM239563","MBM239563","Ritter, M.R.","Guaratuba","Rasgadinho","-48.5746994018555","-25.8827991485596",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:16:38-03","MBM","MBM","136350","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ruas, P.M.","s.n.","1983","09",NA,"Southern America","Brazil","Paraná",NA,NA,"MBM136350","MBM136350","Ritter, M.R.","Londrina","Parque Arthur Tomas","-51.1627998352051","-23.3103008270264",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-04 05:43:07-03","MNHN","RECOLNAT_MNHN_P","P02693227","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"hb",". s.d. 1875 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693227' target='other'> <mi>dwc_moreinfo</mi></a>","P02693227","P02693227_01","Roque",NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-04 05:39:20-03","MNHN","RECOLNAT_MNHN_P","P02693630","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Lindberg, G.A.",NA,NA,NA,NA,NA,"Brésil",NA,"hb","Attaché avec P02441262 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693630' target='other'> <mi>dwc_moreinfo</mi></a>","P02693630","P02693630_01 P02693630_02","Roque",NA,"Minas Geraes vel Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA,NA
"55","2015-12-07 13:02:19-02","MNHN","RECOLNAT_MNHN_P","P02441262","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Spruce, R.",NA,"1850",NA,NA,NA,"Brésil",NA,"hb","Attaché avec P02693630 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441262' target='other'> <mi>dwc_moreinfo</mi></a>","P02441262","P02441262_01",NA,NA,"Prov. Para : In vicinibus Santarem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"658",NA,NA
"56","2015-09-04 09:35:46-03","MNHN","RECOLNAT_MNHN_P","P04374385","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Prance, G.T.|Maas, P.J.M.|Atchley, A.A.|Steward, W.C.|Woolcott, D.B.|Coelho, D.F.|Monteiro, O.P.|Pinheiro, W.S.|Ramos, J.F.",NA,"1971","6","19",NA,"Brasil","Amazonas","hb","Plants of Brazilian Amazonia, State of Amazonas, Rio Purus, Rio Ituxi. . Field work supported in greater part by the National Science Foundation and carried out in colaboration with the Instituto Agronomico do Norte (IPEAN), Belém <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04374385' target='other'> <mi>dwc_moreinfo</mi></a>","P04374385","P04374385_01",NA,NA,"Rio Purus between Campina and Tambaqui. Amazonas, Norte, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13414",NA,NA
"57","2015-09-04 05:39:20-03","MNHN","RECOLNAT_MNHN_P","P02693631","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Riedel",NA,"1821","2","1",NA,"Brasil","Bahia","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693631' target='other'> <mi>dwc_moreinfo</mi></a>","P02693631","P02693631_01","Roque","Ilhéus","Bréisl. Pr. Ilheos. Ilhéus, Bahia, Nordeste, Brasil, América do Sul","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1424",NA,NA
"58","2021-02-11 17:18:07-03","UFPR","UPCB","24326","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Britez, R.M.","823","1986","07","26",NA,"Brasil","Paraná",NA,"Trepadeira, flor branca, aromática..",NA,NA,"Silva, S.M.","Paranaguá","Morro do Joaquim, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1995","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","1597513","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","acrensis","Mikania acrensis","B.L. Rob.","Yaneth Roca|Agreda|B. Taborga|V. Pessoa","Roca de Saldias 1411","2001","12","5","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"Chiquitos","Progresiva del Entre San Juan y el Campamento Don Mario. DDV 176+050. Sotobosque chiquitano con arboles de mas o menos 15 metros de alto, suelo arenoso arcilloso. Especies abundantes soto, peroto, callophyllum.","-59.65722","-17.36666","406.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","1597527","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","acrensis","Mikania acrensis","B.L. Rob.","Yaneth Roca|Agreda|B. Taborga|V. Pessoa","Roca de Saldias 1418","2001","12","5","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"Chiquitos","Progresiva de entre San Juan y el campamento Don Mario KP 170+750-170+850.Sotobosque chiquitano, arboles densos con Bejucos y hierbas de unos 50cm. de alto.sp soto, momoqui curapau cari-cari, suelo arenoso-arcilloso.","-59.66555","-17.37194","420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1599440","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","acrensis","Mikania acrensis","B.L. Rob.","Yaneth Roca|Agreda|B. Taborga|V. Pessoa","Roca de Saldias 1501","2001","12","10","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"Chiquitos","Progresiva del Entre San Juan y el Campamento Don Mario. Kp 143+628. Arboles de 12 metros de alto, Sirari, Curapau, Cari-Cari, Momoqui. Sotobosque hervaceo plantines chicos de garabata. Suelo arenoso con vestigio de planta acuaticas.","-59.485","-17.53888","383.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-05-09 11:08:00-03","MO","MOBOT","1418504","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Elsa M. Zardini|J. Rodríguez","Zardini 52125","1999","10","25","South America","Paraguay","Itapúa",NA,NA,NA,NA,"Harold Robinson (US)",NA,"Yacyretá Dam Island Reserve: Punta de observación. Collecting area: around two hectares.","-56.8230556","-27.4486111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1185","4",NA
"63","2017-08-25 05:21:00-03","MO","MOBOT","2411822","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","H. A. Keller","Keller 68","1999","8","25","South America","Argentina","Misiones",NA,NA,NA,NA,"Keller, H. A.","Iguazú","Puerto Bossetti. Propiedad Pérez Companc. Rumbo Pluma Verde. Interior de selva","-54.61666","-25.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2012-01-24 04:59:00-02","MO","MOBOT","1969491","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","D. Soto|et al.","Soto 130","2004","4","10","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"Daniel Soto","Manuel Maria Caballero","Bosque humedo nublado, alrededor de la laguna con Ericaceaes y varias epifitas","-64.73944","-17.84055","2750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"65","2012-01-24 04:59:00-02","MO","MOBOT","1969503","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","D. Soto|et al.","Soto 139","2004","4","10","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"D. Soto","Manuel Maria Caballero","Siberia, camino a Oconi, pastizales sobre rocas con abundante compuestas.","-64.73777","-17.85611","2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"66","2012-12-03 14:01:00-02","MO","MOBOT","100403385","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Otto Buchtien","Buchtien 7558","1922","8",NA,"South America","Bolivia",NA,NA,NA,NA,NA,"Foster's catalog notes file",NA,"Hda. Casana",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2015-12-14 12:57:00-02","MO","MOBOT","100779864","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Philip A. Silverstone-Sopkin|et al.","Silverstone-Sopkin 10913","2008","3","1","South America","Colombia","Valle del Cauca",NA,NA,NA,NA,"John Pruski (MO)","Buenaventura","Alto Anchicayá, Chocó biogeográfico, bosque muy humedo tropical.","-76.8813889","3.5783334","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2015-08-21 13:27:00-03","MO","MOBOT","100833566","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M. Toledo G.|D. Alvira","Toledo G. 1264","2000","7","15","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"J. Pruski (MO)","Guarayos","21 km al NE del Aserradero La Chonta. Area de aprovechamiento 2000-1. Bosque húmedo de llanura.","-62","-15.75","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","1152469","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. Richard Abbott","Abbott 16825","1995","5","18","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"J. Pruski (US)","Velasco","'Noel Kempff Mercado' National Park; 1-3 km east of Los Fierros encampment.","-60.9","-14.55","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-04-04 05:50:00-03","MO","MOBOT","1253739","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Rodolfo Vásquez|et al.","Vásquez Martínez 23947","1997","6","9","South America","Peru","Amazonas",NA,NA,NA,NA,"John Pruski (MO)","Bagua","Distrito Imaza, Comunidad de Yamayakat. Bosque primario.","-78.33805","-5.05666","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1283722","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Elsa M. Zardini|Isabelino Chaparro","Zardini 48522","1998","6","10","South America","Paraguay","Canindeyú",NA,NA,NA,NA,"Harold Robinson (US)",NA,"Mbaracayu Natural Reserve, administered by Fundación Moises Bertoni. Jejuí-Mí. Tall forest on red sandy soil.","-55.52805","-24.13305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1142","4",NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1306970","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Elsa M. Zardini|G. Hellman","Zardini 48945","1998","7","22","South America","Paraguay","Caazapá",NA,NA,NA,NA,"Harold Robinson (US)",NA,"Estancia Golondrina. Reserva Privada Ypeti. Tall forest and swamps with tree ferns up to 8 m tall.","-55.48361","-25.53888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149","4",NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1307048","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Elsa M. Zardini|G. Hellman","Zardini 49023","1998","7","23","South America","Paraguay","Caazapá",NA,NA,NA,NA,"Harold Robinson (US)",NA,"Estancia Golondrina. Reserva Privada Ypeti. Tall forest, including permanent plots of the School of Forestry of Paraguay/Universität de Freiburg of Germany.","-55.53","-25.68305","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1150","4",NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1535925","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Michael H. Nee","Nee 35262","1987","7","19","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"H. Robinson","Andrés Ibáñez","12 km. E of center of Santa Cruz, on road to Cotoca. Subtropical, semideciduos Chaco forest, 4-8 m. tall, dense, spiny, briefly inundated in rainy season, very flat, the soil and fine sandy with Bumelia obtusidolia, Capparis tweediana, Reichenbachia hirsuta.","-63.06666","-17.76666","375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-01-25 04:35:00-02","MO","MOBOT","1926512","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Luis Valenzuela G.","Valenzuela Gamarra 372","2002","8","30","South America","Peru","Madre de Dios",NA,NA,NA,NA,"John Pruski (MO)","Tambopata","Dist. Puerto Maldonado, Cusco Amazónico, Bosque Primario, cerca al río","-69.6","-13.1333333","300.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1951407","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","N. Raes|et al.","Raes 206","2003","6","6","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"J. Pruski","Guarayos","60 km east from Ascension de Guarayos.","-62.91666","-15.78333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"77","2015-02-20 16:43:00-02","MO","MOBOT","100780838","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J.J. Strudwick|G.L. Sobel|Bruce W. Nelson|A. Nazare P.|C. da Silva R.|N. Alves da Silva","Strudwick 3201","1981","7","19","South America","Brazil","Pará",NA,NA,NA,NA,"J. Pruski (NY)",NA,"Lageira, airstrip on Rio Maicuru. Forest, broken canopy, within 100m of Maicuru river bank.","-54.4333333","0.9166667","243.84000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2015-02-20 16:40:00-02","MO","MOBOT","100780837","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J.J. Strudwick","Strudwick 3307","1981","7","20","South America","Brazil","Pará",NA,NA,NA,NA,"J. Pruski (NY)",NA,"Lageira, airstrip on Rio Maicuru. On riverbanks of Maicuru up to 1 km upstream of airstrip. Overhanging river.","-54.4333333","0.9166667","243.84000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2015-01-19 05:16:00-02","MO","MOBOT","2191783","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M.M. Cerana","Cerana 1605",NA,NA,NA,"South America","Argentina","Misiones",NA,NA,NA,NA,"Cerana, M. M.","Iguazú","Centro de Recuperación y Cría de Aves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-01-19 05:16:00-02","MO","MOBOT","2191814","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M.M. Cerana","Cerana 1610",NA,NA,NA,"South America","Argentina","Misiones",NA,NA,NA,NA,"Cerana, M. M.","Iguazú","Parque Nacional Iguazú: sendero a ± 500 m de la entrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2009-07-17 07:34:00-03","MO","MOBOT","2191839","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","T.J.V. Stuckert","Stuckert 11455","1901",NA,NA,"South America","Argentina","Misiones",NA,NA,NA,NA,"Cerana, M. M.","Montecarlo","Puerto Piray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-08-25 05:21:00-03","MO","MOBOT","2255379","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","H. A. Keller","Keller 2256","2003","7","23","South America","Argentina","Misiones",NA,NA,NA,NA,"Keller, H. A., //","Eldorado","Parque Natural Municipal Saltos Küpers, arroyo Patycuá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2016-12-26 16:37:00-02","MO","MOBOT","2255396","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","R. Riemel","Riemel 24","1901",NA,NA,"South America","Argentina","Misiones",NA,NA,NA,NA,"Cerana, M. M.","Montecarlo","En la selva virgen cerca de Piray. Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-08-25 05:21:00-03","MO","MOBOT","2425688","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","H. A. Keller","Keller 72","1999","8","25","South America","Argentina","Misiones",NA,NA,NA,NA,"Keller, H. A.","Iguazú","Pto. Bosetti. Pérez Companc. Rumbo Costa del Paraná a 50 m de la entrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2010-05-05 17:37:00-03","MO","MOBOT","2457631","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Juan H. Hunziker","Hunziker 2611","1948","7","29","South America","Brazil","Paraná",NA,NA,NA,NA,"Barroso, G. M.",NA,"Foz do Iguaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2009-12-23 06:58:00-02","MO","MOBOT","2488255","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Karl Fiebrig","Fiebrig 5895",NA,NA,NA,"South America","Paraguay","Alto Paraná",NA,NA,NA,NA,"Barroso, G. M.",NA,"Itaquary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2014-03-29 22:00:00-03","MO","MOBOT","2488268","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","A.L. Woolston","Woolston 993","1958","6","8","South America","Paraguay","San Pedro",NA,NA,NA,NA,"Ritter, M. R., 12-12-",NA,"Primavera","-56.51666","-24.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2011-06-08 12:20:00-03","MO","MOBOT","3350988","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Manuel Rimachi Y.","Rimachi Y. 5175","1980","6","14","South America","Peru","San Martín",NA,NA,NA,NA,"W. C. Holmes","San Martín","Ddto. Tarapoto. Carretera Tarapoto-Yurimaguas, from km 12 to 13.5 sandy uplands with rocks.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-02-23 11:30:00-03","MO","MOBOT","3351499","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Pedro Acevedo-Rodríguez|J.A. Cedeño","Acevedo-Rodríguez 7447","1995","6","21","South America","Ecuador","Napo",NA,NA,NA,NA,"John Pruski (MO)",NA,"Yasuni Forest Reserve; along Tiputini River, E of Pontificia Universidad Católica del Ecuador Sci. Station. On seasonally flooded river bank.",NA,NA,"225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2015-02-23 11:30:00-03","MO","MOBOT","3351958","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Boris A. Krukoff","Krukoff 1020","1939","7","1","South America","Bolivia","La Paz",NA,NA,NA,NA,"John Pruski (MO)","Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya",NA,NA,"750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","3353646","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Guillermo Klug","Klug 1859","1930","12",NA,"South America","Colombia","Putumayo",NA,NA,NA,NA,"W. C. Holmes",NA,"Umbria. Forest.","-76.16666","0.9","325.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2010-01-01 20:51:00-02","MO","MOBOT","3354123","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Michael O. Dillon|James Aronson|Alan Herrera|Paul E. Berry","Dillon 1197","1978","7","17","South America","Peru","Puno",NA,NA,NA,NA,"H. Robinson","Carabaya","Below San Gabon on Río San Gabon.","-70.41666","-13.48333","500.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-03-08 20:16:00-03","MO","MOBOT","3355046","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","G.C.G. Argent|R.B. Burbidge","Argent 64","1976","7","12","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,"J. Pruski",NA,"Los Tayos, In seconday regrowth on old garden site,","-78.2333333","-3.1166667","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2015-02-23 11:33:00-03","MO","MOBOT","571023","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Edgar Gudiño","Gudiño Jara 37","1989","7","10","South America","Ecuador","Pastaza",NA,NA,NA,NA,"John Pruski (MO)",NA,"Pozo Petrolero Golondrina de PETRO-CANADA. 30 km al noroeste de Curaray. Bosque húmedo Tropical, primario. Colinas de suelo rojo, Dystrandept.","-77.1","-1.1666667","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-3","10",NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","575705","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Benjamin Øllgaard|Eduardo Asanza C.|John S. Brandbyge|Suzanne Roth|Calvin R. Sperling","Øllgaard 35007","1980","7","22","South America","Ecuador","Pastaza",NA,NA,NA,NA,"H. Robinson",NA,"Río Pastaza. River banks between the outlets of Río Bobonaza and Río Ishpingo.","-76.71666","-2.56666","275.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-02-25 18:40:00-03","MO","MOBOT","576505","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","C. Horner|et al.","Horner 421","1985","8","20","South America","Venezuela","Bolívar",NA,NA,NA,NA,"J. Pruski (MO)",NA,"Río Icutu. (Río Nichare). Riverside collection for 4 km upstream of Icutu village. River approx. 25 m wide, very meandering.","-65","6","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-9","5",NA
"97","2011-06-21 05:47:00-03","MO","MOBOT","585365","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 10891","1986","6","10","South America","Peru","Loreto",NA,NA,NA,NA,NA,"Loreto","Nueva Jerusalem and vicinity, Río Macusari, 220 (river) to 300 (village) m elev. Mostly low, but ridged, rain- forest, terra firma. Mayna Jívaro","-76.25","-2.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-3","3",NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","591316","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Elsa M. Zardini|et al.","Zardini 2609","1987","5","25","South America","Paraguay","Presidente Hayes",NA,NA,NA,NA,"H. Robinson (US)",NA,"Cerrito. Cercanias del Río Verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-18","7",NA
"99","2011-06-09 17:24:00-03","MO","MOBOT","595571","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Percy Núñez V.","Núñez Vargas 5560","1986","7","30","South America","Peru","Madre de Dios",NA,NA,NA,NA,"John Pruski (MO)","Manu","Manu Park, Cocha Cashu uplands.","-71.16666","-11.75","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-24","4",NA
