"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","class","individualCount","relatedCatalogItem"
"45","2020-09-12 05:00:02-03","US","US","483617","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E. Wimm.","A. F. M. Glaziou","8148",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio Janeiro.",NA,NA,NA,NA,NA,NA,"US02715559","US02715559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"46","2019-11-13 11:17:31-03","USP","SPF","178175","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Silva, BR","1267","2004","02","05",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.888889","-21.694444","1705","1705",NA,NA,"SPF00178175","SPF00178175",NA,NA,"Silva, BR","2004",NA,NA,"-43.888889","-21.694444",NA,NA,NA,NA,NA
"47","2019-11-13 11:17:31-03","USP","SPF","73006","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Krieger, L","s.n.","1970","05","14",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca",NA,NA,NA,NA,NA,NA,"SPF00073006","SPF00073006",NA,NA,"Vieira, AOS","1997","07","23",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-13 11:17:31-03","USP","SPF","73010","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Krieger, L","s.n.","1977","02","23",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca",NA,NA,NA,NA,NA,NA,"SPF00073010","SPF00073010",NA,NA,"Vieira, AOS","1997","07","23",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-13 11:17:31-03","USP","SPF","73011","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Krieger, L","s.n.","1970","05","13",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca",NA,NA,NA,NA,NA,NA,"SPF00073011","SPF00073011",NA,NA,"Vieira, AOS","1997","07","27",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-13 11:17:31-03","USP","SPF","102068","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Andrade, PM","909","1987","02","18",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"SPF00102068","SPF00102068","30417","auto","Vieira, AOS","1997","07","27",NA,NA,NA,NA,NA,NA,NA
"51","2019-09-04 19:22:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Haynaldia","hilaireana","Haynaldia hilaireana",NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA
"52","2019-01-22 15:29:04-02","F","FMNH-SEEDPLANTS","V0360001F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Haynaldia","hilaireana","Haynaldia hilaireana",NA,"A. Saint-Hilaire",NA,"1816",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0360001F","V0360001F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible type","Dicotyledoneae",NA,NA
"53","2019-06-11 13:50:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana",NA,"A. Saint-Hilaire","1098","1816",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,"1098",NA,"Dicotyledoneae",NA,NA
"54","2020-07-23 12:02:32-03","CEPLAC","CEPEC","120336","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana",NA,"B. R. Silva","1267","2000","02","06",NA,"Brasil","Minas Gerais","LIMA DUARTE","Parque Estadual do Ibitipoca.Margem da estrada em direção à Lombada.","-43.883889","-21.684444",NA,NA,NA,NA,NA,NA,NA,NA,"B. R. Silva",NA,NA,NA,"43W53'2","21S41'4",NA,NA,NA,NA,"30/12/2004"
"55","2019-10-16 14:11:21-03","UEL","FUEL","48219","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Mota, T; Konno, T; Matosinhos, CN; Belchior, V","4","2006","01","21",NA,"Brasil","Minas Gerais","Rio Negro","Serra Negra, Lage perto do ninho da égua","-43.883333","-21.966667",NA,NA,NA,NA,"FUEL008355",NA,NA,NA,"Vieira, AOS","2010","12","13","-43.883333","-21.966667",NA,NA,NA,NA,NA
"56","2020-11-12 16:58:33-03","UEL","FUEL","48216","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Antunes, K; Matosinhos, CN; Valente, ASM; Salimena, FRG; Assis, LCS","25","2004","02","23",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra. Serra da Caveira D'Anta, Faz. da Tiririca","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"FUEL008356",NA,"20815","auto","Vieira, AOS","2010","12","20",NA,NA,NA,NA,NA,NA,NA
"57","2020-11-12 16:58:33-03","UEL","FUEL","45000","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Salimena, FRG; Nobre, PH","2393","2007","02","10",NA,"Brasil","Minas Gerais","Santa Barbara do Monte Verde","Fazenda Cachoeira alta, Serra Negra, pé da Serra. Long 21.57572 W","-43.7022018432617","-21.9591999053955",NA,NA,NA,NA,"FUEL008354",NA,"16174","auto","Vieira, AOS","2009","05","22",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 14:56:02-03","UnB","UB","119092","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E. Wimm.","Splett, S","612","1994","09","21","Southern America","Brasil","Minas Gerais",NA,"Estrada Lima Duarte-P.E. de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vieira, AOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:09:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Campanulaceae","Haynaldia","hilaireana","Haynaldia hilaireana","Kanitz","Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Loco accuratius non adnotato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
