"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","typeStatus","recordNumber","continentOcean","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","eventTime","fieldNumber","sex"
"104","2019-10-09 11:21:38-03","UFBA","ALCB","42669","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","Guedes, ML; Stradmann, MTS","1997","06",NA,"Stradmann, MTS; Poveda, A","1995","03","03","Brasil","Bahia","Lençóis","Chapada Diamantina, Trilha do Bodão, afluente do rio Ribeirão.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,"PCD56","Southern America",NA,"Ca de 4 m de altura. Terreste. Floras membránaceas, discolores. Frequente.",NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
"105","2019-10-09 11:21:38-03","UFBA","ALCB","126603","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Muniz, G","1992","06","03","Brasil","Maranhão","São Luís",NA,"-44.3027992248535","-2.52972006797791",NA,NA,"ALCB060481",NA,"Dicotyledon",NA,NA,NA,"374","Southern America",NA,"Arvoreta ca. 8 m - dap 6.7 cm, botão floral e flores brancas - frutos verdes e avermelhados.",NA,NA,"33693","auto",NA,NA,NA,NA,NA,NA,NA
"106","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515594","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","tenella","Eugenia tenella","DC.",NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,"Brazil",NA,NA,"Rio de Jan.",NA,NA,NA,NA,"NL-L2515594","NL-L2515594",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"107","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515593","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","tenella","Eugenia tenella elliptica",NA,NA,NA,NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"Rio Janerio.",NA,NA,NA,NA,"NL-L2515593","NL-L2515593",NA,"Myrtales","elliptica",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"108","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515596","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","tenella","Eugenia tenella latifolia",NA,NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-L2515596","NL-L2515596",NA,"Myrtales","latifolia",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"109","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515597","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","tenella","Eugenia tenella latifolia",NA,NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-L2515597","NL-L2515597",NA,"Myrtales","latifolia",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"110","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515593","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","tenella","Eugenia tenella elliptica",NA,NA,NA,NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"Rio Janerio.",NA,NA,NA,NA,"NL-L2515593","NL-L2515593",NA,"Myrtales","elliptica",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"111","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L 0708P37","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L0708P37",NA,NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200708P37 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"112","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.1134994","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Reitz R; Klein RM","1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-L1134994","NL-L1134994",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1134994 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"113","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528114","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Reitz R; Klein RM","1962","02","22","Brazil",NA,NA,"Santa Catarina - Barsil. Cambui. Rio des Patos, Lebon Regis. Mata. Arvereta.",NA,NA,NA,NA,"NL-L2528114","NL-L2528114",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"114","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528115","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Reitz R; Klein RM","1961","03","24","Brazil",NA,NA,"Santa Catarina - Brasil. Moroo de Campo Alegre, Sao Francisco de Sul. Beira rio. Arbusto.",NA,NA,NA,NA,"NL-L2528115","NL-L2528115",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"115","2020-02-08 10:07:24-03","NBC","NL-BOTANY","L.2528116","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Smith LB; Klein RM","1957","02","04","Brazil",NA,NA,"Brazil. Santa Catarina. Mun. POrto Uniao : Rio Pintado southeast of Porto Uniao.",NA,NA,NA,NA,"NL-L2528116","NL-L2528116",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528116 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"116","2020-02-08 10:07:24-03","NBC","NL-BOTANY","L.2528117","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Hatschbach GG","1961","12","21","Brazil",NA,NA,"Parana ( Brasil ). Mun. Jaguariaiva. Estr. para Sertão Alto.",NA,NA,NA,NA,"NL-L2528117","NL-L2528117",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"117","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U 0284911","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"near Cerro Azul",NA,NA,NA,NA,"NL-U0284911",NA,NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae","Uw13520",NA,NA,NA,NA,NA
"118","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U 0294262","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Reitz R; Klein RM","1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U0294262",NA,NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae","Uw14557",NA,NA,NA,NA,NA
"119","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452188","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Hatschbach GG","1964","02","21","Brazil",NA,NA,"Parana (Brasil), Mun Balsa Nova. Rio Iguacu.",NA,NA,NA,NA,"NL-U1452188","NL-U1452188",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"120","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452189","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Reitz R; Klein RM","1962","02","22","Brazil",NA,NA,"Santa Catarina, Rio dos Patos, Lebon Regis Pinhal, Arvoreta.",NA,NA,NA,NA,"NL-U1452189","NL-U1452189",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"121","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452190","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1966","11","14","Brazil",NA,NA,"Flora Brasiliae Australis. Est Parana. Rio Iguacu, Salto Grande near Porto Vitoria.",NA,NA,NA,NA,"NL-U1452190","NL-U1452190",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"122","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452191","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","08","Brazil",NA,NA,"Flora Brasiliae Australis.Est Parana. open shrubby wood with dry grass on dry ridge near Cerro Azul.",NA,NA,NA,NA,"NL-U1452191","NL-U1452191",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"123","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452192","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Hatschbach GG; Haas JH de","1967","02","03","Brazil",NA,NA,"Flora Brasiliae Australis.Est Parana. galeryforest on sandy bank of Rio Capivara, 15 km S of Tibagi.",NA,NA,NA,NA,"NL-U1452192","NL-U1452192",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452192 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"124","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452193","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1967","06","19","Brazil",NA,NA,"Flora Brasiliae Australis. Est Parana. Bank of Rio Sao Vicente, 12 km S. of Santa Helena.",NA,NA,NA,NA,"NL-U1452193","NL-U1452193",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452193 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"125","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452194","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Sucre Benjamin D; Landrum LR","1971","12","16","Brazil",NA,NA,"Brasil, Estado da Guanabara, Estrada Barra-Jaca repagua (Av. Alvorada).",NA,NA,NA,NA,"NL-U1452194","NL-U1452194",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"126","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452195","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Jangoux J; Bahia RP","1979","05","16","Brazil",NA,NA,"Maranhao, Nova Esperanca, Rio Alto Turiacu.","-45.75","-2.916667","-45.75","-2.916667","NL-U1452195","NL-U1452195",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452195 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"127","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452198","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"Brasilia, Rio Janeiro.",NA,NA,NA,NA,"NL-U1452198","NL-U1452198",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"128","2020-02-08 10:07:24-03","NBC","NL-BOTANY","WAG.1116280","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"Smith LB; Klein RM","1964","11","11","Brazil",NA,NA,"Mun. Itapiranga: steep slope by Rio Uruguai, 3-4 km west of Itapiranga.","-53.733333","-27.166667","-53.733333","-27.166667","NL-WAG1116280","NL-WAG1116280",NA,"Myrtales",NA,NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"129","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452196","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella latifolia",NA,NA,NA,NA,NA,"Riedel L","1834","12","01","Brazil",NA,NA,"Brasilia: Rio Preto.",NA,NA,NA,NA,"NL-U1452196","NL-U1452196",NA,"Myrtales","latifolia",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"130","2020-11-04 11:15:04-03","ESALQ","ESA","72416","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) Berg","Kawasaki, M.L.",NA,NA,NA,"Lombardi, J.A.","2000","10","18","Brasil","Minas Gerais","São Gonçalo do Rio Preto",NA,"-43.3908004760742","-18.0041999816895",NA,NA,"ESA072416","ESA072416","Magnoliophyta",NA,NA,NA,"4093.0",NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA
"131","2020-11-04 11:15:04-03","ESALQ","ESA","97977","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella",NA,"Mazine, F.F.",NA,NA,NA,"Souza, V.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.","2007","02","20","Brasil","Minas Gerais","Santana do Riacho.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Beira da estrada Santana do Riacho - Santana do Pirapama. Vegetação arbustivo-arbórea sobre afloramento de calcário.","-43.7144012451172","-19.1688995361328",NA,NA,"ESA097977","ESA097977","Magnoliophyta",NA,NA,NA,"32875.0",NA,NA,"Arbusto a arvoreta, até 4 m alt.; botões e frutos imaturos verdes.",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"132","2020-11-04 11:15:04-03","ESALQ","ESA","118818","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella",NA,"Mazine, F.F.",NA,NA,NA,"Colletta, G.D.","2011","11","01","Brasil","São Paulo","Agudos","Fazenda São João do Barreiro, Mata ao lado do confinamento","-48.9799995422363","-22.4599990844727",NA,NA,"ESA118818",NA,"Magnoliophyta",NA,NA,NA,"603.0",NA,NA,"Árvore, 6m, frutos imaturos verdes e maduros vermelho-escuro.",NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:15:04-03","ESALQ","ESA","91557","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg.","Sobral, M.",NA,NA,NA,"Viani, R.A.G. et al.","2004","07","12","Brasil","São Paulo","Bofete","Fazenda Santa Terezinha (Eucatex) . Remanescente de Floresta Estacional Semidecidual","-481.833","-230.333","-481,833","-230,333","ESA091557","ESA091557","Magnoliophyta",NA,NA,NA,"532.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-11-04 11:15:04-03","ESALQ","ESA","87990","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) Berg","Sobral, M.",NA,NA,NA,"Ribas, O.S. et al.","2003","02","20","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"ESA087990","ESA087990","Magnoliophyta",NA,NA,NA,"5017.0",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"135","2020-11-04 11:15:04-03","ESALQ","ESA","53480","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella",NA,NA,NA,NA,NA,"Lucas, E.J. et al.","2006","11","18","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"ESA053480","ESA053480","Magnoliophyta",NA,NA,NA,"480.0",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"136","2020-11-04 11:15:04-03","ESALQ","ESA","87429","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) Berg","Aguiar, O.T.",NA,NA,NA,"Guillaumon, J.R.","2002","01","25","Brasil","São Paulo","Vinhedo",NA,"-46.9700012207031","-23.0300006866455",NA,NA,"ESA087429","ESA087429","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,NA,NA,NA
"137","2020-11-04 11:15:04-03","ESALQ","ESA","94599","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg","Souza, V.C.",NA,NA,NA,"Viani, R.A.G. et al.","2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell. Floresta Estacional.","-51.3011016845703","-30.2910995483398",NA,NA,"ESA094599","ESA094599","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA
"138","2021-03-31 13:40:33-03","MN","R","142721","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg","Souza, M.C.","2011","09","27","Freire Allemão, F.; Cysneiros, M.",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,"R010052273","R010052273_001",NA,NA,NA,NA,"650 c",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-31 13:40:33-03","MN","R","25413","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg","Souza, M.C.","2010","06","30","Freire Allemão, F.",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,"R000025413","R000025413_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-31 13:40:33-03","MN","R","25414","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg","Sobral, M.","1985","01",NA,"Freire Allemão, F. 692; Cysneiros, M.",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,"R000025414","R000025414_001 R000025414_002",NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-31 13:40:33-03","MN","R","9142","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg","Souza, M.","2011","05","25","Glaziou, A.F.M.","1877","06","14","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000009142","R000009142_001",NA,NA,NA,NA,"8966",NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-31 13:40:33-03","MN","R","9143","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg","Graziela","1970","03","25","Glaziou, A.F.M.","1872","05","18","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000009143","R000009143_001",NA,NA,NA,NA,"5866",NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-31 13:40:33-03","MN","R","231410","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg","Viana, P.L.","2006","01",NA,"Souza, F.S. 169; Viana, P.L.; Abreu, N.L.; Menini Neto, L.; Matozinhos, C.N.; Mota, T. Belchior & Konno, T.","2006","01","22","Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,"R010032220",NA,NA,NA,NA,NA,NA,NA,NA,"Herbário Leopoldo Krieger - CESJ: 46775",NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-31 13:40:33-03","MN","R","231153","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg",NA,NA,NA,NA,"Matozinhos, C.N. 37; Neto, O.J.B.; Mello, B.F.; Salimena, F.R.G. & Nobre, P.H.","2004","08","21","Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,"R010032379",NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora. Herbário CESJ: 42743",NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"145","2021-03-31 13:40:33-03","MN","R","9145","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O. Berg","Sobral, M.","1986","04",NA,"Glaziou, A.F.M.","1889","04","20","Brasil","São Paulo","Mogi das Cruzes",NA,"-46.1883010864258","-23.5228004455566",NA,NA,"R000009145","R000009145_001",NA,NA,NA,NA,"17667",NA,NA,"Plantas do Brasil Central",NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-12 01:35:56-03","UFPI","TEPB","27829","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC) O Borg","Queiroz, A. C. P. de","2009","06","20","Oliveira, A.C.P","2002","03","05","Brasil","Rio Grande do Norte","Rio do Fogo","Àrea do Exército. Distrito de Punaú","-35.3830986022949","-5.27277994155884",NA,NA,NA,NA,NA,NA,NA,NA,"938",NA,NA,"arbusto ca 2,5m alt, fruto verde com listras finas com tom de verde mais escuro e maduro vermelho. Ambiente: Cerrado",NA,NA,"22668","auto",NA,NA,NA,NA,NA,NA,NA
"147","2015-07-02 14:03:23-03","JBP","HPL","11702","S","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella",NA,"H. Lorenzi","2007","10","08","H. Lorenzi","2007","10","08","Brasil","RS","Porto Alegre","Coletado em cultivo no Jardim Botânico.","-51.23","-30.0331",NA,NA,NA,NA,NA,NA,NA,NA,"6349",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"148","2015-07-02 14:03:23-03","JBP","HPL","9903","S","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella",NA,"H. Lorenzi","1996","03","11","A.G. Ribeiro","1996","03","11","Brasil","SP","Rio Claro","Coletado no arboreto da FEPASA.","-47.56","-22.41",NA,NA,NA,NA,NA,NA,NA,NA,"118",NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
