"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"428","2019-03-16 16:22:54-03","UNEMAT","HERBAM","5854","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Piva, JH","Soares, C.R.A.; Melo, J.A.M.; Silva, D.R.; Piva, J.H.; Oliveira, O.F. & Santos, C.C.","7171","2012","11","29",NA,"Brasil","Mato Grosso","Apiacás","Parque Nacional do Juruena, Terra firme","-57.815","-9.093056","234","234",NA,NA,"HERBAM005854",NA,NA,NA,NA,NA,"2012","-57.815","-9.093056","11","29",NA,NA,NA,NA,NA
"429","2019-03-16 16:22:54-03","UNEMAT","HERBAM","5654","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Piva, JH","Soares, C.R.A.; Cabral, F.F.; Ribeiro, I.L.; Meneguzzo, T. & Piva, J.H.","3761","2011","07","20",NA,"Brasil","Mato Grosso","Apiacás","Parque Nacional do Juruena, Terra firme.","-57.895278","-9.388056","210","210",NA,NA,"HERBAM005654",NA,NA,NA,NA,NA,"2011","-57.895278","-9.388056","07","20",NA,NA,NA,NA,NA
"430","2019-06-25 17:37:20-03","UNEMAT","HERBAM","1587","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Sasaki, D","Sasaki, D.; Piva, J.H.","1796","2007","09","27",NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Mata de terra firme.","-55.198299407959","-9.95028018951416",NA,NA,NA,NA,"HERBAM001587",NA,"93610","auto",NA,NA,"2009",NA,NA,"11",NA,NA,NA,NA,NA,NA
"431","2019-02-23 13:15:01-03","UNEMAT","HERBAM","4910","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Simão, SS; Almeida, EA; Rodrigues, L; Soares, CRA","Simão, S.S.; Almeida, E.A.; Rodrigues, L. & Piva, J.H.","56","2010","10","20",NA,"Brasil","Mato Grosso","Alta Floresta","Fazenda Viviane, Floresta ombrófila.","-56.144444","-9.869722",NA,NA,NA,NA,"HERBAM004910",NA,NA,NA,NA,NA,"2010","-56.144444","-9.869722",NA,NA,NA,NA,NA,NA,NA
"432","2019-09-27 18:05:28-03","UFES","VIES","16740","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","R. Moura","Pereira, O.J.; Espindula, E.","6350","2000","08","17",NA,"Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"VIES016740","VIES016740","48150","auto",NA,NA,"2015",NA,NA,"11","13",NA,NA,NA,NA,NA
"433","2019-09-27 18:05:28-03","UFES","VIES","27993","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L. & Castro, R.","6662","2000","11","24",NA,"Brasil","Espírito Santo","Linhares","APP Fazenda Goytacazes.","-40.0722007751465","-19.3910999298096","160","160",NA,NA,"VIES027993","VIES027993","48094","auto",NA,NA,"2000",NA,NA,"11","24",NA,NA,NA,NA,NA
"434","2019-06-27 10:25:45-03","UFES","VIES","1406","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Emygdio, L.","3738",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Niterói","Saco de São Francisco - Morro do Xingu.","-43.1035995483398","-22.88330078125",NA,NA,NA,NA,"VIES001406","VIES001406","14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2021-02-12 18:12:15-03","UFES","VIES","36831","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Gurtler, J.; Dutra, S.C.","JAC 349","2018","01","24",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P2).","-40.442222","-18.784167",NA,NA,NA,NA,"VIES036831","VIES036831",NA,NA,NA,NA,NA,"40º26'32''W","18º47'3''S",NA,NA,NA,NA,NA,NA,NA
"436","2021-01-18 18:18:02-03","UFES","VIES","42869","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","L.C. Pederneiras","Gurtler, J.; Nepomuceno, A.; Sossai, B. G.; Nichio-Amaral, R.; Mello, B. N. Araújo, A. A.","662","2019","04","30",NA,"Brasil","Espírito Santo","Conceição da Barra","Fragmento da Sede abandonada. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042869","VIES042869","41644","auto",NA,NA,"2020",NA,NA,"11","10",NA,NA,NA,NA,NA
"437","2019-06-27 10:25:45-03","UFES","VIES","30815","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Lage, C.; Castro, K.C.","122","2012","07",NA,NA,"Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496","650","650",NA,NA,"VIES030815","VIES030815","17884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2019-06-27 10:25:45-03","UFES","VIES","31335","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Curto, R.A.; Martins, L.T. & Silva, A.E.","37","2010","10","15",NA,"Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496","650","650",NA,NA,"VIES031335","VIES031335","17884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2019-09-27 18:05:28-03","UFES","VIES","22522","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Gomes, J.M.L.","Gomes, J.M.L.","3851","2010","10","24",NA,"Brasil","Espírito Santo","Linhares","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES022522","VIES022522","48094","auto",NA,NA,"2010",NA,NA,"10","24",NA,NA,NA,NA,NA
"440","2019-09-27 18:05:28-03","UFES","VIES","22540","S","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Gomes, J.M.L.","Gomes, J.M.L.","3827","2010","12","20",NA,"Brasil","Espírito Santo","Linhares","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES022540","VIES022540","48094","auto",NA,NA,"2010",NA,NA,"12","20",NA,NA,NA,NA,NA
"441","2013-04-01 09:16:12-03","IPT","BCTW","15899","S","Plantae","Magnoliophyta",NA,NA,"Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,NA,NA,NA,NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"442","2013-04-01 09:19:54-03","IPT","BCTW","6481","S","Plantae","Magnoliophyta",NA,NA,"Sorocea","stenophylla","Sorocea stenophylla","Standl.","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Pará","Belém",NA,"-48.5044","-1.45583",NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"443","2020-12-21 16:35:49-03","MBM","MBM","110155","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.",NA,"Santos, T.S. dos","4286",NA,NA,NA,"Southern America","Brazil","Bahia","Santa Cruz Cabrália","Santa Cruz Cabrália","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"MBM110155","MBM110155","49584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-12-21 16:35:49-03","MBM","MBM","425520","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.","Monteiro, J.","Monteiro, J.","363","2012","08","15","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico, Mata do horto, margem do Rio dos Macacos","-43.245556","-22.965556",NA,NA,NA,"Árvore umbrófila, com cerca de 4,4 metros de altura, folhas glabras, levemente discolores, duras. Inflorescências amareladas. Planta masculina.; Floresta Estacional Semidecidual","MBM425520",NA,NA,NA,NA,NA,NA,"-43.245556","-22.965556",NA,NA,NA,NA,NA,NA,NA
"445","2020-12-21 16:35:49-03","MBM","MBM","130277","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.","Castro, R.M.","Dionizia, F.; et al.; et al.","89","1987","08","10","Southern America","Brazil","Rondônia",NA,"Usina Hidrelétrica Samuel",NA,NA,NA,NA,NA,NA,"MBM130277","MBM130277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2020-12-21 16:35:49-03","MBM","MBM","172260","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.","Machado, A.F.P.","Stehmann, J.R.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Mariléria","Estação Estadual Florestal do Rio Doce. Trliha do Vinhático",NA,NA,NA,NA,NA,"Arvoreta. Fruto alaranjado. Mata atlântiva","MBM172260","MBM172260",NA,NA,NA,NA,"2010",NA,NA,"01","12",NA,NA,NA,NA,NA
"447","2020-12-21 16:35:49-03","MBM","MBM","199160","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.","Carauta, J.P.","Lombardi, J.A.","1266",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Mariléria","Parque Estadual do Rio Doce",NA,NA,NA,NA,NA,NA,"MBM199160","MBM199160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2020-12-21 16:35:49-03","MBM","MBM","282887","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.",NA,"Emmerich, M.; et al.; et al.","5913","1986","07","21","Southern America","Brazil","Mato Grosso","Vila Bela da SS. Trindade","Rod. BR-364",NA,NA,NA,NA,NA,NA,"MBM282887","MBM282887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2020-12-21 16:35:49-03","MBM","MBM","105033","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.","Berg, C.C.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","49887",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Castelo","Caxixa","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"MBM105033","MBM105033","23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2020-12-21 16:35:49-03","MBM","MBM","172268","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.","Machado, A.F.P.","Andrade, P.M.; et al.; et al.","575",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata atlântica. Fruto verde","MBM172268","MBM172268","49886","auto",NA,NA,"2010",NA,NA,"01","12",NA,NA,NA,NA,NA
"451","2020-12-21 16:35:49-03","MBM","MBM","172259","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.","Machado, A.F.P.","Stehmann, J.R.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caratinga","Fazenda Macedônia/CENIBRA - Ipaba","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Arbustivo. Interior da mata. Inflorescências amarelas","MBM172259","MBM172259","49886","auto",NA,NA,"2010",NA,NA,"01","12",NA,NA,NA,NA,NA
"452","2020-12-21 16:35:49-03","MBM","MBM","276951","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.",NA,"Trameirão Neto, E.","3366","2001","10","22","Southern America","Brazil","Minas Gerais","Governador Valadares","Rio Doce","-41.9494018554688","-18.8511009216309",NA,NA,NA,NA,"MBM276951","MBM276951","50833","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2020-12-21 16:35:49-03","MBM","MBM","276950","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj.",NA,"Trameirão Neto, E.","3373","2001","08","17","Southern America","Brazil","Minas Gerais","Governador Valadares","Rio Doce","-41.9494018554688","-18.8511009216309",NA,NA,NA,NA,"MBM276950","MBM276950","50833","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-12-21 16:35:49-03","MBM","MBM","100655","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","strepitans","Clarisia strepitans",NA,"Rosa, N.A.","Rosa, N.A.; Cordeiro, M.R.; Cordeiro, M.R.","1684",NA,NA,NA,"Southern America","Brazil","Amazonas",NA,"Arredores da Serra Aracá",NA,NA,NA,NA,NA,NA,"MBM100655","MBM100655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2019-11-01 15:28:28-03","PUC-RIO","FCAB","1977","PreservedSpecimen","Plantae",NA,"Angiospermae","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","J.P.P. Carauta","P. Capell S.J.","s.n.","1953","02",NA,NA,"Brasil","Rio de Janeiro","Santa Bárbara",NA,NA,NA,NA,NA,NA,"e silva nostra.","001977",NA,NA,NA,NA,NA,"2001",NA,NA,"07","04",NA,NA,NA,NA,NA
"456","2019-10-22 16:33:51-03","UESC","UESC","6432","S","Plantae","Angiospermae","Florideophycidae","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Hanj. & Rossb.",NA,"R.H.R.Sambuichi","1264A","2001","04","09",NA,"Brasil","Bahia","Ilhéus",NA,"-39.185278","-14.709167",NA,NA,NA,"Floresta higrófila raleada sobre plantação de cacau, cabruca.; Árvore: DAP 13,8 cm.","UESC0006432",NA,NA,NA,NA,NA,NA,"39W11'7''","14S42'33''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"457","2019-08-15 09:04:04-03","UESC","UESC","20872","S","Plantae","Angiospermae","Florideophycidae","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Coelho, M.M.","543","2011","12","06",NA,"Brasil","Bahia","Almadina",NA,"-39.603889","-14.705833",NA,NA,NA,"Arvoreta com ca. de 8m de altura.; Presença de Látex.","UESC0020872",NA,NA,NA,NA,NA,NA,"39W36'14''","14S42'21''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"458","2015-09-04 01:23:00-03","MNHN","RECOLNAT_MNHN_P","P00156791","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach","Romaniuc-Neto","Spruce, R.",NA,"1853","1",NA,NA,"Venezuela",NA,NA,"In Casiguiaris silvis",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156791' target='other'> <mi>dwc_moreinfo</mi></a>","P00156791","P00156791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3279",NA,NA
"459","2015-09-05 11:11:23-03","MNHN","RECOLNAT_MNHN_P","P06777431","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Oldeman",NA,"1970","4","23",NA,"Guyane française",NA,NA,"Cayenne. Rive gauche du Yaroupi, Saut des Polissoirs. Guiana Francesa",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06777431' target='other'> <mi>dwc_moreinfo</mi></a>","P06777431","P06777431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 3064",NA,NA
"460","2015-09-05 11:11:23-03","MNHN","RECOLNAT_MNHN_P","P06777432","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Mori, S.|Granville, J.J.",NA,"1976","12","17",NA,"Guyane française",NA,NA,"Säul. Near the Geographic center of the department of Guyane Française. Jouction La Douane-Belvedere. Guiana Francesa",NA,NA,NA,NA,"hb","Plants of Guyane Française. . Field work supported by the National Science Foundation and the Office de la Recjerche Sciemtifique et Technique Outre Mer <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06777432' target='other'> <mi>dwc_moreinfo</mi></a>","P06777432","P06777432_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8789",NA,NA
"461","2015-09-05 11:11:23-03","MNHN","RECOLNAT_MNHN_P","P06777433","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Granville, J.-J. de",NA,"1972","2","7",NA,"Guyane française",NA,NA,"Saül, petit circuit Boeuf Mort, au km1700. Guiana Francesa",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06777433' target='other'> <mi>dwc_moreinfo</mi></a>","P06777433","P06777433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 4283",NA,NA
"462","2015-09-05 11:09:40-03","MNHN","RECOLNAT_MNHN_P","P06777884","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Sastre, C.",NA,"1976","3","13",NA,"Guyane française",NA,NA,"Haut Oyapock, crique Eulepoussing (pusi), layon crique Kukumuli tu-Mt. St. Marcel. Guiana Francesa",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06777884' target='other'> <mi>dwc_moreinfo</mi></a>","P06777884","P06777884_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4381",NA,NA
"463","2015-09-05 11:09:40-03","MNHN","RECOLNAT_MNHN_P","P06777886","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach","Santos & Romaniuc Neto","Prance, G.T.|Steward, W.C.|Harter, F.P.|Ramos, J.F.|Pinheiro, W.S.|Monteiro, O.P.",NA,"1971","2","15",NA,"Brasil","Roraima",NA,"Vicinity of Maitá Indian village. Roraima, Norte, Brasil, América do Sul","-63.4","3.33333",NA,NA,"hb","Plants of Brazilian Amazônia, território do Roraima, Indian trail from Surucucu to Uaicá . . Field work supported in greater part by the National Science Foundation and carried out in collaboration with the Instituto Agronômico do Norte, Belém <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06777886' target='other'> <mi>dwc_moreinfo</mi></a>","P06777886","P06777886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10535",NA,NA
"464","2015-09-05 11:10:10-03","MNHN","RECOLNAT_MNHN_P","P06777900","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach","Santos & Romaniuc Neto","Krukoff, B.A.",NA,"1931","9","1",NA,"Brasil","Pará",NA,"Fordlandia, Tapajos River region. Pará, Norte, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Reçu le 20 janvier 1933 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06777900' target='other'> <mi>dwc_moreinfo</mi></a>","P06777900","P06777900_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1054",NA,NA
"465","2015-09-05 11:10:10-03","MNHN","RECOLNAT_MNHN_P","P06777901","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach","Santos & Romaniuc Neto","Krukoff, B.A.",NA,"1931","12","1",NA,"Brasil","Mato Grosso",NA,"Brésil. Source of the Jatuarana River, Machado River region. Mato Grosso, Centro-oeste, Brasil, América do Sul",NA,NA,NA,NA,"hb","Flora of Brazil. . Reçu le 19 Janvier 1933 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06777901' target='other'> <mi>dwc_moreinfo</mi></a>","P06777901","P06777901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1669",NA,NA
"466","2015-09-05 11:44:13-03","MNHN","RECOLNAT_MNHN_P","P06823597","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Pignal, M.|Oliveira, M.L.|Silva, G.S.",NA,"2010","11","14",NA,"Brasil","Bahia","Firmino Alves",". Firmino Alves, Bahia, Nordeste, Brasil, América do Sul","-39.94333","-14.99833",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06823597' target='other'> <mi>dwc_moreinfo</mi></a>","P06823597","P06823597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3953",NA,NA
"467","2017-03-08 15:33:25-03","MNHN","RECOLNAT_MNHN_P","P06823598","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Pignal, M.|Oliveira, M.L.|Silva, G.S.",NA,"2010","11","14",NA,"Brasil","Bahia","Firmino Alves","Brésil. Bahia, Firmino Alves. Firmino Alves, Bahia, Nordeste, Brasil, América do Sul","-39.94333","-14.99833",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06823598' target='other'> <mi>dwc_moreinfo</mi></a>","P06823598","P06823598_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3954",NA,NA
"468","2015-09-05 11:56:28-03","MNHN","RECOLNAT_MNHN_P","P06880131","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Veyret, Y.",NA,"1977","2","13",NA,"Guyane française",NA,NA,"Guyane. Forêt à Acarouany. Guiana Francesa",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06880131' target='other'> <mi>dwc_moreinfo</mi></a>","P06880131","P06880131_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1555",NA,NA
"469","2015-09-05 11:56:29-03","MNHN","RECOLNAT_MNHN_P","P06880149","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Mori, S.|Gracie, C.|Croat, T.|Maas, H.|Pennington, P.Maas & T.|Reed, D.",NA,"1993","2","9",NA,"Guyane française",NA,NA,"Saül. Vicinity od Eaux Claires, just S of Eaux Claires on the Route de Bélizon . Guiana Francesa",NA,NA,"250",NA,"hb","The New York Botanical Garden Plants of French Guiana. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06880149' target='other'> <mi>dwc_moreinfo</mi></a>","P06880149","P06880149_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22878",NA,NA
"470","2015-09-05 11:56:29-03","MNHN","RECOLNAT_MNHN_P","P06880150","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Prévost, M.F.",NA,"2000","3","26",NA,"Guyane française",NA,NA,"Guyane Française. Station de la Piste de St. Elie. Guiana Francesa","-53.05","5.28333",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06880150' target='other'> <mi>dwc_moreinfo</mi></a>","P06880150","P06880150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3832",NA,NA
"471","2015-09-05 11:56:29-03","MNHN","RECOLNAT_MNHN_P","P06880151","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach",NA,"Cremers, G.|Crozier, F.",NA,"1996","3","14",NA,"Guyane française",NA,NA,"Mont Cabassou - Ile de Cayenne. Guiana Francesa",NA,NA,"60",NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06880151' target='other'> <mi>dwc_moreinfo</mi></a>","P06880151","P06880151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14321",NA,NA
"472","2015-09-04 01:23:00-03","MNHN","RECOLNAT_MNHN_P","P00156792","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach","Romaniuc-Neto","Spruce, R.",NA,NA,NA,NA,NA,"Pérou",NA,NA,"p.p. cum Sorocea muriculata",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156792' target='other'> <mi>dwc_moreinfo</mi></a>","P00156792","P00156792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2015-09-30 02:37:00-03","MNHN","RECOLNAT_MNHN_P","P00156793","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach","Romaniuc-Neto","Sagot, P.A.",NA,"1854","12",NA,NA,"Guyane française",NA,NA,"Acarouany",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156793' target='other'> <mi>dwc_moreinfo</mi></a>","P00156793","P00156793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530",NA,NA
"474","2015-09-30 02:37:13-03","MNHN","RECOLNAT_MNHN_P","P00156794","PreservedSpecimen",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossbach","Romaniuc-Neto","Sagot, P.A.",NA,"1854","12",NA,NA,"Guyane française",NA,NA,"Acarouany",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156794' target='other'> <mi>dwc_moreinfo</mi></a>","P00156794","P00156794_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530",NA,NA
