"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00857970","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","H. S. Irwin","16719","1966","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857970","Magnoliophyta","Boraginales","Cham.","G. Agostini","Mato Grosso",NA,"Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13","550","550","NY00857970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","400879","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","G. G. Hatschbach","50433","1986","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=458241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400879","Magnoliophyta","Boraginales","Cham.","G. G. Hatschbach","Bahia","Bom Jesus da Lapa","Brumado, rod.p/Bom Jesus da Lapa","-43.41","-13.25",NA,NA,"NY00400879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","401037","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","W. R. Anderson","9693","1973","05","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=458243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401037","Magnoliophyta","Boraginales","Cham.","N. Laroda","Mato Grosso",NA,"Ca. 35 km (straight line) ENE of Barra do Garças",NA,NA,"500","500","NY00401037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00857983","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","G. O. A. Malme",NA,"1903","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857983","Magnoliophyta","Boraginales","Cham.",NA,"Mato Grosso","Cuiabá","Cuyabá [Cuiabá]","-56.043867","-15.612755",NA,NA,"NY00857983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00857971","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","H. S. Irwin","16719","1966","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857971","Magnoliophyta","Boraginales","Cham.","G. Agostini","Mato Grosso",NA,"Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13","550","550","NY00857971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00857972","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","G. T. Prance","26244","1979","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857972","Magnoliophyta","Boraginales","Cham.","J. A. Kallunki","Mato Grosso",NA,"Cerrado behind Pocone Agriculture Exposition Center",NA,NA,NA,NA,"NY00857972_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00857981","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","G. G. Hatschbach","32080","1973","05","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857981","Magnoliophyta","Boraginales","Cham.","G. G. Hatschbach","Mato Grosso","Cuiabá","Coxipó.","-56.0967","-15.5961",NA,NA,"NY00857981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00857969","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","H. S. Irwin","15920","1966","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857969","Magnoliophyta","Boraginales","Cham.","G. Agostini","Mato Grosso",NA,"Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13","550","550","NY00857969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00857974","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","S. G. da Fonsêca","194","1967","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857974","Magnoliophyta","Boraginales","Cham.","G. Agostini","Goiás",NA,"Olaria a 5 km de Xavantina.",NA,NA,NA,NA,"NY00857974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00857966","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","H. S. Irwin","17316","1966","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857966","Magnoliophyta","Boraginales","Cham.","G. Agostini","Mato Grosso",NA,"Lower slopes of Serra Azul, ca. 75 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.28","525","525","NY00857966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00857975","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","D. R. Hunt","5534","1966","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857975","Magnoliophyta","Boraginales","Cham.","R. M. Harley","Mato Grosso","Água Boa","Xavantina - Cachimbo road, 65 km from Xavantina.","-52.1583","-14.0503","600","1000","NY00857975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00857984","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","G. O. A. Malme",NA,"1894","04","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857984","Magnoliophyta","Boraginales","Cham.",NA,"Mato Grosso","Cuiabá","Cuyabá [Cuiabá]","-56.043867","-15.612755",NA,NA,"NY00857984_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00857979","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","R. Goodland","257","1966","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857979","Magnoliophyta","Boraginales","Cham.","J. A. Kallunki","Mato Grosso",NA,"57 km East of Cuiba, North of road.",NA,NA,NA,NA,"NY00857979_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-11 10:01:15-03","UNIVASF","HVASFW","425","S","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","D.G. Oliveira","1043","2013","09","10","América do Sul","Brasil",NA,NA,"Árvore ca. de 5,0 m alt.. Caule acinzentado, liso. Lenticelas brancas nos ramos jovens. Folhas alternas, face adaxial glabras e abaxial aveludada. Flores alvas.","HVASFW000425",NA,NA,"Cham.","D.G. Oliveira","Pernambuco","Cabrobó","Reservatório Terra Nova","-39.363556","-8.260056","330","330",NA,"2013","09","23","-39.363556","-8.260056","U",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:29:32-03","UFRJ","RFA","18140","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","D.P. Lima","13144","1973","05","10",NA,"Brasil",NA,NA,"Árvore ca. 6 m de altura por 8 cm de diâmetro. Flores cor de gelo não apresentando quase perfume","RFA36462",NA,NA,"Cham.","E. Tavares","Bahia","Jaguarari","Fazenda Alagoinhas","-40.19580078125","-10.2638998031616",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60045","auto",NA,NA,NA,NA,NA
"26","2020-06-29 11:29:32-03","UFRJ","RFA","9755","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","P. Occhioni","4219","1970","08","00",NA,"Brasil",NA,NA,"Árvore de 4 a 6 m de altura. Flores alvas, muito ornamental","RFA28475",NA,NA,"Cham.",NA,"Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA
"27","2021-03-30 12:35:51-03","EAO","IAN","99739","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Fróes, RL","33526","1957","09",NA,"Southern America","Brasil",NA,NA,"Arbusto de 2 metros.","IAN099739","Dicotiledônea",NA,"Cham.","Stapf, M","Mato Grosso","Corumbá","Estrada de rodagem Serra da Curupira para a margem do Rio Paraguái.",NA,NA,NA,NA,NA,"2005","09","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:35:51-03","EAO","IAN","136125","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Ratter, JA; Santos, RR dos","1585","1968","05","30","Southern America","Brasil",NA,NA,"Shrub (or woody herb), 1,5m tall. Corollas yellow at anthesis, becoming white and later brown; persistent in fruiting.","IAN136125","Dicotiledônea",NA,"Cham.","Ratter, JA","Mato Grosso",NA,"Córrego de Gato, 220km N of Xavantina on the Xavantina-São Felix road.&nf;Growing on a small tree normal (island) surrounded by wet grassy campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:35:51-03","EAO","IAN","137700","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Ratter, JA; Castro, RA de","1267","1968","05","02","Southern America","Brasil",NA,NA,"Small much-branched tree, c 4m tall. Trunk 8cm in diameter at breast leight. Bark smosth. Large leavescrowded at the ends of the branches. Corolla waxy yellow later at first opening, soon becoming greyish-white, and brown later when pe","IAN137700","Dicotiledônea",NA,"Cham.",NA,"Mato Grosso",NA,"15km N of Barra dos Garças on the road to Xavantina.&nf;Growing in cerrado formation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:35:51-03","EAO","IAN","140909","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Irwin, HS; Souza, R","17316","1966","06","17","Southern America","Brasil",NA,NA,"Subshrub ca. 1.5m tall. Corolla white.","IAN140909","Dicotiledônea",NA,"Cham.","Agostini, G","Mato Grosso",NA,"Cerrado and campo margin, lower slopes of Serra Azul, ca. 75km S of Xavantina.",NA,NA,"525","525",NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:35:51-03","EAO","IAN","144874","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Ratter, JA; Castro, RA de","1267","1968","05","02","Southern America","Brasil",NA,NA,"Small much-branched tree, c 4m tall. Trunk 8cm in diameter at breast leight. Bark smosth. Large leavescrowded at the ends of the branches. Corolla waxy yellow later at first opening, soon becoming greyish-white, and brown later when pe","IAN144874","Dicotiledônea",NA,"Cham.",NA,"Mato Grosso",NA,"15km N of Barra dos Garças on the road to Xavantina.&nf;Growing in cerrado formation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:35:51-03","EAO","IAN","99739","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Fróes, RL","33526","1957","09",NA,"Southern America","Brasil",NA,NA,"Arbusto de 2 metros.","IAN099739","Dicotiledônea",NA,"Cham.","Stapf, M","Mato Grosso","Corumbá","Estrada de rodagem Serra da Curupira para a margem do Rio Paraguái.",NA,NA,NA,NA,NA,"2005","09","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2013-07-03 10:35:05-03","EBDA","BAH","4682","S","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","G. C. P. Pinto","179/83","1983","08","08",NA,"Brasil",NA,NA,"Árvore com ramos semi-escandentes.",NA,NA,NA,"Cham.","Oliveira, E.L.P.G. de","Bahia","Curaçá","Riacho do Marinho.","-39.9094","-8.99028",NA,NA,NA,"1992","05",NA,NA,NA,NA,"105662","auto",NA,NA,NA,NA,NA
"34","2013-07-03 10:35:05-03","EBDA","BAH","3867","S","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Oliveira, E.L.P.G. de","397","1981","10","21",NA,"Brasil",NA,NA,"Árvore de 2 m de altura; flores brancas quando jovens; as pétalas ficam marrom depois de secas.",NA,NA,NA,"Cham.","Oliveira, E.L.P.G. de","Bahia","Uauá","Faz. Experimental DNOS.","-39.4817","-9.84139",NA,NA,NA,"1985",NA,NA,NA,NA,NA,"50844","auto",NA,NA,NA,NA,NA
"35","2013-07-03 10:35:05-03","EBDA","BAH","7104","S","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Edna L.P.G. de Oliveira","678","1984","10","03",NA,"Brasil",NA,NA,"Árvore com 6 m de altura, flores alvas com o centro marrom. Muito perfumada.IMPORT. PLANTA: Visitada pelas abelhas.",NA,NA,NA,"Cham.","Oliveira, E.L.P.G. de","Bahia","Ipirá","João Velho.","-39.7372","-12.1583",NA,NA,NA,"1985","02",NA,NA,NA,NA,"44834","auto",NA,NA,NA,NA,NA
"36","2021-03-02 16:28:40-03","CPAN-UFMS","COR","4374","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Pott, A.; Mazza, C.A.S.","4776","1989","05","17",NA,"Brasil",NA,NA,"Arbusto com 1-3m de altura; flor amarela e branca após...; fruto castanho Habito: Arbusto",NA,NA,NA,"Cham.","A. Pott & V. J. Pott","Mato Grosso","Poconé","Estação experimental da EMPA; atual base norte do CPAP; rio Piranema; pantanal","-56.633333","-16.283333","110","110",NA,NA,NA,NA,"56º38'0''W","16º17'0''S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-02 16:28:40-03","CPAN-UFMS","COR","16669","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Pott., A; Pott, V. J. & Moreira, S. N.","16479","2013","04","23",NA,"Brasil",NA,NA,"Arbusto ou arvoreta com 1,50- 3,50 m de altura; flor branca; fruto castanho; vegetação secundária Habitat: Vegetação secundária de cerradão Habito: Arbustivo",NA,NA,NA,"Cham.","Pott, A.","Mato Grosso do Sul","Pedro Gomes","Pantanal; fazenda Santa Luzia do Corixão","-54.532222","-18.110556","185","185",NA,"2013","04","23","54º31'56''W","18º6'38''S",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:52:48-03","NBC","NL-BOTANY","L.2750752","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2750752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2750752",NA,"Boraginales","Cham.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2750752",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 08:52:48-03","NBC","NL-BOTANY","U.1154283","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Irwin HS; Souza R; Grear JW; Reis dos Santos R",NA,"1966","06","09","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154283",NA,"Boraginales","Cham.",NA,NA,NA,"Plants of the Planalto do Brasil, Drainage of the upper Rio Araguaia, Estado de Mato Grosso, ca. 20 km S. of Xavantina, Mato Grosso.",NA,NA,NA,NA,"NL-U1154283",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-11-04 11:03:29-03","ESALQ","ESA","42139","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Árbocz, G.F.; Ivanauskas, N.M. Silva, M.M.R. Zanella, J.","3728.0","1997","03","28",NA,"Brasil",NA,NA,"Arbusto de 1m. Flores novas amarelas, velhas brancas. Frutos maduros marrons.","ESA042139","Magnoliophyta",NA,"Cham.","Árbocz, G.F. & Ivanauskas, N.M.","Mato Grosso","Nova Xavantina","Fazenda Brasil, estrada para a Serra Azul em direção à Fazenda Ouro e Prata. Savana Florestada (Cerrado). Relevo ondulado. Solo pouco desenvolvido, de origem arenítica.","-522.904","-145.314",NA,NA,"ESA042139",NA,NA,NA,"-522,904","-145,314",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:03:29-03","ESALQ","ESA","42138","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Nave, A.G.; Dário, F.R. , Lopes, R.F. Bertani, D.F.","2070.0","1997","09","11",NA,"Brasil",NA,NA,"Arbustivo. Altura de 2, 0 m e com flor marrom.","ESA042138","Magnoliophyta",NA,"Cham.","Souza, J.P.","Mato Grosso","Pontes e Lacerda","Estrada na Mineradora Santa Elina. Savana Arbórea Aberta. Beira de estrada, antropizado","-594.645","-14.31",NA,NA,"ESA042138",NA,NA,NA,"-594,645","-14.31",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:03:29-03","ESALQ","ESA","42137","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Dário, F.R.; Nave, A.G.; Lopes, R.F.; Carneiro, P.H.M.","1071.0","1997","03","28",NA,"Brasil",NA,NA,"Arbusto. Altura de 2, 5 m. e com flor amarela","ESA042137","Magnoliophyta",NA,"Cham.","Souza, V.C.","Mato Grosso","Gaúcha do Norte","Estrada Gaúcha do Norte - Paranatinga. Savana Árborea Aberta. Beira de estrada","-53.17","-133.706",NA,NA,"ESA042137",NA,NA,NA,"-53.17","-133,706",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:03:29-03","ESALQ","ESA","49396","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","17196.0","1997","05","24",NA,"Brasil",NA,NA,"Arbusto, ca. 1, 2 m alt.; corola passando de alva para creme-amarelada.","ESA049396","Magnoliophyta",NA,"Cham.","Souza, V.C.","Mato Grosso","Nobres","Gleba Coqueiral. Cerca de 43 Km ENE (em linha reta) de Nobres. Savana arborizada (cerrado).","-55.57","-14.35",NA,NA,"ESA049396",NA,NA,NA,"-55.57","-14.35",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:03:29-03","ESALQ","ESA","49395","PreservedSpecimen","Plantae","Boraginaceae","Cordia","insignis","Cordia insignis","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16697.0","1997","05","20",NA,"Brasil",NA,NA,"Arbusto, até 2 m alt.; botões creme-amarelados; flores alvas.","ESA049395","Magnoliophyta",NA,"Cham.","Ivanauskas, N.M.","Mato Grosso","Alto Paraguai","11 Km WSW (em linha reta) de Alto Paraguai. Estrada para Tira Sentido. Borda de savana florestada (cerradão) em área alagável.","-56.35","-14.33",NA,NA,"ESA049395",NA,NA,NA,"-56.35","-14.33",NA,NA,NA,NA,NA,NA,NA,NA
