"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00926356","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","H. S. Irwin","28776","1971","01","20","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, summit and upper slopes, south side of Serra da Piedade, ca. 5 km N. of Caeté","-43.49265","-20.1263","2000","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926356","NY00926356_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00926351","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","G. G. Hatschbach","30043","1972","08","07","South America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó.","-43.539757","-19.388386",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926351","NY00926351_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00926361","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","L. P. Roth","18803","1957","07","20","South America","Brazil","Minas Gerais","Caeté","Serra da Piedade.","-43.675674","-19.822323",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926361","NY00926361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00926365","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","G. G. Hatschbach","31592","1973","02","14","South America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fda. Palacio.","-43.7447","-19.5136","1350","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926365","NY00926365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","622911","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","A. C. Brade","19334","1948","08","21","South America","Brazil","Espírito Santo",NA,"Cachoeira de Itapemerim - Vargem Alta - Morro de Sal.","-41.018318","-20.669524",NA,NA,"sheet","Jardim Botanico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=329537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622911","NY00622911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00926364","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze",NA,"G. G. Hatschbach","29879","1972","08","05","South America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó.","-43.539757","-19.388386",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926364","NY00926364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00926372","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","J. P. Lanna Sobrinho","1939","1971","10","29","South America","Brazil","Minas Gerais","Caeté","Serra da Piedade.","-43.675674","-19.822323",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926372","NY00926372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00926373","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze",NA,"D. C. Zappi","8131","1985","09","01","South America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral. Fazenda da Onça.","-44.1719","-17.7575","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926373","NY00926373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00926366","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze",NA,"R. de Mello-Silva","10037","1986","09","02","South America","Brazil","Minas Gerais","Grão Mogol","Nascente do Córrego das Taiobeiras.","-42.8894","-16.5594","950","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926366","NY00926366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00926367","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze",NA,"W. A. Teixeira","25196","1994","07","12","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. M. B. R.","-43.8014","-20.2533",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926367","NY00926367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","637116","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","W. R. Anderson","7430","1973","03","18","South America","Brazil","Goiás","Teresina de Goiás","20 km by road S of Terezina. Chapada dos Veadeiros.","-47.2647018432617","-13.7763996124268","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=329538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637116","NY00637116_01","42211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00926354","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","H. S. Irwin","20146","1968","02","15","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926354","NY00926354_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00998172","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","M. Alves","F. R. Fosberg","43344","1962","10","28","South America","Brazil","São Paulo","Riberão Pires","Serra do Moji, 1/2 to 1 km west of above Santos, Alto da Serra.",NA,NA,"760","840","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998172","NY00998172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1747913","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","A. C. Araújo","A. C. Araújo","1817","2010","03","03","South America","Brazil","Minas Gerais","Santana do Pirapama","Serra do Cipó, Capela de São José, Cachoeira do Quartel.","-43.7783","-18.975","660",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2012550' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747913","NY01747913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00926375","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze",NA,"C. Kocziki","302","1973","10","20","South America","Brazil","Minas Gerais","Caeté","Serra da Piedade.","-43.675674","-19.822323",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002803' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926375","NY00926375_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00926360","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","W. R. Anderson","8881","1973","04","14","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, 9 km by road SW of Mendanha and the Rio Jequití on road to Diamantina","-43.56013","-18.1575","1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926360","NY00926360_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00926352","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","H. S. Irwin","12496","1966","02","10","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926352","NY00926352_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00926374","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","E. R. Guaglianone","J. R. Pirani","5773","1984","11","02","South America","Brazil","Minas Gerais","São Thomé das Letras",NA,"-44.9853","-21.7222",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926374","NY00926374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","637117","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","H. S. Irwin","23555","1969","02","19","South America","Brazil","Minas Gerais",NA,"Sandy cerrado with outcrops and low woods bordering creek, ca. 15 km west of Grao Mogol. Serra do Espinhaço.",NA,NA,"950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=329536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637117","NY00637117_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00926359","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","W. R. Anderson","6763","1973","03","09","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926359","NY00926359_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","622910","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","T. M. Koyama","C. Farney","598","1985","02","07","South America","Brazil","Rio de Janeiro","Macaé","Pico do Frade.","-44.493733","-22.950259","1250","1350","sheet","Jardim Botanico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=329539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622910","NY00622910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:52:05-03","EAO","IAN","138710","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","Kuntze","Koyama, T","Irwin, HS; Harley, RM","28776","1971","01","20","Southern America","Brasil","Minas Gerais",NA,"Serra da Piedade.",NA,NA,"2000","2000",NA,"Caespitose, the fertile stems to ca. 75cm tall. forming large clumps near outcrops. Summit and upper slopes onS. side.","IAN138710",NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:52:05-03","EAO","IAN","129789","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","Kuntze","Koyama, T","Irwin, HS; Grear Jr., JW; Grear Jr., JW","12496","1966","02","10","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros.",NA,NA,"1000","1000",NA,"Caepitose, to 1 m. tall. Rocky slopes, wet campo, and creek, margin.","IAN129789",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:52:05-03","EAO","IAN","138801","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","Kuntze","Koyama, T","Irwin, HS; Harley, RM","30217","1971","01","13","Southern America","Brasil","Minas Gerais",NA,"Serra do Espinhaço, outcrops. Steep iron rich rocky slopes, near summit of Serra da Piedade, ca. 35 Km E of Belo Horizonte, near BR 31.",NA,NA,"1800","1800",NA,"Culms to ca. 1m tall.","IAN138801",NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:13:02-03","NBC","NL-BOTANY","L.1372921","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cryptangium","minarum","Cryptangium minarum","(Nees) Boeckeler",NA,"Vincent D",NA,"1919","11","01","Southern America","Brazil",NA,NA,"Brésil: Umar Geraen Cmeinzao.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1372921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1372921","NL-L1372921",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:14:14-03","NBC","NL-BOTANY","U.1601310","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Lagenocarpus","claussenii","Lagenocarpus claussenii","(C.B.Clarke) H.Pfeiff.","Mayo SJ","Furlan A; et al.",NA,"1981","09","08","Southern America","Brazil","Bahia",NA,"Muougê. Estrada nova Andaraí-Muougê, entre 11-13 Km de Muougê.",NA,NA,NA,NA,NA,"Em solo arenoso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1601310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1601310",NA,NA,NA,"1983","Magnoliopsidae","01","07",NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:14:14-03","NBC","NL-BOTANY","WAG.1768209","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","Koyama T","Hatschbach GG",NA,"1972","08","05","Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó (Mun. Jaboticatuba).","-43.75","-19.5",NA,NA,NA,"Ao longo de córrego encapoeirado.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1768209 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1768209","NL-WAG1768209",NA,NA,NA,"Magnoliopsidae",NA,NA,"-43.75","-19.5","WAG0375428",NA,NA,NA
"38","2020-02-08 10:14:14-03","NBC","NL-BOTANY","WAG.1768210","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze","Koyama T","Hatschbach GG",NA,"1972","08","05","Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó (Mun. Jaboticatuba).","-43.75","-19.5",NA,NA,NA,"Ao longo de córrego encapoeirado.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1768210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1768210","NL-WAG1768210",NA,NA,NA,"Magnoliopsidae",NA,NA,"-43.75","-19.5","WAG0375427",NA,NA,NA
"39","2020-02-08 10:14:14-03","NBC","NL-BOTANY","WAG.1768211","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","(Nees) Kuntze",NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","20","Southern America","Brazil",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Summit and upper slopes on S. side Serra da Piedade. Ca. 5km N. of Caeté.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1768211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1768211","NL-WAG1768211",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0006488","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","clausseni","Lagenocarpus clausseni","H.Pfeiff.","W. Thomas","G. Hatschbach;","48325","1984","9","17",NA,"Brazil","Bahia",NA,"Mucuge, Rodovia para Andarai, Bahia","-41.369808","-12.996334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0006487","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","minarum","Lagenocarpus minarum","Kuntze","F. A. Vitta","G. Hatschbach;","30043","1997","8","7",NA,"Brazil","Minas Gerais",NA,"Serra do Cipo (Mun. Jaboticatubas) Minas Gerais","-43.746102","-19.514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:33:49-03","UFJF","CESJ","18803","PreservedSpecimen","Plantae","Angiosperma",NA,"Cyperaceae","Cryptangium","minarum","Cryptangium minarum","(Nees) Boeckeler","F.A. Vitta","L. Roth","s.n.","1957","07","20","América do Sul","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,"Em formações densas do cerrado, na encosta da serra.","CESJ018803",NA,"22051","auto","2009",NA,"07",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:33:49-03","UFJF","CESJ","43261","PreservedSpecimen","Plantae","Angiosperma",NA,"Cyperaceae","Cryptangium","minarum","Cryptangium minarum","(Nees) Boeckeler","M.Alves","C.N. Matozinhos; B.F.Mello; F.S. Souza","159","2004","11","13","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Acima da Gruta do Funil. Aproximadamente 1300 m alt.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Erva ereta em campo rupestre.","CESJ043261",NA,"20815","auto","2009",NA,"04","28",NA,NA,NA,NA,NA,NA
