"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","sex"
"256","2020-12-11 11:42:41-03","UFMG","BHCB","34259","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,"2013","04",NA,"Oliveira, RS","1997","01","07","Brasil","Minas Gerais","Belo Horizonte","Bairro Funcionários.","-43.937801361084","-19.9207992553711",NA,NA,"Árvore, 5m. Folhas membranosas, corola lilás; Canteiros em áreas urbanas","BHCB010202",NA,"Dicotyledon",NA,"112","Southern America",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-12-11 11:42:41-03","UFMG","BHCB","1831","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,"2013","04",NA,"Grandi, TSM","1980","01","12","Brasil","Minas Gerais","Belo Horizonte","Horto.","-43.937801361084","-19.9207992553711",NA,NA,"arbusto ou árvore; campo","BHCB010209",NA,"Dicotyledon",NA,"134","Southern America",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-12-11 11:42:41-03","UFMG","BHCB","4497","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,"2013","04",NA,"Grandi, TSM","1980","01","12","Brasil","Minas Gerais","Belo Horizonte","Horto.","-43.937801361084","-19.9207992553711",NA,NA,"arbusto ou árvore; campo",NA,NA,"Dicotyledon",NA,"134","Southern America",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-12-11 11:42:41-03","UFMG","BHCB","50598","PreservedSpecimen","Plantae","Verbenaceae","Duranta","plumieri","Duranta plumieri","Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-12-11 11:42:41-03","UFMG","BHCB","130399","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Felix, DF","2007","03","22","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, Coletada em frente a produção de mudas. Área 7.","-43.915972","-19.891611","-43.915972","-19.891611","Arbusto de 2,50 metros. Flores com corola branco-amarelada e com odor perfumado. Frutos maduros laranjas.",NA,NA,"Dicotyledon",NA,"124","Southern America",NA,"820","820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-12-11 11:42:41-03","UFMG","BHCB","194028","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,"2018","12",NA,"Vieira, KIC; Resende, HC; Werneck, HA","2018","11","04","Brasil","Minas Gerais","Mariana","Fazenda da Palha, Sede da Fazenda da Palha- Camargos","-43.400972","-20.316056","-43.400972","-20.316056","Individuo com nº de ponto 024 - ID: RD 038","BHCB194028",NA,"Dicotyledon",NA,"185","Southern America",NA,"833","833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-12-11 11:42:41-03","UFMG","BHCB","70488","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Krieger, L",NA,NA,NA,"Brasil","Minas Gerais","Entre Rios de Minas","Fazenda da Pedra.","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,NA,"Dicotyledon",NA,"7761","Southern America",NA,NA,NA,"20620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-30 17:09:50-03","UFMA","MAR","9050","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"COSTA, L. B. S.","2016","08","19","Brasil","Maranhão","São Luís","Universidade Federal do Maranhão","-44.307111","-2.5545","44º18'25.6W","02º33'16.2S","Flor lilás, fruto amarelo alaranjado, presença de espinhos. Nome popular: Pingo de ouro.",NA,NA,NA,NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-30 17:09:50-03","UFMA","MAR","2264","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Antonio Augusto","1986","06","27","Brasil","Maranhão","São Luís","Centro da Cidade","-44.296389","-2.529444","44º17'47W","02º31'46S","Planta cultivada em jardim, heliófila, arbusto, flores azuis",NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-05-27 04:38:00-03","MO","MOBOT","3411772","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner (MO)",NA,NA,NA,"Moises Mendoza|R.N. Ledezma","2002","3","2","Bolivia","Santa Cruz","Andrés Ibáñez","Cindad de Santa Cruz, radial 27, calle rió negro, pasando tres cuadras del cuato amillo, Vivero Carlitos.","-63.1713889","-21.8780556",NA,NA,NA,NA,NA,NA,NA,"Mendoza 174","South America",NA,"612.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"266","2008-05-27 22:02:00-03","MO","MOBOT","1066813","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner(MO)",NA,NA,NA,"Tamara Núñez|Sandoval, Sonya|J. Machuca","1995","11","11","Ecuador","Manabí","Montecristi","Cerro Montecristi. Carretera Manta - Jipijapa, entrada por Montecristi o El Chorrillo. Bosque seco Pre-Montano. Bosque secundario.","-80.68333","-1.03333",NA,NA,NA,NA,NA,NA,NA,"Núñez 350","South America",NA,"300.00000000","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2010-02-18 16:41:00-02","MO","MOBOT","1074732","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner (MO)",NA,NA,NA,"Elizabeth L. Besse|Harry E. Luther|Dalton, J.","1985","12","1","Ecuador","Esmeraldas",NA,"Vic. San Mateo, tropical moist forest.","-79.63333","0.88333",NA,NA,NA,NA,NA,NA,NA,"Besse 2301","South America",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"268","2014-04-04 05:49:00-03","MO","MOBOT","1239682","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner(MO)",NA,NA,NA,"Rodolfo Vásquez|Rocío Rojas","1997","12","8","Peru","Cajamarca","San Ignacio","Namballe, Río Namballe. Bosque de rivera de Río.","-79.08861","-5.00083",NA,NA,NA,NA,NA,NA,NA,"Vásquez Martínez 25194","South America",NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA
"269","2017-05-16 10:46:00-03","MO","MOBOT","1556530","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner (MO)",NA,NA,NA,"H. van der Werff|et al.","2001","3","25","Peru","Cajamarca","Jaén","Dry scrub along Marañon, between Chamayo and Corral Quemado.","-78.8","-5.7",NA,NA,NA,NA,NA,NA,NA,"van der Werff 16407","South America",NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,"274",NA
"270","2014-01-27 21:47:00-02","MO","MOBOT","1839530","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R. Sanders",NA,NA,NA,"Beatriz Madrigal","1982","2","25","Colombia","Antioquia","Medellín","Pedios de la Universidad de Antioquia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madrigal 56","South America",NA,"1480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2015-08-22 05:41:00-03","MO","MOBOT","1902242","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner (MO)",NA,NA,NA,"Ronald L. Liesner|Ángel C. González|R.C. Wingfield","1979","6","20","Venezuela","Falcón",NA,"Cucaire, Sierrs de San Luis. 134 km post.","-69.76666","11.13333",NA,NA,NA,NA,NA,NA,NA,"Liesner 7656","South America",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145",NA
"272","2009-07-15 12:23:00-03","MO","MOBOT","2291144","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Renée H. Fortunato","1979","7","1","Argentina",NA,NA,"Palermo, enfrente de la Embajada de EE.UU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fortunato 22","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2008-05-27 22:02:00-03","MO","MOBOT","2660281","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Atkins, S. (K)",NA,NA,NA,"M.B. Klitgaard","1997","1","31","Ecuador","Loja",NA,"3 km on dirttrack off road Catamayo-Loja, km 7.","-79.31666","-3.93333",NA,NA,NA,NA,NA,NA,NA,"Klitgaard 387","South America",NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2009-12-24 06:58:00-02","MO","MOBOT","2887508","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner",NA,NA,NA,"Shunsuke Tsugaru","1987","11","17","Brazil",NA,NA,"Estado de São Paulo: Rua Fernando Pessoa, Jandira, São Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsugaru B-2113","South America",NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2014-04-10 05:40:00-03","MO","MOBOT","2887679","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Ramón Ferreyra","1949","4","28","Peru","Piura",NA,"Querocotillo, cerca Sullana. Cultivada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ferreyra 6006","South America",NA,"50.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2008-05-27 22:02:00-03","MO","MOBOT","2887735","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Miriam Colella","1989","9","28","Venezuela","Bolívar",NA,"Cercanías al Palmar, Minas de Manganeso-Dolomita. Bosque deciduo en diferentes estados sucesionales. Suelos probablemente alcalinos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colella 1546","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2012-05-04 05:16:00-03","MO","MOBOT","2887746","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Cyril Allen","1924","8","10","Colombia","Magdalena",NA,"Rincon Hondo. Forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen 366","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2011-03-01 12:21:00-03","MO","MOBOT","2887769","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"R. Romero Castañeda","1944","10","24","Colombia","Magdalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romero Castañeda 219","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2009-09-02 15:16:00-03","MO","MOBOT","2887813","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Calaway H. Dodson|Alwyn H. Gentry|Walter A. Palacios|Jorge Zaruma","1984","7","28","Ecuador","Esmeraldas",NA,"Km 8 entre el Y en la carretera en el km 100, Esmeraldas-La Tola y Borbon. A lado de la carretera.","-79.083","1.083",NA,NA,NA,NA,NA,NA,NA,"Dodson 14592","South America",NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2009-07-17 07:39:00-03","MO","MOBOT","2887828","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Émile Hassler","1913",NA,NA,"Paraguay","Paraguarí",NA,"Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 11708","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2008-05-27 22:02:00-03","MO","MOBOT","2887900","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Julian A. Steyermark","1974","7","5","Venezuela","Lara",NA,"Menez. Lomas secas, vegetación achaparrada tropófila, 17-18 km. al sur de Quíbor hacia Cubiro.","-69.61666","9.86666",NA,NA,NA,NA,NA,NA,NA,"Steyermark 110054","South America",NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2008-05-27 22:02:00-03","MO","MOBOT","2887937","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Diaz","1984","10","18","Venezuela","Miranda",NA,"Los Teques, Urb. La Macarena Sur. Ladera de una depresión intervenída, ocupando un terreno pedregoso, rodeado de maleza y árboles aislados.","-67.03333","10.35",NA,NA,NA,NA,NA,NA,NA,"Diaz 1","South America",NA,"1175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2008-05-27 22:02:00-03","MO","MOBOT","2887995","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"G.J. Schwarz","1945","10","1","Argentina","Misiones","Candelaria","Santa Ana.","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,"Schwarz 1305","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2015-07-26 05:59:00-03","MO","MOBOT","2888166","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"F.J. Breteler","1964","7","30","Venezuela","Mérida",NA,"30 km S.W. of Merida along road to San Cristóbal. Arid area. Narrow gully with small trees and shrubs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breteler 4063","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2010-02-09 21:36:00-02","MO","MOBOT","2888242","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Luis E. Forero|Nelly Hernández","1983","11","19","Colombia","Valle del Cauca","Cali","Departmento del Valle; cali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forero Pinto 1547","South America",NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2013-08-23 04:12:00-03","MO","MOBOT","2888252","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Wilson Devia A.","1983","4","29","Colombia","Valle del Cauca","Tuluá","Jardin Botanico. Casa Administracion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Devia Alvarez 140","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2011-02-07 11:01:00-02","MO","MOBOT","2888360","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Emma Cerrate","1980","11","18","Peru","Lima",NA,"Ciudad Universitaria, Pabellón de Quimica. Cultivado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerrate 7675","South America",NA,"157.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2009-10-24 06:29:00-02","MO","MOBOT","2887626","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"George Eiten|Liene T. Eiten|Itiriki Mimura","1965","2","6","Brazil","São Paulo",NA,"Mun. de Paraguacu Paulista: 6 km north of city of Paraguacu Paulista. At forest station. Remnant cerradao with trees (mostly angico) 10-12 m tall with open canopy, and almost continuous undercover of lower trees.","-50.56666","-22.36666",NA,NA,NA,NA,NA,NA,NA,"Eiten 5833","South America",NA,"500.00000000","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2015-02-16 20:06:00-02","MO","MOBOT","2888472","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Olga Salazar de Benavides",NA,NA,NA,"Colombia","Nariño","Tumaco","A 2 k de Tangareal. Orillas del rio Mira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benavides 1372","South America",NA,"17.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2008-05-27 22:02:00-03","MO","MOBOT","2888503","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"W.A. Córdoba","1984","9","30","Colombia","Chocó","Quibdo","Barrio El Silencio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cordoba 387","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2013-10-05 06:35:00-03","MO","MOBOT","2888514","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Julian A. Steyermark|Ronald L. Liesner|Ángel C. González","1979","11","12","Venezuela","Táchira",NA,"evergreen, dry forested slopes bordering vertical limestone bluff, Sierra El Casadero, 13 km north of Rubio, between Las Dantas and Las Adjuntas.","-72.38333","7.71666",NA,NA,NA,NA,NA,NA,NA,"Steyermark 120116","South America",NA,"900.00000000","1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2008-05-27 22:02:00-03","MO","MOBOT","2888531","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"O.O. Miller","1901","7","15","Venezuela",NA,NA,"El Valle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miller 115","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2008-05-27 22:02:00-03","MO","MOBOT","2889713","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner (MO)",NA,NA,NA,"Émile Hassler","1913",NA,NA,"Paraguay",NA,NA,"Regio lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 11708","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2011-05-11 14:37:00-03","MO","MOBOT","2901862","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner (MO)",NA,NA,NA,"Frieda Billiet|B. Jadin","1993",NA,NA,"Bolivia","Tarija",NA,"Route Villa Montes, 15km aprés Entre Rios. Forêt de montagne.","-64.2333333","-21.4333333",NA,NA,NA,NA,NA,NA,NA,"Billiet 6072","South America",NA,"1850.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"295","2010-10-12 15:12:00-03","MO","MOBOT","3310912","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner (MO)",NA,NA,NA,"Santiago Madriñán|César E. Barbosa","1989","7","26","Colombia","Magdalena",NA,"Alto Rio Frio Cabeceras del Rio Congo; Ciudad Antigua; por el camino al Alto del Chimborazo.","-74.0666667","10.9833333",NA,NA,NA,NA,NA,NA,NA,"Madriñán R. 527","South America",NA,"1100.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"296","2010-10-16 15:11:00-03","MO","MOBOT","3343110","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R. Liesner (MO)",NA,NA,NA,"Gerardo Aymard|Nidia Cuello","1991","5","18","Venezuela","Portuguesa",NA,"Dtto Guanare. Mesa de Cavacas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aymard C. 9317","South America",NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2009-12-24 06:38:00-02","MO","MOBOT","3343163","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Shunsuke Tsugaru|Yotaro Sano","1987","7","18","Brazil","Pará",NA,"Belém. Cultivated in the streets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsugaru B-272","South America",NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2009-12-25 09:48:00-02","MO","MOBOT","3343165","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner",NA,NA,NA,"Shunsuke Tsugaru|Keiichi Mizoguchi","1987","7","6","Brazil","São Paulo",NA,"In precincts of the Oomoto Hakko-en, Fernando Pessoa, Jandira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsugaru B-45","South America",NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2010-01-05 09:05:00-02","MO","MOBOT","3400077","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"M. F. Prévost","2004",NA,NA,"French Guiana","Cayenne",NA,"Domaine de Montabo. Jardin Arbuste","-52.33333","4.93333",NA,NA,NA,NA,NA,NA,NA,"Prévost 4848","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2008-05-27 22:02:00-03","MO","MOBOT","3400845","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Schulz","1969",NA,NA,"Argentina","Chaco",NA,"Colonia Benitez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schulz 17029","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2008-05-27 22:02:00-03","MO","MOBOT","3447266","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","L. Liesner (MO)",NA,NA,NA,"Anonymous",NA,NA,NA,"Peru",NA,NA,"Native of Peru. Date prepared: 30 Mar 1962 by P.C. Hutchison.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anonymous s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2008-05-27 22:02:00-03","MO","MOBOT","442046","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner(MO)",NA,NA,NA,"Thomas B. Croat","1993","3","5","Venezuela","Falcón",NA,"Along road between San Luis and Curimagua; roadside.","-69.66666","11.2",NA,NA,NA,NA,NA,NA,NA,"Croat 74443","South America",NA,"860.00000000",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"491",NA
"303","2008-05-27 22:02:00-03","MO","MOBOT","442559","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner(MO)",NA,NA,NA,"Carlos E. Cerón|Miguel Cerón","1987","11","16","Ecuador","Pichincha",NA,"Parroquia Calacalí. Reserva Geobotánica Pululahua, camino a los tanques de captación de agua. b.h.M.B.; b.s.M.B.; y; b.h.P.M.","-78.5","0.08333",NA,NA,NA,NA,NA,NA,NA,"Cerón Martínez 2742","South America",NA,"2000.00000000","2500.00000000",NA,NA,NA,NA,NA,NA,"10",NA,NA,"87-44",NA
"304","2011-06-09 17:10:00-03","MO","MOBOT","444163","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner (MO)",NA,NA,NA,"Calaway H. Dodson|et al.","1978","4","26","Ecuador","Los Ríos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dodson 6925","South America",NA,"0E8","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2008-05-27 22:02:00-03","MO","MOBOT","445560","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Ronald Liesner (MO)",NA,NA,NA,"Baltasar Trujillo|et al.","1982","8","2","Venezuela","Trujillo",NA,"Distrito Boconó, Burbusay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trujillo 18068","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"80-92",NA
"306","2008-05-27 22:02:00-03","MO","MOBOT","447172","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Alwyn H. Gentry|Camilo Díaz S.","1987","6","9","Peru","Tumbes",NA,"Cerros de Amotape, Quebrada Los Conejos, ca. 25 km SE of Cherrelique. Premontane moist forest. Transect 1","-80.61666","-4.15",NA,NA,NA,NA,NA,NA,NA,"Gentry 58240","South America",NA,"820.00000000",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"87-146",NA
"307","2008-05-27 22:02:00-03","MO","MOBOT","765265","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner(MO)",NA,NA,NA,"Elsa M. Zardini","1991","5","31","Paraguay","Central",NA,"Cultivated at Calle 25 de Mayo, near Fundación Moisés Bertoni.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 27260","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"578",NA
"308","2014-11-11 11:50:00-02","MO","MOBOT","806047","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner(MO)",NA,NA,NA,"Blas Pérez","1991","10",NA,"Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,"Pérez Maricerich 1279","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"6",NA
"309","2008-05-27 22:02:00-03","MO","MOBOT","1068250","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","R.Liesner(MO)",NA,NA,NA,"R.D. Locke|et al.","1995","8","28","Paraguay","Central",NA,"Asunción: American Embassy.","-57.66666","-25.26666",NA,NA,NA,NA,NA,NA,NA,"Locke 11","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1",NA
