"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"49","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050516","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","G. Hatschbach","40654","1977","12","28",NA,"Brazil",NA,NA,"Árvore, 8 m, flores alvas, odoríferas.",NA,NA,"Rio Bromado (Mun. Morretes).",NA,NA,"Magnoliophyta","Ericales","Benth.","A. Bida","Parana",NA,"-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:46:19-03","UFJF","CESJ","9893","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","L. Krieger","CESJ9893","1971","01","30","América do Sul","Brasil",NA,NA,"Na mata; árvore pequena; frutos verdes.","CESJ009893",NA,"Araras - Mª Comprida",NA,NA,"Angiosperma",NA,"Benth.","J.L.M. Aranha Filho","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,"36524","auto","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-04-07 11:48:59-03","UFMS","CGMS","78448","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","G. Hatschbach","17645","1967","10","30",NA,"Brasil",NA,NA,"Flor alva. Habitat: Orla do capão. Habito: Arvoreta.","CGMS1111459",NA,"Colônia Roseira.",NA,NA,NA,NA,"Benth.",NA,"Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:42:12-03","UNICAMP","UEC","166687","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1267","2008",NA,NA,NA,"Brazil",NA,NA,"K1428 Árvore, ca. 9 m, sem flores ou frutos. Abundância: 6 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039955",NA,"PESM. Núcleo Santa Virgínia - Parcela K.","1079","1093","Magnoliopsida",NA,"Benth.","Aranha, JLM","São Paulo","São Luiz do Paraitinga","-45.067778","-23.325556","UEC039955",NA,NA,"2009",NA,"-45.067778","-23.325556",NA,NA,NA,NA,NA,NA
"53","2019-08-20 10:27:11-03","UNICAMP","UEC","134712","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Urbanetz, C; Muniz, MRA; Harder, ICF; Destro, GFG; Moreira-Coneglian, IR; Paula-Souza, J","34","2003",NA,NA,NA,"Brazil",NA,NA,"Vegetação secundária de floresta ombrófila densa montana, com trechos mais preservados sobre rochas cársticas (calcáreas). Árvore",NA,NA,"Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e do Minotauro","820","820","Magnoliopsida",NA,"Benth.","Rodrigues, RR","São Paulo","Guapiara","-48","-24",NA,NA,NA,NA,NA,"-48","-24",NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:27:11-03","UNICAMP","UEC","134654","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Bortoleto, S; Rodrigues, RR; Araújo, AO; Freire, RAP; Capretz, RL; Castellen, M","79","2002",NA,NA,NA,"Brazil",NA,NA,"Floresta estacional semidecidual/floresta ombrófila densa montana. Beira de trilha. Árvore de 10 m de altura. Fruto imaturo verde, maduro verde-azulado escuro",NA,NA,"Parque Estadual Carlos Botelho, Núcleo São Miguel Arcanjo. Trilha do Rio Taquaral",NA,NA,"Magnoliopsida",NA,"Benth.","Mariz, J; Groppo Jr, M","São Paulo","São Miguel Arcanjo","-47","-24",NA,NA,NA,NA,NA,"-47","-24",NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:42:12-03","UNICAMP","UEC","160450","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","472","2011","01","25",NA,"Brazil",NA,NA,"Material vegetativo. Cerca de 9 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039434",NA,"Parque Estadual da Serra do Mar","999","999","Magnoliopsida",NA,"Benth.","Marchiori, NM","São Paulo","São Luiz do Paraitinga","-45.945278","-23.330333","UEC039434",NA,NA,"2011","05","-45.945278","-23.330333",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:42:12-03","UNICAMP","UEC","133520","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Urbanetz, C; Mariuza; Domingos; Lelo","270","2003","12","15",NA,"Brazil",NA,NA,"Árvore de 15m, flores brancas.",NA,NA,"Fazenda Folha Larga, Trilha do Espigão","30","155","Magnoliopsida",NA,"Benth.","Aranha, JLM","São Paulo","Cananéia","-47.916667","-24.883333",NA,NA,NA,NA,NA,"-47.916667","-24.883333",NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:27:11-03","UNICAMP","UEC","91591","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Ivanauskas, NM","553","1995","11","12",NA,"Brazil",NA,NA,"flor, Árvore de 9m. Flores brancas, em botão.Floresta atlântica.",NA,NA,"Estação Experimental do Instituto Agronô",NA,NA,"Magnoliopsida",NA,"Benth.","Bidá, A","São Paulo","Pariquera-Açu","-47.876944","-24.608333",NA,NA,NA,"1996","09","-47.876944","-24.608333",NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:27:11-03","UNICAMP","UEC","98334","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Elias, SI; Souza, VC; Silva, MMR; Rodrigues, RR; Amador, DB; Freitas, FO","47","1997","12","11",NA,"Brazil",NA,NA,"frutos, Árvore de 7m. Frutos imaturos verdes, maduros pretos.",NA,NA,"Estrada Itararé - Bom Sucesso do Itararé","24","24","Magnoliopsida",NA,"Benth.","Bidá, A","São Paulo","Bom Sucesso de Itararé","-49.160833","-16.466667",NA,NA,NA,"2000","02","-49.160833","-16.466667",NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:42:16-03","UNICAMP","UEC","49366","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Leitão Filho, HF","20365","1988","05","20",NA,"Brazil",NA,NA,"Árvore com ca. de 12 m. Frutos imaturos verdes.",NA,NA,"Ilha do Cardoso, Duna e restinga",NA,NA,"Magnoliopsida",NA,"Benth.","Bidá, A","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,"37574","auto","1996","04",NA,NA,"09",NA,NA,NA,NA,NA
"60","2019-08-20 10:27:11-03","UNICAMP","UEC","68384","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hernandez, MIM","30114","1993","11","14",NA,"Brazil",NA,NA,"flor, Árvore 8m.",NA,NA,"Praia Vermelha do Meio",NA,NA,"Magnoliopsida",NA,"Benth.","Bidá, A","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,"34265","auto","2000","02",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:06:50-03","FURB","FURB","61866","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Bach Jr., R.","667","2016","12","06",NA,"Brasil",NA,NA,NA,"FURB61866",NA,NA,NA,NA,NA,NA,"Benth.","Ferreira, P.C","Paraná","Renascença","-52.92","-26.28","FURB61866",NA,NA,"2017","06","-52.9200000","-26.2800000","28",NA,NA,NA,NA,NA
"62","2020-10-14 10:06:50-03","FURB","FURB","61867","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Bach Jr., R.","169","2016","10","12",NA,"Brasil",NA,NA,NA,"FURB61867",NA,NA,NA,NA,NA,NA,"Benth.","Ferreira, P.C","Paraná","Cerro Azul","-49.32","-25.02","FURB61867",NA,NA,"2017","05","-49.3200000","-25.0200000","05",NA,NA,NA,NA,NA
"63","2020-10-14 10:06:50-03","FURB","FURB","736","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Borgo, M.; Palma, T.A.","2132","2002","12","18",NA,"Brasil",NA,NA,NA,"FURB03650",NA,"Reserva Natural, Itaqui, Fazenda Rincão.",NA,NA,NA,NA,"Benth.","Hatschbach, G","Paraná","Antonina","-48.7118988037109","-25.4286003112793","FURB03650","38300","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:51:54-03","UCS","HUCS","26937a","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Wasum, R.A.","3109","2005","11","06",NA,"Brasil",NA,NA,"Coletado em orla da mata.",NA,NA,"Pedra da Gruta do Monge",NA,NA,"Angiospermae","Ericales","Benth.","Smith, S.F.","Paraná","Lapa","-49.7158012390137","-25.7696990966797",NA,"49965","auto","2006","02",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:51:54-03","UCS","HUCS","21989","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Borgo, M.","2132","2002","12","18",NA,"Brasil",NA,NA,"Árvore de 5, flor alva em pastagem.&nf;Herbário MBM.",NA,NA,"Reserva natural Itaqui - Fazenda Rincão",NA,NA,"Angiospermae","Ericales","Benth.","Hatschbach, G.","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,"38300","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:51:54-03","UCS","HUCS","27022","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Wasum, R.A.","3178","2005","11","07",NA,"Brasil",NA,NA,"Em orla da mata.",NA,NA,"Rio Bonito",NA,NA,"Angiospermae","Ericales","Benth.","Smith, S.F.","Paraná","Mallet","-50.8210983276367","-25.877799987793",NA,"25088","auto","2006","05",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:51:54-03","UCS","HUCS","12286","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hatschbach, G.","40654","1977","12","28",NA,"Brasil",NA,NA,"Árvore de 8m, flores alvas, odoríferas, mata pluvial.",NA,NA,"Rio Bromado",NA,NA,"Angiospermae","Ericales","Benth.","Bidá, A.","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,"30514","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-16 08:41:18-03","UTFPR","HCF","27292","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","M.L. Brotto","2556","2017","12","06",NA,"Brasil",NA,NA,"árvore com 8 m de altura; flores brancas com odor intenso e agradável.",NA,NA,"estrada da Berneck a Tatupeba","876","876",NA,NA,"Benth.","M.L. Brotto","PR","Adrianópolis","-48.723611","-24.763333",NA,NA,NA,"2017","12","48°43'25 W","24°45'48 S","18",NA,NA,NA,NA,NA
"69","2019-08-16 08:41:18-03","UTFPR","HCF","10603","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","M.G. Caxambu","4032","2012","04","28",NA,"Brasil",NA,NA,"árvore ca. 4 m. Frutos imaturos verdes e maduros pretos.",NA,NA,"Propriedade do Sr. Flávio","32","32",NA,NA,"Benth.","J. Cordeiro & P.Larocca","SP","Pariquera-Açu","-47.859056","-24.809028",NA,NA,NA,"2012",NA,"47°51'32,6 W","24°48'32,5 S",NA,NA,NA,NA,NA,NA
"70","2019-08-16 08:41:18-03","UTFPR","HCF","27888","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","R. Bach Júnior","169","2016","10","12",NA,"Brasil",NA,NA,"árvore 10,5 m. Flores brancas. Conglomerado: 340 Subunidade: 3 Subparcela: 2 Árvore: 10.",NA,NA,NA,NA,NA,NA,NA,"Benth.","P.C. Ferreira","PR","Cerro Azul","-49.32","-25.02",NA,NA,NA,"2017","05","49°19'12 W","25°01'12 S","05",NA,NA,NA,NA,NA
"71","2019-08-16 08:41:18-03","UTFPR","HCF","27889","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","R. Bach Júnior","667","2016","12","06",NA,"Brasil",NA,NA,"árvore 7,5 m. Frutos verdes, imaturos. Conglomerado: 534 Subunidade: 4 Subparcela: 8 Árvore: 3.",NA,NA,NA,NA,NA,NA,NA,"Benth.","P.C. Ferreira","PR","Renascença","-52.92","-26.28",NA,NA,NA,"2017","06","52°55'12 W","26°16'48 S","28",NA,NA,NA,NA,NA
"72","2019-08-16 08:41:18-03","UTFPR","HCF","2175","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","J.M. Silva","2704","1998","12","15",NA,"Brasil",NA,NA,"árvore, 10m, flor alva. Floresta Atlântica.",NA,NA,"Serra da Prata, trilha para a Torre da",NA,NA,NA,NA,"Benth.","G. Hatschbach","PR","Morretes","-48.834400177002","-25.476900100708",NA,"30514","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-06-29 09:32:36-03","UFRRJ","RBR","43360","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","T.P.P. Alverga",NA,"2014","02","21",NA,"Brasil",NA,NA,NA,"RBR00043360",NA,"PEPB (Grumari). F25/37.",NA,NA,NA,NA,"Benth.","L.H. Soares","Rio de Janeiro","Rio de Janeiro","-43.538611","-23.029167",NA,NA,NA,NA,NA,"43º32'19''W","23º1'45''S",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:46:08-03","MBM","MBM","409918","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2556","2017","12","06","Southern America","Brazil",NA,NA,"Árvore com 8 metros de altura; flores brancas com odor intenso e agradável.; Floresta Ombrófila Densa Montana.","MBM409918",NA,"estrada da Berneck a Tatupeba","876","876",NA,NA,"Benth.","Brotto, M.L.","Paraná","Adrianópolis","-48.723611","-24.763333","MBM409918",NA,NA,"2017","12","-48.723611","-24.763333","18",NA,NA,NA,NA,NA
"75","2020-12-21 16:46:08-03","MBM","MBM","23484","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Occhioni, P.","4824",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM023484",NA,"Serra dos Órgãos",NA,NA,NA,NA,"Benth.","Occhioni, P.","Rio de Janeiro",NA,NA,NA,"MBM023484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:46:08-03","MBM","MBM","392219","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Bach Junior, R.","169","2016","10","12","Southern America","Brazil",NA,NA,"Árvore 10,5 m; flores brancas.","MBM392219",NA,"Conglomerado: 340; subunidade: 3; subparcela: 2; indivíduo: 10",NA,NA,NA,NA,"Benth.","Ferreira, P.C.","Paraná","Cerro Azul","-49.32","-25.02","MBM392219",NA,NA,"2017","05","-49.32","-25.02","05",NA,NA,NA,NA,NA
"77","2020-12-21 16:46:08-03","MBM","MBM","392227","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Bach Junior, R.","667","2016","12","06","Southern America","Brazil",NA,NA,"Árvore 7,5 m; frutos verdes, imaturos.","MBM392227",NA,"Conglomerado: 534; subunidade: 4; subparcela: 8; indivíduo: 3",NA,NA,NA,NA,"Benth.","Ferreira, P.C.","Paraná","Renascença","-52.92","-26.28","MBM392227",NA,NA,"2017","06","-52.92","-26.28","28",NA,NA,NA,NA,NA
"78","2020-12-21 16:46:08-03","MBM","MBM","415247","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Brotto, M.L.","2594","2018","04","04","Southern America","Brazil",NA,NA,"Árvore com 15 m de altura; frutos imaturos verdes.; Floresta Ombrófila Densa Submontana.","MBM415247",NA,"Estrada da Berneck a Tatupeba","689","689",NA,NA,"Benth.","Antoniuk-Bonato, R.G.","Paraná","Adrianópolis","-48.760556","-24.752222",NA,NA,NA,"2018","11","-48.760556","-24.752222","08",NA,NA,NA,NA,NA
"79","2020-12-21 16:46:08-03","MBM","MBM","429156","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Lozano, E.D.; Engels, M.E.; Engels, M.E.","1681","2013","11","02","Southern America","Brazil",NA,NA,"Arvoreta, 3 m, flores alvas, barranco a beira da estrada, campo seco.; Campos Gerais.","MBM429156",NA,"Rio São João, estrada para o rio",NA,NA,NA,NA,"Benth.","Lozano, E.D.","Paraná","Carambeí","-50.124861","-24.899806",NA,NA,NA,"2017",NA,"-50.124861","-24.899806",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:46:08-03","MBM","MBM","165404","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Cervi, A.C.; et al.; et al.","3616",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM165404",NA,"Reserva Biológica de Sapitanduva",NA,NA,NA,NA,"Benth.","Bidá, A.","Paraná","Antonina","-48.7118988037109","-25.4286003112793","MBM165404","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:46:08-03","MBM","MBM","148437","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","1063",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM148437",NA,"Reserva Biológica de Sapitanduva",NA,NA,NA,NA,"Benth.","Bidá, A.","Paraná","Antonina","-48.7118988037109","-25.4286003112793","MBM148437","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:46:08-03","MBM","MBM","120279","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Silva, J.M.; Souza, A.; Souza, A.","308",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM120279",NA,"Reserva Biológica de Sapitanduva",NA,NA,NA,NA,"Benth.","Bidá, A.","Paraná","Antonina","-48.7118988037109","-25.4286003112793","MBM120279","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:46:08-03","MBM","MBM","72048","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hatschbach, G.","44395",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM072048",NA,"Rio Sapitanduva",NA,NA,NA,NA,"Benth.","Bidá, A.","Paraná","Antonina","-48.7118988037109","-25.4286003112793","MBM072048","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:46:08-03","MBM","MBM","169662","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hatschbach, G.; Barboza, E.; Barboza, E.","61009",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM169662",NA,"Rio Sapitanduva",NA,NA,NA,NA,"Benth.","Bidá, A.","Paraná","Antonina","-48.7118988037109","-25.4286003112793","MBM169662","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:46:08-03","MBM","MBM","227022","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","2287",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM227022",NA,"Engenheiro Lange a Estação Marumbi",NA,NA,NA,NA,"Benth.","Hatschbach, G.","Paraná","Morretes","-48.834400177002","-25.476900100708","MBM227022","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:46:08-03","MBM","MBM","56218","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hatschbach, G.; Kummrow, R.; Kummrow, R.","40654",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM056218",NA,"Rio Bromado",NA,NA,NA,NA,"Benth.","Bidá, A.","Paraná","Morretes","-48.834400177002","-25.476900100708","MBM056218","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:46:08-03","MBM","MBM","69156","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Handro, O.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM069156",NA,"Jardim Botânico",NA,NA,NA,NA,"Benth.","Bidá, A.","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","MBM069156","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:46:08-03","MBM","MBM","69159","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Handro, O.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM069159",NA,"Jardim Botânico",NA,NA,NA,NA,"Benth.","Bidá, A.","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","MBM069159","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:46:08-03","MBM","MBM","235533","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Koscinski, M.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM235533",NA,"Serra da Cantareira",NA,NA,NA,NA,"Benth.","Bidá, A.","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","MBM235533","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:46:08-03","MBM","MBM","410079","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Rigon, L.G.C.","1183","2015","11","19","Southern America","Brazil",NA,NA,"Árvore com 11 m de altura. base reta. Casca interna rosa e externa cinza, fina, lenticelada. Tipo de desprendimento da casca indeiscente, com odor de verdura ao ser cortada. Flor branca.; Floresta Estacional Semidecidual, no estrato","MBM410079",NA,"Conglomerado 61-2-6-41. UTM do Ponto Central: E (592693m) N (7531478m). Fuso do GPS (23K).",NA,NA,NA,NA,"Benth.","Moura, R.","Rio de Janeiro","Valença","-43.7002983093262","-22.2455997467041","MBM410079","47830","auto","2016","08",NA,NA,"18",NA,NA,NA,NA,NA
"91","2020-12-21 16:46:08-03","MBM","MBM","219102","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM219102",NA,"Picada de Engenheiro Lange a Estação Marumbi",NA,NA,NA,NA,"Benth.","Hatschbach, G.","Paraná","Morretes","-48.834400177002","-25.476900100708","MBM219102","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:46:08-03","MBM","MBM","235237","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Silva, J.M.; Poliquesi, C.B.; Ferreira, L.A.; Poliquesi, C.B.; Ferreira, L.A.","2704",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM235237",NA,"Serra da Prata, trilha para a Torre da Prata",NA,NA,NA,NA,"Benth.","Hatschbach, G.","Paraná","Morretes","-48.834400177002","-25.476900100708","MBM235237","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:46:08-03","MBM","MBM","320031","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Cielo-Filho, R.; Toniato, M.T.Z.; Toniato, M.T.Z.","463","2006","03","07","Southern America","Brazil",NA,NA,"Árvore de 6m de altura, fruto imaturo verde.; Área em regeneração.","MBM320031",NA,"Parque Estadual do Jurupará, Estrada da Capela Azul, acesso pela base km 8,5",NA,NA,NA,NA,"Benth.","Cielo-Filho, R.","São Paulo","Ibiúna","-47.2200012207031","-23.6499996185303","MBM320031","43112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:46:08-03","MBM","MBM","216421","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Ivanauskas, N.M.","553",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM216421",NA,"Estação Experimental do IAC",NA,NA,NA,NA,"Benth.","Bidá, A.","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727","MBM216421","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:28:42-03","PUC-RIO","FCAB","2513","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","P.E. Leite S.J.","s.n.","1945","03",NA,NA,"Brasil",NA,NA,"Determinardor: Não parece ser Simplocos. Caso seja é Simploco aff. celastrinea Mart.&nf;A. Bidá&nf;22/5/1996","002513",NA,NA,NA,NA,NA,"Angiospermae","Benth.","P. Capell S.J.","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518826","PreservedSpecimen",NA,"Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907; sp. 12 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518826' target='other'> <mi>dwc_moreinfo</mi></a>","P04518826",NA,"Brésil",NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,"P04518826_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518828","PreservedSpecimen",NA,"Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Regnell",NA,"1875","4","12",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518828' target='other'> <mi>dwc_moreinfo</mi></a>","P04518828",NA,"Prope Ouro Fino,au ripa annuis Mogy-Guaçú",NA,NA,NA,NA,"Benth.",NA,"Minas Gerais",NA,NA,NA,"P04518828_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1786",NA,NA
"98","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518829","PreservedSpecimen",NA,"Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Riedel",NA,NA,NA,NA,NA,"Brasil","hb",NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518829' target='other'> <mi>dwc_moreinfo</mi></a>","P04518829",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,"P04518829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
