"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount","typeStatus"
"50","2020-12-21 16:13:04-03","MBM","MBM","288153","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Dickfeldt, E.P.","52","1997","11","18","Southern America","Brazil",NA,NA,NA,"MBM288153",NA,NA,"Reissek","Franco, G.A.D.C.","São Paulo","Parque Estadual","MBM288153","Porto Ferreira","-47.4700012207031","-21.8500003814697","13859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:13:04-03","MBM","MBM","410192","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Bello, D.A.","126","2016","05","20","Southern America","Brazil",NA,NA,"Árvore, com 10 m de altura. Base reta. Casca interna branca e externa esbranquiçada, fina, áspera. Fruto maduro com 1-2 cm, arredondado, vermelho, carnoso, com polpa.; Mata com dossel aberto.","MBM410192",NA,NA,"Reissek","Moura, R.","Rio de Janeiro","Conglomerado 249-1-4-33. UTM do Ponto Central: E (789403m) N (7638765m). Fuso do GPS (23K).","MBM410192","Miracema","-42.1967010498047","-21.4122009277344","17806","auto",NA,NA,NA,NA,"2016","06","13",NA,NA,NA,NA,NA,NA
"52","2013-05-22 18:13:47-03","MNHN","RECOLNAT_MNHN_P","P02142162","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Glaziou, A.",NA,"1867","7","14",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142162' target='other'> <mi>dwc_moreinfo</mi></a>","P02142162",NA,NA,"Reissek",NA,NA,"Rio Janeiro, Corcovado","P02142162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1284",NA,NA,NA
"53","2016-01-19 13:49:22-02","MNHN","RECOLNAT_MNHN_P","P02142165","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Glaziou, A.",NA,"1880","10","26",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142165' target='other'> <mi>dwc_moreinfo</mi></a>","P02142165",NA,NA,"Reissek",NA,NA,"Rio de Janeiro, Guaximdiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11872",NA,NA,NA
"54","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274435","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Glaziou, A.",NA,"1884","11","22",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274435' target='other'> <mi>dwc_moreinfo</mi></a>","P03274435",NA,NA,"Reissek",NA,"Minas Gerais","Rio Jequitinhonha.","P03274435_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14602",NA,NA,NA
"55","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274436","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Glaziou, A.",NA,"1884","11","22",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274436' target='other'> <mi>dwc_moreinfo</mi></a>","P03274436",NA,NA,"Reissek",NA,"Minas Gerais","Rio Jequitinhonha.","P03274436_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14602",NA,NA,NA
"56","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274437","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Riedel",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274437' target='other'> <mi>dwc_moreinfo</mi></a>","P03274437",NA,NA,"Reissek",NA,NA,NA,"P03274437_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274438","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Glaziou, A.",NA,"1891","1","26",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274438' target='other'> <mi>dwc_moreinfo</mi></a>","P03274438",NA,NA,"Reissek",NA,"Minas Gerais","Morro do Gloria.","P03274438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18194",NA,NA,NA
"58","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274439","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Riedel",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274439' target='other'> <mi>dwc_moreinfo</mi></a>","P03274439",NA,NA,"Reissek",NA,NA,NA,"P03274439_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274440","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Mosén",NA,"1875","11","25",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274440' target='other'> <mi>dwc_moreinfo</mi></a>","P03274440",NA,NA,"Reissek",NA,"Minas Gerais",NA,"P03274440_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4247",NA,NA,NA
"60","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274434","PreservedSpecimen",NA,"Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia lagoensis","s.c.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"[spécimen d'intérêt GPI] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274434' target='other'> <mi>dwc_moreinfo</mi></a>","P03274434",NA,NA,"(Warm.) Loes.","Andrews",NA,"Lagoa Santa","P03274434_01 P03274434_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lagoensis",NA,NA
"61","2020-10-01 14:15:06-03","JBB","HEPH","35482","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Moreira, NC","218","2015","01","23","Southern America","Brasil",NA,NA,"BHCB195639",NA,"Dicotyledon","Aquifoliales","Reissek","Stehmann, JR; Moreira, NC","Minas Gerais","Lapinha",NA,"Lagoa Santa","-43.958056","-19.558889",NA,NA,"-43.958056","-19.558889","820","820","2019","01",NA,NA,NA,NA,NA,NA,NA
"62","2020-10-01 14:15:06-03","JBB","HEPH","29376","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Alves, LF","21927","1989","05","03","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Aquifoliales","Reissek","Alves, LF","São Paulo","Horto Florestal",NA,"Mogi Mirim","-46.9500007629395","-22.4300003051758","19575","auto",NA,NA,NA,NA,"1989","05",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:32:03-03","UFMG","BHCB","135582","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Rezende, SG; Santos, MVC; Rezende, EG","3237","2009","08","14","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais",NA,NA,"Araújos","-45.116667","-19.95",NA,NA,"-45.116667","-19.95","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:32:03-03","UFMG","BHCB","188443","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Rocha, MJR","1361","2016","11","01","Southern America","Brasil",NA,NA,"Floresta Estacional Semidecidual","BHCB188443","Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Morro da Onça",NA,"Rio Manso","-44.631944","-20.518889",NA,NA,"-44.631944","-20.518889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:32:03-03","UFMG","BHCB","135853","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Heringer, G; Machado, TM; Reis, SB","191","2010","03","02","Southern America","Brasil",NA,NA,"Arbórea, flor branca, cálice verde com indumento ferrugíneo.; Floresta Ombrófila Densa",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Parque Nacional do Caparaó, Trilha Vale Verde",NA,"Alto Caparaó","-41.851583","-20.714167",NA,NA,"-41.851583","-20.714167","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:32:03-03","UFMG","BHCB","172031","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Miranda, PLS","10","2012","07","03","Southern America","Brasil",NA,NA,"Árvore com 8m de altura e 20cm de CAP. Frutos maduros amarelados.","BHCB021057","Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Estação Ecológica da UFMG, Mata das borboletas - Parcela 23, planta 1389.",NA,"Belo Horizonte","-43.973333","-19.88",NA,NA,"-43.973333","-19.88","859","859","2012","07","03",NA,NA,NA,NA,NA,NA
"67","2021-03-10 17:21:23-03","UFMG","BHCB","38204","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Gomes, J","134","1994","06","16","Southern America","Brasil",NA,NA,"Árvore.; Mata Atlântica.",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Estação Biológica de Caratinga",NA,"Caratinga","-41.833333","-19.833333",NA,NA,"-41.833333","-19.833333",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:32:03-03","UFMG","BHCB","73799","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Fonseca, A; Stehmann, JR; Alves, MA; Sobral, M","175","2001","12","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Estação Ecológica da UFMG",NA,"Belo Horizonte","-43.9725","-19.874444",NA,NA,"-43.9725","-19.874444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:32:03-03","UFMG","BHCB","73817","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Fonseca, A; Stehmann, JR; Alves, MA; Sobral, M","182","2001","12","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Estação Ecológica da UFMG",NA,"Belo Horizonte","-43.9725","-19.874444",NA,NA,"-43.9725","-19.874444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-10 17:21:23-03","UFMG","BHCB","92","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia lagoensis","Sem coletor","s.n.","1904",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Loes.",NA,"Minas Gerais",NA,NA,"Rio Novo","-43.125301361084","-21.4575004577637","14119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lagoensis",NA,NA
"71","2021-03-10 17:21:23-03","UFMG","BHCB","1935","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Oliveira, JA de","22","1977","11",NA,"Southern America","Brasil",NA,NA,"Arbusto terrestre.",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Campus da UFMG",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:32:03-03","UFMG","BHCB","43","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Oliveira, JA de","s.n.","1980","05","13","Southern America","Brasil",NA,NA,"Arbusto terrestre.",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Campus da UFMG",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-01-15 17:52:56-03","UFMG","BHCB","82198","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Boubli, JP","s.n.","2003","05","17","Southern America","Brasil",NA,NA,"PJ 648, plot FT, árvore 473.; Arbóreo.; Mata.",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Estação Biológica de Caratinga, Mata do Jaó.",NA,"Caratinga","-42.1391983032227","-19.7896995544434","49886","auto",NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-01-15 17:52:56-03","UFMG","BHCB","82185","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Boubli, JP","s.n.","2003","04","25","Southern America","Brasil",NA,NA,"PJ 587, plot FT, árvore 345.; Arbóreo.; Mata.",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Estação Biológica de Caratinga, Mata do Jaó.",NA,"Caratinga","-42.1391983032227","-19.7896995544434","49886","auto",NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-10 17:21:23-03","UFMG","BHCB","41781","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Duarte, AP","12165","1969","12","19","Southern America","Brasil",NA,NA,NA,"BHCB001147","Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Estação de Enologia do Ministério da Agricultura.",NA,"Baependi","-44.8899993896484","-21.9589004516602","29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:32:03-03","UFMG","BHCB","55209","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Barreto, HLM","8467","1937","03","08","Southern America","Brasil",NA,NA,"Árvore 5m.; Campo sujo.",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Jardim Botânico",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-10 17:21:23-03","UFMG","BHCB","19705","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Sem coletor","s.n.","1990","11","11","Southern America","Brasil",NA,NA,"Arbóreo, 2m. Flor clara (apenas 2 flores).; Mata (local mais seco).",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Reserva Biológica Mata do Jambreiro",NA,"Nova Lima","-43.8466987609863","-19.9855995178223","29211","auto",NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-10 17:21:23-03","UFMG","BHCB","25968","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Tameirão Neto, E","1028","1994","12","17","Southern America","Brasil",NA,NA,"Arbóreo.; Floresta semidecídua.",NA,"Dicotyledon",NA,"Reissek",NA,"Minas Gerais","Unidade de Concervação de Galheiro - CEMIG., Mata da Zilda.",NA,"Perdizes","-47.2928009033203","-19.3528003692627","45889","auto",NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:17:53-03","UFPR","UPCB","81683","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Alves, L.F.","21927","1989","05","03",NA,"Brasil",NA,NA,"Arbórea; frutos roxos ou vermelhos.",NA,NA,NA,NA,NA,"São Paulo","Horto Florestal",NA,"Mogi-Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-22 14:16:13-03","UNESP-IBILCE","SJRP","23784","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Cláudia E. Carneiro",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Árvore 3-4 m, folhas alternas, frutos amarelados a avermelhados;",NA,"Tracheophyta","Aquifoliales","Reissek","C.E. Carneiro","São Paulo","cerrado",NA,"Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"81","2020-06-22 14:16:13-03","UNESP-IBILCE","SJRP","09847","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","H.F. Leitão Filho",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Arvore 7 m, frutos verdes de cor amarelada, quando maduros vermelhos;",NA,"Tracheophyta","Aquifoliales","Reissek",NA,"São Paulo","Estação Experimental do Instituto Florestal, área de cerrado",NA,"Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"82","2020-06-15 15:28:33-03","UNESP-RC","HRCB","2980","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Cesar, O.","29","1981","06","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Leitão-Filho, H.F.","São Paulo","Cerrado de Corumbataí",NA,"Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto",NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-15 15:28:33-03","UNESP-RC","HRCB","4262","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Pagano, S.N.","495","1984","04","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Leitão-Filho, H.F.","São Paulo",NA,NA,"Analândia","-47.6599998474121","-22.1200008392334","14271","auto",NA,NA,NA,NA,"1984","05",NA,NA,NA,NA,NA,NA,NA
"84","2020-06-15 15:28:33-03","UNESP-RC","HRCB","8910","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Magalhães, J.C.R.","s/n","1979","07","02",NA,"Brasil",NA,NA,"Tree ca. 20m. Fruition: at least since 21-IV-79.",NA,NA,NA,"Reissek","Rodrigues, T.","São Paulo","Barreiro Rico",NA,"Anhembi","-48.1199989318848","-22.7800006866455","25656","auto",NA,NA,NA,NA,"1980","06","16",NA,NA,NA,NA,NA,NA
"85","2020-06-15 15:28:33-03","UNESP-RC","HRCB","41364","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Boubli, J.P.","s/n","2003","04","25",NA,"Brasil",NA,NA,"PJ 587, plot FT, árvore 345. Arbóreo.",NA,NA,NA,"Reissek","Groppo, M.","Minas Gerais","Estação Biológica de Caratinga",NA,"Caratinga","-42.1391983032227","-19.7896995544434","49886","auto",NA,NA,NA,NA,"2010","03",NA,NA,NA,NA,NA,NA,NA
"86","2020-06-15 15:28:33-03","UNESP-RC","HRCB","24904","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Tozzi, A.M.G.A.","94","1994","11","09",NA,"Brasil",NA,NA,"Árvore 6m., flores brancas, visitadas por moscas.",NA,NA,NA,"Reissek","Groppo, M.","São Paulo","Sítio Nossa Senhora do Carmo",NA,"Cássia dos Coqueiros","-47.1699981689453","-21.2800006866455","13265","auto","47º168W","21º281S",NA,NA,"2010","03",NA,NA,NA,NA,NA,NA,NA
"87","2020-06-15 15:28:33-03","UNESP-RC","HRCB","3881","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Cesar, O.","s/n","1981","07","07",NA,"Brasil",NA,NA,"Material estéril.",NA,NA,NA,"Reissek","Leitão-Filho, H.F.","São Paulo",NA,NA,"Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto",NA,NA,NA,NA,"1983","05","02",NA,NA,NA,NA,NA,NA
"88","2020-06-15 15:28:33-03","UNESP-RC","HRCB","3872","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Cesar, O.","s/n","1981","06","30",NA,"Brasil",NA,NA,"Material estéril.",NA,NA,NA,"Reissek","Leitão-Filho, H.F.","São Paulo",NA,NA,"Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto",NA,NA,NA,NA,"1983","05","02",NA,NA,NA,NA,NA,NA
"89","2020-06-15 15:28:33-03","UNESP-RC","HRCB","32257","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Carneiro, C.E.","31","2000","02","24",NA,"Brasil",NA,NA,"Árvore, 3-4m altura, folhas alternas, frutos amarelados a avermelhdos.",NA,NA,NA,"Reissek","Carneiro, C.E.","São Paulo",NA,NA,"Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto",NA,NA,NA,NA,"2000","03",NA,NA,NA,NA,NA,NA,NA
"90","2020-06-15 15:28:33-03","UNESP-RC","HRCB","3086","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Cesar, O.","35","1981","06","30",NA,"Brasil",NA,NA,"Altura 4,5m. DAP=5,5cm.",NA,NA,NA,"Reissek","Leitão-Filho, H.F.","São Paulo","Cerrado de Corumbataí",NA,"Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto",NA,NA,NA,NA,"1983","06","15",NA,NA,NA,NA,NA,NA
"91","2020-06-15 15:28:33-03","UNESP-RC","HRCB","18610","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Bernacci, L.C.","43","1994","04","12",NA,"Brasil",NA,NA,"Arvoreta 3m de altura, frutos verdes, borda.",NA,NA,NA,"Reissek","Feistler, A.M. & Assis, M.A.","São Paulo","Estação Ecológica Jundiaí",NA,"Jundiaí","-46.8800010681152","-23.1800003051758","17840","auto",NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,NA,NA,NA
"92","2020-06-15 15:28:33-03","UNESP-RC","HRCB","41391","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Salino, A.","6012","2001","01","12",NA,"Brasil",NA,NA,"Árvore com 7m de altura e frutos imaturos verdes.",NA,NA,NA,"Reissek","Groppo, M.","Minas Gerais","Córrego Pai Inácio",NA,"Miradouro","-42.3424987792969","-20.8906002044678","20127","auto",NA,NA,NA,NA,"2010","03",NA,NA,NA,NA,NA,NA,NA
"93","2020-06-15 15:28:33-03","UNESP-RC","HRCB","3774","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Beltrati, C.M.","49","1983","12","07",NA,"Brasil",NA,NA,"Árvore até 5m. DAP=15cm.",NA,NA,NA,"Reissek","Furlan, A.","São Paulo","Fazenda São José",NA,"Rio Claro","-47.560001373291","-22.4099998474121","21773","auto",NA,NA,NA,NA,"1983","12","20",NA,NA,NA,NA,NA,NA
"94","2020-06-15 15:28:33-03","UNESP-RC","HRCB","3013","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Pagano, S.N.","442","1982","10",NA,NA,"Brasil",NA,NA,"Altura 5m., DAP=8cm. Flores pequenas brancas.",NA,NA,NA,"Reissek","Leitão-Filho, H.F.","São Paulo","Fazenda São José",NA,"Rio Claro","-47.560001373291","-22.4099998474121","21773","auto",NA,NA,NA,NA,"1983","04",NA,NA,NA,NA,NA,NA,NA
"95","2020-06-15 15:28:33-03","UNESP-RC","HRCB","36547","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Jeannine, J.P.","26","2001","07","26",NA,"Brasil",NA,NA,"Árvore, flor branca.",NA,NA,NA,"Reissek",NA,"Minas Gerais",NA,NA,"Sacramento","-47.439998626709","-19.8652992248535","69737","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-06-15 15:28:33-03","UNESP-RC","HRCB","41365","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Boubli, J.P.","s/n","2003","05","17",NA,"Brasil",NA,NA,"PJ 648, plot FT, árvore 473. Arbóreo.",NA,NA,NA,"Reissek","Groppo, M.","Minas Gerais","Estação Biológica de Caratinga",NA,"Caratinga","-42.1391983032227","-19.7896995544434","49886","auto",NA,NA,NA,NA,"2010","03",NA,NA,NA,NA,NA,NA,NA
"97","2020-06-15 15:28:33-03","UNESP-RC","HRCB","3012","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Pagano, S.N.","454","1982","11","26",NA,"Brasil",NA,NA,"Frutos verde amarelados.",NA,NA,NA,"Reissek","Leitão-Filho, H.F.","São Paulo","Fazenda São José",NA,"Rio Claro","-47.560001373291","-22.4099998474121","21773","auto",NA,NA,NA,NA,"1983","04",NA,NA,NA,NA,NA,NA,NA
"98","2019-05-23 11:07:37-03","UFLA","ESAL","16223","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Oliveira Filho, AT; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 9.00m; ;; floresta",NA,NA,NA,"Reissek",NA,"Minas Gerais","Chapada dos Perdizes",NA,"Carrancas","-44.6425018310547","-21.4874992370605","21143","auto",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-05-23 11:07:37-03","UFLA","ESAL","21328","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Argenta, JA","518",NA,NA,NA,NA,"Brasil",NA,NA,"; 2,5m; ; com bagas globosas vermelha",NA,NA,NA,"Reissek","Andreia F. Silva","Minas Gerais","Reserva do Boqueirão",NA,"Ingaí","-44.9171981811523","-21.4011001586914","16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-05-23 11:07:37-03","UFLA","ESAL","25347","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Naves, RP","48",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 6m; ;; floresta",NA,NA,NA,"Reissek",NA,"Minas Gerais","Parque São Francisco",NA,"Varginha","-45.4303016662598","-21.551399230957","17646","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-05-23 11:07:37-03","UFLA","ESAL","16852","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Botrel, RT","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,"Reissek",NA,"Minas Gerais",NA,NA,"Ingaí","-44.9171981811523","-21.4011001586914","16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
