"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","coordinatePrecision","individualCount","geoFlag","recordNumber","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","fieldNumber","previousCatalogNumber","sex"
"114","2019-10-09 11:10:51-03","UFBA","ALCB","132963","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Ritter, M",NA,NA,NA,"Silva, DB","2012","08","28","Brasil","Minas Gerais","Larvas","Horto medicinal da UFLA",NA,NA,NA,NA,NA,NA,"ALCB049762","ALCB049762","Flores creme","Dicotyledon",NA,NA,NA,NA,"96","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-10-09 11:10:51-03","UFBA","ALCB","47412","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Caxambu, MG","2016","09",NA,"Caxambu, MG; Siqueira, EL; Morais, AD","2016","08","25","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, cercanias da BR-277. Orla da floresta.","-53.795556","-25.116389","-53.795556","-25.116389","677","677","ALCB045200","ALCB045200","Volúvel, heliófita. Capítulos esverdeados.; Relevo suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","Dicotyledon",NA,NA,NA,NA,"7463","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-10-09 11:10:51-03","UFBA","ALCB","64519","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Liro, RM","2007","09",NA,"Guedes, ML; Alunos de Botânica III","2003","10","24","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.15","-11.55","-41.15","-11.55",NA,NA,NA,NA,"Semilenhosa, aromática. Caule vináceo. Folhas membranáceas, discolores. Inflorescência axilares, capítulos paucifloros, passados.","Dicotyledon",NA,NA,NA,NA,"10797","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-10-09 11:10:51-03","UFBA","ALCB","64519","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Gandara, A","2007","09","25","Guedes, ML; Alunos de Botânica III","2003","10","24","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.15","-11.55","-41.15","-11.55",NA,NA,NA,NA,"semilenhosa, aromática.. Caule vináceo. Folhas membranáceas, discolores. Inflorescência axilares, capítulos paucifloros, passados.","Dicotyledon",NA,NA,NA,NA,"10797","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-05-19 10:29:38-03","UFBA","ALCB","76050","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Gandara, A","2017","09","12","Amorim, AMA; Thomas, W; Fiaschi, P; Paixão, JL da; Sant'Ana, SC de","2005","05","04","Brasil","Bahia","Barro Preto","Litoral Sul, Serra da Pedra Lascada, 13,7 km de barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra.","-39.202778","-14.770278","-39.202778","-14.770278","900","900",NA,NA,"ca 3 m alt. Frutos castanhos.","Dicotyledon",NA,NA,NA,NA,"4909","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-10-09 11:10:51-03","UFBA","ALCB","20274","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"Martin, LF; Sobral, M; Brito, HS; Santos, EB dos","1988","08","24","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Porto Seguro, Km 18","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,"Flores cremes. Folhas aromáticas. Medicinal.; Próxima à praia, em fase de destruição para empreendimentos imobiliários.","Dicotyledon",NA,"49584",NA,"auto","2497","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-10-09 11:10:51-03","UFBA","ALCB","026003","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Guedes, ML",NA,NA,NA,"Guedes, ML; Zappi, D; Prado, J; Menezes, NL de","1993","12","13","Brasil","Bahia","Cairu","Baixo Sul","-39.0438995361328","-13.4869003295898",NA,NA,NA,NA,NA,NA,"Planta escandente, com folhas discolores.","Dicotyledon",NA,"24756",NA,"auto","s/n","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-10-09 11:10:51-03","UFBA","ALCB","026578","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Guedes, ML",NA,NA,NA,"Guedes, ML","1994","08","25","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,"Planta escandente, folhas discolores. Inflorescência capítulos esverdeados.","Dicotyledon",NA,"49584",NA,"auto","3477","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-05-19 10:29:38-03","UFBA","ALCB","66186","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Gandara, A","2017","09","12","Mattos Silva, LA; Pereira, OJ; Farney, C; Santos, TS dos; et al.","2002","07","17","Brasil","Bahia","Una","Litoral Sul, Fazenda Bolandeira. Ramal da entrada até o 'Cerrado'","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"Flores esbranquiçadas. Frequente.; Bioma Mata Atlântica/ Restinga.","Dicotyledon",NA,"36070",NA,"auto","4666","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-10-09 11:10:51-03","UFBA","ALCB","132986","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Ritter, M","2017","07",NA,"Veira, RF","2012","06","14","Brasil","Rio de Janeiro","Petrópolis","Material Cedido por Sérgio Man","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"ALCB049786","ALCB049786",NA,"Dicotyledon",NA,"36524",NA,"auto","2456","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3656606","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.","Ritter MR","2003","02","23","Hatschbach GG","1961","08","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3656606","NL-L3656606","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656606 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","L 0276623",NA,NA,NA,NA
"125","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3656607","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.","Ritter MR","2003","03","23","Hatschbach GG","1959","08","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3656607","NL-L3656607","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","L 0276655",NA,NA,NA,NA
"126","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3656608","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"Sello F","1800","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3656608","NL-L3656608","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","L 0276630",NA,NA,NA,NA
"127","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3656609","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"Fiebrig K","1902","09","25","Paraguay",NA,NA,"COrdillera de Altos.",NA,NA,NA,NA,NA,NA,"NL-L3656609","NL-L3656609","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"128","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3734698","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"Ritter MR","2001","10","02","Brazil",NA,NA,"RS - Porto Alegre, Campus do Vale, UFRGS.",NA,NA,NA,NA,NA,NA,"NL-L3734698","NL-L3734698","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3734698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"129","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1136871","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"King RM; Mori SA; Carvalho AMV de; Euponino A","1979","07","05","Brazil",NA,NA,"Bahia. Município de Santa Cruz de Cabrália. Old road to Santa Cruz de Cabrália between the Reserva Ecologica Paubrasil. 5-7kms NE of Reserva, ca. 20kms NW of Porto Seguro region of tropical wet forest, forest devastated.",NA,NA,NA,NA,NA,NA,"NL-U1136871","NL-U1136871","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1136871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"130","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1136872","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"Belém RP; Pinheiro RS","1960","07","07","Brazil",NA,NA,"Bahia Compos. Belmonte, (Ba). Restinga. Trepadeira.",NA,NA,NA,NA,NA,NA,"NL-U1136872","NL-U1136872","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1136872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"131","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1136873","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.","Ritter MR","2001","01","01","Lindeman JC; Haas JH de","1966","11","24","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1136873","NL-U1136873","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1136873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0016630",NA,NA,NA,NA
"132","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1136874","PreservedSpecimen","Plantae","Compositae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"Mexia YEJ","1930","09","09","Brazil",NA,NA,"State of Minas Geraes. Viçosa, Fazenda de Faziuma; forest on slope, in partial shade.",NA,NA,NA,NA,NA,NA,"NL-U1136874","NL-U1136874","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1136874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asterales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"133","2020-11-04 11:01:56-03","ESALQ","ESA","13563","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Rodrigues, R.R. et al.",NA,NA,NA,"Barreto, K.D. et al.","1993","07","23","Brasil","São Paulo","Iracemápolis",NA,"-47.5099983215332","-22.5799999237061",NA,NA,NA,NA,"ESA013563","ESA013563",NA,"Magnoliophyta",NA,"15394",NA,"auto","945.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-11-04 11:01:56-03","ESALQ","ESA","14962","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1993","07","23","Brasil","São Paulo","Iracemápolis",NA,"-47.5099983215332","-22.5799999237061",NA,NA,NA,NA,"ESA014962",NA,NA,"Magnoliophyta",NA,"15394",NA,"auto","946.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-04 11:01:56-03","ESALQ","ESA","119674","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Rosa, N.S.","2007","09","15","Rosa, N.S.","2007","09","15","Brasil","São Paulo","Osasco","Horta caseira.","-46.7900009155273","-23.5300006866455",NA,NA,NA,NA,"ESA119674","ESA119674",NA,"Magnoliophyta",NA,"8709",NA,"auto","18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-11-04 11:01:56-03","ESALQ","ESA","119856","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Marques, F.G.","2007","08","25","Marques, F.G.","2007","08","15","Brasil","São Paulo","Mogi Mirim","Horta comercial.","-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,"ESA119856","ESA119856",NA,"Magnoliophyta",NA,"19575",NA,"auto","8.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-11-04 11:01:56-03","ESALQ","ESA","56061","PreservedSpecimen","Plantae","Asteraceae","Mikania","cf. glomerata","Mikania cf. glomerata","Spreng.","Oliveira, C.T.",NA,NA,NA,"Echternacht, L.","2004","08","13","Brasil","Minas Gerais","Carmópolis de Minas",NA,"-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,"ESA056061","ESA056061",NA,"Magnoliophyta",NA,"18828",NA,"auto","629.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-11-04 11:01:56-03","ESALQ","ESA","97529","PreservedSpecimen","Plantae","Asteraceae","Mikania","cf. glomerata","Mikania cf. glomerata","Spreng.","Oliveira, C.T.",NA,NA,NA,"Macedo, G.E.L. ; Souza, A.F.","2004","02","28","Brasil","Bahia","Jequié",NA,"-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,"ESA097529","ESA097529",NA,"Magnoliophyta",NA,"49443",NA,"auto","499.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-11-04 11:01:56-03","ESALQ","ESA","108098","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Silveira, M.F.","2009","10","16","MOURA, T.M.","2009","09","30","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA108098","ESA108098",NA,"Magnoliophyta",NA,"37574",NA,"auto","720.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-04 11:01:56-03","ESALQ","ESA","21780","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Oliveira, C.T.",NA,NA,NA,"Rodrigues, R.R. et al.","1995","09","03","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA021780","ESA021780",NA,"Magnoliophyta",NA,"38804",NA,"auto","181.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-11-04 11:01:56-03","ESALQ","ESA","28705","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Moraes, M.D.",NA,NA,NA,"Ivanauskas, N.M.","1995","08","26","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028705","ESA028705",NA,"Magnoliophyta",NA,"17990",NA,"auto","318.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-11-04 10:55:07-03","ESALQ","ESA","133033","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Cota, M. M. T. & Scatigna, A. V.","2015","07","21","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","08","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.","-47.82347","-22.7795541","-47.82347","-22.7795541","544","544","ESA133033",NA,"Trepadeira.",NA,NA,NA,NA,NA,"223.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-04 11:01:56-03","ESALQ","ESA","99784","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Oliveira, C.T.",NA,NA,NA,"Diones","1996","07","27","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"ESA099784","ESA099784",NA,"Magnoliophyta",NA,"20726",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-11-04 11:01:56-03","ESALQ","ESA","123117","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,NA,NA,NA,NA,"Luize, B.G. ; Calderón, L.","2007","08","19","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA123117","ESA123117",NA,"Magnoliophyta",NA,"34265",NA,"auto","59.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-11-04 11:01:56-03","ESALQ","ESA","37007","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Hoehne, W.",NA,NA,NA,"Hoehne, W.","1949","08","04","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA037007","ESA037007",NA,"Magnoliophyta",NA,"53584",NA,"auto","3204.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-04 11:01:56-03","ESALQ","ESA","95140","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Souza, V.C. & Romão, G.O.",NA,NA,NA,"Romão, G.O. ; Duarte, A.R.","2000","09","19","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA095140","ESA095140",NA,"Magnoliophyta",NA,"53584",NA,"auto","116.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-04 11:01:56-03","ESALQ","ESA","123116","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,NA,NA,NA,NA,"Luize, B.G. ; Zipparro, V.B.","2007","07","25","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA123116","ESA123116",NA,"Magnoliophyta",NA,"34265",NA,"auto","35.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-04 11:01:56-03","ESALQ","ESA","72483","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,NA,NA,NA,NA,"Roth, L.","1955","09","25","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"ESA072483","ESA072483",NA,"Magnoliophyta",NA,"17082",NA,"auto","1497.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-04 11:01:56-03","ESALQ","ESA","80334","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Holmes, W.C.",NA,NA,NA,"Ruas, C.F.","1999","08","29","Brasil","São Paulo","Águas de São Pedro",NA,"-47.8760986328125","-22.5993995666504",NA,NA,NA,NA,"ESA080334","ESA080334",NA,"Magnoliophyta",NA,"1825",NA,"auto","2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-11-04 11:01:56-03","ESALQ","ESA","86757","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Oliveira, C.T.",NA,NA,NA,"Montanari, I.","1996","07","01","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA086757","ESA086757",NA,"Magnoliophyta",NA,"23900",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-11-04 11:01:56-03","ESALQ","ESA","108284","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Santos, R.H.M.","2007","08","25","Santos, R.H.M.","2007","08","25","Brasil","São Paulo","Mogi Mirim",NA,"-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,"ESA108284","ESA108284",NA,"Magnoliophyta",NA,"19575",NA,"auto","11.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-11-04 10:55:07-03","ESALQ","ESA","133035","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Cota, M. M. T. & Scatigna, A. V.","2015","07","21","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","08","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.","-47.82347","-22.7795541","-47.82347","-22.7795541","544","544","ESA133035",NA,"Trepadeira.",NA,NA,NA,NA,NA,"225.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-04 11:01:56-03","ESALQ","ESA","72507","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Lopes, I.T.F.V.","2018","01","23","Krieger, L. et al.","1988","11","20","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó. Caminho para a Tronqueira",NA,NA,NA,NA,NA,NA,"ESA072507","ESA072507",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-11-04 11:01:56-03","ESALQ","ESA","114299","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Mourão, V.B.","2011",NA,NA,"Giraldi, G.M.","1905","07","03","Brasil","São Paulo","Araras",NA,"-47.3800010681152","-22.3500003814697",NA,NA,NA,NA,"ESA114299","ESA114299",NA,"Magnoliophyta",NA,"22739",NA,"auto","1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-11-04 11:01:56-03","ESALQ","ESA","8267","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Oliveira, C.T.",NA,NA,NA,"Sakuragui, C.M. ; Souza, V.C.","1990","07","22","Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"ESA008267","ESA008267",NA,"Magnoliophyta",NA,"26998",NA,"auto","10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-11-04 11:01:56-03","ESALQ","ESA","20922","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Hind, N.",NA,NA,NA,"Wongtschowski, M. et al.","1994","09","05","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA020922","ESA020922",NA,"Magnoliophyta",NA,"17990",NA,"auto","6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-04 11:01:56-03","ESALQ","ESA","119664","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Conde, M.A.","2007","09","28","Conde, M.A.","2007","09","28","Brasil","São Paulo","Vinhedo","Jardim residencial.","-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,"ESA119664","ESA119664",NA,"Magnoliophyta",NA,"9595",NA,"auto","19.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-04 11:01:56-03","ESALQ","ESA","119635","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"Mozol, I.M.","2007","08","25","Mozol, I.M.","2007","08","25","Brasil","São Paulo","Mogi Mirim","Horta caseira.","-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,"ESA119635","ESA119635",NA,"Magnoliophyta",NA,"19575",NA,"auto","12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-11-04 11:01:56-03","ESALQ","ESA","123104","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,NA,NA,NA,NA,"Zipparro, V.B.","2008","07","27","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA123104","ESA123104",NA,"Magnoliophyta",NA,"34265",NA,"auto","2479.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-31 13:36:08-03","MN","R","38295","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"Glaziou, A.F.M.","1879","08","23","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"R000038295","R000038295_001","Plantas do Brasil Central",NA,NA,NA,NA,NA,"11091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-31 13:36:08-03","MN","R","85899","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Ritter, M.R.","1989","10","16","Glaziou, A.F.M.","1879","08","28","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R000085899","R000085899_001","Gabinete de Botanica da Escola Polytechnica,5330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-01-24 13:06:29-03","MN","R","215736","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Sá, I.M.",NA,NA,NA,"Sá, I.M.","2004","07","28","Brasil","Minas Gerais","Bocaina de Minas","Santo Antonio do Rio Grande","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35110",NA,"auto","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-11-19 10:22:53-03","CPAP","CPAP","25286","PreserverdSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","M. Bolson; T. G. Fendrich","2010","11",NA,"Lima, D. F.","2010","09","18","Brasil","PR","Pontal do Paraná","Estação Ecologica de Guaráguaçu.","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,NA,"Restinga. Liana. Flor Branca.",NA,NA,"19508",NA,"auto","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
