"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"47","2021-04-07 11:45:32-03","UFMS","CGMS","13382","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","2004","04","09","Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pedra Branca, sede.","-52.7805556","-19.1872222","-52,7805556","-19,1872222","Flor amarela. Fruto vermelho. Habitat: Vegetação secundária ripária. Solo argiloso. Relevo vale. Habito: Arvoreta. Ocasional. 3,5 m de altura.","CGMS1042798",NA,"11746",NA,NA,NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:45:32-03","UFMS","CGMS","49146","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","G. Hatschbach","2006",NA,NA,"J.M. Silva","2006","02","28","Brasil","Santa Catarina","Itapoá","Rodovia Guaratuba - Itapoá, Rio Saí-Guaçu.","-48.6161003112793","-26.1168994903564",NA,NA,"Flor amarela. Habitat: Floresta atlântica da planície litorânea. Habito: Arbusto. 3,00m de altura.","CGMS1078485",NA,"4709",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"49","2019-11-27 13:50:04-03","UFS","ASE","35487","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Melo, JC",NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual Acaraí","-48.3817","-26.1437","-48.3817","-26.1437",NA,"ASE0036457","ASE0036457 ASE0036457_1","1185","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:50:04-03","UFS","ASE","35511","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G","2006",NA,NA,"Silva, JM","2006","02","28","Brasil","Santa Catarina","Itapoá","Rodovia Guaratuba, Rio Saí-Guaçu","-48.3658","-26.0701","-48.3658","-26.0701","Floresta Atlântica","ASE0036481","ASE0036481","4709","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-01-17 09:35:58-03","UNICAMP","UEC","75946","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G","1994",NA,NA,"Silva, JM; Hatschbach, G","1994","04","22","Brazil","Paraná","Antonina","Morro do Registro.","-48.7118988037109","-25.4286003112793",NA,NA,"fruto, Arbusto 3m. Frutos amarelos. Mata da base do morro.","UEC178478","UEC178478","1335",NA,NA,NA,"Magnoliopsida",NA,"10","10","38300","auto",NA,NA,NA,NA,NA
"52","2020-01-17 09:35:58-03","UNICAMP","UEC","103514","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Dias, MC","1998",NA,NA,"Kinupp, VF","1997","04","14","Brazil","Paraná","Arapongas","Fragmento de aprox. 20 ha. Campinho.","-51.4244003295898","-23.4193992614746",NA,NA,"fruto, Arvoreta de 3,5 m. frutos imaturos verdes e maduros amarelados. Borda do fragmento.","UEC178481","UEC178481","158",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"18630","auto",NA,NA,NA,NA,NA
"53","2020-01-17 09:35:58-03","UNICAMP","UEC","103647","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Chagas e Silva, F; Chagas e Silva, F",NA,NA,NA,"Chagas e Silva, F","1992","11","19","Brazil","Paraná","Londrina","Mata dos Godoy, entre as parcelas I e II","-51.1627998352051","-23.3103008270264",NA,NA,"flor, Árvore com 16 m de alt. Botão floral e flores amarelas. Escasso na área.","UEC178477","UEC178477","1599",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"54","2020-01-17 09:35:58-03","UNICAMP","UEC","71428","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Durigan, G","1993","05","18","Brazil","São Paulo","Tarumã",NA,"-50.5699996948242","-22.7399997711182",NA,NA,"fruto, Árvore 8 m de altura. Mata ciliar.","UEC178479","UEC178479","30632",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"15125","auto",NA,NA,NA,NA,NA
"55","2020-01-17 09:35:58-03","UNICAMP","UEC","81990","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Durigan, G","1994","04","15","Brazil","São Paulo","Tarumã",NA,"-50.5699996948242","-22.7399997711182",NA,NA,"fruto, Árvore de sub-bosque. Casca rugosa. Frutos vermelhos.","UEC178476","UEC178476","31685",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"15125","auto",NA,NA,NA,NA,NA
"56","2020-10-14 10:02:34-03","FURB","FURB","3661","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G","2006",NA,NA,"Silva, J.M.","2006","02","28","Brasil","Santa Catarina","Itapoá","Rodovia Guaratuba, Rio Saí-Guaçu.","-48.6161003112793","-26.1168994903564",NA,NA,NA,"FURB02099","FURB02099","4709",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"57","2020-10-14 10:02:34-03","FURB","FURB","47005","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Brotto, ML","2014","08","20","Schwirkowski, P.","2014","01","19","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, Restaurante Ruda, na trilha.","-49.3786010742188","-26.2502994537354",NA,NA,"Herbácea IFFSC 837 /O/3 Habitat: Floresta Ombrófila Densa;arvoreta","FURB28203","FURB28203",NA,NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"58","2021-03-16 17:53:24-03","UCS","HUCS","13566","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.","1998",NA,NA,"Silva, J.M.","1998","02","19","Brasil","Paraná","Guaratauba","Floresta Atlântica",NA,NA,NA,NA,"arbusto 3m, flor amarela",NA,NA,"2282",NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-16 17:53:24-03","UCS","HUCS","11996","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.","1995",NA,NA,"Cordeiro, J.","1995","04","19","Brasil","Paraná","Adrianópolis","Colônia Tatupeva","-48.9911003112793","-24.6571998596191",NA,NA,"arbusto 2m, frutos avermelhados.; mata do vale do Rio Ribeira",NA,NA,"1218",NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,"49901","auto",NA,NA,NA,NA,NA
"60","2021-03-16 17:53:24-03","UCS","HUCS","10575","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.","1994",NA,NA,"Silva, J.M.","1994","04","22","Brasil","Paraná","Antonina","Morro do Registro","-48.7118988037109","-25.4286003112793",NA,NA,"arbusto 3m, frutos amarelos; mata de base do morro",NA,NA,"1335",NA,NA,NA,"Angiospermae","Malpighiales","10","10","38300","auto",NA,NA,NA,NA,NA
"61","2021-03-16 17:53:24-03","UCS","HUCS","7045","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.","1989",NA,NA,"Hatschbach, G.","1987","10","23","Brasil","Mato Grosso do Sul","Bela Vista","Rio Guaviral","-56.5210990905762","-22.1089000701904",NA,NA,"solo arenoso - arbusto 2m, flores amarelas; mata de galeria",NA,NA,"51611",NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,"66197","auto",NA,NA,NA,NA,NA
"62","2019-04-23 11:53:48-03","UNEMAT","HERBAM","14099","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Melo, J.C.",NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul",NA,"-48.6380996704102","-26.2432994842529",NA,NA,NA,"HERBAM014099",NA,"1185",NA,NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA
"63","2019-08-16 08:39:50-03","UTFPR","HCF","16625","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg","R.F. Almeida","2016","09",NA,"M.G. Caxambu","2015","03","28","Brasil","SP","Eldorado","Fazenda Itaipava/ Catre","-48.109389","-24.555722","48°06'33,8 W","24°33'20,6 S","arvoreta ca. 5 m, semi-ciófila. Frutos imaturos verdes.",NA,NA,"6057",NA,NA,NA,NA,NA,"52","52",NA,NA,NA,NA,NA,NA,NA
"64","2019-08-16 08:39:50-03","UTFPR","HCF","21559","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg","R.F. Almeida","2016","11",NA,"M.G. Caxambu","2016","10","13","Brasil","PR","Serranópolis do Iguaçu","Parque Nacional do Iguaçu","-54.041278","-25.45175","54°02'28,6 W","25°27'06,3 S","arvoreta ca. 2,10 m, heliófita. Botões florais e flores amarelas. Borda da floresta.",NA,NA,"7617",NA,NA,NA,NA,NA,"287","287",NA,NA,NA,NA,NA,NA,NA
"65","2019-08-16 08:39:50-03","UTFPR","HCF","10570","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg","E. Barboza","2014",NA,NA,"M.G. Caxambu","2012","04","28","Brasil","SP","Pariquera-Açu","Propriedade do Sr. Flávio","-47.872667","-24.807944","47°52'21,6 W","24°48'28,6 S","arvoreta ca. 4 m, heliófita. Frutos imaturos verdes e maduros amarelos.",NA,NA,"3999",NA,NA,NA,NA,NA,"17","17",NA,NA,NA,NA,NA,NA,NA
"66","2019-08-16 08:39:50-03","UTFPR","HCF","6843","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg","J. Cordeiro & E. Barboza","2008",NA,NA,"M.G. Caxambu","2008","05","22","Brasil","SC","Bombinhas","Morro de Bombas","-48.507694","-27.132111","48°30'27,7 W","27°07'55,6 S","arbusto ciófilo ca. 1,5 m. frutos maduros de cor amarela.",NA,NA,"2199",NA,NA,NA,NA,NA,"43","43",NA,NA,NA,NA,NA,NA,NA
"67","2019-08-16 08:39:50-03","UTFPR","HCF","6854","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg","J. Cordeiro & E. Barboza","2008",NA,NA,"M.G. Caxambu","2008","05","22","Brasil","SC","Bombinhas","Morro de Bombas","-48.514306","-27.130639","48°30'51,5 W","27°07'50,3 S","arbusto ca. 0,5 m, semi-ciófilo. Flores e botões florais esverdeados.",NA,NA,"2210",NA,NA,NA,NA,NA,"57","57",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-21 19:36:31-03","UFC","EAC","34580","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Lima-Verde, L.W.","2000","03",NA,"Lima-Verde, L.W.; Oliveira, R.F.","2000","01","18","Brasil","Ceará","Quixadá","Sítio Santa Luzia, Rochoso.","-39.024444","-4.955556","-39.024444","-4.955556","Fruto vermelho.; Rupícola","EAC0034580","EAC0034580","s.n.","Southern America",NA,NA,"Dicotyledon",NA,"270","270",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-21 19:36:31-03","UFC","EAC","30656","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschabach, G.","1999",NA,NA,"Silva, J.M.; Hatschbach, G.; Ferreira, L.A.","1999","06","27","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"Arbusto de 3m, fruto amarelo.; Floresta atlântica","EAC0030656","EAC0030656","s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"70","2020-12-21 16:32:33-03","MBM","MBM","118948","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Bela Vista","Rio Guaviral","-56.5210990905762","-22.1089000701904",NA,NA,NA,"MBM118948","MBM118948","51611","Southern America",NA,NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:32:34-03","MBM","MBM","41302","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Adrianópolis","Barra do Rio Pardo","-48.9911003112793","-24.6571998596191",NA,NA,NA,"MBM041302","MBM041302","38530","Southern America",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:32:33-03","MBM","MBM","155252","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Barboza, E.; Barboza, E.",NA,NA,NA,"Brazil","Paraná","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM155252","MBM155252","56360","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"73","2020-12-21 16:32:33-03","MBM","MBM","170101","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, V.F.",NA,NA,NA,"Brazil","Paraná","Bandeirantes","Bandeirantes, arredores","-50.3675003051758","-23.1100006103516",NA,NA,NA,"MBM170101","MBM170101","234","Southern America",NA,NA,NA,NA,NA,NA,"19645","auto",NA,NA,NA,NA,NA
"74","2020-12-21 16:32:34-03","MBM","MBM","7236","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM007236","MBM007236","18667","Southern America",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:32:33-03","MBM","MBM","305580","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Dombrowski, L.T.","1968","01",NA,"Brazil","Paraná","Matinhos","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,"MBM305580","MBM305580","2831","Southern America",NA,NA,NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA
"76","2020-12-21 16:32:34-03","MBM","MBM","7226","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Rio Branco do Sul","Ribeirinha","-49.3142013549805","-25.1900005340576",NA,NA,NA,"MBM007226","MBM007226","18078","Southern America",NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:32:34-03","MBM","MBM","42646","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Pereira, E.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Garuva","-49.2064018249512","-25.5347003936768",NA,NA,NA,"MBM042646","MBM042646","1702","Southern America",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:32:34-03","MBM","MBM","340232","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Weiers, M.S.","2008","01","31","Brazil","Santa Catarina","São Francisco do Sul","BR 280","-48.6380996704102","-26.2432994842529",NA,NA,"Floresta Ombrófila Densa Terras Baixas","MBM340232","MBM340232","92","Southern America",NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:32:34-03","MBM","MBM","391274","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Barboza, E.","2014",NA,NA,"Caxambu, M.G.","2012","04","28","Brazil","São Paulo","Pariquera-Açu","Propriedade do Sr. Flávio","-47.872667","-24.807944","-47.872667","-24.807944","Arvoreta ca. 4m, heliófita. Frutos imaturos verdes e maduros amarelos.; Relevo: suave-ondulado - Vegetação: Floresta Ombrófila Densa das Terras Baixas.","MBM391274","MBM391274","3999","Southern America",NA,NA,NA,NA,"17","17",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:32:34-03","MBM","MBM","410452","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Roher, D.","2018","02","05","Roher, D.; Felitto, G.; Dutra, M.; Daniel, V.; Felitto, G.; Dutra, M.; Daniel, V.","2017","01","14","Brazil","Santa Catarina","Corupá","às margens da linha férrea. Censo florestal na faixa de domínio da ferrovia (RUMO)","-50.149778","-26.454972","-50.149778","-26.454972","Árvore 6m de altura, 28cm de CAP, flores amarelas.; Floresta Ombrófila Densa.","MBM410452",NA,"238","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:32:34-03","MBM","MBM","402111","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Barboza, E.","2016","01",NA,"Silva, J.M.","2015","02","25","Brazil","Paraná","Cerro Azul","Mato Preto","-49.206389","-24.768889","-49.206389","-24.768889","Arbusto de 3m. Flor amarela. Frutos imaturos.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM402111","MBM402111","8760","Southern America",NA,NA,NA,NA,"264","264",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:32:34-03","MBM","MBM","425049","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Marinero, F.","2019","06","03","Brotto, M.L.","2019","05","22","Brazil","Paraná","Antonina","arredores","-48.686944","-25.478333","-48.686944","-25.478333","Árvore com 6 m de altura; frutos alaranjados.; Floresta Ombrófila Densa Submontana.","MBM425049",NA,"3636","Southern America",NA,NA,NA,NA,"20","20",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:32:34-03","MBM","MBM","41296","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Adrianópolis","Barra do Rio Pardo","-48.9911003112793","-24.6571998596191",NA,NA,NA,"MBM041296","MBM041296","38534","Southern America",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"84","2020-12-21 16:32:33-03","MBM","MBM","175164","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Poliquesi, C.B.; Silva, J.M.; Poliquesi, C.B.; Silva, J.M.",NA,NA,NA,"Brazil","Paraná","Adrianópolis","Colônia Tatupeva","-48.9911003112793","-24.6571998596191",NA,NA,NA,"MBM175164","MBM175164","1218","Southern America",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"85","2020-12-21 16:32:34-03","MBM","MBM","41285","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Adrianópolis","Rio São Sebastião","-48.9911003112793","-24.6571998596191",NA,NA,NA,"MBM041285","MBM041285","37869","Southern America",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"86","2020-12-21 16:32:33-03","MBM","MBM","175163","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Silva, J.M.; Poliquesi, C.B.; Silva, J.M.; Poliquesi, C.B.",NA,NA,NA,"Brazil","Paraná","Adrianópolis","Rodovia para Riberão do Rocha","-48.9911003112793","-24.6571998596191",NA,NA,NA,"MBM175163","MBM175163","1232","Southern America",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"87","2020-12-21 16:32:34-03","MBM","MBM","89523","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM089523","MBM089523","47617","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"88","2020-12-21 16:32:34-03","MBM","MBM","42648","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Smith, L.B.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Ponta da Pita","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM042648","MBM042648","3892","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"89","2020-12-21 16:32:33-03","MBM","MBM","168055","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Hatschbach, G.; Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM168055","MBM168055","1355","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"90","2020-12-21 16:32:33-03","MBM","MBM","236668","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Hatschbach, G.; Ferreira, L.A.; Hatschbach, G.; Ferreira, L.A.",NA,NA,NA,"Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM236668","MBM236668","2949","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"91","2020-12-21 16:32:33-03","MBM","MBM","283149","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Borgo, M.; et al.; et al.","2002","12","19","Brazil","Paraná","Antonina","Reserva Natural, Trilha dos Fornos","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM283149","MBM283149","2142","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"92","2020-12-21 16:32:34-03","MBM","MBM","38605","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Saíva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM038605","MBM038605","37980","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"93","2020-12-21 16:32:33-03","MBM","MBM","30045","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","São João","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM030045","MBM030045","34355","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"94","2020-12-21 16:32:33-03","MBM","MBM","30053","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM030053","MBM030053 MBM030053_1","33781","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"95","2020-12-21 16:32:33-03","MBM","MBM","230809","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Dias, M.C.",NA,NA,NA,"Kinupp, V.F.",NA,NA,NA,"Brazil","Paraná","Arapongas","Arapongas","-51.4244003295898","-23.4193992614746",NA,NA,NA,"MBM230809","MBM230809","158","Southern America",NA,NA,NA,NA,NA,NA,"18630","auto",NA,NA,NA,NA,NA
"96","2020-12-21 16:32:33-03","MBM","MBM","189215","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.",NA,NA,NA,"Brazil","Paraná","Bandeirantes","Mata São Francisco","-50.3675003051758","-23.1100006103516",NA,NA,NA,"MBM189215","MBM189215","601","Southern America",NA,NA,NA,NA,NA,NA,"19645","auto",NA,NA,NA,NA,NA
"97","2020-12-21 16:32:34-03","MBM","MBM","64325","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Cerro Azul","Cabeceiras do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM064325","MBM064325","42748","Southern America",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
"98","2020-12-21 16:32:34-03","MBM","MBM","64202","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Anderson, W.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Cerro Azul","Rio Bom Sucesso","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM064202","MBM064202","42575","Southern America",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
