"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus"
"21","2020-12-20 21:15:13-03","UFV","VIC","37378","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Pessôa, C.S.","Romero, R.; et al.","6840","2003","05","14",NA,"Brasil","Minas Gerais","Estrada para Guarita, Campo rupestre.","-46.871111","-20.281111",NA,NA,NA,"Subarbusto, c.a. de 30 cm de altura. Cálice verde, corola arroxeada.","VIC037378","VIC037378",NA,"Delfinópolis","2010","06","-46.871111","-20.281111",NA,NA,NA,NA,"09",NA,NA,NA
"22","2019-11-21 14:29:53-03","UFJF","CESJ","35238","PreservedSpecimen","Plantae","Angiosperma",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","C.S. Pessôa","F.R.G. Salimena; P.H. Nobre","970","2001","11","16","América do Sul","Brasil","Minas Gerais","Estrada para Moreiras",NA,NA,NA,NA,NA,"Arbusto ca. 20cm, flores roxas.","CESJ035238","CESJ035238",NA,"Conceição do Ibitipoca","2012","09",NA,NA,NA,NA,NA,NA,"27",NA,NA,NA
"23","2021-03-01 16:21:11-03","UNICAMP","UEC","185525","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Fernandes, UG","Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/313","2011","05","26",NA,"Brazil","Minas Gerais","Região da Serra da Canastra","-46.520278","-20.486389","938","938",NA,"Subarbusto, 0,3m de altura, corola roxa, solo arenoso","UEC116131","UEC116131",NA,"Delfinópolis","2017","05","-46.520278","-20.486389",NA,NA,NA,NA,"04",NA,NA,NA
"24","2021-03-01 16:21:11-03","UNICAMP","UEC","185526","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Fernandes, UG","Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/312","2011","05","26",NA,"Brazil","Minas Gerais","Região da Serra da Canastra","-46.520278","-20.486389","938","938",NA,"Subarbusto, 0,3m de altura, corola roxa, solo arenoso","UEC116129","UEC116129",NA,"Delfinópolis","2017","05","-46.520278","-20.486389",NA,NA,NA,NA,"04",NA,NA,NA
"25","2021-03-01 16:21:11-03","UNICAMP","UEC","185559","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Fernandes, UG","Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/320","2011","05","26",NA,"Brazil","Minas Gerais","Região da Serra da Canastra","-46.515278","-20.485556","977","977",NA,"Subarbusto, 0,3m de altura, corola roxa, solo arenoso","UEC116077","UEC116077",NA,"Delfinópolis","2017","05","-46.515278","-20.485556",NA,NA,NA,NA,"04",NA,NA,NA
"26","2021-03-01 16:21:11-03","UNICAMP","UEC","185561","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Fernandes, UG","Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/321","2011","05","26",NA,"Brazil","Minas Gerais","Região da Serra da Canastra","-46.515278","-20.485556","977","977",NA,"Subarbusto, 0,3m de altura, corola roxa, solo arenoso","UEC116078","UEC116078",NA,"Delfinópolis","2017","05","-46.515278","-20.485556",NA,NA,NA,NA,"04",NA,NA,NA
"27","2021-03-01 16:21:11-03","UNICAMP","UEC","185650","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Fernandes, UG","Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/322","2011","05","26",NA,"Brazil","Minas Gerais","Região da Serra da Canastra","-46.515278","-20.485556","977","977",NA,"Subarbusto, 0,3m de altura, corola roxa, solo arenoso","UEC116090","UEC116090",NA,"Delfinópolis","2017","05","-46.515278","-20.485556",NA,NA,NA,NA,"04",NA,NA,NA
"28","2021-03-12 12:52:36-03","UNICAMP","UEC","209180","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Fernandes, UG","Campos-Rocha, A; Tamborim, AP","596","2010","10","10",NA,"Brazil","Minas Gerais","à margem da estrada secundária para a Cachoeira do Ouro (logo no início da serra), ca. 250 após entrada a partir da BR-464 (ca. 7 km do trevo de Delfinópolis sentido Sacramento)","-46.874222","-20.288472",NA,NA,NA,"Herbácea ca. 30-40 cm altura, flores de sépalas esverdeadas, pétalas arroxeadas (tubo acastanhado), frutos cápsulas deiscentes; prensado em álcool","UEC179336","UEC179336_v01",NA,"Delfinópolis","2017","10","-46.874222","-20.288472",NA,NA,NA,NA,"30",NA,NA,NA
"29","2021-03-01 16:21:11-03","UNICAMP","UEC","204270","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscosissima","(Nees) C.Ezcurra","Durigan, G","Pilon, NAL; Durigan, G","286","2015","11","23",NA,"Brazil","São Paulo","Acostamento Rod. Castelo Branco","-49.293439","-22.811397",NA,NA,NA,"Erva, flores liláses, folhas pegajosas com tricomas gladulares; Cerrado","UEC183015","UEC183015","viscosissima","Águas de Santa Bárbara","2015","11","-49.293439","-22.811397",NA,NA,NA,NA,"23",NA,NA,NA
"30","2021-03-01 16:21:11-03","UNICAMP","UEC","204277","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscosissima","(Nees) C.Ezcurra","Durigan, G","Pilon, NAL; Durigan, G","290","2015","10","14",NA,"Brazil","São Paulo","Acostamento Rod. Castelo Branco","-49.293439","-22.811397",NA,NA,NA,"Erva, ca. 50 cm de altura, botões esverdeados, flores liláses, folhas pegajosas com tricomas gladulares; Cerrado","UEC183011","UEC183011","viscosissima","Águas de Santa Bárbara","2015","11","-49.293439","-22.811397",NA,NA,NA,NA,"23",NA,NA,NA
"31","2021-03-16 17:52:40-03","UCS","HUCS","18880","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen, D.C.","Hatschbach, G.","72065","2001","05","15",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"ereta 50 cm - flor lilás&nf;Herbário MBM; campo rupestre","HUCS006401",NA,NA,"Joaquim Felicio","2001",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"32","2019-08-16 08:38:06-03","UTFPR","HCF","480","S","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","V.G. Fernandes","A.E. Bianek","118","2003","11","11",NA,"Brasil","PR","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,"planta arbustiva com aproximadamente 50 cm de altura, pilosa, com flor arroxeada.",NA,NA,NA,"Campo Mourão","2017",NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"33","2019-08-16 08:38:06-03","UTFPR","HCF","791","S","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","G. Hatschbach","M.G. Caxambu","333","2004","01","29",NA,"Brasil","PR","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,"planta herbácea, ereta, pilosa, com cerca de 35 cm de altura. Flores roxas terminais.",NA,NA,NA,"Campo Mourão","2004","04",NA,NA,"28572","auto",NA,NA,"16",NA,NA,NA
"34","2020-12-21 16:11:06-03","MBM","MBM","365829","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Ezcurra, C.","Zuloaga, R.J.; Ezcurra, C.; Morrone, O.; Ezcurra, C.; Morrone, O.","3299","1987","11","30","Southern America","Argentina","Misiones","de San Ignacio a Santa Ana",NA,NA,NA,NA,NA,"Flor celeste.","MBM365829","MBM365829",NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:11:06-03","MBM","MBM","159740","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Silva, M.G.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58755","1993","02","09","Southern America","Brazil","Mato Grosso do Sul","Rodovia para Antonio João, 22km O.","-55.7256011962891","-22.5361003875732",NA,NA,NA,"Ereta; flor lilás.; Campo limpo e seco.","MBM159740","MBM159740",NA,"Ponta Porã","2010","10",NA,NA,"102608","auto",NA,NA,"28",NA,NA,NA
"36","2020-12-21 16:11:06-03","MBM","MBM","159751","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Silva, M.G.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58772B","1993","02","09","Southern America","Brazil","Mato Grosso do Sul","Rodovia para Antonio João, 22km O.","-55.7256011962891","-22.5361003875732",NA,NA,NA,"Flor lilás.; Campo Limpo.","MBM159751","MBM159751",NA,"Ponta Porã","2010","10",NA,NA,"102608","auto",NA,NA,"28",NA,NA,NA
"37","2020-12-21 16:11:06-03","MBM","MBM","159741","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Silva, M.G.","Hatschbach, G.","58673","1993","02","08","Southern America","Brazil","Mato Grosso do Sul","Fazenda Santa Paula, Rodovia MS-295, ca 18km O de Tacuru","-55.0158004760742","-23.6324996948242",NA,NA,NA,"Ereta; flor lilás.; Campo cerrado.","MBM159741","MBM159741",NA,"Tacuru","2010","10",NA,NA,"36822","auto",NA,NA,"28",NA,NA,NA
"38","2020-12-21 16:11:06-03","MBM","MBM","258207","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen, D.C.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72065","2001","05","15","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Ereta 50cm; flor lilás.; Campo rupestre; solo arenoso. Alt.: 950/1000m.","MBM258207","MBM258207",NA,"Joaquim Felício","2001",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:11:06-03","MBM","MBM","36401","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscosissima","(Nees) Lindau","Ezcurra, C.","Hatschbach, G.","6547","1959","11","28","Southern America","Brazil","Paraná",NA,"-49.8266983032227","-24.1578006744385",NA,NA,NA,"Flor anil; folhas untuosas ao tato.; Campo.","MBM036401",NA,"viscosissima","Arapoti","1992",NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:11:06-03","MBM","MBM","36400","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Leonard, E.C.","Hatschbach, G.","8563","1961","10","23","Southern America","Brazil","Paraná","Rio das Cinzas, Barra dos Perdizes.","-49.8266983032227","-24.1578006744385",NA,NA,NA,"Flor anil.; Cerrado.","MBM036400","MBM036400",NA,"Arapoti","1962",NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:11:06-03","MBM","MBM","21016","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen, D.C.","Hatschbach, G.","26786","1971","06","17","Southern America","Brazil","Paraná","Rio Pelame","-49.4636001586914","-24.1128005981445",NA,NA,NA,"Flor lilás.; Cerrado recém queimado.","MBM021016","MBM021016",NA,"Sengés","1972",NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:11:06-03","MBM","MBM","249210","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen, D.C.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70850","2000","05","10","Southern America","Brazil","Tocantins","Rodovia TO-050, 6km O da cidade","-46.9383010864258","-12.9314002990723",NA,NA,NA,"Erva 1m; flor vermelha.; Campo cerrado. Alt.: 520m.","MBM249210","MBM249210",NA,"Arraias","2001",NA,NA,NA,"66446","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:11:06-03","MBM","MBM","204317","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen, D.C.","Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","65610","1996","10","16","Southern America","Brazil","Mato Grosso","Rio Barbado, Cavalvasco Velho",NA,NA,NA,NA,NA,"Ereta; flor lilás.; Cerrado.","MBM204317","MBM204317",NA,"Vila Bela da SS. Trindade","1997","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:11:06-03","MBM","MBM","21015","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen, D.C.","Hatschbach, G.","26030","1971","01","23","Southern America","Brazil","Mato Grosso","Santa Fé",NA,NA,NA,NA,NA,"Flor anil.; Cerrado aberto.","MBM021015","MBM021015",NA,"Sidrolandia","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:11:06-03","MBM","MBM","33080","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen, D.C.","Hatschbach, G.; Anderson, W.R.; Barneby, R.C.; Gates, B.; Anderson, W.R.; Barneby, R.C.; Gates, B.","36240","1975","02","18","Southern America","Brazil","Goiás","São Gabriel de Goiás, Rodovia GO-12",NA,NA,NA,NA,NA,"Subarbusto 70cm; flor lilás.; Campo; solo úmido.","MBM033080","MBM033080",NA,"Planalto","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
