"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","930418","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","D. C. Wasshausen","H. S. Irwin","15994","1966","05","25","South America","Brazil","Mato Grosso","Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930418","NY00930418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","499209","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscossisima","(Nees) C.Ezcurra","C. Ezcurra","R. Kral","75749","1988","11","30","South America","Brazil","Goiás","56 km N de Alto Paraíso de Goiás.","-47.2644","-13.7767","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=211931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499209","NY00499209_01","viscossisima","Teresina de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","498867","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscossisima","(Nees) C.Ezcurra","C. Ezcurra","G. G. Hatschbach","26786","1971","06","17","South America","Brazil","Paraná","Rio Pelame","-49.4633","-24.1131",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=211935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498867","NY00498867_01","viscossisima","Sengés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","498869","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscossisima","(Nees) C.Ezcurra","C. Ezcurra","F. C. Hoehne","s.n.","1928","11","01","South America","Brazil","Paraná","Ponta Grossa.","-50.077154","-25.140873",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=211932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498869","NY00498869_01","viscossisima","Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","499208","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscossisima","(Nees) C.Ezcurra","C. Ezcurra","H. S. Irwin","6245","1964","09","19","South America","Brazil","Distrito Federal","Cia Fercel, ca. 20 km E of Brasilia.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=211933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499208","NY00499208_01","viscossisima","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","930420","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","D. C. Wasshausen","B. Dubs","1878","1995","10","22","South America","Brazil","Mato Grosso","Serra das Araras, Vale do Currupira","-56.85","-15.17",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930420","NY00930420_01",NA,"Alto Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","930419","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","D. C. Wasshausen","H. S. Irwin","6822","1964","10","12","South America","Brazil","Mato Grosso","Ca. 90 km. N. of Xavantina.","-52.4","-13.83","300","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930419","NY00930419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","498868","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscossisima","(Nees) C.Ezcurra","C. Ezcurra","S. M. de Campos","81","1959","09","20","South America","Brazil","São Paulo","Faz. Boa Vista. SE da Estaçao Engo. Hermilo.","-48.4154566","-23.6331785",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=211934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498868","NY00498868_01","viscossisima","Angatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","498866","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscossisima","(Nees) C.Ezcurra","C. Ezcurra","R. Reitz","4499","1952","01","24","South America","Brazil","Santa Catarina","Campo Erê.","-52.6181","-27.0967",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=211936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498866","NY00498866_01","viscossisima","Chapecó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-09-29 21:56:00-03","NY","NYBG","930421","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia viscossisima","(Nees) C.Ezcurra",NA,"D. Philcox","4254","1968","02","10","South America","Brazil","Goiás","On E. side of lagoa. c. 130 m N.E. of Brasília",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930421","NY00930421_01","viscossisima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-01-28 13:10:57-03","MCN-PUC-MINAS","HPUC-MG","ANG016","S","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia",NA,"Suely N.F.Aguiar","I.N.C de Azevedo et al.","99","2004","05","19",NA,"Brasil","Distrito federal","EEJBB","-47.828611","-15.861389","1135","1135",NA,"Flor roxa",NA,NA,NA,"Brasília","2004","09","47°49'43''W","15°51'41''S",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:08:06-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen, DC","Hatschbach, G; Hatschbach, M; Ribas, OS","77561","2004","06","08","Southern America","Brasil","Minas Gerais","Serra do Cabral, Morro da Torre","-44.1721992492676","-17.7574996948242",NA,NA,NA,"50 cm, flor lilás. Campo rochoso. Encosta do morro",NA,NA,NA,"Joaquim Felício","2005",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:29:44-03","NBC","NL-BOTANY","U.1057470","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen DC","Dubs B",NA,"1995","10","22","Southern America","Brazil","Mato Grosso",NA,"-56.85","-15.166667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1057470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1057470","NL-U1057470",NA,NA,NA,NA,"-56.85","-15.166667",NA,NA,"Magnoliopsidae","U 0112614",NA,NA,NA,NA
"14","2020-02-08 09:29:44-03","NBC","NL-BOTANY","L.2834658","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau",NA,"Hatschbach GG",NA,"1959","11","28","Southern America","Brazil",NA,"Est Parana, Mun. Arapoti, Arapoti.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2834658 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2834658","NL-L2834658",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 09:29:44-03","NBC","NL-BOTANY","U.1057471","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Wasshausen DC","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"1983","03","19","Southern America","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1057471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1057471","NL-U1057471",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0142018",NA,NA,NA,NA
"16","2020-02-08 09:29:44-03","NBC","NL-BOTANY","U.1057472","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau",NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasiliae Australis, Est. São Paulo. Km 158 in road from São Paulo to Londrina, Campo cerrado.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1057472 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1057472","NL-U1057472",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-11-04 10:58:47-03","ESALQ","ESA","25522","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Kameyama, C.","Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Nakagomi, M.Y.","7308.0","1994","11","14",NA,"Brasil","São Paulo","Estrada Itararé - Itapeva, próximo à ponte do Rio Verde. Área de cerrado adjacente a banhado. 24o05'06S, 49o12'06W",NA,"-24.085",NA,NA,NA,"Erva; flores azul-arroxeadas.","ESA025522","ESA025522",NA,"Itararé",NA,NA,NA,"-24,085",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 10:58:47-03","ESALQ","ESA","25868","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Kameyama, C.","Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Nakagomi, M.Y.","7308.0","1994","11","14",NA,"Brasil","São Paulo","Estrada Itararé - Itapeva, próximo à ponte do Rio Verde. Área de cerrado adjacente a banhado. 24o05'06S, 49o12'06W",NA,"-24.085",NA,NA,NA,"Erva; flores azul-arroxeadas.","ESA025868","ESA025868",NA,"Itararé",NA,NA,NA,"-24,085",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:32:58-03","IAP","PACA-AGP","64131","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","V. Silva, M. F. Parode & M. S. Marchioretto","Hatschbach, G.","110","1948","11","23",NA,"Brasil","PR","Eng. Bley","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Habitat: in campestribus Fenofase: flor","PACA064131",NA,NA,"Lapa","2014","08",NA,NA,"49965","auto","Magnoliatae",NA,NA,NA,NA,NA
"20","2020-12-20 21:15:13-03","UFV","VIC","37377","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","multifolia","Ruellia multifolia","(Nees) Lindau","Pessôa, C.S.","Volpi, R.L.; et al.","661","2003","05","17",NA,"Brasil","Minas Gerais","Condomínio de Pedra, Campo rupestre.","-46.756389","-20.367778",NA,NA,NA,"Subarbusto, c.a. de 40 cm de altura. Cálice verde, base do tubo da corola creme e ápice roxo, estames alvos.","VIC037377","VIC037377",NA,"Delfinópolis","2010","06","-46.756389","-20.367778",NA,NA,NA,NA,"09",NA,NA,NA
