"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","fieldNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","615652","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","brachymischa","Eugenia brachymischa","Kiaersk.","A. F. M. Glaziou","13891","1907","South America","Brazil","Rio de Janeiro","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=716478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615652","NY00615652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","615648","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. R. Landrum","2798","1977","South America","Brazil","São Paulo","Hillside north of Capivari","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615648","NY00615648_01","12","04","Campos do Jordao","-45.5","-22.75","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00908312","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","H. S. Irwin","28762","1971","South America","Brazil","Minas Gerais","Serra do Espinhaço, middle and upper slopes, south side of Serra da Piedade, ca. 5 km N. of Caeté","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908312","NY00908312_01","01","19",NA,"-43.67613","-19.82237","1800","1800","L. R. Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","615650","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. R. Landrum","2798","1977","South America","Brazil","São Paulo","Reserva florestal de Campos de Jordao, hillside north of Capivari","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615650","NY00615650_01","12","04","Campos do Jordao","-45.5","-22.75","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00908310","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","H. S. Irwin","30530","1971","South America","Brazil","Minas Gerais","Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908310","NY00908310_01","01","16",NA,"-43.67613","-19.82237","1800","1800","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","615651","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","J. Mattos","14348","1966","South America","Brazil","São Paulo","Campos do Jordao, Fazenda da Guarda, Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615651","NY00615651_01","12","15","Campos do Jordao","-45.48067","-22.690526",NA,NA,"L. R. Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","00908311","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. R. Landrum","4277","1982","South America","Brazil","Minas Gerais","Caeté, Serra da Piedade. Km 1-5 on road to top of Serra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908311","NY00908311_01","02","02","Caeté","-43.75","-19.92","1200","1700","L. R. Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","615649","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. R. Landrum","2819","1977","South America","Brazil","São Paulo","Reserva florestal de Campos de Jordao","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615649","NY00615649_01","12","05","Campos do Jordao","-45.5","-22.75","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","615935","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. B. Smith","14344","1965","South America","Brazil","Santa Catarina","Três Pedrinhas 12 km southwest of Sao Joaquim","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615935","NY00615935_01","01","06","Sao Joaquim","-49.95","-28.37","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","615647","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. R. Landrum","2111","1977","South America","Brazil","Rio de Janeiro","Parque Nacional Itatiaia, along road to Agulhas Negras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615647","NY00615647_01","10","18",NA,"-44.67","-22.42","2000","2600","L. R. Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-06-29 11:31:39-03","UFRJ","RFA","17940","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","Lanstyack","252","1939",NA,"Brasil","Rio de Janeiro","Km 21",NA,"Arbusto de flores brancas","RFA15209",NA,"01","00","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"Graziela","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:20:24-03","UFRJ","RFA","22823","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","F. Segadas-Vianna; A.C. Brade 20333","5028","1950",NA,"Brasil","Rio de Janeiro","Serra do Itatiaia, Plateau",NA,"Arbusto até 1 m de altura","RFA18724",NA,"05","00","Resende","-44.4467010498047","-22.468900680542","2500","2500","W.G. Lima","36089","auto","2003","05","08",NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:45:49-03","EAO","IAN","94406","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","brachymischa","Eugenia brachymischa","Kiaersk.","Glaziou, AFM","13891","1907","Southern America","Brasil","Rio de Janeiro",NA,NA,NA,"IAN094406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotipo",NA,NA,NA,NA,NA
"14","2020-10-27 11:22:00-03","PUCPR","HUCP","15564","S","Plantae","Eudicotiledonea",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(Dc.) D. Legrand, D. & Kausel","Libsch, D","254","2001",NA,"Brasil","Paraná","Proação PUC",NA,NA,"HUCP00014609","HUCP00014609","10","25","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"Oliveira, EHA","25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:42-03","ESALQ","ESA","41673","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) Legr. & Kaus.","Landrum, L.","2831.0","1977",NA,"Brasil","São Paulo",NA,NA,NA,"ESA041673",NA,"12","05","Campos de Jordão",NA,NA,NA,NA,"Landrum, L.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:42-03","ESALQ","ESA","15481","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1207.0","1993",NA,"Brasil","São Paulo",NA,NA,NA,"ESA015481",NA,"09","21","Campos de Jordão",NA,NA,NA,NA,"Kawasaki, M.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:42-03","ESALQ","ESA","98416","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa",NA,"Meireles, L.D.","2793.0","2007",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA098416","ESA098416","03","13","Itamonte","-44.8699989318848","-22.283899307251",NA,NA,"Meireles, L.D.","26914","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:42-03","ESALQ","ESA","98409","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa",NA,"Meireles, L.D.","1457.0","2004",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA098409",NA,"02","19","Itamonte","-44.8699989318848","-22.283899307251",NA,NA,"Meireles, L.D.","26914","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:42-03","ESALQ","ESA","98408","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa",NA,"Meireles, L.D.","1609.0","2005",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA098408",NA,"05","14","Passa Quatro","-44.9667015075684","-22.3903007507324",NA,NA,"Meireles, L.D.","17293","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:42-03","ESALQ","ESA","40093","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) Legr. & Kaus.","Los, M. M.","129.0","1985",NA,"Brasil","Paraná",NA,NA,NA,"ESA040093",NA,"03","21","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:42-03","ESALQ","ESA","77559","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) Legr. et Kaus.","Souza, V.C.; Araújo, A.O.; Romão, G.O.; Elias, S.I.; Sampaio, D.","28061.0","2002",NA,"Brasil","Minas Gerais","Camarinhas. Campo rupestre.",NA,"Arvoreta, ca. 3 m alt.; frutos imaturos verdes.","ESA077559",NA,"02","20","Ouro Preto","-43.5080986022949","-20.2875003814697","1400","1400","Landrum, L.R.","44599","auto",NA,NA,NA,NA,"-43,508,333","-20,368,889",NA,NA,NA
"22","2020-11-04 11:14:42-03","ESALQ","ESA","14885","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1089.0","1993",NA,"Brasil","São Paulo",NA,NA,NA,"ESA014885",NA,"08","17","Campos de Jordão",NA,NA,NA,NA,"Kawasaki, M.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
