"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","fieldNumber"
"23","2020-11-04 11:14:42-03","ESALQ","ESA","41672","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) Legr. & Kaus.","Mattos, J.","15800.0","1974",NA,"Brasil","São Paulo",NA,NA,NA,"ESA041672",NA,"04","23","Campos de Jordão",NA,NA,NA,NA,"Landrum, L.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:56:24-03","ESALQ","ESA","135857","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D. Legrand & Kausel","C.P. Caliari","3038.0","2012",NA,"Brasil","São Paulo",NA,NA,NA,"ESA135857",NA,"03","08","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"C.P. Caliari","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:31:26-03","IAP","PACA-AGP","102725","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D. Legrand & Kausel","J.A. Ferreira & E.M. Francisco",NA,"1998",NA,"Brasil","PR","Chácara dos lajanos",NA,"árvore 4m; frutos verdes.","PACA102725",NA,"11","11","Reserva","-50.8506011962891","-24.6502990722656",NA,NA,"L. H. Soares-Silva","43627","auto","2004",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA
"26","2019-08-27 13:31:26-03","IAP","PACA-AGP","102724","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D. Legrand & Kausel","J. A. Ferreira",NA,"1998",NA,"Brasil","PR","Sítio Anta Gorda",NA,"Árvore 4m; flores brancas.","PACA102724",NA,"11","10","Reserva","-50.8506011962891","-24.6502990722656",NA,NA,"L. H. Soares-Silva","43627","auto","2004",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA
"27","2019-08-27 13:31:26-03","IAP","PACA-AGP","45515","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa var. australis","D. Legrand","Rambo, B.",NA,"1950",NA,"Brasil","RS","Taimbesinho",NA,"SEM MATERIAL. Habitat: ad araucarietum Fenofase: flor","PACA045515",NA,"01","30","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Emrich-Rambo","76715","auto","1957","09","04",NA,NA,NA,"Magnoliatae","var. australis",NA
"28","2019-08-27 13:31:26-03","IAP","PACA-AGP","54062","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa var. australis","D. Legrand","Rambo, B.",NA,"1953",NA,"Brasil","RS","Taimbezinho",NA,"SEM MATERIAL. Habitat: in araucarieto Fenofase: flor","PACA054062",NA,"02","20","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Legrand","76715","auto","1954","08","30",NA,NA,NA,"Magnoliatae","var. australis",NA
"29","2019-08-27 13:31:26-03","IAP","PACA-AGP","45515","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa var. australis","D. Legrand","Rambo, B.",NA,"1950",NA,"Brasil","RS","Taimbesinho",NA,"SEM MATERIAL. Habitat: ad araucarietum Fenofase: flor","PACA045515",NA,"01","30","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Emrich-Rambo","76715","auto","1957","09","04",NA,NA,NA,"Magnoliatae","var. australis",NA
"30","2019-08-27 13:31:26-03","IAP","PACA-AGP","54062","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa var. australis","D. Legrand","Rambo, B.",NA,"1953",NA,"Brasil","RS","Taimbezinho",NA,"SEM MATERIAL. Habitat: in araucarieto Fenofase: flor","PACA054062",NA,"02","20","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Legrand","76715","auto","1954","08","30",NA,NA,NA,"Magnoliatae","var. australis",NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060690","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","M.L. Kawasaki; L.R. Landrum, S.S. Landrum.","884","1995",NA,"Brazil","Minas Gerais","Caete. Serra da Piedade.",NA,"Arbusto ca. 2m alto; flowers velhas.",NA,NA,"8","13",NA,"-43.669804","-19.880666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2018-03-12 17:05:42-03","ASU","ASU-PLANTS","ASU0077778","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. Echtemacht & R. C. Mota","974","2005",NA,"Brazil","Minas Gerais","Aiuruoca, Parque Estadual da Serra do Papagaio, Pico do Papagaio",NA,NA,NA,NA,"5","18",NA,"-44.64225","-22.042361","2050",NA,"L.R. Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. R. Landrum","2817","1977",NA,"Brazil","Sao Paulo","Campos do Jordao, Reserva florestal . about 1-2km past administration and nursery into the Reserva",NA,"PHOTO-MICH; Small tree 3m tall.",NA,NA,"12","5",NA,"-45.5","-22.75","1600",NA,"Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043201","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. R. Landrum","2111","1977",NA,"Brazil","Rio de Janeiro","Along road to Agulhas Negras.",NA,"Tree 4m high by road; sterile.",NA,NA,"10","18",NA,"-44.6667","-22.4167","2000","2600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060689","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","V.C. Souza; A.O. Araujo, G.O. Romao, S.I. Elias, D. Sampaio","28061","2002",NA,"Brazil","Minas Gerais","Camarinhas.",NA,"Arvoreta, ca. 3m alto; frutos imaturos verdes.",NA,NA,"2","20","Ouro Preto","-43.5085","-20.3689",NA,NA,"L.R. Landrum, 2002.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:40:11-03","UFJF","CESJ","70297","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D. Legrand & Kausel","J.H.C. Ribeiro","618","2015","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Chapadão",NA,"Árvore, 11m, no interior de floresta nebular. Botões florais verdes . Indivíduo 712 da fitossociologia.","CESJ070297",NA,"02","04","Baependi","-44.749444","-22.131389","1935","1935","K. Antunes",NA,NA,"2017",NA,NA,NA,"-44.749444","-22.131389",NA,NA,NA
"37","2019-11-21 14:40:11-03","UFJF","CESJ","58132","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D. Legrand & Kausel","F.R.G. Salimena; L. Menini Neto; P.H. Nobre","2830","2010","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Estrada para a Cachoeira dos Garcias.",NA,"Árvore ca. 4m, flores alvas em borda de floresta. Cerrado.","CESJ058132",NA,"09","25","Aiuruoca","-44.603099822998","-21.9755992889404",NA,NA,"M. Sobral","27460","auto","2012","06","14",NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:40:11-03","UFJF","CESJ","56869","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D. Legrand & Kausel","L. Menini Neto; F.R.G. Salimena; P.H. Nobre","942","2010","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Trilha para o Pico do Papagaio. UTM (23K), 0535216, 7564014. 1730 m.s.m.",NA,"Árvore, ca. 2,5m alt., no campo, próximo ao curso d'água. Folhas discolores, frutos imaturos verdes.","CESJ056869",NA,"09","25","Aiuruoca","-44.603099822998","-21.9755992889404",NA,NA,"M. Sobral","27460","auto","2012","06","14",NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:40:11-03","UFJF","CESJ","61051","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D. Legrand & Kausel","D.S. Santiago; K. Antunes; R.J.V. Alves","304","2012","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Pico do Santo Agostinho (Garrafão). Em Mata Nebular (topo).",NA,"Árvore, ca. 4 m, botões e frutos amarronzados","CESJ061051",NA,"11","24","Alagoa","-44.6418991088867","-22.1706008911133",NA,NA,"M. Sobral","13155","auto","2013","06",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:28-03","UNICAMP","UEC","138032","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(A.DC.) D.Legrand & Kausel","Meireles, LD; Shepherd, GJ; Belinello, R","1457","2004",NA,"Brazil","Minas Gerais","Serra Fina - Hotel Alpina.",NA,"Arbusto, ca 2m.&nf;; Campo de altitude.","UEC028481","UEC028481","02","19","Itamonte","-44.817222","-22.3725","2000","2000","Sobral, M",NA,NA,"2009",NA,NA,NA,"-44.817222","-22.3725",NA,NA,NA
"41","2021-03-01 16:36:28-03","UNICAMP","UEC","138073","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(A.DC.) D.Legrand & Kausel","Meireles, LD; Verola, CF; Caiafa, AN; Martins, FM","1394","2003",NA,"Brazil","Minas Gerais","Chapadão",NA,"Arbusto, 3m, face abaxial foliar amarelo-ferrugíneo, frutos ferrugem.","UEC051137","UEC051137","04","19","Ouro Preto","-43.560444","-20.487833","1100","1100","Meireles, LD",NA,NA,"2013",NA,NA,NA,"-43.560444","-20.487833",NA,NA,NA
"42","2021-03-01 16:36:28-03","UNICAMP","UEC","165073","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(A.DC.) D.Legrand & Kausel","Meireles, LD; Nunes, JA; Neto, JOC","2793","2007",NA,"Brazil","Minas Gerais","Serra Fina, Casa Alpina.",NA,"Árvore, 5m, frutos ferrugíneos.; Borda do campo.","UEC028479","UEC028479","03","13","Itamonte","-44.817222","-22.3725","2000","2000","Sobral, M",NA,NA,"2009",NA,NA,NA,"-44.817222","-22.3725",NA,NA,NA
"43","2021-03-01 16:36:28-03","UNICAMP","UEC","165075","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(A.DC.) D.Legrand & Kausel","Meireles, LD; Nunes, JA; Neto, JOC; Cordeiro, TR","3258","2007",NA,"Brazil","Minas Gerais","Serra Fina, Pedra da Mina (Baixa).",NA,"Arvoreta, ca 2,5m, flores ferrugíneas.&nf;; Mata de Candeia.","UEC028484","UEC028484","08","30","Passa Quatro","-44.846944","-22.404861","1945","2087","Sobral, M",NA,NA,"2009",NA,NA,NA,"-44.846944","-22.404861",NA,NA,NA
"44","2021-03-01 16:36:28-03","UNICAMP","UEC","168104","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(A.DC.) D.Legrand & Kausel","Batista, TA; Moraes, C; Boechat, C","210","2011",NA,"Brazil","Minas Gerais","Hotel Casa Alpina Na cota 2100.",NA,"Árvore. Folhas discolores com face abaxial pilosa. Botões florais beges.; Ponto 32 - Floresta de montanha com altura média de dossel de 15 m. Solo com muitas raízes. Presênça de cipós, gramineas, bambuzal em regeneração, Euphorbiaceas,","UEC040159","UEC040159","01","20","Itamonte","-44.817889","-22.380528","2110","2110",NA,NA,NA,NA,NA,NA,NA,"-44.817889","-22.380528",NA,NA,NA
"45","2021-03-01 16:36:28-03","UNICAMP","UEC","188709","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(A.DC.) D.Legrand & Kausel","Cornia, MGK; Ivanauskas, NM; Assis, MC; Gonçalves, LN","SPSF49688","2014",NA,"Brazil","Minas Gerais","Vila de São Francisco dos Campos de Jordão. Beira de estrada.",NA,"Arvoreta de 1,70 m. Pétalas e estames brancos.; Floresta ombrófila mista. Vegetação secundária. (WGS84, Zona 23K)","UEC126693","UEC126693","02","17","Delfim Moreira","-45.173889","-22.541389","1659","1659","Meireles, LD",NA,NA,"2016",NA,NA,NA,"-45.173889","-22.541389",NA,NA,NA
"46","2021-03-01 16:36:28-03","UNICAMP","UEC","188755","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(A.DC.) D.Legrand & Kausel","Cornia, MGK; Ivanauskas, NM; Assis, MC","SPSF49701","2015",NA,"Brazil","Minas Gerais","Vila de São Francisco dos Campos do Jordão. Beira do córrego da Lavrinha. (WGS84, ZONA 23k)",NA,"Árvore de 6 m. Flores velhas.; Floresta ombrófila mista.","UEC126699","UEC126699","02","26","Delfim Moreira","-45.173889","-22.541389","1634","1634","Meireles, LD",NA,NA,"2016",NA,NA,NA,"-45.173889","-22.541389",NA,NA,NA
