"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","typeStatus","individualCount"
"11","2021-03-01 16:23:20-03","UNICAMP","UEC","167935","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G","Romão, GO; Rodrigues, CD; Dantas, APT","1815","2006","11","01",NA,"Brazil","Santa Catarina","Grão Pará","Serra do Corvo Branco; ca. de 600m do cume com portal em V, na direção à Grão Pará pela rodovia SC-439. 1470 msm.","-49.377778","-28.041111",NA,NA,NA,"Liana; capítulos branco-amarelos.; Paredão rochoso úmido na beira da estrada.","UEC091920","UEC091920","2017","10",NA,NA,NA,NA,"17","-49.377778","-28.041111",NA,NA,NA,NA
"12","2020-10-14 09:58:58-03","FURB","FURB","47239","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G.","Gasper, A.L. de; Salino, A. & Meyer, L.","2904","2011","11","11",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco.","-49.3655556","-28.0558333","110","110",NA,"Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Avançado; beira de estrada Habito: arbustiva; flor branca","FURB47453","FURB47453","2017","12",NA,NA,NA,NA,"05","-49.3655556","-28.0558333",NA,NA,NA,NA
"13","2021-03-16 17:50:32-03","UCS","HUCS","10211","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Robinson, H.","Wasum, R.A.","s.n.","1994","09","24",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Floresta Nacional","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Em beira da mata",NA,NA,"1994","11","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-16 17:50:32-03","UCS","HUCS","36289","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Schneider, A.A.","Schneider, A.A.","1368","2006","10","19",NA,"Brasil","Santa Catarina","Urubici","Serra do Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Herbário ICN 151682; Mata em topo de morro",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-16 08:38:26-03","UTFPR","HCF","17538","S","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","G. Heiden","M.G. Caxambu","6685","2015","08","05",NA,"Brasil","PR","Nova Tebas","Estação Ecológica Municipal Reinaldo","-51.954056","-24.372667","610","610",NA,"subarbusto escandente, heliófito. Capítulos alvo-esverdeados, odoríferos.",NA,NA,"2017","06",NA,NA,NA,NA,"06","51°57'14,6 W","24°22'21,6 S",NA,NA,NA,NA
"16","2020-12-21 16:14:47-03","MBM","MBM","348112","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Vaz, J.; Cordeiro, J.; Poliquesi, C.B.; Vaz, J.","7149","2008","11","14","Southern America","Brazil","Santa Catarina","Urubici","Serra do Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Subarbusto, 50 cm, capítulo creme.; Encosta do paredão rochoso e úmido.","MBM348112","MBM348112","2010","07","30102","auto",NA,NA,"18",NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:14:47-03","MBM","MBM","356360","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Schneider, A.A.","Schneider, A.A.","1368","2006","10","19","Southern America","Brazil","Santa Catarina","Urubici","Serra do Corvo Branco","-49.363361","-28.060139","1334","1334",NA,"Borda de mata em topo de morro.","MBM356360","MBM356360",NA,NA,NA,NA,NA,NA,NA,"-49.363361","-28.060139",NA,NA,NA,NA
"18","2020-12-21 16:14:47-03","MBM","MBM","386921","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Cordeiro, J.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10110","2013","11","05","Southern America","Brazil","Santa Catarina","Grão Pará","Serra do Corvo Branco","-49.366722","-28.055622","1233","1233",NA,"Subarbusto apoiante. Capítulos cremes.","MBM386921","MBM386921","2013","12",NA,NA,NA,NA,"03","-49.366722","-28.055622",NA,NA,NA,NA
"19","2020-12-21 16:14:47-03","MBM","MBM","386921","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Cordeiro, J.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10110","2013","11","05","Southern America","Brazil","Santa Catarina","Grão Pará","Serra do Corvo Branco","-49.366722","-28.055622","1233","1233",NA,"Subarbusto apoiante. Capítulos cremes.","MBM386921","MBM386921","2013","12",NA,NA,NA,NA,"03","-49.366722","-28.055622",NA,NA,NA,NA
"20","2020-12-21 16:14:47-03","MBM","MBM","427688","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G.","Gasper, A.L.; Salino, A.; Meyer, L.; Salino, A.; Meyer, L.","2904","2011","11","11","Southern America","Brazil","Santa Catarina","Grão Pará","Serra do Corvo Branco","-49.365556","-28.055833","110","110",NA,"Arbustiva. Flor branca.; Floresta Ombrófila Mista. Estágio Avançado. Beira de estrada.","MBM427688",NA,"2017","12",NA,NA,NA,NA,"05","-49.365556","-28.055833",NA,NA,NA,NA
"21","2020-12-21 16:14:47-03","MBM","MBM","305542","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Teles, A.M.","Silva, J.M.; Abe, L.M.; Abe, L.M.","4359","2005","06","09","Southern America","Brazil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,NA,"Apoiante, flor creme, masculina.; Orla da Floresta Atlântica.","MBM305542","MBM305542","2009","08","49901","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:14:47-03","MBM","MBM","251721","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Malme, O.","Dusén, P.","14394","1914","01","22","Southern America","Brazil","Paraná","Morretes","São João","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM251721",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:14:47-03","MBM","MBM","173298","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G.","Wasum, R.","10211","1994","09","24","Southern America","Brazil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525","850","850",NA,"Em beira de mata.","MBM173298","MBM173298","2010","07","76715","auto",NA,NA,"17",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:14:47-03","MBM","MBM","319899","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Teles, A.M.","Hatschbach, G.; Barboza, E.; Barboza, E.","79665","2006","08","21","Southern America","Brazil","Santa Catarina","Lauro Müller","Serra do Rio do Rastro","-49.3967018127441","-28.3927993774414",NA,NA,NA,"Apoiante, 1 m, capítulo alvo.; Margem do rio encachoeirado.","MBM319899","MBM319899","2009","08","15992","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-04 05:55:14-03","MNHN","RECOLNAT_MNHN_P","P02463381","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusen",NA,"P|Dusén",NA,"1915","1","2",NA,"Brasil","Paraná",NA,"Serra do Mar, São João . Paraná, Sul, Brasil, América do Sul",NA,NA,"545",NA,"hb","Plantae Brasilienses. . Reçu le 8 Novembre 1932. Le type is nº 7899 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02463381' target='other'> <mi>dwc_moreinfo</mi></a>","P02463381","P02463381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15424",NA,NA
"26","2020-12-11 11:32:25-03","UFMG","BHCB","99763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén.",NA,"Stehmann, JR; Mentz, LA; Fregonezi, JN; Teles, AM","4382","2005","11","26","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro.","-49.557222","-28.38","1433","1433",NA,"Arbusto decumbente. Capítulos com flores estaminadas esverdeadas","BHCB023532",NA,"2011","06",NA,NA,NA,NA,"28","-49.557222","-28.38",NA,NA,NA,NA
"27","2021-02-11 17:18:00-03","UFPR","UPCB","77306","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden,G.","Souza, V.C. | Rodrigues, R.R. | Arzolla, F.A.R.P. | et al.","9070","1995","09","04",NA,"Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo, trilha para o mirante mais alto. Mata Atlântica com transição para o campo de altitude.","-48.0999984741211","-24.5200004577637",NA,NA,NA,"Escandente; capítulos creme. Campo de altitude..",NA,NA,"2010","11","38804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2011-02-17 08:48:00-02","MO","MOBOT","2599044","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","P. Dusén","Per Dusén","Dusén 7899","1909","3","25","South America","Brazil","Paraná",NA,"Serra do Mar, Cadeado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","3289887","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","P. Dusén","Per Dusén","Dusén 14394","1914",NA,NA,"South America","Brazil","São Paulo",NA,"Serra do Mar. in rRupibus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-08-21 21:06:00-03","MO","MOBOT","3290007","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Harold Robinson em","Ronaldo Wasum|et al.","Wasum 10211","1994",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"São Francisco de Paula - Floresta Nacional . Em beira da mata.",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","3293635","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","P. Dusén","Per Dusén","Dusén 15424","1914",NA,NA,"South America","Brazil","São Paulo",NA,"Serra do Mar. In Rupibus.",NA,NA,"545.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-26 14:12:16-03","CPACT","ECT","5955","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","J.R.V.Iganci","J.R.V.Iganci","398","2008","10","28",NA,"Brasil","Santa Catarina","Urubici","Serra do Corvo Branco. Topo da Serra, próximo ao mirante. Encosta úmida.","-49.366111","-28.055556","1155","1155",NA,NA,"ECT0005955","ECT0005955","2008","10",NA,NA,NA,NA,"28","49º21'58''W","28º3'20''S",NA,NA,NA,NA
"33","2021-01-26 14:12:16-03","CPACT","ECT","3911","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","G.Heiden","G.Heiden; C.T.Oliveira","1781","2011","11","12",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco. Rodovia SC 439, p#?#roximo da divisa Grão Pará/Urubici. Floresta ombrófila densa (Mata Atlântica), vegetação rupícola nas escarpas de arenito.","-49.366944","-28.056389","1249","1249",NA,NA,"ECT0003911","ECT0003911","2011","11",NA,NA,NA,NA,"12","49º22'1''W","28º3'23''S",NA,NA,NA,NA
"34","2021-01-26 14:12:16-03","CPACT","ECT","4066","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","J.R.V.Iganci","J.R.V.Iganci","508","2008","11","18",NA,"Brasil","Santa Catarina","Urubici","Serra do Corvo Branco.","-49.366111","-28.055556","1340","1340",NA,NA,"ECT0004066","ECT0004066","2008","11",NA,NA,NA,NA,"18","49º21'58''W","28º3'20''S",NA,NA,NA,NA
"35","2021-01-26 14:12:16-03","CPACT","ECT","3910","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","G.Heiden","G.Heiden; C.T.Oliveira","1782","2011","11","12",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco. Rodovia SC 439, p#?#roximo da divisa Grão Pará/Urubici. Floresta ombrófila densa (Mata Atlântica), vegetação rupícola nas escarpas de arenito.","-49.366944","-28.056389","1249","1249",NA,NA,"ECT0003910","ECT0003910","2011","11",NA,NA,NA,NA,"12","49º22'1''W","28º3'23''S",NA,NA,NA,NA
"36","2021-01-26 14:12:16-03","CPACT","ECT","2815","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","G.Heiden","M.G.Caxambu; E.L.Siqueira | M.P.Chagas | Y.C.","6685","2015","05","08",NA,"Brasil","Paraná","Tebas","Estação Ecológica Municipal Reinaldo Petrechen.","-51.954167","-24.372778","610","610",NA,NA,"ECT0002815","ECT0002815","2017","06",NA,NA,NA,NA,"06","51º57'15''W","24º22'22''S",NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","1280436","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén",NA,"P. K. Dusén","14394","1914","1","22","South America","Brazil","Paraná",NA,"Paraná: Serra do Mar, São João, in rupibus",NA,NA,"550",NA,NA,NA,"US01725819","US01725819_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","1280444","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén",NA,"P. K. Dusén","15424","1915","1","20","South America","Brazil","Paraná",NA,"Paraná: Serra do Mar, São João",NA,NA,"545",NA,NA,NA,"US01725820","US01725820_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","2403207","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén",NA,"-- Reitz & Klein, --","6771","1958","7","13","South America","Brazil","Santa Catarina",NA,"Serra Rio do Rastro, Lauro Müller",NA,NA,"800",NA,NA,NA,"US01725822","US01725822_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","1473668","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén",NA,"P. K. Dusén","14394","1914","1","22","South America","Brazil","Paraná",NA,"Paraná: Serra do Mar, São João in rupibus",NA,NA,NA,NA,NA,NA,"US01725821","US01725821_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"41","2021-03-15 18:25:21-03","USP","SPF","208087","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G","Heiden, G; Särkinen, TE; Iganci, JRV","1337","2010","04","02",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco, SC 439, próximo da divisa Grão Pará/Urubici.","-49.366944","-28.056389","1249","1249",NA,"Subarbusto apoiante, ca. 1 m alt. Ramos pendentes. Folhas verdes. Estéril.","SPF00208087",NA,"2010","04",NA,NA,NA,NA,"02","-49.366944","-28.056389",NA,NA,NA,NA
"42","2021-03-15 18:25:21-03","USP","SPF","208516","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G","Heiden, G; Oliveira, CT","1781","2011","11","12",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco, Rodovia SC 439, próximo da divisa Grão Pará/Urubici.","-49.366944","-28.056389","1249","1249",NA,"Arbusto, ca. 1 m alt. Ramos pendentes. Folhas vernicosas, verdes. Brácteas involucrais verde-claras. Flores creme. Planta estaminada.","SPF00208516",NA,"2011","11",NA,NA,NA,NA,"12","-49.366944","-28.056389",NA,NA,NA,NA
"43","2021-03-15 18:25:21-03","USP","SPF","208517","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G","Heiden, G; Oliveira, CT","1782","2011","11","12",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco, Rodovia SC 439, próximo da divisa Grão Pará/Urubici.","-49.366944","-28.056389","1249","1249",NA,"Arbusto, ca. 1 m alt. Ramos pendentes. Folhas vernicosas, verdes. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada.","SPF00208517",NA,"2011","11",NA,NA,NA,NA,"12","-49.366944","-28.056389",NA,NA,NA,NA
"44","2019-11-13 11:16:06-03","USP","SPF","211560","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G","Romão, GO","1815","2006","11","01",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco","-49.377778","-28.041111","1470","1470",NA,NA,"SPF00211560",NA,"2014","07",NA,NA,NA,NA,NA,"-49.377778","-28.041111",NA,NA,NA,NA
"45","2019-11-13 11:16:06-03","USP","SPF","211624","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G","Souza, VC","8981","1995","09","02",NA,"Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.408889","-24.501667",NA,NA,NA,NA,"SPF00211624",NA,"2014","07",NA,NA,NA,NA,NA,"-48.408889","-24.501667",NA,NA,NA,NA
"46","2019-11-13 11:16:06-03","USP","SPF","211619","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis","Heering & Dusén","Heiden, G","Souza, VC","9070","1995","09","04",NA,"Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"SPF00211619",NA,"2010","11","38804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-09-04 19:36:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis",NA,NA,"P. Dusén","7899","1909","3","25","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"48","2020-04-23 19:27:48-03","F","FMNH-SEEDPLANTS","V0503998F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","paranensis","Baccharis paranensis",NA,NA,"P. Dusén","15424","1915","1","20","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503998F",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
