"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","recordNumber","individualCount","coordinatePrecision","geoFlag","class","continentOcean","typeStatus","fieldNumber","preparationType","relatedCatalogItem"
"11","2021-03-01 16:19:09-03","UNICAMP","UEC","56526","S","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Wanderley, MDGL","1991","09",NA,"Araújo, AC; Fiacher, EA","1991","03","06","Brazil","São Paulo","Iguape","Juréia, Estação Ecológica da Jureia.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UEC098492","UEC098492","Bromélia epífita com brácteas e base das folhas avermelhadas e flores com pétalas brancas.","Liliopsida",NA,"24329",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"12","2020-10-14 10:00:23-03","FURB","FURB","15116","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Schmitt, J","2012","07","10","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","FURB20700","FURB20700","Epífita IFFSC e466a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor bráctea vermelha",NA,NA,"225",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-10-14 10:00:23-03","FURB","FURB","15403","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Schmitt, J","2012","07","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB20702","FURB20702","Epífita IFFSC e518a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,"418",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-14 10:00:23-03","FURB","FURB","16948","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Cadorin, TJ","2012","07","10","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","-49.1394444","-27.0969444","660","660","FURB20701","FURB20701","Epífita IFFSC e578a (Acima de 4m), forófito 5. Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;",NA,NA,"764",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-10-14 10:00:23-03","FURB","FURB","18725","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Schmitt, J","2012","07","10","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","11","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","FURB20698","FURB20698","Epífita IFFSC e37a (Acima de 4m). Sobre forófito 4 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,"946",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-10-14 10:00:23-03","FURB","FURB","22817","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Schmitt, J","2012","07","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB01175","FURB01175","Florística IFFSC e518b (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;",NA,NA,"1649",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-14 10:00:23-03","FURB","FURB","25282","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Schmitt, J","2012","07","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","27","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","330","330","FURB20699","FURB20699","Epífita IFFSC e01a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído; flor botão floral branco com brácteas vermelhas",NA,NA,"2103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 10:00:23-03","FURB","FURB","25366","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Verdi, M","2010","04","30","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","FURB20704","FURB20704","Florística IFFSC 174 (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: rupícola; flor pétala branca, sépala vermelha",NA,NA,"4580",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 10:00:23-03","FURB","FURB","26271","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Schmitt, JL","2010","05","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","15","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","FURB20703","FURB20703","Epífita IFFSC e37b (Acima de 4m). Forófito 5. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor botão floral branco",NA,NA,"2288",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:00:23-03","FURB","FURB","50971","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Caglioni, E","2016","05","04","Caglioni, E.; Junckes, A.R.","2016","05","04","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.9338889","-26.8033333","-48.9338889","-26.8033333","540","540","FURB50971","FURB50971_1 FURB50971_2",NA,NA,NA,"657",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-10-14 10:00:23-03","FURB","FURB","6325","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Gonzatti, F","2016","07","05","Gonzatti, F.; Demeda, C.; Gaio, J. & Link, O.","2015","09","13","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras.","-50.1911111","-29.8708334","-50.1911111","-29.8708334","8","8","FURB47459","FURB47459",NA,NA,NA,"2132",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-16 17:54:13-03","UCS","HUCS","44352","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Gonzatti, F.","2016","07","05","Gonzatti, F.","2015","09","13","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.191164","-29.870872","-50.191164","-29.870872","8","8",NA,NA,"Folhas basais em roseta; inflorescência congesta avermelhada;; No interior da mata paludosa","Angiospermae","Poales","2132",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-09-13 16:53:11-03","UTFPR","HCF","29305","S","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","J. Schmitt","2012","07","10","J.L. Schimitt","2009","12","11","Brasil","SC","Morro Grande","Três Barras","-49.77","-28.71","49°46'12 W","28°42'36 S","203","203",NA,NA,"epífita no interior do fragmento. Estágio avançado.",NA,NA,"946",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 09:29:57-03","UFRRJ","RBR","44762","S","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Leme",NA,NA,NA,"L.C. Carvalho","1999","10",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Sobre rocha em floresta secundária em Dois Rios.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"RBR00044762","RBR00044762",NA,NA,NA,"21",NA,"32988","auto",NA,NA,NA,NA,NA,NA
"25","2020-06-29 09:29:57-03","UFRRJ","RBR","44224","S","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.",NA,NA,NA,NA,"A.F. Nunes-Freitas; T.C. Rocha-Pêssoa","2001","07","05","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Grid da Mãe d#?#água - Vila Dois Rios. Parque Estadual da Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"RBR00044224","RBR00044224_1 RBR00044224_2",NA,NA,NA,"28",NA,"32988","auto",NA,NA,NA,NA,NA,NA
"26","2020-06-29 09:29:57-03","UFRRJ","RBR","44225","S","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.",NA,NA,NA,NA,"A.F. Nunes-Freitas; T.C. Rocha-Pêssoa","2004","06",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Lagoa Verde. Parque Estadual da Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"RBR00044225","RBR00044225_1 RBR00044225_2",NA,NA,NA,"94",NA,"32988","auto",NA,NA,NA,NA,NA,NA
"27","2020-06-29 09:29:57-03","UFRRJ","RBR","22035","S","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","T. Wendt","1993","08","23","L.S. Sylvestre","1993","08","23","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Comércio. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022035","RBR00022035 RBR00022035_1",NA,NA,NA,"896",NA,"25743","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:19:35-03","MBM","MBM","67735","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","1980","02","14","Brazil","Paraná","Morretes","Rio Bromado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM067735","MBM067735","Epífita.",NA,NA,"42757",NA,"30514","auto",NA,"Southern America",NA,NA,NA,NA
"29","2020-12-21 16:19:35-03","MBM","MBM","100734","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Leme, E.M.C.",NA,NA,NA,"Hatschbach, G.","1985","02","18","Brazil","Paraná","Morretes","Rio Bromado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM100734","MBM100734","Epífita.",NA,NA,"48923",NA,"30514","auto",NA,"Southern America",NA,NA,NA,NA
"30","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0672","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","L.B Smith.","1945",NA,NA,NA,"1944","04","10","Brasil","Santa Catarina","Sombrio","Araranguá","-49.61669921875","-29.113899230957",NA,NA,"10","10","000672",NA,"Epífita e terrestre. folha arroxeada com ápice roxo; brácteas aroxeadas.",NA,"Angiospermae","1092",NA,"16515","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-17 19:21:14-03","MNHN","RECOLNAT_MNHN_P","P00753390","PreservedSpecimen",NA,"Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Sousa",NA,NA,NA,"Mosen, H.","1875","4",NA,"Brésil",NA,NA,"S. Vincente",NA,NA,NA,NA,NA,NA,"P00753390","P00753390_01","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753390' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","3704","hb",NA
"32","2015-09-03 21:12:08-03","MNHN","RECOLNAT_MNHN_P","P02175675","PreservedSpecimen",NA,"Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Sousa",NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"P02175675","P02175675_01","Herbier de A. GLaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175675' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13251","hb",NA
"33","2015-09-03 21:12:08-03","MNHN","RECOLNAT_MNHN_P","P02175676","PreservedSpecimen",NA,"Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Sousa",NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"P02175676","P02175676_01","Reçu le 12 mai 1881 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175676' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13251","hb",NA
"34","2015-09-03 21:12:08-03","MNHN","RECOLNAT_MNHN_P","P02175677","PreservedSpecimen",NA,"Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Sousa",NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"P02175677","P02175677_01","Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175677' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13251","hb",NA
"35","2021-02-11 17:18:25-03","UFPR","UPCB","58849","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Sampaio, L.K.A.","2007","01","01","Morokawa, R.","2006","09","24","Brasil","Paraná","Guaratuba","Pico Pirai","-48.978611","-25.95","-48.978611","-25.95",NA,NA,NA,NA,"Epífita, ca. 1 m do solo, com frutos, folhas verdes, algumas de ápice vermelho, acanalada, bainha foliar marrom, bráctea floral branca com ápice vermelho, bráctea do escapo branca, sépala vermelha..",NA,NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:18:25-03","UFPR","UPCB","40561","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Gatti, A.L.S.","1999","07",NA,"Gatti, G.","1999","07","13","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Floresta Primária","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,"Epífita, folhas com ápice vermelho e bainha castanha, brácteas vermelhas e pétalas brancas. Floresta ombrófila densa submontana, floresta primária pouco alterada..",NA,NA,"509",NA,"37295","auto",NA,NA,NA,NA,NA,NA
"37","2018-06-22 05:25:00-03","MO","MOBOT","2454900","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.",NA,NA,NA,NA,"Pe. Raulino Reitz","1944","4","10","Brazil","Santa Catarina",NA,"Sombrio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 493",NA,NA,NA,NA,"South America",NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","2459063","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","superbum","Canistrum superbum","(Lindm.) Mez",NA,NA,NA,NA,"A. Castellanos","1961","6","2","Brazil","Rio de Janeiro",NA,"Município de Nova Iguaçu, Tinguá, Sítio da Luz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales","23136","1",NA,NA,"Monocotyledonae","South America - Neotropics",NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","2946948","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","superbum","Canistrum superbum","(Lindm.) Mez",NA,NA,NA,NA,"G. Hatschbach","1980","2","14","Brazil","Paraná",NA,"Rio Bromado (mun. Morretes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales","42757","1",NA,NA,"Monocotyledonae","South America",NA,NA,NA,NA
"40","2021-03-25 13:51:52-03","UNIVILLE","JOI","9676","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","superbum","Canistrum superbum","(Lindm.) Mez","Mancinelli, W. S.","2009","10","22","Mancinelli, W.S.","2009","10","22","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"320","320","JOI009676",NA,"; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa Submontana",NA,NA,"1033",NA,"37150","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-25 13:51:53-03","UNIVILLE","JOI","10432","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Meyer, F.S.","2010","11","02","Meyer, F.S.","2007","02","02","Brasil","Santa Catarina","São Bento do Sul","Arredores Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"JOI010432",NA,"Epífita encontrada sog forófito caído, e estava posicionada a cerca de 12 metros de altura. As folhas possuem ápice com uma mancha de coloraçao vermelha.; HABITO: Epífita; TIPO VEGETACIONAL: FOD montana",NA,NA,"276",NA,"23090","auto",NA,NA,NA,NA,NA,NA
"42","2019-10-07 09:20:43-03","UEFS","HUEFS","116510","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","M.G.L.Wanderley","2007","03",NA,"Cardoso, D.","2007","01","27","Brasil","Bahia","Amargosa","Serra do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.","-39.65","-13.083333","39W39'","13S5'","750","900","HUEFS0116510","HUEFS0116510 HUEFS0116510_01","Fragmento de floresta ombrófila densa do Domínio da Floresta Atlântica.","Angiospermae","Poales","1675",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"43","2019-07-09 12:55:49-03","F","FMNH-SEEDPLANTS","V0404169F","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","superbum","Canistrum superbum",NA,NA,NA,NA,NA,"A. Glaziou","1907",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0404169F","V0404169F_01",NA,"Spermatophyta",NA,"13251",NA,NA,NA,"Monocotyledoneae","South America",NA,NA,NA,NA
"44","2019-07-09 12:56:25-03","F","FMNH-SEEDPLANTS","V0417031F","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","superbum","Canistrum superbum",NA,"L. B. Smith",NA,NA,NA,"A. Castellanos","1961","6","2","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,NA,NA,"V0417031F","V0417031F_01",NA,"Spermatophyta",NA,"23126",NA,NA,NA,"Monocotyledoneae","South America",NA,NA,NA,NA
"45","2020-07-23 12:01:08-03","CEPLAC","CEPEC","118121","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba",NA,"J. G. Jardim",NA,NA,NA,"D. Cardoso","2007","01","27","Brasil","Bahia","AMARGOSA","Serra do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.","-39.65","-13.083333","39W39'","13S5'",NA,NA,NA,NA,NA,NA,NA,"1675",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2007"
"46","2021-03-10 11:38:29-03","UNILA","EVB","3707","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Schmitt, J.","2012","07","10","Cadorin, T.J.; Schimitt, J.L.; Caglioni, E.","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.134722","-27.161111","49º8'5''W","27º9'40''S","569","569","EVB003707","EVB003707","Flor com brácteas vermelha. Habitat: Floresta Ombrófila Densa, estágio avançado. Habito: Epífita",NA,NA,"225",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-10 11:38:29-03","UNILA","EVB","3971","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Schimitt, J.L.","2012","07","10","Schmitt, J.L.; Caglioni, E.; Andrade, S.; Cristofolini, C.","2010","04","27","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.074444","-29.205","50º4'28''W","29º12'18''S","330","330","EVB003971",NA,"Botão floral branco com brácteas vermelhas. de tronco caído, abaixo de 4m. Habitat: Floresta Ombrófila Densa, estágio avançado. Habito: Epífita",NA,NA,"2103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-20 20:41:01-03","UFSC","FLOR","4739","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba","Lindm.","Reitz, R.","1982",NA,NA,"Klein, R.M.","1969","02","14","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","FLOR0004739",NA,"epífito, flor brácteas vermelhas, flores brancas. Habitat e hábito conforme FIC (BROM).",NA,"Poales","8209",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"49","2021-03-04 15:42:00-03","IF","SPSF","36254","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","superba","Wittrockia superba",NA,NA,NA,NA,NA,"M.Carboni","2005","03","28","Brasil","SP","Eldorado","Parque Estadual de Jacupiranga, Núcleo Cedro","-48.469444","-24.6175",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa baixo montana&nf;;","Magnoliophyta","Bromeliales","169",NA,NA,NA,"Liliopsida","América do Sul",NA,NA,NA,NA
