"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"17","2020-01-20 14:40:46-03","UPM","MACK","3225","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Mart. ex J.A.Schmidt) Lundell",NA,"J. Teixeira","100","2011","10","01",NA,"Brasil","SP","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,"HMACK00003225-J.Teixeira100-1/10/2011,,Ilhabela,SP,Brasil",NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-27 21:09:17-03","PUCPR","HUCP","4962","S","Plantae","Eudicotiledonea",NA,"Nyctaginaceae","Pisonia","nitida","Pisonia nitida","Schmidt, Almeida","Jaszczerski, JC","Acra, LA","s.n.",NA,NA,NA,NA,"Brasil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,"HUCP00015899","HUCP00015899","30514","auto",NA,NA,NA,NA,"1992","10",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-27 21:09:17-03","PUCPR","HUCP","4958","S","Plantae","Eudicotiledonea",NA,"Nyctaginaceae","Pisonia","nitida","Pisonia nitida","Schmidt, Almeida","Jaszczerski, JC","Kummrow, R","2065",NA,NA,NA,NA,"Brasil","Paraná","Piraquara","Roça Nova","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00015847","HUCP00015847","12577","auto",NA,NA,NA,NA,"1992","10",NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:21:51-03","UFBA","ALCB","136323","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Mart.) Lundell","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","31621","2019","05","17","Southern America","Brasil","Bahia","Uruçuca","Estação Floresta Viva.","-39.466667","-14.983333",NA,"Folhas cartáceas, . Inflorescência com botões com pelos ferrugíneos.","ALCB059416","ALCB059416",NA,NA,"-39.466667","-14.983333",NA,NA,"2019","07",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:51-03","UFBA","ALCB","117690","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Mart.) Lundell","Rossejo, F","Aona, LYS; Costa, GM; Fonseca, WO; Jardim, JG; Simões, S","1954","2013","01","07","Southern America","Brasil","Bahia","Boa Nova","Paque Nacional de Boa Nova, setor sul, ramal para a Faz. Liberderdade, Setro da Farofa.","-40.119722","-12.4125",NA,"5m de alt., folhas verdes, inferiormente mais claras, frutos imaturos verdes.; Perto do córrego.",NA,NA,NA,NA,"-40.119722","-12.4125","917","917","2014",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:51-03","UFBA","ALCB","042535","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Mart.) Lundell","Amorim, AMA","Sant'Ana, SC de; Jardim, JG; Razboy, R","688","1998","09","20","Southern America","Brasil","Bahia","Una","Litoral Sul, Reserva Biológica do Mico-leão (IBAMA). Km46 da rodovia BA-001 Ilhéus/Una. Trilha paralela à área de cacau cabruca, vizinho &nf;à reserva","-39.083333","-15.15",NA,"ca. de 15m de altura e 30cm de diâmetro. Folhas verdes concolores. Flores esverdeadas com centro amarelado.; Região de Mata Higrófila Sula Baiana.",NA,NA,NA,NA,"-39.083333","-15.15",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:21:51-03","UFBA","ALCB","59215","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Mart.) Lundell","Guedes, ML","Guedes, ML; et al.","9701","2002","02","03","Southern America","Brasil","Bahia","Caravelas","Extremo Sul, Mata secundária","-39.754444","-17.735278",NA,"de ca. 5 m. Folhas membranáceas. Inflorescência axilares.; Mata secundária, parcela nº 3.",NA,NA,NA,NA,"-39.754444","-17.735278",NA,NA,"2002","03",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:55:49-03","NBC","NL-BOTANY","U.1456490","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Pisonia","nitida","Pisonia nitida","J.A.Schmidt",NA,"Regnell AF",NA,"1854","01","01","Southern America","Brazil",NA,NA,"Prov. Minas Geraes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1456490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1456490","NL-U1456490",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1456491","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Pisonia","nitida","Pisonia nitida","J.A.Schmidt",NA,"Rambo B",NA,"1975","08","15","Southern America","Brazil",NA,NA,"P Alcogne. Morro da Baloria.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1456491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1456491","NL-U1456491",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-11-04 12:17:13-03","ESALQ","ESA","122847","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida",NA,"Farney, C.","Ntos, J.A.L.","608.0","1997","08","05",NA,"Brasil","Rio de Janeiro","Saracuruna","Reserva da Petrobrás, trilha ao redor da represa da barragem, Plataforma.",NA,NA,NA,NA,"ESA122847","ESA122847",NA,NA,NA,NA,"50","50","1998","10",NA,"16",NA,NA,NA,NA,NA
"27","2020-11-04 12:17:13-03","ESALQ","ESA","88024","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Mart. ex J.A. Schmidt) Lundell","Furlan, A.","Hatschbach, G. ; Ribas, O.S.","58471.0","1972","12","17",NA,"Brasil","Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,"ESA088024","ESA088024","32006","auto",NA,NA,NA,NA,"2000","01",NA,"01",NA,NA,NA,NA,NA
"28","2020-11-04 12:17:13-03","ESALQ","ESA","128322","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida",NA,NA,"Virillo, C.B.","228.0","2013","04","03",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra. Floresta Ombrófila Densa com trechos degradados e conservados","-47.5","-23.9599990844727",NA,NA,"ESA128322","ESA128322","41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:32:16-03","MN","R","58657","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(J.A. Schmidt) Lundell",NA,"Freire Allemão, F.; Cysneiros, M.","1280",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010052250","R010052250_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-15 14:42:19-03","MN","R","58658","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(J.A. Schmidt) Lundell",NA,"Regnell, A.F.","128",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:40:41-03","MN","R","230826","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(J.A. Schmidt) Lundell",NA,"Peron, M. V.","353","1987","10","03",NA,"Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,"R010030689","R010030689","10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-15 14:42:19-03","MN","R","183097","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(J.A. Schmidt) Lundell","José Cardoso; J. Augusto","José Cardoso; J. Augusto","438","1984","12","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Baía da Guanabara","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-15 14:42:19-03","MN","R","147401","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(J.A. Schmidt) Lundell","José Cardoso; J. Augusto","José Cardoso; J. Augusto","438","1984","12","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Baía da Guanabara","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-15 14:42:19-03","MN","R","146494","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(J.A. Schmidt) Lundell","José Augusto","José Cardoso","411","1984","10","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Baía da Guanabara","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-15 14:42:19-03","MN","R","58650","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(J.A. Schmidt) Lundell","L. Y. Th. Westra","Ule, E.H.G.","4389","1897","04",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-07-02 14:03:26-03","JBP","HPL","5800","S","Plantae",NA,NA,"Nyctaginaceae","Guapira","cf. nitida","Guapira cf. nitida","(Mart. ex J.A. Schmidt) Lundell","G.F. Arbocz","G.F. Arbocz","540","1994","08","03",NA,"Brasil","SP","Ribeirão Grande","Coletado na fazenda Intervales, base São Pedro.","-48.36","-24.09",NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,"1994","08",NA,"03",NA,NA,NA,NA,NA
"37","2014-09-04 12:56:01-03","UNICAP","HUCPE","1011","S","Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Mart. ex J.A.Schmidt) Lundell","IPA","Cunha, L. .V.","D419","2009","01","28",NA,"Brasil","Pernambuco","Igarassu","Mata do Eng. Palmeiras","-34.87481","-7.832298",NA,NA,NA,NA,NA,NA,"-34.87481","-7.832298",NA,NA,"2010","01",NA,"14",NA,NA,NA,NA,NA
"38","2019-02-15 11:46:37-02","IPA","IPA","60101","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell",NA,"Rodal, M.J.N.; Silva, A.M. da; Silva, A.M. da","749","2000","01","04","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá. Dentro da mata. Solo areno-argiloso.","-34.950278","-8.012778",NA,"Árvore ca. 8m de altura. Folhas novas maduras. Flores com botões esverdeados.","IPA0060101",NA,NA,NA,"-34.950278","-8.012778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-03-22 12:20:58-03","IPA","IPA","83124","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell","Connolly-Gomes, L.","Connolly-Gomes, L.","823","2008","02",NA,"Southern America","Brasil","Pernambuco","Igarassu","Nova Cruz, tabuleiro próximo a foz de rio e manguezal.","-34.9063987731934","-7.83416986465454",NA,"Arvoreta, flores esverdeadas.","IPA0083124",NA,"24709","auto",NA,NA,NA,NA,"2008","09",NA,"24",NA,NA,NA,NA,NA
"40","2019-07-26 11:40:47-03","IPA","IPA","63037","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell","Cano, O.","Ferreira, C.; Albuquerque, N.A.; Campelo, W.; Albuquerque, N.A.; Campelo, W.","FRC-38","2003","04","24","Southern America","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó.","-35.0922012329102","-8.11861038208008",NA,"NV.: Erva de rato. Ca. 2,5 m de altura. Frutos roxos a pretos.","IPA0063037",NA,"15458","auto",NA,NA,NA,NA,"2003","08",NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:46:37-02","IPA","IPA","60044","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell","Silva, A.G. da; Nascimento, L.M.","Nascimento, L.M.; Silva, A.G. da; Silva, A.G. da","447","2000","10","30","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Margem da estrada. Mata do Bituri.","-36.392222","-8.2075",NA,"Árvore ca. 9m de altura. Flores em botão verde. Frequente.; Mata estacional.","IPA0060044",NA,NA,NA,"-36.392222","-8.2075","920","1030","2000","11",NA,"07",NA,NA,NA,NA,NA
"42","2019-02-15 11:46:37-02","IPA","IPA","59972","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell","Furlan, A.","Nascimento, L.M.; Silva, A.G. da; Silva, A.G. da","300","2000","01","18","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada.","-36.401667","-8.187222",NA,"Árvore ca. 10m de altura. Flores em botão verdes. Frequente.; Dentro da mata. Mata estacional.","IPA0059972",NA,NA,NA,"-36.401667","-8.187222","565","960","1999","12",NA,"15",NA,NA,NA,NA,NA
"43","2019-02-15 11:46:37-02","IPA","IPA","59976","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell","Silva, A.G. da","Nascimento, L.M.; Eudes; Adriano; Eudes; Adriano","503","2001","03","20","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada.","-36.401667","-8.187222",NA,"Árvore ca. 10m de altura. Frutos imaturos verde e maduros alaranjados. Pedúnculo laranja. Frequente.; Dentro da mata. Mata estacional.","IPA0059976",NA,NA,NA,"-36.401667","-8.187222","565","960","2001","07",NA,"19",NA,NA,NA,NA,NA
"44","2019-02-15 11:46:37-02","IPA","IPA","59979","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell","Silva, A.G. da","Nascimento, L.M.; Eudes; Adriano; Eudes; Adriano","489","2001","02","20","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Bituri Grande.","-36.389167","-8.201389",NA,"Árvore ca. 6m de altura. Frutos imaturos verdes. Pedúnculo avermelhado.; Mata Estacional. Vegetação arbórea/arbustiva. Frequente.","IPA0059979",NA,NA,NA,"-36.389167","-8.201389","932","932","2001","07",NA,"19",NA,NA,NA,NA,NA
"45","2019-02-15 11:46:37-02","IPA","IPA","59997","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell","Silva, A.G. da","Nascimento, L.M.; Eudes; Adriano; Eudes; Adriano","501","2001","03","20","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada.","-36.401667","-8.187222",NA,"Árvore ca. 6m de altura. Frutos imaturos verde-amarelado e maduros vinho. Frequente.; Dentro da mata. Mata estacional.","IPA0059997",NA,NA,NA,"-36.401667","-8.187222","565","960","2001","07",NA,"19",NA,NA,NA,NA,NA
"46","2019-02-15 11:46:37-02","IPA","IPA","60035","S","Plantae","Plantae",NA,"Nyctaginaceae","Guapira","nitida","Guapira nitida","(Schimdt) Lundell","Nascimento, L.M.","Nascimento, L.M.; Silva, A.G. da; Silva, A.G. da","420","2000","05","26","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada.","-36.401667","-8.187222",NA,"Árvore ca. 8m de altura. Frutos imaturos verde e maduros vinho. Frequente.; Trilha da mata. Mata estacional.","IPA0060035",NA,NA,NA,"-36.401667","-8.187222","565","960","2000","05",NA,"30",NA,NA,NA,NA,NA
