"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","year","month","day","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"338","2019-08-20 10:13:21-03","UNICAMP","UEC","54607","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Burkhardt, E","Brazil","Mato Grosso do Sul","Campo Grande","-42.616667","-4.872222","-42.616667","-4.872222","Árvore de 7 m de altura, caule suberoso. Árvore bem frondosa.","UEC147436","Magnoliopsida",NA,"032","1990","08","29",NA,"Faz. Santa Inês, Solo seco, cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-03-01 16:30:30-03","UNICAMP","UEC","191576","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Silva, GS","Monge, M","Brazil","São Paulo","Presidente Venceslau","-51.843889","-21.876111","-51.843889","-21.876111","Árvore de 4 m de altura. Botões florais verdes. Flores amarelas.; Mata Estacional degragadada.","UEC171300","Magnoliopsida",NA,"1363","2013","01","06",NA,". Estrava Vicinal, Pres. Venceslau-Piquerobi, km 3. Beira de estrada",NA,NA,NA,"UEC171300",NA,NA,NA,"2018","07","27",NA,NA,NA,NA,NA,NA
"340","2021-03-01 16:30:30-03","UNICAMP","UEC","200786","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","Brazil","São Paulo","Estreito",NA,NA,NA,NA,"Arvoreta com cerca de 4m contendo flores creme.; Campo rupestre com mata ciliar em curso de água.","UEC183282","Magnoliopsida",NA,"1637","1997","11","06",NA,"Próximo a fazenda Três Irmãos.",NA,NA,NA,"UEC183282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-03-01 16:30:30-03","UNICAMP","UEC","175324","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Carregosa, T; Costa, AP; Souza, EB; Reis, TR","Brazil","Mato Grosso do Sul","Rio Verde","-54.656111","-18.814167","-54.656111","-18.814167","Árvore. Ca. 5m de altura. Botão floral verde.; Alto pantanal. Beira de estrada; solo arenoso, relevo plano.","UEC029618","Magnoliopsida",NA,"306","2012","11","03",NA,"Estrada para Morro do Padre - Rio Verde.",NA,NA,NA,"UEC029618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-03-01 16:30:30-03","UNICAMP","UEC","180260","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Scatigna, AV","Guarçoni, EAE; Scatigna, AV","Brazil","Minas Gerais","Buenópolis","-45.775833","-18.091389","-45.775833","-18.091389","Árvore ca. 3m. Flores amarelas.","UEC086862","Magnoliopsida",NA,"2048","2012","12","05",NA,"Parque Estadual da Serra do Cabral. Estrada para subir a serra. Primeia porteira depois de tanque de água. Cerrado.",NA,NA,NA,"UEC086862",NA,NA,NA,"2012","12",NA,NA,NA,NA,NA,NA,NA
"343","2019-08-20 10:13:21-03","UNICAMP","UEC","30530","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Tamashiro, JY; Santos, FAM","Brazil","São Paulo","Itirapina","-47.85","-22.2","-47.85","-22.2","Árvore de 4m, flores velhas, início de frutificação.",NA,"Magnoliopsida",NA,"1451","2008","02","05",NA,"Cerrado do Valério.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-08-20 10:13:21-03","UNICAMP","UEC","32164","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Ramos, AE","Brazil","Distrito Federal","Brasília","-47.55","-15.533333","-47.55","-15.533333","Árvore de 3 m em cerrado do centro da reserva. Inflorescência de flores amarelas e frutos jovens comum.","UEC147453","Magnoliopsida",NA,"134","1982","11","10",NA,"Reserva Bilógica de Águas Emendadas, Alt. entre 1000m-1150m. Ca. de 40 km a NE de Brasília.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2019-08-20 10:13:21-03","UNICAMP","UEC","50707","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Castro, AAJF","Brazil","São Paulo","Santa Rita do Passa Quatro","-47.6","-21.647222","-47.6","-21.647222","Árvore, flores amarelas, cerrado.","UEC147467","Magnoliopsida",NA,"19710","1985","08",NA,NA,"Parque Est. de Vassununga, Gleba Pé Gigante, Rod. Anhanguera, Km 255-7 . Alt. 690-710m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2021-03-01 16:30:30-03","UNICAMP","UEC","92310","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Eiten, G;","Eiten, G","Brazil","São Paulo","Mogi Guaçu","-48.183333","-22.188333","-48.183333","-22.188333","Árvore 3m alt.; flores amarelas. Todas as duplicatas de uma mesma árvore.; Campo cerrado.","UEC026615","Magnoliopsida",NA,"3551","1961","12","04",NA,"Campos das Sete Lagoas. Fazenda Campininha, ao norte do Rio Mogi-Guaçu. 6,8km a noroeste de Pádua Sales.","625","625",NA,"UEC026615",NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-08-20 10:13:21-03","UNICAMP","UEC","80751","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Silva, GS","Tozzi, AMGA; Sartori, ALB","Brazil","São Paulo","Altinópolis","-47.627778","-21.044444","-47.627778","-21.044444",NA,"UEC147482","Magnoliopsida",NA,"9433","1994","11","10",NA,NA,NA,NA,NA,"UEC147482",NA,NA,NA,"2018","07","27",NA,NA,NA,NA,NA,NA
"348","2019-08-20 10:13:21-03","UNICAMP","UEC","60853","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Tamashiro, JY; Santos, FAM","Brazil","São Paulo","Itirapina","-47.85","-22.2","-47.85","-22.2","Árvore de 4m, flores velhas, início de frutificação.","UEC107305","Magnoliopsida",NA,"1451","2008","02","05",NA,"Cerrado do Valério.",NA,NA,NA,"UEC107305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-08-20 10:13:21-03","UNICAMP","UEC","6646","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","Brazil","Goiás","São João da Aliança",NA,NA,NA,NA,"Arbóreo até 4 m; flores amarelas.","UEC147434","Magnoliopsida",NA,"3659","1976","11","27",NA,"Estr. S. João da Aliança a Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-08-20 10:13:21-03","UNICAMP","UEC","78406","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Sciamarelli, A","Brazil","São Paulo","São José do Rio Preto","-49.380556","-20.81","-49.380556","-20.81","Árvore 8m, botões verdes flores amarelas.","UEC147449","Magnoliopsida",NA,"29103","1993","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2021-03-01 16:30:30-03","UNICAMP","UEC","92309","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Batalha, MA; Aragaki, S","Batalha, MA; Aragaki, S","Brazil","São Paulo","Pirassununga","-47.5","-22.033333","-47.5","-22.033333","Arbórea 4,5m alt. Flores creme. Frutos castanhos.; Cerrado de Emas.","UEC147443","Magnoliopsida",NA,"227","1994","10","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","10",NA,NA,NA,NA,NA,NA,NA
"352","2019-08-20 10:13:21-03","UNICAMP","UEC","39171","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Harley, RM; Bromley, GL; Carvalho, AM; Hage, JL; Brito, HS","Brazil","Bahia","Itabuna","-39.2803001403809","-14.7855997085571",NA,NA,NA,"UEC147459","Magnoliopsida",NA,"21731","1980","06",NA,NA,NA,NA,NA,NA,NA,NA,"30592","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-08-20 10:13:21-03","UNICAMP","UEC","29062","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE; Chagas e Silva","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"Árvore frondosa com ca. 6m de altura, botões florais amarelos, foliolos pilosos.","UEC147451","Magnoliopsida",NA,"2675","1979","10","31",NA,"Bacia do Rio S. Bartolomeu, Cerrado ralo.",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-08-20 10:13:21-03","UNICAMP","UEC","6647","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Davis, PH; Shepherd, GJ","Brazil","Goiás","Cristalina","-47.6136016845703","-16.7686004638672",NA,NA,"3-4 m tree.","UEC147454","Magnoliopsida",NA,"60002","1976","07","08",NA,"60-80 km S of Brasília, Between Cristalina and Luziania. Alt. 900-1000m. Cerrado.",NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-08-20 10:13:21-03","UNICAMP","UEC","48605","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Martins, FR; Silva, AF; Santin, DA; Silva, SM","Brazil","Goiás","Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,"Árvore de 5m, flores amarelas, auteras castanhas; cerrado.","UEC147458","Magnoliopsida",NA,"20171","1987","12","07",NA,"Serra dos Pirineus, Cerrado mata campo rupestre.",NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-08-20 10:13:21-03","UNICAMP","UEC","20608","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Macedo, M; Duarte, A; Assumpção, S","Brazil","Mato Grosso","Alto Garças","-53.5280990600586","-16.9438991546631",NA,NA,"Árvore, fruto verde imaturo.","UEC147433","Magnoliopsida",NA,"1040","1979","04","12",NA,"Cerrado.",NA,NA,NA,NA,NA,"58359","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-08-20 10:13:21-03","UNICAMP","UEC","112385","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Silva, GS","Souza, VC","Brazil","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"Árvore, ca 4m. alt.; botões verdes.","UEC147479","Magnoliopsida",NA,"20337","1997","10","08",NA,"Estrada Nova Brasilândia - Campo Verde, Savana arborizada (cerrado)",NA,NA,NA,"UEC147479",NA,"107042","auto","2018","07","27",NA,NA,NA,NA,NA,NA
"358","2019-08-20 10:13:21-03","UNICAMP","UEC","113964","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Silva, GS","Souza, VC; Souza, JP; Scalon, VR; Duarte, AR","Brazil","Mato Grosso","Diamantino","-56.4460983276367","-14.4085998535156",NA,NA,"Árvore, ca.5 m de alt,; frutos imaturos verdes.","UEC147478","Magnoliopsida",NA,"16953","1997","05","23",NA,"Fazenda Caeté -parte da Fazenda Baronesa, Savana arborizada (cerrado) sobre solo pedregoso, com trechos de canga.",NA,NA,NA,"UEC147478",NA,"134442","auto","2018","07","27",NA,NA,NA,NA,NA,NA
"359","2019-08-20 10:13:21-03","UNICAMP","UEC","54706","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Tiritan, D; Paiva, M","Brazil","Mato Grosso do Sul","Selvíria","-51.4188995361328","-20.3672008514404",NA,NA,"Arbusto robusto, ca. de 2,50m, em início de floração, nv. faveiro.","UEC147457","Magnoliopsida",NA,"348","1990","12","06",NA,"Faz. de Ensino e pesquisa da Unesp, Cerradão.",NA,NA,NA,NA,NA,"74358","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-08-20 10:13:21-03","UNICAMP","UEC","54704","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Tiritan, D; Paiva, M","Brazil","Mato Grosso do Sul","Selvíria","-51.4188995361328","-20.3672008514404",NA,NA,"Árvore, ca. de 5,50 m, flores creme com odor desagradável, nv. faveiro.","UEC147456","Magnoliopsida",NA,"380","1990","12","20",NA,"Faz. de Ensino e pesquisa da Unesp, Cerradão.",NA,NA,NA,NA,NA,"74358","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2021-03-01 16:30:30-03","UNICAMP","UEC","185477","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Kinoshita, LS; Leite, FB; Simões, JC; Carreira, JYO; Vilarta, MR; Brito, VLG","Brazil","Minas Gerais","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,"Árvore, 3m de altura, frutos esverdeados","UEC117282","Magnoliopsida",NA,"11/233","2011","05","26",NA,"Região da Serra da Canastra",NA,NA,NA,"UEC117282",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-08-20 10:13:21-03","UNICAMP","UEC","59512","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Araújo, GM","Brazil","Minas Gerais","Uberlandia","-48.2771987915039","-18.9186000823975",NA,NA,NA,"UEC147463","Magnoliopsida",NA,"571","1989","12","21",NA,"Estação Ecológica do Panga., Mata Mesófila semidecídua.",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2019-08-20 10:13:21-03","UNICAMP","UEC","148712","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Queiroz, RT; Galvão, JC; Tozzi, AMGA; Aragaki, S; Fortuna-Perez, AP; Silva, MJ; Guerin, N; S","Brazil","São Paulo","Aguaí","-46.9700012207031","-22.0499992370605",NA,NA,"árvore, 5m, botões florais ferrugineos, pétalas amarelas","UEC147461","Magnoliopsida",NA,"1214","2008","11","18",NA,"Beira da estrada, beira de estrada",NA,NA,NA,NA,NA,"25812","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2021-03-01 16:30:30-03","UNICAMP","UEC","92271","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Lima, AS","Viégas, AP; Lima, AS","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"Árvore.","UEC026596","Magnoliopsida",NA,"s.n.","1940","12","12",NA,"Campo Grande.",NA,NA,NA,"UEC026596",NA,"23900","auto","1941","08","22",NA,NA,NA,NA,NA,NA
"365","2019-08-20 10:13:21-03","UNICAMP","UEC","55527","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Meira Neto, JAA","Brazil","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"Árvore com 6 metros, flores amarelas.",NA,"Magnoliopsida",NA,"508","1989","12","08",NA,"Estação Ecológica de Santa Bárbara, Cerrado.",NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-08-20 10:13:21-03","UNICAMP","UEC","59088","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"João, AA; Meira Neto, JAA","Brazil","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"Árvore com 6 metros, frutos imaturos, cerrado.","UEC147439","Magnoliopsida",NA,"418","1989","05","31",NA,"Estação Ecológica de Santa Bárbara, Cerrado.",NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2019-08-20 10:13:21-03","UNICAMP","UEC","59088","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Meira Neto, JAA","Brazil","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"Árvore com 6 metros, frutos imaturos, cerrado.",NA,"Magnoliopsida",NA,"418","1989","05","31",NA,"Estação Ecológica de Santa Bárbara, Cerrado.",NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2019-08-20 10:13:21-03","UNICAMP","UEC","55527","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"João, AA; Meira Neto, JAA","Brazil","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"Árvore com 6 metros, flores amarelas.","UEC147432","Magnoliopsida",NA,"508","1989","12","08",NA,"Estação Ecológica de Santa Bárbara, Cerrado.",NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2019-08-20 10:13:21-03","UNICAMP","UEC","99947","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Hoehne, W","Brazil","São Paulo","Araraquara","-48.1699981689453","-21.7900009155273",NA,NA,"Árvore do cerrado.","UEC147435","Magnoliopsida",NA,"s.n.","1951","11","27",NA,"bairro do Arraial",NA,NA,NA,NA,NA,"29178","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2021-03-01 16:30:30-03","UNICAMP","UEC","101265","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Hoehne, W","Hoehne, W","Brazil","São Paulo","Araraquara","-48.1699981689453","-21.7900009155273",NA,NA,"Árvore do Cerrado.","UEC026594","Magnoliopsida",NA,"14011","1951","11","27",NA,"Bairro do Serraial.",NA,NA,NA,"UEC026594",NA,"29178","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2021-03-01 16:30:30-03","UNICAMP","UEC","104809","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Gibau, A","Pinheiro, MHO","Brazil","São Paulo","Bauru","-49.060001373291","-22.3099994659424",NA,NA,"Planta de 5m alt.; frutos maduros.","UEC102245","Magnoliopsida",NA,"380","1997","07","28",NA,"Jardim Botânico de Bauru, Mata Mesófila.",NA,NA,NA,"UEC102245",NA,"29186","auto","2018","08",NA,NA,NA,NA,NA,NA,NA
"372","2021-03-01 16:30:30-03","UNICAMP","UEC","92364","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Gibau, A","Pinheiro, MHO","Brazil","São Paulo","Bauru","-49.060001373291","-22.3099994659424",NA,NA,"Planta de 5m alt.; frutos maduros.","UEC049740","Magnoliopsida",NA,"380","1997","07","28",NA,"Jardim Botânico de Bauru, Mata Mesófila.",NA,NA,NA,"UEC049740",NA,"29186","auto","2018","08",NA,NA,NA,NA,NA,NA,NA
"373","2019-08-20 10:13:21-03","UNICAMP","UEC","70204","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Viégas, AP; Lima, AS","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"Árvore.","UEC147466","Magnoliopsida",NA,"s.n.","1940","12","12",NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2019-08-20 10:13:21-03","UNICAMP","UEC","87487","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Leitão Filho, HF","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"Árvore, 4m, flores creme.","UEC147446","Magnoliopsida",NA,"32278","1994","11","26",NA,"Cerrado próximo ao Aeroporto Viracopos.",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-08-20 10:13:21-03","UNICAMP","UEC","87481","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Koch, I; Martiri, A","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"Árvore mais ou menos 6m , flores amarela claras, com odor desagrádavel.","UEC147468","Magnoliopsida",NA,"32242","1994","11","26",NA,"Cerrado próximo ao Aeroporto Viracopos.",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2021-03-01 16:30:30-03","UNICAMP","UEC","92363","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Pagano, SN","Brazil","São Paulo","Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,"Árvore com frutos.; Cerrado.","UEC147460","Magnoliopsida",NA,"626","1984","05","21",NA,NA,NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2021-03-01 16:30:30-03","UNICAMP","UEC","92362","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Furlan, A; Cesar, O","Cesar, O; Brunini, J","Brazil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"Árvore até 4m. com frutos.; Campo natural.","UEC147444","Magnoliopsida",NA,"529","1985","04","25",NA,NA,NA,NA,NA,NA,NA,"22843","auto","1985","06","27",NA,NA,NA,NA,NA,NA
"378","2021-03-01 16:30:30-03","UNICAMP","UEC","92361","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Pagano, SN","Brazil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"Árvore, inflorescência amarela.; Cerrado.","UEC026605","Magnoliopsida",NA,"597","1984","12","19",NA,NA,NA,NA,NA,"UEC026605",NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2019-08-20 10:13:21-03","UNICAMP","UEC","47043","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Oliveira, LMQ","Brazil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"Árvore com 7 m de altura, flores amarelas em espigas densas, inflorescência paniculado-corimbosa.","UEC147437","Magnoliopsida",NA,"19804","1987","11","11",NA,"Cerrado",NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2019-08-20 10:13:21-03","UNICAMP","UEC","68064","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Tamashiro, JY; Galvão, JC","Brazil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"Árvore com cerca de 2m., flores com pétalas creme, frutos imaturos de cor verde.","UEC147438","Magnoliopsida",NA,"T 390","1994","02","03",NA,"Cerrado do Graúna",NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2021-03-01 16:30:30-03","UNICAMP","UEC","92326","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Tamashiro, JY; Galvão, JC","Brazil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"Árvore com cerca de 2m.; flores com pétalas creme, frutos imaturos de cor verde.","UEC026616","Magnoliopsida",NA,"T390","1994","02","03",NA,"Cerrado do Graúna.",NA,NA,NA,"UEC026616",NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2021-02-12 10:03:50-03","UNICAMP","UEC","68836","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Souza, WS","Brazil","São Paulo","Itu","-47.2900009155273","-23.2600002288818",NA,NA,"Árvore de 6m, com tronco marrom escuro, suberificado, com fissuras longitudinais, frutos verdes; em campo cerrado.",NA,"Magnoliopsida",NA,"25348","1987","04","16",NA,"Área de proteção ambiental",NA,NA,NA,NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2019-08-20 10:13:21-03","UNICAMP","UEC","81435","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Kinoshita, LS; Dias, MC","Brazil","São Paulo","Mococa","-47","-21.4599990844727",NA,NA,"Árvore 6 m, flores amareladas.","UEC147448","Magnoliopsida",NA,"94102","1994","11","07",NA,NA,NA,NA,NA,NA,NA,"24370","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2019-08-20 10:13:21-03","UNICAMP","UEC","81435","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Kinoshita, LS; Dias, MC","Brazil","São Paulo","Mococa","-47","-21.4599990844727",NA,NA,"Árvore 6 m, flores amareladas.",NA,"Magnoliopsida",NA,"94-102","1994","11","07",NA,NA,NA,NA,NA,NA,NA,"24370","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2019-08-20 10:13:21-03","UNICAMP","UEC","6643","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Gabrielli, AC","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,"Árvore de 5m.","UEC147452","Magnoliopsida",NA,"10408","1979","09","26",NA,"Fazenda Campininha",NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2021-03-01 16:30:30-03","UNICAMP","UEC","92308","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Mantovani, W","Paula, JE","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,"Árvore de 3m de altura, botão verde, pétalas amarelas, anteras castanhas.","UEC026613","Magnoliopsida",NA,"185","1965","12","17",NA,"Fazenda Campininha.",NA,NA,NA,"UEC026613",NA,"39309","auto","1981","01","09",NA,NA,NA,NA,NA,NA
"387","2021-03-01 16:30:30-03","UNICAMP","UEC","92307","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","Handro, O","Handro, O","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,"Árvore regular até grande do cerrado. Flores amarelas.","UEC026617","Magnoliopsida",NA,"827","1958","11","20",NA,"Reserva Florestal, perto de Pádua Sales.",NA,NA,NA,"UEC026617",NA,"39309","auto","1965","03",NA,NA,NA,NA,NA,NA,NA
"388","2019-08-20 10:13:21-03","UNICAMP","UEC","25865","S","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"Leitão Filho, HF; Martins, FR; Stubblebine, WH; Martins, EF; Gouvêa, LSK","Brazil","São Paulo","Mogi Mirim","-46.9500007629395","-22.4300003051758",NA,NA,"Árvore até 5m, flores creme.","UEC147455","Magnoliopsida",NA,"13181","1981","11","25",NA,"Em cerrado, próximo a entrada da cidade",NA,NA,NA,NA,NA,"19575","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
