"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","occurrenceRemarks","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"47","2019-11-21 14:46:06-03","UFJF","CESJ","39619","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","E.A. Feliciano","2007","11","20","N. Imaguire","1968","10","20","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"CESJ039619",NA,"426","Arbusto rupícola, flor amarelada. Sob o bosque.","Angiosperma",NA,"46557",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:46:06-03","UFJF","CESJ","32778","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","E.A. Feliciano","2007","11","16","J.M. Silva; E. Barbosa","2000","09","23","Brasil","Paraná","Tunas do Paraná","Estrada Pacas ao Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,"CESJ032778",NA,"3237","Epífita, flor esverdeada. Floresta atlântica.","Angiosperma",NA,"41885",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-30 18:32:51-03","UFJF","CESJ","53674","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","J.R. Stehmann","2006",NA,NA,"E.V.S.S. Medeiros; L. Monguilhott; J.Costa-Siva","2004","12","02","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Atrás da lanchonete. 21º42'540S, 43º53'670W. Elev.:1390m.","-43.901944","-21.715","-43.901944","-21.715","CESJ053674",NA,"393",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,"1390","1390",NA,NA,NA,NA,NA
"50","2020-11-09 19:01:10-03","UFJF","CESJ","68077","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","L. Menini Neto; S.G. Furtado","2014","07",NA,"S.G. Furtado; L. Menini Neto","2014","07","16","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular na Gruta do Cruzeiro","-43.896917","-21.712389","-43.896917","-21.712389","CESJ068077",NA,"301","Hemiepífita secundária, interior e borda de floresta Flores verdes","Angiosperma",NA,NA,NA,NA,"América do Sul",NA,"1662","1662",NA,NA,NA,NA,NA
"51","2019-11-21 14:46:06-03","UFJF","CESJ","68608","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","B. Moreira","2016",NA,NA,"B. Moreira; L.C.D. Dias","2015","05","22","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do camping","-43.898333","-21.716111","-43.898333","-21.716111","CESJ068608",NA,"274","Árvore, flor verde, 10m. Interior de mata","Angiosperma",NA,NA,NA,NA,"América do Sul",NA,"1380","1380",NA,NA,NA,NA,NA
"52","2019-11-21 14:46:06-03","UFJF","CESJ","8581","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","L.F.Carvalho","1995",NA,NA,"L. Krieger; U.C. Câmara","1970","05","14","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,"CESJ008581",NA,"CESJ8581","Arbusto, +/- 4 m, folhas verdes.","Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:46:06-03","UFJF","CESJ","8656","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","L.F.Carvalho","1994",NA,NA,"L. Krieger","1970","05","12","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,"CESJ008656",NA,"CESJ8656","Arbusto, beira da mata, flores branco-esverdeadas.","Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-07-02 19:03:31-03","UFJF","CESJ","32870","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","L.L. Giocomis","2009","05",NA,"R.M. Castro; V.R. Scalon; L.F.A. Fazza; A.V. Lopes","2001","04","01","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"CESJ032870",NA,"240","Arvoreta com ca. 3 m de alt., na borda da mata, na borda do curso d'água. Folhas discolores. Flores com cálice verde e corola verde. Androceu com filetes verde e anteras castanho claro. Cálice com ovário creme esverdeado. Estilete e estigma alvo. Disco n","Angiosperma",NA,"11991",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:46:06-03","UFJF","CESJ","34048","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","J.R. Stehmann","2002","06",NA,"R.M. Castro; L.S. Fernandes; V.R. Scalon","2001","07","07","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"CESJ034048",NA,"494","Árvore na borda do curso d'água com cerca de 3 m de alt. Na mata cíliar. Flores verdes e anteras marrons, óvario verde, estilete creme e estigma verde com manchas escuras. Disco nectarívoro verde.","Angiosperma",NA,"11991",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-06-30 18:32:51-03","UFJF","CESJ","40781","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","R.C. Forzza","2004",NA,NA,"F.R.G. Salimena; P.H. Nobre","2002","05","19","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"CESJ040781",NA,"1054","Trilha da rampa de acesso ao Centro de treinamento do Posto da policia Florestal. Arbusto 3 m, flores verdes, estames esverdeados. Borda de mata, neste local foram coletados morcegos nectarívoro (Glassophoga sp.)","Angiosperma",NA,"30417",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-06-30 18:32:51-03","UFJF","CESJ","53674","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","J.R. Stehmann","2006",NA,NA,"E.V.S.S. Medeiros; L. Monguilhott; J.Costa Silva","2004","12","02","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, atrás da lanchonete. 21°42'540 S, 43°53'670 W. Elev: 1390 m.","-43.793098449707","-21.8425006866455",NA,NA,"CESJ053674",NA,"393","Arbusto 3 m de altura. Caule acizentado. Folhas discolores. Flores com sépalas e pétalas verdes, gineceu verde, filete verde claro e anteras marrons.","Angiosperma",NA,"30417",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-06-30 18:32:51-03","UFJF","CESJ","53669","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","J.R. Stehmann; L.A. Mentz","2006",NA,NA,"E.V.S.S. Medeiros; et al.","2004","06","29","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata em frente ao alojamento. 21º43'00S, 43º53'00W. Elev.: 1100-1700m.","-43.793098449707","-21.8425006866455",NA,NA,"CESJ053669",NA,"301","Arvoreta 5m., flores verdes.","Angiosperma",NA,"30417",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:46:06-03","UFJF","CESJ","63529","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","L. Menini Neto","2013","03","29","S.G. Furtado; L. Menini Neto","2013","03","29","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Ecótono entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","-44.8899993896484","-21.9589004516602",NA,NA,"CESJ063529",NA,"244","Hemiepífita a ca. 5m em interior de mata. Flores verdes.","Angiosperma",NA,"29865",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-20 10:26:30-03","UNICAMP","UEC","137362","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2003","05","14","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes.","-47.916667","-24.166667","-47.916667","-24.166667","UEC082776","UEC082776","1104",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:41:30-03","UNICAMP","UEC","150912","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Stehmann, JR","2008","08","04","Arzolla, FARDP; Vilela, FESP","2008","08","04","Brazil","São Paulo","Guarulhos","Parque Estadual da Cantareira, Núcleo Cabuçu.","-46.510556","-23.382222","-46.510556","-23.382222","UEC082778","UEC082778","1284","Arvoreta, 4m de altura; flores verdes.; Floresta Ombrófila Densa Montana.","Magnoliopsida",NA,NA,NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA
"62","2021-03-01 16:41:30-03","UNICAMP","UEC","181595","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Rapini, A","1994",NA,NA,"Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1994","04","15","Brazil","São Paulo","Ubatuba","Trilha da Almada, km 13 da Rodovia Rio/Santos.","-44.866667","-23.35","-44.866667","-23.35","UEC082768","UEC082768","1412","Arbusto até 4m de altura; flores verdes, anteras brancas.; Mata Atlântica, sobre costão rochoso.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:41:30-03","UNICAMP","UEC","24707","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Cruz, ND; Shepherd, GJ; et al.","1978","11","18","Brazil","Minas Gerais","Serra Do Caraça","Ca. de 70km a sudeste de Belo Horizonte, em direção à Carapuça.",NA,NA,NA,NA,"UEC082782","UEC082782","6412","Arbusto de até 3m de altura; flores verdes.","Magnoliopsida",NA,NA,NA,NA,NA,NA,"1500","1700",NA,NA,NA,NA,NA
"64","2021-03-01 16:41:30-03","UNICAMP","UEC","50413","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Brown Jr, KS","1988","11","05","Brazil","Rio de Janeiro","Casemiro de Abreu","Fazenda União.",NA,NA,NA,NA,"UEC082767","UEC082767","20702","Planta de Melinaea ludonca caída no chão com tronco (hemiepífita), muitos ramos; flor verde.; Área de Reserva (700ha), 10m.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:41:30-03","UNICAMP","UEC","74887","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Stehmann, JR","2000","02","06","Miyagi, PH; Ivanauskas, NM; Souza, VC; Ettori Junior, O; Nakagomi, MY; Pomari, ML","1994","09","07","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC. Beira da Rodovia Regis Bittencourt.","-47.88775","-24.622917","-47.88775","-24.622917","UEC082770","UEC082770","152","Arbusto, ramos prostrados, 3m de altura; flores verdes.; Área com fragmento de Mata Atlântica secundária.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:41:30-03","UNICAMP","UEC","164909","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Meireles, LD","2009",NA,NA,"Meireles, LD; Shepherd, GJ; Nunes, JA; Belinello, R","2005","07","21","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Estrada para Toca do lobo.","-44.9667015075684","-22.3903007507324",NA,NA,"UEC028679","UEC028679","s.n.","Liana com flores verdes sobre figueira.; Floresta Montana.","Magnoliopsida",NA,"17293",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:41:30-03","UNICAMP","UEC","24262","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Carvalho, LF","1982","08",NA,"Yamamoto, K; et al.","1981","07","17","Brazil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,"UEC082779","UEC082779","1102","Arbusto de até 2m de altura; flores com cálice e corola verde-claro.; Mata da colina.","Magnoliopsida",NA,"23696",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:41:30-03","UNICAMP","UEC","24708","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","1978","12","14","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça.","-43.4152984619141","-19.959400177002",NA,NA,"UEC082780","UEC082780","9779","Arbusto, 1m de altura; flores verdes.; Nativo em matas e campos rupestres.","Magnoliopsida",NA,"33136",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:41:30-03","UNICAMP","UEC","86522","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Buzato, S","1995","05","30","Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão.","-45.5900001525879","-22.7299995422363",NA,NA,"UEC082771","UEC082771","33722","Liana lenhosa, flores esverdeadas, antese noturna.","Magnoliopsida",NA,"21048",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:41:30-03","UNICAMP","UEC","86416","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Buzato, S; Marcondez, O","1995","08","24","Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão.","-45.5900001525879","-22.7299995422363",NA,NA,"UEC082773","UEC082773","35346","Epifita, flores amarelo-esverdeadas.","Magnoliopsida",NA,"21048",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:26:30-03","UNICAMP","UEC","59655","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Buzato, S; Sazima, M","1992","06","05","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar - Núcleo Cunha.","-44.9599990844727","-23.0699996948242",NA,NA,"UEC082775","UEC082775","26870",NA,"Magnoliopsida",NA,"38855",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:41:30-03","UNICAMP","UEC","69614","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Stehmann, JR",NA,NA,NA,"Stehmann, JR; Sobral, M","1994","08","17","Brazil","São Paulo","Peruíbe","Juréia, Rio Verde.","-46.9900016784668","-24.3199996948242",NA,NA,"UEC082744","UEC082744","1503","Na mata junto a foz do rio Verde.","Magnoliopsida",NA,"21922",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:41:30-03","UNICAMP","UEC","140539","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Sazima, M",NA,NA,NA,"Rocca, MA","2004","10","25","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,NA,"UEC082777","UEC082777","115","Escandente, flores pêndulas e esverdeadas.","Magnoliopsida",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:41:30-03","UNICAMP","UEC","181596","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Stehmann, JR",NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR; Borba, EL; Faivre, CH; Bortolotto, IM; Cardamone, KH","1996","02","07","Brazil","São Paulo","Ubatuba","Ilha Anchieta.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC082765","UEC082765","34361","Epífita.; Mata Atlântica.","Magnoliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:41:30-03","UNICAMP","UEC","79769","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Moraes, MD","1995","12","18","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, praia da fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC082774","UEC082774","230","Arbusto lenhoso, flores verdes.; Em costão rochoso lateral ao mar.","Magnoliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:41:30-03","UNICAMP","UEC","95605","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Sazima, M; Sazima, I","1998","04","07","Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC082772","UEC082772","35783","Epífita, flores esverdeadas, noturnas. Frutos amarelados, suculentos.","Magnoliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-20 10:26:30-03","UNICAMP","UEC","119287","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Sazima, M","2001","06","01","Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC082740","UEC082740","35856",NA,"Magnoliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:41:30-03","UNICAMP","UEC","93428","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Sazima, M; Sazima, I","1997","12","09","Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC082742","UEC082742","35737","Epifita; flores esverdeadas, noturnas.","Magnoliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:41:30-03","UNICAMP","UEC","65384","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Stehmann, JR","1994","03","07","Furlan, A; et al.","1989","11","11","Brazil","São Paulo","Ubatuba","Picinguaba, estrada da Casa da Farinha.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC082743","UEC082743","899","Trepadeira; flores verdes - anteras marrons.","Magnoliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-20 10:26:30-03","UNICAMP","UEC","119286","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Sazima, M","2001","05","30","Brazil","São Paulo","Ubatuba","Praia Dura.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC082741","UEC082741","35855",NA,"Magnoliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-04-22 16:25:17-03","UFPB","JPB","48243","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Mendonça, ED; Araújo, AAM; Amorim, BS; Araújo, D; Chagas, MA","2011","09","19","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Mata do Cabogi, Borda da mata","-35.838889","-8.714722","-35.838889","-8.714722","JPB0048243",NA,"56","; HABITAT: Floresta Atlântica; DESC: Arbusto ca 3m alt., folhas simples alternas, flor solitária gamosepala.","Angiosperma","Dicotyledon",NA,NA,NA,"Southern America",NA,"700","700",NA,NA,NA,NA,NA
"82","2019-11-06 09:57:40-03","UFOP","OUPR","24764","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Cândido, E.S.","2011","01",NA,"Tonaco, A.C.; Silva, L.A. & Roberto, B.G.","2010","06","23","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.488889","-20.431944","-43.488889","-20.431944",NA,NA,"41","Em uma dolina (20 m de profundidade). Arvoreta. 2, 5 m. Flor com corola verde-claro. Cálice verde. Anteras castanhas",NA,NA,NA,NA,NA,NA,NA,"1600","1600",NA,NA,NA,NA,NA
"83","2019-11-06 09:57:40-03","UFOP","OUPR","24765","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Cândido, E.S.","2011","01",NA,"Tonaco, A.C.; Silva, L.A. & Roberto, B.G.","2010","06","23","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.488889","-20.431944","-43.488889","-20.431944",NA,NA,"47","Em uma dolina (20 m de profundidade). Árvore (32 cm de DAP). 3 m. Com copa escandente. Flor com cálice e corola esverdeados. Anteras castanhas",NA,NA,NA,NA,NA,NA,NA,"1600","1600",NA,NA,NA,NA,NA
"84","2019-11-06 09:57:40-03","UFOP","OUPR","24766","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Cândido, E.S.","2011","01",NA,"Tonaco, A.C.; Roberto, B.G. & Rocha, L.","2010","07","14","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.488889","-20.431944","-43.488889","-20.431944",NA,NA,"73","Em uma dolina (20 m de profundidade). Árvore. 5 m. Com copa escandente. Flor com cálice verde-claro. Anteras alvas",NA,NA,NA,NA,NA,NA,NA,"1600","1600",NA,NA,NA,NA,NA
"85","2019-11-06 09:57:40-03","UFOP","OUPR","25114","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Stehmann, J.R.","2010","01","13","Cândido, E.S.; Stehmann, J.R.; Scalon, V.R.; Bünger, M.O.; Rodrigues, I.C.M. & Hattori, E.K.O.","2010","01","13","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.489333","-20.432389","-43.489333","-20.432389",NA,NA,"291","Arbusto. 1,5 m. Frutos imaturos verdes. Coletada em linha de drenagem no afloramento rochoso. Antes da Lagoa Seca. Campo rupestre quartzítico",NA,NA,NA,NA,NA,NA,NA,"1549","1549",NA,NA,NA,NA,NA
"86","2019-11-06 09:57:40-03","UFOP","OUPR","25123","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Cândido, E.S.","2010","01","13","Cândido, E.S.; Stehmann, J.R.; Scalon, V.R.; Bünger, M.O.; Rodrigues, I.C.M. & Hattori, E.K.O.","2010","01","13","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.479325","-20.420694","-43.479325","-20.420694",NA,NA,"300","Árvore. 4 m. Pétalas verdes. Anteras alvas. Sépalas verdes rígidas. População abundante. Trilha para o Pico do Itacolomi (depois da Lagoa Seca). Coletada em linha de drenagem no afloramento rochoso. Local úmido. Campo rupestre quartzítico",NA,NA,NA,NA,NA,NA,NA,"1437","1437",NA,NA,NA,NA,NA
"87","2019-11-06 09:57:40-03","UFOP","OUPR","25132","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Cândido, E.S.","2010","01","20","Cândido, E.S.; Tonaco, A.C. & Antônio-Silva, L.","2010","01","20","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.482669","-20.421883","-43.482669","-20.421883",NA,NA,"309","Arvoreta. 5 m. Pétalas verdes. Anteras castanhas. Sépalas rígidas verdes. Frutos imaturos verdes. Trilha para o Pico do Itacolomi (depois da Lagoa Seca). Coletada em linha de drenagem no afloramento rochoso. Local úmido. Campo rupestre quartzítico",NA,NA,NA,NA,NA,NA,NA,"1510","1510",NA,NA,NA,NA,NA
"88","2019-11-06 09:57:40-03","UFOP","OUPR","25135","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Cândido, E.S.","2010","01","20","Cândido, E.S.; Tonaco, A.C. & Antônio-Silva, L.","2010","01","20","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.479325","-20.420694","-43.479325","-20.420694",NA,NA,"312","Arvoreta. 5 m. Pétalas verdes. Anteras castanhas. Sépalas rígidas verdes. Trilha para o Pico do Itacolomi (depois da Lagoa Seca). Coletada em linha de drenagem no afloramento rochoso. Local úmido. Campo rupestre quartzítico",NA,NA,NA,NA,NA,NA,NA,"1437","1437",NA,NA,NA,NA,NA
"89","2019-11-06 09:57:40-03","UFOP","OUPR","25183","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Cândido, E.S.","2010","10",NA,"Ferreira, M.T.M.","2010","08","17","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, Parque Natural Municipal das Andorinhas","-43.503056","-20.359722","-43.503056","-20.359722",NA,NA,"35","Arbusto escandente. Hemiepífita primária. Pétala esverdeada. Floresta Estacional Semidecidual Altimontana, cercada por campo rupestre, acentuada declividade, árvores com altura máxima de 8 m, episódios frequentes de neblina no período da manhã",NA,NA,NA,NA,NA,NA,NA,"1490","1490",NA,NA,NA,NA,NA
"90","2019-11-06 09:57:40-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Stehmann, J.R.","1998","06",NA,"Badini, J.","1942",NA,NA,"Indisponível",NA,NA,"Tassara",NA,NA,NA,NA,NA,NA,"s.n.","Arbusto. Flor esverdeada. Coletada em paredões",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-06 09:57:40-03","UFOP","OUPR","2351","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Stehmann, J.R.","1998","06",NA,"Zurlo, M.A.; Silva, J.L.","1989","11","08","Brasil","Minas Gerais","Mariana","Córrego João Manoel, SAMARCO","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"s.n.","Flores verdes. Coletada em mata sobre rochas",NA,NA,"33524",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
