taxonid,especie_original,subespecie,rank,subpopulation,cat_ameaca_iucn,fonte
177953,Acanthurus coeruleus,NA,NA,NA,LC,IUCN
178023,Acanthurus monroviae,NA,NA,NA,LC,IUCN
152946605,Acca sellowiana,NA,NA,NA,LC,IUCN
22695669,Accipiter bicolor,NA,NA,NA,LC,IUCN
22695453,Accipiter poliogaster,NA,NA,NA,NT,IUCN
22734130,Accipiter striatus,NA,NA,NA,LC,IUCN
22695565,Accipiter superciliosus,NA,NA,NA,LC,IUCN
167805,Acentronichthys leptos,NA,NA,NA,LC,IUCN
46107486,Acentronura dendritica,NA,NA,NA,LC,IUCN
159074,Aceratobasis cornicauda,NA,NA,NA,DD,IUCN
120035605,Aceratobasis mourei,NA,NA,NA,LC,IUCN
120035727,Aceratobasis nathaliae,NA,NA,NA,LC,IUCN
167774,Acestrorhynchus maculipinna,NA,NA,NA,LC,IUCN
144307218,Achatocarpus praecox,NA,NA,NA,LC,IUCN
16404574,Achirus achirus,NA,NA,NA,LC,IUCN
16404805,Achirus declivis,NA,NA,NA,LC,IUCN
193273,Achirus lineatus,NA,NA,NA,LC,IUCN
44392974,Acianthera bicarinata,NA,NA,NA,DD,IUCN
44393155,Acianthera malachantha,NA,NA,NA,VU,IUCN
44393326,Acianthera saundersiana,NA,NA,NA,LC,IUCN
44392403,Acianthera variegata,NA,NA,NA,EN,IUCN
180259050,Acmanthera duckei,NA,NA,NA,DD,IUCN
194140,Acmella paniculata,NA,NA,NA,LC,IUCN
185500,Acmella uliginosa,NA,NA,NA,LC,IUCN
177816686,Acosmium diffusissimum,NA,NA,NA,LC,IUCN
177828048,Acosmium lentiscifolium,NA,NA,NA,LC,IUCN
134878005,Acratosaura mentalis,NA,NA,NA,LC,IUCN
149206725,Acritopappus confertus,NA,NA,NA,LC,IUCN
163480144,Acritopappus harleyi,NA,NA,NA,CR,IUCN
149206784,Acritopappus heterolepis,NA,NA,NA,LC,IUCN
163483217,Acritopappus pereirae,NA,NA,NA,CR,IUCN
176129220,Acritopappus pintoi,NA,NA,NA,EN,IUCN
177819171,Acritopappus prunifolius,NA,NA,NA,VU,IUCN
163469309,Acritopappus subtomentosus,NA,NA,NA,CR,IUCN
22724510,Acrobatornis fonsecai,NA,NA,NA,VU,IUCN
44392329,Acroceras zizanioides,NA,NA,NA,LC,IUCN
190271,Acromycter atlanticus,NA,NA,NA,LC,IUCN
177110,Acrostichum aureum,NA,NA,NA,LC,IUCN
178810,Acrostichum danaeifolium,NA,NA,NA,LC,IUCN
177023725,Actinostemon concolor,NA,NA,NA,LC,IUCN
146075029,Actinostemon klotzschii,NA,NA,NA,LC,IUCN
177818032,Actinostemon roseliae,NA,NA,NA,EN,IUCN
180069264,Actinostemon schomburgkii,NA,NA,NA,LC,IUCN
149213288,Actinostemon verticillatus,NA,NA,NA,LC,IUCN
22693277,Actitis macularius,NA,NA,NA,LC,IUCN
185922,Acyrtops beryllinus,NA,NA,NA,LC,IUCN
185877,Acyrtus artius,NA,NA,NA,LC,IUCN
57660,Adelastes hylonomos,NA,NA,NA,DD,IUCN
56299,Adelophryne adiastola,NA,NA,NA,LC,IUCN
56300,Adelophryne baturitensis,NA,NA,NA,VU,IUCN
56301,Adelophryne gutturosa,NA,NA,NA,LC,IUCN
56302,Adelophryne maranguapensis,NA,NA,NA,EN,IUCN
56303,Adelophryne pachydactyla,NA,NA,NA,DD,IUCN
158609,Adelophryne patamona,NA,NA,NA,DD,IUCN
55179,Adelphobates castaneoticus,NA,NA,NA,LC,IUCN
55185,Adelphobates galactonotus,NA,NA,NA,LC,IUCN
55197,Adelphobates quinquevittatus,NA,NA,NA,LC,IUCN
135868152,Adenaria floribunda,NA,NA,NA,LC,IUCN
179309765,Adenocalymma bracteosum,NA,NA,NA,LC,IUCN
158471,Adenomera ajurauna,NA,NA,NA,DD,IUCN
56304,Adenomera andreae,NA,NA,NA,LC,IUCN
56305,Adenomera araucaria,NA,NA,NA,LC,IUCN
56306,Adenomera bokermanni,NA,NA,NA,LC,IUCN
56307,Adenomera diptyx,NA,NA,NA,LC,IUCN
56308,Adenomera heyeri,NA,NA,NA,LC,IUCN
56309,Adenomera hylaedactyla,NA,NA,NA,LC,IUCN
56311,Adenomera marmorata,NA,NA,NA,LC,IUCN
56312,Adenomera martinezi,NA,NA,NA,LC,IUCN
136001,Adenomera nana,NA,NA,NA,LC,IUCN
136182,Adenomera thomei,NA,NA,NA,LC,IUCN
180067727,Adenophaedra megalophylla,NA,NA,NA,LC,IUCN
19892824,Adesmia muricata,NA,NA,NA,LC,IUCN
164082,Adiantum capillus-veneris,NA,NA,NA,LC,IUCN
145688049,Adiscanthus fusciflorus,NA,NA,NA,LC,IUCN
44393036,Aechmea candida,NA,NA,NA,DD,IUCN
44393202,Aechmea kleinii,NA,NA,NA,EN,IUCN
44392982,Aechmea pimenti-velosoi,NA,NA,NA,DD,IUCN
180262789,Aegiphila australis,NA,NA,NA,NT,IUCN
158689601,Aegiphila brachiata,NA,NA,NA,LC,IUCN
158693163,Aegiphila cordata,NA,NA,NA,LC,IUCN
62561,Aegiphila cuneata,NA,NA,NA,LC,IUCN
180262682,Aegiphila exiguiflora,NA,NA,NA,DD,IUCN
149213347,Aegiphila fluminensis,NA,NA,NA,LC,IUCN
151973750,Aegiphila hoehnei,NA,NA,NA,LC,IUCN
151974556,Aegiphila integrifolia,NA,NA,NA,LC,IUCN
158691350,Aegiphila mediterranea,NA,NA,NA,LC,IUCN
145694774,Aegiphila membranacea,NA,NA,NA,LC,IUCN
150009533,Aegiphila mollis,NA,NA,NA,LC,IUCN
149208453,Aegiphila obducta,NA,NA,NA,LC,IUCN
37430,Aegiphila panamensis,NA,NA,NA,LC,IUCN
149208391,Aegiphila pernambucensis,NA,NA,NA,LC,IUCN
158695355,Aegiphila ulei,NA,NA,NA,LC,IUCN
158690239,Aegiphila verticillata,NA,NA,NA,LC,IUCN
158688997,Aegiphila vitelliniflora,NA,NA,NA,LC,IUCN
172817975,Aegis luteocontexta,NA,NA,NA,VU,IUCN
22689378,Aegolius harrisii,NA,NA,NA,LC,IUCN
22686736,Aeronautes montivagus,NA,NA,NA,LC,IUCN
19891849,Aeschynomene brasiliana,NA,NA,NA,LC,IUCN
19892951,Aeschynomene brevipes,NA,NA,NA,LC,IUCN
170271315,Aeschynomene ciliata,NA,NA,NA,LC,IUCN
19891722,Aeschynomene gracilis,NA,NA,NA,LC,IUCN
19891721,Aeschynomene marginata,NA,NA,NA,LC,IUCN
177827968,Aeschynomene monteiroi,NA,NA,NA,LC,IUCN
19892858,Aeschynomene racemosa,NA,NA,NA,LC,IUCN
39415,Aetobatus narinari,NA,NA,NA,NT,IUCN
55703,Agalychnis aspera,NA,NA,NA,LC,IUCN
55704,Agalychnis granulosa,NA,NA,NA,LC,IUCN
22697200,Agamia agami,NA,NA,NA,VU,IUCN
133535,Agaricia agaricites,NA,NA,NA,LC,IUCN
133153,Agaricia fragilis,NA,NA,NA,DD,IUCN
133288,Agaricia grahamae,NA,NA,NA,LC,IUCN
133100,Agaricia undata,NA,NA,NA,DD,IUCN
177831624,Agarista glaberrima,NA,NA,NA,LC,IUCN
149209560,Agarista oleifolia,NA,NA,NA,LC,IUCN
177831708,Agarista revoluta,NA,NA,NA,LC,IUCN
103794964,Agelaioides badius,NA,NA,NA,LC,IUCN
103795103,Agelaioides fringillarius,NA,NA,NA,LC,IUCN
22724184,Agelasticus cyanopus,NA,NA,NA,LC,IUCN
22724178,Agelasticus thilius,NA,NA,NA,LC,IUCN
179302048,Agonandra brasiliensis,NA,NA,NA,LC,IUCN
145657213,Agonandra peruviana,NA,NA,NA,LC,IUCN
179302143,Agonandra silvatica,NA,NA,NA,LC,IUCN
151959381,Agouticarpa curviflora,NA,NA,NA,LC,IUCN
173004462,Agraulis vanillae,NA,NA,NA,LC,IUCN
199311,Ahlia egmontis,NA,NA,NA,LC,IUCN
13485141,Ahliesaurus berryi,NA,NA,NA,LC,IUCN
35204,Aiouea acarodomatifera,NA,NA,NA,LR/lc,IUCN
35206,Aiouea benthamiana,NA,NA,NA,LR/lc,IUCN
35207,Aiouea bracteata,NA,NA,NA,EN,IUCN
177824606,Aiouea glaziovii,NA,NA,NA,LC,IUCN
143746577,Aiouea guianensis,NA,NA,NA,LC,IUCN
143746639,Aiouea laevis,NA,NA,NA,LC,IUCN
35209,Aiouea lehmannii,NA,NA,NA,LR/lc,IUCN
35210,Aiouea macedoana,NA,NA,NA,VU,IUCN
146648856,Aiouea montana,NA,NA,NA,LC,IUCN
143746839,Aiouea myristicoides,NA,NA,NA,LC,IUCN
149212527,Aiouea saligna,NA,NA,NA,LC,IUCN
149209746,Aiouea sellowiana,NA,NA,NA,LC,IUCN
143749047,Aiouea tomentella,NA,NA,NA,LC,IUCN
38183,Aiphanes ulei,NA,NA,NA,LR/lc,IUCN
190967,Akko dionaea,NA,NA,NA,DD,IUCN
22701838,Akletos goeldii,NA,NA,NA,LC,IUCN
22701835,Akletos melanoceps,NA,NA,NA,LC,IUCN
726,Akodon azarae,NA,NA,NA,LC,IUCN
730,Akodon cursor,NA,NA,NA,LC,IUCN
742,Akodon lindberghi,NA,NA,NA,DD,IUCN
136197,Akodon montensis,NA,NA,NA,LC,IUCN
136260,Akodon mystax,NA,NA,NA,DD,IUCN
136483,Akodon paranaensis,NA,NA,NA,LC,IUCN
136693,Akodon reigi,NA,NA,NA,LC,IUCN
755,Akodon sanctipaulensis,NA,NA,NA,DD,IUCN
756,Akodon serrensis,NA,NA,NA,LC,IUCN
36582,Albizia burkartiana,NA,NA,NA,EN,IUCN
129105602,Albizia carbonaria,NA,NA,NA,LC,IUCN
36592,Albizia decandra,NA,NA,NA,LR/lc,IUCN
144259657,Albizia edwallii,NA,NA,NA,LC,IUCN
36581,Albizia edwarllii,NA,NA,NA,VU,IUCN
36588,Albizia glabripetala,NA,NA,NA,LC,IUCN
144271387,Albizia inundata,NA,NA,NA,LC,IUCN
62475,Albizia niopoides,NA,NA,NA,LC,IUCN
180257205,Albizia polycephala,NA,NA,NA,LC,IUCN
62476,Albizia subdimidiata,NA,NA,NA,LC,IUCN
179302244,Alchornea discolor,NA,NA,NA,LC,IUCN
145689195,Alchornea glandulosa,NA,NA,NA,LC,IUCN
136793437,Alchornea latifolia,NA,NA,NA,LC,IUCN
60759001,Alchornea triplinervia,NA,NA,NA,LC,IUCN
145676296,Aldina latifolia,NA,NA,NA,LC,IUCN
190356,Aldrovandia affinis,NA,NA,NA,LC,IUCN
190486,Aldrovandia gracilis,NA,NA,NA,LC,IUCN
195838,Aldrovandia phalacra,NA,NA,NA,LC,IUCN
155014,Alectis ciliaris,NA,NA,NA,LC,IUCN
22700303,Alectrurus risora,NA,NA,NA,VU,IUCN
22700300,Alectrurus tricolor,NA,NA,NA,VU,IUCN
60469186,Alepisaurus brevirostris,NA,NA,NA,LC,IUCN
154820,Alepisaurus ferox,NA,NA,NA,LC,IUCN
15147725,Alepocephalus australis,NA,NA,NA,LC,IUCN
177817916,Algernonia brasiliensis,NA,NA,NA,VU,IUCN
163467241,Algernonia obovata,NA,NA,NA,NT,IUCN
177817793,Algernonia riedelii,NA,NA,NA,NT,IUCN
151959462,Alibertia bertierifolia,NA,NA,NA,LC,IUCN
150111913,Alibertia edulis,NA,NA,NA,LC,IUCN
145667234,Alibertia latifolia,NA,NA,NA,LC,IUCN
22686311,Alipiopsitta xanthops,NA,NA,NA,NT,IUCN
55059,Allobates brunneus,NA,NA,NA,LC,IUCN
55060,Allobates caeruleodactylus,NA,NA,NA,DD,IUCN
55068,Allobates conspicuus,NA,NA,NA,DD,IUCN
55069,Allobates crombiei,NA,NA,NA,DD,IUCN
55038,Allobates femoralis,NA,NA,NA,LC,IUCN
55088,Allobates fuscellus,NA,NA,NA,DD,IUCN
55089,Allobates gasconi,NA,NA,NA,DD,IUCN
55090,Allobates goianus,NA,NA,NA,DD,IUCN
55110,Allobates marchesianus,NA,NA,NA,LC,IUCN
55112,Allobates masniger,NA,NA,NA,DD,IUCN
55228,Allobates myersi,NA,NA,NA,LC,IUCN
55120,Allobates nidicola,NA,NA,NA,DD,IUCN
55122,Allobates olfersioides,NA,NA,NA,VU,IUCN
190492,Allobates paleovarzensis,NA,NA,NA,NT,IUCN
135892,Allobates subfolionidificans,NA,NA,NA,VU,IUCN
55153,Allobates sumtuosus,NA,NA,NA,DD,IUCN
55160,Allobates trilineatus,NA,NA,NA,LC,IUCN
55163,Allobates vanzolinius,NA,NA,NA,DD,IUCN
21133195,Allocyttus verrucosus,NA,NA,NA,LC,IUCN
59659,Allophryne ruthveni,NA,NA,NA,LC,IUCN
145658750,Allophylus amazonicus,NA,NA,NA,LC,IUCN
145671849,Allophylus divaricatus,NA,NA,NA,LC,IUCN
163032110,Allophylus edulis,NA,NA,NA,LC,IUCN
145695680,Allophylus punctatus,NA,NA,NA,LC,IUCN
149205990,Allophylus quercifolius,NA,NA,NA,LC,IUCN
150114378,Allophylus racemosus,NA,NA,NA,LC,IUCN
134512562,Allophylus strictus,NA,NA,NA,LC,IUCN
120071788,Allopodagrion brachyurum,NA,NA,NA,LC,IUCN
158890,Allopodagrion contortum,NA,NA,NA,LC,IUCN
170349,Allothunnus fallai,NA,NA,NA,LC,IUCN
161696,Alopias superciliosus,NA,NA,NA,VU,IUCN
39339,Alopias vulpinus,NA,NA,NA,VU,IUCN
22712146,Alopochelidon fucata,NA,NA,NA,LC,IUCN
178418,Alopoglossus angulatus,NA,NA,NA,LC,IUCN
44578076,Alopoglossus atriventris,NA,NA,NA,LC,IUCN
39957,Alouatta belzebul,NA,NA,NA,VU,IUCN
41545,Alouatta caraya,NA,NA,NA,NT,IUCN
43912,Alouatta discolor,NA,NA,NA,VU,IUCN
39916,Alouatta guariba,NA,NA,NA,VU,IUCN
39918,Alouatta guariba ssp. clamitans,clamitans,ssp.,NA,VU,IUCN
39917,Alouatta guariba ssp. guariba,guariba,ssp.,NA,CR,IUCN
922,Alouatta juara,NA,NA,NA,LC,IUCN
40642,Alouatta macconnelli,NA,NA,NA,LC,IUCN
136332,Alouatta nigerrima,NA,NA,NA,LC,IUCN
136787,Alouatta puruensis,NA,NA,NA,VU,IUCN
70547436,Alouatta seniculus,NA,NA,NA,LC,IUCN
918,Alouatta ululata,NA,NA,NA,EN,IUCN
132764,Alphestes afer,NA,NA,NA,LC,IUCN
149212460,Alseis floribunda,NA,NA,NA,LC,IUCN
177791993,Alseis latifolia,NA,NA,NA,LC,IUCN
177791886,Alseis sertaneja,NA,NA,NA,EN,IUCN
164480,Alternanthera sessilis,NA,NA,NA,LC,IUCN
190333,Aluterus heudelotii,NA,NA,NA,LC,IUCN
16404943,Aluterus monoceros,NA,NA,NA,LC,IUCN
16404974,Aluterus schoepfii,NA,NA,NA,LC,IUCN
190125,Aluterus scriptus,NA,NA,NA,LC,IUCN
163476881,Amaioua contracta,NA,NA,NA,DD,IUCN
151952457,Amaioua glomerulata,NA,NA,NA,LC,IUCN
179315435,Amaioua guianensis,NA,NA,NA,LC,IUCN
172740193,Amanita viscidolutea,NA,NA,NA,VU,IUCN
146776970,Amanoa guianensis,NA,NA,NA,LC,IUCN
145688685,Amanoa oblongifolia,NA,NA,NA,LC,IUCN
178543,Amapasaurus tetradactylus,NA,NA,NA,LC,IUCN
187000558,Amauroderma renidens,NA,NA,NA,VU,IUCN
22692601,Amaurolimnas concolor,NA,NA,NA,LC,IUCN
105965570,Amaurospiza moesta,NA,NA,NA,LC,IUCN
22726714,Amazilia bartletti,NA,NA,NA,LC,IUCN
22687517,Amazilia brevirostris,NA,NA,NA,LC,IUCN
22687509,Amazilia chionogaster,NA,NA,NA,LC,IUCN
22687449,Amazilia chrysura,NA,NA,NA,LC,IUCN
61201753,Amazilia cupreicauda,NA,NA,NA,LC,IUCN
22687439,Amazilia cyanus,NA,NA,NA,LC,IUCN
22687534,Amazilia fimbriata,NA,NA,NA,LC,IUCN
22726706,Amazilia lactea,NA,NA,NA,LC,IUCN
22687574,Amazilia leucogaster,NA,NA,NA,LC,IUCN
22687458,Amazilia oenone,NA,NA,NA,LC,IUCN
22687436,Amazilia sapphirina,NA,NA,NA,LC,IUCN
22687525,Amazilia versicolor,NA,NA,NA,LC,IUCN
22686332,Amazona aestiva,NA,NA,NA,NT,IUCN
22686350,Amazona amazonica,NA,NA,NA,LC,IUCN
22686296,Amazona brasiliensis,NA,NA,NA,NT,IUCN
22731595,Amazona diadema,NA,NA,NA,LC,IUCN
22686282,Amazona dufresniana,NA,NA,NA,NT,IUCN
45430572,Amazona farinosa,NA,NA,NA,NT,IUCN
22727626,Amazona festiva,NA,NA,NA,NT,IUCN
22686363,Amazona kawalli,NA,NA,NA,NT,IUCN
22686346,Amazona ochrocephala,NA,NA,NA,LC,IUCN
22686251,Amazona pretrei,NA,NA,NA,VU,IUCN
22686288,Amazona rhodocorytha,NA,NA,NA,VU,IUCN
22686374,Amazona vinacea,NA,NA,NA,EN,IUCN
22680115,Amazonetta brasiliensis,NA,NA,NA,LC,IUCN
49254711,Amazoneura ephippigera,NA,NA,NA,LC,IUCN
56976528,Amazoneura juruaensis,NA,NA,NA,DD,IUCN
49830095,Amazonsprattus scintilla,NA,NA,NA,LC,IUCN
54805,Amazophrynella bokermanni,NA,NA,NA,LC,IUCN
54809,Amazophrynella minuta,NA,NA,NA,LC,IUCN
179310889,Ambelania acida,NA,NA,NA,LC,IUCN
190418,Amblycirrhitus pinos,NA,NA,NA,LC,IUCN
167778,Amblydoras monitor,NA,NA,NA,LC,IUCN
22724265,Amblyramphus holosericeus,NA,NA,NA,LC,IUCN
164513,Ambrosia maritima,NA,NA,NA,LC,IUCN
34426,Amburana acreana,NA,NA,NA,VU,IUCN
32291,Amburana cearensis,NA,NA,NA,EN,IUCN
45727636,Ameerega berohoka,NA,NA,NA,LC,IUCN
55218,Ameerega braccata,NA,NA,NA,LC,IUCN
55222,Ameerega flavopicta,NA,NA,NA,LC,IUCN
55223,Ameerega hahneli,NA,NA,NA,LC,IUCN
55226,Ameerega macero,NA,NA,NA,LC,IUCN
55230,Ameerega petersi,NA,NA,NA,LC,IUCN
55231,Ameerega picta,NA,NA,NA,LC,IUCN
55233,Ameerega pulchripecta,NA,NA,NA,DD,IUCN
55240,Ameerega trivittata,NA,NA,NA,LC,IUCN
203180,Ameiva ameiva,NA,NA,NA,LC,IUCN
50010148,Ameivula confusioniba,NA,NA,NA,LC,IUCN
50010292,Ameivula jalapensis,NA,NA,NA,LC,IUCN
50010572,Ameivula mumbuca,NA,NA,NA,LC,IUCN
50010623,Ameivula ocellifera,NA,NA,NA,LC,IUCN
50012092,Ameivula pyrrhogularis,NA,NA,NA,LC,IUCN
50010706,Ameivula venetacauda,NA,NA,NA,LC,IUCN
56726171,Ameroglossum pernambucense,NA,NA,NA,EN,IUCN
178692,Amerotyphlops amoipira,NA,NA,NA,LC,IUCN
15203002,Amerotyphlops brongersmianus,NA,NA,NA,LC,IUCN
44582124,Amerotyphlops minuisquamus,NA,NA,NA,LC,IUCN
75606855,Amerotyphlops paucisquamus,NA,NA,NA,LC,IUCN
178605,Amerotyphlops reticulatus,NA,NA,NA,LC,IUCN
15203013,Amerotyphlops yonenagae,NA,NA,NA,LC,IUCN
1137,Ametrida centurio,NA,NA,NA,LC,IUCN
164059,Ammannia auriculata,NA,NA,NA,LC,IUCN
22721150,Ammodramus aurifrons,NA,NA,NA,LC,IUCN
22721147,Ammodramus humeralis,NA,NA,NA,LC,IUCN
22701823,Ammonastes pelzelni,NA,NA,NA,LC,IUCN
15155355,Amnesteophis melanauchen,NA,NA,NA,DD,IUCN
179289717,Ampelocera edentula,NA,NA,NA,LC,IUCN
146067928,Ampelocera ruizii,NA,NA,NA,LC,IUCN
179280128,Ampelozizyphus amazonicus,NA,NA,NA,LC,IUCN
197078,Amphiarius phrygiatus,NA,NA,NA,LC,IUCN
155024,Amphichthys cryptocentrus,NA,NA,NA,LC,IUCN
163359,Amphioctopus burryi,NA,NA,NA,LC,IUCN
170253958,Amphiodon effusus,NA,NA,NA,LC,IUCN
150014692,Amphirrhox longifolia,NA,NA,NA,LC,IUCN
176235,Amphisbaena absaberi,NA,NA,NA,DD,IUCN
176224,Amphisbaena alba,NA,NA,NA,LC,IUCN
63487978,Amphisbaena camura,NA,NA,NA,LC,IUCN
63488441,Amphisbaena darwini,NA,NA,NA,LC,IUCN
203010,Amphisbaena fuliginosa,NA,NA,NA,LC,IUCN
56039179,Amphisbaena kingii,NA,NA,NA,LC,IUCN
176227,Amphisbaena lumbricalis,NA,NA,NA,DD,IUCN
56039194,Amphisbaena mertensii,NA,NA,NA,LC,IUCN
63488534,Amphisbaena munoai,NA,NA,NA,LC,IUCN
176228,Amphisbaena neglecta,NA,NA,NA,DD,IUCN
176230,Amphisbaena pretrei,NA,NA,NA,LC,IUCN
56039231,Amphisbaena prunicolor,NA,NA,NA,LC,IUCN
176231,Amphisbaena ridleyi,NA,NA,NA,LC,IUCN
65488848,Amphisbaena roberti,NA,NA,NA,LC,IUCN
50956343,Amphisbaena silvestrii,NA,NA,NA,LC,IUCN
176233,Amphisbaena slevini,NA,NA,NA,DD,IUCN
50956365,Amphisbaena steindachneri,NA,NA,NA,LC,IUCN
56039246,Amphisbaena trachura,NA,NA,NA,LC,IUCN
176234,Amphisbaena tragorrhectes,NA,NA,NA,DD,IUCN
66080041,Amphisbaena vanzolini,NA,NA,NA,LC,IUCN
50956374,Amphisbaena vermicularis,NA,NA,NA,LC,IUCN
163077,Amphitretus thielei,NA,NA,NA,LC,IUCN
22702843,Anabacerthia amaurotis,NA,NA,NA,NT,IUCN
22702855,Anabacerthia lichtensteini,NA,NA,NA,LC,IUCN
22702792,Anabacerthia ruficaudata,NA,NA,NA,LC,IUCN
22702913,Anabazenops dorsalis,NA,NA,NA,LC,IUCN
22702881,Anabazenops fuscus,NA,NA,NA,LC,IUCN
62478,Anadenanthera colubrina,NA,NA,NA,LC,IUCN
33900,Anadenanthera colubrina var. cebil,cebil,var.,NA,LR/lc,IUCN
144262459,Anadenanthera peregrina,NA,NA,NA,LC,IUCN
46107620,Anarchopterus criniger,NA,NA,NA,LC,IUCN
46107890,Anarchopterus tectus,NA,NA,NA,LC,IUCN
22680301,Anas acuta,NA,NA,NA,LC,IUCN
22680287,Anas bahamensis,NA,NA,NA,LC,IUCN
22736320,Anas flavirostris,NA,NA,NA,LC,IUCN
22680310,Anas georgica,NA,NA,NA,LC,IUCN
44392517,Anathallis guimaraensii,NA,NA,NA,VU,IUCN
44393368,Anathallis kleinii,NA,NA,NA,CR,IUCN
44392318,Anathallis tigridens,NA,NA,NA,EN,IUCN
49254549,Anatya guttata,NA,NA,NA,LC,IUCN
