"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"103","2020-11-04 17:29:57-03","UEM","HUEM","20497","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Amancio, AMD","s.n.",NA,"Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí,","-52.444444","-23.107778",NA,"Arvoreta; botões florais de coloração branca e verde","HUEM000008502","HUEM000008502","2006","07","05",NA,NA,NA,"-52.444444","-23.107778","2009",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-04 17:29:57-03","UEM","HUEM","21417","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Romagnolo, MB","3197",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, estrada do ribeirão Conceição, borda da mata","-52.883333","-22.583333",NA,"Arvoreta, cerca de 2 m de altura; frutos imaturos de coloração verde.; Floresta Estacional Semidecidual.","HUEM000008393","HUEM000008393","2011","09","19","260","260",NA,"-52.883333","-22.583333","2011","10",NA,NA,NA,NA,NA,NA,NA
"105","2020-11-04 17:29:57-03","UEM","HUEM","21615","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Rosa, GS; Ma.C.Souza; Almeida, CG; Bento Fernandes, CE; J.G.Servilheri","230",NA,"Brasil","Paraná","São Pedro do Paraná","Porto de Areia Presalino Semprebom, Área de regeneração natural próximo ao PRASA","-53.17","-22.711944",NA,"Arvoreta, cerca de 1,8m de altura; frutos imaturos coloração verde e maturos coloração amarelo.","HUEM000023476",NA,"2011","11","02","248","248",NA,"-53.17","-22.711944","2012","03",NA,NA,NA,NA,NA,NA,NA
"106","2020-11-04 17:29:57-03","UEM","HUEM","21626","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Romagnolo, MB","3231",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica de Caiuá, estrada da Conceição","-52.893533","-22.610689",NA,"Arvoreta, cerca de 3 m de altura; botões de coloração verde; flores de coloração branca; frutos imaturos de coloração verde; frutos maturos de coloração laranja.; Floresta Estacional Semidecidual","HUEM000008396","HUEM000008396","2011","10","31","321","321",NA,"-52.893533","-22.610689","2011","10",NA,NA,NA,NA,NA,NA,NA
"107","2020-11-04 17:29:57-03","UEM","HUEM","21653","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Romagnolo, MB","3246",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica de Caiuá, trilha do Mico","-52.88325","-22.627",NA,"Arbórea, cerca de 6 m de altura; frutos iamturos de coloração verde; frutos maturos de coloração laranja.; Floresta Estacional Semidecidual","HUEM000008394","HUEM000008394","2011","11","01","282","282",NA,"-52.88325","-22.627","2011","11",NA,NA,NA,NA,NA,NA,NA
"108","2020-11-04 17:29:57-03","UEM","HUEM","21717","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Romagnolo, MB","3267",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica de Caiuá, mata do Ribeirão Conceição (trilha do Guilherme)","-52.899639","-22.609",NA,"Arbórea, cerca de 7 m de altura; frutos imaturos e coloração verde alaranjado.; Floresta Estacional Semidecidual","HUEM000008392","HUEM000008392","2011","11","22","331","331",NA,"-52.899639","-22.609","2011","12",NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 17:29:57-03","UEM","HUEM","21958","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Pascotto, CR","125",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica de Caiuá, estrada Ribeirão Conceição","-52.900278","-22.607222",NA,"Arvoreta, cerca de 3 m de altura; frutos imaturos de coloração verde.; Floresta Estacional Semidecidual","HUEM000008395","HUEM000008395","2011","10","18","325","325",NA,"-52.900278","-22.607222","2011","12",NA,NA,NA,NA,NA,NA,NA
"110","2020-12-17 17:07:18-03","UEM","HUEM","22692","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Pereira, GF","Rosado; Silva, VL","s.n.",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Trilha da Cachoeira, margem do ribeirão Diamante.","-52.850722","-22.623306",NA,"Arbórea, cerca de 3,0 mde altura. Botões florais e flores de coloração branca.","HUEM000028637",NA,"2011","11","03",NA,NA,NA,"-52.850722","-22.623306","2011","11",NA,NA,NA,NA,"03",NA,NA
"111","2020-11-04 17:29:57-03","UEM","HUEM","2342","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Ma.C.Souza-Stevaux","488",NA,"Brasil","Paraná",NA,"Parcela 10, nº 238",NA,NA,NA,NA,"HUEM000008385","HUEM000008385",NA,NA,NA,NA,NA,NA,NA,NA,"2009","08",NA,NA,NA,NA,"01",NA,NA
"112","2020-11-04 17:29:57-03","UEM","HUEM","23806","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Landgraf, GO","127",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, estrada do ribeirão Diamante.","-52.891389","-22.605278",NA,"arbórea, ca. 6,0 m de altura.; Floresta Estacional Semidecidual","HUEM000008388","HUEM000008388","2011","01","12","334","334",NA,"-52.891389","-22.605278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-11-04 17:29:57-03","UEM","HUEM","23808","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Landgraf, GO","Landgraf, GO","125",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, estrada do ribeirão Diamante.","-52.891389","-22.605278",NA,"arbórea, ca. 6,0 m de altura; frutos maturos de coloração amarela.; Floresta Estacional Semidecidual","HUEM000008389","HUEM000008389","2011","01","12","334","334",NA,"-52.891389","-22.605278","2011",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-11-04 17:29:57-03","UEM","HUEM","24046","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Canto, AF","1",NA,"Brasil","Paraná","Diamante do Norte","fazenda Santa Lydia","-52.813583","-22.630722",NA,"Arvoreta, cerca de 2 m; botões de coloração verde claro; flores de coloração creme.; Floresta Estacional Semidecidual.","HUEM000008397","HUEM000008397","2012","08","21","287","287",NA,"-52.813583","-22.630722","2012","09",NA,NA,NA,NA,NA,NA,NA
"115","2020-11-04 17:29:57-03","UEM","HUEM","25098","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Romagnolo, MB","3390",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, estrada do ribeirão Conceição","-52.893583","-22.604806",NA,"Arbustiva, 1m; flores em final de antese de coloração branca.; Floresta Estacional Semidecidual.","HUEM000008391","HUEM000008391","2012","10","30",NA,NA,NA,"-52.893583","-22.604806","2012","11",NA,NA,NA,NA,NA,NA,NA
"116","2020-11-04 17:29:57-03","UEM","HUEM","25100","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Romagnolo, MB","3392",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, dentro da mata","-52.893139","-22.605556",NA,"Arbórea, 6m; frutos imaturos de coloração verde, frutos maturos de coloração amarela.; Floresta Estacional Semidecidual.","HUEM000008390","HUEM000008390","2012","10","30",NA,NA,NA,"-52.893139","-22.605556","2012","11",NA,NA,NA,NA,NA,NA,NA
"117","2020-11-04 17:29:57-03","UEM","HUEM","25364","Extra","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","L.M.Garcia; Rosa, GS; Bento Fernandes, CE","831",NA,"Brasil","Paraná","São Pedro do Paraná","rio Paraná, mata ciliar do porto de areia, Associação dos Portos de Areia Presalino Semprebom","-53.169444","-22.711806",NA,"Arvoreta, cerca de 2,00 m de altura; frutos imaturos coloração verde.","HUEM000023474",NA,"2012","11","29","242","242",NA,"-53.169444","-22.711806","2012","12",NA,NA,NA,NA,NA,NA,NA
"118","2020-11-04 17:29:57-03","UEM","HUEM","27236","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Ma.C.Souza","A.C.Fontana; colaboradores","s.n.",NA,"Brasil","Paraná","Porto Rico","córrego Caracu, margem direita","-53.2575","-22.769167",NA,"Material vegetativo. Fito: 227. T02-P01. Coordenadas aproximadas: Google Earth.; material vegetativo.","HUEM000023676",NA,"2005","02","22",NA,NA,NA,"-53.2575","-22.769167","2006","01",NA,NA,NA,NA,NA,NA,NA
"119","2020-11-04 17:29:57-03","UEM","HUEM","28620","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Ma.C.Souza; Negreli, SC","16",NA,"Brasil","Mato Grosso do Sul","Jateí","rio Ivinhema, lagoa do finado Raimundo","-53.538889","-22.797222",NA,"Solo seco sujeito a alagamento, remanescente florestal. Arvoreta. Fruto imaturo verde. Rara na área. Coordenadas aproximadas: Google Earth.; Arvoreta. Fruto imaturo verde.; Solo seco sujeito a alagamento, remanescente florestal.","HUEM000023478",NA,"1992","11","08",NA,NA,NA,"-53.538889","-22.797222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-11-04 17:29:57-03","UEM","HUEM","28622","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Romagnolo, MB; colaboradores","663",NA,"Brasil","Mato Grosso do Sul","Batayporã","rio Baía, fazenda Unida","-53.282222","-22.702778",NA,"Remanescente florestal. Arvoreta, cerca de 4 m de altura. Botões florais e flores coloração creme, algumas flores secas. Frequente no local. Coordenadas aproximadas: Google Earth.; Arvoreta, cerca de 4 m de altura. Botões florais e","HUEM000023477",NA,"2000","09","30",NA,NA,NA,"-53.282222","-22.702778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-11-04 17:29:57-03","UEM","HUEM","28626","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","G.M.Barroso","Ma.C.Souza; colaboradores","832",NA,"Brasil","Paraná","Porto Rico","rio Paraná, fazenda Santa Maria","-53.269444","-22.7725",NA,"Solo seco, remanescente florestal. Arvoreta; flor coloração branca, perfumada. Frequente no local. Coordenadas aproximadas: Google Earth.; Arvoreta; flor coloração branca, perfumada.; Solo seco, remanescente florestal.","HUEM000023479",NA,"1992","09","22",NA,NA,NA,"-53.269444","-22.7725","1993","10",NA,NA,NA,NA,NA,NA,NA
"122","2019-07-03 20:06:34-03","UEM","HUEM","29115","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","in Reflora","Ma.C.Souza; col.","3441",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá","-52.866667","-22.616667",NA,"Arbusto.","HUEM000008379","HUEM000008379","2007","09","30",NA,NA,NA,"-52.866667","-22.616667","2015","02",NA,NA,NA,NA,"05",NA,NA
"123","2020-11-04 17:29:57-03","UEM","HUEM","28631","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","674",NA,"Brasil","Mato Grosso do Sul","Batayporã","fazenda Unida, Mata.","-53.2710990905762","-22.2952995300293",NA,"Aproximadamente 4m. Frutos imaturos de coloração verde.","HUEM000023480",NA,"2000","10","24",NA,NA,NA,NA,NA,"2011","02","52218","auto",NA,NA,NA,NA,NA
"124","2020-11-04 17:29:57-03","UEM","HUEM","28633","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","666",NA,"Brasil","Mato Grosso do Sul","Batayporã","fazenda Unida, Mata da Fazenda Unida.","-53.2710990905762","-22.2952995300293",NA,"Arvoreta (aproximadamente 6m e PAP de 40cm). Flores secas. Frequente na área.","HUEM000023482",NA,"2000","09","30",NA,NA,NA,NA,NA,"2011","02","52218","auto",NA,NA,NA,NA,NA
"125","2020-11-04 17:29:57-03","UEM","HUEM","9580","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","Romagnolo, MB","592",NA,"Brasil","Mato Grosso do Sul","Batayporã","remanescente florestal, próximo a estrada de Batyporã.","-53.2710990905762","-22.2952995300293",NA,"Árvoreta; aproximadamente 3m de altura; fruto imaturo coloração verde; frequente na área; solo sujetio à alagamento.","HUEM000023675",NA,"2000","09","25",NA,NA,NA,NA,NA,"2019","11","52218","auto",NA,NA,"01",NA,NA
"126","2020-11-04 17:29:57-03","UEM","HUEM","28638","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","M.B Romagnolo","309",NA,"Brasil","Mato Grosso do Sul","Batayporã","Rio Baía, Fazenda Unida.","-53.2710990905762","-22.2952995300293",NA,"Arbórea, cerca de 8,0m de altura. Frutos imaturos de coloração verde. Frequente na área de coletada.","HUEM000023681",NA,"2001","10","18",NA,NA,NA,NA,NA,"2019","11","52218","auto",NA,NA,"04",NA,NA
"127","2020-11-04 17:29:57-03","UEM","HUEM","28636","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","M.B Romagnolo","309",NA,"Brasil","Mato Grosso do Sul","Batayporã","Rio Baía, Fazenda Unida.","-53.2710990905762","-22.2952995300293",NA,"Arbórea, cerca de 8,0m de altura. Frutos imaturos de coloração verde. Frequente na área de coletada.","HUEM000023678",NA,"2001","10","18",NA,NA,NA,NA,NA,"2019","11","52218","auto",NA,NA,"04",NA,NA
"128","2020-11-04 17:29:57-03","UEM","HUEM","28637","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","M.B Romagnolo","663",NA,"Brasil","Mato Grosso do Sul","Batayporã","Rio Baía, Fazenda Unida.","-53.2710990905762","-22.2952995300293",NA,"Arvoreta, aproximadamente 4,0m. Flores e botões de coloração creme, algumas flores secas. Frequente na área.","HUEM000023679",NA,"2000","09","30",NA,NA,NA,NA,NA,"2019","11","52218","auto",NA,NA,"04",NA,NA
"129","2020-11-04 17:29:57-03","UEM","HUEM","28625","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","672",NA,"Brasil","Mato Grosso do Sul","Batayporã","Rio Baía, Mata da Fazenda Unida.","-53.2710990905762","-22.2952995300293",NA,"Arvoreta (aproximadamente 5,0m). Frutos imaturos de coloração verde. Frequente na área coletada.","HUEM000023483",NA,"2000","10","24",NA,NA,NA,NA,NA,"2011","02","52218","auto",NA,NA,NA,NA,NA
"130","2020-11-04 17:29:57-03","UEM","HUEM","28623","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","559",NA,"Brasil","Mato Grosso do Sul","Batayporã","Rio Baía, Mata da Fazenda Unida.","-53.2710990905762","-22.2952995300293",NA,"Arvoreta. Frutos imaturos de coloração verde. Frequente na área.","HUEM000023484",NA,"2002","10","28",NA,NA,NA,NA,NA,"2011","02","52218","auto",NA,NA,NA,NA,NA
"131","2020-11-04 17:29:57-03","UEM","HUEM","28635","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","657",NA,"Brasil","Mato Grosso do Sul","Batayporã","Rio Baía, Mata Fazenda Unida.","-53.2710990905762","-22.2952995300293",NA,"Arvoreta (aproximadamente 4,0m). Flores de coloração creme (grande quantidade de flores secas). Frequente na área.","HUEM000023490",NA,"2000","09","30",NA,NA,NA,NA,NA,"2011","02","52218","auto",NA,NA,NA,NA,NA
"132","2020-11-04 17:29:57-03","UEM","HUEM","1920","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","S.W.Mendes; M.Ade Assis","s.n.",NA,"Brasil","Mato Grosso do Sul","Jateí","rio Ivinhema, Lagoa Raimundo.","-54.3025016784668","-22.4818992614746",NA,"Árvore com 8,0m de altura. Perímetro 47,0cm à altura do peito. Caule com ritidoma. Flores brancas levemente perfumadas.","HUEM000023491",NA,"1988","08","25",NA,NA,NA,NA,NA,"2011","02","85335","auto",NA,NA,NA,NA,NA
"133","2020-11-04 17:29:57-03","UEM","HUEM","2124","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","M.A. Assis; N.Coraci","s.n.",NA,"Brasil","Mato Grosso do Sul","Jateí","rio Ivinhema, Lagoa Raimundo.","-54.3025016784668","-22.4818992614746",NA,"Arvoreta com aproximadamente 4,0m. Frutos verdes imaturos.","HUEM000023677",NA,"1989","12","11",NA,NA,NA,NA,NA,"2019","11","85335","auto",NA,NA,"04",NA,NA
"134","2020-11-04 17:29:57-03","UEM","HUEM","28624","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","437",NA,"Brasil","Mato Grosso do Sul","Jateí","rio Ivinhema, Mata da Lagoa do Raimundo.","-54.3025016784668","-22.4818992614746",NA,"Arvoreta, cerca de 8,0m de altura. Frutos imaturos de coloração verde. Frequente na área.","HUEM000023485",NA,"2002","10","29",NA,NA,NA,NA,NA,"2011","02","85335","auto",NA,NA,NA,NA,NA
"135","2020-11-04 17:29:57-03","UEM","HUEM","7916","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","M.P. Fachini","43",NA,"Brasil","Mato Grosso do Sul","Taquarussu","Foz Rio Brilhante","-53.3513984680176","-22.4878005981445",NA,NA,"HUEM000023684",NA,"1998","05","31",NA,NA,NA,NA,NA,"2019","11","63482","auto",NA,NA,"04",NA,NA
"136","2020-11-04 17:29:57-03","UEM","HUEM","28634","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","M.Previdello","72",NA,"Brasil","Mato Grosso do Sul","Taquarussu","rio Baía, Fazenda Unida, solo seco.","-53.3513984680176","-22.4878005981445",NA,"Arvoreta. Fruto imaturo de coloração verde. Rara.","HUEM000023683",NA,"1993","12","08",NA,NA,NA,NA,NA,"2019","11","63482","auto",NA,NA,"04",NA,NA
"137","2020-11-04 17:29:57-03","UEM","HUEM","28632","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","561",NA,"Brasil","Mato Grosso do Sul","Taquarussu","rio Baía, Mata da Fazenda Unida.","-53.3513984680176","-22.4878005981445",NA,"Arvoreta. Botões coloração creme, Frequente na área.","HUEM000023487",NA,"2002","10","28",NA,NA,NA,NA,NA,"2011","02","63482","auto",NA,NA,NA,NA,NA
"138","2020-11-04 17:29:57-03","UEM","HUEM","22505","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Landgraf, GO","Landgraf, GO; Silva, VL","20",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Estrada Paranapanema","-52.8596992492676","-22.656400680542",NA,"Árvore com 5m de altura, folhas com cheiro, frutos imaturos cor verde e amarelo, frutos maduros cor amarela com cheiro forte característico","HUEM000008381","HUEM000008381","2011","10","28",NA,NA,NA,NA,NA,"2012","03","16110","auto",NA,NA,"22",NA,NA
"139","2020-11-04 17:29:57-03","UEM","HUEM","22507","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Landgraf, GO","Landgraf, GO; Silva, VL","22",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Estrada Paranapanema","-52.8596992492676","-22.656400680542",NA,"Árvore com 8m de altura, frutos imaturos cor verde-amarelados com cheiro característico bem pronunciado","HUEM000008382","HUEM000008382","2011","10","28",NA,NA,NA,NA,NA,"2012","03","16110","auto",NA,NA,"22",NA,NA
"140","2020-11-04 17:29:57-03","UEM","HUEM","22517","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Landgraf, GO; Silva, VL","32",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Estrada Paranapanema","-52.8596992492676","-22.656400680542",NA,"Arvoreta com 2.1m de altura, flores creme e frutos vermelhos","HUEM000008380","HUEM000008380","2011","10","30",NA,NA,NA,NA,NA,"2014","07","16110","auto",NA,NA,"18",NA,NA
"141","2020-11-04 17:29:57-03","UEM","HUEM","22495","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Landgraf, GO","Landgraf, GO; Silva, VL","10",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Estrada Paranapanema&nf;UTM 22K 305359 E, 7498982 S","-52.8596992492676","-22.656400680542",NA,"Altura 5m , frutos imaturos de cor verde amarelados, folhas com cheiro característico","HUEM000008383","HUEM000008383","2011","10","27",NA,NA,NA,NA,NA,"2012","03","16110","auto",NA,NA,"22",NA,NA
"142","2020-11-04 17:29:57-03","UEM","HUEM","9406","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Janunzzi, AM; Lorenzetti, E; et al.","511",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Trilha da Arara.","-52.8596992492676","-22.656400680542",NA,"Flores brancas com muitos estames e flor perfumada.","HUEM000008386","HUEM000008386","2002","09","08",NA,NA,NA,NA,NA,"2009","08","16110","auto",NA,NA,"01",NA,NA
"143","2020-11-04 17:29:57-03","UEM","HUEM","27350","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","R.Zampar","09",NA,"Brasil","Paraná","Porto Rico","córrego Caracu, margem direita","-53.2668991088867","-22.7721996307373",NA,"Fito 1155.","HUEM000023672",NA,"2005","08","21",NA,NA,NA,NA,NA,"2019","11","18063","auto",NA,NA,"01",NA,NA
"144","2020-11-04 17:29:57-03","UEM","HUEM","27351","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","G.F.Pereira","140",NA,"Brasil","Paraná","Porto Rico","córrego Caracu, margem direita","-53.2668991088867","-22.7721996307373",NA,"Fito 1161.","HUEM000023673",NA,"2005","05","19",NA,NA,NA,NA,NA,"2019","11","18063","auto",NA,NA,"01",NA,NA
"145","2020-11-04 17:29:57-03","UEM","HUEM","27352","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","R.Zampar","11",NA,"Brasil","Paraná","Porto Rico","córrego Caracu, margem direita","-53.2668991088867","-22.7721996307373",NA,"Fito 1155.","HUEM000023674",NA,"2005","05","19",NA,NA,NA,NA,NA,"2019","11","18063","auto",NA,NA,"01",NA,NA
"146","2020-11-04 17:29:57-03","UEM","HUEM","28628","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","Ma.C. Souza Stevaux","155",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Fazenda Santa Maria.","-53.2668991088867","-22.7721996307373",NA,NA,"HUEM000023489",NA,"1992","05","22",NA,NA,NA,NA,NA,"2011","02","18063","auto",NA,NA,NA,NA,NA
"147","2020-11-04 17:29:57-03","UEM","HUEM","28627","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","K.K Kita; T.S.Michelan; A.A.Soares","1907",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Lagoa Figueira, ilha Porto Rico, solo seco sujeito a alagamento.","-53.2668991088867","-22.7721996307373",NA,"Arvoreta. Frutos coloração vermelho escuro.","HUEM000023680",NA,"2006","10","03",NA,NA,NA,NA,NA,"2019","11","18063","auto",NA,NA,"04",NA,NA
"148","2020-12-17 17:07:18-03","UEM","HUEM","36425","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","M.B.Romagnolo","s.n.",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Margem esquerda, abaixo da mata do Araldo (Araldo 1).","-53.2668991088867","-22.7721996307373",NA,"Flores coloração creme. Frequente na área coletada.","HUEM000028680",NA,"1999","08","23",NA,NA,NA,NA,NA,"2020","11","18063","auto",NA,NA,"05",NA,NA
"149","2020-11-04 17:29:57-03","UEM","HUEM","28630","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","641",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Margem esquerda (Araldo novo).","-53.2668991088867","-22.7721996307373",NA,"Arvoreta (aproximadamente 2,0m). Flores secas. Frequentes na área.","HUEM000023488",NA,"2000","09","29",NA,NA,NA,NA,NA,"2011","02","18063","auto",NA,NA,NA,NA,NA
"150","2020-11-04 17:29:57-03","UEM","HUEM","28619","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","639",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Margem esquerda (Araldo novo).","-53.2668991088867","-22.7721996307373",NA,"Arbórea (aproximadamente 8m e 60cm de PAP). Flores secas. Frequente na área.","HUEM000023481",NA,"2000","09","29",NA,NA,NA,NA,NA,"2011","02","18063","auto",NA,NA,NA,NA,NA
"151","2020-11-04 17:29:57-03","UEM","HUEM","28621","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M.B.Romagnolo","M.B Romagnolo","643",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Margem esquerda (Araldo novo).","-53.2668991088867","-22.7721996307373",NA,"Arvoreta (aproximadamente 2m). Flores secas. frequente na área.","HUEM000023486",NA,"2000","09","29",NA,NA,NA,NA,NA,"2011","02","18063","auto",NA,NA,NA,NA,NA
