"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","imagecode","county","identifiedBy","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"5161","2019-10-07 09:35:22-03","UEFS","HUEFS","23016","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Landim, M.","632","1995","09","15",NA,"Brasil","Sergipe",NA,NA,"Borda da mata.","HUEFS0023016","Mata do Crasto.","-37.448299407959","-11.3507995605469",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0023016","Santa Luzia do Itanhy",NA,"26417",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5162","2019-10-07 09:35:23-03","UEFS","HUEFS","132110","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Oliveira Filho, A.","147","1983","09","04",NA,"Brasil","Mato Grosso",NA,NA,"Cerrado.","HUEFS0132110","PARNA Chapada dos Guimarães.","-55.749698638916","-15.460599899292",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0132110","Chapada dos Guimarães",NA,"107042",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5163","2019-10-07 09:35:23-03","UEFS","HUEFS","164581","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Silva, J.O.N.","51","2008","04","28",NA,"Brasil","Rio Grande do Norte",NA,NA,NA,"HUEFS0164581","Parque das Dunas, Trilha da Geologia.","-35.209400177002","-5.79500007629395",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0164581","Natal",NA,"12751",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5164","2019-10-07 09:35:23-03","UEFS","HUEFS","81425","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pessoa, M.C.","34","2003","11","29",NA,"Brasil","Paraíba",NA,NA,NA,"HUEFS0081425","Parque Estadual de Pedra da Boca. Lado direito da Pedra da Boca","-35.74169921875","-6.55833005905151",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0081425","Araruna",NA,"17323",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5165","2019-10-07 09:35:23-03","UEFS","HUEFS","210955","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Silva, L.R.","404","2013","11","26",NA,"Brasil","Pernambuco",NA,NA,"Mata de restinga.","HUEFS0210955","Ponta de Pedras.","-35.002498626709","-7.56056022644043",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.",NA,"Goiana","A.Stadnik","22853",NA,NA,"auto","2015","12",NA,"Rosanae",NA,NA,NA,NA
"5166","2019-10-07 09:35:23-03","UEFS","HUEFS","81394","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Barbosa, M.R.","2263","2002","03","09",NA,"Brasil","Paraíba",NA,NA,NA,"HUEFS0081394","Reserva Biológica Guaribas, Área I.","-35.1260986328125","-6.83861017227173",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0081394","Mamanguape",NA,"36853",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5167","2019-10-07 09:35:23-03","UEFS","HUEFS","231032","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik,A.","313","2015","05","12",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0231032","Riacho de Areia","-42.5074996948242","-14.6822004318237",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.",NA,"Licínio de Almeida",NA,"31339",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5168","2019-10-07 09:35:23-03","UEFS","HUEFS","64717","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Hatschbach, G.","71037","2000","05","13",NA,"Brasil","Goiás",NA,NA,"Campo cerrado.","HUEFS0064717","Rod. GO-114, Serra Geral de Goiás.","-46.3182983398438","-13.3983001708984",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0064717","São Domingos",NA,"73215",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5169","2019-10-07 09:35:23-03","UEFS","HUEFS","79452","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Araújo, F.S.","1391","2002","03","26",NA,"Brasil","Ceará",NA,NA,"Carrasco.","HUEFS0079452","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0079452","Cratéus",NA,"43216","650","700","auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5170","2019-10-07 09:35:23-03","UEFS","HUEFS","230958","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik,A.","218","2014","05","29",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0230958","São Domingos","-42.5074996948242","-14.6822004318237","42W32'227''","14S27'181''","Angiospermae","Myrtales",NA,"(Kunth) DC.",NA,"Licínio de Almeida",NA,"31339","982","982","auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5171","2019-10-07 09:35:23-03","UEFS","HUEFS","184883","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Snak, C.","661","2011","10","13",NA,"Brasil","Minas Gerais",NA,NA,NA,"HUEFS0184883","Sede do Parque Nacional da Serra do Cipó, trilha da Lagoa da Capivara","-43.7449989318848","-19.513599395752",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0184883","Jaboticatubas","A.Stadnik","31264",NA,NA,"auto","2015","12",NA,"Rosanae",NA,NA,NA,NA
"5172","2019-10-07 09:35:22-03","UEFS","HUEFS","53256","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Miranda, A.M.","1825","1994","06","19",NA,"Brasil","Pernambuco",NA,NA,NA,"HUEFS0053256","Serra de Catimbau.","-37.1557998657227","-8.62306022644043",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0053256","Buíque","M.Sobral","38964",NA,NA,"auto","2004","04",NA,"Rosanae",NA,NA,NA,NA
"5173","2019-10-07 09:35:23-03","UEFS","HUEFS","193467","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Flores, T.B.","284","2009","11","29",NA,"Brasil","Minas Gerais",NA,NA,NA,"HUEFS0193467","Serra do Cipó - Fazenda Toucan - Casa do seu Luiz - Estrada para a cachoeira - A220.","-44.043098449707","-19.0060997009277",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0193467","Santana de Pirapama",NA,"43251",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5174","2019-10-07 09:35:23-03","UEFS","HUEFS","186870","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Rando, J.G.","1042","2011","10","16",NA,"Brasil","Minas Gerais",NA,NA,"Campo cerrado.","HUEFS0186870","Serra do Cipó. Vilarejo de Inhame. Trilha da Senhorinha, no primeiro platô.","-44.043098449707","-19.0060997009277",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.",NA,"Santana de Pirapama","A.Stadnik","43251",NA,NA,"auto","2015","12",NA,"Rosanae",NA,NA,NA,NA
"5175","2019-10-07 09:35:23-03","UEFS","HUEFS","173035","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Alves, L.J.","436","2010","01","12",NA,"Brasil","Bahia",NA,NA,"Cerrado.","HUEFS0173035","Topo de morro, em estrada para Licínio de Almeida.","-42.5074996948242","-14.6822004318237",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0173035","Lícinio de Almeida",NA,"31339",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5176","2019-10-07 09:35:22-03","UEFS","HUEFS","35637","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Jesus, N.G.","136","1998","06","24",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0035637","UNEB/Campus II. Área degradada, solo arenoso.","-38.4192008972168","-12.1356000900269",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.","HUEFS0035637","Alagoinhas","M.Sobral","24621",NA,NA,"auto","2004","05",NA,"Rosanae",NA,NA,NA,NA
"5177","2019-10-07 09:35:23-03","UEFS","HUEFS","243580","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Souza, I.M.","484","2017","12","18",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0243580","Vale do Guiné","-41.5588989257812","-12.5289001464844",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.",NA,"Palmeiras","P.S.Neves","20767",NA,NA,"auto","2019","03",NA,"Rosanae",NA,NA,NA,NA
"5178","2019-10-07 09:35:23-03","UEFS","HUEFS","231022","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik,A.","300","2015","05","12",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0231022","Xaxa","-42.5074996948242","-14.6822004318237",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.",NA,"Licínio de Almeida",NA,"31339",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5179","2020-05-08 11:13:48-03","UEFS","HUEFS","82711","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Christenson, G.M.","1133","1979","09","07",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"HUEFS0082711","Zuzu.","-54.5463981628418","-21.8019008636475",NA,NA,"Angiospermae","Myrtales",NA,"(Kunth) DC.",NA,"Rio Brilhante","M.Sobral","65544",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5180","2019-10-07 09:35:23-03","UEFS","HUEFS","87381","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyramidalis","Eugenia pyramidalis","Holótipo","Pohl, E.","3083",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"HUEFS0087381","Ribeirão do Prado.",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5181","2019-10-07 09:35:23-03","UEFS","HUEFS","87378","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyrroclada","Eugenia pyrroclada var. guianensis","Tipo","Schomburck, R.","634",NA,NA,NA,NA,"Guiana",NA,NA,NA,NA,"HUEFS0087378",NA,NA,NA,NA,NA,"Angiospermae","Myrtales","var. guianensis","O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5182","2019-10-07 09:35:23-03","UEFS","HUEFS","87378","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyrroclada","Eugenia pyrroclada var. guianensis","Tipo","Schomburck, R.","634",NA,NA,NA,NA,"Guiana",NA,NA,NA,NA,"HUEFS0087378",NA,NA,NA,NA,NA,"Angiospermae","Myrtales","var. guianensis","O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5183","2019-10-07 09:35:23-03","UEFS","HUEFS","87368","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rhombocarpa","Eugenia rhombocarpa","Tipo","Widgren","540",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"HUEFS0087368",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5184","2019-10-07 09:35:23-03","UEFS","HUEFS","87362","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","romana","Eugenia romana",NA,"Pohl, E.","1298",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"HUEFS0087362",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5185","2019-10-07 09:35:25-03","UEFS","HUEFS","87355","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rubrescens","Eugenia rubrescens","Isótipo","Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087355",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"Mattos & D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5186","2019-10-07 09:35:25-03","UEFS","HUEFS","87352","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sabulosa","Eugenia sabulosa","Tipo","Saint-Hilaire, A.","254",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"HUEFS0087352",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5187","2019-10-07 09:35:25-03","UEFS","HUEFS","87137","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sancta","Eugenia sancta",NA,"Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087137",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5188","2019-10-07 09:35:26-03","UEFS","HUEFS","87303","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subcorymbosa","Eugenia subcorymbosa","Holótipo","Gardner, G.","4164","1840","05",NA,NA,"Brasil","Goiás",NA,NA,NA,"HUEFS0087303","Chapada de N.S. Goyazensis.",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5189","2019-10-07 09:35:26-03","UEFS","HUEFS","87304","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subcorymbosa","Eugenia subcorymbosa","Isótipo","Gardner, G.","4164",NA,NA,NA,NA,"Brasil","Goiás",NA,NA,NA,"HUEFS0087304",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5190","2019-10-07 09:35:26-03","UEFS","HUEFS","188211","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subcorymbosa","Eugenia subcorymbosa",NA,"Hatschbach, G.","58945","1993","02","12",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"HUEFS0188211","Serra de Maracaju, estação Repetidora de Paxixi.","-55.7872009277344","-20.4710998535156",NA,NA,"Angiospermae","Myrtales",NA,"O.Berg","HUEFS0188211","Aquidauana",NA,"212961",NA,NA,"auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5191","2019-10-07 09:35:26-03","UEFS","HUEFS","87292","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","surinamensis","Eugenia surinamensis",NA,"Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087292",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"Miq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5192","2019-10-07 09:35:26-03","UEFS","HUEFS","87269","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","vaga","Eugenia vaga",NA,"Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087269",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"5193","2019-09-04 19:59:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arbutifolia","Eugenia arbutifolia","Holotype","C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5194","2019-09-04 19:59:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arctostaphyloides","Eugenia arctostaphyloides","Holotype","C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5195","2019-09-04 18:25:52-03","F","FMNH-SEEDPLANTS","V0065083F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arctostaphyloides","Eugenia arctostaphyloides ovalis","Isotype","J. S. Blanchet","2612",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065083F",NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,"ovalis",NA,"V0065083F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5196","2019-09-04 18:25:52-03","F","FMNH-SEEDPLANTS","V0065083F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arctostaphyloides","Eugenia arctostaphyloides ovalis","Isotype","J. S. Blanchet","2612",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065083F",NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,"ovalis",NA,"V0065083F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5197","2019-09-05 14:21:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","benthamii","Eugenia benthamii","Type [status unknown]","R. H. Schomburgk","733",NA,NA,NA,"South America","Guyana",NA,NA,NA,NA,NA,NA,"-58.7017","4.7364",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5198","2019-09-04 20:09:16-03","F","FMNH-SEEDPLANTS","V0065090F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","benthamii","Eugenia benthamii","Isotype","R. H. Schomburgk","733","1839",NA,NA,"South America","British Guiana [Guyana]",NA,NA,NA,NA,"V0065090F",NA,"-59","5",NA,NA,"Spermatophyta",NA,NA,NA,"V0065090F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5199","2019-09-04 18:00:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","boliviensis","Eugenia boliviensis","Isotype","A. C. V. M. D. d'Orbigny","749","1850",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"-64.435","-16.7261",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5200","2019-01-23 11:02:02-02","F","FMNH-SEEDPLANTS","V0065092F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","boliviensis","Eugenia boliviensis","Isotype","A. C. V. M. D. d'Orbigny","749","1850",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"V0065092F",NA,"-64.435","-16.7261",NA,NA,"Spermatophyta",NA,NA,NA,"V0065092F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5201","2019-09-05 16:41:18-03","F","FMNH-SEEDPLANTS","V0065093F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","boliviensis","Eugenia boliviensis","Isotype","M. Bang","825","1890","11",NA,"South America","Bolivia","La Paz",NA,NA,NA,"V0065093F",NA,"-68","-15.5",NA,NA,"Spermatophyta",NA,NA,NA,"V0065093F_01 V0065093F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"825",NA,NA
"5202","2019-09-04 18:51:24-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","ciarensis","Eugenia ciarensis","Isotype","G. Gardner","1612","1838",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5203","2019-09-04 19:59:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","clinocarpa","Eugenia clinocarpa","Holotype","C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5204","2017-06-09 11:53:48-03","F","FMNH-SEEDPLANTS","V0108319F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","clinocarpa","Eugenia clinocarpa",NA,"N. Funck & L. J. Schlim","1334","1947",NA,NA,"South America","Colombia",NA,NA,NA,NA,"V0108319F",NA,"-72.8667","3.8811",NA,NA,"Spermatophyta",NA,NA,NA,"V0108319F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5205","2019-09-04 19:59:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","coarensis","Eugenia coarensis","Holotype","C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5206","2019-09-04 18:43:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","decorticans","Eugenia decorticans","Isotype","F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5207","2019-01-23 10:59:47-02","F","FMNH-SEEDPLANTS","V0065139F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","decorticans","Eugenia decorticans","Isotype","F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065139F",NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,"V0065139F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5208","2015-03-07 08:58:42-03","F","FMNH-SEEDPLANTS","V0108372F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","decorticans","Eugenia decorticans",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0108372F",NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,"V0108372F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5209","2019-09-05 16:54:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","diantha","Eugenia diantha",NA,"E. F. Poeppig",NA,"1830",NA,NA,"South America","Chile",NA,NA,NA,NA,NA,NA,"-70.8906","-35.8156",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5210","2015-03-07 08:58:42-03","F","FMNH-SEEDPLANTS","V0108373F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","diantha","Eugenia diantha",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0108373F",NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,"V0108373F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5211","2019-09-04 18:25:56-03","F","FMNH-SEEDPLANTS","V0065143F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","diantha","Eugenia diantha ciliata","Isotype","J. S. Blanchet","2862",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065143F",NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,"ciliata",NA,"V0065143F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5212","2019-09-04 18:35:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","diantha","Eugenia diantha ciliata","Type [status unknown]","J. S. Blanchet","2862",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,"ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5213","2019-09-04 18:51:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","diantha","Eugenia diantha glabra","Isotype","G. Gardner","1014",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,"glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5214","2019-01-23 10:59:49-02","F","FMNH-SEEDPLANTS","V0065144F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","diantha","Eugenia diantha glabra","Isotype","G. Gardner","1014",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065144F",NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,"glabra",NA,"V0065144F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"5215","2019-09-04 18:25:56-03","F","FMNH-SEEDPLANTS","V0065143F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","diantha","Eugenia diantha ciliata","Isotype","J. S. Blanchet","2862",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065143F",NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,"ciliata",NA,"V0065143F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
