"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","continentOcean","preparationType","barcode","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","fieldNumber","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01047734","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","weddellii","Epidendrum weddellii longifolium","Cogn.","E. Hágsater",NA,NA,NA,"J. S. Blanchet","s.n.",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182495' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet","NY01047734",NA,NA,"NY01047734_01","longifolium","isotype",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01047734","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","weddellii","Epidendrum weddellii longifolium","Cogn.","E. Hágsater",NA,NA,NA,"J. S. Blanchet","s.n.",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182495' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet","NY01047734",NA,NA,"NY01047734_01","longifolium","isotype",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01047734","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","weddellii","Epidendrum weddellii longifolium","Cogn.","E. Hágsater",NA,NA,NA,"J. S. Blanchet","s.n.",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182495' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet","NY01047734",NA,NA,"NY01047734_01","longifolium","isotype",NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:52:45-03","EAO","IAN","130534","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Meneguzzo, TEC","2013","12",NA,"Irwin, HS; Maxwell, HS","19856","1968","02","11","Brasil","Minas Gerais",NA,"Steeps rocky slopes, cangasoil, Pico do Itabirito, ca. 50km S.E. of Belo Horizonte.",NA,NA,"1750","1750",NA,"Brittle-stemmed, to ca. 1m tall. perianth rose-pink. Rooted on stems of shrubs and on rocks.","Southern America",NA,"IAN130534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:52:45-03","EAO","IAN","107754","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Meneguzzo, TEC","2013","12",NA,"Magalhães, MG","17018","1958","04","10","Brasil","Minas Gerais","Betim","Capoeirinha ciliar de Córrego, Serra Rola Moça.",NA,NA,NA,NA,NA,"Epífita, flor rósea.","Southern America",NA,"IAN107754","-44.198299407959","-19.9678001403809",NA,NA,NA,"15199","auto",NA,NA,NA,NA
"16","2019-10-09 11:28:37-03","UFBA","ALCB","105751","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Vieira, TL","2012","02",NA,"Vieira, TL; Stadnik, A; Moura, L","103","2012","01","12","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Grota do Brito. Trilha subindo a cachoeira do Brito",NA,NA,NA,NA,NA,"Epífita sobre Vellozia sp.Caule vináceo-escuro. Folhas verdes. Hipanto lilás. Flores lilases e ressupinadas. Calosidade alva na base do labelo.; Afloramento rochoso em área de cachoeira","Southern America",NA,"ALCB006099","-40.5182991027832","-11.1806001663208","ALCB006099",NA,NA,"62396","auto",NA,NA,NA,NA
"17","2019-10-09 11:28:37-03","UFBA","ALCB","104810","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Vieira, TL","2012","01",NA,"Vieira, TL; Stadnik, A; Moura, L","55","2012","01","11","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Vale do Ribeirão. Na serra que está ao norte do vale",NA,NA,NA,NA,NA,"Rupícola. Até 70cm. Caule vináceo-escuro. Folhas verdes e coriáceas. Flores lilases e ressupinadas. Calosidade alva na base do labelo.","Southern America",NA,"ALCB006118","-40.5182991027832","-11.1806001663208","ALCB006118 ALCB006118_1",NA,NA,"62396","auto",NA,NA,NA,NA
"18","2020-02-08 08:46:13-03","NBC","NL-BOTANY","WAG.1135211","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.",NA,NA,NA,NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","25","Brazil",NA,NA,"Brasil, Estado de Minas Gerais, Sera do Espinhaço.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1135211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,"NL-WAG1135211",NA,NA,"NL-WAG1135211",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:17:30-03","ESALQ","ESA","65056","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Epidendrum","miersii","Epidendrum miersii","L.","Udulutsch, R.G.",NA,NA,NA,"Moraes, P.L.R.","2108.0","1999","12","28","Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA065056","-47.9900016784668","-23.8700008392334","ESA065056",NA,NA,"27904","auto",NA,NA,NA,NA
"20","2020-11-04 12:17:30-03","ESALQ","ESA","41345","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.",NA,NA,NA,"Souza, J.P.; Souza, V.C.; Capellari Jr., L.; Elias, S.I.; Forster, W.","2171.0","1998","04","06","Brasil","Minas Gerais","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA041345","-43.6002998352051","-18.2493991851807","ESA041345",NA,NA,"101169","auto",NA,NA,NA,NA
"21","2020-11-04 12:17:30-03","ESALQ","ESA","18883","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.",NA,NA,NA,"Souza, V.C. et al.","8095.0","1995","03","09","Brasil","Minas Gerais","Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA018883","-43.6918983459473","-20.5207996368408",NA,NA,NA,"13809","auto",NA,NA,NA,NA
"22","2020-11-04 12:17:30-03","ESALQ","ESA","24230","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.",NA,NA,NA,"Sakuragui, C.M. et al.",NA,"1994","01","16","Brasil","Minas Gerais","Santa Bárbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA024230","-43.4152984619141","-19.959400177002",NA,NA,NA,"33136","auto",NA,NA,NA,NA
"23","2020-11-04 12:17:30-03","ESALQ","ESA","19668","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.",NA,NA,NA,"Souza, V.C. et al.","7909.0","1995","03","08","Brasil","Minas Gerais","Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA019668","-43.6918983459473","-20.5207996368408",NA,NA,NA,"13809","auto",NA,NA,NA,NA
"24","2021-03-31 13:40:58-03","MN","R","121735","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.","2002","03",NA,"Zikan",NA,"1915","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Herbário Adolpho Lutz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:40:58-03","MN","R","169814","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.","2002","03",NA,"Mello Filho, L.E.; Duarte, L.; Becker, H. & Santos, S.R.","3540","1972","07","21","Brasil","Minas Gerais",NA,NA,NA,NA,"2100","2100",NA,"Academia Brasileira de Ciências/ Levantamento Paleoecológico e Botânico das Bacias Cenozóicas de Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:40:58-03","MN","R","232029","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Foster, W.","1988","03","04","Souza, V.C.; Miyagi, P.H. & Souza, J.P.9","8095","1995","03","09","Brasil","Minas Gerais","Ouro Branco","Estrada Ouro Branco - Ouro Preto, ca. 6 Km de Ouro Branco. Estrada para o Morro do Gabriel","43°38'19,5W","20°30'20,5S","1300","1300",NA,NA,NA,NA,"R010033889","-43.63875","-20.505694",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:40:58-03","MN","R","35864","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.","2002","03",NA,"Schwacke, C.A.W.",NA,"1888","12","20","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:40:58-03","MN","R","46086","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.","2002","03",NA,"Williams, L.O. ; Assis, V.","6730","1945","04","15","Brasil","Minas Gerais","Nova Lima",NA,NA,NA,"1500","1500",NA,NA,NA,NA,NA,"-43.8466987609863","-19.9855995178223",NA,NA,NA,"29211","auto",NA,NA,NA,NA
"29","2021-03-31 13:40:58-03","MN","R","36252","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.","2002","03",NA,"Sampaio, A.J.","6807","1934","02","02","Brasil","Minas Gerais","Santa Luzia",NA,NA,NA,NA,NA,NA,"Jardim Botânico de Belo Horizonte",NA,NA,NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,"19939","auto",NA,NA,NA,NA
"30","2021-03-31 13:40:58-03","MN","R","35745","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.","2002","03",NA,"Brade, A.C.; Lima, S.","11767","1932","04",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Santo Antônio de Imbé",NA,NA,"1500","1500",NA,NA,NA,NA,NA,"-42.0080986022949","-21.9552993774414",NA,NA,NA,"30526","auto",NA,NA,NA,NA
"31","2021-04-04 23:43:05-03","UFPI","TEPB","17636","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","João Batista","2000","02","01","T. B. Cavalcanti","2574","2000","02","27","Brasil","Minas Gerais","Ouro Branco","Na subida da Serra do Ouro Branco","44°03'00W","20°50'07S","1400","1400",NA,"Epifita com flores roxas e cresce sobre Vellozia. Pedicelo cor de vinho Ambiente: Campo Rupestre",NA,NA,NA,"-44.05","-20.835278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-02 11:40:58-03","UFPI","TEPB","20591","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Fábio de Barros","1973","01","01","Ótavio Cardoso de Oliveira","13429","1973","02","21","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 110 da Rod. Lagoa Sta Conceição do Mato Dentro.",NA,NA,NA,NA,NA,"Epifita Ambiente: Mata de Galeria",NA,NA,NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,"31264","auto",NA,NA,NA,NA
"33","2019-02-15 11:46:54-02","IPA","IPA","7458","S","Plantae","Plantae",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Lima-Verde, L.W.","2003","09","01","Andrade-Lima","54-1934","1954","11","16","Brasil","Pernambuco","Garanhuns","Morro do Magano, alto do morro, no solo. Epífita.",NA,NA,NA,NA,NA,"Flores róseas.","Southern America",NA,"IPA0007458","-36.4928016662598","-8.89027976989746",NA,NA,NA,"21839","auto",NA,NA,NA,NA
"34","2020-12-20 21:18:45-03","UFV","VIC","020753","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.",NA,NA,NA,NA,"Valente, G.E.; et al.","1488","2004","03","26","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Próximo as antenas da Embratel.",NA,NA,NA,NA,NA,"Planta epífita sobre Velloziaceae, flor lilás.",NA,NA,"VIC020753","-43.6918983459473","-20.5207996368408","VIC020753",NA,NA,"13809","auto",NA,NA,NA,NA
"35","2020-12-20 21:18:45-03","UFV","VIC","45197","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.",NA,NA,NA,NA,"Pereira, A.F.S.; Tinti, B.V.","24","2014","05","27","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",NA,NA,NA,NA,NA,"Herbácea",NA,NA,"VIC045197","-43.6918983459473","-20.5207996368408","VIC045197",NA,NA,"13809","auto",NA,NA,NA,NA
"36","2020-12-20 21:18:45-03","UFV","VIC","45792","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Barros, F. de","2004","07","21","Paula, C.C. de; et al.","96","2002","06","10","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, Area 3",NA,NA,NA,NA,NA,"Epífita em velozia; afloramento rochoso; herbácea de 0,27 m; frequência de um indivíduo num raio de aprox. 5m; Sépalas e pétalas vinho; labelo vinho.; Sépalas e pétalas vinho; labelo vinho.; Epífita em velozia; afloramento rochoso; her",NA,NA,"VIC045792","-43.6918983459473","-20.5207996368408","VIC045792",NA,NA,"13809","auto",NA,NA,NA,NA
"37","2020-12-20 21:18:45-03","UFV","VIC","033902","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.",NA,NA,NA,NA,"Valente, G.E.; et al.","2038","2008","03","11","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, campo rupestre quartzoso. Al. 1321 m.",NA,NA,NA,NA,NA,"Epífita sobre Vellozia, flor de corola roxa.",NA,NA,"VIC033902","-43.6918983459473","-20.5207996368408","VIC033902",NA,NA,"13809","auto",NA,NA,NA,NA
"38","2019-11-21 14:40:45-03","UFJF","CESJ","48970","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","L. Menini Neto","2007","03","27","L. Menini Neto; F.R.G. Salimena; L.F.Viccini; P.Souza","374","2007","03","27","Brasil","Minas Gerais",NA,"Serra do Cipó, Km 120, próximo ao Rio Três Pontinhas.",NA,NA,NA,NA,NA,"Erva epífita sobre Velloziaceae gigante, no campo rupestre, flores róseas.","América do Sul",NA,"CESJ048970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:00:42-03","UNICAMP","UEC","17337","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Barros, F","1980","12","05","Cruz, ND; Shepherd, GJ; et al.","6464","1978","11","18","Brazil","Minas Gerais",NA,"Serra do Caraça, Ca. 70 km a sudeste de Belo Horizonte, em direção à Carapuça.",NA,NA,"1500","1700",NA,"Trepadeira. Flores lilás.",NA,NA,"UEC034978",NA,NA,"UEC034978",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 10:00:42-03","UNICAMP","UEC","35147","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Barros, F","1994","10","13","Sazima, M","13385","1971","12","13","Brazil","Minas Gerais","Jaboticatubas","km 127 da Rod. Lagoa Santa, A Conceição do Mato Dentro.",NA,NA,NA,NA,NA,NA,NA,NA,"UEC034979","-43.7449989318848","-19.513599395752","UEC034979",NA,NA,"31264","auto",NA,NA,NA,NA
"41","2019-08-20 10:00:42-03","UNICAMP","UEC","34807","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.",NA,NA,NA,NA,"Sazima, M","13343","1971","07","15","Brazil","Minas Gerais","Jaboticatubas","km 127 da Rod. Lagoa Santa, A Conceição do Mato Dentro.",NA,NA,NA,NA,NA,NA,NA,NA,"UEC034981","-43.7449989318848","-19.513599395752","UEC034981",NA,NA,"31264","auto",NA,NA,NA,NA
"42","2021-03-01 16:20:10-03","UNICAMP","UEC","181496","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Barros, F",NA,NA,NA,"Oliveira, OC","13429","1973","02","21","Brazil","Minas Gerais","Jaboticatubas","Serra do cipó, Km 110 da Rod. Lagoa Sta a Conceição do Mato dentro.",NA,NA,NA,NA,NA,"Epífita em mata galeria.",NA,NA,"UEC033683","-43.7449989318848","-19.513599395752","UEC033683",NA,NA,"31264","auto",NA,NA,NA,NA
"43","2019-08-20 10:00:42-03","UNICAMP","UEC","17338","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Barros, F","1980","12","05","Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9788","1978","12","14","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça, Matas e campos rupestres.",NA,NA,NA,NA,NA,"Flores lilás.",NA,NA,"UEC034976","-43.4152984619141","-19.959400177002","UEC034976",NA,NA,"33136","auto",NA,NA,NA,NA
"44","2021-03-01 16:20:10-03","UNICAMP","UEC","110519","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Borba, EL","1996",NA,NA,"Vitta, FA; Passos, LC","354","1996","07",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Parque nacional da Serra do Cipó. Afloramento da Vellozia gigantea.",NA,NA,NA,NA,NA,"Flores púrpurea.",NA,NA,"UEC034980","-43.7144012451172","-19.1688995361328","UEC034980",NA,NA,"26557","auto",NA,NA,NA,NA
"45","2021-03-01 16:20:10-03","UNICAMP","UEC","69648","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Borba, EL","1996",NA,NA,"Vitta, FA; Passos, LC","354","1996","07",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Parque nacional da Serra do Cipó. Afloramento da Vellozia gigantea.",NA,NA,NA,NA,NA,"Flores púrpurea.",NA,NA,NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,"26557","auto",NA,NA,NA,NA
"46","2020-03-12 10:29:24-03","UFOP","OUPR","32246","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Pedrosa, L.G.","2020","03","10","Forzza, R.C.; Saraiva, D.P.; Ribeiro, R.S. & Silva, J.L.","6372","2011","05","18","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.653889","-20.503611","1363","1363",NA,"Erva epífita de Vallozia. Pouco frequente, flores completamente róseas. Campo rupestre com vastos campos graminosos.",NA,NA,NA,"-43.653889","-20.503611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-06 09:56:50-03","UFOP","OUPR","8632","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Forster, W.","2000","04","13","Badini, J.","s.n.","1975","02","21","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",NA,NA,NA,NA,NA,"Sobre canela de ema. Erva. Flores violáceas",NA,NA,NA,"-43.6918983459473","-20.5207996368408",NA,NA,NA,"13809","auto",NA,NA,NA,NA
