"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"46","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69674","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Dusén, P.","15155","1914","06","10","Brazil","Paraná","Porto Amazonas",NA,"-49.8903","-25.5447",NA,NA,"840","840","ad marginem silvae primaeva",NA,NA,"Southern America",NA,"12-27716","Magnoliophyta","Solanales","14684","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"47","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","26080","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Dusén, P.","s.n.","1903","12","30","Brazil","Paraná",NA,"Ponta Grossa opp. ad rivulum.",NA,NA,NA,NA,NA,NA,NA,"BM000935455",NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"48","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69554","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Roe, K.E.","1969","01","01","Dusén, P.","477","1902","06","06","Brazil",NA,NA,"Serra do Itatiaia.",NA,NA,NA,NA,NA,NA,"Retiro in silva occid.",NA,NA,"Southern America",NA,"09-22975","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae","syntype",NA,NA,NA,NA,NA
"49","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69669","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Dusén, P.","8585","1910","10","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Serrinha im marginem silvula.",NA,NA,"Southern America",NA,"12-27667","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"50","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","96266","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2012","01","01","Thode, V.","502","2009","12","14","Brazil","Paraná","Bituruna","Bituruna","-51.534167","-26.221944","-51.534167","-26.221944","977","977","arbusto ca. 2 m; flor branca; fruto com cálice acrescente",NA,NA,"Southern America",NA,"143432","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"51","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","98496","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2012","01","01","Giacomin, L.L.; Mota, N.F.O.; Rezende, V.L.","1731","2012","02","13","Brazil","Santa Catarina","Urubici","Campo dos Padres, estrada de subida para Campo dos Padres pelo vale do Rio dos Bugres","-49.475556","-27.980556","-49.475556","-27.980556","1496","1496","árvore 4 m; corola alva, estames amarelos; frutos verdes cobertos pelo calice; prensado em álcool; margem de fragmento do floresta ombrófila densa alto montana","BM001035159",NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"52","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69618","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Hatschbach, G.","25493","1970","11","18","Brazil","Paraná","Jaguariaíva","Sertão de Cima","-49.7058","-24.2511",NA,NA,NA,NA,"Arbusto 2 m, flor alva.; Clareiras do campo.",NA,NA,"Southern America",NA,"12-27708","Magnoliophyta","Solanales","44368","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"53","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69659","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Dusén, P.","s.n.","1903","12",NA,"Brazil","Paraná","Ponta Grossa",NA,"-50.1619","-25.095",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"12-27718","Magnoliophyta","Solanales","46557","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"54","2019-12-04 15:25:53-03","PUCPR","HUCP","13991","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Libsch, D",NA,NA,NA,"Ferreira, A","s.n.","2000","01",NA,"Brasil","Paraná","Tijucas do Sul","Lagoa","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"HUCP00018888","HUCP00018888",NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"55","2019-12-04 15:25:53-03","PUCPR","HUCP","13892","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Libsch, D",NA,NA,NA,"Libsch, D","311","2001","10","05","Brasil","Paraná","Tijucas do Sul","Proação PUC","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"HUCP00018883","HUCP00018883",NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"56","2019-12-04 15:25:53-03","PUCPR","HUCP","22148","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Barboza, E; Lozano, E",NA,NA,NA,"Lozano, E; Ariati, V","440","2010","11","02","Brasil","Paraná","Campina Grande do Sul","Morro Getúlio","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"HUCP00018940","HUCP00018940",NA,NA,NA,"Eudicotiledonea",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"57","2019-12-04 15:25:53-03","PUCPR","HUCP","13912","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Libsch, D",NA,NA,NA,"Libsch, D","373","2001","10","27","Brasil","Paraná","Tijucas do Sul","Lagoinha","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"HUCP00018936","HUCP00018936",NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"58","2019-12-04 15:25:53-03","PUCPR","HUCP","13918","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Libsch, D",NA,NA,NA,"Libsch, D","357","2001","10","26","Brasil","Paraná","Tijucas do Sul","Lagoinha","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"HUCP00018988","HUCP00018988",NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-12-04 15:25:53-03","PUCPR","HUCP","13999","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Libsch, D",NA,NA,NA,"Libsch, D","263","2001","10","25","Brasil","Paraná","Tijucas do Sul","Lagoinha","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"HUCP00018992","HUCP00018992",NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:25:12-03","UFBA","ALCB","040451","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Hatschbach, G","1997",NA,NA,"Silva, JM; Barbosa, E; Poliquesi, CB","2116","1997","10","24","Brasil","Paraná","São José dos Pinhais","Guaricana.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"4m, pétalas alvas.; degradada.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-02-08 10:36:17-03","NBC","NL-BOTANY","L.2879754","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Hatschbach GG",NA,"1966","10","17","Brazil",NA,NA,"Rio Jangada (mun. Bituruna) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879754 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2879754","NL-L2879754","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"62","2020-02-08 10:36:17-03","NBC","NL-BOTANY","L.2879755","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","07","19","Brazil",NA,NA,"Santa Catarina - Brasil. Represa do Rio Cedro, Timbo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879755 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2879755","NL-L2879755","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"63","2020-02-08 10:36:17-03","NBC","NL-BOTANY","L.2879756","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Reitz R",NA,"1953","02","02","Brazil",NA,NA,"Santa Catarina - Brasil. Serra da Boa Vista, Rancho Queimado. Capao do campo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2879756","NL-L2879756","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"64","2020-02-08 10:36:17-03","NBC","NL-BOTANY","L.2879757","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Hatschbach GG",NA,"1962","11","18","Brazil",NA,NA,"Est. Parana. Mun. Palmeira. Col. Wietmarsum.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2879757","NL-L2879757","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"65","2020-02-08 10:36:17-03","NBC","NL-BOTANY","L.2879758","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Klein RM",NA,"1957","11","26","Brazil",NA,NA,"Santa Catarina - Brasil. Sabia, Vidal Ramos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2879758","NL-L2879758","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"66","2020-02-08 10:36:17-03","NBC","NL-BOTANY","L.2879759","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Dusén PKH",NA,"1914","10","09","Brazil",NA,NA,"Parana: Serrinha, ad marginem silvulae.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2879759","NL-L2879759","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"67","2020-02-08 10:36:17-03","NBC","NL-BOTANY","L.2879760","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Dusén PKH",NA,"1910","11","01","Brazil",NA,NA,"Parana: Jaguariahyva, ad marge silvulae.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2879760","NL-L2879760","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"68","2020-02-08 10:36:17-03","NBC","NL-BOTANY","U.1750148","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","03","09","Brazil",NA,NA,"Brasiliae Australis. Est. Parana. Fazenda Reserva, ca. 60 km SW of Guarapuava.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1750148 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1750148","NL-U1750148","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"69","2020-02-08 10:36:17-03","NBC","NL-BOTANY","U.1750149","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","12","24","Brazil",NA,NA,"Brasiliae Australis. Est. Parana. Ca. 12 km N of Curitiba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1750149 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1750149","NL-U1750149","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"70","2020-02-08 10:36:17-03","NBC","NL-BOTANY","WAG.1204168","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Hatschbach GG",NA,"1973","10","17","Brazil",NA,NA,"Rio dos Patos (mun. Prudentopolis) Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1204168 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1204168","NL-WAG1204168","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"71","2020-02-08 10:36:17-03","NBC","NL-BOTANY","WAG.1204169","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Hatschbach GG",NA,"1974","11","13","Brazil",NA,NA,"Paredao da Santa (mun. Jaguariaiva) Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1204169 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1204169","NL-WAG1204169","Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:20:02-03","ESALQ","ESA","132021","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae",NA,"Carvalho, L.F.","2006",NA,NA,"Guedes, R.","2307.0","1993","11","08","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"ESA132021",NA,NA,NA,NA,"Magnoliophyta",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:20:02-03","ESALQ","ESA","131759","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae",NA,NA,NA,NA,NA,"Antonio","31.0","1978","12","07","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA131759",NA,NA,NA,NA,"Magnoliophyta",NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-01-14 15:33:40-03","MN","R","11901","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Lafetá, R.C.A.","1999","07","22","Glaziou, A.F.M.","4899","1871","06","09","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011901","R000011901_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-06-14 15:15:09-03","FPS","FPS","4523","MachineObservation","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Schwirkowski, P.","2020","01","18","Schwirkowski, P.","3946","2020","01","18","Brasil","Santa Catarina","Rio Negrinho","Bairro Boa Vista. Linha férrea","-49.543473","-26.239495","-49.543473","-26.239495",NA,NA,"<ll>dwc_commonname:</ll> Uva-do-mato","FPS04523,FURB66049","FPS04523_v01 FPS04523_v02 FPS04523_v03 FPS04523_v04 FPS04523_v05 FURB66049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 66049",NA,NA,NA
"76","2019-12-19 08:15:32-03","FPS","FPS","504","MachineObservation","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Schwirkowski, P.","2014","12","20","Schwirkowski, P.","741","2014","12","20","Brasil","Santa Catarina","São Bento do Sul","Serra Alta - em pastagem, atrás da Implantec.","-49.389389","-26.295445","-49.389389","-26.295445",NA,NA,"<ll>dwc_commonname:</ll> Uva-do-mato","FPS00504,MBM419457","FPS00504_v01 FPS00504_v02 FPS00504_v03 FPS00504_v04 FPS00504_v05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","MBM 419457",NA,NA,NA
"77","2019-12-19 08:15:32-03","FPS","FPS","1771","MachineObservation","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Schwirkowski, P.","2011","12","03","Schwirkowski, P.",NA,"2011","12","03","Brasil","Santa Catarina","São Bento do Sul","Serra Alta, Vila Pilz, trilhos","-49.460739","-26.284111","-49.460739","-26.284111",NA,NA,"<ll>dwc_commonname:</ll> Uva-do-mato","FPS01771","FPS01771_v01 FPS01771_v02 FPS01771_v03 FPS01771_v04 FPS01771_v05 FPS01771_v06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-12-19 08:15:32-03","FPS","FPS","581","MachineObservation","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Schwirkowski, P.","2015","01","04","Schwirkowski, P.","827","2015","01","04","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho - Estrada Rio Vermelho / Campo Alegre.","-49.303444","-26.25517","-49.303444","-26.25517",NA,NA,"<ll>dwc_commonname:</ll> Uva-do-mato","FPS00581,MBM419459","FPS00581_v01 FPS00581_v02 FPS00581_v03 FPS00581_v04 FPS00581_v05 FPS00581_v06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","MBM 419459",NA,NA,NA
"79","2019-02-15 11:50:52-02","IPA","IPA","51070","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Stehmann, J.R.","2006","12","06","Sohn, S.; Campos, J.M.; Campos, J.M.","65","1981","03","23","Brasil","Santa Catarina","Canoinha","26 Km de Canoinha para Mafra.",NA,NA,NA,NA,NA,NA,"Hábito: arbusto de caule, ramos e folhas peludas. Folha: verde escura na face superior e cinza-claro Frutos: peludos.","IPA0051070",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-27 13:33:31-03","IAP","PACA-AGP","115797","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, A. L. de","2010","01","25","Stival-Santos, A.","1626","2010","02","01","Brasil","SC","Angelina","Rancho das Tábuas","-49.049444","-27.630278","49°02'58,00W","27°37'49,00S","590","590","Florística IFFSC 314 (arbusto); ecótono floresta ombrófila densa e floresta ombrófila mista; estádio suces.: avançado; altura: 2,5m; fruto: verde Habitat: entorno do fragmento, beira de estrada Hábito: arbusto","PACA115797",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"81","2020-02-27 16:44:24-03","UFSC","CTBS","1001","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusèn","Santos, L.D.S. dos","2014","11",NA,"Santos, Leonardo Demarchi Schites dos","6","2014","11","20","Brasil&nf;Brasil","Santa Catarina","Curitibanos","Trilha da UFSC.","-50.532222","-27.286944","50°31'56W","27°17'13S","1095","1095","Com aprox. 50 cm de altura, Flores brancas. Vegetação pouco densa, com a maioria de espécies nativas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-20 14:18:17-03","UFOPA","HSTM","5668","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Giacomin, L.L; Kamino, L.H.Y.; Almeida, T.E.","365","2008","11","04","Brasil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia; margens da estrada para a parte alta do Parque. Floresta ombrófila densa secundária.","-44.744167","-22.369167","44º44'39''W","22º22'9''S","1993","1993",NA,"HSTM005668","HSTM005668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-20 14:18:17-03","UFOPA","HSTM","12064","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gouvêa, Y. F.","2017","05","01","Gouvêa, Y. F.; A. Salino; F. S. Souza et al.","229","2017","05","27","Brasil","Rio de Janeiro","Itatiaia","Parque nacional de Itatiaia, beira da trilha 'Três bicos'.","-44.606944","-22.431667","44º36'25''W","22º25'54''S","1167","1167",NA,"HSTM012064","HSTM012064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-20 14:18:17-03","UFOPA","HSTM","5874","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Giacomin, L.L.; Mota, N.F.O.; Rezende, V.L.","1731","2012","02","13","Brasil","Santa Catarina","Urubici","Estrada de subida para o Campo dos Padres. Vale do Rio dos Burgres. Margem de fragmento de floresta ombrófila densa alto montana.","-49.475556","-27.980556","49º28'32''W","27º58'50''S","1496","1496",NA,"HSTM005874","HSTM005874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-24 17:10:04-03","UFES","SAMES","6985","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Korte,A.; Kniess,A.","1144","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner",NA,"-49.3335990905762","-27.7003002166748","-492438889.0","-273744445.0",NA,NA,"Flor branca. Habito: Arbusto","SAMES06985",NA,NA,NA,NA,NA,NA,"19935","auto",NA,NA,NA,NA,NA,NA,NA
"86","2021-03-24 17:10:04-03","UFES","SAMES","7514","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte,A.","2010","01","25","Korte,A.; Kniess,A.","1698","2010","02","05","Brasil","Santa Catarina","Santa Terezinha","Nova Esperança","-50.0080986022949","-26.778600692749","-499555556.0","-267302778.0","535","535","Flor branca Habito: Arbusto","SAMES07514",NA,NA,NA,NA,NA,NA,"30684","auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 14:46:13-03","UFJF","CESJ","65557","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","A.L. de Gasper","2009","12",NA,"S. Dreveck; F.E. Carneiro","1430","2009","11","26","Brasil","Santa Catarina","Joinville","Comfloresta","-49.140833","-26.187222","-49.140833","-26.187222","822","822","Florística IFFSC 1047 (Arbusto); Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estádio Suces.: médio de regeneração; Altura: 1,7m; Hábito: arbustiva; Habitat: entorno do fragmento; Cor/Flor: botão floral com tricomas marrom.","CESJ065557",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 14:46:13-03","UFJF","CESJ","15594","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","J.R. Stehmann","1995","05",NA,"L. Krieger","CESJ15594","1978","01","01","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Árvore pequena, em mata de galeria, flores esbranquiçada página inferior das folhas bem mais clara.","CESJ015594",NA,"América do Sul",NA,NA,"Angiosperma",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 14:46:13-03","UFJF","CESJ","55285","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","L.L. Giacomin","2008",NA,NA,"O.S. Ribas; J.M. Silva; G.F.Simon","5823","2004","01","16","Brasil","Paraná","Bocaiuva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Arvoreta, 4m, flor alva. Floresta ombrófila densa altomontana. Encosta do morro.","CESJ055285",NA,"América do Sul",NA,NA,"Angiosperma",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 14:46:13-03","UFJF","CESJ","31810","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","G. Hatschbach","1997",NA,NA,"J.M. Silva; E. Barbosa; C.B. Poliquesi","2116","1997","10","24","Brasil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arvoreta, 4 m, pétalas alvas. Fl. Atlântica degradada.","CESJ031810",NA,"América do Sul",NA,NA,"Angiosperma",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-27 13:53:03-03","UFS","ASE","41094","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Oliveira, JCS","2019","03","01","Oliveira, JCS; Santos, MN; Dantas, V; Dantas, FS; Serra, B; Santos, E","5","2019","02","22","Brasil","Sergipe","Indiaroba","Assentamento SEPÉ TIARAJÚ II, Borda da trilha da mata. Antiga faz. Sabão.","-37.511389","-11.151345","-37.511389","-11.151345","113","113","Abusto. ca. 45 cm. Flores pequena com coloração próxima à creme. Inodoras. Presença de tricomas em grandes quantidades nas folhas, pecíolo, caule, sépalas e na parte externa das pétalas. Anteras amarelas.; Mata Atlântica","ASE0042605",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:41:44-03","UNICAMP","UEC","182539","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, AL","2010","01","25","Stival-Santos, A; Legal, E; Silveira, S","1626","2010","02","01","Brazil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.049444","-27.463611","-49.049444","-27.463611","590","590","Arbusto, 2,5 m de altura, fruto verde.; Ecótono floresta ombrófila densa e F. O. Mista, entorno do fragmento, beira de estrada.","UEC065001","UEC065001",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
