"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","typeStatus","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","order","individualCount","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified"
"1","2021-03-30 12:53:37-03","EAO","IAN","153443","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Rosa, NA","904","1976","06","26","Southern America","Brasil","Rondônia","Sub-bas ede São Luis. Morro de granito. Vegeta;áo raquítica. Ponto 70, SC-20-YB.","600","600","Planta de 15m e 10cm de circunferência. Cresce em touceira enrolando-se na galhadas das árvores, formando difícil penetração","IAN153443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-08 17:45:20-03","EAO","IAN","XILO2504","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Rosa, NA","904","1976","06","26","Southern America","Brasil","Rondônia","Sub-bas ede São Luis. Morro de granito. Vegeta;áo raquítica. Ponto 70, SC-20-YB.","600","600","Planta de 15m e 10cm de circunferência. Cresce em touceira enrolando-se na galhadas das árvores, formando difícil penetração","IANXILO2504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-30 12:53:37-03","EAO","IAN","65202","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, AK","8462","1926","07",NA,"Southern America","Brasil","São Paulo","Iguapé, Serrinhas.",NA,NA,"JUDZIEWICZ (2000:72) citou: T-Protol.: Brasilien: São Paulo: Iguapé, 300 m, Serrinhas, mit junger Frucht im Sep 1926, A.C. Brade 8462. T-Specim.: 1 of 1. Brazil: São Paulo, no date, A.C. Brade 8462 [HT: B; IT: US-79096].","IAN065202","isotipo","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"4","2008-05-27 22:02:00-03","MO","MOBOT","244947","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Alexander C. Brade","Brade 8462",NA,NA,NA,"South America","Brazil","São Paulo","Iguape",NA,NA,NA,NA,NA,NA,"-47.55","-24.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-09-12 05:00:02-03","US","US","79096","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","A. C. Brade","8462",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo","Iguape.",NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US00134256","Type collection",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales","1","US00134256_01",NA,NA,NA,NA
"6","2021-02-23 13:23:00-03","MN","R-TIPOS","20361","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361_001","Burman, A.G.","1983","04","15"
"7","2021-02-23 13:23:00-03","MN","R-TIPOS","20361a","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361a","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361a_001","Burman, A.G.","1983","04","15"
"8","2021-02-23 13:23:00-03","MN","R-TIPOS","20361e","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361e","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361e_001","Burman, A.G.","1983","04","15"
"9","2021-02-23 13:23:00-03","MN","R-TIPOS","20361c","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361c","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361c_001","Burman, A.G.","1983","04","15"
"10","2021-02-23 13:23:00-03","MN","R-TIPOS","20361b","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361b","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361b_001","Burman, A.G.","1983","04","15"
"11","2021-02-23 13:23:00-03","MN","R-TIPOS","20361g","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361g","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361g_001","Burman, A.G.","1983","04","15"
"12","2021-02-23 13:23:00-03","MN","R-TIPOS","20361d","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361d","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361d_001","Burman, A.G.","1983","04","15"
"13","2021-02-23 13:23:00-03","MN","R-TIPOS","20361h","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361h","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361h_001","Burman, A.G.","1983","04","15"
"14","2021-02-23 13:23:00-03","MN","R-TIPOS","20361f","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","bradei","Merostachys bradei","Pilg.","Brade, A.C.","8462","1926","07",NA,NA,"Brasil","São Paulo","Serrinhas",NA,NA,NA,"R000020361f","Isotypus","Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,"R000020361f_001","Burman, A.G.","1983","04","15"
