"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","verbatimLongitude","verbatimLatitude"
"11","2019-08-27 13:30:31-03","IAP","PACA-AGP","34161","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lippia","pusilla","Lippia pusilla","T. R. S. Silva & Salimena","Rambo, B.",NA,"1946","10","16",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA034161",NA,"Magnoliatae","L. A. Mentz","2010","06","07","29946","auto",NA,NA,NA,NA
"12","2019-08-27 13:30:31-03","IAP","PACA-AGP","26957","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lippia","pusilla","Lippia pusilla","T. R. S. Silva & Salimena","Rambo, B.",NA,"1944","10",NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: sterilis","PACA026957",NA,"Magnoliatae","L. A. Mentz","2010","06","07","29946","auto",NA,NA,NA,NA
"13","2019-11-21 14:48:06-03","UFJF","CESJ","27069","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S. Silva & F.R.G. Salimena","J.A. Oliveira","s.n.","1978","05",NA,"América do Sul","Brasil","Minas Gerais","Belo Horizonte","Campus UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,"Arbusto,terrestre.","CESJ027069",NA,NA,NA,"2012","12","08","17082","auto",NA,NA,NA,NA
"14","2019-11-21 14:48:06-03","UFJF","CESJ","28793","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S. Silva & F.R.G. Salimena","J. Mattos; N.Mattos et N.Silveira","31344","1988","04","26","América do Sul","Brasil","Rio Grande do Sul",NA,"Perto de Arroio dos Ratos.",NA,NA,NA,NA,NA,"No campo sujo.","CESJ028793",NA,NA,"P.H. Cardoso","2018","04",NA,NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:48:06-03","UFJF","CESJ","28464","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S. Silva & F.R.G. Salimena","A.A.A. Barbosa","271","1988","09","09","América do Sul","Brasil","Minas Gerais","Uberlândia","Estrada Uberlândia-Prata, 15 Km da cidade.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Subarbusto,ca.0,30m.alt.Corola lilás.Beira de estrada.Cerrado recém-queimado.","CESJ028464",NA,NA,"F.R.G. Salimena","2010","09",NA,"58223","auto",NA,NA,NA,NA
"16","2021-02-11 17:22:00-03","UFPR","UPCB","7908","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Hatschbach, G.","18952","1968","03","25",NA,"Brasil","Paraná","Jaguariaíva","Barra do Rio Perdizes","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Xilopodífera com flores púrpuras. Campo seco..",NA,NA,NA,NA,"2007","10",NA,"44368","auto",NA,NA,NA,NA
"17","2010-08-24 09:46:00-03","MO","MOBOT","1599082","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lantana","chamaedrifolia","Lantana chamaedrifolia","Cham.","F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,"Brazil meridional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fide Silva",NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA
"18","2010-08-24 09:25:00-03","MO","MOBOT","100254430","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"1",NA,NA
"19","2010-02-18 14:32:00-02","MO","MOBOT","2892065","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Per Dusén","Dusén 13045","1911",NA,NA,"South America","Brazil","Paraná",NA,"Jaguariahyva, in campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"1",NA,NA
"20","2010-02-18 14:32:00-02","MO","MOBOT","2892087","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Per Dusén","Dusén 15678","1914",NA,NA,"South America","Brazil","Paraná",NA,"Turma N. 23, in campo.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"1",NA,NA
"21","2010-02-23 13:48:00-03","MO","MOBOT","2892121","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Émile Hassler","Hassler 7003",NA,NA,NA,"South America","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"1",NA,NA
"22","2010-02-18 14:31:00-02","MO","MOBOT","2892156","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","C.R. Worth|John L. Morrison","Worth 15606","1938","9","19","South America","Peru","Arequipa","Camana","10km east of Chala; sandy and rocky soil above 100m.",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"1",NA,NA
"23","2010-02-18 14:29:00-02","MO","MOBOT","2892276","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Gert G. Hatschbach","Hatschbach 18952","1968",NA,NA,"South America","Brazil","Paraná",NA,"Jaguariaiva. Barra Rio das Perdizes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"1",NA,NA
"24","2010-02-18 14:29:00-02","MO","MOBOT","2892348","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Émile Hassler","Hassler 9253","1905",NA,NA,"South America","Paraguay","Caaguazú",NA,"In viciniis Caaguazú.","-55.8333333","-25.3333333",NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"1",NA,NA
"25","2012-04-20 05:09:00-03","MO","MOBOT","2490717","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 26939","1990","10","8","South America","Paraguay","Alto Paraná",NA,"Reserva Biologica Tati Yupi, 4-5 Km NE de Hernandarias","-54.5833333","-24.3666667",NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2019-12-19 11:20:36-03","UFG","UFG","630","S","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Rizzo, J.A.; Barbosa, A.","2217","1968","09","06",NA,"Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"UFG0000630","UFG0000630",NA,"Salimena-Pires, F.R.","1996","04","30","25250","auto",NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","1322809","PreservedSpecimen","Plantae",NA,"Lamiales","Verbenaceae","Lantana","chamaedrifolia","Lantana chamaedrifolia","Cham.","F. Sellow","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Bras. Merid.",NA,NA,NA,NA,NA,NA,"US00118765","US00118765_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,"Syntype","1",NA,NA
"28","2019-11-13 11:32:50-03","USP","SPF","68250","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Mello-Silva, R","292","1990","08","18",NA,"Brasil","Minas Gerais","Datas","Rod. Datas-Serro (MG 2), próximo ao trevo para Diamantina.","-43.683333","-18.433333","1300","1300",NA,NA,"SPF00068250","SPF00068250",NA,"Salimena-Pires, FRG","2011","09",NA,NA,NA,NA,NA,"-43.683333","-18.433333"
"29","2019-11-13 11:32:50-03","USP","SPF","80609","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Harley, RM","25452","1988","10","30",NA,"Brasil","Minas Gerais","Diamantina","8 km da estrada Diamantina- Belo Horizonte, na estrada para Conselheiro Mata.","-43.733333","-18.25","1250","1300",NA,NA,"SPF00080609","SPF00080609",NA,"Salimena-Pires, FRG","2011","09",NA,NA,NA,NA,NA,"-43.733333","-18.25"
"30","2021-03-15 18:30:20-03","USP","SPF","113009","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","César, HL","s.n.","1979","10","17",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto, flores roxas.","SPF00113009","SPF00113009",NA,"Salimena-Pires, FRG","2011","09",NA,"70570","auto",NA,NA,NA,NA
"31","2021-03-15 18:30:20-03","USP","SPF","94428","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Castro, NM","s.n.","1994","11","18",NA,"Brasil","Minas Gerais","Serro",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,"Herbácea, flores rosas com a base interna das pétalas amarelas. Sist. subt. desenvolvido.","SPF00094428","SPF00094428",NA,"Salimena-Pires, FRG","2011","09",NA,"37754","auto",NA,NA,NA,NA
"32","2019-11-13 11:32:50-03","USP","SPF","117521","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Souza, VC","4931","1993","12","10",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"SPF00117521","SPF00117521",NA,"Salimena-Pires, FRG","2017","08",NA,"44368","auto",NA,NA,NA,NA
"33","2021-03-15 18:30:20-03","USP","SPF","11864","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Vieira, DL","s.n.","1948","08","02",NA,"Brasil","São Paulo","São Paulo","Brooklin Paulista.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Flores roxas.","SPF00011864","SPF00011864",NA,"Salimena-Pires, FRG","2017","08",NA,"53584","auto",NA,NA,NA,NA
"34","2019-11-13 11:32:50-03","USP","SPF","16784","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Turma de bacharelado de 1980","s.n.","1980",NA,NA,NA,"Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00016784","SPF00016784",NA,"Salimena-Pires, FRG","2017","08",NA,"53584","auto",NA,NA,NA,NA
"35","2019-09-04 18:47:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Verbenaceae","Lantana","chamaedrifolia","Lantana chamaedrifolia",NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"36","2017-09-11 16:28:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Verbenaceae","Lantana","chamaedrifolia","Lantana chamaedrifolia","Cham.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In campis Brasiliae meridionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 16:28:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Verbenaceae","Lantana","chamaedrifolia","Lantana chamaedrifolia","Cham.","Meyen, FJF","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","prope Rio de Janeiro","-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.21","-22.9"
"38","2021-02-08 12:46:15-03","UFRGS","ICN","185864","S","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Setubal, R; Grings, M","616","2006","03","19","América do Sul","Brasil","RS","Porto Alegre","morro São Pedro","-51.2299995422363","-30.0331001281738",NA,NA,NA,"observado em natureza com flores róseo-liláses; em campo rupestre de topo de morro",NA,NA,NA,"Schaefer, J","2017","10","20","29946","auto",NA,NA,NA,NA
"39","2021-02-08 12:46:15-03","UFRGS","ICN","130760","S","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Longhi-Wagner, HM; Guglieri, A","7208","1999","12","28","América do Sul","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"flores lilás claro, pleno florescimento, touceiras redondas isoladas no campo",NA,NA,NA,"Schaefer, J","2017","10","20","29946","auto",NA,NA,NA,NA
"40","2021-02-08 12:46:15-03","UFRGS","ICN","161975","S","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Setubal, R; Grings, M; Mello, A","883","2006","10","13","América do Sul","Brasil","RS","Porto Alegre","morro São Pedro","-51.2299995422363","-30.0331001281738",NA,NA,NA,"herbacea; campo rupestre",NA,NA,NA,"Schaefer, J","2017","10","20","29946","auto",NA,NA,NA,NA
"41","2021-02-08 12:46:15-03","UFRGS","ICN","170164","S","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Grings, M; B Setubal, R; Mello, AS","1421",NA,NA,NA,"América do Sul","Brasil","RS","Porto Alegre","Morro São Pedro Econsciência","-51.2299995422363","-30.0331001281738",NA,NA,NA,"erva frutificando; em campo seco",NA,NA,NA,"Schaefer, J","2017","10","20","29946","auto",NA,NA,NA,NA
"42","2021-02-08 12:46:15-03","UFRGS","ICN","180140","S","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Mondin, C","668","1991","03","05","América do Sul","Brasil","RS","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Subarbusto com cerca de 20cm altura, muito ornamental. Flores lilases com interior branco e amarelo.; Subarbusto situado em uma depressão úmida no alto do morro. Ocorrência rara e agrupada",NA,NA,NA,"Schaefer, J","2018","01","04","29946","auto",NA,NA,NA,NA
"43","2021-02-08 12:46:15-03","UFRGS","ICN","200106","S","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Mello, A","s.n.","2016","10","04","América do Sul","Brasil","RS","Porto Alegre","Parque Natural Municipal Saint' Hilaire","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Campo queimado.",NA,NA,NA,"Schaefer, J",NA,NA,NA,"29946","auto",NA,NA,NA,NA
"44","2021-02-08 12:46:15-03","UFRGS","ICN","200153","S","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Schaefer, J","JS885","2018","10","25","América do Sul","Brasil","RS","Porto Alegre","Parque Natural Municipal Saint#?#Hilaire","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"Schaefer, J","2018","10","25","29946","auto",NA,NA,NA,NA
"45","2021-02-08 12:46:15-03","UFRGS","ICN","183329","S","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T.R.S.Silva & Salimena","Hagelund, K","7660","1974","01","03","América do Sul","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,"Doação Herbário Karner Hagelund",NA,NA,NA,"Christ, AL","2018","01","04","20837","auto",NA,NA,NA,NA
"46","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","81720","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Mattos, J.","31344","1988","04",NA,NA,"Brasil","Rio Grande do Sul","perto de Arroio dos Ratos",NA,NA,NA,NA,NA,NA,"No campo sujo","HAS0081720",NA,NA,"Schaefer, J.","2019","04","04",NA,NA,NA,NA,NA,NA
"47","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","81716","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Mattos, J.","528","1956",NA,NA,NA,"Brasil","Rio Grande do Sul","Viamão",NA,"-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"HAS0081716",NA,NA,"Schaefer, J.","2017","10","20","41667","auto",NA,NA,NA,NA
"48","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","96315","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","T. Silva & Salimena","Mattos, J.","s.n.","1956","04",NA,NA,"Brasil","Rio Grande do Sul","Viamão","Campo da Prefeitura","-51.0233001708984","-30.0811004638672",NA,NA,NA,"no campo","HAS0096315",NA,NA,"Grings, M.","2019","03","21","41667","auto",NA,NA,NA,NA
"49","2019-11-21 10:19:51-03","IBt","SP","15676","S","Plantae",NA,NA,"Verbenaceae","Lippia","pusilla","Lippia pusilla","(Cham.) T.R.S.Silva & Salimena","Loefgren, A","CGG178","1887","09","22",NA,"Brasil","São Paulo","Itapetininga","Vulgar em campo, Chapada Grande.","-48.0499992370605","-23.5900001525879",NA,NA,NA,"Erva, propr. ignor.","SP008770","SP008770",NA,"Moldenke, HN","1949","06",NA,"40712","auto",NA,NA,NA,NA
