"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","identifiedBy","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"222","2020-11-04 11:13:45-03","ESALQ","ESA","101218","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,"Neto, E.T.","2002","10","08","Brasil","Goiás","Formosa","-47.334400177002","-15.5371999740601",NA,NA,NA,NA,"ESA101218",NA,"Magnoliophyta",NA,"Freitas, A.L.","3531.0",NA,NA,NA,NA,NA,NA,"113054","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-11-04 11:13:45-03","ESALQ","ESA","84439","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miquel","Hatschbach, G. ; Silva, J.M.","1995","05","02","Brasil","Mato Grosso do Sul","Anastácio","-55.8069000244141","-20.4836006164551",NA,NA,NA,NA,"ESA084439","ESA084439","Magnoliophyta",NA,"Wurdack, J.J.","62152.0",NA,NA,NA,NA,NA,NA,"80799","auto","1997","01","01",NA,NA,NA,NA,NA,NA
"224","2020-11-04 11:13:45-03","ESALQ","ESA","80858","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Souza, L.R.M. et al.","1997","07","09","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"ESA080858","ESA080858","Magnoliophyta",NA,"Goldenberg, R.","175.0",NA,NA,NA,NA,NA,NA,"37295","auto","2001","01","01",NA,NA,NA,NA,NA,NA
"225","2020-11-04 11:13:45-03","ESALQ","ESA","62519","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Oliveira, A.A. et al.","1999","08","27","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA062519","ESA062519","Magnoliophyta",NA,"Oliveira, A.A.","3462.0",NA,NA,NA,NA,NA,NA,"55628","auto","1999","01","01",NA,NA,NA,NA,NA,NA
"226","2020-11-04 11:13:45-03","ESALQ","ESA","76081","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","18","Brasil","São Paulo","Itanhaém","-469.222",NA,"-469,222","-24,230,861",NA,NA,"ESA076081","ESA076081","Magnoliophyta",NA,"Souza, V.C.","261.0",NA,"Loteamento Maramba II, 6km de Itanhaém em direção a Peruíbe. Floresta de restinga paludosa com predomínio de guanandi (Calophyllum brasiliense Cambess.) em alguns trechos. 24o13'51,1S; 46o55'20,3W. Ca. 5-10msm.",NA,"Erva, ca. 80cm alt. Flores roxas. Borda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-04 11:13:45-03","ESALQ","ESA","22419","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","Miq.","Basso, M.E. et al.","1994","09","08","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA022419",NA,"Magnoliophyta",NA,"Souza, V.C.","2.0",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-11-04 11:13:45-03","ESALQ","ESA","62478","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Sztutman, M. et al.","1999","01","08","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA062478","ESA062478","Magnoliophyta",NA,"Goldenberg, R.","186.0",NA,NA,NA,NA,NA,NA,"37574","auto","1999","01","10",NA,NA,NA,NA,NA,NA
"229","2020-11-04 11:13:45-03","ESALQ","ESA","62289","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Kozera, C. et al.","1999","01","06","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA062289","ESA062289","Magnoliophyta",NA,"Goldenberg, R.","719.0",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-11-04 11:13:45-03","ESALQ","ESA","62423","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Gorenstein, M.R. et al.","1999","01","10","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA062423","ESA062423","Magnoliophyta",NA,NA,"85.0",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-11-04 11:13:45-03","ESALQ","ESA","8268","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Sakuragui, C.M. ; Souza, V.C.","1990","07","22","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"ESA008268",NA,"Magnoliophyta",NA,"Meyer, F.S.","12.0",NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-11-04 11:13:45-03","ESALQ","ESA","18121","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Moncaio, E. et al.","1994","09","09","Brasil","São Paulo","Juquiá","-47.6300010681152","-24.3199996948242",NA,NA,NA,NA,"ESA018121",NA,"Magnoliophyta",NA,"Meyer, F.S.","1.0",NA,NA,NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-11-04 11:13:45-03","ESALQ","ESA","28258","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Ivanauskas, N.M. et al.","1996","06","22","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028258","ESA028258","Magnoliophyta",NA,"Meyer, F.S.","1575.0",NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-11-04 11:13:45-03","ESALQ","ESA","95809","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","2006","07","18","Brasil","Bahia","Belmonte",NA,"-16.025","-39,034,444","-16,025","55","55","ESA095809","ESA095809","Magnoliophyta",NA,"Paula-Souza, J.","6131.0",NA,"Estrada para Barrolândia. Nativo com mata adjacente",NA,"Erva, flores róseas",NA,NA,NA,NA,"2006","07","18",NA,NA,NA,NA,NA,NA
"235","2020-11-04 11:13:45-03","ESALQ","ESA","128672","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,"Virillo, C.B.",NA,NA,NA,"Brasil","São Paulo","Tapiraí","-47.315861","-24.02025","-47.315861","-24.02025","410","410","ESA128672",NA,"Magnoliophyta",NA,"Souza, V.C.","18.0",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",NA,"ambiente alagado, erva ereta, 60cm, tricomas no hipanto ramificados e avermelhados, corola roxa",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-11-04 11:13:45-03","ESALQ","ESA","76286","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Souza, J.P.; Fonseca, M.G.; Matteo, B.C.; Giarola, N.; Silva, L.N.; Passold, A.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","19","Brasil","São Paulo","São Sebastião","-45.32","-23.44","-45.32","-23.44","600","600","ESA076286","ESA076286","Magnoliophyta",NA,"Souza, V.C.","3272.0",NA,"Parque Estadual da Serra do Mar, Estrada da Limeira. Floresta Ombrófila Densa de Encosta com perturbação. Local aberto e úmido",NA,"Erva,15cm alt. Flores lilás, anteras amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-11-04 11:13:45-03","ESALQ","ESA","5263","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","Miq.","Oliva, A.","1989","09","09","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA005263",NA,"Magnoliophyta",NA,"Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,"37574","auto","1995","11","04",NA,NA,NA,NA,NA,NA
"238","2020-11-04 11:13:45-03","ESALQ","ESA","80158","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","22","Brasil","São Paulo","Sete Barras","-475.939","-241.101","-475,939","-241,101","300","300","ESA080158","ESA080158","Magnoliophyta",NA,"Souza, V.C.","632.0",NA,"Parque Estadual de Carlos Botelho. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139). Floresta Ombrófila Densa Submontana, 3,5 km acima do núcleo Sete-Barras",NA,"Erva. Corola rósea; anteras amarelas.",NA,NA,NA,NA,"2002","01","01",NA,NA,NA,NA,NA,NA
"239","2020-11-04 11:13:45-03","ESALQ","ESA","123373","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,"Virillo, C.B.","2013","03","26","Brasil","São Paulo","Tapiraí","-47.315861","-24.02025","-47.315861","-24.02025",NA,NA,"ESA123373",NA,"Magnoliophyta",NA,"Souza, V.C.","18.0",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",NA,"Ambiente alagado. Erva ereta, 60cm, tricomas no hipanto ramificados e avermelhados, corola roxa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-11-04 11:13:45-03","ESALQ","ESA","128673","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,"Delfini, C.","2013","04","02","Brasil","São Paulo","Tapiraí","-47.54694","-24.15545","-47.54694","-24.15545","29","29","ESA128673",NA,"Magnoliophyta",NA,"Souza, V.C.","983.0",NA,"UHE Serraria, trilha da Igrejinha. Floresta Ombrófila Densa bem conservada.",NA,"Erva, até 1m alt., corola roxa, estames amarelos, anteras com ápice roxo.",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-11-04 11:13:45-03","ESALQ","ESA","108376","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,"Rehder, G.G.","2007","08","25","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA108376","ESA108376","Magnoliophyta",NA,"Reichert, M.H.","27.0",NA,NA,NA,NA,NA,NA,"37574","auto","2007","11","09",NA,NA,NA,NA,NA,NA
"242","2020-11-04 11:13:45-03","ESALQ","ESA","108359","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,"Carvalho, L.","2007","08","26","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA108359","ESA108359","Magnoliophyta",NA,"Souza, V.C.","5.0",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-11-04 11:13:45-03","ESALQ","ESA","93248","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Oriani, A. et al.","2005","03","22","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA093248","ESA093248","Magnoliophyta",NA,"Souza, V.C.","445.0",NA,NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-11-04 11:13:45-03","ESALQ","ESA","68357","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Ivanauskas, N.M.; Fonseca, M.G.; Matteo, B.C.; Giarola, N.; Silva, L.N.; Passold, A.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","22","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"ESA068357","ESA068357","Magnoliophyta",NA,"Vidal, E.; Mendes, J.C.T.; Valente, R.O.A.","4587.0",NA,"Barra do Una, Boracéia, Estrada de acesso a fazenda Águas do Bento. Restinga alta, área aberta",NA,"Subarbusto com aproximadamente 70 cm de altura. Pétalas lilás.",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-11-04 11:13:45-03","ESALQ","ESA","119710","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,"Hertwig, A.M.V.","2007","08","26","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA119710","ESA119710","Magnoliophyta",NA,"Dallóca, L.I.","106.0",NA,"Ilha do Cardoso.",NA,NA,NA,NA,"37574","auto","2007","12","01",NA,NA,NA,NA,NA,NA
"246","2020-11-04 10:56:10-03","ESALQ","ESA","141475","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Souza, V.C.","2018","10","14","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758","-46,871,049","-24,190,461",NA,NA,"ESA141475",NA,NA,NA,"Souza, V.C.","41198.0",NA,"Jardim Anchieta. Floresta de Restinga.",NA,"Erva, ca. 20 cm alt.; pétalas roxas.",NA,NA,"26998","auto","2018","10","14",NA,NA,NA,NA,NA,NA
"247","2020-11-04 11:13:45-03","ESALQ","ESA","36515","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Ziller, S.R. ; Maschio, W.","1995","10","13","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"ESA036515","ESA036515","Magnoliophyta",NA,"Hatschbach, G.","895.0",NA,NA,NA,NA,NA,NA,"37295","auto","1995","10","13",NA,NA,NA,NA,NA,NA
"248","2020-11-04 11:13:45-03","ESALQ","ESA","22420","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Basso, M.E. et al.","1994","09","08","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA022420",NA,"Magnoliophyta",NA,"Meyer, F.S.","1.0",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-11-04 11:13:45-03","ESALQ","ESA","24176","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Barreto, K.D. et al.","1994","11","30","Brasil","São Paulo","Juquiá","-47.6300010681152","-24.3199996948242",NA,NA,NA,NA,"ESA024176",NA,"Magnoliophyta",NA,"Bessa, M.M.A.","3313.0",NA,NA,NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-01-14 15:31:41-03","MN","R","166280","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Freire Allemão, F.; Cysneiros, M.",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"R010054868","R010054868_001 R010054868_002",NA,NA,NA,"620",NA,NA,NA,"M.N. Plantas da Comm. Scient da Prov. do Ceará. Herb. J. de Saldanha 8083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-01-14 15:31:41-03","MN","R","9320","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Glaziou, A.F.M.; Netto, L.S.M.; Fortunato,R.H.; Rangel, E.S. & Schwacke, C.A.W.","1874","04","09","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R000009320","R000009320_001",NA,NA,NA,"2134",NA,"Copacabana",NA,"Plantas do Brasil Central",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-01-14 15:31:41-03","MN","R","9321","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","paludosa","Pterolepis paludosa","Cogn.","Glaziou, A.F.M.","1890","07","31","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,"R000009321","R000009321_001",NA,NA,NA,"21347",NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-04-02 11:40:37-03","UFPI","TEPB","31963","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb. ) Mig.","G. M. Conceição","1998","05","20","Brasil","Maranhão","Mirador","-44.3630981445312","-6.37083005905151",NA,NA,NA,NA,NA,NA,NA,NA,"Cassia Munhoz (UNB)","215",NA,"Parque Estadual do Mirador",NA,"Arbusto; caule quandrangular desamente pilodo; folhas simples; flores lilás.",NA,NA,"176498","auto","1999","06","15",NA,NA,NA,NA,NA,NA
"254","2021-04-02 11:40:37-03","UFPI","TEPB","29269","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.)Miq.","ALENCAR, M. E.","2012","10","24","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,NA,NA,NA,NA,"R.Goldenberg","2282",NA,"Brejo de São José",NA,"Subsarbusto ca. 50 cm,flores lilás e substrato lamacento. Ambiente: Brejo",NA,NA,"38964","auto","2013","12","01",NA,NA,NA,NA,NA,NA
"255","2020-11-19 10:24:20-03","CPAP","CPAP","16838","PreserverdSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miquel","Hatschbach, G.","1995","05","02","Brasil","MS","Anastácio","-55.8069000244141","-20.4836006164551",NA,NA,NA,NA,NA,NA,NA,NA,"J. J. Wurdack","62152",NA,"Rodovia BR-262, 10-15km Oeste do trevo para Anastácio",NA,"Ereta. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado; depressões brejosas. SUBSTRATO: . RELEVO: .",NA,NA,"80799","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"256","2015-07-02 14:55:35-03","JBP","HPL","4976","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,"H. Lorenzi","2005","06","23","Brasil","RJ","Macaé","-41.900008","-22.479528","41° 54' 0,03 W","22° 28' 46,3 S","14","14",NA,NA,NA,NA,NA,"5464",NA,"Coletada na beira da rodovia para Rio das Ostras em mata de restinga arbustiva, na parte encharcada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2015-07-02 14:02:59-03","JBP","HPL","9404","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","R. Tsuji","2007","09","05","Brasil","SP","Jacupiranga","-48","-24.69",NA,NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2114",NA,"Coletado nas proximidades do município de Jacupiranga, sentido Pariquera-Açu; comum em campo descampado com umidade.",NA,NA,NA,NA,"35797","auto","2012","06","18",NA,NA,NA,NA,NA,NA
"258","2019-02-15 11:45:51-02","IPA","IPA","41248","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Gardner",NA,NA,NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"IPA0041248",NA,"Plantae",NA,NA,"1005","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-07-26 11:40:42-03","IPA","IPA","55491","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Coelho, P.","1993","12",NA,"Brasil","Pernambuco","Ilha de Itamaracá",NA,NA,NA,NA,NA,NA,"IPA0055491",NA,"Plantae",NA,"Renner, S.","55491","Southern America",NA,NA,"Erva; flores lilases.",NA,NA,NA,NA,"1995","11",NA,NA,NA,NA,NA,NA,NA
"260","2019-03-22 12:20:58-03","IPA","IPA","84908","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Luetzelburg","1936","08",NA,"Brasil","Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"IPA0084908",NA,"Plantae",NA,"Goldemberg, R.","28333B","Southern America","Batatas",NA,NA,NA,NA,"30071","auto","2010","08","05",NA,NA,NA,NA,NA,NA
"261","2019-02-15 11:45:51-02","IPA","IPA","82704","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Rita Pereira; et al.; et al.","2007","10","19","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"IPA0082704",NA,"Plantae",NA,"Rosselini, R.","1027","Southern America","Sítio Fazenda Nova.Vale do Catimbáu.",NA,NA,NA,NA,"38964","auto","2008","08",NA,NA,NA,NA,NA,NA,NA
"262","2019-02-15 11:45:51-02","IPA","IPA","32010","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Chiappeta, A.","1981","08","12","Brasil","Pernambuco","Igarassu","-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"IPA0032010",NA,"Plantae",NA,"Chiappeta, A.","49","Southern America",NA,NA,NA,NA,NA,"24709","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-02-15 11:45:51-02","IPA","IPA","8065","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Falcão, J.I.A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","1954","08","21","Brasil","Pernambuco","Igarassu","-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"IPA0008065",NA,"Plantae",NA,NA,"750","Southern America","Planta do campo.",NA,"Flor violácea.",NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-07-26 11:40:42-03","IPA","IPA","58572","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Bocage, A.; Eugênio, C.; et al.; Eugênio, C.; et al.","1997","06","18","Brasil","Pernambuco","Paulista","-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,"IPA0058572",NA,"Plantae",NA,"Chagas, E.C.O.","58572","Southern America","Reserva Ecológica de Caetés",NA,"subarbusto ca. 0,70cm de altura. Caule marrom esverdeado. Flores róseas com estames amarelos. Localizado próximo do rio.",NA,NA,"17375","auto","2010","03","24",NA,NA,NA,NA,NA,NA
"265","2019-02-15 11:45:51-02","IPA","IPA","6903","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Pickel, B.","1934","06","05","Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0006903",NA,"Plantae",NA,"Brade, A.C.","3570","Southern America","Areias, à margem de um riacho.",NA,NA,NA,NA,"18865","auto","1956",NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-07-26 11:40:42-03","IPA","IPA","222","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Vasconcellos Sobrinho","1936","09",NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0000222",NA,"Plantae",NA,"Vasconcellos Sobrinho","222","Southern America","Beberibe, terrenos úmidos.",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-02-15 11:45:51-02","IPA","IPA","48642","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Gallindo, F.","1985","10","19","Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0048642",NA,"Plantae",NA,"Renner, S.","131","Southern America","Dois Irmãos, Açude do Meio, borda da mata. Solo bem drenado.",NA,"Subarbusto ca. 70cm. Flores róseo-arroxeadas.",NA,NA,"18865","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-07-26 11:40:42-03","IPA","IPA","247","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Vasconcellos Sobrinho","1936","10",NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0000247",NA,"Plantae",NA,"Vasconcellos Sobrinho","247","Southern America","Peixinhos, mato rasteiro.",NA,"Flores róseas.",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-02-15 11:45:51-02","IPA","IPA","51001","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Rita Pereira; Belo, D.; Belo, D.","1988","03","28","Brasil","Pernambuco","Sirinhaém","-35.1161003112793","-8.59082984924316",NA,NA,NA,NA,"IPA0051001",NA,"Plantae",NA,"Renner, S.","217","Southern America","Fazenda Água Fria, nas imediações do açude. Solo encharcado.",NA,NA,NA,NA,"20997","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-02-15 11:45:51-02","IPA","IPA","41249","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Bolland, G.",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"IPA0041249",NA,"Plantae",NA,NA,"23","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-02-15 11:45:51-02","IPA","IPA","41251","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Gardner",NA,NA,NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,"IPA0041251",NA,"Plantae",NA,"Renner, S.","2583","Southern America","banks Gurgéa.",NA,NA,NA,NA,NA,NA,"1995","11",NA,NA,NA,NA,NA,NA,NA
