"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"37","2009-03-12 17:12:59-03","MNHN","RECOLNAT_MNHN_P","P00647072","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647072' target='other'> <mi>dwc_moreinfo</mi></a>","P00647072",NA,"Bidá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'A. de Siant-Hilaire de 1816 à 1821/C1 555",NA,NA
"38","2009-03-12 13:08:41-03","MNHN","RECOLNAT_MNHN_P","P00647073","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647073' target='other'> <mi>dwc_moreinfo</mi></a>","P00647073",NA,"Bidá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'A. de Siant-Hilaire de 1816 à 1821/C1 555",NA,NA
"39","2014-03-12 14:21:00-03","MNHN","RECOLNAT_MNHN_P","P00647074","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647074' target='other'> <mi>dwc_moreinfo</mi></a>","P00647074",NA,"Bidá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'A. de Siant-Hilaire de 1816 à 1821/C1 555",NA,NA
"40","2017-07-21 13:50:26-03","MNHN","RECOLNAT_MNHN_P","P00647107","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647107' target='other'> <mi>dwc_moreinfo</mi></a>","P00647107","P00647107_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3244",NA,NA
"41","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P00647108","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647108' target='other'> <mi>dwc_moreinfo</mi></a>","P00647108","P00647108_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3244",NA,NA
"42","2015-09-27 02:36:35-03","MNHN","RECOLNAT_MNHN_P","P00647109","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647109' target='other'> <mi>dwc_moreinfo</mi></a>","P00647109","P00647109_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3244",NA,NA
"43","2015-09-04 15:39:54-03","MNHN","RECOLNAT_MNHN_P","P04519157","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Glaziou, A.",NA,"1895","1","9",NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04519157' target='other'> <mi>dwc_moreinfo</mi></a>","P04519157","P04519157_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21711",NA,NA
"44","2015-09-04 15:56:37-03","MNHN","RECOLNAT_MNHN_P","P04529062","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","3","4",NA,"Brasil","Bahia",NA,"19,5km S.E. of the town of Morro do Chapéu on the BA052 road to Mundo Novo, by the Rio Ferro Doido","-41.03333","-11.63333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04529062' target='other'> <mi>dwc_moreinfo</mi></a>","P04529062","P04529062_01",NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19376",NA,NA
"45","2020-10-01 14:16:35-03","JBB","HEPH","1323","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Heringer, EP","7999","1961","03","10","Southern America","Brasil","Distrito Federal","Guará","Horto do Guará",NA,NA,NA,NA,NA,NA,"Ferreira, MB",NA,NA,NA,NA,NA,NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA
"46","2020-10-01 14:16:35-03","JBB","HEPH","22937","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Martins, RC","608","2006","08","10","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,"suavemente perfumada",NA,NA,"Martins, RC","1020","1020",NA,NA,"-47.85","-15.866667",NA,"2006",NA,NA,NA,NA,NA,NA,NA
"47","2020-10-01 14:16:35-03","JBB","HEPH","24086","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Haidar, RF","520","2008","05","09","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Taquara","-47.9296989440918","-15.7797002792358",NA,"Levantamento feito para o Plano de Manejo",NA,NA,"Haidar, RF",NA,NA,NA,NA,NA,NA,NA,"2008",NA,"70570","auto",NA,NA,NA,NA
"48","2020-12-11 11:42:35-03","UFMG","BHCB","65615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Barreto, HLM","4512",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Pará de Minas",NA,"-44.6082992553711","-19.8603000640869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21843","auto",NA,NA,NA,NA
"49","2021-02-11 17:21:54-03","UFPR","UPCB","26217","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Laessoe, T.",NA,"1992","03","23",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo)","-41.9","13.25",NA,"Arvoreta, ramos tortuosos, casca fendida, folhas discolores, flor alvo-esverdeada, anteras amarelas, fol odorífera. Entre rochas..",NA,NA,"Bidá, A.","1600","1700",NA,NA,"-41.9","13.25",NA,"1996","04",NA,NA,"10",NA,NA,NA
"50","2021-02-11 17:21:54-03","UFPR","UPCB","26216","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Harley, R.M.","22393","1980","05","22",NA,"Brasil","Bahia",NA,"Serra dos Lençóis, Serra dos Brejões, ca. 14km de Lençóis",NA,NA,NA,"Fruto verde pálido. Entre rochas, próximo a pequenos cursos d#?#água, em encostas..",NA,NA,"Bidá, A.","700","1000",NA,NA,NA,NA,NA,"1996","04",NA,NA,"11",NA,NA,NA
"51","2021-02-11 17:21:54-03","UFPR","UPCB","54684","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Passos, F.B.","71","2005","06","14",NA,"Brasil","Distrito Federal","Brasília","Parque da Sucupiras. Setor Sudoeste.","-47.916667","-15.766667",NA,"Árvore 2,3m x 0,08m. Casca fissurada longitudinal, gredatas e sulcos profundos. A casa interna é cinza bem clara e a externa com marca de fogo. Flor pequena e branca. Receptáculo verde escuro e o cálice verde claro. Estame com antera amarela..",NA,NA,"Passos, F.B.","1150","1150",NA,NA,"-47.916667","-15.766667",NA,"2005","06",NA,NA,"14",NA,NA,NA
"52","2021-02-11 17:21:54-03","UFPR","UPCB","56296","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Jardim, J.G.","4902","2005","12","18",NA,"Brasil","Bahia","Arataca","Serra do Peito-de-Moça, RPPN Palmeira/IESB, Rod. Arataca/Una entrada à direita no assentamento Santo Antonio 9,5km, vicinal para a Fazenda Palmeira 8,9km da entrada","-39.343611","-15.161944",NA,"Árvore ca. 10m, folhas discolores, verde-brilhantes com a face inferior ferrugínea, corola creme, cálice ferrugíneo, frutos jovens, verde..",NA,NA,"Guimarães, O.A.","800","900",NA,NA,"-39.343611","-15.161944",NA,"2007","04",NA,NA,"27",NA,NA,NA
"53","2021-02-11 17:21:54-03","UFPR","UPCB","27280","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Irwin, H.S.","32625","1971","02","19",NA,"Brasil","Bahia","Morro do Chapéu","Serra do Timbador, Rio Ferro Doido 18km E. do Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,"Shrub 3m, corola cream, fruit green. Disturbes gallary and adjacent caatinga scrub..",NA,NA,"Aranha Filho, J.L.M.","1100","1100",NA,NA,NA,NA,NA,"2010","07","98143","auto",NA,NA,NA,NA
"54","2016-05-11 14:22:00-03","MO","MOBOT","3392633","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A. DC.","Howard S. Irwin","Irwin 32625","1971","2","19","South America","Brazil","Bahia",NA,"Disturbed gallery and adjacent caatinga scrub, Rio Ferro Doido.18 km E of Morro do Chapeu.",NA,NA,NA,NA,NA,NA,"J.L.M. Aranha F.","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2016-03-08 15:53:00-03","MO","MOBOT","3392832","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A. DC.","Jacques S. Blanchet","Blanchet 3244",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"J.L.M. Aranha F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2015-05-20 10:37:24-03","UFERSA","MOSS","11320","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Martins, R.C.","608","2006","08","10","América do Sul","Brasil","Distrito Federal","Brasília","Estaçaõ Ecológica do Jardim Botânico de Brasília.","-47.85","-15.866667",NA,"árvore de 2 m.; coletado no cerrado; flor creme, suavemente perfumada.",NA,NA,"Martins, R.C.","1025","1025",NA,NA,"47W51'00","15S52'00",NA,"2006","08",NA,NA,"10",NA,NA,NA
"57","2020-08-31 08:55:04-03","INPA","INPA","121868","S","Plantae","Dicotyledon Asterids","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Silva, SS da","28","1979","01","26","Southern America","Brasil","Goiás","Alto Paraíso","Chapada dos Veadeiros, ca. 6 km E de Alto Paraíso.","-47","-14",NA,NA,"INPA0121868","INPA0121868 INPA0121868_e INPA0121868_e1","Ramos, JF","1500","1500",NA,NA,"-47","-14",NA,"1991","10",NA,NA,NA,NA,NA,NA
"58","2019-12-19 11:20:32-03","UFG","UFG","42854","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Haidar, R.; et al.","520","2008","05","09",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"UFG0042854","UFG0042854","Haidar, R.",NA,NA,NA,NA,NA,NA,NA,"2008","05","70570","auto","01",NA,NA,NA
"59","2019-12-19 11:20:32-03","UFG","UFG","29090","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Guarino, E.S.G.; et al.","203","2000","05","09",NA,"Brasil","Distrito Federal","Brasília","Fazenda Sucupira. Cerrado sensu stricto. Solo argiloso.","-48","-15.866667",NA,"Árvore, botões florais creme, estiletes brancos, anteras amarelas.",NA,NA,"Walter, B.M.T.","1100","1100",NA,NA,"-48","-15.866667",NA,"2000","05",NA,NA,NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","3713293","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A. DC.","N. Roque & Alunos de Bot. III","2046","2009","5","23","South America - Neotropics","Brazil","Bahia",NA,"Brasil, Bahia, Mucugê, Chapada Diamantina, trilha Cruzeiro dos Bêbados até Medonha.","-41.37","-13",NA,NA,"US03135908","US03135908_01",NA,"1020",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2840669","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A. DC.","H. S. Irwin, R. M. Harley & Geo. L. Smith","32625","1971","2","19","South America - Neotropics","Brazil","Bahia",NA,"The Planalto do Brasil. Estado de Bahia. Serra do Tombador. Rio Ferro Doido, ca. 18km E. of Morro do Chapéu.",NA,NA,NA,NA,"US03135909","US03135909_01",NA,"1100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"62","2020-09-02 16:40:09-03","Cenargen","CEN","13818","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Semíramis Pedrosa de Almeida","134","1982","03","30",NA,"Brasil","DF","BRASILIA","Área nova, chapadão do CPACerrados. Planaltina.","-47.9296989440918","-15.7797002792358","Exsicatas","Amostra vegetativa ecológica. Doação EMBRAPA/CPAC.","CEN00013818","CEN00013818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,"1",NA
"63","2020-09-02 16:40:09-03","Cenargen","CEN","23532","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Marta Camargo de Assis","20","1994","05","05",NA,"Brasil","DF","BRASILIA","Cerrado a 500 m da Fazenda Sucupira, logo após ao açude da fazenda.","-47.9296989440918","-15.7797002792358","Exsicatas","Cálice verde, anteras amarelas, estigma verde. Corola ligeiramente verde-clara. Filetes brancos. Nervura principal da folha e pecíolo amarelados.","CEN00023532","CEN00023532",NA,"1080","1080",NA,NA,"-4801667.0","-1591667.0",NA,NA,NA,"70570","auto",NA,NA,"2",NA
"64","2020-09-02 16:40:09-03","Cenargen","CEN","33354","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Alexandre Bonesso Sampaio","78","1997","01","10",NA,"Brasil","DF","BRASILIA","Cerrados a leste da Fazenda Sucupira (CENARGEN/EMBRAPA).","-47.9296989440918","-15.7797002792358","Exsicatas","Margem direita da estrada principal, sentido Sede - Núcleo Bandeirante, onde passa córrego artificial. Botões verdes, sépalas verdes, pétalas creme, estames amarelos.","CEN00033354","CEN00033354","B. M. T. Walter","1080","1080",NA,NA,"-4803333.0","-1592417.0",NA,"1999","03","70570","auto",NA,NA,"5",NA
"65","2020-09-02 16:40:09-03","Cenargen","CEN","65686","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Aécio Amaral-Santos","411","1999","04","22",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa (UnB).","-47.9296989440918","-15.7797002792358","Exsicatas","Material coletado na cabeceira do Córrego da Onça.","CEN00065686","CEN00065686","B. M. T. Walter",NA,NA,NA,NA,NA,NA,NA,"1999","04","70570","auto",NA,NA,"4",NA
"66","2020-09-02 16:40:09-03","Cenargen","CEN","39304","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Ernestino de S. Gomes Guarino","203","2000","05","09",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira - FAZ.","-47.9296989440918","-15.7797002792358","Exsicatas","Botões florais creme. Estiletes brancos e anteras amarelas.","CEN00039304","CEN00039304","B. M. T. Walter","1100","1100",NA,NA,"-4800000.0","-1586667.0",NA,"2000","05","70570","auto",NA,NA,"4",NA
"67","2019-06-05 10:34:08-03","UFG","HJ","6247","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Guilherme, FAG; Carneiro, SES; Bernasol, WP","1616","2009","03","06",NA,"Brasil","Goiás","São Simão","UHE Salto do Rio Verdinho.","-50.743611","-19.085278",NA,NA,"HJ00006247",NA,NA,NA,NA,NA,NA,"50º44'37''W","19º5'7''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-09-22 10:18:01-03","UFG","HJ","5997","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Guilherme, FAG; Carneiro, SES; Bernasol, WP","1216","2008","08","27",NA,"Brasil","Goiás","Caçu","UHE Salto.","-51.318333","-18.713056",NA,NA,"HJ00005997",NA,NA,"450","450",NA,NA,"51º19'6''W","18º42'47''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:32:25-03","USP","SPF","159836","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Miranda, AM","552","2003","04","22",NA,"Brasil","Bahia","Abaíra","Serra do Bicota","-41.8375","-13.343889",NA,NA,"SPF00159836",NA,"Groppo, M","1578","1578",NA,NA,"-41.8375","-13.343889",NA,"2003","11",NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:32:25-03","USP","SPF","92846","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Stannard, BL","H53356","1992","03","28",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino","-41.9","-13.25",NA,NA,"SPF00092846",NA,"Harvey, YB","1600","1700",NA,NA,"-41.9","-13.25",NA,"1998",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:32:25-03","USP","SPF","72625","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Harley, RM","22393","1980","05","22",NA,"Brasil","Bahia",NA,"Serra dos Lençóis","-41.45","-12.45",NA,NA,"SPF00072625",NA,"Aranha Filho, JLM","700","1000",NA,NA,"-41.45","-12.45",NA,"2004",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:32:25-03","USP","SPF","89133","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Stannard, BL","H52828","1992","03","24",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.333333",NA,NA,"SPF00089133",NA,"Harvey, YB","1400","1750",NA,NA,"-41.85","-13.333333",NA,"1998",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-13 11:32:25-03","USP","SPF","92843","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Laessoe, T","H53305","1992","03","23",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino","-41.9","-13.25",NA,NA,"SPF00092843",NA,"Harvey, YB","1600","1700",NA,NA,"-41.9","-13.25",NA,"1998",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:32:25-03","USP","SPF","136686","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Forzza, RC","1386","1999","04","27",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,"SPF00136686",NA,"Aranha Filho, JLM",NA,NA,NA,NA,NA,NA,NA,"2010","04","98143","auto",NA,NA,NA,NA
"75","2019-11-13 11:32:25-03","USP","SPF","164818","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Conceição, AA","868","2000","05","05",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"SPF00164818",NA,"Conceição, AA","1400","1400",NA,NA,NA,NA,NA,"2002","02","52493","auto",NA,NA,NA,NA
"76","2019-10-07 09:13:04-03","UEFS","HUEFS","14445","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Ganev, W.","1858","1993","07","16",NA,"Brasil","Bahia","Abaíra",NA,"-42.416667","-13.75",NA,NA,"HUEFS0014445","HUEFS0014445","N.Santiago","1170","1170",NA,NA,"42W25'","13S45'","Asteranae","1998","05",NA,NA,NA,NA,NA,NA
"77","2019-10-07 09:13:04-03","UEFS","HUEFS","25056","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Harley, R.M.","28364","1996","09","07",NA,"Brasil","Bahia","Catolés","Encosta da Serra da Tromba.","-41.766667","-13.283333",NA,NA,"HUEFS0025056","HUEFS0025056","N.Santiago","1823","1823",NA,NA,"41W46'","13S17'","Asteranae","1998","05",NA,NA,NA,NA,NA,NA
"78","2019-10-07 09:13:04-03","UEFS","HUEFS","11042","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Ganev, W.","599","1992","06","25",NA,"Brasil","Bahia","Abaíra","Catolés Água Limpa.","-41.866667","-13.316667",NA,NA,"HUEFS0011042","HUEFS0011042","N.Santiago","1400","1400",NA,NA,"41W52'","13S19'","Asteranae","1998","05",NA,NA,NA,NA,NA,NA
"79","2019-10-07 09:13:04-03","UEFS","HUEFS","175126","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Conceição, A.A.","3329","2011","06","06",NA,"Brasil","Bahia","Mucugê","Chapada Diamantina. PARNA. Morro do Cruzeiro, subindo o beco.","-41.505833","-12.765",NA,"Campo rupestre.","HUEFS0175126","HUEFS0175126 HUEFS0175126_e1","L.P.Queiroz","1455","1455",NA,NA,"41W30'21''","12S45'54''","Asteranae","2018","10",NA,NA,NA,NA,NA,NA
"80","2019-10-07 09:13:04-03","UEFS","HUEFS","18182","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Ganev, W.","3437","1994","07","23",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.316667",NA,NA,"HUEFS0018182","HUEFS0018182","N.Santiago","1200","1400",NA,NA,"41W51'","13S19'","Asteranae","1998","05",NA,NA,NA,NA,NA,NA
"81","2019-10-07 09:13:04-03","UEFS","HUEFS","18323","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Ganev, W.","3578","1994","07","18",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.283333",NA,NA,"HUEFS0018323","HUEFS0018323","N.Santiago","1200","1200",NA,NA,"41W53'","13S17'","Asteranae","1998","05",NA,NA,NA,NA,NA,NA
"82","2019-10-07 09:13:04-03","UEFS","HUEFS","29590","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Queiroz, L.P.de","PCD4105","1996","11","05",NA,"Brasil","Bahia","Piatã","Pai Inácio, Três Morros.","-41.886389","-13.060833",NA,NA,"HUEFS0029590","HUEFS0029590","N.S.de Souza","1300","1300",NA,NA,"41W53'11''","13S3'39''","Asteranae","1998","08",NA,NA,NA,NA,NA,NA
"83","2019-10-07 09:13:04-03","UEFS","HUEFS","37452","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","França, F.","2795","1999","05","01",NA,"Brasil","Bahia","Morro do Chapéu","15km L de Morro do Chapéu.","-41.0225","-11.615278",NA,"Mata","HUEFS0037452","HUEFS0037452","J.L.M.Aranha Filho","915","915",NA,NA,"41W1'21''","11S36'55''","Asteranae","2010","05",NA,NA,NA,NA,NA,NA
"84","2019-10-07 09:13:04-03","UEFS","HUEFS","52266","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Stannard, B.","H52828","1992","03","24",NA,"Brasil","Bahia","Abaíra","Garimpo do Bicota.","-41.85","-13.333333",NA,NA,"HUEFS0052266","HUEFS0052266",NA,"1400","1750",NA,NA,"41W51'","13S20'","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-10-07 09:13:04-03","UEFS","HUEFS","53461","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Melo, E.","3399","2001","04","20",NA,"Brasil","Bahia","Morro do Chapéu","Rio Ferro Doido.","-41.0025","-11.626667",NA,"Vegetação na beira do rio.","HUEFS0053461","HUEFS0053461","J.L.M.Aranha Filho","905","905",NA,NA,"41W0'9''","11S37'36''","Asteranae","2010","05",NA,NA,NA,NA,NA,NA
"86","2019-10-07 09:13:04-03","UEFS","HUEFS","52268","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Stannard, B.","H53356","1992","03","28",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25",NA,NA,"HUEFS0052268","HUEFS0052268",NA,"1600","1700",NA,NA,"41W54'","13S15'","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-10-07 09:13:04-03","UEFS","HUEFS","52269","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Laessoe, T.","H53305","1992","03","23",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25",NA,NA,"HUEFS0052269","HUEFS0052269",NA,"1600","1700",NA,NA,"41W54'","13S15'","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
