"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relationshipType","fieldNumber","individualCount"
"11","2020-06-29 11:31:39-03","UFRJ","RFA","5705","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"E. Pereira","4522",NA,"Brasil","Rio de Janeiro",NA,"Árvore de 10 - 12 m de altura","RFA25862",NA,"Graziela","1959","02","24","Rio de Janeiro","Estrada do Sumaré para o Silvestre","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:45:47-03","EAO","IAN","94408","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","acutiflora","Eugenia acutiflora","Kiaersk.","isosintipo","Glaziou, AFM","13894","Southern America","Brasil","Rio de Janeiro",NA,NA,"IAN094408",NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:21:18-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) Legr. & Kausel",NA,"Cordeiro, J; Barbosa, E","2432","Southern America","Brasil","Paraná",NA,"2 m, fruto imaturo verde.",NA,NA,"Barbosa, E; Cordeiro, J","2007","07","13","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:21:18-03","UFBA","ALCB","88134","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) Legr. & Kausel",NA,"Cordeiro, J; Barbosa, E","2432","Southern America","Brasil","Paraná",NA,"2 m, fruto imaturo verde.","ALCB058604",NA,"Barbosa, E; Cordeiro, J","2007","07","13","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:06:43-03","NBC","NL-BOTANY","U 0285038","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Lindeman JC; Horreüs de Haas R",NA,"Southern America","Brazil","Paraná",NA,"thinned forest with abundant now dry epiphytes<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285038",NA,NA,NA,NA,NA,NA,"thinned forest on hill on 3rd planal to near Guarapuava",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14238",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:06:43-03","NBC","NL-BOTANY","U.1451308","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451308","NL-U1451308",NA,"1964","02","23",NA,"Parana, Quatro Barras, Rancho Velho.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:42-03","ESALQ","ESA","80792","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","221.0",NA,"Brasil","São Paulo",NA,"Árvore de 4m. Botão floral bege.","ESA080792",NA,"Sobral, M.","2002","04","20","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana. Borda de mata.","-475.808","-240.403",NA,NA,NA,NA,NA,NA,NA,"-475,808","-240,403",NA,NA,NA,NA,NA
"18","2019-12-19 08:08:15-03","FPS","FPS","3539","MachineObservation","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Schwirkowski, P.","2965",NA,"Brasil","Santa Catarina",NA,NA,"FPS03539,FURB61086","FPS03539_v01 FPS03539_v02 FPS03539_v03 FPS03539_v04 FPS03539_v05 FPS03539_v06 FPS03539_v07 FPS03539_v08 FPS03539_v09 FPS03539_v10 FPS03539_v11 FPS03539_v12 FPS03539_v13 FURB61086","Vieira, F.C.S.","2018","08","04","Campo Alegre","Estrada para o Turvo. Em fragmento de FOM Altomontana.","-49.245498","-26.221841",NA,NA,NA,NA,"2018",NA,"FURB 61086","-49.245498","-26.221841","08","05","voucher",NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0033110","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"G. Hatschbach","10995",NA,"Brazil","Parana",NA,"PHOTO-MICH; Arvore 5m, flor alva",NA,NA,"L. R. Landrum","1964","2","23",NA,"Rancho Velho (m. Quatro Barras)","-49.0833","-25.3667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0033109","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"S.V.A. Pessoa","498",NA,"Brazil","Rio de Janeiro",NA,"Arvoreta, 9m de alto, heliofita, folhas c/face ventral verde-escura, face dorsal verde-clara ferruginea, frutos imaturos verde-ferrugineos.",NA,NA,"L.R. Landrum, 1994.","1989","8","31","Nova Friburgo","Pedra Bicuda.","-42.5","-22.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0033111","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"G. Hatschbach","10995",NA,"Brazil","Parana",NA,"PHOTO-MICH; Arvore 5 m, flor alva, mata",NA,NA,"L. R. Landrum","1964","2","23",NA,"Rancho Velho (m. Quatro Barras)","-49.0833","-25.3667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0019694","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"L. Kollmann","2224",NA,"Brazil","Espirito Santo",NA,"Coor from www.fallingrain.com/world; Arvore 14m, DAP 24; fuste 6m. Flores brancas",NA,NA,"L.R. Landrum, 2002.","1999","3","23","Santa Tereza","No specific.","-40.6","-19.9167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-04 13:19:29-03","UDESC","LUSC","6035","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Aramgo, B.;Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W. & Ivanauskas, N.M.","221",NA,"Brasil","São Paulo",NA,"Habitat: floresta estacional semidecidual/floresta ombrófila densa montana, borda da mata Habito: árvore","LUSC083895",NA,"Sobral, M.","2002","04","20","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo.","-47.9900016784668","-23.8700008392334",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:03:27-03","FURB","FURB","23078","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Lopes, C.P.",NA,NA,"Brasil","Santa Catarina",NA,NA,"FURB02496","FURB02496","Sobral, M","2010","01","31","Rio dos Cedros","Península Palmeiras.","-49.3397222","-26.6030556",NA,NA,NA,NA,"2010",NA,NA,"-49.3397222","-26.6030556","08","15",NA,NA,NA
"25","2020-10-14 10:03:27-03","FURB","FURB","61086","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Schwirkowski, P.","2965",NA,"Brasil","Santa Catarina",NA,"FOM, estágio secundário avançado. Esciófita. Frutos imaturos, verde claros Habitat: Borda do fragmento Habito: Árvore","FURB61086","FURB61086","Vieira, F.C.S.","2018","08","04","Campo Alegre","Turvo. Próximo à estrada sentido Turvo. APA do Rio Turvo","-49.2455555","-26.2219445","950","950",NA,NA,"2018",NA,NA,"-49.2455555","-26.2219445","08","05",NA,NA,NA
"26","2020-04-27 16:10:47-03","UFES","VIES","33539","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Zorzanelli, J.P.F.","956",NA,"Brasil","Espírito Santo",NA,NA,"VIES033539","VIES033539","Tuler, A.C.","2014","02","25","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1314","1314","32198","auto","2014",NA,NA,NA,NA,"03",NA,NA,NA,NA
"27","2020-06-29 09:31:32-03","UFRRJ","RBR","42265","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"L.F. Gonçalves","410",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00042265","RBR00042265","L.F. Gonçalves","2017","04","23","Petrópolis","Parque Nacional da Serra dos Órgãos. Trilha Uricanal. Parque Nacional da Serra dos Órgãos","-43.124167","-22.493056","996","996",NA,NA,NA,NA,NA,"43º7'27''W","22º29'35''S",NA,NA,NA,NA,NA
"28","2020-06-29 09:31:32-03","UFRRJ","RBR","42266","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"L.F. Gonçalves","407",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00042266","RBR00042266","L.F. Gonçalves","2017","04","15","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha 360°. Parque Nacional da Serra dos Órgãos","-42.9925","-22.457778","1222","1222",NA,NA,NA,NA,NA,"42º59'33''W","22º27'28''S",NA,NA,NA,NA,NA
"29","2020-06-29 09:31:32-03","UFRRJ","RBR","42267","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"L.F. Gonçalves","396",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00042267","RBR00042267","L.F. Gonçalves","2017","03","24","Petrópolis","Parque Nacional da Serra dos Órgãos. Margem do Rio Bonfim, Véu de Noiva de Petrópolis. Parque Nacional da Serra dos Órgãos","-43.0725","-22.469722","1355","1355",NA,NA,NA,NA,NA,"43º4'21''W","22º28'11''S",NA,NA,NA,NA,NA
"30","2020-06-29 09:31:32-03","UFRRJ","RBR","42268","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"L.F. Gonçalves","393",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00042268","RBR00042268","L.F. Gonçalves","2017","03","22","Petrópolis","Parque Nacional da Serra dos Órgãos. Margem do Rio Bonfim, Vale do Bonfim, próximo a pousada campo de aventuras. Parque Nacional da Serra dos Órgãos","-43.090833","-22.463889","1073","1073",NA,NA,NA,NA,NA,"43º5'27''W","22º27'50''S",NA,NA,NA,NA,NA
"31","2020-06-29 09:31:32-03","UFRRJ","RBR","42269","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"L.F. Gonçalves","128",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00042269","RBR00042269","L.F. Gonçalves","2015","05","23","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha do São João. Parque Nacional da Serra dos Órgãos","-43.02","-22.4625","1947","1947",NA,NA,NA,NA,NA,"43º1'12''W","22º27'45''S",NA,NA,NA,NA,NA
"32","2020-12-21 16:36:55-03","MBM","MBM","425789","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Gonçalves, L.F.","407","Southern America","Brazil","Rio de Janeiro",NA,"Árvore aprox. 12m. DAP 48cm., copa toda florida. Aroma adicionado, com muitas abelhas polinizando.","MBM425789",NA,"Gonçalves, L.F.","2017","04","15","Teresópolis","Parque Nacional da Serra dos Orgãos, Trilha 360º","-42.9925","-22.457778","1222","1222",NA,NA,NA,NA,NA,"-42.9925","-22.457778",NA,NA,NA,NA,NA
"33","2020-12-21 16:36:55-03","MBM","MBM","429921","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Brotto, M.L.; Lubow, S.; Lubow, S.","3896","Southern America","Brazil","Paraná",NA,"Árvore com 6 m de altura; flores castanhas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM429921",NA,"Brotto, M.L.","2020","07","16","São José dos Pinhais",NA,"-49.028056","-25.621667","930","930",NA,NA,"2020",NA,NA,"-49.028056","-25.621667","08","21",NA,NA,NA
"34","2020-12-21 16:36:55-03","MBM","MBM","348081","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Cordeiro, J.; Barboza, E.; Barboza, E.","2432","Southern America","Brazil","Paraná",NA,"Arbusto, 2m, fruto imaturo verde. Mata com Araucaria","MBM348081","MBM348081","Cordeiro, J.; Barboza, E.","2007","07","16","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:36:55-03","MBM","MBM","344484","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Cordeiro, J.; Barboza, E.; Barboza, E.","2432","Southern America","Brazil","Paraná",NA,"Arbusto, 2m, fruto imaturo verde. Mata com Araucaria","MBM344484","MBM344484","Cordeiro, J.; Barboza, E.","2007","07","13","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:36:55-03","MBM","MBM","66323","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Landrum, L.R.","s.n.","Southern America","Brazil","Paraná",NA,NA,"MBM066323","MBM066323",NA,"1977","12","15","Piraquara","Guaricana","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:36:55-03","MBM","MBM","250","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Hatschbach, G.","10955","Southern America","Brazil","Paraná",NA,NA,"MBM000250","MBM000250","Legrand, D.","1964","02","23","Quatro Barras","Rancho Velho","-49.0769004821777","-25.3656005859375",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:36:55-03","MBM","MBM","34895","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Hatschbach, G.","10995","Southern America","Brazil","Paraná",NA,NA,"MBM034895","MBM034895","Legrand, D.","1964","02","23","Quatro Barras","Rancho Velho","-49.0769004821777","-25.3656005859375",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:36:55-03","MBM","MBM","165757","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Los, M.M.","129","Southern America","Brazil","Paraná",NA,NA,"MBM165757","MBM165757","Landrum, L.R.","1985","03","21","Colombo","CNPK","-49.2242012023926","-25.2917003631592",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:36:55-03","MBM","MBM","59927","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Hatschbach, G.","40420","Southern America","Brazil","Paraná",NA,NA,"MBM059927","MBM059927","Landrum, L.R.","1977","10","29","Piraquara","Nova Tirol","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:36:55-03","MBM","MBM","61381","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Landrum, L.R.","2407","Southern America","Brazil","Paraná",NA,NA,"MBM061381","MBM061381","Grifo, F.T.","1977","12","04","São José dos Pinhais","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:36:55-03","MBM","MBM","29491","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Pessoal do Horto Florestal","s.n.","Southern America","Brazil","Rio de Janeiro",NA,NA,"MBM029491","MBM029491","Barroso, G.M.","1927","02","22","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:36:55-03","MBM","MBM","165758","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Carvalho, P.","370","Southern America","Brazil","Paraná",NA,NA,"MBM165758","MBM165758","Landrum, L.R.","1994","02","22","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:36:55-03","MBM","MBM","232349","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel",NA,"Ceccato, G.N.","2240","Southern America","Brazil","Paraná",NA,NA,"MBM232349","MBM232349","Legrand, D.","1941","03","29","Colombo","Imbuial","-49.2242012023926","-25.2917003631592",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
