"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","class","order","continentOcean","phylum","coordinatePrecision","geoFlag","fieldNumber","preparationType","individualCount"
"49","2020-09-12 05:00:02-03","US","US","2269093","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"L. Smith & R. M. Klein","7913","1956","11","24","Brazil","Santa Catarina","Major Gercino","Bom Retiro. Campina, Riozinho","-48.9514007568359","-27.4181003570557",NA,NA,"1000",NA,NA,"US01341676","US01341676_01","Dicotyledonae","Ranunculales","South America - Neotropics",NA,"26953","auto",NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","1055738","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"P. K. Dusén","685","1902","7","14","Brazil","Rio de Janeiro","Itatiaia","Inter 1ª maciera et Mont serrata","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"US01341680","US01341680_01","Dicotyledonae","Ranunculales","South America - Neotropics",NA,"19648","auto",NA,NA,"1"
"51","2020-09-12 05:00:02-03","US","US","2269092","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"L. Smith & R. M. Klein","7913","1956","11","24","Brazil","Santa Catarina","Bom Retiro","Pinheiral, Campina, Riozinho.","-49.489200592041","-27.7971992492676",NA,NA,"1000",NA,NA,"US01341675","US01341675_01","Dicotyledonae","Ranunculales","South America - Neotropics",NA,"35974","auto",NA,NA,"1"
"52","2019-11-13 11:29:36-03","USP","SPF","17495","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Marcondes-Ferreira, W","2008","11",NA,"Rawitscher, FK","s.n.","1948","06","05","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"SPF00017495",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"53","2020-08-20 20:41:56-03","UFSC","FLOR","3367","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Lourteig, A.","1965",NA,NA,"Reitz, R.; Klein, R.M.","9863","1960","09","07","Brasil","Santa Catarina","São José","Serra da Boa Vista.","-48.627498626709","-27.6152992248535",NA,NA,"1000","1000","erva, flor branca-violéacea","FLOR0003367",NA,NA,"Ranunculales",NA,NA,"12814","auto",NA,NA,NA
"54","2017-09-11 17:13:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia australi",NA,NA,NA,NA,NA,NA,"Napaea; HABITAT: Napaea",NA,"P13P1N0034",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"55","2020-09-10 10:18:31-03","IBt","SP","313725","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Koch, I","503","1996","05","24","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"56","2019-11-21 10:17:23-03","IBt","SP","12975","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Lourteig, A","1978","02","09","Loefgren, A","CGG5938","1903","04",NA,"Brasil","Rio de Janeiro","Itatiaia","Pista assentada.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"SP007747","SP007747",NA,NA,NA,NA,"19648","auto",NA,NA,NA
"57","2019-11-21 10:17:23-03","IBt","SP","194730","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Custodio Filho, A","1988","02","24","Custodio Filho, A","1598","1983","09","29","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,"890","950",NA,NA,NA,NA,NA,NA,NA,"19656","auto",NA,NA,NA
"58","2019-11-21 10:17:23-03","IBt","SP","194728","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Custodio Filho, A","1988","02","24","Custodio Filho, A","1587","1983","09","19","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,"890","950",NA,"SP030492","SP030492",NA,NA,NA,NA,"19656","auto",NA,NA,NA
"59","2019-11-21 10:17:23-03","IBt","SP","192251","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Custodio Filho, A","1988","02","24","Sugiyama, M; Custodio Filho, A","296","1983","07","07","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,"890","950",NA,"SP030491","SP030491",NA,NA,NA,NA,"19656","auto",NA,NA,NA
"60","2019-11-21 10:17:23-03","IBt","SP","58542","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Custodio Filho, A","1986","06","23","Silva, L","s.n.","1940","11","21","Brasil","São Paulo","Boracéia","Estação Experimental Boracéia","-48.7700004577637","-22.1900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10241","auto",NA,NA,NA
"61","2020-10-15 10:09:38-03","IBt","SP","342128","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Nicolau, SA","2178","1992","10","08","Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA
"62","2020-06-04 11:03:56-03","IBt","SP","272330","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Nicolau, SA","521","1992","08","20","Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA
"63","2019-11-21 10:17:23-03","IBt","SP","58628","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Custodio Filho, A","1986","06","23","Kuhlmann, M","4333","1958","03","15","Brasil","São Paulo","Salesópolis","Boraceia. Margens do Rio Claro.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"SP030494","SP030494",NA,NA,NA,NA,"18032","auto",NA,NA,NA
"64","2020-07-16 10:06:10-03","IBt","SP","289025","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Kiyama, CY","33","1994","09","04","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA
"65","2019-11-21 10:17:23-03","IBt","SP","78882","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Custodio Filho, A","1986","06","23","Kuhlmann, M","s.n.","1954","07",NA,"Brasil","São Paulo","Salesópolis","Margem do rio Guarutuba.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"SP030493","SP030493",NA,NA,NA,NA,"18032","auto",NA,NA,NA
"66","2019-11-21 10:17:23-03","IBt","SP","12974","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Lourteig, A","1978",NA,NA,"Loefgren, A","CGG3477","1896","12","22","Brasil","São Paulo","São Francisco","Bosque, cerrado.","-50.689998626709","-20.3500003814697",NA,NA,NA,NA,"Herbacea rizomática, fl. alvas.","SP007746","SP007746",NA,NA,NA,NA,"9856","auto",NA,NA,NA
"67","2020-12-23 08:49:02-03","IBt","SP","425978","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Simão Bianchini, R","1806","2010","09","07","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA
