"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","infraspecificEpithet","fieldNumber"
"11","2016-11-07 12:01:00-02","NY","NYBG","1281130","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"F. T. Farruggia",NA,"B. Rambo","1948","12","22","Brazil","Rio Grande do Sul",NA,"Itapuan.","-51.016338","-30.283932",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1676967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281130","NY01281130_01",NA,NA,"39115",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 12:47:00-02","NY","NYBG","605750","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"R. Monteiro",NA,"J. da Costa Sacco","1954","12","27","Brazil","Rio Grande do Sul","Pelotas","Instituto Agronómico do Sul.","-52.3422","-31.7719",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605750","NY00605750_01",NA,NA,"260",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 12:36:00-03","NY","NYBG","605746","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"R. Monteiro",NA,"E. L. Ekman","1907","12","02","Brazil","Paraná",NA,"Posadas. Alto Paraná.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605746",NA,NA,NA,"s.n.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 14:11:00-02","NY","NYBG","777415","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"F. T. Farruggia",NA,"J. A. Ferreira","1999","10","19","Brazil","Paraná",NA,"Fazenda Alto Donato; Ortigueira",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777415","NY00777415_01",NA,NA,"s.n.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 12:47:00-02","NY","NYBG","605748","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"R. Monteiro",NA,"Z. A. Trinta","1966","01","15","Brazil","Rio Grande do Sul","Porto Alegre","BR-2.","-51.23","-30.0331",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605748","NY00605748_01",NA,NA,"1112",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1182542","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","F. T. Farruggia",NA,"S. Tsugaru","1987","12","12","Brazil","Rio Grande do Sul","Pinhal","Vicinity of Pinhal","-53.213092","-27.51028",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1406742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182542","NY01182542_01",NA,NA,"B-2444",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"17","2016-11-01 12:47:00-02","NY","NYBG","605742","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"T. A. Ranker",NA,"R. A. Wasum","1988","12","15","Brazil","Rio Grande do Sul","Nova Prata","Horto Florestal","-51.61","-28.7842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605742","NY00605742_01",NA,NA,"4968",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"18","2016-11-01 12:47:00-02","NY","NYBG","605744","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"A. Sehnem",NA,"A. Sehnem","1973","11","18","Brazil","Rio Grande do Sul",NA,"Faz. Delapieve-Triunfo.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605744","NY00605744_01",NA,NA,"13923",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"19","2016-11-01 12:47:00-02","NY","NYBG","605747","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"R. Monteiro",NA,"Z. A. Trinta","1966","01","15","Brazil","Rio Grande do Sul","Porto Alegre","BR-2.","-51.23","-30.0331",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605747","NY00605747_01",NA,NA,"1112",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 12:47:00-02","NY","NYBG","605743","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"R. C. Barneby",NA,"L. Seger","1988","11","01","Brazil","Rio Grande do Sul","Caxias do Sul","Campus da UCS, junto à via pública.","-51.1792","-29.1683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605743","NY00605743_01",NA,NA,"5181",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","605745","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","O. A. Guimarães",NA,"A. C. Cervi","1982","09","11","Brazil","Santa Catarina","Itapema",NA,"-48.6114","-27.0906",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605745","NY00605745_01",NA,NA,"2002",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1182412","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","F. T. Farruggia",NA,"H. de F. Leitão Filho","1977","01","17","Brazil","São Paulo","Mojí-Guaçú","Est. Experimental de Mogi-Guaçu-SP (Fazenda Campininha).","-47.164784","-22.242395",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402471' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182412","NY01182412_01",NA,NA,"484",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","605741","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","R. Monteiro",NA,"G. G. Hatschbach","1970","10","26","Brazil","Mato Grosso do Sul","Rio Brilhante","Rio das Araras.","-54.5464","-21.8019",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605741","NY00605741_01",NA,NA,"25248",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 02:22:00-03","NY","NYBG","1182543","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"F. T. Farruggia",NA,"R. A. Wasum","1999","11","26","Brazil","Rio Grande do Sul","Camaqua","Delta do Rio Camaqua","-51.8119","-30.8511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1406745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182543","NY01182543_01",NA,NA,"301","10","10",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"25","2016-11-01 12:47:00-02","NY","NYBG","605749","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea",NA,"R. C. Barneby",NA,"L. R. Landrum","1981","11","30","Brazil","Paraná","Mandirituba","Cachoeira and surroundings to rio Barigui.","-49.25","-25.75",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605749","NY00605749_01",NA,NA,"3899",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:51-03","UNESP-IBB","BOTU","33293","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Gonzatti, F.","2018","Meneghel, R.","2008","11","09","Brasil","Rio Grande do Sul","Mostardas","Lagoa da Figueira",NA,NA,"9999","9999",NA,"BOTU033293",NA,"07",NA,"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:08:55-03","UNESP-IBB","BOTU","33312","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Gonzatti, F.; Valduga, F.","2018","Gonzatti, F.","2011","11","27","Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa da Porteira","-50.346389","-30.368611","50°20'47w","30°22'07s",NA,"BOTU033312",NA,"04",NA,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:29:51-03","UNESP-IBB","BOTU","26243","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Burkart","Silva, S.M.","1996","Kozera, C.","1996","11","29","Brasil","Paraná","Curitiba",NA,NA,NA,"9999","9999","Árvore, ca., 2,5 m de altura, flores vermelho alaranjadas","BOTU026243",NA,"12",NA,"390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:30:42-03","UFRJ","RFA","9694","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.",NA,NA,"A. Mattos Filho","1970","12","30","Brasil","Rio de Janeiro","Rio de Janeiro","Arboreto do Jardim Botânico do Rio de Janeiro seção XXXII - E","-43.2075004577637","-22.9027996063232",NA,NA,"muda plantada em 24-09-1970","RFA28441",NA,NA,NA,"526",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"30","2020-11-13 09:19:54-03","UFRJ","RFA","26724","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","H. C. de Lima & L. F. G. da Silva","2002","A. Quinet","2001","02","02","Brasil","Rio de Janeiro","Nova Friburgo","Lumiar/ Macaé de Cima","-42.408611","-22.358056","42º24'31''W","22º21'29''S","Arbusto, 2,5 m de altura, folíolos discolores verdes, fruto marrom, comum no local","RFA40448",NA,"02","20","50/69","970","970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:10:44-03","UTFPR","DVPR","5576","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Silva, DR","2018","Rocha Filho, JA; Piva, J; Machado, C","2018","01","23","Brasil","Paraná","Capanema","Futura área do reservatório da UHE Baixo Iguaçu estrada paralela ao Córrego Anta Gorda.","-53.3853","-25.3123","-53.3853","-25.3123","Arvoreta 2,5 m de altura, folíolo membranáceos, flores vermelhas, frutos verdes-claros. Ponto 492; Área aberta em região com cobertura vegetal de atividades agrárias, capoeira e fagmento de Floresta secundária em estágio médio de rege","DVPR005576",NA,"02","14","566","255","255",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:10:44-03","UTFPR","DVPR","1601","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Caxambu, MG","2011","Caxambu, MG; et al.","2011","10","13","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.48311","-25.33038","-49.48311","-25.33038","Arbusto heliófito, ca. 1 m. Flores vermelhas.; Solo: Neossolo Flúvico. Vegetação: Formação Pioneira com Influência Flúvio-Lacustre (Várzeas). Relevo: suave-ondulado.","DVPR001601","DVPR001601","02","05","3489","830","830",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:10:44-03","UTFPR","DVPR","4839","PreservedSpecimen","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Caxambu, MG","2016","Canan, DE","2015","09","12","Brasil","Paraná","São João","Comunidade do Alto Mirim","-52.7252998352051","-25.8278007507324",NA,NA,"Árvore 2m, flor vistosa laranja-claro.","DVPR004839",NA,"09","28","s.n.",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29749","auto",NA,NA,NA,NA,NA
"34","2021-04-08 17:42:00-03","EAO","IAN","24709","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.",NA,NA,"Neé",NA,NA,NA,"Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,"IAN024709","IAN024709_f",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:42:00-03","EAO","IAN","139056","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Arroyo, MTK","1971","Irwin, HS; Souza, R; Santos, RR dos","1965","09","19","Brasil","Distrito Federal","Brasília","Cerrado slopes, Chapada da Contagem ca. 30km NE of Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,"Subshrub ca. 2 m. tall, corolla standart red-orange; wings and keel yellow. Fruit green.","IAN139056",NA,NA,NA,"8466","1000","1000",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"70570","auto",NA,NA,NA,NA,NA
"36","2021-04-08 17:42:00-03","EAO","IAN","99145","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Sacco, JC da",NA,"Sacco, JC da","1954","12","27","Brasil","Rio Grande do Sul","Pelotas","IAS. Campo baixo, periodicamente alagado.","-52.3424987792969","-31.771900177002",NA,NA,NA,"IAN099145",NA,NA,NA,"260",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"51462","auto",NA,NA,NA,NA,NA
"37","2019-12-04 15:25:14-03","PUCPR","HUCP","1617","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Acra, LA","1986","Gilbertoni, FJ",NA,NA,NA,"Brasil","Paraná","Curitiba","Capão Raso","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011796","HUCP00011796","09","14","s.n.",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"38","2019-12-04 15:25:15-03","PUCPR","HUCP","7021","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Bazaluk, P",NA,"Coraiola, SR","1985","10","10","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"007",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"39","2019-12-04 15:25:14-03","PUCPR","HUCP","3387","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Bidá, A","1983","Bresolin, CI",NA,NA,NA,"Brasil","Paraná","Curitiba","Portão","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011599","HUCP00011599","10","20","s.n.",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"40","2019-12-04 15:25:14-03","PUCPR","HUCP","19027-B","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Selusniaki, M",NA,"Réus, CL","2004","11","13","Brasil","Paraná","Pinhais",NA,"-49.1925010681152","-25.4447002410889",NA,NA,NA,"HUCP00011383","HUCP00011383",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"10418","auto",NA,NA,NA,NA,NA
"41","2019-12-04 15:25:14-03","PUCPR","HUCP","3251","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Acra, LA","1982","Oliveira, IR",NA,NA,NA,"Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011765","HUCP00011765","10","06","005",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"42","2019-12-04 15:25:15-03","PUCPR","HUCP","6986","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Jaszczerski, JC",NA,"Eliane","1982","07","12","Brasil","Paraná","Curitiba","Bacacheri","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"012",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"43","2019-12-04 15:25:15-03","PUCPR","HUCP","4718","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Palmquest, AL","1987","Guil, AC",NA,NA,NA,"Brasil","Paraná","Curitiba","Capanema","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011689","HUCP00011689","11","09","005",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"44","2019-12-04 15:25:15-03","PUCPR","HUCP","4717","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Palmquest, AL","1989","Piacentini, N",NA,NA,NA,"Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011789","HUCP00011789","10","10","009",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"45","2019-12-04 15:25:14-03","PUCPR","HUCP","3252","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Acra, LA","1982","Siuek, KSN",NA,NA,NA,"Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00012012","HUCP00012012","10","28","005",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"46","2019-12-04 15:25:14-03","PUCPR","HUCP","17371","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Selusniaki, M",NA,"Selusniaki, M","2004","10",NA,"Brasil","Paraná","Curitiba","Cidade Industrial, Nossa Senhora da Luz.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011737","HUCP00011737",NA,NA,"180",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"47","2019-12-04 15:25:14-03","PUCPR","HUCP","3221","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Jaszczerski, JC","1982","Kaibava, SH",NA,NA,NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011740","HUCP00011740","10","22","003",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"48","2019-12-04 15:25:15-03","PUCPR","HUCP","6998","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Jaszczerski, JC",NA,"Silva, RM","1985","09","15","Brasil","Paraná","Curitiba","Rua Salomão Guelmann","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011741","HUCP00011741",NA,NA,"003",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"49","2019-12-04 15:25:14-03","PUCPR","HUCP","17393","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Beltrami, L",NA,"Beltrami, L","2005","10","10","Brasil","Paraná","Curitiba","Solar, Ao lado da área militar.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011685","HUCP00011685",NA,NA,"030",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"50","2019-12-04 15:25:15-03","PUCPR","HUCP","4030","S","Plantae","Fabaceae","Sesbania","punicea","Sesbania punicea","(Cav.) Benth.","Acra, LA","1991","Dorigo, S",NA,NA,NA,"Brasil","Paraná","Curitiba","Xaxim","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00011547","HUCP00011547","11","05","010",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
