"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","stateProvince","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","previousCatalogNumber","fieldNumber","typeStatus","individualCount"
"48","2019-11-21 14:52:47-03","UFJF","CESJ","56404","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","F. Gonzatti","2017","02",NA,"F.S. Souza; V.A.O. Dittrich; L. Menini Neto; F.R.G. Salimena","1010","2010","07","24","Brasil","Baependi","Parque Estadual da Serra do Papagaio, Mata de araucária. S22 08.367 W44 43.729. 1643 msm.","-44.736917","-22.143528","-44.736917","-22.143528","1643","1643","Epífita no interior de mata.","CESJ056404",NA,"Polypodiopsida",NA,"América do Sul","MInas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 14:52:47-03","UFJF","CESJ","67277","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","F. Gonzatti","2017","02",NA,"V.A.O. Dittrich; L.V. Lima; E. Landroz","2061","2015","03","24","Brasil","Baependi","Parque Estadual da Serra do Papagaio, Trilha da Macieira ao Retiro dos Pedros. Coordenadas geográficas e altitude aproximadas","-44.684389","-22.077167","-44.684389","-22.077167","2055","2055","Epífita a 2,1m de altura em Floresta Ombrófila Densa Alto-montana","CESJ067277",NA,"Polypodiopsida",NA,"América do Sul","MInas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:52:47-03","UFJF","CESJ","71420","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","F. Gonzatti","2017","02",NA,"V.A.O. Dittrich","1113","2002","04","02","Brasil","Pindamonhangaba","São José dos Alpes","-45.45","-22.716667","-45.45","-22.716667","1850","1850","Epífita entre 30 cm e 1m de altura em Floresta Ombrófila Altomontana. Altitude e coordenadas geográficas aproximadas.","CESJ071420",NA,"Polypodiopsida",NA,"América do Sul","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:43:44-03","UNICAMP","UEC","187391","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Cadorin, TJ","2010","07","06","Cadorin, TJ; Grosch, B; Lopes, CP","2864","2010","07","06","Brazil","Joinville","cubatão","-49.05","-26.1","-49.05","-26.1","116","116","epífeta; floresta ombrófila densa alta montana, estágio avançado, interior de fragmento","UEC116904","UEC116904","Pteridophyta",NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:28:45-03","UNICAMP","UEC","187434","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper, AL","2009","12","05","Cadorin, TJ; et al.","479","2009","11","09","Brazil","Antônio Carlos",NA,"-48.214444","-27.45","-48.214444","-27.45","710","710",NA,"UEC115941","UEC115941","Pteridophyta",NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:43:44-03","UNICAMP","UEC","188337","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper, AL","2009","04","27","Gasper, AL; et al.","2101","2009","04","27","Brazil","Urubici","Xaxim.","-49.591111","-28.0825","-49.591111","-28.0825","140","140","Epífita de xxim.; Floresta ombrófila Densa; Estágio médio de regeneração; mata ciliar.","UEC118612","UEC118612","Pteridophyta",NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:43:44-03","UNICAMP","UEC","58600","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Salino, A","1988","12",NA,"Salino, A","550","1988","10","01","Brazil","Campos do Jordão","Parque Estadual (Horto Florestal)","-45.5900001525879","-22.7299995422363",NA,NA,"1800","1800","Epifita em árvore, mata subtropical.","UEC052348","UEC052348","Pteridophyta",NA,NA,"São Paulo",NA,NA,"21048","auto",NA,NA,NA,NA,NA
"55","2021-03-01 16:43:44-03","UNICAMP","UEC","163742","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Nóbrega, GA","2009",NA,NA,"Nóbrega, GA","667","2008","06","20","Brazil","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, trilha próximo à porteira.","-45.0699996948242","-23.4300003051758",NA,NA,"1000","1000","Planta epífita de ambiente sombreado, indúsio bivalvar.","UEC028415","UEC028415","Pteridophyta",NA,NA,"São Paulo",NA,NA,"34265","auto",NA,NA,NA,NA,NA
"56","2020-12-04 13:19:19-03","UDESC","LUSC","7729","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper de, A.L.","2009","05","12","Verdi, M.; Hasckel, R.P. & Klemz, G.","1983","2009","04","25","Brasil","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"LUSC004555","LUSC004555",NA,NA,NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"57","2020-10-14 10:01:58-03","FURB","FURB","12281","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper, AL de","2009","04","27","Gasper, A.L. de; Verdi, M.","2101","2009","04","27","Brasil","Urubici","Xaxim.","-49.5911111","-28.0825","-49.5911111","-28.0825000","1407","1407","Florística IFFSC 165(Epífita) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; mata ciliar Habito: epífita de xaxim;","FURB08719","FURB08719",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:01:58-03","FURB","FURB","22277","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper, AL de","2010","03","30","Verdi, M.; Souza, N.L. de & Klemz, G.","3816","2010","03","09","Brasil","Rio Fortuna","Canyon Espraiado / Campo dos Padres.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","1450","1450","Florística IFFSC 193 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Médio a avançado Habito: epífita de xaxim;","FURB08711","FURB08711",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:01:58-03","FURB","FURB","36181","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper, AL de","2011","03","30","Gasper, A.L. de; Salino, A.; Bueno, M.L.; Leal, B.S.S. & Rezende, V.L.","2655","2011","03","17","Brasil","Delfim Moreira","Fazenda da Onça, Trilha do Pico do Carrasco.","-45.3416666","-22.6097222","-45.3416666","-22.6097222","1754","1754","Comum no fragmento a 2 m do chão Habitat: Floresta Ombrófila Mista; interior do fragmento Habito: epífita;","FURB08704","FURB08704",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:01:58-03","FURB","FURB","42669","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2017","07","27","Bonnet, A.; Caglioni, E.","134","2012","05","10","Brasil","Nova Friburgo","Pico da Caledônia.","-42.5841666","-22.3555556","-42.5841666","-22.3555556","2200","2200",NA,"FURB08703","FURB08703",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:01:58-03","FURB","FURB","42670","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper, AL de","2013","10","24","Bonnet, A.; Caglioni, E.","107","2012","05","09","Brasil","Nova Friburgo","Pico da Caledônia.","-42.5841666","-22.3555556","-42.5841666","-22.3555556","2200","2200",NA,"FURB08702","FURB08702",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:01:58-03","FURB","FURB","62498","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper, A.L. de","2019","03","01","Kassner-Filho, A.","4602","2019","02","09","Brasil","Rio Fortuna","Canyon Espraiado / Campo dos Padres. Canyon Espraiado / Campo dos Padres.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","1450","1450","Epífita de Dicksonia sellowiana Habitat: Interior de Unidade Amostral. Floresta Ombrófila Mista; Estágio Inicial a Médio. Habito: Epífita","FURB62498","FURB62498",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-16 17:56:21-03","UCS","HUCS","47873","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2018","06",NA,"Gonzatti, F.","4017","2017","11","19","Brasil","Itatiaia","Parque Nacional do Itatiaia","-44.732778","-22.361111","-44.732778","-22.361111","2200","2200","Erva epífita em troncos de árvores em mata de encosta ombrófila, região da ponte, subida para a sede Rebouça","HUCS005019","HUCS005019","Pteridophyta","Hymenophyllales",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:56:21-03","UCS","HUCS","47835","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2018","06",NA,"Gonzatti, F.","3141","2016","12","10","Brasil","São José dos Ausentes","Pico Montenegro","-49.813361","-28.626917","-49.813361","-28.626917","1247","1247","Erva rastejnate rupestre em paredão rochoso da mata nebular, comum no local","HUCS005159","HUCS005159","Pteridophyta","Hymenophyllales",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:56:21-03","UCS","HUCS","47871","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2018","06",NA,"Gonzatti, F.","3969","2017","11","18","Brasil","Teresópolis","Serra dos Órgãos, PARNASO, Parque Nacional, Trilha Pedro do Sino","-43.016306","-22.454028","-43.016306","-22.454028","2034","2034","Erva epífita em troncos de árvores à sombra.","HUCS005018","HUCS005018","Pteridophyta","Hymenophyllales",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:56:21-03","UCS","HUCS","47949","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2018","06",NA,"Gonzatti, F.","3093","2016","12","08","Brasil","Cambará do Sul","Itaimbezinho","-50.078792","-29.158775","-50.078792","-29.158775","918","918","Planta reptante em afloramento rochoso de encosta, início de vértice, pacialmente ao sol","HUCS005107","HUCS005107","Pteridophyta","Hymenophyllales",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:56:21-03","UCS","HUCS","47950","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2018","06",NA,"Gonzatti, F.","2623","2016","09","01","Brasil","Cambará do Sul","Irmãos Nunes","-50.051833","-28.996556","-50.051833","-28.996556","1031","1031","Erva rupícola em base de paredões rochosos de cachoeira, ao sol, rizomatosa","HUCS005120","HUCS005120","Pteridophyta","Hymenophyllales",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-16 17:56:21-03","UCS","HUCS","47952","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2018","06",NA,"Gonzatti, F.","3989","2017","09","18","Brasil","Teresópolis","Parque Nacional da Serra dos Órgãos, PARNASO","-43.016306","-22.454028","-43.016306","-22.454028","2034","2034","Epífita em troncos de árvores, abundante nas matas nebulares da subida para a Pedra do Sino. Frondes pendentes","HUCS005185","HUCS005185","Pteridophyta","Hymenophyllales",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-16 17:56:21-03","UCS","HUCS","47981","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2018","06",NA,"Gonzatti, F.","2664","2016","09","01","Brasil","Cambará do Sul","Estrada para o Rio Reserva","-50.049722","-29.012583","-50.049722","-29.012583","943","943","Erva rizomatosa sobre rochas úmidas de interior de mata de encosta, vale com reagto à sombra no topo de morro","HUCS005133","HUCS005133","Pteridophyta","Hymenophyllales",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-16 17:56:21-03","UCS","HUCS","48052","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2019","02",NA,"Gonzatti, F.","2827","2016","10","16","Brasil","São José dos Ausentes","Pico Montenegro","-49.808028","-28.614194","-49.808028","-28.614194","1247","1247","Epífito em troncos e barrancos ensolarados em fragmento de mata nebular, ao sol","HUCS005068","HUCS005068","Pteridophyta","Hymenophyllales",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-16 17:56:21-03","UCS","HUCS","49112","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2017","02",NA,"Dittrich, V.A.O.","1113","2002","04","02","Brasil","Pindamonhangaba","São José dos Alpes","-45.45","-22.716667","-45.45","-22.716667","850","850","Doação Herbário CESJ 71420&nf;&nf;&nf;&nf;&nf;; Epífita entre 30 cm e 1m de altura em Floresta Ombrófila Altomontana","HUCS005094","HUCS005094","Pteridophyta","Hymenophyllales",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-16 17:56:21-03","UCS","HUCS","49186","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2019","02",NA,"Gonzatti, F.","3232","2016","12","12","Brasil","Urupema","Morro da Antena","-49.856944","-27.922222","-49.856944","-27.922222","1646","1646","Erva rupícola em paredão rochoso, um tanto seco. Mata nebular, ambiente sombreado","HUCS005172","HUCS005172","Pteridophyta","Hymenophyllales",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:56:21-03","UCS","HUCS","49189","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2019","02",NA,"Gonzatti, F.","3201","2016","12","11","Brasil","Urubici","Estrada para a Serra do Corvo Branco, 1 Km antes de chegar na serra","-49.386528","-28.057917","-49.386528","-28.057917","1037","1037","Erva rizomatosa, rupícola em paredão rochoso, ca. 3 a 4 m. de altura do solo","HUCS005055","HUCS005055","Pteridophyta","Hymenophyllales",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:56:21-03","UCS","HUCS","49194","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2019","02",NA,"Gonzatti, F.","4373","2018","04","30","Brasil","São José do Barreiro","Serra da Bocaina, Parque Nacional","-44.616639","-22.733889","-44.616639","-22.733889","1513","1513","Erva epífita em tronco de árvores junto à vegetação ribeirinha de arroio, local úmido","HUCS005198","HUCS005198","Pteridophyta","Hymenophyllales",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:56:21-03","UCS","HUCS","49205","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2019","02",NA,"Gonzatti, F.","3320","2017","01","16","Brasil","Cambará do Sul","Topo do Morro da Serra do Faxinal,campo e mata à direita (Malacara) da estrada","-50.042333","-29.180028","-50.042333","-29.180028","959","959","Erva rizomatosa em paredão rochoso úmido e parcialmente sombreado, junto à musgos e samambaias","HUCS005042","HUCS005042","Pteridophyta","Hymenophyllales",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:56:21-03","UCS","HUCS","49220","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2019","02",NA,"Gonzatti, F.","3219","2016","12","12","Brasil","São Joaquim","PARNA, sede do Parque, alojamento","-49.644794","-28.147111","-49.644794","-28.147111","1339","1339","Erva rizomatosa, epífito em tronco de árvore (base), interior de mata de encosta","HUCS005081","HUCS005081","Pteridophyta","Hymenophyllales",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-16 17:56:21-03","UCS","HUCS","50990","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2019","12",NA,"Gonzatti, F.","5376","2019","12","10","Brasil","Cruzeiro","Serra dos Marins, trilha para o Pico dos Marins, a partir do acampamento base.","-45.147778","-22.508611","-45.147778","-22.508611","1580","1580","Corticicola em árvores na mata nebulosa.","HUCS005099","HUCS005099","Pteridophyta","Hymenophyllales",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-16 17:56:21-03","UCS","HUCS","47951","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sylvestre, L.S.","2008",NA,NA,"Sylvestre, L.S.","et all.","2006",NA,NA,"Brasil","Teresópolis","Parque Nacional da Serra dos Órgãos , trilha para a Pedra do Sino","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"epífita em árvore às margens da Trilha, local sombreado","HUCS005146","HUCS005146","Pteridophyta","Hymenophyllales",NA,"Rio de Janeiro",NA,NA,"38539","auto",NA,NA,NA,NA,NA
"79","2021-03-16 17:56:21-03","UCS","HUCS","47867","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2018","06",NA,"Matos, F.B.","1014","2006","02","16","Brasil","Arataca","Serra do Peito da Moça","-39.4143981933594","-15.2632999420166",NA,NA,NA,NA,"Doação Universidade Federal Rural do Rio de Janeiro&nf;RBR 27779","HUCS005017","HUCS005017","Pteridophyta","Hymenophyllales",NA,"Bahia",NA,NA,"19859","auto",NA,NA,NA,NA,NA
"80","2019-08-16 08:39:36-03","UTFPR","HCF","20380","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","A.L. de Gasper","2010","05","24","J.L. Schimitt","1933","2010","04","30","Brasil","Jacinto Machado","Interior do Cânion Fortaleza (Tigre","-49.945278","-29.045278","49°56'43 W","29°02'43 S","295","295","Floresta Ombrófila Densa; estágio avançado. Mata ciliar. Epífita de arbórea.",NA,NA,NA,NA,NA,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-12-05 18:44:19-03","UTFPR","HCF","30059","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","F. Gonzatti","2018","06",NA,"F. Gonzatti","4017","2017","11","19","Brasil","Itatiaia","Parque Nacional do Itatiaia","-44.732778","-22.361111","44°43'58 W","22°21'40 S","2200","2200","erva epifítica em troncos de árvores em mata de encosta ombrófila, região da ponte, subida para a sede Rebouça.",NA,NA,NA,NA,NA,"RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:29:32-03","MBM","MBM","35017","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Rosenstock",NA,NA,NA,"Brade, A.C.","8535","1928","07",NA,"Brazil",NA,"Bico de Papagaio",NA,NA,NA,NA,NA,NA,NA,"MBM035017","MBM035017",NA,NA,"Southern America","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:29:32-03","MBM","MBM","35041","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"Brade, A.C.","21486","1913","08",NA,"Brazil",NA,"Rio Grande",NA,NA,NA,NA,NA,NA,NA,"MBM035041","MBM035041",NA,NA,"Southern America","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:29:32-03","MBM","MBM","388384","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"Labiak, P.H.; Pereira, J.B.S.; Marinero, F.; Pereira, J.B.S.; Marinero, F.","4751","2008","07","08","Brazil","Campina Grande do Sul","Parque Estadual Pico do Paraná","-48.833333","-25.25","-48.833333","-25.25","1300","1600",NA,"MBM388384","MBM388384",NA,NA,"Southern America","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:29:32-03","MBM","MBM","395075","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Ariati, V.","2009",NA,NA,"Ariati, V.; Lozano, E.D.; Kersten, R.; Lozano, E.D.; Kersten, R.","1065","2009",NA,NA,"Brazil","Campina Grande do Sul","Morro Caratuva","-48.832306","-25.239225","-48.832306","-25.239225",NA,NA,"Epífita facultativa, ocorrendo comumente como rupícola.; Floresta Ombrófila Densa Altomontana.","MBM395075","MBM395075",NA,NA,"Southern America","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:29:32-03","MBM","MBM","410607","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Braga, A.G.V.","2019","09",NA,"May, D.; Barboza, E.; Barboza, E.","408","2013","09","11","Brazil","Lapa","Reserva Particular do Patrimonio Natural Uru","-49.689444","-25.814722","-49.689444","-25.814722","830","830",NA,"MBM410607","MBM410607",NA,NA,"Southern America","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:29:32-03","MBM","MBM","51020","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sehnem, A.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","10136","1960","10","13","Brazil","Rancho Queimado","Serra da Boa Vista","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,NA,"MBM051020","MBM051020",NA,NA,"Southern America","Santa Catarina",NA,NA,"17361","auto",NA,NA,NA,NA,NA
"88","2020-12-21 16:29:31-03","MBM","MBM","133202","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Prado, J.",NA,NA,NA,"Mello-Silva, R.; et al.; et al.","s.n.","1984","10","30","Brazil","São Tomé das Letras","Serra de São Tomé","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,NA,"MBM133202","MBM133202",NA,NA,"Southern America","Minas Gerais",NA,NA,"16076","auto",NA,NA,NA,NA,NA
"89","2020-12-21 16:29:31-03","MBM","MBM","15268","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sehnem, A.",NA,NA,NA,"Hatschbach, G.","24721","1970","09","18","Brazil","Balsa Nova","São Luís","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM015268","MBM015268",NA,NA,"Southern America","Paraná",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"90","2020-12-21 16:29:31-03","MBM","MBM","18577","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Brade, A.C.",NA,NA,NA,"Hatschbach, G.","2272","1951","05","24","Brazil","Campo Largo","São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,NA,"MBM018577","MBM018577",NA,NA,"Southern America","Paraná",NA,NA,"53742","auto",NA,NA,NA,NA,NA
"91","2020-12-21 16:29:32-03","MBM","MBM","35045","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"Brade, A.C.","21488","1913","06",NA,"Brazil","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM035045","MBM035045",NA,NA,"Southern America","São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"92","2019-11-01 15:28:46-03","PUC-RIO","FCAB","0044","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Dr. Brade",NA,NA,NA,"P. Capell S.J.","s.n.","1951","05","14","Brasil","Nova Friburgo","Pico da Caledônia","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"000044",NA,NA,"Pteridophyta",NA,"Rio de Janeiro",NA,NA,"33190","auto",NA,NA,NA,NA,NA
"93","2016-11-10 14:48:19-02","MNHN","RECOLNAT_MNHN_P","P01328740","PreservedSpecimen",NA,"Pteridophyta","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"Glaziou, A.",NA,"1872","10","25","Brésil",NA,"Serre des Orgues, près de Garafâo. Rio Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01328740' target='other'> <mi>dwc_moreinfo</mi></a>","P01328740","P01328740_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"6411",NA,NA
"94","2015-09-05 08:06:07-03","MNHN","RECOLNAT_MNHN_P","P00622126","PreservedSpecimen",NA,"Pteridophyta","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Cremers",NA,NA,NA,"Glaziou, A.",NA,"1868","7","12","Brésil",NA,"Rio de Janeiro, Alto Macahé",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622126' target='other'> <mi>dwc_moreinfo</mi></a>","P00622126","P00622126_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"2467","isotype",NA
"95","2015-09-21 12:37:09-03","MNHN","RECOLNAT_MNHN_P","P00622127","PreservedSpecimen",NA,"Pteridophyta","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"Glaziou, A.",NA,"1868","7","12","Brésil",NA,"Rio de Janeiro, Alto Macahé",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622127' target='other'> <mi>dwc_moreinfo</mi></a>","P00622127","P00622127_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"2467","holotype",NA
