"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"226","2020-10-14 10:06:59-03","FURB","FURB","66075","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Gonzatti, F.","Gonzatti, F.","2074","2015","09","01","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.1772223","-29.3544444","-50.1772223","-29.3544444","FURB66075","FURB66075","2018","04",NA,"Aratinga.","760","760","Arbustiva, semi- arbórea em bordo e interior de mata de araucária",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-08 08:56:52-03","FURB","FURB","662","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Sevegnani, L","Sevegnani, L.",NA,"1998","10","08","Brasil","Santa Catarina","Joinville","-48.8577778","-26.2533333","-48.8577778","-26.2533333","FURB44950","FURB44950","2002","10","04","UNIVILLE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-12-09 14:47:26-03","FURB","FURB","66557","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Kassner-Filho, A.","Kassner-Filho, A.","5778","2020","08","23","Brasil","Santa Catarina","Taió","-49.8863889","-26.9975","-49.8863889","-26.9975000","FURB66557","FURB66557","2020","08","23","Caçador.","680","680","flor creme Habitat: borda do fragmento Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-10-14 10:06:59-03","FURB","FURB","9666","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Sevegnani, L","Verdi, M.; Dreveck, S. & Godoy, M.B.","137","2008","01","13","Brasil","Santa Catarina","Campo Alegre","-49.2286111","-26.0988889","-49.2286111","-26.0988889","FURB44951","FURB44951","2008","08","20","Bateias de Baixo.","861","861","Florística IFFSC 1063. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: flor pétalas verdes e estames amarelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-10-14 10:06:59-03","FURB","FURB","48973","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Dall#?#Agnol, RF","Dall#?#Agnol, R.F.; Francisco, E.M. & Almeida, C.S.","107","2009","08","05","Brasil","Paraná","Mauá da Serra","-51.2294006347656","-23.9013996124268",NA,NA,"FURB48973","FURB48973","2009","09","10","Estância Manain.",NA,NA,NA,NA,NA,NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA,NA
"231","2020-10-14 10:06:59-03","FURB","FURB","36297","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Viani, RAG","Francisco, E.",NA,"1998","07","09","Brasil","Paraná","Reserva","-50.8506011962891","-24.6502990722656",NA,NA,"FURB44941","FURB44941","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43627","auto",NA,NA,NA,NA,NA,NA,NA
"232","2020-10-14 10:06:59-03","FURB","FURB","47699","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Barboza, E","Engels, M.E.; Lozano, E.D.; Buturi, C.; Pereira, S. & Hekavey, C.","1753","2013","10","13","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"FURB47699","FURB47699","2015","04","14",NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"233","2020-10-14 10:06:55-03","FURB","FURB","13894","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Oliveira, AA de","Sevegnani, L.",NA,"2009","08","12","Brasil","Santa Catarina","Ilhota","-48.8272018432617","-26.8997001647949",NA,NA,"FURB44939","FURB44939","2011","01","20","Baú Baixo.",NA,NA,"clareiras abertas pela trajédia de novembro de 2008 Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbustiva;",NA,NA,NA,NA,"18275","auto",NA,NA,NA,NA,NA,NA,NA
"234","2020-10-14 10:06:59-03","FURB","FURB","5060","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Oliveira, AA de","Gasper, A.L. de","464","2006","11","02","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"FURB44937","FURB44937","2011","01","20",NA,NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"235","2020-10-14 10:06:59-03","FURB","FURB","45321","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Pastório, FF","Pastório, F.F.","11","2014","09","27","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"FURB44932","FURB44932","2014","09","27","CEPA Rugendas.",NA,NA,"DNA - 04 Habitat: Floresta Ombrófila Densa; Estágio Médio a avançado; borda da mata Habito: arvoreta; Fruto alaranjado;",NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"236","2020-10-14 10:06:59-03","FURB","FURB","4582","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Sevegnani, L","Sevegnani, L.",NA,"2006","07","17","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"FURB44952","FURB44952","2006","07","17","SC 301 - 2° trevo.",NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"237","2020-10-14 10:06:59-03","FURB","FURB","8103","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Oliveira, AA de","Sevegnani, L.",NA,"2008","08","20","Brasil","Santa Catarina","Timbó","-49.2717018127441","-26.823299407959",NA,NA,"FURB03664","FURB03664","2011","01","20","FUNPIVI.",NA,NA,NA,NA,NA,NA,NA,"10708","auto",NA,NA,NA,NA,NA,NA,NA
"238","2021-03-16 17:53:37-03","UCS","HUCS","47538","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Gonzatti, F.","Gonzatti, F.","2074","2015","09","01","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.177361","-29.354556","-50.177361","-29.354556",NA,NA,"2018","04",NA,"Aratinga","760","760","Em flor e fruto; Arbustiva, semi- arbórea em bordo e interior de mata de araucária","Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-16 17:53:37-03","UCS","HUCS","32995","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Hatschbach, G.","Silva, J.M.","6042","2007","10","04","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2008",NA,NA,"Cachoeira da Mariquinha",NA,NA,"Herbário MBM &nf;arvusto 1,50 m - fruto esverdeado; capão","Angiospermae","Malvales",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"240","2021-03-16 17:53:37-03","UCS","HUCS","02722","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Hatschbach, G.","Cordeiro, J.","s.n.","1986","12","11","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"1987","03",NA,"Col. Santos Andrade",NA,NA,"arbusto 2 m","Angiospermae","Malvales",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"241","2021-03-16 17:53:37-03","UCS","HUCS","07960","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Hatschbach, G.","Cervi, A.C.","3122","1990","09","20","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"1991",NA,NA,"Estrada da Graciosa - Rio do Corvo",NA,NA,"árvore 4 m - flor creme","Angiospermae","Malvales",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"242","2021-03-16 17:53:37-03","UCS","HUCS","40517","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Seger, G.D.S.","Seger, G.D.S.","240","2006","08","19","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"Floresta Nacional (FLONA - SFP)",NA,NA,"floração intensa&nf;Herbário ICN 183221; interior de silvicultura de Araucaria","Angiospermae","Malvales",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"243","2021-03-16 17:53:37-03","UCS","HUCS","21116","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Sobral, M.","Wasum, R.A.","1901","2003","04","21","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"2004","04",NA,"Rincão dos Kroeff",NA,NA,"interior da mata","Angiospermae","Malvales",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"244","2021-03-16 17:53:37-03","UCS","HUCS","05397","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Hatschbach, G.","Hatschbach, G.","18670","1968","03","07","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"1981",NA,NA,"Rio do Cedro",NA,NA,"arvoreta 4 m - flor creme; encosta do morro - mata pluvial","Angiospermae","Malvales",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"245","2021-03-16 17:53:37-03","UCS","HUCS","13811","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Rossi, L.","Ribas, O.S.","403","1992","01","10","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"1996",NA,NA,"São João do Piraí",NA,NA,"arbusto 1 m - flor creme; clareiras da mata","Angiospermae","Malvales",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"246","2019-08-16 08:41:20-03","UTFPR","HCF","11412","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","E. Barboza","M.G. Caxambu","4377","2012","11","09","Brasil","PR","Guarapuava","-51.256583","-25.372972","51°15'23,7 W","25°22'22,7 S",NA,NA,"2013",NA,NA,"Serra da Esperança - antiga estrada para","1236","1236","arvoreta ca. 1,80 m, semi-ciófila. Frutos maduros alaranjados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-08-16 08:41:20-03","UTFPR","HCF","9855","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","J. Cordeiro","M.G. Caxambu","3602","2011","10","14","Brasil","PR","Tijucas do Sul","-49.050111","-25.837222","49°03'00,4 W","25°50'14 S",NA,NA,"2013",NA,NA,"Associação dos Professores da UFPR","857","857","arvoreta ca. 4 m, semi-ciófila. Frutos imaturos verdes e maduros alaranjados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-08-16 08:41:20-03","UTFPR","HCF","19305","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","R.A. Bonaldi","E.D. Lozano","1242","2013","03","06","Brasil","PR","Tijucas do Sul","-49.1125","-25.751944","49°06'45 W","25°45'07 S",NA,NA,"2013",NA,NA,NA,NA,NA,"FOM, mata secundária, estádio médio-avançado. Arvoreta de subosque com frutos laranja.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-08-16 08:41:20-03","UTFPR","HCF","9319","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","B.K. Canestraro & G. Felitto","E.L. Siqueira","441","2010","11","05","Brasil","PR","Tibagi","-50.236806","-24.597028","50°14'12,5 W","24°35'49,3 S",NA,NA,"2011",NA,NA,"Guartelá - Sítio São Sebastião -","1090","1090","arbusto semi-ciófilo, ripário, ca. 2 m. Frutos carnosos imaturos de cor verde e maduros avermelhados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-08-16 08:41:20-03","UTFPR","HCF","25118","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","F.P. Santos et al.","F.P. Santos","21","2017","09","22","Brasil","PR","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"2017","09",NA,"Reserva Biológica Mata Viva, Centro Poli",NA,NA,"flor dióica, com hipanto alargado e estames. Fibra no floema.",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"251","2019-08-16 08:41:20-03","UTFPR","HCF","19163","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","G. Hatschbach","J.M. Silva","6042","2007","10","04","Brasil","PR","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2008",NA,NA,"Cachoeira da Mariquinha",NA,NA,"arbusto, 1,50 m, fruto esverdeado. Capão.",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"252","2019-08-16 08:41:20-03","UTFPR","HCF","5987","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","G. Hatschbach","E. Barboza","1036","2005","06","28","Brasil","PR","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"2005",NA,NA,"Estrada da Graciosa, Rio do Corvo",NA,NA,"arvoreta, 3 m, flor creme-esverdeada. Floresta Atlântica baixa.",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"253","2019-08-16 08:41:20-03","UTFPR","HCF","8884","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","G. Hatschbach","J.M. Cruz","218","1999","11","30","Brasil","PR","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"2000",NA,NA,"Guaricana",NA,NA,"arvoreta, 5 m, fruto amarelado. Floresta atlântica, junto a córrego.",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"254","2019-08-16 08:41:20-03","UTFPR","HCF","4500","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","J. Cordeiro & E. Barboza","M.G. Caxambu","1223","2006","11","09","Brasil","RS","Riozinho","-50.4524993896484","-29.6410999298096",NA,NA,NA,NA,"2007","02",NA,NA,NA,NA,"arvoreta ca. 5m, heliófita, com frutos alaranjados.",NA,NA,NA,NA,"18583","auto",NA,NA,NA,NA,NA,NA,NA
"255","2019-08-16 08:41:20-03","UTFPR","HCF","14333","S","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","O.S. Ribas","D. Liebsch","1119","2006","08","08","Brasil","SC","Vargem Bonita","-51.7400016784668","-27.0067005157471",NA,NA,NA,NA,"2011","02","28","Fazenda Ressaca",NA,NA,"arbusto, 2 m, capoeira.",NA,NA,NA,NA,"18827","auto",NA,NA,NA,NA,NA,NA,NA
"256","2013-04-01 09:16:40-03","IPT","BCTW","4572","S","Plantae",NA,"Daphnopsis","beta","Daphnopsis beta","Taub.",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,"Parque Nacional das Fontes do Ipiranga (PEFI)",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"257","2013-04-01 09:16:40-03","IPT","BCTW","19943","S","Plantae",NA,"Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling",NA,"Lorenzi, H.","19",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"258","2020-12-21 16:46:27-03","MBM","MBM","3898","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Hatschbach, G.; et al.; et al.","16189","1967","03","19","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"MBM003898","MBM003898",NA,NA,NA,"Ribeirão Grande",NA,NA,NA,NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"259","2020-12-21 16:46:27-03","MBM","MBM","43780","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Nevling, L.I.","Hatschbach, G.","730","1947","06","26","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"MBM043780","MBM043780",NA,NA,NA,"Cerro Azul, arredores",NA,NA,NA,NA,NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"260","2020-12-21 16:46:27-03","MBM","MBM","31060","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Hatschbach, G.","32697","1973","10","17","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM031060","MBM031060",NA,NA,NA,"Guara",NA,NA,NA,NA,NA,"Southern America",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"261","2020-12-21 16:46:27-03","MBM","MBM","43789","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Nevling, N.N.","Hatschbach, G.","7389","1960","10","20","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM043789","MBM043789",NA,NA,NA,"Serra da Esperança",NA,NA,NA,NA,NA,"Southern America",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"262","2020-12-21 16:46:27-03","MBM","MBM","10633","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.",NA,"Lindeman, J.; Haas, H.; Haas, H.","5895",NA,NA,NA,"Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM010633","MBM010633",NA,NA,NA,"Serra do Mar",NA,NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"263","2020-12-21 16:46:27-03","MBM","MBM","11791","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Hatschbach, G.","22122","1969","08","27","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM011791","MBM011791",NA,NA,NA,"Ipanema",NA,NA,NA,NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"264","2020-12-21 16:46:27-03","MBM","MBM","140629","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Cervi, A.C.; et al.; et al.","3128","1990","09","20","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM140629","MBM140629",NA,NA,NA,"Estrada da Graciosa, Rio do Corvo",NA,NA,NA,NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"265","2020-12-21 16:46:27-03","MBM","MBM","140628","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Cervi, A.C.; et al.; et al.","3122","1990","09","20","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM140628","MBM140628",NA,NA,NA,"Estrada da Graciosa, Rio do Corvo",NA,NA,NA,NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"266","2020-12-21 16:46:27-03","MBM","MBM","31073","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Saito, Y.","1295","1965","03","01","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM031073","MBM031073",NA,NA,NA,"Colônia Muricy",NA,NA,NA,NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"267","2020-12-21 16:46:27-03","MBM","MBM","78195","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Oliveira, P.I.","586","1982","07","13","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM078195","MBM078195",NA,NA,NA,"Colônia Santos Andrade",NA,NA,NA,NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"268","2020-12-21 16:46:27-03","MBM","MBM","197545","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Ziller, S.R.","1534",NA,NA,NA,"Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"MBM197545","MBM197545",NA,NA,NA,"Rio Iapó, Guartelá",NA,NA,NA,NA,NA,"Southern America",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"269","2020-12-21 16:46:27-03","MBM","MBM","51379","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Nevling, L.I.","Reitz, R.; Klein, R.M.; Klein, R.M.","4167","1960","08","11","Brazil","Santa Catarina","Rancho Queimado","-49.0217018127441","-27.6725006103516",NA,NA,"MBM051379","MBM051379",NA,NA,NA,"Serra da Boa Vista",NA,NA,NA,NA,NA,"Southern America",NA,"17361","auto",NA,NA,NA,NA,NA,NA,NA
"270","2020-12-21 16:46:27-03","MBM","MBM","70965","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.",NA,"Krapovickas, A.; et al.; et al.","35459","1980","01","24","Brazil","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641",NA,NA,"MBM070965","MBM070965",NA,NA,NA,"Pedra Branca",NA,NA,NA,NA,NA,"Southern America",NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"271","2020-12-21 16:46:27-03","MBM","MBM","159220","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Tamashiro","Tamashiro","170","1980","09","01","Brazil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,"MBM159220","MBM159220",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"272","2020-12-21 16:46:27-03","MBM","MBM","31067","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Hatschbach, G.","34412","1974","05","03","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"MBM031067","MBM031067",NA,NA,NA,"Rio Cachoeira",NA,NA,NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"273","2020-12-21 16:46:27-03","MBM","MBM","43784","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Nevling, N.I.","Hatschbach, G.","7809","1961","01","22","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"MBM043784","MBM043784",NA,NA,NA,"Rio Pardinho",NA,NA,NA,NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"274","2020-12-21 16:46:27-03","MBM","MBM","4380","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.",NA,"Lindeman, J.; Haas, H.; Haas, H.","2367",NA,NA,NA,"Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"MBM004380","MBM004380",NA,NA,NA,"Cerro Azul",NA,NA,NA,NA,NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"275","2020-12-21 16:46:27-03","MBM","MBM","31059","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Hatschbach, G.","32696","1973","10","17","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM031059","MBM031059",NA,NA,NA,"Guara",NA,NA,NA,NA,NA,"Southern America",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"276","2020-12-21 16:46:27-03","MBM","MBM","8167","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Hatschbach, G.","Hatschbach, G.","18670","1968","03","07","Brazil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"MBM008167","MBM008167",NA,NA,NA,"Rio do Cedro",NA,NA,NA,NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"277","2020-12-21 16:46:27-03","MBM","MBM","233028","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevl.","Santos, E.P.","Santos, E.P.","309",NA,NA,NA,"Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM233028","MBM233028",NA,NA,NA,"Serra do Araçatuba",NA,NA,NA,NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
