"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","locality","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"150","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578325","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Schunke Vigo J","Peru","San Martín",NA,NA,NA,NA,NA,NA,NA,"NL-U1578325","NL-U1578325",NA,NA,NA,NA,"1977","08","12","San Martin. provincia: San Martin; Distrito: La Banda de Shilcayo; Fundo: Esperanza del Senor Eleuterio Merino Serkovic.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578325 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae","U 0099365",NA,NA,NA
"151","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578327","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Breteler FJ","Venezuela","Barinas",NA,"-70.75","8.25","-70.75","8.25",NA,NA,"NL-U1578327","NL-U1578327",NA,NA,NA,NA,"1963","12","12","Tycoporo forest reserve.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae","U 0099363",NA,NA,NA
"152","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578756","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Renvoize SA","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578756","NL-U1578756",NA,NA,NA,NA,"1978","11","30","Corrientes, Concepcion. Tabay, Enstacia Abuelita Justa.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"153","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578757","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578757","NL-U1578757",NA,NA,NA,NA,"1949","08","18","Estancia 'Santa Teresa', Dep. Mburucuya, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"154","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578758","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578758","NL-U1578758",NA,NA,NA,NA,"1949","08","18","Estancia 'Santa Teresa', Dep. Mburucuya, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"155","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578759","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578759","NL-U1578759",NA,NA,NA,NA,"1949","08","18","Estancia 'Santa Teresa', Dep. Mburucuya, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"156","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578760","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Rodriguez","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578760","NL-U1578760",NA,NA,NA,NA,"1912","09","03","Misiones. Santa Ana.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"157","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578834","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Belshaw CM","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578834","NL-U1578834",NA,NA,NA,NA,"1937","08","20","Department San Martin, District San Martin. Valley of San Martin. Along Rio Shilcayo 1-4 km north of Tarapoto.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"158","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578835","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Flora Falcon","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578835","NL-U1578835",NA,NA,NA,NA,NA,NA,NA,"Del Estado Falcon. Carretera de Socopo a Socopito.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"159","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578836","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Schunke Vigo J","Peru","San Martín",NA,NA,NA,NA,NA,NA,NA,"NL-U1578836","NL-U1578836",NA,NA,NA,NA,"1977","08","12","San Martin. provincia: San Martin; Distrito: La Banda de Shilcayo; Fundo: Esperanza del Senor Eleuterio Merino Serkovic.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"160","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578837","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Schunke Vigo J","Peru","San Martín",NA,NA,NA,NA,NA,NA,NA,"NL-U1578837","NL-U1578837",NA,NA,NA,NA,"1977","08","12","San Martin. provincia: San Martin; Distrito: La Banda de Shilcayo; Fundo: Esperanza del Senor Eleuterio Merino Serkovic.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"161","2020-02-08 10:31:42-03","NBC","NL-BOTANY","WAG.1413695","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Breteler FJ","Venezuela","Barinas",NA,"-70.75","8.25","-70.75","8.25",NA,NA,"NL-WAG1413695","NL-WAG1413695",NA,NA,NA,NA,"1963","12","12","Tycoporo forest reserve.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1413695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"162","2020-02-08 10:31:42-03","NBC","NL-BOTANY","WAG.1413696","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Breteler FJ","Venezuela","Barinas",NA,"-70.75","8.25","-70.75","8.25",NA,NA,"NL-WAG1413696","NL-WAG1413696",NA,NA,NA,NA,"1963","12","12","Tycoporo forest reserve.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1413696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"163","2020-02-08 10:31:42-03","NBC","NL-BOTANY","WAG.1413697","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Breteler FJ","Venezuela","Barinas",NA,"-70.75","8.25","-70.75","8.25",NA,NA,"NL-WAG1413697","NL-WAG1413697",NA,NA,NA,NA,"1963","12","12","Tycoporo forest reserve.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1413697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"164","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128283","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Hassler E","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128283","NL-L2128283",NA,NA,NA,NA,"1913","09","01","Paraguaria Centralis: In regione lacus Ypacaray.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"165","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128284","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Hassler E","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128284","NL-L2128284",NA,NA,NA,NA,"1913","08","01","Paraguaria Centralis: In regione lacus Ypacaray.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"166","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128295","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Balansa B","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128295","NL-L2128295",NA,NA,NA,NA,"1880","11","01","En Guarani: Cunatu-na (faux-coriandre), environs de l' assomption, sur les collines incultes. *.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"167","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128296","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Balansa B","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128296","NL-L2128296",NA,NA,NA,NA,"1880","11","01","En Guarani: Cunatu-na (faux-coriandre), environs de l' assomption, sur les collines incultes. *.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128296 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"168","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128297","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Balansa B","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128297","NL-L2128297",NA,NA,NA,NA,"1880","11","01","En Guarani: Cunatu-na (faux-coriandre), environs de l' assomption, sur les collines incultes. *.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128297 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"169","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128298","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Balansa B","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128298","NL-L2128298",NA,NA,NA,NA,"1880","11","01","En Guarani: Cunatu-na (faux-coriandre), environs de l' assomption, sur les collines incultes. *.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"170","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128299","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Balansa B","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128299","NL-L2128299",NA,NA,NA,NA,"1880","11","01","En Guarani: Cunatu-na (faux-coriandre), environs de l' assomption, sur les collines incultes. *.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"171","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128322","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128322","NL-L2128322",NA,NA,NA,NA,"1954","08","02","Estancia 'Las Tres Marias', Dep. Empedrado, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128322 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"172","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128323","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128323","NL-L2128323",NA,NA,NA,NA,"1954","08","02","Estancia 'Las Tres Marias', Dep. Empedrado, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128323 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"173","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128324","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Reitz R; Klein RM","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128324","NL-L2128324",NA,NA,NA,NA,"1963","09","14","Santa Catarina, Ipema, Lajes, Pinhal.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"174","2020-02-08 10:31:42-03","NBC","NL-BOTANY","L.2128325","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2128325","NL-L2128325",NA,NA,NA,NA,"1967","10","01","Villa Elisa, Dep. Central.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128325 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"175","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U 0254671","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Lindeman JC; Horreüs de Haas R","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U0254671",NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda Pelanda near Conco Mill, ca. 25 km SE of Palotina","forest on terra roxa<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200254671 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae","Uw13354",NA,NA,NA
"176","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U 0293180","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Lindeman JC; Horreüs de Haas R","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U0293180",NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda reserva, ca. 85 km SW of Guarapuava, Pinhalzinho","rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200293180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae","Uw14232",NA,NA,NA
"177","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578325","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Schunke Vigo J","Peru","San Martín",NA,NA,NA,NA,NA,NA,NA,"NL-U1578325","NL-U1578325",NA,NA,NA,NA,"1977","08","12","San Martin. provincia: San Martin; Distrito: La Banda de Shilcayo; Fundo: Esperanza del Senor Eleuterio Merino Serkovic.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578325 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae","U 0099365",NA,NA,NA
"178","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578327","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Breteler FJ","Venezuela","Barinas",NA,"-70.75","8.25","-70.75","8.25",NA,NA,"NL-U1578327","NL-U1578327",NA,NA,NA,NA,"1963","12","12","Tycoporo forest reserve.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae","U 0099363",NA,NA,NA
"179","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578756","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Renvoize SA","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578756","NL-U1578756",NA,NA,NA,NA,"1978","11","30","Corrientes, Concepcion. Tabay, Enstacia Abuelita Justa.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"180","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578757","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578757","NL-U1578757",NA,NA,NA,NA,"1949","08","18","Estancia 'Santa Teresa', Dep. Mburucuya, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"181","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578758","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578758","NL-U1578758",NA,NA,NA,NA,"1949","08","18","Estancia 'Santa Teresa', Dep. Mburucuya, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"182","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578759","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Pedersen TM","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578759","NL-U1578759",NA,NA,NA,NA,"1949","08","18","Estancia 'Santa Teresa', Dep. Mburucuya, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"183","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578760","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Rodriguez","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578760","NL-U1578760",NA,NA,NA,NA,"1912","09","03","Misiones. Santa Ana.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"184","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578834","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Belshaw CM","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578834","NL-U1578834",NA,NA,NA,NA,"1937","08","20","Department San Martin, District San Martin. Valley of San Martin. Along Rio Shilcayo 1-4 km north of Tarapoto.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"185","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578835","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Flora Falcon","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1578835","NL-U1578835",NA,NA,NA,NA,NA,NA,NA,"Del Estado Falcon. Carretera de Socopo a Socopito.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"186","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578836","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Schunke Vigo J","Peru","San Martín",NA,NA,NA,NA,NA,NA,NA,"NL-U1578836","NL-U1578836",NA,NA,NA,NA,"1977","08","12","San Martin. provincia: San Martin; Distrito: La Banda de Shilcayo; Fundo: Esperanza del Senor Eleuterio Merino Serkovic.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"187","2020-02-08 10:31:42-03","NBC","NL-BOTANY","U.1578837","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Schunke Vigo J","Peru","San Martín",NA,NA,NA,NA,NA,NA,NA,"NL-U1578837","NL-U1578837",NA,NA,NA,NA,"1977","08","12","San Martin. provincia: San Martin; Distrito: La Banda de Shilcayo; Fundo: Esperanza del Senor Eleuterio Merino Serkovic.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"188","2020-02-08 10:31:42-03","NBC","NL-BOTANY","WAG.1413695","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Breteler FJ","Venezuela","Barinas",NA,"-70.75","8.25","-70.75","8.25",NA,NA,"NL-WAG1413695","NL-WAG1413695",NA,NA,NA,NA,"1963","12","12","Tycoporo forest reserve.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1413695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"189","2020-02-08 10:31:42-03","NBC","NL-BOTANY","WAG.1413696","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Breteler FJ","Venezuela","Barinas",NA,"-70.75","8.25","-70.75","8.25",NA,NA,"NL-WAG1413696","NL-WAG1413696",NA,NA,NA,NA,"1963","12","12","Tycoporo forest reserve.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1413696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"190","2020-02-08 10:31:42-03","NBC","NL-BOTANY","WAG.1413697","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium",NA,NA,"Breteler FJ","Venezuela","Barinas",NA,"-70.75","8.25","-70.75","8.25",NA,NA,"NL-WAG1413697","NL-WAG1413697",NA,NA,NA,NA,"1963","12","12","Tycoporo forest reserve.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1413697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Sapindales","lentiscifolium",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
