"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","locality","infraspecificEpithet","decimalLongitude","decimalLatitude","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","fieldNumber"
"11","2020-11-24 17:11:04-03","UTFPR","DVPR","4994","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas, MP; Y.C.","6683","2015",NA,"Brasil",NA,"arbusto heliófito, armado com espinhos. Botões florais avermelhados; Relevo: ondulado","DVPR004994",NA,"08","05","Paraná","Nova Tebas","Estação Ecológica Municipal Reinaldo Petrechen",NA,"-51.57146","-24.22216","2015","-51.57146","-24.22216","610","610","09","23",NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:11:04-03","UTFPR","DVPR","4976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Caxambu, MG","Sekine, ES; et al.","176","2009",NA,"Brasil",NA,"Arbusto ca. 3m, semi-ciófilo. Flores com cálice vermelho e corola alvo- avermelhada; Relevo: suave-ondulado, Vegetação: Floresta Estacionária Semidecidual Submontana","DVPR004976",NA,"06","15","Paraná","Nova Aurora","Prop. Sr. David Ezuel Gurski",NA,"-53.11243","-24.32024","2009","-53.11243","-24.32024","274","274","06","23",NA,NA,NA,NA,NA,NA
"13","2021-03-02 16:29:18-03","CPAN-UFMS","COR","11767","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Battilani, J.","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3686","2005",NA,"Brasil",NA,"Arbusto com 2,20 m de altura; flor róseas Habito: Arbusto",NA,NA,"09","02","Mato Grosso do Sul","Bonito","Fazenda Remanso",NA,"-56.738333","-20.823056",NA,"56º44'18''W","20º49'23''S","373","373",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:25:03-03","UFBA","ALCB","101152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Martin, VC; Lozano, E","Silva, JM; Cunha, EM","7297","2009","Southern America","Brasil",NA,"1,0 m. Flor creme. Fruto avermelhado.",NA,NA,"08","18","Paraná","Canta Galo","Rio Cavernoso.",NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:25:03-03","UFBA","ALCB","101147","PreservedSpecimen","Plantae","Dicotyledon",NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Martin, VC; Lozano, E","Silva, JM; Barbosa, E; Cordeiro, J","7328","2009","Southern America","Brasil",NA,"Ca. 2m.; frutos maduros.","ALCB063734",NA,"09","16","Paraná","Pato Branco","Rio Chopinzinho",NA,"-52.6706008911133","-26.2285995483398","2010",NA,NA,NA,NA,NA,NA,"26000","auto",NA,NA,NA,NA
"16","2019-10-09 11:25:03-03","UFBA","ALCB","101152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Martin, VC; Lozano, E","Silva, JM; Cunha, EM","7297","2009","Southern America","Brasil",NA,"Ca. 1m.; flor creme e fruto avermelhado.","ALCB063735",NA,"08","18","Paraná","Cantagalo","Rio Cavernoso",NA,"-52.116667","-25.366667","2010","-52.116667","-25.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:19:45-03","ESALQ","ESA","78574","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Simaroubaceae","Castela","tweedii","Castela tweedii",NA,NA,"Hatschbach, G. et al.","72435.0","2001",NA,"Brasil",NA,NA,"ESA078574",NA,"09","20","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:19:45-03","ESALQ","ESA","51910","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Simaroubaceae","Castela","tweedii","Castela tweedii",NA,"Maria, V.R.B.","Maria, V.R.B.",NA,NA,NA,"Brasil",NA,NA,"ESA051910",NA,NA,NA,"Mato Grosso do Sul","Bonito",NA,NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA
"19","2015-07-02 14:04:18-03","JBP","HPL","12248","S","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii",NA,"H. Lorenzi","H. Lorenzi","6910","2010",NA,"Brasil",NA,NA,NA,NA,"09","09","SP","Nova Odessa","Coletado sob cultivo no Jardim Botânico Plantarum; originário do habitat natural no município de Santo Ângelo, Rio Grande do Sul.",NA,"-47.29","-22.77","2010",NA,NA,NA,NA,"09","09","8440","auto",NA,NA,NA,NA
"20","2019-08-27 13:34:27-03","IAP","PACA-AGP","11504","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Emrich-Rambo Sicher","P. Buck SJ",NA,"1943",NA,"Brasil",NA,"Habitat: In silvula. Fenofase: flor","PACA011504",NA,"01",NA,"RS","Cerro Largo","Perto de são Luiz.",NA,"-54.7380981445312","-28.1485996246338","1954",NA,NA,NA,NA,"09","17","13082","auto","Magnoliopsida",NA,NA,NA
"21","2019-08-27 13:34:27-03","IAP","PACA-AGP","33828","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Emrich-Rambo Sicher","Irm. Augusto",NA,"1946",NA,"Brasil",NA,"Habitat: In silvula Fenofase: flor","PACA033828",NA,"09","12","RS","Cerro Largo","Perto de São Luiz",NA,"-54.7380981445312","-28.1485996246338","1954",NA,NA,NA,NA,"09","17","13082","auto","Magnoliopsida",NA,NA,NA
"22","2019-08-27 13:34:27-03","IAP","PACA-AGP","53061","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Emrich-Rambo Sicher","Rambo, B.",NA,"1952",NA,"Brasil",NA,"Habitat: In dumetosis secundariis Fenofase: fruto maturo","PACA053061",NA,"11","20","RS","Cerro Largo","Perto de São Luiz",NA,"-54.7380981445312","-28.1485996246338","1954",NA,NA,NA,NA,"09","17","13082","auto","Magnoliopsida",NA,NA,NA
"23","2019-08-27 13:34:27-03","IAP","PACA-AGP","26781","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Emrich-Rambo Sicher","E. Friderichs",NA,"1944",NA,"Brasil",NA,"Habitat: In silvula. Fenofase: flor","PACA026781",NA,"08",NA,"RS","Cerro Largo","Perto de São Luiz",NA,"-54.7380981445312","-28.1485996246338","1954",NA,NA,NA,NA,"09","17","13082","auto","Magnoliopsida",NA,NA,NA
"24","2019-08-27 13:34:27-03","IAP","PACA-AGP","33820","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Emrich-Rambo Sicher","Irm. Augusto",NA,"1946",NA,"Brasil",NA,"Sem material. Habitat: In silvula Fenofase: flor","PACA033820",NA,"08","27","RS","Cerro Largo","Perto de São Luiz",NA,"-54.7380981445312","-28.1485996246338","1954",NA,NA,NA,NA,"09","17","13082","auto","Magnoliopsida",NA,NA,NA
"25","2019-08-27 13:34:27-03","IAP","PACA-AGP","33815","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Emrich-Rambo Sicher","Irm. Augusto",NA,"1945",NA,"Brasil",NA,"Habitat: In silva secundaria Fenofase: flor","PACA033815",NA,"08","14","RS","Cerro Largo","Perto de São Luiz",NA,"-54.7380981445312","-28.1485996246338","1954",NA,NA,NA,NA,"09","17","13082","auto","Magnoliopsida",NA,NA,NA
"26","2019-08-27 13:34:27-03","IAP","PACA-AGP","57605","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Emrich-Rambo Sicher","Pivetta","632","1953",NA,"Brasil",NA,"Arbusto grande. Habitat: In dumetosis Fenofase: Flor rosea-amarelada Hábito: arbustiva","PACA057605",NA,"09","18","RS","Ijuí","Dr. Pestana",NA,"-53.9146995544434","-28.3878002166748","1957",NA,NA,NA,NA,"05","13","36807","auto","Magnoliopsida",NA,NA,NA
"27","2019-08-27 13:34:27-03","IAP","PACA-AGP","26269","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Emrich-Rambo Sicher","Rambo, B.",NA,"1945",NA,"Brasil",NA,"Habitat: In silvula campestri Fenofase: sterilis","PACA026269",NA,"01",NA,"RS","Quaraí","Faz. do Jarau",NA,"-56.4514007568359","-30.3875007629395","1954",NA,NA,NA,NA,"09","17","74636","auto","Magnoliopsida",NA,NA,NA
"28","2020-12-20 21:19:29-03","UFV","VIC","035091","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Castela","tweedii","Castela tweedii","Planchon",NA,"Carneiro, J.S.; et al.","s.n.","2002",NA,"Brasil",NA,"Arbusto de 2 m com espinhos, frutos verdes , flores vermelhas.","VIC035091",NA,"09","12","Paraná","Sertaneja","Fazenda Tangará",NA,"-50.8382987976074","-23.0368995666504",NA,NA,NA,NA,NA,NA,NA,"31896","auto",NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0048788","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","G. Hatschbach","J. M. Silva; G. Hatschbach, R. Goldenberg","72435","2001",NA,"Brazil",NA,"Arvore, 4 m.",NA,NA,"9","20","Parana",NA,"Fazenda Porteira Branca, vale de Rio Cavernoso (Mun. Candoi).",NA,"-52.18505859375","-25.7949454756497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:48:51-03","UFMS","CGMS","17419","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.",NA,"V.R.B. Maria; F.S. Maria","639","2005",NA,"Brasil",NA,NA,"CGMS1046717",NA,"05","12","Mato Grosso do Sul","Porto Murtinho","Fazenda Campo Verde - rio Perdido.",NA,"-56.7302778","-21.3052778",NA,"-56,7302778","-21,3052778","332","332",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:48:51-03","UFMS","CGMS","42649","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.",NA,"A. Pott; V.J. Pott","13225","2005",NA,"Brasil",NA,"Flor esverdeada e avermelhado claro. Fruto avermelhado. Fruto avermelhado. Habitat: Vegetação ripária remanescente e secundária, em área de floresta decidual convertida em pastagem cultivada degradada. Solo argiloso litólico de calcá","CGMS1072631",NA,"08","30","Mato Grosso do Sul","Bodoquena","Fazenda Rancho Branco, entorno leste do Parque Nacional da Serra da Bodoquena.",NA,"-56.7652778","-20.6708334",NA,"-56,7652778","-20,6708334","178","178",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:48:51-03","UFMS","CGMS","22512","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","M.G. Caxambu","A.R. Silva; M.G. Caxambu","424","2007",NA,"Brasil",NA,"Botões florais avermelhados e pétalas creme. Ripária. Duplicata no SPF (USP). Habitat: Relevo ondulado. Habito: Arbusto. 2,00m de altura.","CGMS1051923",NA,"08","03","Paraná","Campo Mourão","Parque Estadual do Lago Azul (PELA).",NA,"-52.3311111","-24.1036111","2007","-52,3311111","-24,1036111","570","570","08","28",NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:48:51-03","UFMS","CGMS","73586","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.",NA,"R. M. Fernandes; V.A. Nakamura, D. Cuadrado, F.M. Alves","34","2018",NA,"Brasil",NA,NA,"CGMS1106393",NA,"10","30","Mato Grosso do Sul","Bonito","Fazenda Marambaia. Parque Nacional da Serra da Bodoquena",NA,"-56.7077778","-20.9644444",NA,"-56,7077778","-20,9644444","666","666",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:48:51-03","UFMS","CGMS","73587","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.",NA,"L.E. Silva; S.G. Batista, C.O. Miranda, F.M. Alves","34","2018",NA,"Brasil",NA,"Fruto negro, sabor amargo Habitat: Floresta estacional decidual Habito: Arbusto","CGMS1106394",NA,"11","01","Mato Grosso do Sul","Porto Murtinho","Fazenda La Harmonia. Parque Nacional da Serra da Bodoquena",NA,"-56.725","-21.2541667",NA,"-56,725","-21,2541667","5186","5186",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:48:51-03","UFMS","CGMS","17610","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","J.R. Pirani","L.C. Costa",NA,"2005",NA,"Brasil",NA,"Flor vermelha. Espinhos abundantes. Duplicata no SPF (USP). Habitat: Chaco. Habito: Arbusto.","CGMS1046910",NA,"07","27","Mato Grosso do Sul","Corumbá","Chaco próximo à cidade.",NA,"-57.6533012390137","-19.0091991424561","2010",NA,NA,NA,NA,"06","23","295160","auto",NA,NA,NA,NA
"36","2020-10-14 10:06:33-03","FURB","FURB","61237","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Bonin Junior, P.","Julkoski, D.","559","2015",NA,"Brasil",NA,"Arbusto","FURB61237","FURB61237","06","09","Paraná","Nova Tebas",NA,NA,"-52.02","-24.48","2015","-52.0200000","-24.4800000",NA,NA,"06","29",NA,NA,NA,NA,NA,NA
"37","2020-12-09 14:47:26-03","FURB","FURB","61238","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.","Marinero, F.","Oliveira, A.A. de","2144","2015",NA,"Brasil",NA,"Arbusto","FURB61238","FURB61238","06","11","Paraná","Nova Tebas",NA,NA,"-51.84","-24.48","2015","-51.8400000","-24.4800000",NA,NA,"10","01",NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:06:33-03","FURB","FURB","10060","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planch.",NA,"Francisco, E.M.; Pavão, O.C. & Alves, J.",NA,"1998",NA,"Brasil",NA,NA,"FURB03503","FURB03503","10","02","Paraná","Leópolis","Mata Ciliar - Rio Congonhas.",NA,"-50.7510986328125","-23.0799999237061",NA,NA,NA,NA,NA,NA,NA,"22638","auto",NA,NA,NA,NA
"39","2021-03-16 17:55:03-03","UCS","HUCS","36128","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","Lozano, E.; Martin, V.C.","Silva, J.M.","7297","2009",NA,"Brasil",NA,"Arbusto 1m, flor creme, fruto avermelhado. Herbário MBM.; Mata ciliar",NA,NA,"08","18","Paraná","Canta Galo","Rio Cavernoso",NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-16 17:55:03-03","UCS","HUCS","36127","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","Lozano, E.; Martin, V.C.","Silva, J.M.","7328","2009",NA,"Brasil",NA,"Arbusto 2m, frutos maduros. Herbário MBM.; Mata ciliar",NA,NA,"09","16","Paraná","Pato Branco",NA,NA,"-52.6706008911133","-26.2285995483398","2010",NA,NA,NA,NA,NA,NA,"26000","auto",NA,NA,NA,NA
"41","2021-03-16 17:55:03-03","UCS","HUCS","51371","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","Grings, M.","Grings, M.","2158","2020",NA,"Brasil",NA,"em sub-bosque de floresta de galeria do rio Conceição. Arbusto com 2 metros de altura; frutos começando a avermelhar.",NA,NA,"10","06","Rio Grande do Sul","Ijuí","Rio Conceição",NA,"-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,NA,NA,NA,"36807","auto",NA,NA,NA,NA
"42","2021-03-16 17:55:03-03","UCS","HUCS","33993","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","Marques, J.N.","Sá, K.L.V.R. de","44","2000",NA,"Brasil",NA,"Arbusto de 2m, frutos imaturos. Herbário FUEL 31913.; Borda da mata ao lado do rio Tangará",NA,NA,"10","09","Paraná","Leópolis","Sítio São Francisco",NA,"-50.7510986328125","-23.0799999237061","2008",NA,NA,NA,NA,"05","16","22638","auto",NA,NA,NA,NA
"43","2019-08-16 08:41:10-03","UTFPR","HCF","8186","S","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","J. Cordeiro & E. Barboza","E.L. Siqueira","270","2009",NA,"Brasil",NA,"arbusto heliófito, ca. 1m, armado com espinhos. Frutos carnosos, maduros vermelhos.",NA,NA,"09","25","PR","Turvo","Propriedade da família Rickli",NA,"-51.548417","-25.044972","2010","51°32'54,3 W","25°02'41,9 S","963","963",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-16 08:41:10-03","UTFPR","HCF","24213","S","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","M.G. Caxambu","M. Ferreira Jr.","250","2011",NA,"Brasil",NA,"arbusto com 3 m de altura. Fruto verde e vermelho. Caule com espinhos.",NA,NA,"09","13","PR","Leópolis","Fazenda Boa Esperança: borda da mata",NA,"-50.782778","-23.106389","2017","50°46'58 W","23°06'23 S",NA,NA,"11","20",NA,NA,NA,NA,NA,NA
"45","2019-08-16 08:41:10-03","UTFPR","HCF","7991","S","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","M.G. Caxambu","E.S. Sekine","176","2009",NA,"Brasil",NA,"arbusto ca. 3 m, semi-ciófilo. Flores com cálive vermelho e corola alvo-avermelhada.",NA,NA,"06","15","PR","Nova Aurora","Propriedade do Sr. David Ezuel Gurski",NA,"-53.190083","-24.534","2009","53°11'24,3 W","24°32'02,4 S","274","274","06","23",NA,NA,NA,NA,NA,NA
"46","2019-08-16 08:41:10-03","UTFPR","HCF","23911","S","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","E. Barboza","J.M. Silva","9322","2016",NA,"Brasil",NA,"arbusto com 3 m de altura; flor avermelhada. Floresta Estacional Semidecidual, capão no meio do pasto.",NA,NA,"05","02","PR","Peabiru","PCH Ouro Branco, Rio da Várzea",NA,"-52.226389","-23.99","2017","52°13'35 W","23°59'24 S","375","375","03","31",NA,NA,NA,NA,NA,NA
"47","2019-08-16 08:41:10-03","UTFPR","HCF","21421","S","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","F. Marinero","G. Felitto","937","2015",NA,"Brasil",NA,"arbusto, 3 m, frutos maduros vermelhos e imaturos verdes claro. Floresta Estacional Semidecidual.",NA,NA,"08","07","PR","Nova Cantu","PCH Cantu 2, Área de Supressão do futuro",NA,"-52.427222","-24.734444","2015","52°25'38 W","24°44'04 S","416","416","10","02",NA,NA,NA,NA,NA,NA
"48","2019-08-16 08:41:10-03","UTFPR","HCF","23163","S","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","M.G. Caxambu","E.L. Siqueira","2305","2017",NA,"Brasil",NA,"arbusto armado com espinhos, ripário, heliófito. Flores com cálice e corola vermelhos.",NA,NA,"08","04","PR","Nova Tebas","Estação Ecológica Municipal Dr. Orlando",NA,"-51.901417","-24.355806","2017","51°54'05,1 W","24°21'20,9 S","415","415","08","16",NA,NA,NA,NA,NA,NA
"49","2019-08-16 08:41:10-03","UTFPR","HCF","27081","S","Plantae",NA,NA,"Simaroubaceae","Castela","tweedii","Castela tweedii","Planchon","E. Barboza","E. Barboza","4247","2015",NA,"Brasil",NA,"árvore, 4 m de altura. Flores creme. Floresta Estacional Semidecidual.",NA,NA,"07","22","PR","Turvo","Ibema, Rio Ivaí. Fábrica de Papel e",NA,"-51.480278","-25.010833","2018","51°28'49 W","25°00'39 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
